Punjabi,Malayalam
ਕਸਟਮਾਈਜ਼ੇਸ਼ਨ,ഇഷ്ടാനുസൃതമാക്കൽ
1. ਅਡੈਸ਼ਨ 2. ਅਡੈਸ਼ਨ,1. അഡീഷൻ 2. അഡീഷൻ
sebaceous,സെബാസിയസ്
ਸਮਾਯੋਜਨ ਸਮੀਕਰਨ,ക്രമീകരിക്കൽ സമവാക്യം
ਅਡੋਬ ਮਿੱਟੀ,അഡോബ് മണ്ണ്
ਮਿਲਾਵਟ ਕਰਨ ਵਾਲਾ,വ്യഭിചാരം
ਐਕਟੋਪਿਕ,എക്ടോപിക്
ਆਈਸੀਡਿਓਸਪੋਰ ਆਈਸੀਡੀਅਮ ਸਪੋਰ,ഇസിഡിയോസ്പോർ ഇസിഡിയം ബീജം
ਐਰੋਡਾਇਨਾਮਿਕ ਪ੍ਰਕਿਰਿਆ,എയറോഡൈനാമിക് പ്രക്രിയ
ਵੈਂਟ੍ਰਲ,വെൻട്രൽ
ਹਵਾ ਦੇਣ ਲਈ,വായുസഞ്ചാരത്തിനായി
1. ਹਵਾ 2. ਆਕਾਸ਼ੀ,1. വായു 2. ആകാശി
1. ਐਰੋਮੀਟਰ 2. ਐਰੋਮੀਟਰ 3. ਐਰੋਮੀਟਰ,1. എയറോമീറ്റർ 2. എയറോമീറ്റർ 3. എയറോമീറ്റർ
ਐਰੋਸੋਲ,എയറോസോൾ
1. ਫੁੱਲ 2. ਗਰਮੀਆਂ ਦੀ ਸੁਸਤਤਾ,1. പൂങ്കുല 2. വേനൽ സുഷുപ്തി
ਬਿਮਾਰੀ ਦਾ ਵਿਗਿਆਨ,രോഗ ശാസ്ത്രം
ਜੰਗਲਾਤ,വനവൽക്കരണം
1. ਅੰਦੋਲਨ 2. ਗੜਬੜ,1. പ്രക്ഷോഭം 2. പ്രക്ഷുബ്ധത
ਐਗਮਾਰਕ,അഗ്മാർക്ക്
1. ਜ਼ਮੀਨ ਨਾਲ ਸਬੰਧਤ 2. ਖੇਤੀਬਾੜੀ,1. ഭൂമിയുമായി ബന്ധപ്പെട്ട 2. കാർഷിക
ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ,കാർഷിക ക്ലിനിക്ക്
1. ਖੇਤੀ ਮਜ਼ਦੂਰ 2. ਖੇਤੀ ਮਜ਼ਦੂਰ,1. കാർഷിക തൊഴിലാളികൾ 2. കാർഷിക തൊഴിലാളികൾ
ਖੇਤੀਬਾੜੀ ਮੰਡੀਕਰਨ,കാർഷിക വിപണനം
ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ,കാർഷിക സാങ്കേതികവിദ്യ
1. ਖੇਤੀ 2. ਖੇਤੀ 3. ਖੇਤੀ ਵਿਗਿਆਨ,1. കൃഷി 2. കൃഷി 3. അഗ്രികൾച്ചറൽ സയൻസ്
ਖੇਤੀਬਾੜੀ ਜੰਗਲਾਤ,കാർഷിക വനവൽക്കരണം
ਖੇਤੀਬਾੜੀ ਜੈਵ ਵਿਭਿੰਨਤਾ,കാർഷിക ജൈവവൈവിധ്യം
ਖੇਤੀਬਾੜੀ ਜੈਵਿਕ ਨੁਕਸ,കാർഷിക ജൈവ വൈകല്യങ്ങൾ
ਖੇਤੀਬਾੜੀ ਜੀਵ ਵਿਗਿਆਨ,കാർഷിക ജീവശാസ്ത്രം
ਖੇਤੀ-ਜਲਵਾਯੂ ਵਿਭਿੰਨਤਾ,കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം
ਖੇਤੀ ਜਲਵਾਯੂ ਖੇਤਰ ਦੀ ਰਚਨਾ,കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ
ਖੇਤੀ ਜੰਗਲਾਤ,അഗ്രോഫോറസ്ട്രി
ਖੇਤੀ ਵਿਗਿਆਨ,കാർഷിക ശാസ്ത്രം
ਖੇਤੀ ਵਿਗਿਆਨਕ,അഗ്രോണമിക്
ਖੇਤੀਬਾੜੀ ਪੇਸਟੋਰਲ,കാർഷിക ഇടയൻ
ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ,വിള സംസ്കരണം
ਘਾਹ ਵਿਗਿਆਨ,പുല്ല് ശാസ്ത്രം
ਫਸਲ ਦੀ ਕਿਸਮ,വിള തരം
epiphyte,എപ്പിഫൈറ്റ്
aikiochi ਮਿੱਟੀ,aikiochi മണ്ണ്
ਰੰਗ ਅੰਨ੍ਹਾਪਨ,വർണ്ണാന്ധത
alfisol,ആൽഫിസോൾ
ਐਲਗੀ,ആൽഗകൾ
ਐਲਗੀ ਰੋਗ,ആൽഗ രോഗം
ਖਾਰੀ ਪਾਣੀ,ആൽക്കലി വെള്ളം
ਖਾਰੀ,ആൽക്കലൈൻ
ਵਿਕਲਪਕ,ബദൽ
ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ,അല്ലെലോ രസതന്ത്രം
ਐਲੀਲ,അല്ലീൽ
ਐਲੇਲੋਪੈਥੀ,അല്ലെലോപ്പതി
ਵੇਥੀ ਦੀ ਫਸਲ,വേത്തി വിള
ਸੰਪੂਰਨਤਾ,പൂർത്തീകരണം
ਗਰੱਭਧਾਰਣ ਕਰਨਾ,ബീജസങ്കലനം
1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ,1. ആപേക്ഷികത 2. അലോമെട്രി
multiploidy,മൾട്ടിപ്ലോയിഡി
1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ,1. പാരാസിഗോസിറ്റി
1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ,1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം
ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,ബദൽ ഭൂമി ഉപയോഗം
ਵਾਤਾਵਰਣ,പരിസ്ഥിതി
ਸੁਧਾਰਕ,പരിഷ്കർത്താവ്
ਮਾਈਟੋਸਿਸ,മൈറ്റോസിസ്
ਆਮੀਨ,ആമീനൻ
ਐਮੋਨੀਅਨ,അമോണിയൻ
amniferous,അമ്നിഫെറസ്
1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ,1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി
amphibian ਮਿਸ਼ਰਣ,ഉഭയജീവി മിശ്രിതം
ਐਮਫੋਟੇਰਿਕ,ആംഫോട്ടെറിക്
ਭੰਡਾਰ,സ്റ്റോക്ക്പൈലിംഗ്
1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ,1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്
ਹੈਪਲੋਇਡ,ഹാപ്ലോയിഡ്
ਕੋਣੀ ਲਾਉਣਾ,കോണീയ നടീൽ
ਪਸ਼ੂ ਪਾਲਣ,മൃഗസംരക്ഷണം
ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ,മൃഗ വിസർജ്ജനം
ਜੀਵਤ ਊਰਜਾ,ജീവനുള്ള ഊർജ്ജം
ਅਸਧਾਰਨ,അസാധാരണമായ
ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ,ഒരു വർഷം പഴക്കമുള്ള ചെടി
ਸਾਲਾਨਾ,വാർഷിക
1. ਅਨੰਦ 2. ਚਮਕ,1. പരമാനന്ദം 2. പ്രഭ
ਐਂਥ੍ਰੈਕਸ,ആന്ത്രാക്സ്
ਮਾਨਵ-ਜਨਕ ਕਾਰਕ,നരവംശ ഘടകങ്ങൾ
ਬਚਾਅ,അതിജീവനം
1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ,1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്
ਘਿਣਾਉਣੀ,വെറുപ്പുളവാക്കുന്ന
ਐਂਟੀਆਕਸੀਡੈਂਟ,ആന്റിഓക്‌സിഡന്റ്
ਐਂਟੀਟੌਕਸਿਨ,ആന്റിടോക്സിൻ
ਰਿੰਗ ਉਂਗਲ,മോതിര വിരൽ
1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ,1. മുഞ്ഞ 2. മാഹു 3. ചേപ
ਚੋਟੀ ਦੇ ਮੁਕੁਲ,മുകളിലെ മുകുളം
ਸਿਖਰ ਪ੍ਰਭਾਵ,പീക്ക് ഫലപ്രാപ്തി
ਮਧੂ ਮੱਖੀ ਪਾਲਣ,തേനീച്ച വളർത്തൽ
ਅਲੌਕਿਕਤਾ,അലൈംഗികത
apoptosis,അപ്പോപ്റ്റോസിസ്
ਜੋੜ,അനുബന്ധങ്ങൾ
ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ,വിശപ്പ്
ਲਾਗੂ ਕੀਤਾ,അപേക്ഷിച്ചു
ਜਲਜੀ ਬੂਟੀ,ജല കള
1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ,1. മരം 2. വൃക്ഷ നിവാസി
ਬ੍ਰਾਂਚਿੰਗ,ശാഖകൾ
ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ
ਜ਼ੋਨ ਨੰਬਰ,സോൺ നമ്പർ
1. ਖੇਤਰ 2. ਖੇਤਰ,1. ഏരിയ 2. ഏരിയ
ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ,വരണ്ട ആവാസവ്യവസ്ഥ
cotyledon,കോട്ടിലിഡൺ
ਸੌਰਭ,സൗരഭ്
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,ആരോമാറ്റിക് പ്ലാന്റ്
ਸੁਗੰਧਿਤ ਚੌਲ,സുഗന്ധമുള്ള അരി
ਇਕੁ ਪੁਸ਼ਪੰ ॥,ഇക്ഷു പുഷ്പൻ
ਅਸੈਪਟਿਕ,അസെപ്റ്റിക്
1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ,1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്
ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ,അലൈംഗിക പുനരുൽപാദനം
ਆਕਾਰ,വലിപ്പം
ਸੰਪਤੀ,ആസ്തി
1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ,1. സ്വാംശീകരണം 2. സ്വാംശീകരണം
1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ,1. അസോസിയേഷൻ 2. അസോസിയേഷൻ
1. ਕਾਲਮ 2. astringency,1. കോളം 2. ആസ്ട്രിംഗ്സി
heterozygosity,ഹെറ്ററോസൈഗോസിറ്റി
1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ,1. പൂർവ്വികൻ 2. അടവിസം
ਕਣ,കണം
1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ,1. സ്ഥിരീകരണം 2. വൈകല്യം
ਸਵੈ ਜੋੜਾ,സ്വയം ജോടിയാക്കൽ
autolysis,ഓട്ടോലിസിസ്
1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ,1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം
ਸਵੈ ਮਲਟੀਪਲੈਕਸ,സ്വയം മൾട്ടിപ്ലക്സ്
auxin,ഓക്സിൻ
1. ਹਿਲਾ 2. ਟੌਡ,1. ഷൂക്ക് 2. പൂവൻ
ਸਜ਼ਾ ਵਾਇਰਸ,ശിക്ഷാ വൈറസ്
1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ,1. ബാസിലസ് 2. ബാസിലസ്
1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ,1. ബാക്ടീരിയ 2. ബാക്ടീരിയ
ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ,ബാക്ടീരിയൽ വിഷം
ਬੈਗਾਸ,ബാഗാസ്
ਸੰਤੁਲਨ ਸ਼ੀਟ,ബാലൻസ് ഷീറ്റ്
ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ,സമീകൃത വളം ഉപയോഗം
ਬਾਰ ਗ੍ਰਾਫ,ബാർ ഗ്രാഫ്
ਸੱਕ,കുര
1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ,1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ
1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ,1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം
1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ,1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്
1. ਤਾਲਾ 2. ਬੇਸਿਨ,1. താല 2. തടം
ਤਾਲਾਬੀਸਰੀ,തലബിസാരി
1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ,1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ
ਖਾੜੀ ਮਾਨਸੂਨ,ഗൾഫ് മൺസൂൺ
ਫਲ ਪੌਦਾ,ഫലം പ്ലാന്റ്
ਬਿਸਤਰਾ,കിടക്ക
ਬੈੱਡ ਪੌਦਾ,കിടക്ക പ്ലാന്റ്
ਬਿਸਤਰਾ,കിടക്കവിരി
ਚੁਕੰਦਰ ਗੁੜ,ബീറ്റ്റൂട്ട് മോളാസസ്
ਘੰਟੀ,തുരുത്തി
1. ਪੱਟੀ 2. ਭੂਮੀ,1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,ലാഭ-ചെലവ് വിശകലനം
ਚਾਹਵਾਨ (ਨਮੂਨਾ),അഭിലാഷം (സാമ്പിൾ)
ਦੋ-ਸਾਲਾ ਪੌਦੇ,ദ്വിവത്സര സസ്യങ്ങൾ
ਬਾਇਨੋਮੀਅਲ,ദ്വിപദം
ਬਾਇਓਫੈਕਟਰ,ബയോഫാക്ടർ
ਜੈਵਿਕ ਜਲਵਾਯੂ,ജൈവ കാലാവസ്ഥ
ਬਾਇਓ ਊਰਜਾ,ജൈവ ഊർജ്ജം
ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ,ജന്തു പരിസ്ഥിതി
1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ,1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ
ਜੀਵ-ਮੰਡਲ,ജൈവമണ്ഡലം
ਬਾਇਓਟਿਕ,ബയോട്ടിക്
ਜੀਵ-ਜੰਤੂ,ജന്തുജാലങ്ങൾ
ਡਿਵਿਲਿੰਗੀ,ദിവിലിംഗി
ਧਵਲਨ,ധവാലൻ
1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ,1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം
ਮਿਲਾਉਣਾ,മിശ്രണം
1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ),1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം)
1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ,1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ
ਨੀਲੀ ਕ੍ਰਾਂਤੀ,നീല വിപ്ലവം
ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ,പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ
ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ,പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ
ਬਰੈਨ,തവിട്
ਬ੍ਰਾਂਚਿੰਗ,ശാഖകൾ
1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ,1. തടി 2. ഉപശാഖ
ਨਸਲ,ഇനം
ਪ੍ਰਜਨਨ,പുനരുൽപാദനം
ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ,ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ
1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ,1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം
ਉਭਰਦਾ,വളർന്നുവരുന്ന
ਬਜਟ,ബജറ്റ്
1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ,1.ആംഫോട്ടറിക് 2. ബഫർ
ਮਿਠਾ ਆਲੂ,മധുരക്കിഴങ്ങ്
ਬੰਟ (ਰੋਗ),ബണ്ട് (രോഗം)
1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ,1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം
c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ,c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്
ਤੇਲ ਕੇਕ,എണ്ണ പിണ്ണാക്ക്
1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ,1. നാരങ്ങ 2. കാൽസ്യം
ਕੈਲਸੀਓਨ,calcion
ਫਾਸਫੇਟ ਹਟਾਉਣ,ഫോസ്ഫേറ്റ് നീക്കം
1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ,1. കിനാറ്റ 2. കാലാറ്റ
1. ਕੈਲਸ 2. ਕਿਰਨ,1.കല്ലസ് 2. കിരണം
1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ,1. വിദളങ്ങൾ 2. കാളിക്സ്
ਬਾਹਰੀ ਅੰਤ,പുറത്തെ അവസാനം
ਏਡਾ,എധ
ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ),കാൻസർ (ബാക്ടീരിയ രോഗം)
ਕੈਨਿੰਗ,കാനിംഗ്
ਅਸਮਾਨ,ആകാശം
ਵਿੱਤ,ധനകാര്യം
ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ),പരാഗണം (അത്തിപ്പഴം)
1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ,1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ
ਕਾਰਬਨਾਈਜ਼ਡ,കാർബണൈസ്ഡ്
ਕਾਰਬਨਾਨ,കാർബണൻ
carapace,കാർപേസ്
ਬਰੇਸਲੈੱਟ,വള
1. ਕਾਸਟਿੰਗ (ਲੋਹਾ) 2. ਕਸ਼ਤੀ (ਕੀੜੇ),1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി)
catabolism,കാറ്റബോളിസം
ਪ੍ਰੇਰਣਾ,പ്രേരണ
1. ਕੈਟਰਪਿਲਰ 2. ਕੈਟਰਪਿਲਰ,1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ
c d. ਐਨ. a ਸੰਗ੍ਰਹਿ,സി ഡി. എൻ. എ. സമാഹാരം
ਸੀਮਾ,പരിധി
1. ਸੈੱਲ 2. ਸੈੱਲ,1. സെൽ 2. സെൽ
ਕੇਂਦਰੀ ਫਰੰਟ ਸਿਸਟਮ,സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം
1. ਪੁਆਇੰਟ 2. ਫੋਕਸ,1. പോയിന്റ് 2. ഫോക്കസ്
centrifugation,അപകേന്ദ്രീകരണം
ਸੈਂਟਰਿਫਿਊਜ,സെൻട്രിഫ്യൂജ്
ਸਟਾਰ ਸੈਂਟਰ,നക്ഷത്ര കേന്ദ്രം
epigenetic,എപ്പിജെനെറ്റിക്
ਕੇਂਦਰਜਾ,കേന്ദ്രരാജ
ਲੂਮ,തറി
1. ਸੀਰੀਅਲ 2. ਸੀਰੀਅਲ,1. ധാന്യം 2. സീരിയൽ
1. ਸਰਟੀਫਿਕੇਸ਼ਨ 2. ਸਰਟੀਫਿਕੇਸ਼ਨ,1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ,1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര
1. ਨਿਭਾਗ 2. ਕੈਲਜਾ,1. നിഭാഗ് 2. കൈലജ
ਕਾਇਮੋਗ੍ਰਾਫੀ,കൈമോഗ്രഫി
1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ,1. കിയാസ്മ 2. തിരക്കിലാണ്
ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ,supercooling മണിക്കൂർ
ਠੰਡ ਦਾ ਨੁਕਸਾਨ,മഞ്ഞ് കേടുപാടുകൾ
1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ,1. വിചിരോതകി 2. ചിമേര
ਹਰਾ ਦਲੀਆ,പച്ച കഞ്ഞി
1. ਪੱਤੇ 2. ਹਰੇ,1. ഇലകൾ 2. പച്ച
ਸਾਇਨੋਸਿਸ,സയനോസിസ്
ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ,ജൈവ വിതരണ ശാസ്ത്രം
1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼,1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ
chromatin,ക്രോമാറ്റിൻ
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,ക്രോമാറ്റോഗ്രാഫി
chromatinlation,ക്രോമാറ്റിലേഷൻ
ਅਟਲ ਬਿੰਦੂ,ഏട്രിയൽ പോയിന്റ്
chromatogenesis,ക്രോമാറ്റോജെനിസിസ്
1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ,1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ
1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼,1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ
1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ,1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട
citrange,സിട്രേഞ്ച്
ਪਤਝੜ ਤਿਉਹਾਰ,ശരത്കാല ഉത്സവം
ਵਰਗੀਕਰਨ,വർഗ്ഗീകരണം
1. ਮਿੱਟੀ 2. ਮਿੱਟੀ,1. കളിമണ്ണ് 2. കളിമണ്ണ്
