Kannada,Marathi
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,स्वयंचलित मल्टीव्हायब्रेटर
ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,फ्लोटिंग मल्टीव्हायब्रेटर
ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್,असममित जंक्शन
ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,असिंक्रोनस कॅल्क्युलेटर
ಪರಮಾಣು,आण्विक
ಪರಮಾಣು ಸಂಖ್ಯೆ,अणुक्रमांक
ಪರಮಾಣು ರಚನೆ,अणु रचना
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,ऑडिओ अॅम्प्लीफायर
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,ऑडिओ अॅम्प्लीफायर
ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್,ऑडिओ कॅसेट
ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್,ऑडिओ सर्किट
ಶ್ರವ್ಯ ಆವರ್ತನ,ऐकण्यायोग्य वारंवारता
ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ,स्वयंचलित व्होल्टेज नियंत्रण
ಹಿಮಕುಸಿತ,हिमस्खलन
ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್,सरासरी डिटेक्टर
ಅಕ್ಷೀಯ ಮೋಡ್,अक्षीय मोड
ಅಕ್ಷೀಯ ಅನುಪಾತ,अक्षीय प्रमाण
ಆಂಟೆನಾ,अँटेना
ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್,बॅक इलेक्ट्रोमोटिव्ह फोर्स
ಹಿಂಭಾಗದ ಪ್ರದೇಶ,मागील क्षेत्र
ಮತ್ತೆ ಚದುರುವಿಕೆ,परत स्कॅटर
ಹಿನ್ನೆಲೆ ಶುಲ್ಕ,पार्श्वभूमी शुल्क
ಅಡ್ಡ ಶಬ್ದ,बाजूचा आवाज
ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ,प्रतिगामी
ಹಿಂಭಾಗದ ವಿಕಿರಣ,पोस्टरियर इरॅडिएशन
ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್,बॅकवर्ड डायोड / बॅकवर्ड डायोड
ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ,बॅकवर्ड वेव्ह ऑसिलेटर
"ಅಡಚಣೆ, ಅಡಚಣೆ","अडथळा, अडथळा"
ಅಡಚಣೆ,अडथळा
ಸಮತೋಲಿತ ಸೇತುವೆ,संतुलित पूल
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,संतुलित मॉड्युलेटर
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,संतुलित मॉड्युलेटर
ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್,संतुलित सर्किट
ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್,संतुलित ग्रेडियंट डिटेक्टर
ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ,वर्तमान स्टॅबिलायझर प्रतिरोध
ಬೋಲೋಮೀಟರ್,बोलोमीटर
ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ,बोलोमीटर पूल
ಬಲೂನ್,फुगा
ಬನಾನಾ ಜ್ಯಾಕ್,केळी जॅक
ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್,केळी प्लग
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್","पट्टी, पट्टी"
ಬ್ಯಾಂಡ್ ಚಾಲಕ,बँड चालक
ಬ್ಯಾಂಡ್ ಶಕ್ತಿ,बँड ऊर्जा
ಬ್ಯಾಂಡ್ ಅಂತರ,बँड अंतर
ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್,बॅडपार्क अॅम्प्लीफायर
ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್,बँड पास फिल्टर
ಬಾಡ್ ದರ ಜನರೇಟರ್,बॉड रेट जनरेटर
ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್,banddispersion
ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್,बँड रेझिस्टर
ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್,बँड ब्रेकर फिल्टर
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,बँड विस्तार
ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್,बँड रिमूव्हर फिल्टर
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್,बँड विस्तार विक्षेप गुणक
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ,बँड विस्तार अंतर गुणक
"ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್","बीम कॅपेसिटर, बँक कॅपेसिटर"
"ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್","बार्कर कोड, बार्कर कोड"
barravaugen ಮಾನದಂಡ,barravaugen निकष
ನ್ಯಾಯವಾದಿ,बॅरेटर
ತಡೆಗೋಡೆ,अडथळा
ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್,इन्सुलेट कॅपेसिटर
ತಡೆ ಶಕ್ತಿ,अडथळा ऊर्जा
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,रेझिस्टर व्होल्टेज
ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ,बार्टलेट विंडो
"ಬೇಸ್, ಬೇಸ್","आधार, आधार"
ಬೇಸ್ ಬ್ಯಾಂಡ್,बेस बँड
ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ,बेस बँड ट्रान्समिशन
ಮೂಲ ಶುಲ್ಕ,बेस चार्ज
ಮೂಲ ಪ್ರಸ್ತುತ,बेस करंट
ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ,मूळ वर्तमान स्रोत
ಬೇಸ್ ಕತ್ತರಿಸುವುದು,बेस कातरणे
ಆಧಾರ್ ಮದನ್,आधार मदन
ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್,बेस एमिटर फीड
ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್,बेस एमिटर जंक्शन
ಬೇಸ್ ಇಂಜೆಕ್ಷನ್,बेस इंजेक्शन
ನೆಲದ ರೇಖೆ,ग्राउंड लाईन
ಮೂಲ ಪ್ರತಿರೋಧ,बेस प्रतिकार
ಮೂಲ ಮೂಲ,मूळ स्रोत
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,बेस विस्तार प्रतिकार
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,बेस विस्तार प्रतिकार
ಬೇಸ್ ದಪ್ಪ,बेस जाडी
ಮೂಲ ಪ್ರವೇಶ,बेस प्रवेश
"ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್","बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन"
ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ,बेस कलेक्टर करार
ವಾಸನೆ,वास
ಬಾಸ್ ಆವರ್ತನ,बास वारंवारता
ಬ್ಯಾಟರಿ,बॅटरी
ಬಾಡ್,बॉड
ಬೌಡ್ ದರ,बॉड दर
ಬಾಡ್ ದರ ಜನರೇಟರ್,बॉड रेट जनरेटर
ಬೋಡೋ ಕೋಡ್,बोडो कोड
"ಸಂಕೇತ, ದಾರಿದೀಪ","सिग्नल, बीकन"
"ಮಾಣಿಕ, ಬೀಡು","माणिका, बीड"
ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್,मॅनिक कॅपेसिटर
ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ,मणिकर्तपी प्रतिरोधक
"ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ","बीम अँटेना, बीम अँटेना"
ಕಿರಣ ಶೋಧಕ,बीम डिटेक्टर
ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ,बीम पॉवर नळी
ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು,बीम स्विचिंग नोजल
ಕಿರಣದ ವಿಸ್ತರಣೆ,तुळई विस्तार
ಬೀಟ್ ಆವರ್ತನ,बीट वारंवारता
ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ,बीट-फ्रिक्वेंसी ऑसिलेटर
ನಾಡಿ ಆಂದೋಲಕ,पल्स ऑसिलेटर
ಗಂಟೆ,घंटा
ಬಾಗುವ ನಷ್ಟ,वाकणे नुकसान
ಬೆಸೆಲ್ ಫಿಲ್ಟರ್,बेसल फिल्टर
ಬೀಟಾ,बीटा
b-h ಕರ್ವ್,b-h वक्र
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","पक्षपात, पक्षपात"
ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ,पूर्वाग्रह वर्तमान
ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ,पूर्वाग्रह प्रतिकार
ಡಬಲ್ ಆಂಟೆನಾ,दुहेरी अँटेना
ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ,द्विदिशात्मक भार प्रवाह
ದ್ವಿಮುಖ ಆಂಟೆನಾ,द्विदिश अँटेना
ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್,द्विदिश प्रकाश उत्सर्जक डायोड
ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್,द्विदिशात्मक थायरिस्टर
ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ,bi FET तंत्रज्ञान
ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,द्वि-बिंदू ट्रान्सफॉर्मर
ಡಬಲ್ ಸಮ್ಮಿಳನ,दुहेरी संलयन
ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್,द्विपक्षीय सर्किट
ಅವಳಿ,बायनरी
ಬೈನರಿ ಮೊತ್ತ,बायनरी बेरीज
ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್,बायनरी सर्किट
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,बायनरी कोडेड दशांश
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,बायनरी कोडेड दशांश प्रणाली
ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್,बायनरी द्विध्रुवीय कॅपेसिटर
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,बायनरी कॅल्क्युलेटर
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,बायनरी कॅल्क्युलेटर
ಬೈನರಿ ಡಿಕೋಡರ್,बायनरी डीकोडर
ಬೈನರಿ ಏಣಿ,बायनरी शिडी
ಬೈನರಿ ಪಾಥೋಮೀಟರ್,बायनरी पॅथोमीटर
ದ್ವಿಮಾನ ಸ್ಥಿತಿ,बायनरी स्थिती
ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್,बायनरी-दशांश डिकोडर
ಬೈನರಿ ಲೋಡ್,बायनरी लोड
ಬೈನರಿ ಪದಗಳು,बायनरी शब्द
ಬೈಪೋಲಾರ್,द्विध्रुवीय
ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್,द्विध्रुवीय कॅपेसिटर
ಬೈಪೋಲಾರ್ ಸಾಧನ,द्विध्रुवीय उपकरण
ಬೈಪೋಲಾರ್ ಮೂಲ,द्विध्रुवीय स्रोत
ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,द्विध्रुवीय ट्रान्झिस्टर
ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,द्विध्रुवीय जंक्शन ट्रान्झिस्टर
ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್,चतुर्भुज फिल्टर
ಎರಡು ಸ್ಥಾನ,दुहेरी स्थिती
ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,दोन-स्टेज मल्टीव्हायब्रेटर
ದ್ವಿಮುಖ ರಿಲೇ,द्विदिशात्मक रिले
ದ್ವಿಮುಖ ಸ್ಥಿತಿ,biphasic स्थिती
ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ,दोन-स्थिती ट्रिगर
ಬಿಟ್ ದೋಷ,बिट त्रुटी
ಬಿಟ್ ದೋಷ ದರ,बिट त्रुटी दर
ಬಿಟ್ ದೋಷ,बिट त्रुटी
ಬಿಟ್ಕಲ್ ದೋಷ,बिटकल त्रुटी
ಕುರುಡು ಪೆಟ್ಟಿಗೆ,आंधळा बॉक्स
ಮಂದಗೊಳಿಸಿದ ನಾಡಿ,घनरूप नाडी
ಸ್ರವಿಸುವವನು,सचिव
ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ,सेक्रेटरी इनहिबिटर
ಕುರುಡುತನ,अंधत्व
ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ,खंड आकृती
ತಡೆಯುವ ಪ್ರತಿರೋಧ,अवरोधित करणे
ತುಣುಕು ವರ್ಗಾವಣೆ,तुकडा हस्तांतरण
ತಡೆಹಿಡಿಯಿರಿ,इंटरसेप्ट
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,रेझिस्टर कॅपेसिटर
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,रेझिस्टर कॅपेसिटर
ತಡೆಯುವ ಆಂದೋಲಕ,रेझिस्टर ऑसिलेटर
ತಡೆಯುವ ಆಂದೋಲಕ,ब्लॉकिंग ऑसिलेटर
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,रेझिस्टर व्होल्टेज
ಊದುವವನು,ब्लोअर
ಬೋಡ್ ರೇಖಾಚಿತ್ರ,bode आकृती
ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ,voltzmann संबंध
ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ,voltzmann स्थिरांक
ಕರಾರುಪತ್ರ,बंध
ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್,बाउंड स्ट्रेन गेज
ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್,स्वयं-समर्थक अॅम्प्लिफायर
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,बुलियन बीजगणित
ಬೂಲಿಯನ್ ಸಮೀಕರಣ,बुलियन समीकरण
ಬೂಟ್ ಸ್ಟ್ರಾಪನ್,बूट Strapon
ಬೂತ್ ಅಲ್ಗಾರಿದಮ್,बूथचे अल्गोरिदम
ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್,बूटस्ट्रॅप प्रिझम सर्किट
ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ,bosscutts नियम
ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್,बोस-चौधरी हॉकेनहॅम (BCH) कोड
"ಜಂಪ್, ಜಂಪ್","उडी, उडी"
ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್,बद्ध इलेक्ट्रॉन
ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ,ब्रॅग रिफ्लेक्टर
ಹೆಣೆದುಕೊಂಡ ತಂತಿ,गुंफलेली तार
ಶಾಖೆ,शाखा
ಕವಲೊಡೆಯುತ್ತಿದೆ,शाखा
ಪ್ರಯೋಗ ಮಂಡಳಿ,प्रयोग मंडळ
ವಿರಾಮ ವಲಯ,ब्रेक झोन
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,ब्रेकिंग व्होल्टेज
ಸ್ಥಗಿತ ಡಯೋಡ್,ब्रेकडाउन डायोड
ಮುರಿತದ ಸ್ಥಿರೀಕರಣ,फ्रॅक्चर फिक्सेशन
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,ब्रेकिंग व्होल्टेज
ಸೇತುವೆ,पूल
ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್,ब्रिज रेक्टिफायर
ವಿಶಾಲ ಬ್ಯಾಂಡ್,रुंद बँड
ಪ್ರಸಾರ ಬ್ಯಾಂಡ್,ब्रॉडकास्ट बँड
ಆಸ್ಟ್ರಲ್ ಅರೇ,सूक्ष्म अॅरे
ಪ್ರಸಾರ,प्रसारण
ಪ್ರಸಾರ ಆಂಟೆನಾ,ब्रॉडकास्ट अँटेना
ಪ್ರಸಾರ ರಿಸೀವರ್,ब्रॉडकास्ट रिसीव्हर
ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್,वारंवारता प्रसारण प्राप्तकर्ता
ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್,प्रसारण ट्रान्समीटर
ಬೂಸ್ಟರ್ ಆಂಟೆನಾ,बूस्टर अँटेना
ಬಸ್ ಆಂಟೆನಾ,बस अँटेना
ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್,ब्रश विसर्जन
ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್,बुडबुडे आणि गेट
ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್,बुडबुडू किंवा गेट
ಬಬ್ಲಿ ನೆನಪು,बबल स्मृती
ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್,भरपाई व्होल्टेज
ಬಫರ್,बफर
ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್,बफर अॅम्प्लीफायर
ಬಫರ್ ಸರ್ಕ್ಯೂಟ್,बफर सर्किट
ಬಫರ್ ಆಪರೇಟರ್,बफर ऑपरेटर
ಬಫರ್ ರಿಜಿಸ್ಟರ್,बफर रजिस्टर
ಬಲ್ಬ್,बल्ब
ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ,लोकसंख्या प्रभाव
ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ,मॅक्रो सेमीकंडक्टर उपकरण
ಗುಂಪನ್ನು,घड
ಮುಳುಗಿದ ವಿನಿಮಯ,बुडलेली एक्सचेंज
ಮುಳುಗಿದ ಪದರ,बुडलेला थर
ಮುಳುಗಿದ ಸಂಪರ್ಕ,बुडलेला संपर्क
ಬ್ಲಾಸ್ಟ್ ಆಂಪ್ಲಿಫಯರ್,स्फोट अॅम्प्लीफायर
ಬ್ಲಾಸ್ಟ್ ಕವರ್,स्फोट कव्हर
ಸ್ಫೋಟದ ಗುಂಡಿನ,स्फोट गोळीबार
ಸ್ಫೋಟ ಬಾಗಿಲು ಆಂಪ್ಲಿಫೈಯರ್,स्फोट दरवाजा अॅम्प्लीफायर
ಬರ್ಸ್ಟ್ ಮೋಡ್,बर्स्ट मोड
ಸ್ಫೋಟ ವಿಭಜಕ,स्फोट विभाजक
ಸ್ಫೋಟ ಸಂಕೇತ,स्फोट सिग्नल
ಬರ್ಸ್ಟ್ ದೋಷ ಸರಿಪಡಿಸುವ ಕೋಡ್,स्फोट त्रुटी सुधारक कोड
ಸಾಕು,पुरेसा
ಬಸ್ ಬಾರ್,बस बार
ಬಸ್ ಸಂಘಟನೆ,बस संघटना
ಬಸ್ ಗುಣಮಟ್ಟ,बस मानक
ಕೇವಲ ಕ್ಷಣಿಕ,फक्त क्षणिक
ಬೆಣ್ಣೆ ಮೌಲ್ಯದ ಫಿಲ್ಟರ್,बटर वर्थ फिल्टर
bnc ತಂತಿ,bnc वायर
BNC ಜಾಯಿಂಟರ್,BNC जॉइंटर
ದಾರಿಯಲ್ಲಿ,च्या कडे
ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್,बायपास कॅपेसिटर
ಬೈಟ್,बाइट
ವಿ ಬ್ಯಾಂಡ್,व्ही बँड
ಸಿ ಬ್ಯಾಂಡ್ ಆಂಟೆನಾ,सी बँड अँटेना
ತಂತಿ,तार
ತಂತಿ ರೂಟಿಂಗ್,वायर राउटिंग
ಟೆಲಿಗ್ರಾಫ್ ದೂರದರ್ಶನ,टेलिग्राफ दूरदर्शन
ಸಂಗ್ರಹ ಮೆಮೊರಿ,कॅशे मेमरी
