Hindi,Malayalam
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)","1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)"
अनुप्रयोग सॉफ्टवेयर,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
अनुप्रयोगी भाषा,ആപ്ലിക്കേഷൻ ഭാഷ
सन्निकटण सिद्धांत,ഏകദേശ തത്വം
संरचना,ഘടന
क्षेत्र अंतरण,ഫീൽഡ് കൈമാറ്റം
"1. प्राचर,स्वतंत्रचर, 2. कोणांक","1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ"
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई","1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്"
अंकगणितीय जांच,ഗണിത പരിശോധന
अंकगणितीय अचर,ഗണിത സ്ഥിരാങ്കം
अंकगणितीय आंकडा,ഗണിത ഡാറ്റ
अंकगणितीय अनुदेश,ഗണിത നിർദ്ദേശം
गणितीय एवं तार्किक इकाई (ए. एल. यू.),മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU)
ए आर पी ए नेट (आरपानेट),ARPA നെറ്റ് (RPNet)
सरणी,അറേ
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति","1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി"
सरणी कंप्यूटर,അറേ കമ്പ്യൂട്ടർ
सरणी अवयव,അറേ ഘടകം
सरणी नाम,അറേ പേര്
सरणी प्रकर्मक,അറേ പ്രോസസർ
एरो कुंजी,അമ്പടയാള കീ
संधि,ഉടമ്പടി
संधि बिन्दु,ജംഗ്ഷൻ പോയിന്റ്
कृत्रिम संहनन,കൃത്രിമ കോംപാക്ഷൻ
कृत्रिम नियंत्रण,കൃത്രിമ നിയന്ത്രണം
कृत्रिम बोध,കൃത്രിമബോധം
आरोहक,മൗണ്ട്
आरोही छंटाई,ആരോഹണ തരം
आस्की वर्णक्रम,ascii അക്ഷരമാല
आस्की नियंत्रण संप्रतीक,ascii നിയന്ത്രണ ചിഹ്നം
आस्की संचिका,ascii ഫയൽ
आस्की फॉन्ट,ascii ഫോണ്ട്
आस्की अंतरण,ASCII കൈമാറ്റം
अभिमुखता अनुपात,വീക്ഷണാനുപാതം
"1. ऐस्पी ,2. ए एस पी आई","1. ആസ്പി, 2. എ.എസ്.പി.ഐ"
ए एस आर कालद,എ എസ് ആർ കാലാട്
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना","1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ"
"1. कोडांतरक ,2. स्मरांतरक","1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ"
"1. कोडांतरण ,2. स्मरांतरण","1. അസംബ്ലിംഗ്, 2. അനുസ്മരണം"
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा","1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ"
निश्चयन,ദൃഢനിശ്ചയം
"1. निर्दिष्ट कार्य ,2. नियतन","1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം"
साहचर्य,കൂട്ടുകെട്ട്
साहचर्य पता,അനുബന്ധ വിലാസം
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी","1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി"
तारक (*का चिन्ह),നക്ഷത്രചിഹ്നം (* ചിഹ്നം)
असम्मित,അസമമായ
"1. अतुल्यकालिक ,2. अतुल्यकाली","1. അസമന്വിത, 2. അസമന്വിത"
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
अतुल्यकालिक अंतरण,അസമന്വിത കൈമാറ്റം
अतुल्यकालिक अंतरण विधा (ए टी एम),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
"1. एटम ,2. परमाण","1. ആറ്റം, 2. പരമൻ"
संलग्न प्रलेख,അറ്റാച്ചുചെയ്ത പ്രമാണം
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल","1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ"
"1. संलग्नक ,2. संबंद्ध","1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്"
"1. गुण ,2. विशेषता","1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി"
श्रव्य,കേൾക്കാവുന്ന
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन","1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്"
लेखा सत्यापन,അക്കൗണ്ട് സ്ഥിരീകരണം
संवर्धन,പ്രമോഷൻ
प्रमाणन प्रोटोकॉल,സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ
संलेखन पद्धति,എഴുത്ത് രീതി
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण","1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ"
स्वत: सार,യാന്ത്രിക സംഗ്രഹം
"1. स्वतः बूटिंग ,2. स्व बूटन","1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്"
ऑटोकैड (एक कंप्यूटर भाषा),ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
स्वत: लॉग-ऑन,യാന്ത്രിക ലോഗ്-ഓൺ
ऑटोमेटा,ഓട്ടോമാറ്റ
आटोमेटा सिद्धांत,ഓട്ടോമാറ്റ സിദ്ധാന്തം
स्वत: अभिकलन,ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ
स्वत: आंकड़ा प्रक्रमण,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
स्वत: त्रुटि संशोधन,യാന്ത്രിക പിശക് തിരുത്തൽ
स्वत: फलन,യാന്ത്രിക പ്രവർത്തനം
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण","1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്"
स्वत: संग्रह आह्वान,യാന്ത്രിക ശേഖരണ കോൾ
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन","1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്"
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम","1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം"
स्वत: नेमका,യാന്ത്രിക ദിനചര്യ
स्वत: सिस्टम पुन: प्राप्ति,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)","1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം"
स्वचालन,ഓട്ടോമേഷൻ
"1. आटोप्ले ,2. स्वत: चलन","1. ഓട്ടോപ്ലേ, 2. ഓട്ടോ നടത്തം"
स्वरक्षण,വോക്കലൈസേഷൻ
सहायक,അസിസ്റ്റന്റ്
सहायक स्मृति,സഹായ മെമ്മറി
सहायक भंडारण,സഹായ സംഭരണം
उपलब्ध लिस्ट,ലഭ്യമായ പട്ടിക
उपलब्ध समय,ലഭ്യമായ സമയം
औसत,ശരാശരി
ए डब्ल्यू के (एक कंप्यूटर समादेश),AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്)
पश्चांत,ശേഷം
पश्चांत प्रक्रमक,പോസ്റ്റ് പ്രോസസർ
पश्च फलन विलोपन,പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ
पृष्ठभूमि प्रक्रमण,പശ്ചാത്തല പ്രോസസ്സിംഗ്
सहायक भंडार,അനുബന്ധ സ്റ്റോറുകൾ
पश्च पैचीकरण,ബാക്ക് പാച്ചിംഗ്
"1. पश्चीयन ,2. बैकस्पेस","1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്"
पश्चपथन,ബാക്ക്ട്രാക്കിംഗ്
"1. बैक-अप ,2. पूर्तिकर","1. ബാക്കപ്പ്, 2. തിരിച്ചടവ്"
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी","1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി"
पश्च त्रुटि सुधार,പിന്നിലെ പിശക് തിരുത്തൽ
(आय-व्यय) तुलन पत्र,(വരുമാനം-ചെലവ്) ബാലൻസ് ഷീറ്റ്
पट्टी,ബാൻഡേജ്
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता","1. ബാൻഡ് വീതി, 2. ബാൻഡ്‌വിഡ്ത്ത്/കപ്പാസിറ്റി"
बैंकर एल्गोरिथ्म,ബാങ്കറുടെ അൽഗോരിതം
"1.बार कूट ,2. बार कोड","1. ബാർ കോഡ്, 2. ബാർ കോഡ്"
बार कोड स्कैनर,ബാർകോഡ് സ്കാനർ
बार ग्राफ,ബാർ ഗ്രാഫ്
आधार पता,അടിസ്ഥാന വിലാസം
आधार बैंड,അടിസ്ഥാന ബാൻഡ്
आधार संख्या,ആധാർ നമ്പർ
आधार सारणी,അടിസ്ഥാന പട്ടിക
बेसिक (एक कंप्यूटर भाषा),അടിസ്ഥാന (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
"1. मूल नियंत्रण ,2. आधार नियंत्रण","1. അടിസ്ഥാന നിയന്ത്രണം, 2. അടിസ്ഥാന നിയന്ത്രണം"
"1. मूल निवेश ,2. आधारी निवेश","1. യഥാർത്ഥ നിക്ഷേപം, 2. അടിസ്ഥാന നിക്ഷേപം"
आधारभूत अनुदेश,അടിസ്ഥാന നിർദ്ദേശം
आधारी निर्गम,അടിസ്ഥാന പ്രശ്നം
मूल चरण,അടിസ്ഥാന ഘട്ടം
"1. बैच ,2. समूह ,3. प्रचय","1. ബാച്ച്, 2. ഗ്രൂപ്പ്, 3. ദുരന്തം"
"1. बैच फाइल ,2. बैच संचिका","1. ബാച്ച് ഫയൽ, 2. ബാച്ച് ഫയൽ"
बैच स्थिति,ബാച്ച് നില
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण","1. ബാച്ച് പ്രോസസ്സിംഗ്, 2. ഗ്രൂപ്പ് പ്രോസസ്സിംഗ്"
"1. बैच तंत्र ,2. प्रचय तंत्र","1. ബാച്ച് സിസ്റ്റം, 2. കവണ സംവിധാനം"
बॉड,ബൗഡ്
बॉड दर,ബാഡ് നിരക്ക്
किरण पुंज,ബീം ബീം
"1. निर्देशमानक ,2. बैचमार्क","1. മാർഗ്ഗനിർദ്ദേശങ്ങൾ, 2. ബാച്ച് മാർക്ക്"
द्विदिश संचार,ദ്വിദിശ ആശയവിനിമയം
विदिश कड़ी,നേരിട്ടുള്ള ലിങ്ക്
द्विआधारी कूट,ബൈനറി കോഡ്
द्विआधारी अंक,ബൈനറി അക്കങ്ങൾ
द्विआधारी निवेश निर्गम तंत्र (बायोस),ബൈനറി ഇൻവെസ്റ്റ്‌മെന്റ് ഔട്ട്‌പുട്ട് സിസ്റ്റം (BIOS)
द्विआधारी संख्या,ബൈനറി നമ്പർ
द्विआधारी संकारक,ബൈനറി ഓപ്പറേറ്റർ
द्विआधारी संबंध,ബൈനറി ബന്ധം
द्विआधारी खोज,ബൈനറി തിരയൽ
द्विआधारी अन्वेषण तरु (बी एस टी),ബൈനറി എക്സ്പ്ലോറേഷൻ ട്രീ (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण","1. ബൈനറി ട്രാൻസ്ഫർ ട്രീ, 2. ബൈനറി കൈമാറ്റം"
द्विआधारी तरु,ബൈനറി മരം
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी","1. ബൈപോളാർ മെമ്മറി, 2. ബൈപോളാർ മെമ്മറി"
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श","1. ജനന-മരണ മാതൃക, 2. ജനന മരണ മാതൃക"
जन्म मरण प्रक्रम,ജനന മരണ പ്രക്രിയ
"1. द्वयंक ,2. बिट","1. ഡ്യൂക്ക്, 2. ബിറ്റ്"
बिट दोष,ചെറിയ തെറ്റ്
बिट प्रतिचित्र,ബിറ്റ് മാപ്പ്
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)","1. ബിറ്റ്, 2. ഭൂപടം, 3. പിക്സൽ (BMP)"
"1. बिट आव्यूह ,2. बिट सारणी","1. ബിറ്റ് മാട്രിക്സ്, 2. ബിറ്റ് ടേബിൾ"
बिट प्रतिरूप,ബിറ്റ് പാറ്റേൺ
बिट स्थिति,ബിറ്റ് സ്ഥാനം
"1. बिट रेट ,2. बिट दर","1. ബിറ്റ് റേറ്റ്, 2. ബിറ്റ് നിരക്ക്"
अंध पेटी परीक्षण,കണ്ണടച്ച് പരിശോധന
टिमटिमाना,മിന്നിത്തിളങ്ങുക
ब्लॉक,തടയുക
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति","1. ബ്ലോക്ക് കാഷെ, 2. ബ്ലോക്ക് കാഷെ / ചങ്ക് മെമ്മറി"
खंडक जांच,ബ്ലോക്ക് അന്വേഷണം
खंड प्रतिलिपि,വോളിയം കോപ്പി
खंडक आरेख,ബ്ലോക്ക് ഡയഗ്രം
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम","1. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്, 2. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്"
बोर्ड,ബോർഡ്
पृष्ठ स्मृति,പേജ് മെമ്മറി
बूलीय बीजगणित,ബൂളിയൻ ബീജഗണിതം
बूलीय संबंध,ബൂളിയൻ ബന്ധം
बूट विभाजन,ബൂട്ട് പാർട്ടീഷൻ
बूट स्ट्रैपिंग,ബൂട്ട് സ്ട്രാപ്പിംഗ്
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,1.ബൂട്ട്സ്ട്രാപ്പ് ലോഡർ
"1.ब्रिज, 2. सेतु","1.പാലം, 2.പാലം"
ब्राडबैंड नेटवर्क,ബ്രോഡ്ബാൻഡ് നെറ്റ്വർക്ക്
प्रसारण,പ്രക്ഷേപണം
प्रसारण रेडियो,പ്രക്ഷേപണം റേഡിയോ
(नेट) विचरण,(നെറ്റ്) വ്യത്യാസം
(नेट) विचरक,(നെറ്റ്) വികാരി
बी-तरु,ബി-ട്രൂ
"1.बुदबुद स्मृति, 2.बबल मेमोरी","1.ബബിൾ മെമ്മറി, 2.ബബിൾ മെമ്മറി"
बुदबुद छंटाी,ബബിൾ അടുക്കുക
"1.बाल्टी, 2.बकेट","1.ബക്കറ്റ്, 2.ബക്കറ്റ്"
"1.बंधुता तंत्र, 2.बडी तंत्र","1. സാഹോദര്യ വ്യവസ്ഥ, 2. വലിയ സംവിധാനം"
बजट प्रभावी नियंत्रण,ഫലപ്രദമായ ബജറ്റ് നിയന്ത്രണം
बफर,ബഫർ
दोष,പോരായ്മ
बस,മതി
"1.अष्ट वयंक,2. बािट (आठ बिट)","1. അഷ്ട വ്യാങ്ക്, 2. ബിറ്റ് (എട്ട് ബിറ്റുകൾ)"
बािट कोड,ബൈറ്റ് കോഡ്
सी (कंप्यूटर भाषा),സി (കമ്പ്യൂട്ടർ ഭാഷ)
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)","1.സി പ്ലസ് പ്ലസ്, 2.സി++ (കമ്പ്യൂട്ടർ ഭാഷ)"
"1.कैश,2. द्रुतिका,3.द्रुत","1. പണം, 2. വേഗം, 3.വേഗത"
"1.कैश बफर, 2.द्रुतस्मृति बफर","1.കാഷെ ബഫർ, 2.മെമ്മറി ബഫർ"
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति","1.കാഷെ മെമ്മറി, 2.കാഷെ മെമ്മറി, 3.ഫാസ്റ്റ് മെമ്മറി"
परिकलन,കണക്കുകൂട്ടല്
"1.कैलकुलेटर, 2.परिकलक","1.കാൽക്കുലേറ്റർ, 2.കാൽക്കുലേറ്റർ"
"1.कैलकुलेटर चिप,2. परिकलक चिप","1.കാൽക്കുലേറ്റർ ചിപ്പ്, 2. കാൽക്കുലേറ്റർ ചിപ്പ്"
