English,Odiya
Aroma,ସୁଗନ୍ଧ
Aromatic plant,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
Aromatic rice,ସୁଗନ୍ଧିତ ଚାଉଳ |
Arrowing,ତୀର
Asepsis,ଆସେସିସ୍
Aseptic,ଅଭିଯୁକ୍ତ
Asexual propagation,ଶ୍ୱେକାର ପ୍ରଚାର
Assay,ଆମ୍ପେ
Assets,ସମ୍ପତ୍ତି
Assimilation,ଆସିମେଇର |
Association,ସଙ୍ଗଠନ
Astringent,Astringent
Asynapsis,ଆସନାପାସୀ |
Atavism,ସଂଲଗ୍ନବାଦ
Atomizer,ପରମାଣିଜର
Atrophy,ଆଟ୍ରୋଫି |
Autogamy,ଅଟୋଗାମି |
Autolysis,ଅଟଲିସିସ୍ |
Autoxidation,AroutDation
Autopolyploid,ଅଟୋପୋଲାପ୍ଲୋଡ୍ |
Auxins,Auxins
Awn (bristle),Awn (ବ୍ରଷ୍ଟଲ୍)
Almond,ବାଦାମ |
Aloe,ଆଲୋ
Amaranthus,ଅମରାନ୍ତିନ |
Ammi,ଆମି
Anjan grass,ଅଜାନର ଘାସ |
Anthurium,ଆଠର୍ିୟମ୍ |
"Aonla, Indian gooseberry","ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |"
Apple,ଆପଲ୍
Apricot,ଆପ୍ରିକେଟ୍ |
Arbian jasmine,ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |
Areca nut,Areca but
Arjun,ଅର୍ଜନୁନ୍
Asfoetida,ଆସଫୋଏଡା
Ash gourd,ପାଉଁଶ ଗୁଣ୍ଡ |
Ashoka tree,ଅଶୋକା ଗଛ |
Ashthma weed (euphorbia),ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା)
Asparagus,ଅସରପା
Avocado,ଆଭୋକାଡୋ |
Alfalfa (lucerne),ଆଲଫାଲଫା (ଲୁସେର୍ନ)
Ants,ପିମ୍ପୁଡ଼ି
Aphids,ଆପିଡସ୍ |
Army worm,ସେନା ପୋକ
Agricultural economist,କୃଷି ଅର୍ଥନୀତିଜ୍ଞ
Agricultural extensionist,କୃଷି ବିସ୍ତାରବାଦୀ |
Agricultural scientist,କୃଷି ବ scientist ଜ୍ଞାନିକ |
Agriculture engineer,କୃଷି ଅଞ୍ଜିନକାରୀ |
Agrobiologist,Agrobiooglist
Agronomist,ସହଯୋଗୀ
Agrophysicst,Agropsicsicst
Animal breeder,ପଶୁ ପ୍ରଜନକ |
Bacillus virus,ବାକିଲସ୍ ଭାଇରସ୍ |
Bacillus,ବାଣ୍ଡିଲସ୍ |
Bacteria,ଜୀବାଣୁ
Bacteriotoxin,ବିରାଇଓଟୋକ୍ସିନ୍ |
Bagasse,ବାଗାସେସ୍ |
Balance sheet,ତୂଳନା ପତ୍ର
Balanced fertilization,ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |
Bar diagram,ବାର୍ ଚିତ୍ର |
Bark,ଭୁକିବା |
Barometer,ବାରୋମିଟର |
Barren,ବନ୍ଧ୍ୟା
Base,ଆଧାର
Basin,ବାସନ
Basipetal,ପରଫିପାଲ୍ |
Basisternum,ଆଧାର ତୁଲମ୍ |
Bay monsoon,ବାଇ ମ so ସୁମୀ |
Bearing plant,ଉଦ୍ଭିଦ ବହନ
Bed,ଶଯ୍ୟା
Bedder,ଶଯ୍ୟା
Bedding,ଶଯ୍ୟା
Beet molasses,ବିଟ୍ ଗୁଣ୍ଡ |
Bellows,ଘଣ୍ଟି
Belt,ବେଲ୍ଟ
Benefit-cost analysis,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
Biased (sampling),ପକ୍ଷପାତ (ନମୁନା)
Biennial,ବିଏନୋନିଆଲ୍
Binomial,Binomial
Bioagent,ବାୟୋଲାଇଜେଣ୍ଟ |
Bioclimate,ବାୟୋସେଡିକ୍ |
Bioenergy,ବାୟୋହୀ
Bionomics,ବାୟୋନୋମିକ୍ସ |
Bioreactor,ବାୟୋରାକ୍ଟର
Biosphere,ବାୟୋସଫିର୍
Biotic,ବାୟୋଟିକ୍ |
Biotype,ବାୟୋଟାଇପ୍ |
Bisexual,ବିସେକ୍ସୁଆଲ୍
Blanching,ଖାଲି
Blast,ବିସ୍ଫୋରଣ
Blend,ମିଶ୍ରଣ
Blight,ଶୁକ୍ର
Blister,ଫୁଲା
Blue revolution,ବ୍ଲୁ ବିପ୍ଳବ
Bottom heat chamber,ତଳ ଉତ୍ତାପ ଚାମ୍ବର |
Bottom heat technique,ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |
Bran,ଶାଖା
Branching,ଶାଖା
Branchlet,ଶାଖା
Breed,ପ୍ରଜାତି
Breeding,ପ୍ରଜନନ
Brimming,ଉଜ୍ଜ୍ୱଳ
Brood,Etod
Budding,ବଡିଙ୍ଗ
Budget,ବଜେଟ୍
Buffer,ବଫର୍
Bulb,ବଲ୍ବ
Bunt,ବଣ୍ଟନ
By-product,ଉତ୍ପାଦ ଦ୍ୱାରା
Babul acacia,ବାବୁଲ ଆକାସିଆ |
Baby corn,ଶିଶୁ ମକା |
Bael,ବାଥ୍
Baill,ବିଲ୍
Balsam,ବାଲସାମ
Bamboo,ବାଉଁଶ
Banana,କଦଳୀ
Banyan tree,ବାନିଆନ୍ ଗଛ |
Barley,ବାର୍ଲି
Barnyard millet,ବରଗାର୍ଡ ମିଲେଟ୍ |
Basil,ବେସନ
Bastard cedar,ବଷ୍ଟାର୍ଡ ​​ଏରସ
Bastard myrobalan,ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |
Bauhinia,ବାହୁଏସିଆ
Bay berry,ଦୁ very ଖଦ
Bean,ବିନ୍
Beet,ବିଲାତି
Belladonna,ବେଲାଣ୍ଡୋନା
Ber,ହେ
Berseem,Berseim
Betel,Beelt
Bilimbi,ବିଲିମ୍ବି
Bitter gourd,ତିକ୍ତ ଗୁଣ୍ଡ |
Black gram,କଳା ଗ୍ରାମ
Black nightshade,କଳା ନାଇଟ୍ଶେଡ୍ |
Bougainvillea,ବଗିନିଭିଆ |
Bottle brush,ବୋତଲ ବ୍ରଶ |
Bottle gourd,ବୋତଲ ଗୋବଲଙ୍କ |
Box tree,ବାକ୍ସ ଗଛ
Bread fruit,ରୁଟି ଫଳ
Bridal creeper,Bridal creper
Brinjal,ବ୍ରିନଜାଲ୍ |
Broad bean,ବ୍ରଡ୍ ବିନ୍ |
Broccoli,ବ୍ରୋକୋଲି
Brussel's sprout,ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |
Buckwheat,ବାଲକ୍ୟୁଟ
Butea,ବଟି
Bandicoot,ବ୍ୟାଣ୍ଡିକୋଟ୍ |
Bear,ଭାଲୁ
Beetle,ପୋକ
Blister beetle,ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |
Blue bull,ନୀଳ ଷଣ୍। |
Boll worm,ବୋଲ୍ ପୋକ
Butterfly,ପ୍ରଜାପତି
Bacteriologist,ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |
Biochemist,ବାୟୋକେମିଷ୍ଟ |
Biologist,ଜୀବବିଜ୍ଞାନୀ |
Biotechnologist,ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ
Botanist,ଉଦ୍ଭିଦଦାତା
C moisture characteristic curve,C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |
Cake,ପିଠା
Calcarious,ସହଭାଗୀ
Calcification,କାଲସିଫିକେସନ୍ |
Calcination of phosphate,ଫସଫେଟର କାଲକେଣ୍ଟ |
Callosity,ଚତୁରତା
Callus,କୁଲସ୍
Calyx,କାଲିକ୍ସ
Calyx-end,କାଲିକ୍ସ-ଏଣ୍ଡ |
Cambium,କାମ୍ବିୟମ୍
Canker,କାକର
Canning,କ୍ୟାନିଂ
Canopy,ଛାତ
Capital,ପୁଞ୍ଜି
Caprification,କାଗଶ
Capsule,Capsule
Carbonated,କାର୍ବନ୍ରେଟେଡ୍ |
Carbonization,କାର୍ବୋନିଅନାଇଜେସନ୍ |
Carpel,କାର୍ପେଲ
Carpus,କାର୍ପସ୍ |
Casting,କାଷ୍ଟିଂ
Catabolism,କାଟାବୋଲିଜିମ୍ |
Catalysis,କାଟାଲିସିସ୍ |
Caterpillar,କୀଟପତଙ୍ଗ
C-DNA Library,C- DNA ଲାଇବ୍ରେରୀ |
Ceiling,ଛାତ
Cell,କକ୍ଷ
Central leader system,କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |
Centric,ସେଣ୍ଟ୍ରିକ୍ |
Centrifugation,ଶତକଡ଼ା
Centrifuge,ସେଣ୍ଟ୍ରିଫେଜ୍ |
Centriole,ସେଣ୍ଟ୍ରିଓନ୍ |
Centrogenic,ସେଣ୍ଟ୍ରୋଜେନିକ୍ |
Centrogenous,ସେଣ୍ଟ୍ରୋଜେନସ୍ |
Cercus,କୀପତି
Cereal,ଶସ୍ୟ
Certification,ପ୍ରମାଣପତ୍ର
Certified seed,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
Chaff,ଚାଉଳ
Chalaza,ଚେଲାଜା |
Chemotropism,କେମୋଟ୍ରୋପିମ୍ |
Chiasma,ଚିୟମା
Chilling hours,ଥଣ୍ଡା ଘଣ୍ଟା |
Chilling injury,ଚିଲିଂ ଆଘାତ |
Chimera,ଚିମେରା |
Chloranthy,ଚୋରାନେଣ୍ଟି |
Chlorophyll,କ୍ଲୋରୋଫିଲେଲ୍ |
Chlorosis,ଚୋରୋରୋସାଇସ୍
Chlorology,ଚୋରୋରୋଲୋଜି |
Chromatid,କ୍ରୋମାମାସିଡ୍ |
Chromatin,ଚ୍ରୋମାଟିନ୍ |
Chromatography,ଚ୍ରୋମାଟୋଗ୍ରାଫି
Chromatolysis,ଚୋରମାଟୋଲିଆସିସ୍
Chromocentre,କ୍ରୋମେଣ୍ଟ୍ରେ |
Chromogenesis,ଚେରମୋଲେନ୍ସେସ୍
Chromoprotein,କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |
Chromosome,କ୍ରୋମୋଜୋମ୍
Chronic,କ୍ରନିକ୍
Citrange,କୃଷି
Cladode,କ୍ଲାନ୍ତ
Classification,ବର୍ଗୀକରଣ
Clay,ମାଟି
Cleaning,ସଫା କରିବା
Cleistogamy,କ୍ଲିସିଷ୍ଟଗାମି |
Climacteric fruit,ଜଳମୟ ଫଳ |
Climate,ଜଳବାୟୁ
Climatology,କମ୍ପନୋଲୋଜି
Clipper,କ୍ଲିପର୍
Clod,କ୍ଲାନ୍ତ
Clone,କ୍ଲୋନ
Cloud,ମେଘ
Clump,Ump ୁଲା |
Cluster,କ୍ଲଷ୍ଟର
Coarse,କଠିନ
Coat (seed),କୋଟ୍ (ବିହନ)
Cocoon,ନଡିଆ
Coenzyme,ସହଯୋଗୀ
Cohesion,ଘନିଷ୍ଠ
Coir,କୋର
Coleorrhiza,କୁଲେରରିଜା
Collar,କଲର
Colloid (soil),କୋଲଏଡ୍ (ମାଟି)
Columella,କୋନିଲେଲା
Column,ସ୍ତମ୍ଭ
Commensalism,ପ୍ରଶଂସା
Commercial bank,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ
Commodity,ଦ୍ରବ୍ୟ
Community,ସମ୍ପ୍ରଦାୟ
Compaction (of soil),ସଙ୍କୋଚନ (ମାଟିର)
Compatibility,ସୁସଙ୍ଗତତା
Compatibility,ସୁସଙ୍ଗତତା
Compensation,କ୍ଷତିପୂରଣ
Competitive interaction,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
Complementary crop,ସମ୍ପୃକ୍ତ ଫସଲ
Complex,ଜଟିଳ
Component,ଉପାଦାନ
Composition,ରଚନା
Compost,କମ୍ପୋଷ୍ଟ
Compound interest,ଯ ound ଗିକ ଆଗ୍ରହ |
Computation,ଗଣନା
Computer,କମ୍ପ୍ୟୁଟର
Concentration,ଏକାଗ୍ରତା
Conditioner,କଣ୍ଡିସନର
Conductance,ଆଚରଣ
Configuration,ବିନ୍ୟାସ
Conformity,ଅନୁକୂଳ
Confounding,ଦ୍ୱନ୍ଦ୍ୱ
Conjugation,ମିଳିତତା
Connective,ସଂଯୋଗ
Conservation,ସଂରକ୍ଷଣ
Consolidation,ସଂସ୍ଥାଗୁଡ଼ିକ
Constituents,ନିରନ୍ତର
Consumer,ଗ୍ରାହକ
Consumption,ବ୍ୟବହାର
Contamination,ପ୍ରଦୂଷଣ
Contour planting,ବିଷୟବସ୍ତୁ ବୃକ୍ଷ
Contour,ବିଷୟବସ୍ତୁ
Contract farming,ଚୁକ୍ତିନାମା ଚାଷ
Controlled storage,ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |
Co-operative bank,ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |
Cooperator,ସହଯୋଗ
Coppice,ସହଯୋଗୀ
Corm,କରମ୍
Corolla,କରୋଲଲା
Cortex,କର୍ଟେକ୍ସ
Cost,ମୂଲ୍ୟ
Cotyledon (seed),କୋଟିଲିଡନ୍ (ବିହନ)
Credit society,କ୍ରେଡିଟ୍ ସମାଜ |
Credit,କ୍ରେଡିଟ୍
Creditor,କ୍ରେସର୍ମର
Crest,କ୍ରେଷ୍ଟଷ୍ଟ
Crinkle,ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |
Crisis,ସଙ୍କଟ
Criterion,ମାନଦଣ୍ଡ
Critical,ଗୁରୁତର
Crop insurance,କ୍ରପ୍ ବୀମା |
Crop loan,ଫସଲ loan ଣ
Crop,ଫସଲ
Cropping area,କ୍ରପ୍ ଏରିଆ |
Cross-incompatible,କ୍ରସ୍-ଅସଙ୍ଗତ |
Crown (plant),ମୁକୁଟ (ଉଦ୍ଭିଦ)
Crumb,ଖଣ୍ଡ
Crust,ଭୂତଳ
Cryptogam,କ୍ରିପ୍ଟୋଗାମ୍ |
Cull (fruits),CULE (ଫଳ)
Culm,କୁଲମ୍
Cultivar,ଚାଷ ଜ
Cultivation,ଚାଷ
Cultivator,ପତ୍ରିକା
Culture,ସଂସ୍କୃତି
Curing,କ୍ୟୁସିଂ
Curling,କୁଞ୍ଚଳ
Currency,ମୁଦ୍ରା |
Cuticle,କୁମଲେ
Cutting,କାଟିବା
Cyst,Cyst
Cytochrome,ସାଇଟୋଚ୍ରୋମ୍ |
Cytogamy,ସାଇଟୋଗାମି |
Cytogenesis,ସାଇଟୋଜେନେସୀ |
Cytogenetics,ସାଇଟୋଜେନେଟିକ୍ସ
Cytokinesis,ସାଇଟୋୋକାଇନ୍ସିସ୍
Cytology,ସାଇଟୋଲୋଜି
Cytolysis,CYTOYLISISISTS
Cytomere,ସାଇଟୋମେରେ
Cytoplasm,ସାଇଟୋପ୍ଲାଜମ୍
Cabbage,ବନ୍ଧାକୋବି
Cactus,କାକଟସ୍ |
Calendula,କ୍ୟାଲେଣ୍ଡୋୁଲା |
Canary grass (phalaris),କାନାରି ଘାସ (ଫାର୍ଲିସ୍)
Canna,କାନନା |
Capparis,କ୍ୟାପିଟିସ୍
Capsicum,Capsicum
Carambola,କାରାମୋବୋଲା |
Carapa,କାରାସା |
Cardamom,କାର୍ଡାମୋମ |
Carnation,କାର୍ନେସନ୍ |
Carrot,ଗାଜର
Cashew nut,କାଜୁ ବାଦାମ |
Cassia,କ୍ୟାସିୟା
Castor,କାଷ୍ଟର |
Cauliflower,ଫୁଲକୋବି |
Celery,ସେଲରି
Champac,ଚମ୍ପାକ୍
Chenopodium,ଚେନୋପୋଡିୟମ୍
Cherry tomato,ଚେରି ଟମାଟୋ |
Cherry,ଚେରି
"Chickpea, gram","ଛେନା, ଗ୍ରାମ |"
Chillies,ଚିଲିସ
China turpentine tree,ଚୀନ୍ ଟର୍ପେଣ୍ଟାଇନ୍ ଗଛ |
Chow-chow,ଚୋ-ଚାଉ
Chrysanthemum,ChrysSanthemumum
"Chufa, earth almond","ଚୁଫା, ପୃଥିବୀ ବାଦାମ |"
Cichory,ସୋହୋରୀ
Cinnamon,ଚିନାବାଦାମ |
Citron,ଆରଟନ୍ |
Citronella grass,ସାଇଟ୍ରନେଲିଲା ଘାସ |
Climbing jasmine,ଜସ୍ମିନ୍ ଚ cl େ |
Clove,ଲବଙ୍ଗ
Cluster bean,କ୍ଲଷ୍ଟର ବିନ୍ |
Cocoa,କୋକୋ
Coconut,ନଡ଼ିଆ |
Coffee,କଫି
Coleus,କୋଲସ
Colocasia,କୋଲୋସିସିଆ
"Colocynth, bitter apple","ଉପନିବେଶ, ତିକ୍ତ ଆପଲ୍ |"
Common purslane,ସାଧାରଣ ପର୍ସଲେନ |
Coriander,ଧନିଆ
Cotton,କପା
Cowpea,ଗା cow ାସ
Cubeb,କ୍ୟୁବ୍
Cucumber,କାକୁଡି
Cucurbits,କ୍ୟୁକୁଭର୍ଟସ୍ |
Cumin,ଜିର୍ତିକ |
Curry leaf,ତରକାରୀ ପତ୍ର |
Custard apple,କଷ୍ଟାର୍ଡ ​​ଆପଲ୍ |
Capsule borer,କ୍ୟାପସୁଲ୍ ବୋରର୍ |
Caterpiller,କ୍ୟାଟପିଲର୍
Citrus psylla,ସାଇଟ୍ରସ୍ ସିଲେଲା |
Cricket,କ୍ରିକେଟ୍
Crow,କାଉ
Cut worm,କଟା ପୋକ
Dairy,ଦୁଗ୍ଧ
Dairying,ଦୁର୍ଗର
Dam,ବନ୍ଧ
Day-neutral,ଦିନ-ନିରପେକ୍ଷ |
Days after flowering,ଫୁଲର ଦିନ ପରେ |
Days after full bloom,ପୂର୍ଣ୍ଣ ଫୁଲ ପରେ ଦିନ |
Deblossoming,Deblossome
Decalcification,ହ୍ରାସ
Decant,କ୍ଷୟ
Decay,କ୍ଷୟ
Deciduous,ନିର୍ଣ୍ଣୟ
Decimal,ଦଶମିକ
Deficiency,ଅଭାବ |
Deflocculation (soil),ଡିଫ୍ଲୋକେସନ୍ (ମାଟି)
Defloration,ପରିଶୋଧନ
Defoliation,ଗଭୀରତା
Deforestation,ଜଙ୍ଗଲ |
Degeneration,ଅବଶ୍ୟ ନିରନ୍ତର
Degradation,ଭିକେସନ୍
Degree days,ଡିଗ୍ରୀ ଦିନ
Degree,ଡିଗ୍ରୀ
Dehiscence,ଡିଫିସେନ୍ସ |
Dehulling,ଦେହୁଙ୍ଗିଂ
Dehusking,ଦେହକ୍କକ୍ କରିବା
Dehydration,ଡିହାଇଡିଂ
Dehydrator,ଘୋଡେନକର୍
Demand,ଚାହିଦା
Denaturation,ନିନ୍ଦା
Denudation,ନିନ୍ଦା
Deposit,ଜମା
Deposition,ଚିହ୍ନ
Depreciation desalinization,ଅବନତି କରାଲିନାଇଜେସନ୍ |
Desiccation,ମାନସ
Design,ଡିଜାଇନ୍
Dessicator,ଡେସିକର୍ତ୍ତା
Destoning,ଆକ୍ରମଣ
Desuckering,ନିଷ୍କ୍ରିୟ |
Desynapsis,Desynapp ଗୁଡିକ
Detassel,ଡିଟସେଲ |
Detasseling,ଡିଟସେସିଂ |
Determinant,ନିର୍ଣ୍ଣୟ
Devaluation,ମୂଲ୍ୟ ହ୍ରାସ
Devegetation,ବିଘ୍ନନା
Deviation,ବ୍ୟତିକ୍ରମ
Diad,Digd
Diagnosis,ନିରାକରଣ
Dichogamy,ଡିକୋଗାମି |
Dichotomy,ଡିକଟୋଟୋମି |
Dicotyledon (seed),ଡିକୋଟିଡିନ୍ (ବିହନ)
Die back (disease),ବ୍ୟାକ୍ ବ୍ୟାକ୍ (ରୋଗ)
Diffusion,ପରିଭାଷାନ
Digestibility,ହଜମ୍ବତି |
Dihybrid,ଡିହାଇବଏଡ୍
Dike (dyke),ଡିକି (DYKE)
Dilute,ମିଶ୍ରିତ
Dioecious,ଡାଇଓକାରୀ
Diploid,ଡିପ୍ଲାଇଡ୍
Diploid,ଡିପ୍ଲାଇଡ୍
Diplonema,ଡିପ୍ଲୋନେମା
Disbudding,ଅଦୃଶ୍ୟତା
Discing,ଡିସ୍କ
Discount,ରିହାତି
Disinfection,ଅସଂଗୁକ୍ଷା
Dispersion,ବିଚ୍ଛେଦ
Dissemination,ବିସ୍ତାର
Diversification,ବିବିଧତା
Diversified farming,ବିବିଧ ଚାଷ
DNA Ladder,DNA ସିଡ଼ି |
DNA receptor,DNA RESPTOTER |
Dockage,ଡୋଗେଜ
Dominant,ପ୍ରାଧାନ୍ୟ
Dormancy,Gormancy
Dose,ମାତ୍ରା
Double sigmoid curve,ଡବଲ୍ ସିଗମାଇଡ୍ ବକ୍ର |
Draft (draught),ଡ୍ରାଫ୍ଟ (ଡ୍ରାଫ୍ଟ)
