Tamil,Assamese
ஆர்ம்ஸ்ட்ராங் மாடுலேட்டர்,আৰ্মষ্ট্ৰং মডুলেটৰ
ஆண்டெனா வரிசை,এন্টেনা এৰে
"அளவு விகிதம், தோற்ற விகிதம்","আকাৰৰ অনুপাত, দৃষ্টি অনুপাত"
மிதக்கும் சுற்று (இலவச இயக்க சுற்று),ভাসমান বৰ্তনী (মুক্ত অপাৰেটিং বৰ্তনী)
தானியங்கி மல்டிவிபிரேட்டர்,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
மிதக்கும் மல்டிவிபிரேட்டர்,ভাসমান মাল্টিভাইব্ৰেটৰ
சமச்சீரற்ற சந்திப்பு,অসমতাপূৰ্ণ সংযোগস্থল
ஒத்திசைவற்ற கால்குலேட்டர்,এচিনক্ৰ&#39;নাছ কেলকুলেটৰ
அணுக்கரு,পাৰমাণৱিক
அணு எண்,পাৰমাণৱিক সংখ্যা
அணு அமைப்பு,পাৰমাণৱিক গঠন
ஒலி பெருக்கி,অডিঅ&#39; এম্প্লিফায়াৰ
ஒலி பெருக்கி,অডিঅ&#39; এম্প্লিফায়াৰ
ஆடியோ கேசட்,অডিঅ&#39; কেছেট
ஒலி சுற்று,অডিঅ&#39; বৰ্তনী
கேட்கக்கூடிய அதிர்வெண்,শ্ৰৱণযোগ্য কম্পাঙ্ক
தானியங்கி மின்னழுத்த கட்டுப்பாடு,স্বয়ংক্ৰিয় ভল্টেজ নিয়ন্ত্ৰণ
பனிச்சரிவு,হিমস্খলন
சராசரி கண்டுபிடிப்பான்,গড় ডিটেক্টৰ
அச்சு முறை,অক্ষীয় ধৰণ
அச்சு விகிதம்,অক্ষীয় অনুপাত
ஆண்டெனா,এন্টেনা
பின் மின்னோட்ட விசை,পিছলৈ ইলেক্ট্ৰ&#39;ম&#39;টিভ বল
பின் பகுதி,পিছফালৰ অঞ্চল
மீண்டும் சிதறல்,পিছলৈ বিক্ষিপ্ততা
பின்னணி கட்டணம்,পটভূমি চাৰ্জ
பக்க சத்தம்,কাষৰ শব্দ
பின்னடைவு,ৰেট্ৰ&#39;গ্ৰেছন
பின்புற கதிர்வீச்சு,পশ্চাৎ বিকিৰণ
பின்னோக்கி டையோடு / பின்தங்கிய டையோடு,বেকৱাৰ্ড ডাইঅ&#39;ড / বেকৱাৰ্ড ডাইঅ&#39;ড
பின்னோக்கி அலை ஆஸிலேட்டர்,পিছলৈ তৰংগ দোলক
"தடை, தடை","বাধা, বাধা"
தடை,বাধাগ্ৰস্ততা
சீரான பாலம்,সুষম দলং
சமநிலை மாடுலேட்டர்,সুষম মডুলেটৰ
சமநிலை மாடுலேட்டர்,সুষম মডুলেটৰ
சமநிலை சுற்று,সুষম বৰ্তনী
சமச்சீர் சாய்வு கண்டறிதல்,ভাৰসাম্যপূৰ্ণ গ্ৰেডিয়েণ্ট ডিটেক্টৰ
தற்போதைய நிலைப்படுத்தி எதிர்ப்பு,কাৰেণ্ট ষ্টেবিলাইজাৰ ৰেজিষ্টেন্স
போலோமீட்டர்,বলোমিটাৰ
போலோமீட்டர் பாலம்,বলোমিটাৰ দলং
பலூன்,বেলুন
வாழை பலா,কল জেক
வாழை பிளக்,কল প্লাগ
"பட்டை, கட்டு","বেণ্ড, বেণ্ডেজ"
இசைக்குழு இயக்கி,বেণ্ড ড্ৰাইভাৰ
இசைக்குழு ஆற்றல்,বেণ্ড শক্তি
பட்டை இடைவெளியை,বেণ্ড গেপ
பேட்பார்க் பெருக்கி,badpark এম্প্লিফায়াৰ
பேண்ட் பாஸ் வடிகட்டி,বেণ্ড পাছ ফিল্টাৰ
பாட் ரேட் ஜெனரேட்டர்,বড হাৰ জেনেৰেটৰ
பட்டை பரவல்,banddispersion
இசைக்குழு மின்தடை,বেণ্ড ৰেজিষ্টৰ
பேண்ட் பிரேக்கர் வடிகட்டி,বেণ্ড ব্ৰেকাৰ ফিল্টাৰ
இசைக்குழு விரிவாக்கம்,বেণ্ড সম্প্ৰসাৰণ
பேண்ட் ரிமூவர் வடிகட்டி,বেণ্ড আঁতৰোৱা ফিল্টাৰ
பேண்ட் விரிவாக்கம் விலகல் பெருக்கி,বেণ্ড এক্সপান্সন ডিফ্লেকচন মাল্টিপ্লাইয়াৰ
பேண்ட் நீட்டிப்பு தூரம் பெருக்கி,বেণ্ড সম্প্ৰসাৰণ দূৰত্ব বহুগুণক
"பீம் மின்தேக்கி, வங்கி மின்தேக்கி","ৰশ্মি কেপাচিটৰ, বেংক কেপাচিটৰ"
"குரைக்கும் குறியீடு, குரைக்கும் குறியீடு","বাৰ্কাৰ কোড, বাৰ্কাৰ কোড"
barravaugen அளவுகோல்,barravaugen মাপকাঠী
பார்ப்பனர்,বেৰেটৰ
தடை,বাধা
இன்சுலேடிங் மின்தேக்கி,ইনচুলেটিং কেপাচিটৰ
தடை ஆற்றல்,বাধা শক্তি
மின்தடை மின்னழுத்தம்,ৰেজিষ্টৰ ভল্টেজ
பார்ட்லெட் ஜன்னல்,বাৰ্টলেট উইণ্ড&#39;
"அடிப்படை, அடிப்படை","ভিত্তি, ভিত্তি"
அடிப்படை இசைக்குழு,বেচ বেণ্ড
அடிப்படை இசைக்குழு பரிமாற்றம்,বেচ বেণ্ড ট্ৰেন্সমিছন
அடிப்படை கட்டணம்,ভিত্তি চাৰ্জ
அடிப்படை மின்னோட்டம்,বেচ কাৰেণ্ট
அடிப்படை தற்போதைய ஆதாரம்,ভিত্তি বিদ্যুৎ প্ৰবাহৰ উৎস
அடிப்படை வெட்டுதல்,বেচ শ্বিয়াৰিং
ஆதார் மதன்,আধাৰ মদন
அடிப்படை உமிழ்ப்பான் ஊட்டம்,বেচ এমিটাৰ ফিড
அடிப்படை உமிழ்ப்பான் சந்திப்பு,বেচ এমিটাৰ জংচন
அடிப்படை ஊசி,বেচ ইনজেকচন
தரை வரி,গ্ৰাউণ্ড লাইন
அடிப்படை எதிர்ப்பு,ভিত্তি ৰেজিষ্টেন্স
அடிப்படை ஆதாரம்,ভিত্তি উৎস
அடிப்படை விரிவாக்க எதிர்ப்பு,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
அடிப்படை விரிவாக்க எதிர்ப்பு,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
அடிப்படை தடிமன்,ভিত্তিৰ বেধ
அடிப்படை அணுகல்,ভিত্তি অভিগম
"அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்","ভিত্তি প্ৰস্থ মডুলেচন, ভিত্তি সম্প্ৰসাৰণ মডুলেচন"
அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்,ভিত্তি সংগ্ৰাহক চুক্তি
வாசனை,গোন্ধ
பாஸ் அதிர்வெண்,বেছ ফ্ৰিকুৱেন্সি
மின்கலம்,বেটাৰি
பாட்,baud
பாட் விகிதம்,বড হাৰ
பாட் ரேட் ஜெனரேட்டர்,বড হাৰ জেনেৰেটৰ
போடோ குறியீடு,বডো ক&#39;ড
"சமிக்ஞை, கலங்கரை விளக்கம்","সংকেত, বিকন"
"மாணிக்கா, பீட்","মণিকা, বিড"
பித்து மின்தேக்கி,মেনিক কেপাচিটৰ
மணிகர்தாபி எதிர்ப்பாளர்கள்,মণিকাৰতাপি ৰেজিষ্টৰ
"பீம் ஆண்டெனா, பீம் ஆண்டெனா","ৰশ্মি এন্টেনা, ৰশ্মি এন্টেনা"
பீம் டிடெக்டர்,ৰশ্মি ডিটেক্টৰ
பீம் சக்தி குழாய்,ৰশ্মি শক্তিৰ নলী
பீம் மாறுதல் முனைகள்,ৰশ্মি চুইচিং নজেল
கற்றை விரிவாக்கம்,ৰশ্মি প্ৰসাৰণ
துடிப்பு அதிர்வெண்,বিট ফ্ৰিকুৱেন্সি
துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்,বিট-ফ্ৰিকুৱেন্সি অচিলেটৰ
துடிப்பு ஆஸிலேட்டர்,পালছ দোলক
மணி,বেল
வளைக்கும் இழப்பு,বেণ্ডিং লছ
பெசல் வடிகட்டி,বেচেল ফিল্টাৰ
பீட்டா,বিটা
b-h வளைவு,খ-হ বক্ৰ
"சார்பு, சார்பு","bias, পক্ষপাতিত্ব"
சார்பு மின்னோட்டம்,বায়াছ কাৰেণ্ট
சார்பு எதிர்ப்பு,বায়াছ ৰেজিষ্টেন্স
இரட்டை ஆண்டெனா,ডাবল এন্টেনা
இருதரப்பு சுமை மின்னோட்டம்,দ্বিমুখী লোড কাৰেণ্ট
இருதரப்பு ஆண்டெனா,দ্বিমুখী এন্টেনা
இருதரப்பு ஒளி உமிழும் டையோடு,দ্বিমুখী পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড
இருதரப்பு தைரிஸ்டர்,দ্বিমুখী থাইৰিষ্টৰ
இரு FET தொழில்நுட்பம்,bi FET প্ৰযুক্তি
இரு புள்ளி மின்மாற்றி,বাই পইণ্ট ট্ৰেন্সফৰ্মাৰ
இரட்டை இணைவு,ডাবল ফিউজন
இருதரப்பு சுற்று,দ্বিপাক্ষিক বৰ্তনী
பைனரி,বাইনাৰী
பைனரி தொகை,বাইনাৰী যোগফল
பைனரி சுற்று,বাইনাৰী বৰ্তনী
பைனரி குறியிடப்பட்ட தசம,বাইনাৰী ক&#39;ড কৰা দশমিক
பைனரி குறியிடப்பட்ட தசம அமைப்பு,বাইনাৰী ক&#39;ড কৰা দশমিক ব্যৱস্থা
பைனரி இருமுனை மின்தேக்கி,বাইনাৰী ডাইপোল কেপাচিটৰ
பைனரி கால்குலேட்டர்,বাইনাৰী কেলকুলেটৰ
பைனரி கால்குலேட்டர்,বাইনাৰী কেলকুলেটৰ
பைனரி குறிவிலக்கி,বাইনাৰী ডিকোডাৰ
பைனரி ஏணி,বাইনাৰী জখলা
பைனரி பாத்தோமீட்டர்,বাইনাৰী পেথ&#39;মিটাৰ
இருமை நிலை,বাইনাৰী অৱস্থা
பைனரி-தசம குறிவிலக்கி,বাইনাৰী-দশমিক ডিকোডাৰ
பைனரி சுமை,বাইনাৰী লোড
பைனரி வார்த்தைகள்,বাইনাৰী শব্দ
இருமுனை,বাইপোলাৰ
இருமுனை மின்தேக்கி,বাইপোলাৰ কেপাচিটৰ
இருமுனை சாதனம்,বাইপোলাৰ ডিভাইচ
இருமுனை மூல,বাইপোলাৰ উৎস
இருமுனை டிரான்சிஸ்டர்,বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ
இருமுனை சந்திப்பு டிரான்சிஸ்டர்,বাইপোলাৰ জংচন ট্ৰেঞ্জিষ্টৰ
இருபடி வடிகட்டி,দ্বিঘাত ফিল্টাৰ
இரட்டை நிலை,ডাবল পজিচন
இரண்டு-நிலை மல்டிவைபிரேட்டர்,দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ
இருதரப்பு ரிலே,দ্বিমুখী ৰিলে
இரண்டு கட்ட நிலை,দুটা পৰ্যায়ৰ অৱস্থা
இரண்டு நிலை தூண்டுதல்,দুটা অৱস্থানৰ ট্ৰিগাৰ
பிட் பிழை,বিট ভুল
பிட் பிழை விகிதம்,বিট ভুলৰ হাৰ
பிட் பிழை,বিট ভুল
பிட்கல் பிழை,bitkal ত্ৰুটি
குருட்டு பெட்டி,অন্ধ বাকচ
அமுக்கப்பட்ட துடிப்பு,ঘনীভূত স্পন্দন
சுரப்பவர்,নিঃসৰণকাৰী
சுரக்கும் தடுப்பான்,নিঃসৰণ প্ৰতিৰোধক
குருட்டுத்தன்மை,অন্ধতা
பிரிவு வரைபடம்,ছেগমেণ্ট ডায়াগ্ৰাম
தடுப்பு மின்தடை,ব্লক কৰা ইম্পিডেন্স
துண்டு பரிமாற்றம்,ফ্ৰেগমেণ্ট ট্ৰেন্সফাৰ
இடைமறிக்கவும்,ইন্টাৰচেপ্ট
மின்தடை மின்தேக்கி,ৰেজিষ্টৰ কেপাচিটৰ
தடுப்பான் மின்தேக்கி,ৰেজিষ্টৰ কেপাচিটৰ
தடுக்கும் ஆஸிலேட்டர்,ব্লক কৰা দোলক
மின்தடை ஆஸிலேட்டர்,ৰেজিষ্টৰ দোলক
மின்தடை மின்னழுத்தம்,ৰেজিষ্টৰ ভল্টেজ
ஊதுபவர்,ব্ল&#39;ৱাৰ
போட் வரைபடம்,বোড ডায়াগ্ৰাম
வோல்ட்ஸ்மேன் உறவு,voltzmann সম্পৰ্ক
வோல்ட்ஸ்மேன் மாறிலி,voltzmann ধ্ৰুৱক
பத்திரம்,বান্ধোন
பிணைக்கப்பட்ட திரிபு அளவு,বান্ধি ৰখা ষ্ট্ৰেইন গেজ
சுயமாக இயக்கப்படும் பெருக்கி,স্ব-সহায়ক এম্প্লিফায়াৰ
பூலியன் இயற்கணிதம்,বুলিয়ান বীজগণিত
பூலியன் சமன்பாடு,বুলিয়ান সমীকৰণ
துவக்க ஸ்ட்ராபன்,বুট ষ্ট্ৰেপন
பூத்தின் அல்காரிதம்,বুথৰ এলগৰিদম
பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று,বুটষ্ট্ৰেপ প্ৰিজম বৰ্তনী
bosscutts ஆட்சி,bosscutts শাসন কৰে
போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு,বসু-চৌধাৰী হকেনহাম (BCH) কোড
"குதி, குதி","জপিয়াই, জপিয়াই"
பிணைக்கப்பட்ட எலக்ட்ரான்,বান্ধ খাই থকা ইলেক্ট্ৰন
ப்ராக் பிரதிபலிப்பான்,bragg প্ৰতিফলক
பின்னிப் பிணைந்த கம்பி,আন্তঃসংলগ্ন তাঁৰ
கிளை,শাখা
கிளைகள்,শাখা-প্ৰশাখা
பரிசோதனை குழு,পৰীক্ষা বৰ্ড
எலும்பு முறிவு மண்டலம்,ব্ৰেক জ&#39;ন
உடைக்கும் மின்னழுத்தம்,ভল্টেজ ভাঙি যোৱা
முறிவு டையோடு,ব্ৰেকডাউন ডাইঅ&#39;ড
எலும்பு முறிவு சரிசெய்தல்,ভাঙন স্থিৰকৰণ
உடைக்கும் மின்னழுத்தம்,ভল্টেজ ভাঙি যোৱা
பாலம்,সেঁতু
பாலம் திருத்தி,ব্ৰীজ ৰেক্টিফায়াৰ
பரந்த இசைக்குழு,বহল বেণ্ড
ஒலிபரப்பு இசைக்குழு,সম্প্ৰচাৰ বেণ্ড
நிழலிடா வரிசை,নক্ষত্ৰীয় এৰে
ஒளிபரப்பு,সম্প্ৰচাৰ
ஒளிபரப்பு ஆண்டெனா,সম্প্ৰচাৰ এন্টেনা
ஒளிபரப்பு ரிசீவர்,সম্প্ৰচাৰ গ্ৰাহক
அதிர்வெண் ஒளிபரப்பு பெறுதல்,কম্পাঙ্ক সম্প্ৰচাৰ গ্ৰাহক
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,সম্প্ৰচাৰ ট্ৰেন্সমিটাৰ
பூஸ்டர் ஆண்டெனா,বুষ্টাৰ এন্টেনা
பஸ் ஆண்டெனா,বাছ এন্টেনা
தூரிகை மூழ்குதல்,ব্ৰাছ বিসৰ্জন
குமிழ் மற்றும் வாயில்,bubbling AND গেট
புட்புடு அல்லது கேட்,বুডবুডু বা গেট
குமிழி நினைவகம்,বুদবুদযুক্ত স্মৃতিশক্তি
மின்னழுத்தத்தை ஈடுசெய்யும்,ক্ষতিপূৰণমূলক ভল্টেজ
தாங்கல்,বাফাৰ
தாங்கல் பெருக்கி,বাফাৰ এম্প্লিফায়াৰ
தாங்கல் சுற்று,বাফাৰ বৰ্তনী
தாங்கல் ஆபரேட்டர்,বাফাৰ অপাৰেটৰ
தாங்கல் பதிவு,বাফাৰ ৰেজিষ্টাৰ
பல்பு,বাল্ব
மக்கள் தொகை விளைவு,জনসংখ্যাৰ প্ৰভাৱ
மேக்ரோ குறைக்கடத்தி சாதனம்,মেক্ৰ&#39; অৰ্ধপৰিবাহী যন্ত্ৰ
கொத்து,মুঠি
மூழ்கிய பரிமாற்றம்,ডুব যোৱা বিনিময়
மூழ்கிய அடுக்கு,ডুব যোৱা স্তৰ
மூழ்கிய தொடர்பு,ডুব যোৱা সংস্পৰ্শ
வெடிப்பு பெருக்கி,ব্লাষ্ট এম্প্লিফায়াৰ
குண்டு வெடிப்பு கவர்,ব্লাষ্ট কভাৰ
குண்டு வெடிப்பு,ব্লাষ্ট ফায়াৰিং
வெடிப்பு கதவு பெருக்கி,বিস্ফোৰণ দুৱাৰ এম্প্লিফায়াৰ
வெடிப்பு முறை,বাৰ্ষ্ট মোড
வெடிப்பு பிரிப்பான்,বিস্ফোৰণ বিভাজক
வெடிப்பு சமிக்ஞை,বিস্ফোৰণ সংকেত
வெடிப்பு பிழை திருத்தி குறியீடு,বাৰ্ষ্ট ভুল সংশোধক ক&#39;ড
போதும்,বাছ
பஸ் பார்,বাছ বাৰ
பேருந்து அமைப்பு,বাছ সংস্থা
பேருந்து தரநிலை,বাছৰ মানদণ্ড
வெறும் கணம்,মাত্ৰ ক্ষণিক
வெண்ணெய் மதிப்பு வடிகட்டி,ফিল্টাৰৰ মূল্যৰ মাখন
bnc கம்பி,bnc তাঁৰ
BNC இணைப்பாளர்,বিএনচি জইণ্টাৰ
வழியில்,বাই-ৱে
பைபாஸ் மின்தேக்கி,বাইপাছ কেপাচিটৰ
பைட்,বাইট
வி இசைக்குழு,ভি বেণ্ড
சி பேண்ட் ஆண்டெனா,C বেণ্ড এন্টেনা
கம்பி,তাঁৰ
கம்பி வழித்தடம்,তাঁৰৰ ৰুটিং
தந்தி தொலைக்காட்சி,টেলিগ্ৰাফ টেলিভিছন
கேச் நினைவகம்,কেশ্ব মেমৰি
சிசிம் அதிர்வெண் தரநிலை,ছিছিম ফ্ৰিকুৱেন্সি ষ্টেণ্ডাৰ্ড
கால்குலேட்டர்,কেলকুলেটৰ
அளவுத்திருத்தம்,মানাংকন
அழைப்பு முகவரி,কল ঠিকনা
கால்பிட் ஆஸிலேட்டர்,কলপিট দোলক
கேம் கார்டர்கள்,কেম কৰ্ডাৰ
புகைப்பட கருவி,কেমেৰা
கேமரா குழாய்,কেমেৰাৰ নলী
குத்துவிளக்கு,কেণ্ডেলা
மெழுகுவர்த்தி சக்தி,মমবাতিৰ শক্তি
கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்,কেন্টিলিভাৰ ষ্ট্ৰেইন গেজ
வைத்திருக்கும்,ধৰি ৰখা
கொள்ளளவு இரத்த அழுத்த மின்மாற்றி,ৰক্তচাপ ট্ৰেন্সডুচাৰ
வைத்திருக்கும் விநியோகஸ்தர்,ধাৰণকাৰী বিতৰক
ஒப்பந்தம் வைத்தல்,চুক্তি ধাৰণ কৰা
கொள்ளளவு அளவீடு,ধাৰণক্ষমতা গেজ
வைத்திருக்கும் சேகரிப்பான்,ধৰি ৰখা সংগ্ৰাহক
கொள்ளளவு எதிர்வினை,ধাৰণক্ষমতা বিক্ৰিয়াশীলতা
"கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி","কেপাচিটিভ এনাৰ্জি কনভাৰ্টাৰ, ট্ৰেন্সডুচাৰ"
மின்தேக்கி,কেপাচিটৰ
மின்தேக்கி வங்கி,কেপাচিটৰ বেংক
மின்தேக்கி வடிகட்டி,কেপাচিটৰ ফিল্টাৰ
மின்தேக்கி உள்ளீடு வடிகட்டி,কেপাচিটৰ ইনপুট ফিল্টাৰ
வின்ச் மோட்டார்,উইঞ্চ মটৰ
புல்லி சர்வோ உடல்,পুলি চাৰ্ভো বডি
சார்க்கி,চৰখী
பிடிப்பு,বন্দী কৰা
பிடிப்பு பிரிவு,capture clause
பிடிப்பு விளைவு,কেপচাৰ ইফেক্ট
கேரியர் இரைச்சல் விகிதம்,বাহক শব্দ অনুপাত
கார் வானொலி,গাড়ী ৰেডিঅ&#39;
கார்பன் மின்தடை,কাৰ্বন ৰেজিষ্টৰ
கார்டு ரீடர்,কাৰ্ড ৰিডাৰ
இதய வரைபடம்,কাৰ্ডিঅ&#39;ইড ডায়েগ্ৰাম
வண்டி,গাড়ী
வண்டி திரும்புதல்,carriage return
கேரியர்,বাহক
கேரியர் தொடர்பு,বাহক যোগাযোগ
கேரியர் செறிவு,বাহক ঘনত্ব
கேரியர் அதிர்வெண்,বাহক কম্পাঙ্ক
கேரியர் இனப்பெருக்கம்,বাহক প্ৰজনন
கேரியர் நிலை,বাহক স্তৰ
கேரியர் வாழ்க்கை,বাহক জীৱন
கேரியர் இயக்கம்,বাহক গতিশীলতা
கேரியர் பெருக்கல்,বাহক গুণন
கேரியர் இரைச்சல் நிலை,বাহক শব্দৰ মাত্ৰা
கேரியர் வரம்பு,বাহক পৰিসৰ
கேரியர் மீட்பு சுற்று,বাহক পুনৰুদ্ধাৰ বৰ্তনী
கேரியர் மறுசெருகல்,বাহক পুনৰ সন্নিৱিষ্ট কৰা
கடத்தும் சிதறல்,পৰিবাহী বিকিৰণ
கேரியர் அடக்குமுறை,বাহক দমন
கேரியர் கூண்டு,বাহক পিঞ্জৰা
கேரியர் வேகம்,বাহক বেগ
கை பிட்,হেণ্ড বিট
கொடி நடைபெற்றது,ধাৰণ কৰা পতাকা
"உடைமைப் பதிவு, உடைமைப் பதிவு","দখলৰ পঞ্জীয়ন, দখলৰ পঞ্জী"
சிறிய ஜெனரேட்டர்,পৰ্টেবল জেনেৰেটৰ
கார்சன் சட்டம்,carson&#39;s আইন
கெட்டி உருகி,কাৰ্টিজ ফিউজ
கெட்டி நாடா,কাৰ্টিজ টেপ
கேரி ஃபாஸ்டர் பாலம்,কেৰী ফষ্টাৰ ব্ৰীজ
படி பெருக்கி,ষ্টেপ এম্প্লিফায়াৰ
தரம்,গ্ৰেডেচন
அடுக்கு பெருக்கி,কেছকেড এম্প্লিফায়াৰ
"கேஸ்கோட் பெருக்கி, படி பெருக்கி","কেস্কোড এম্প্লিফায়াৰ, ষ্টেপ এম্প্লিফায়াৰ"
கேசட்,কেছেট
தூண்டுதல்,প্ৰৰোচনা
சிறைப்பிடிக்கப்பட்ட பூச்சு,বন্দী কোটাৰ
கேத்தோடு,কেথ&#39;ড
கேத்தோடு பின்வாங்கல்,কেথ&#39;ড ট্ৰেইলিং
காதோட் டிரெயிலிங் பெருக்கி,কেথ&#39;ড ট্ৰেইলিং এম্প্লিফায়াৰ
கேத்தோடு ஒளிர்வு,কেথ&#39;ড লুমিনেন্স
கேத்தோடு பொருள்,কেথ&#39;ড পদাৰ্থ
கேத்தோடு கதிர் அலைக்காட்டி,কেথ’ড ৰশ্মিৰ অচিলোস্কোপ
கேத்தோடு கதிர் குழாய்,কেথ&#39;ড ৰশ্মিৰ নলী
கேத்தோடு துகள் படிவு,কেথ&#39;ড কণা নিক্ষেপ
கேத்தோடு ஒளிர்வு,কেথ&#39;ড লুমিনেন্স
தேங்காய் வடிகட்டி,কুয়াৰ ফিল্টাৰ
கேவர் வடிகட்டி,kaver ফিল্টাৰ
கோட்டார்,কোটৰ
ஆன்ட்ரல் கதிர்வீச்சு,এণ্ট্ৰেল ৰেডিয়চন
cotter resonator,কটাৰ অনুনাদক
கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD),ফেট চাৰ্জ কাপল্ড ডিভাইচ (CCD)
சிடிரோம்,cd ৰম
சிடி ரோம் டிரைவ்,cd ৰম ড্ৰাইভ
செல் (பேட்டரி),কোষ (বেটাৰী)
மைய வள உறுப்பு,কেন্দ্ৰীয় সম্পদ উপাদান
மத்திய வள அலகு,কেন্দ্ৰীয় সম্পদ একক
