English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Abstract," अमूर्त , सारांश, सार, संक्षेप","તારણ, સાર, સંક્ષેપ, સારદોહન, અમૂર્ત, અવ્યક્ત","संक्षेप, गोशवारा, सारांश",ਸਾਰ,"সারসংক্ষেপ,চুম্বক,বিমূর্ত",सार,ಸಾರಾಂಶ,"അബ്സ്ട്രാക്റ്റ്, സംക്ഷേപം, സാരം","சுருக்கம், சுருக்கக் குறிப்பு","సంగ్రహం,అవ్యక్తం,అమూర్తం,భావార్థకం",خلاصہ۔ مجرد۔ خلاصہ کرنا۔ تجرید کرنا,"সংক্ষেপ,সাৰাংশ",ସାରାଂଶ,"सार, संक्षिप्तांश"
Accelerometer,त्वरणमापी,ત્વરણમાપી,त्वरणमापी,ਤ੍ਵਰਣਮਾਪੀ,ত্বরণমাপী,त्वरणमापी,ತ್ವರಣಮಾಪೀ,ത്വരണമാപീ,த்வரணமாபீ,త్వరణమాపీ,تورنماپی,ত্রণমাপী,ତ୍ବରଣମାପୀ,त्वरणमापी
Acceptance test,स्वीकृति परीक्षण,સ્વીકૃતિ પરીક્ષણ,स्वीकृति परीक्षण,ਸ੍ਵੀਕ੃ਤਿ ਪਰੀਕ੍਷ਣ,স্বীকৃতি পরীক্ষণ,स्वीकृति परीक्षण,ಸ್ವೀಕೃತಿ ಪರೀಕ್ಷಣ,സ്വീകൃതി പരീക്ഷണ,ஸ்வீக்ருதி பரீக்ஷண,స్వీకృతి పరీక్షణ,سویکرتی پریکشن,স্ীকৃতি পরীক্ষণ,ସ୍ବୀକୃତି ପରୀକ୍ଷଣ,स्वीकृति परीक्षण
Access,अभिगम,"પ્રવેશ, પ્રવેશ-હક, વૃદ્ધિ, પ્રવેશમાર્ગ, પ્રયોજન","शिरकाव, पोच, प्रवेश",ਪਹੁੰਚ,"অভিগমন,প্রবেশ",पोंच क्षमता/पावपाची तांक,ಪ್ರವೇಶ,പ്രവേശം,"நுழைவு, அணுகல், வழி, வாய்ப்பு","ప్రవేశం,ప్రవేశసాధ్యం,సుగమం",رسائی ۔ دسترس۔ پہنچ,"প্রবেশাধিকাৰ,প্রবেশক্ষমতা","ପ୍ରବେଶ, ପ୍ରବେଶ ସୁବିଧା, ପହଞ୍ଚି","पहुँच, प्रवेश"
Access control,अभिगम नियंत्रण,અભિગમ નિયંત્રણ,अभिगम नियंत्रण,ਅਭਿਗਮ ਨਿਯਂਤ੍ਰਣ,অভিগম নিযংত্রণ,अभिगम नियंत्रण,ಅಭಿಗಮ ನಿಯಂತ್ರಣ,അഭിഗമ നിയംത്രണ,அபிகம நியங்த்ரண,అభిగమ నియంత్రణ,ابھگم نینترن,অভিগম নিযংত্রণ,ଅଭିଗମ ନିଯଂତ୍ରଣ,अभिगम नियंत्रण
Access point,अभिगम बिंदु,અભિગમ બિંદુ,अभिगम बिंदु,ਅਭਿਗਮ ਬਿਂਦੁ,অভিগম বিংদু,अभिगम बिंदु,ಅಭಿಗಮ ಬಿಂದು,അഭിഗമ ബിംദു,அபிகம பிங்து,అభిగమ బిందు,ابھگم بندو,অভিগম বিংদু,ଅଭିଗମ ବିଂଦୁ,अभिगम बिंदु
Access time,अभिगम काल,અભિગમ કાલ,अभिगम काल,ਅਭਿਗਮ ਕਾਲ,অভিগম কাল,अभिगम काल,ಅಭಿಗಮ ಕಾಲ,അഭിഗമ കാല,அபிகம கால,అభిగమ కాల,ابھگم کال,অভিগম কাল,ଅଭିଗମ କାଲ,अभिगम काल
Accessibility,अभिगम्यता,અભિગમ્યતા,अभिगम्यता,ਅਭਿਗਮ੍ਯਤਾ,অভিগম্যতা,अभिगम्यता,ಪ್ರವೇಶಸಾಧ್ಯತೆ,അഭിഗമ്യതാ,அபிகம்யதா,అభిగమ్యతా,رسائی پذیری، دسترس، پہونچ,অভিগম্যতা,ପ୍ରବେଶ ଯୋଗ୍ୟ,अभिगम्यता
Accumulator cell,संचायक सेल,સંચાયક સેલ,संचायक सेल,ਸਂਚਾਯਕ ਸੇਲ,সংচাযক সেল,संचायक सेल,ಸಂಚಾಯಕ ಸೇಲ,സംചായക സേല,ஸங்சாயக ஸேல,సంచాయక సేల,سنچایک سیل,সংচাযক সল,ସଂଚାଯକ ସେଲ,संचायक सेल
Accuracy,यथार्थता,"ચોકસાઈ, ખરાપણું",अचूकपणा,"ਯਥਾਰਥਤਾ, ਬਿਲਕੁਲ ਸਹੀ","যাথার্থ্য,যাথাযথ্য","अचूकपण,नेमकेंपण,यथार्थताय",ನಿಖರತೆ,"കൃത്യത, വാസ്തവികത, കണിശത","திட்ப நுட்பம், வழுவாமை, சரிநிலை","యథార్థత,కచ్చితత్వం",صحت,"যথার্থতা,সত্যতা,সুনির্দিষ্টতা","ସଠିକତା, ପରିଶୋଧନ","अचूक, ठीक-ठीक, सठीक"
Accurate,यथार्थ,"ચોક્કસ, ભૂલ રહિત, ત્રુટિહીન","अचूक, तंतोतंत, बरोबर","ਯਥਾਰਥ, ਸਹੀ, ਬਿਲਕੁਲ ਸਹੀ","যথাযথ,প্রকৃত","यथार्थ,अचूक,नेमकें","ನಿಖರವಾದ, ಕರಾರುವಾಕ್ಕಾದ, ಸರಿಯಾದ",കൃത്യമായ,"திட்ப நுட்பமான, வழுவாத, தவறாத, சரிநிலையான","కచ్చితమైన,సరి అయిన",صحیح,"যথার্থ,সত্য,সুনির্দিষ্ট","ନିର୍ଭୁଲ କରିବା, ଅଟକଳ କରିବା","शुद्धता, सत्यता, यथार्थता"
Achromatic lens,अवर्णक लेन्स,અવર્ણક લેન્સ,अवर्णक लेन्स,ਅਵਰ੍ਣਕ ਲੇਨ੍ਸ,অবর্ণক লেন্স,अवर्णक लेन्स,ವರ್ಣರಹಿತ; ವರ್ಣರಹಿತ ಮಸೂರ.,അവര്ണക ലേന്സ,அவர்ணக லேந்ஸ,అవర్ణక లేన్స,رنگ خاتم لینس,অর্ণক লন্স,ଅବର୍ଣକ ଲେନ୍ସ,अवर्णक लेन्स
Acid,"अम्ल, ऐसिड","અમ્લ, ઐસિડ","अम्ल, ऐसिड","ਤੇਜਾਂਬ, ਖੱਟਾ","অম্ল, ঐসিড","अम्ल, ऐसिड",ಆಮ್ಲ,"അമ്ല, ഐസിഡ","அம்ல, ஐஸிட","అమ్ల, ఐసిడ",تیزاب,"অম্ল, ঐসিড",ଅମ୍ଳ,"अम्ल, ऐसिड"
Acid proof,अम्लसह,અમ્લસહ,अम्लसह,ਅਮ੍ਲਸਹ,অম্লসহ,अम्लसह,ಅಮ್ಲಸಹ,അമ്ലസഹ,அம்லஸஹ,అమ్లసహ,املسہ,অম্লসহ,ଅମ୍ଲସହ,अम्लसह
Acidity,अम्लता,અમ્લતા,अम्लता,ਅਮ੍ਲਤਾ,অম্লতা,अम्लता,ಆಮ್ಲೀಯತೆ,അമ്ലതാ,அம்லதா,అమ్లతా,تیزا بیت,অম্লতা,ଅମ୍ଲତା,अम्लता
Acknowledgement bit,"पावती द्वयंक, पावती बिट","પાવતી દ્વયંક, પાવતી બિટ","पावती द्वयंक, पावती बिट","ਪਾਵਤੀ ਦ੍ਵਯਂਕ, ਪਾਵਤੀ ਬਿਟ","পাবতী দ্বযংক, পাবতী বিট","पावती द्वयंक, पावती बिट","ಪಾವತೀ ದ್ವಯಂಕ, ಪಾವತೀ ಬಿಟ","പാവതീ ദ്വയംക, പാവതീ ബിട","பாவதீ த்வயங்க, பாவதீ பிட","పావతీ ద్వయంక, పావతీ బిట",پاوتی دوینک، پاوتی بٹ,"পাতী দ্যংক, পাতী বিট","ପାବତୀ ଦ୍ବଯଂକ, ପାବତୀ ବିଟ","पावती द्वयंक, पावती बिट"
Acoustic,ध्वानिक,ધ્વાનિક,ध्वानिक,ਧ੍ਵਾਨਿਕ,ধ্বানিক,ध्वानिक,ಧ್ವಾನಿಕ,ധ്വാനിക,த்வாநிக,ధ్వానిక,صوتیاتی,ধ্ানিক,ଧ୍ବାନିକ,ध्वानिक
Acoustic communication,ध्वानिक संचार,ધ્વાનિક સંચાર,ध्वानिक संचार,ਧ੍ਵਾਨਿਕ ਸਂਚਾਰ,ধ্বানিক সংচার,ध्वानिक संचार,ಧ್ವಾನಿಕ ಸಂಚಾರ,ധ്വാനിക സംചാര,த்வாநிக ஸங்சார,ధ్వానిక సంచార,دھوانک سنچار,ধ্ানিক সংচার,ଧ୍ବାନିକ ସଂଚାର,ध्वानिक संचार
Acoustic diffusion,ध्वानिक विसरण,ધ્વાનિક વિસરણ,ध्वानिक विसरण,ਧ੍ਵਾਨਿਕ ਵਿਸਰਣ,ধ্বানিক বিসরণ,ध्वानिक विसरण,ಧ್ವಾನಿಕ ವಿಸರಣ,ധ്വാനിക വിസരണ,த்வாநிக விஸரண,ధ్వానిక విసరణ,دھوانک وسرن,ধ্ানিক িসরণ,ଧ୍ବାନିକ ବିସରଣ,ध्वानिक विसरण
Acoustic equalizer,ध्वानिक समकारी,ધ્વાનિક સમકારી,ध्वानिक समकारी,ਧ੍ਵਾਨਿਕ ਸਮਕਾਰੀ,ধ্বানিক সমকারী,ध्वानिक समकारी,ಧ್ವಾನಿಕ ಸಮಕಾರೀ,ധ്വാനിക സമകാരീ,த்வாநிக ஸமகாரீ,ధ్వానిక సమకారీ,دھوانک سمکاری,ধ্ানিক সমকারী,ଧ୍ବାନିକ ସମକାରୀ,ध्वानिक समकारी
Acoustic feedback,"ध्वानिक पुनर्भरण, ध्वानिक पुनर्निवेश","ધ્વાનિક પુનર્ભરણ, ધ્વાનિક પુનર્નિવેશ","ध्वानिक पुनर्भरण, ध्वानिक पुनर्निवेश","ਧ੍ਵਾਨਿਕ ਪੁਨਰ੍ਭਰਣ, ਧ੍ਵਾਨਿਕ ਪੁਨਰ੍ਨਿਵੇਸ਼","ধ্বানিক পুনর্ভরণ, ধ্বানিক পুনর্নিবেশ","ध्वानिक पुनर्भरण, ध्वानिक पुनर्निवेश","ಧ್ವಾನಿಕ ಪುನರ್ಭರಣ, ಧ್ವಾನಿಕ ಪುನರ್ನಿವೇಶ","ധ്വാനിക പുനര്ഭരണ, ധ്വാനിക പുനര്നിവേശ","த்வாநிக புநர்பரண, த்வாநிக புநர்நிவேச","ధ్వానిక పునర్భరణ, ధ్వానిక పునర్నివేశ",دھوانک پنربھرن، دھوانک پنرنویش,"ধ্ানিক পুনর্ভরণ, ধ্ানিক পুনর্নিশ","ଧ୍ବାନିକ ପୁନର୍ଭରଣ, ଧ୍ବାନିକ ପୁନର୍ନିବେଶ","ध्वानिक पुनर्भरण, ध्वानिक पुनर्निवेश"
Acoustic filter,"ध्वानिक फिल्टर, ध्वानिक निस्यंदक","ધ્વાનિક ફિલ્ટર, ધ્વાનિક નિસ્યંદક","ध्वानिक फिल्टर, ध्वानिक निस्यंदक","ਧ੍ਵਾਨਿਕ ਫਿਲ੍ਟਰ, ਧ੍ਵਾਨਿਕ ਨਿਸ੍ਯਂਦਕ","ধ্বানিক ফিল্টর, ধ্বানিক নিস্যংদক","ध्वानिक फिल्टर, ध्वानिक निस्यंदक","ಧ್ವಾನಿಕ ಫಿಲ್ಟರ, ಧ್ವಾನಿಕ ನಿಸ್ಯಂದಕ","ധ്വാനിക ഫില്ടര, ധ്വാനിക നിസ്യംദക","த்வாநிக பில்டர, த்வாநிக நிஸ்யங்தக","ధ్వానిక ఫిల్టర, ధ్వానిక నిస్యందక",صوتیاتی فلٹر,"ধ্ানিক ফিল্টর, ধ্ানিক নিস্যংদক","ଧ୍ବାନିକ ଫିଲ୍ଟର, ଧ୍ବାନିକ ନିସ୍ଯଂଦକ","ध्वानिक फिल्टर, ध्वानिक निस्यंदक"
Acoustic impedance,ध्वानिक प्रतिबाधा,ધ્વાનિક પ્રતિબાધા,ध्वानिक प्रतिबाधा,ਧ੍ਵਾਨਿਕ ਪ੍ਰਤਿਬਾਧਾ,ধ্বানিক প্রতিবাধা,ध्वानिक प्रतिबाधा,ಧ್ವಾನಿಕ ಪ್ರತಿಬಾಧಾ,ധ്വാനിക പ്രതിബാധാ,த்வாநிக ப்ரதிபாதா,ధ్వానిక ప్రతిబాధా,دھوانک پرتبادھا,ধ্ানিক প্রতিবাধা,ଧ୍ବାନିକ ପ୍ରତିବାଧା,ध्वानिक प्रतिबाधा
Acoustic masking,"ध्वानिक आवरण, ध्वानिक प्रच्छादन","ધ્વાનિક આવરણ, ધ્વાનિક પ્રચ્છાદન","ध्वानिक आवरण, ध्वानिक प्रच्छादन","ਧ੍ਵਾਨਿਕ ਆਵਰਣ, ਧ੍ਵਾਨਿਕ ਪ੍ਰਚ੍ਛਾਦਨ","ধ্বানিক আবরণ, ধ্বানিক প্রচ্ছাদন","ध्वानिक आवरण, ध्वानिक प्रच्छादन","ಧ್ವಾನಿಕ ಆವರಣ, ಧ್ವಾನಿಕ ಪ್ರಚ್ಛಾದನ","ധ്വാനിക ആവരണ, ധ്വാനിക പ്രച്ഛാദന","த்வாநிக ஆவரண, த்வாநிக ப்ரச்சாதந","ధ్వానిక ఆవరణ, ధ్వానిక ప్రచ్ఛాదన",دھوانک آورن، دھوانک پرچھادن,"ধ্ানিক আরণ, ধ্ানিক প্রচ্ছাদন","ଧ୍ବାନିକ ଆବରଣ, ଧ୍ବାନିକ ପ୍ରଚ୍ଛାଦନ","ध्वानिक आवरण, ध्वानिक प्रच्छादन"
Acoustic power,ध्वानिक षक्ति,ધ્વાનિક ષક્તિ,ध्वानिक षक्ति,ਧ੍ਵਾਨਿਕ ਷ਕ੍ਤਿ,ধ্বানিক ষক্তি,ध्वानिक षक्ति,ಧ್ವಾನಿಕ ಷಕ್ತಿ,ധ്വാനിക ഷക്തി,த்வாநிக ஷக்தி,ధ్వానిక షక్తి,دھوانک شکتی,ধ্ানিক ষক্তি,ଧ୍ବାନିକ ଷକ୍ତି,ध्वानिक षक्ति
Acoustic property,ध्वानिक गुणधर्म,ધ્વાનિક ગુણધર્મ,ध्वानिक गुणधर्म,ਧ੍ਵਾਨਿਕ ਗੁਣਧਰ੍ਮ,ধ্বানিক গুণধর্ম,ध्वानिक गुणधर्म,ಧ್ವಾನಿಕ ಗುಣಧರ್ಮ,ധ്വാനിക ഗുണധര്മ,த்வாநிக குணதர்ம,ధ్వానిక గుణధర్మ,دھوانک گندھرم,ধ্ানিক গুণধর্ম,ଧ୍ବାନିକ ଗୁଣଧର୍ମ,ध्वानिक गुणधर्म
Acoustic reactance,ध्वानिक प्रतिघात,ધ્વાનિક પ્રતિઘાત,ध्वानिक प्रतिघात,ਧ੍ਵਾਨਿਕ ਪ੍ਰਤਿਘਾਤ,ধ্বানিক প্রতিঘাত,ध्वानिक प्रतिघात,ಧ್ವಾನಿಕ ಪ್ರತಿಘಾತ,ധ്വാനിക പ്രതിഘാത,த்வாநிக ப்ரதிகாத,ధ్వానిక ప్రతిఘాత,دھوانک پرتگھات,ধ্ানিক প্রতিঘাত,ଧ୍ବାନିକ ପ୍ରତିଘାତ,ध्वानिक प्रतिघात
Acoustic reflex,ध्वानिक प्रतिवर्त,ધ્વાનિક પ્રતિવર્ત,ध्वानिक प्रतिवर्त,ਧ੍ਵਾਨਿਕ ਪ੍ਰਤਿਵਰ੍ਤ,ধ্বানিক প্রতিবর্ত,ध्वानिक प्रतिवर्त,ಧ್ವಾನಿಕ ಪ್ರತಿವರ್ತ,ധ്വാനിക പ്രതിവര്ത,த்வாநிக ப்ரதிவர்த,ధ్వానిక ప్రతివర్త,دھوانک پرتورت,ধ্ানিক প্রতির্ত,ଧ୍ବାନିକ ପ୍ରତିବର୍ତ,ध्वानिक प्रतिवर्त
Acoustic tile,ध्वानिक टाइल,ધ્વાનિક ટાઇલ,ध्वानिक टाइल,ਧ੍ਵਾਨਿਕ ਟਾਇਲ,ধ্বানিক টাইল,ध्वानिक टाइल,ಧ್ವಾನಿಕ ಟಾಇಲ,ധ്വാനിക ടാഇല,த்வாநிக டாஇல,ధ్వానిక టాఇల,دھوانک ٹائل,ধ্ানিক টাইল,ଧ୍ବାନିକ ଟାଇଲ,ध्वानिक टाइल
Acoustic wave,ध्वानिक तरंग,ધ્વાનિક તરંગ,ध्वानिक तरंग,ਧ੍ਵਾਨਿਕ ਤਰਂਗ,ধ্বানিক তরংগ,ध्वानिक तरंग,ಧ್ವಾನಿಕ ತರಂಗ,ധ്വാനിക തരംഗ,த்வாநிக தரங்க,ధ్వానిక తరంగ,صوتیاتی لہر,ধ্ানিক তরংগ,ଧ୍ବାନିକ ତରଂଗ,ध्वानिक तरंग
Acoustical absorption,ध्वानिक अवशोषण गुणांक,ધ્વાનિક અવશોષણ ગુણાંક,ध्वानिक अवशोषण गुणांक,ਧ੍ਵਾਨਿਕ ਅਵਸ਼ੋ਷ਣ ਗੁਣਾਂਕ,ধ্বানিক অবশোষণ গুণাংক,ध्वानिक अवशोषण गुणांक,ಧ್ವಾನಿಕ ಅವಶೋಷಣ ಗುಣಾಂಕ,ധ്വാനിക അവശോഷണ ഗുണാംക,த்வாநிக அவசோஷண குணாங்க,ధ్వానిక అవశోషణ గుణాంక,دھوانک اوشوشن گنانک,ধ্ানিক অশষণ গুণাংক,ଧ୍ବାନିକ ଅବଶୋଷଣ ଗୁଣାଂକ,ध्वानिक अवशोषण गुणांक
Acoustical attenuation constant,ध्वानिक                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            क्षीणनांक,ધ્વાનિક                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ક્ષીણનાંક,ध्वानिक                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            क्षीणनांक,ਧ੍ਵਾਨਿਕ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ਕ੍਷ੀਣਨਾਂਕ,ধ্বানিক                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ক্ষীণনাংক,ध्वानिक                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            क्षीणनांक,ಧ್ವಾನಿಕ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ಕ್ಷೀಣನಾಂಕ,ധ്വാനിക                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ക്ഷീണനാംക,த்வாநிக                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            க்ஷீணநாங்க,ధ్వానిక                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            క్షీణనాంక,دھوانک                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            شیننانک,ধ্ানিক                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ক্ষীণনাংক,ଧ୍ବାନିକ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            କ୍ଷୀଣନାଂକ,ध्वानिक                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            क्षीणनांक
