English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Abmodality,अपप्रकारिता,અપપ્રકારિતા,अपप्रकारिता,ਅਪਪ੍ਰਕਾਰਿਤਾ,অপপ্রকারিতা,अपप्रकारिता,ಅಪಪ್ರಕಾರಿತಾ,അപപ്രകാരിതാ,அபப்ரகாரிதா,అపప్రకారితా,اپپرکارتا,অপপ্রকারিতা,ଅପପ୍ରକାରିତା,अपप्रकारिता
Abnormal behaviour,असामान्य व्यवहार,અસામાન્ય વ્યવહાર,असामान्य व्यवहार,ਅਸਾਮਾਨ੍ਯ ਵ੍ਯਵਹਾਰ,অসামান্য ব্যবহার,असामान्य व्यवहार,ಅಸಾಮಾನ್ಯ ವ್ಯವಹಾರ,അസാമാന്യ വ്യവഹാര,அஸாமாந்ய வ்யவஹார,అసామాన్య వ్యవహార,اسامانیہ ویوہار,অসামান্য ্যহার,ଅସାମାନ୍ଯ ବ୍ଯବହାର,असामान्य व्यवहार
Abnormality,असामान्यता,અસામાન્યતા,असामान्यता,ਅਸਾਮਾਨ੍ਯਤਾ,অসামান্যতা,असामान्यता,ಅಸಾಮಾನ್ಯತೆ.,അസാമാന്യതാ,அஸாமாந்யதா,అసామాన్యతా,اسامانیتا,অসামান্যতা,ଅସାମାନ୍ଯତା,असामान्यता
Abnormal psychology,असामान्य मनोविज्ञान,અસામાન્ય મનોવિજ્ઞાન,असामान्य मनोविज्ञान,ਅਸਾਮਾਨ੍ਯ ਮਨੋਵਿਜ੍ਞਾਨ,অসামান্য মনোবিজ্ঞান,असामान्य मनोविज्ञान,ಅಸಾಮಾನ್ಯ ಮನೋವಿಜ್ಞಾನ,അസാമാന്യ മനോവിജ്ഞാന,அஸாமாந்ய மநோவிஜ்ஞாந,అసామాన్య మనోవిజ్ఞాన,اسامانیہ منووگیان,অসামান্য মনিজ্ঞান,ଅସାମାନ୍ଯ ମନୋବିଜ୍ଞାନ,असामान्य मनोविज्ञान
Abortive jump,परिहारी प्लुति,પરિહારી પ્લુતિ,परिहारी प्लुति,ਪਰਿਹਾਰੀ ਪ੍ਲੁਤਿ,পরিহারী প্লুতি,परिहारी प्लुति,ಪರಿಹಾರೀ ಪ್ಲುತಿ,പരിഹാരീ പ്ലുതി,பரிஹாரீ ப்லுதி,పరిహారీ ప్లుతి,پرہاری پلتی,পরিহারী প্লুতি,ପରିହାରୀ ପ୍ଲୁତି,परिहारी प्लुति
Abreaction,भावविरेचन,ભાવવિરેચન,भावविरेचन,ਭਾਵਵਿਰੇਚਨ,ভাববিরেচন,भावविरेचन,ಭಾವವಿರೇಚನ,ഭാവവിരേചന,பாவவிரேசந,భావవిరేచన,بھاووریچن,ভািরচন,ଭାବବିରେଚନ,भावविरेचन
Abrosia,निराहारता,નિરાહારતા,निराहारता,ਨਿਰਾਹਾਰਤਾ,নিরাহারতা,निराहारता,ನಿರಾಹಾರತಾ,നിരാഹാരതാ,நிராஹாரதா,నిరాహారతా,نراہارتا,নিরাহারতা,ନିରାହାରତା,निराहारता
Abscissa,भुज,ભુજ,भुज,ਭੁਜ,ভুজ,भुज,ಭುಜ,ഭുജ,புஜ,భుజ,افقی قدر,ভুজ,ଭୁଜ,भुज
Absentmindedness,अन्यमनस्कता,અન્યમનસ્કતા,अन्यमनस्कता,ਅਨ੍ਯਮਨਸ੍ਕਤਾ,অন্যমনস্কতা,अन्यमनस्कता,ಅನ್ಯಮನಸ್ಕತಾ,അന്യമനസ്കതാ,அந்யமநஸ்கதா,అన్యమనస్కతా,انیمنسکتا,অন্যমনস্কতা,ଅନ୍ଯମନସ୍କତା,अन्यमनस्कता
Absolute refractory period,निरपेक्ष अननुक्रिया अवधि,નિરપેક્ષ અનનુક્રિયા અવધિ,निरपेक्ष अननुक्रिया अवधि,ਨਿਰਪੇਕ੍਷ ਅਨਨੁਕ੍ਰਿਯਾ ਅਵਧਿ,নিরপেক্ষ অননুক্রিযা অবধি,निरपेक्ष अननुक्रिया अवधि,ನಿರಪೇಕ್ಷ ಅನನುಕ್ರಿಯಾ ಅವಧಿ,നിരപേക്ഷ അനനുക്രിയാ അവധി,நிரபேக்ஷ அநநுக்ரியா அவதி,నిరపేక్ష అననుక్రియా అవధి,نرپیکش اننکریا اودھی,নিরপক্ষ অননুক্রিযা অধি,ନିରପେକ୍ଷ ଅନନୁକ୍ରିଯା ଅବଧି,निरपेक्ष अननुक्रिया अवधि
Absolute threshold,निरपेक्ष सीमा,નિરપેક્ષ સીમા,निरपेक्ष सीमा,ਨਿਰਪੇਕ੍਷ ਸੀਮਾ,নিরপেক্ষ সীমা,निरपेक्ष सीमा,ನಿರಪೇಕ್ಷ ಸೀಮಾ,നിരപേക്ഷ സീമാ,நிரபேக்ஷ ஸீமா,నిరపేక్ష సీమా,نرپیکش سیما,নিরপক্ষ সীমা,ନିରପେକ୍ଷ ସୀମା,निरपेक्ष सीमा
Abstinence,"उपरति, वर्जन","ઉપરતિ, વર્જન","उपरति, वर्जन",ਸੰਜਮ ਭੋਗ ਤਿਆਗ ਪਰਹੇਜ,"উপরতি, বর্জন","उपरति, वर्जन","ಉಪರತಿ, ವರ್ಜನ","ഉപരതി, വര്ജന","உபரதி, வர்ஜந","ఉపరతి, వర్జన",اپرتی، ورجن,"উপরতি, র্জন","ନିବୃତ୍ତି, ବିରତି","उपरति, वर्जन"
Abstract word,अमूर्त शब्द,અમૂર્ત શબ્દ,अमूर्त शब्द,ਅਮੂਰ੍ਤ ਸ਼ਬ੍ਦ,অমূর্ত শব্দ,अमूर्त शब्द,ಅಮೂರ್ತ ಶಬ್ದ,അമൂര്ത ശബ്ദ,அமூர்த சப்த,అమూర్త శబ్ద,امورت شبد,অমূর্ত শব্দ,ଅମୂର୍ତ ଶବ୍ଦ,अमूर्त शब्द
Abstraction,"सारग्रहण, पृथक्‍करण","સારગ્રહણ, પૃથક્કરણ","सारग्रहण, पृथक्करण","ਸਾਰਗ੍ਰਹਣ, ਪ੃ਥਕ੍ਕਰਣ","সারগ্রহণ, পৃথক্করণ","सारग्रहण, पृथक्करण","ಸಾರಗ್ರಹಣ, ಪೃಥಕ್ಕರಣ","സാരഗ്രഹണ, പൃഥക്കരണ","ஸாரக்ரஹண, ப்ருதக்கரண","సారగ్రహణ, పృథక్కరణ",تجرید۔ فکر تجریدی,"সারগ্রহণ, পৃথক্করণ","ସାରଗ୍ରହଣ, ପୃଥକ୍କରଣ","सारग्रहण, पृथक्करण"
Absurdities test,विसंगति परीक्षण,વિસંગતિ પરીક્ષણ,विसंगति परीक्षण,ਵਿਸਂਗਤਿ ਪਰੀਕ੍਷ਣ,বিসংগতি পরীক্ষণ,विसंगति परीक्षण,ವಿಸಂಗತಿ ಪರೀಕ್ಷಣ,വിസംഗതി പരീക്ഷണ,விஸங்கதி பரீக்ஷண,విసంగతి పరీక్షణ,وسنگتی پریکشن,িসংগতি পরীক্ষণ,ବିସଂଗତି ପରୀକ୍ଷଣ,विसंगति परीक्षण
Abulia,संकल्प असामर्थ्‍य,સંકલ્પ અસામર્થ્ય,संकल्प असामर्थ्य,ਸਂਕਲ੍ਪ ਅਸਾਮਰ੍ਥ੍ਯ,সংকল্প অসামর্থ্য,संकल्प असामर्थ्य,ಸಂಕಲ್ಪ ಅಸಾಮರ್ಥ್ಯ,സംകല്പ അസാമര്ഥ്യ,ஸங்கல்ப அஸாமர்த்ய,సంకల్ప అసామర్థ్య,سنکلپ اسامرتھیہ,সংকল্প অসামর্থ্য,ସଂକଲ୍ପ ଅସାମର୍ଥ୍ଯ,संकल्प असामर्थ्य
Abuse,दुरुपयोग,દુરુપયોગ,दुरुपयोग,"ਗਾਲ ਕੱਢਣੀ,ਕੁਵਰਤੋ ਕਰਨੀ",দুরুপযোগ,दुरुपयोग,ದುರುಪಯೋಗ,നിന്ദ,துருபயோக,దురుపయోగ,ناجائز استعمال - گالی,দুরুপযগ,ଦୁରୁପଯୋଗ,दुरुपयोग
Abuse syndrome,दुरूपयोग संलक्षण,દુરૂપયોગ સંલક્ષણ,दुरूपयोग संलक्षण,ਦੁਰੂਪਯੋਗ ਸਂਲਕ੍਷ਣ,দুরূপযোগ সংলক্ষণ,दुरूपयोग संलक्षण,ದುರೂಪಯೋಗ ಸಂಲಕ್ಷಣ,ദുരൂപയോഗ സംലക്ഷണ,துரூபயோக ஸங்லக்ஷண,దురూపయోగ సంలక్షణ,دروپیوگ سنلکشن,দুরূপযগ সংলক্ষণ,ଦୁରୂପଯୋଗ ସଂଲକ୍ଷଣ,दुरूपयोग संलक्षण
Acalculia,गणना-असामर्थ्‍य,ગણના-અસામર્થ્ય,गणना-असामर्थ्य,ਗਣਨਾ-ਅਸਾਮਰ੍ਥ੍ਯ,গণনা-অসামর্থ্য,गणना-असामर्थ्य,ಗಣನಾ-ಅಸಾಮರ್ಥ್ಯ,ഗണനാ-അസാമര്ഥ്യ,கணநா-அஸாமர்த்ய,గణనా-అసామర్థ్య,گننا-اسامرتھیہ,গণনা-অসামর্থ্য,ଗଣନା-ଅସାମର୍ଥ୍ଯ,गणना-असामर्थ्य
Acatamathesia,"दु:परिसंवेदिता, अर्थग्रहण-असामर्थ्‍य","દુ:પરિસંવેદિતા, અર્થગ્રહણ-અસામર્થ્ય","दु:परिसंवेदिता, अर्थग्रहण-असामर्थ्य","ਦੁ:ਪਰਿਸਂਵੇਦਿਤਾ, ਅਰ੍ਥਗ੍ਰਹਣ-ਅਸਾਮਰ੍ਥ੍ਯ","দু:পরিসংবেদিতা, অর্থগ্রহণ-অসামর্থ্য","दु:परिसंवेदिता, अर्थग्रहण-असामर्थ्य","ದು:ಪರಿಸಂವೇದಿತಾ, ಅರ್ಥಗ್ರಹಣ-ಅಸಾಮರ್ಥ್ಯ","ദു:പരിസംവേദിതാ, അര്ഥഗ്രഹണ-അസാമര്ഥ്യ","து:பரிஸங்வேதிதா, அர்தக்ரஹண-அஸாமர்த்ய","దు:పరిసంవేదితా, అర్థగ్రహణ-అసామర్థ్య",دو:پرسنویدتا، ارتھگرہن-اسامرتھیہ,"দু:পরিসংদিতা, অর্থগ্রহণ-অসামর্থ্য","ଦୁ:ପରିସଂବେଦିତା, ଅର୍ଥଗ୍ରହଣ-ଅସାମର୍ଥ୍ଯ","दु:परिसंवेदिता, अर्थग्रहण-असामर्थ्य"
Acataphasia,वाक्यरचना असामर्थ्‍य,વાક્યરચના અસામર્થ્ય,वाक्यरचना असामर्थ्य,ਵਾਕ੍ਯਰਚਨਾ ਅਸਾਮਰ੍ਥ੍ਯ,বাক্যরচনা অসামর্থ্য,वाक्यरचना असामर्थ्य,ವಾಕ್ಯರಚನಾ ಅಸಾಮರ್ಥ್ಯ,വാക്യരചനാ അസാമര്ഥ്യ,வாக்யரசநா அஸாமர்த்ய,వాక్యరచనా అసామర్థ్య,واکیرچنا اسامرتھیہ,াক্যরচনা অসামর্থ্য,ବାକ୍ଯରଚନା ଅସାମର୍ଥ୍ଯ,वाक्यरचना असामर्थ्य
Acathexis,रागाभाव; भावाभिनिवेशहीनता,રાગાભાવ; ભાવાભિનિવેશહીનતા,रागाभाव; भावाभिनिवेशहीनता,ਰਾਗਾਭਾਵ; ਭਾਵਾਭਿਨਿਵੇਸ਼ਹੀਨਤਾ,রাগাভাব; ভাবাভিনিবেশহীনতা,रागाभाव; भावाभिनिवेशहीनता,ರಾಗಾಭಾವ; ಭಾವಾಭಿನಿವೇಶಹೀನತಾ,രാഗാഭാവ; ഭാവാഭിനിവേശഹീനതാ,ராகாபாவ; பாவாபிநிவேசஹீநதா,రాగాభావ; భావాభినివేశహీనతా,راگابھاو؛ بھاوابھنویشہینتا,রাগাভা; ভাাভিনিশহীনতা,ରାଗାଭାବ; ଭାବାଭିନିବେଶହୀନତା,रागाभाव; भावाभिनिवेशहीनता
Acathisia,अनिषदता,અનિષદતા,अनिषदता,ਅਨਿ਷ਦਤਾ,অনিষদতা,अनिषदता,ಅನಿಷದತಾ,അനിഷദതാ,அநிஷததா,అనిషదతా,انشدتا,অনিষদতা,ଅନିଷଦତା,अनिषदता
Accentuation effect,आधातन प्रभाव,આધાતન પ્રભાવ,आधातन प्रभाव,ਆਧਾਤਨ ਪ੍ਰਭਾਵ,আধাতন প্রভাব,आधातन प्रभाव,ಆಧಾತನ ಪ್ರಭಾವ,ആധാതന പ്രഭാവ,ஆதாதந ப்ரபாவ,ఆధాతన ప్రభావ,آدھاتن پربھاو,আধাতন প্রভা,ଆଧାତନ ପ୍ରଭାବ,आधातन प्रभाव
Accentuation principle,आधातन सिद्धांत,આધાતન સિદ્ધાંત,आधातन सिद्धांत,ਆਧਾਤਨ ਸਿਦ੍ਧਾਂਤ,আধাতন সিদ্ধাংত,आधातन सिद्धांत,ಆಧಾತನ ಸಿದ್ಧಾಂತ,ആധാതന സിദ്ധാംത,ஆதாதந ஸித்தாங்த,ఆధాతన సిద్ధాంత,آدھاتن سدھانت,আধাতন সিদ্ধাংত,ଆଧାତନ ସିଦ୍ଧାଂତ,आधातन सिद्धांत
Accessibility,अभिगम्‍यता,અભિગમ્યતા,अभिगम्यता,ਅਭਿਗਮ੍ਯਤਾ,অভিগম্যতা,अभिगम्यता,ಪ್ರವೇಶಸಾಧ್ಯತೆ,അഭിഗമ്യതാ,அபிகம்யதா,అభిగమ్యతా,رسائی پذیری، دسترس، پہونچ,অভিগম্যতা,ପ୍ରବେଶ ଯୋଗ୍ୟ,अभिगम्यता
Accessory sense,सहायक संवेदनांग,સહાયક સંવેદનાંગ,सहायक संवेदनांग,ਸਹਾਯਕ ਸਂਵੇਦਨਾਂਗ,সহাযক সংবেদনাংগ,सहायक संवेदनांग,ಸಹಾಯಕ ಸಂವೇದನಾಂಗ,സഹായക സംവേദനാംഗ,ஸஹாயக ஸங்வேதநாங்க,సహాయక సంవేదనాంగ,سہایک سنویدنانگ,সহাযক সংদনাংগ,ସହାଯକ ସଂବେଦନାଂଗ,सहायक संवेदनांग
Accidental error,आकस्‍मिक त्रुटि,આકસ્મિક ત્રુટિ,आकस्मिक त्रुटि,ਆਕਸ੍ਮਿਕ ਤ੍ਰੁਟਿ,আকস্মিক ত্রুটি,आकस्मिक त्रुटि,ಆಕಸ್ಮಿಕ ತ್ರುಟಿ,ആകസ്മിക ത്രുടി,ஆகஸ்மிக த்ருடி,ఆకస్మిక త్రుటి,اتفاقیہ سہو,আকস্মিক ত্রুটি,ଆକସ୍ମିକ ତ୍ରୁଟି,आकस्मिक त्रुटि
Acclimation (acclimatization),पर्यनुकूलन,પર્યનુકૂલન,पर्यनुकूलन,ਪਰ੍ਯਨੁਕੂਲਨ,পর্যনুকূলন,पर्यनुकूलन,ಪರ್ಯನುಕೂಲನ,പര്യനുകൂലന,பர்யநுகூலந,పర్యనుకూలన,پرینکولن,পর্যনুকূলন,ପର୍ଯନୁକୂଲନ,पर्यनुकूलन
Accommodation,समंजन,"નિવાસન, આવાસ, સ્થાન, સગવડ, અનુકૂલન, સમાયોજન","स्थान, जागा, निवास","ਰਿਹਾਇਸ, ਗੁਜਾਰਾ","বাসস্থান,স্থান-সংস্থান",राबित्याची तजवीज,"ವಸತಿ, ಸ್ಥಳಾವಕಾಶ","വാസം, സ്ഥലസൌകര്യം, താമസസൌകര്യം","1. இடவசதி, குடியிருப்பு 2. ஒத்துப்போதல்","అనుకూలం,వసతి,సర్దుబాటు",توفیق,"ব্যৱস্থাপন,সংস্থাপন,স্থান,থকাঠাই",ବ୍ୟବସ୍ଥାପନା,"1. आवास, डेरा 2. मिलाउनु, राख्नु"
Accomplishment quotient,निष्पत्‍ति-लब्धि,નિષ્પત્તિ-લબ્ધિ,निष्पत्ति-लब्धि,ਨਿ਷੍ਪਤ੍ਤਿ-ਲਬ੍ਧਿ,নিষ্পত্তি-লব্ধি,निष्पत्ति-लब्धि,ನಿಷ್ಪತ್ತಿ-ಲಬ್ಧಿ,നിഷ്പത്തി-ലബ്ധി,நிஷ்பத்தி-லப்தி,నిష్పత్తి-లబ్ధి,نشپتی-لبدھی,নিষ্পত্তি-লব্ধি,ନିଷ୍ପତ୍ତି-ଲବ୍ଧି,निष्पत्ति-लब्धि
Accretionary growth,अभिवर्धी वृद्धि,અભિવર્ધી વૃદ્ધિ,अभिवर्धी वृद्धि,ਅਭਿਵਰ੍ਧੀ ਵ੃ਦ੍ਧਿ,অভিবর্ধী বৃদ্ধি,अभिवर्धी वृद्धि,ಅಭಿವರ್ಧೀ ವೃದ್ಧಿ,അഭിവര്ധീ വൃദ്ധി,அபிவர்தீ வ்ருத்தி,అభివర్ధీ వృద్ధి,ابھوردھی وردھی,অভির্ধী ৃদ্ধি,ଅଭିବର୍ଧୀ ବୃଦ୍ଧି,अभिवर्धी वृद्धि
Acculturation,परसंस्कृतिग्रहण,પરસંસ્કૃતિગ્રહણ,परसंस्कृतिग्रहण,ਪਰਸਂਸ੍ਕ੃ਤਿਗ੍ਰਹਣ,পরসংস্কৃতিগ্রহণ,परसंस्कृतिग्रहण,ಪರಸಂಸ್ಕೃತಿಗ್ರಹಣ,പരസംസ്കൃതിഗ്രഹണ,பரஸங்ஸ்க்ருதிக்ரஹண,పరసంస్కృతిగ్రహణ,پرسنسکرتگرہن,পরসংস্কৃতিগ্রহণ,ପରସଂସ୍କୃତିଗ୍ରହଣ,परसंस्कृतिग्रहण
Acedia,एसीडिया,એસીડિયા,एसीडिया,ਏਸੀਡਿਯਾ,এসীডিযা,एसीडिया,ಏಸೀಡಿಯಾ,ഏസീഡിയാ,ஏஸீடியா,ఏసీడియా,ایسیڈیا,সীডিযা,ଏସୀଡିଯା,एसीडिया
Achievement age,उपलब्धि-आयु,ઉપલબ્ધિ-આયુ,उपलब्धि-आयु,ਉਪਲਬ੍ਧਿ-ਆਯੁ,উপলব্ধি-আযু,उपलब्धि-आयु,ಉಪಲಬ್ಧಿ-ಆಯು,ഉപലബ്ധി-ആയു,உபலப்தி-ஆயு,ఉపలబ్ధి-ఆయు,اپلبدھی-آیو,উপলব্ধি-আযু,ଉପଲବ୍ଧି-ଆଯୁ,उपलब्धि-आयु
Achievement motivation,उपलब्धि-अभिप्रेरणा,ઉપલબ્ધિ-અભિપ્રેરણા,उपलब्धि-अभिप्रेरणा,ਉਪਲਬ੍ਧਿ-ਅਭਿਪ੍ਰੇਰਣਾ,উপলব্ধি-অভিপ্রেরণা,उपलब्धि-अभिप्रेरणा,ಉಪಲಬ್ಧಿ-ಅಭಿಪ್ರೇರಣಾ,ഉപലബ്ധി-അഭിപ്രേരണാ,உபலப்தி-அபிப்ரேரணா,ఉపలబ్ధి-అభిప్రేరణా,اپلبدھی-ابھپریرنا,উপলব্ধি-অভিপ্ররণা,ଉପଲବ୍ଧି-ଅଭିପ୍ରେରଣା,उपलब्धि-अभिप्रेरणा
Achievement test,उपलब्धि परीक्षण,ઉપલબ્ધિ પરીક્ષણ,उपलब्धि परीक्षण,ਉਪਲਬ੍ਧਿ ਪਰੀਕ੍਷ਣ,উপলব্ধি পরীক্ষণ,उपलब्धि परीक्षण,ಉಪಲಬ್ಧಿ ಪರೀಕ್ಷಣ,ഉപലബ്ധി പരീക്ഷണ,உபலப்தி பரீக்ஷண,ఉపలబ్ధి పరీక్షణ,اپلبدھی پریکشن,উপলব্ধি পরীক্ষণ,ଉପଲବ୍ଧି ପରୀକ୍ଷଣ,उपलब्धि परीक्षण
Achloropsia,हरितांधता,હરિતાંધતા,हरितांधता,ਹਰਿਤਾਂਧਤਾ,হরিতাংধতা,हरितांधता,ಹರಿತಾಂಧತಾ,ഹരിതാംധതാ,ஹரிதாங்ததா,హరితాంధతా,ہرتاندھتا,হরিতাংধতা,ହରିତାଂଧତା,हरितांधता
Achromatism,"अवर्णकता, वर्णांधता","અવર્ણકતા, વર્ણાંધતા","अवर्णकता, वर्णांधता","ਅਵਰ੍ਣਕਤਾ, ਵਰ੍ਣਾਂਧਤਾ","অবর্ণকতা, বর্ণাংধতা","अवर्णकता, वर्णांधता","ಅವರ್ಣಕತಾ, ವರ್ಣಾಂಧತಾ","അവര്ണകതാ, വര്ണാംധതാ","அவர்ணகதா, வர்ணாங்ததா","అవర్ణకతా, వర్ణాంధతా",رنگِ خاتمیت,"অর্ণকতা, র্ণাংধতা","ଅବର୍ଣକତା, ବର୍ଣାଂଧତା","अवर्णकता, वर्णांधता"
Acmesthesia,तीक्ष्णरस्‍पर्श संवेदिता,તીક્ષ્ણરસ્પર્શ સંવેદિતા,तीक्ष्णरस्पर्श संवेदिता,ਤੀਕ੍਷੍ਣਰਸ੍ਪਰ੍ਸ਼ ਸਂਵੇਦਿਤਾ,তীক্ষ্ণরস্পর্শ সংবেদিতা,तीक्ष्णरस्पर्श संवेदिता,ತೀಕ್ಷ್ಣರಸ್ಪರ್ಶ ಸಂವೇದಿತಾ,തീക്ഷ്ണരസ്പര്ശ സംവേദിതാ,தீக்ஷ்ணரஸ்பர்ச ஸங்வேதிதா,తీక్ష్ణరస్పర్శ సంవేదితా,تیکشنرسپرش سنویدتا,তীক্ষ্ণরস্পর্শ সংদিতা,ତୀକ୍ଷ୍ଣରସ୍ପର୍ଶ ସଂବେଦିତା,तीक्ष्णरस्पर्श संवेदिता
Acoasm,ध्वनिभ्रम,ધ્વનિભ્રમ,ध्वनिभ्रम,ਧ੍ਵਨਿਭ੍ਰਮ,ধ্বনিভ্রম,ध्वनिभ्रम,ಧ್ವನಿಭ್ರಮ,ധ്വനിഭ്രമ,த்வநிப்ரம,ధ్వనిభ్రమ,دھونبھرم,ধ্নিভ্রম,ଧ୍ବନିଭ୍ରମ,ध्वनिभ्रम
Acolasia,अतिस्वानुरक्‍ति,અતિસ્વાનુરક્તિ,अतिस्वानुरक्ति,ਅਤਿਸ੍ਵਾਨੁਰਕ੍ਤਿ,অতিস্বানুরক্তি,अतिस्वानुरक्ति,ಅತಿಸ್ವಾನುರಕ್ತಿ,അതിസ്വാനുരക്തി,அதிஸ்வாநுரக்தி,అతిస్వానురక్తి,اتسوانرکتی,অতিস্ানুরক্তি,ଅତିସ୍ବାନୁରକ୍ତି,अतिस्वानुरक्ति
