English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Absorption peak,अवशोषण शिखर,અવશોષણ શિખર,अवशोषण शिखर,ਅਵਸ਼ੋ਷ਣ ਸ਼ਿਖਰ,অবশোষণ শিখর,अवशोषण शिखर,ಅವಶೋಷಣ ಶಿಖರ,അവശോഷണ ശിഖര,அவசோஷண சிகர,అవశోషణ శిఖర,اوشوشن شکھر,অশষণ শিখর,ଅବଶୋଷଣ ଶିଖର,अवशोषण शिखर
Absorption spectrum,अवशोषण स्पेक्ट्रम,અવશોષણ સ્પેક્ટ્રમ,अवशोषण स्पेक्ट्रम,ਅਵਸ਼ੋ਷ਣ ਸ੍ਪੇਕ੍ਟ੍ਰਮ,অবশোষণ স্পেক্ট্রম,अवशोषण स्पेक्ट्रम,ಹೀರಿಕೆ ವರ್ಣಪಟಲ,അവശോഷണ സ്പേക്ട്രമ,அவசோஷண ஸ்பேக்ட்ரம,అవశోషణ స్పేక్ట్రమ,جاذبیت اسپیکٹرم / طیف,অশষণ স্পক্ট্রম,"ଅବଶୋଷଣ ସ୍ପେକଟ୍ରମ, ଅବଶୋଷଣ ବର୍ଣ୍ଣାଳୀ",अवशोषण स्पेक्ट्रम
Absorptive endocytosis,अवशोषी अंतःकोशिकता,અવશોષી અંતઃકોશિકતા,अवशोषी अंतःकोशिकता,ਅਵਸ਼ੋ਷ੀ ਅਂਤਃਕੋਸ਼ਿਕਤਾ,অবশোষী অংতঃকোশিকতা,अवशोषी अंतःकोशिकता,ಅವಶೋಷೀ ಅಂತಃಕೋಶಿಕತಾ,അവശോഷീ അംതഃകോശികതാ,அவசோஷீ அங்தஃகோசிகதா,అవశోషీ అంతఃకోశికతా,اوشوشی انتشکوشکتا,অশষী অংতঃকশিকতা,ଅବଶୋଷୀ ଅଂତଃକୋଶିକତା,अवशोषी अंतःकोशिकता
Abzyme (catalytic antibody),एब्ज़ाइम (उत्प्रेरक प्रतिरक्षी),એબ્જ઼ાઇમ (ઉત્પ્રેરક પ્રતિરક્ષી),एब्ज़ाइम (उत्प्रेरक प्रतिरक्षी),ਏਬ੍ਜ਼ਾਇਮ (ਉਤ੍ਪ੍ਰੇਰਕ ਪ੍ਰਤਿਰਕ੍਷ੀ),এব্জ়াইম (উত্প্রেরক প্রতিরক্ষী),एब्ज़ाइम (उत्प्रेरक प्रतिरक्षी),ಏಬ್ಜ಼ಾಇಮ (ಉತ್ಪ್ರೇರಕ ಪ್ರತಿರಕ್ಷೀ),ഏബ്ജാഇമ (ഉത്പ്രേരക പ്രതിരക്ഷീ),ஏப்ஜாஇம (உத்ப்ரேரக ப்ரதிரக்ஷீ),ఏబ్జాఇమ (ఉత్ప్రేరక ప్రతిరక్షీ),ایبزائم (اتپریرک پرترکشی),ব্জ়াইম (উত্প্ররক প্রতিরক্ষী),ଏବ୍ଜ଼ାଇମ (ଉତ୍ପ୍ରେରକ ପ୍ରତିରକ୍ଷୀ),एब्ज़ाइम (उत्प्रेरक प्रतिरक्षी)
Acceptor junction,स्वीकारी संधिस्थल,સ્વીકારી સંધિસ્થલ,स्वीकारी संधिस्थल,ਸ੍ਵੀਕਾਰੀ ਸਂਧਿਸ੍ਥਲ,স্বীকারী সংধিস্থল,स्वीकारी संधिस्थल,ಸ್ವೀಕಾರೀ ಸಂಧಿಸ್ಥಲ,സ്വീകാരീ സംധിസ്ഥല,ஸ்வீகாரீ ஸங்திஸ்தல,స్వీకారీ సంధిస్థల,سویکاری سندھیستھل,স্ীকারী সংধিস্থল,ସ୍ବୀକାରୀ ସଂଧିସ୍ଥଲ,स्वीकारी संधिस्थल
Acceptor splicing site,स्वीकारी समबंधन स्थल,સ્વીકારી સમબંધન સ્થલ,स्वीकारी समबंधन स्थल,ਸ੍ਵੀਕਾਰੀ ਸਮਬਂਧਨ ਸ੍ਥਲ,স্বীকারী সমবংধন স্থল,स्वीकारी समबंधन स्थल,ಸ್ವೀಕಾರೀ ಸಮಬಂಧನ ಸ್ಥಲ,സ്വീകാരീ സമബംധന സ്ഥല,ஸ்வீகாரீ ஸமபங்தந ஸ்தல,స్వీకారీ సమబంధన స్థల,سویکاری سمبندھن ستھل,স্ীকারী সমবংধন স্থল,ସ୍ବୀକାରୀ ସମବଂଧନ ସ୍ଥଲ,स्वीकारी समबंधन स्थल
Acceptor stem,स्वीकारी उद्वर्ध,સ્વીકારી ઉદ્વર્ધ,स्वीकारी उद्वर्ध,ਸ੍ਵੀਕਾਰੀ ਉਦ੍ਵਰ੍ਧ,স্বীকারী উদ্বর্ধ,स्वीकारी उद्वर्ध,ಸ್ವೀಕಾರೀ ಉದ್ವರ್ಧ,സ്വീകാരീ ഉദ്വര്ധ,ஸ்வீகாரீ உத்வர்த,స్వీకారీ ఉద్వర్ధ,سویکاری ادوردھ,স্ীকারী উদ্র্ধ,ସ୍ବୀକାରୀ ଉଦ୍ବର୍ଧ,स्वीकारी उद्वर्ध
Accessory cell,सहायक कोशिका,સહાયક કોશિકા,सहायक कोशिका,ਸਹਾਯਕ ਕੋਸ਼ਿਕਾ,সহাযক কোশিকা,सहायक कोशिका,ಸಹಾಯಕ ಜೀವಕೋಶ; ಆನುಷಂಗಿಕ ಜೀವಕೋಶ.,സഹായക കോശികാ,ஸஹாயக கோசிகா,సహాయక కోశికా,سہایک کوشکا,সহাযক কশিকা,ସହାଯକ କୋଶିକା,सहायक कोशिका
Accessory chromosome,सहयाक गुणसूत्र,સહયાક ગુણસૂત્ર,सहयाक गुणसूत्र,ਸਹਯਾਕ ਗੁਣਸੂਤ੍ਰ,সহযাক গুণসূত্র,सहयाक गुणसूत्र,ಸಹಯಾಕ ಗುಣಸೂತ್ರ,സഹയാക ഗുണസൂത്ര,ஸஹயாக குணஸூத்ர,సహయాక గుణసూత్ర,سہیاک گنسوتر,সহযাক গুণসূত্র,ସହଯାକ ଗୁଣସୂତ୍ର,सहयाक गुणसूत्र
Accessory factor,"अतिरिक्त कारक, सहायक कारक","અતિરિક્ત કારક, સહાયક કારક","अतिरिक्त कारक, सहायक कारक","ਅਤਿਰਿਕ੍ਤ ਕਾਰਕ, ਸਹਾਯਕ ਕਾਰਕ","অতিরিক্ত কারক, সহাযক কারক","अतिरिक्त कारक, सहायक कारक","ಅತಿರಿಕ್ತ ಕಾರಕ, ಸಹಾಯಕ ಕಾರಕ","അതിരിക്ത കാരക, സഹായക കാരക","அதிரிக்த காரக, ஸஹாயக காரக","అతిరిక్త కారక, సహాయక కారక",اترکت کارک، سہایک کارک,"অতিরিক্ত কারক, সহাযক কারক","ଅତିରିକ୍ତ କାରକ, ସହାଯକ କାରକ","अतिरिक्त कारक, सहायक कारक"
Accessory female gland,सहायक मादा ग्रंथि,સહાયક માદા ગ્રંથિ,सहायक मादा ग्रंथि,ਸਹਾਯਕ ਮਾਦਾ ਗ੍ਰਂਥਿ,সহাযক মাদা গ্রংথি,सहायक मादा ग्रंथि,ಸಹಾಯಕ ಮಾದಾ ಗ್ರಂಥಿ,സഹായക മാദാ ഗ്രംഥി,ஸஹாயக மாதா க்ரங்தி,సహాయక మాదా గ్రంథి,سہایک مادہ گرنتھی,সহাযক মাদা গ্রংথি,ସହାଯକ ମାଦା ଗ୍ରଂଥି,सहायक मादा ग्रंथि
Accessory fibril,सहायक तंतुक,સહાયક તંતુક,सहायक तंतुक,ਸਹਾਯਕ ਤਂਤੁਕ,সহাযক তংতুক,सहायक तंतुक,ಸಹಾಯಕ ತಂತುಕ,സഹായക തംതുക,ஸஹாயக தங்துக,సహాయక తంతుక,سہایک تنتک,সহাযক তংতুক,ସହାଯକ ତଂତୁକ,सहायक तंतुक
Accessory flagellum,सहायक कशाभ,સહાયક કશાભ,सहायक कशाभ,ਸਹਾਯਕ ਕਸ਼ਾਭ,সহাযক কশাভ,सहायक कशाभ,ಸಹಾಯಕ ಕಶಾಭ,സഹായക കശാഭ,ஸஹாயக கசாப,సహాయక కశాభ,سہایک کشابھ,সহাযক কশাভ,ସହାୟକ କଶାଭ,सहायक कशाभ
Accessory gland,सहायक ग्रंथि,સહાયક ગ્રંથિ,सहायक ग्रंथि,ਸਹਾਯਕ ਗ੍ਰਂਥਿ,সহাযক গ্রংথি,सहायक ग्रंथि,ಆನುಷಂಗಿಕ ಗ್ರಂಥಿ,സഹായക ഗ്രംഥി,ஸஹாயக க்ரங்தி,సహాయక గ్రంథి,سہایک گرنتھی,সহাযক গ্রংথি,ସହାୟକ ଗ୍ରନ୍ଥୀ,सहायक ग्रंथि
Accessory growth factor,सहायक वृद्धि कारक,સહાયક વૃદ્ધિ કારક,सहायक वृद्धि कारक,ਸਹਾਯਕ ਵ੃ਦ੍ਧਿ ਕਾਰਕ,সহাযক বৃদ্ধি কারক,सहायक वृद्धि कारक,ಸಹಾಯಕ ವೃದ್ಧಿ ಕಾರಕ,സഹായക വൃദ്ധി കാരക,ஸஹாயக வ்ருத்தி காரக,సహాయక వృద్ధి కారక,سہایک وردھی کارک,সহাযক ৃদ্ধি কারক,ସହାୟକ ବୃଦ୍ଧି କାରକ,सहायक वृद्धि कारक
Accessory nephridiopore,सहायक वृक्ककरंध्र,સહાયક વૃક્કકરંધ્ર,सहायक वृक्ककरंध्र,ਸਹਾਯਕ ਵ੃ਕ੍ਕਕਰਂਧ੍ਰ,সহাযক বৃক্ককরংধ্র,सहायक वृक्ककरंध्र,ಸಹಾಯಕ ವೃಕ್ಕಕರಂಧ್ರ,സഹായക വൃക്കകരംധ്ര,ஸஹாயக வ்ருக்ககரங்த்ர,సహాయక వృక్కకరంధ్ర,سہایک ورککرندھر,সহাযক ৃক্ককরংধ্র,ସହାଯକ ବୃକ୍କକରଂଧ୍ର,सहायक वृक्ककरंध्र
Accessory nucleus,सहायक केंद्रक,સહાયક કેંદ્રક,सहायक केंद्रक,ਸਹਾਯਕ ਕੇਂਦ੍ਰਕ,সহাযক কেংদ্রক,सहायक केंद्रक,ಸಹಾಯಕ ಕೇಂದ್ರಕ,സഹായക കേംദ്രക,ஸஹாயக கேங்த்ரக,సహాయక కేంద్రక,سہایک کیندرک,সহাযক কংদ্রক,ସହାଯକ କେଂଦ୍ରକ,सहायक केंद्रक
Accessory pigment,सहायक वर्णक,સહાયક વર્ણક,सहायक वर्णक,ਸਹਾਯਕ ਵਰ੍ਣਕ,সহাযক বর্ণক,सहायक वर्णक,ಸಹಾಯಕ ವರ್ಣದ್ರವ್ಯ,സഹായക വര്ണക,ஸஹாயக வர்ணக,సహాయక వర్ణక,سہایک ورنک,সহাযক র্ণক,ସହାୟକ ବର୍ଣ୍ଣକ,सहायक वर्णक
Accessory pore,सहायक रंध्र,સહાયક રંધ્ર,सहायक रंध्र,ਸਹਾਯਕ ਰਂਧ੍ਰ,সহাযক রংধ্র,सहायक रंध्र,ಸಹಾಯಕ ರಂಧ್ರ,സഹായക രംധ്ര,ஸஹாயக ரங்த்ர,సహాయక రంధ్ర,سہایک رندھر,সহাযক রংধ্র,ସହାୟକ ରନ୍ଧ୍ର,सहायक रंध्र
Acellular,अकोशिकीय,અકોશિકીય,अकोशिकीय,ਅਕੋਸ਼ਿਕੀਯ,অকোশিকীয,अकोशिकीय,ಅಕೋಶಿಕೀಯ,അകോശികീയ,அகோசிகீய,అకోశికీయ,اکوشکیہ,অকশিকীয,ଅକୋଶିକୀଯ,अकोशिकीय
Acellular organism,अकोशिकीय जीव,અકોશિકીય જીવ,अकोशिकीय जीव,ਅਕੋਸ਼ਿਕੀਯ ਜੀਵ,অকোশিকীয জীব,अकोशिकीय जीव,ಅಕೋಶಿಕೀಯ ಜೀವ,അകോശികീയ ജീവ,அகோசிகீய ஜீவ,అకోశికీయ జీవ,اکوشکیہ جیو,অকশিকীয জী,ଅକୋଷୀୟ ଜୀବ,अकोशिकीय जीव
Acentric,अकेंद्री,અકેંદ્રી,अकेंद्री,ਅਕੇਂਦ੍ਰੀ,অকেংদ্রী,अकेंद्री,ಅಕೇಂದ್ರಿಯ.,അകേംദ്രീ,அகேங்த்ரீ,అకేంద్రీ,اکیندری,অকংদ্রী,ଅକେନ୍ଦ୍ରୀ,अकेंद्री
Acentric fragment,अकेंद्री खंड,અકેંદ્રી ખંડ,अकेंद्री खंड,ਅਕੇਂਦ੍ਰੀ ਖਂਡ,অকেংদ্রী খংড,अकेंद्री खंड,ಅಕೇಂದ್ರೀ ಖಂಡ,അകേംദ്രീ ഖംഡ,அகேங்த்ரீ கங்ட,అకేంద్రీ ఖండ,اکیندری کھنڈ,অকংদ্রী খংড,ଅକେନ୍ଦ୍ରୀ ଖଣ୍ଡ,अकेंद्री खंड
Acetabularia,ऐसीटेबुलेरिया,ઐસીટેબુલેરિયા,ऐसीटेबुलेरिया,ਐਸੀਟੇਬੁਲੇਰਿਯਾ,ঐসীটেবুলেরিযা,ऐसीटेबुलेरिया,ಐಸೀಟೇಬುಲೇರಿಯಾ,ഐസീടേബുലേരിയാ,ஐஸீடேபுலேரியா,ఐసీటేబులేరియా,ایسیٹیبولیریا,ঐসীটবুলরিযা,ଐସୀଟେବୁଲେରିଯା,ऐसीटेबुलेरिया
Acetabularia crenulata*,ऐसिटेबुलेरिया क्रेनुलाटा,ઐસિટેબુલેરિયા ક્રેનુલાટા,ऐसिटेबुलेरिया क्रेनुलाटा,ਐਸਿਟੇਬੁਲੇਰਿਯਾ ਕ੍ਰੇਨੁਲਾਟਾ,ঐসিটেবুলেরিযা ক্রেনুলাটা,ऐसिटेबुलेरिया क्रेनुलाटा,ಐಸಿಟೇಬುಲೇರಿಯಾ ಕ್ರೇನುಲಾಟಾ,ഐസിടേബുലേരിയാ ക്രേനുലാടാ,ஐஸிடேபுலேரியா க்ரேநுலாடா,ఐసిటేబులేరియా క్రేనులాటా,ایسٹیبولیریا کرینولاٹا,ঐসিটবুলরিযা ক্রনুলাটা,ଐସିଟେବୁଲେରିଯା କ୍ରେନୁଲାଟା,ऐसिटेबुलेरिया क्रेनुलाटा
Acetabularia mediterranea*,ऐसीटेबुलेरिया मेजीटेरेनिया,ઐસીટેબુલેરિયા મેજીટેરેનિયા,ऐसीटेबुलेरिया मेजीटेरेनिया,ਐਸੀਟੇਬੁਲੇਰਿਯਾ ਮੇਜੀਟੇਰੇਨਿਯਾ,ঐসীটেবুলেরিযা মেজীটেরেনিযা,ऐसीटेबुलेरिया मेजीटेरेनिया,ಐಸೀಟೇಬುಲೇರಿಯಾ ಮೇಜೀಟೇರೇನಿಯಾ,ഐസീടേബുലേരിയാ മേജീടേരേനിയാ,ஐஸீடேபுலேரியா மேஜீடேரேநியா,ఐసీటేబులేరియా మేజీటేరేనియా,ایسیٹیبولیریا میجیٹیرینیا,ঐসীটবুলরিযা মজীটরনিযা,ଐସୀଟେବୁଲେରିଯା ମେଜୀଟେରେନିଯା,ऐसीटेबुलेरिया मेजीटेरेनिया
Acetic fermentation,ऐसीटिक किण्वन,ઐસીટિક કિણ્વન,ऐसीटिक किण्वन,ਐਸੀਟਿਕ ਕਿਣ੍ਵਨ,ঐসীটিক কিণ্বন,ऐसीटिक किण्वन,ಐಸೀಟಿಕ ಕಿಣ್ವನ,ഐസീടിക കിണ്വന,ஐஸீடிக கிண்வந,ఐసీటిక కిణ్వన,ایسیٹک کنون,ঐসীটিক কিণ্ন,ଐସୀଟିକ କିଣ୍ବନ,ऐसीटिक किण्वन
Acetoacetate,ऐसीटोऐसीटेट,ઐસીટોઐસીટેટ,ऐसीटोऐसीटेट,ਐਸੀਟੋਐਸੀਟੇਟ,ঐসীটোঐসীটেট,ऐसीटोऐसीटेट,ಐಸೀಟೋಐಸೀಟೇಟ,ഐസീടോഐസീടേട,ஐஸீடோஐஸீடேட,ఐసీటోఐసీటేట,ایسیٹویسیٹیٹ,ঐসীটঐসীটট,ଐସୀଟୋଐସୀଟେଟ,ऐसीटोऐसीटेट
Acetoacetic acid,ऐसीटोऐसीटिक अम्ल,ઐસીટોઐસીટિક અમ્લ,ऐसीटोऐसीटिक अम्ल,ਐਸੀਟੋਐਸੀਟਿਕ ਅਮ੍ਲ,ঐসীটোঐসীটিক অম্ল,ऐसीटोऐसीटिक अम्ल,ಐಸೀಟೋಐಸೀಟಿಕ ಅಮ್ಲ,ഐസീടോഐസീടിക അമ്ല,ஐஸீடோஐஸீடிக அம்ல,ఐసీటోఐసీటిక అమ్ల,ایسیٹویسیٹک عمل,ঐসীটঐসীটিক অম্ল,ଐସୀଟୋଐସୀଟିକ ଅମ୍ଲ,ऐसीटोऐसीटिक अम्ल
Acetocarmine,ऐसीटोकार्मीन,ઐસીટોકાર્મીન,ऐसीटोकार्मीन,ਐਸੀਟੋਕਾਰ੍ਮੀਨ,ঐসীটোকার্মীন,ऐसीटोकार्मीन,ಐಸೀಟೋಕಾರ್ಮೀನ,ഐസീടോകാര്മീന,ஐஸீடோகார்மீந,ఐసీటోకార్మీన,ایسیٹوکارمین,ঐসীটকার্মীন,ଐସୀଟୋକାର୍ମୀନ,ऐसीटोकार्मीन
Acetoorcein,ऐसीटोऑर्सीन,ઐસીટોઑર્સીન,ऐसीटोऑर्सीन,ਐਸੀਟੋ਑ਰ੍ਸੀਨ,ঐসীটোঔর্সীন,ऐसीटोऑर्सीन,ಐಸೀಟೋಔರ್ಸೀನ,ഐസീടോഔര്സീന,ஐஸீடோஔர்ஸீந,ఐసీటోఔర్సీన,ایسیٹوآرسین,ঐসীটর্সীন,ଐସୀଟୋଔର୍ସୀନ,ऐसीटोऑर्सीन
Acetoorcein stain,ऐसीटोऑर्सीन अभिरंजक,ઐસીટોઑર્સીન અભિરંજક,ऐसीटोऑर्सीन अभिरंजक,ਐਸੀਟੋ਑ਰ੍ਸੀਨ ਅਭਿਰਂਜਕ,ঐসীটোঔর্সীন অভিরংজক,ऐसीटोऑर्सीन अभिरंजक,ಐಸೀಟೋಔರ್ಸೀನ ಅಭಿರಂಜಕ,ഐസീടോഔര്സീന അഭിരംജക,ஐஸீடோஔர்ஸீந அபிரங்ஜக,ఐసీటోఔర్సీన అభిరంజక,ایسیٹوآرسین ابھرنجک,ঐসীটর্সীন অভিরংজক,ଐସୀଟୋଔର୍ସୀନ ଅଭିରଂଜକ,ऐसीटोऑर्सीन अभिरंजक
Acetylase,ऐसिटिलेज़,ઐસિટિલેજ઼,ऐसिटिलेज़,ਐਸਿਟਿਲੇਜ਼,ঐসিটিলেজ়,ऐसिटिलेज़,ಐಸಿಟಿಲೇಜ಼,ഐസിടിലേജ,ஐஸிடிலேஜ,ఐసిటిలేజ,ایسٹلیز,ঐসিটিলজ়,ଐସିଟିଲେଜ଼,ऐसिटिलेज़
Acetylcholine,ऐसीटिलकोलीन,ઐસીટિલકોલીન,ऐसीटिलकोलीन,ਐਸੀਟਿਲਕੋਲੀਨ,ঐসীটিলকোলীন,ऐसीटिलकोलीन,ಐಸೀಟಿಲಕೋಲೀನ,ഐസീടിലകോലീന,ஐஸீடிலகோலீந,ఐసీటిలకోలీన,ایسیٹلکولین,ঐসীটিলকলীন,ଐସୀଟିଲକୋଲୀନ,ऐसीटिलकोलीन
Acetylcholine receptor,ऐसीटिलकोलीन ग्राही,ઐસીટિલકોલીન ગ્રાહી,ऐसीटिलकोलीन ग्राही,ਐਸੀਟਿਲਕੋਲੀਨ ਗ੍ਰਾਹੀ,ঐসীটিলকোলীন গ্রাহী,ऐसीटिलकोलीन ग्राही,ಐಸೀಟಿಲಕೋಲೀನ ಗ್ರಾಹೀ,ഐസീടിലകോലീന ഗ്രാഹീ,ஐஸீடிலகோலீந க்ராஹீ,ఐసీటిలకోలీన గ్రాహీ,ایسیٹلکولین گراہی,ঐসীটিলকলীন গ্রাহী,ଐସୀଟିଲକୋଲୀନ ଗ୍ରାହୀ,ऐसीटिलकोलीन ग्राही
Acetylcholinesterase,ऐसीटिलकोलीनेस्टेरेज़,ઐસીટિલકોલીનેસ્ટેરેજ઼,ऐसीटिलकोलीनेस्टेरेज़,ਐਸੀਟਿਲਕੋਲੀਨੇਸ੍ਟੇਰੇਜ਼,ঐসীটিলকোলীনেস্টেরেজ়,ऐसीटिलकोलीनेस्टेरेज़,ಐಸೀಟಿಲಕೋಲೀನೇಸ್ಟೇರೇಜ಼,ഐസീടിലകോലീനേസ്ടേരേജ,ஐஸீடிலகோலீநேஸ்டேரேஜ,ఐసీటిలకోలీనేస్టేరేజ,ایسیٹلکولینیسٹیریز,ঐসীটিলকলীনস্টরজ়,ଐସୀଟିଲକୋଲୀନେସ୍ଟେରେଜ଼,ऐसीटिलकोलीनेस्टेरेज़
