English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Acquisition period,अर्जनावधि,અર્જનાવધિ,अर्जनावधि,ਅਰ੍ਜਨਾਵਧਿ,অর্জনাবধি,अर्जनावधि,ಅರ್ಜನಾವಧಿ,അര്ജനാവധി,அர்ஜநாவதி,అర్జనావధి,ارجناودھی,অর্জনাধি,ଅର୍ଜନାବଧି,अर्जनावधि
Actin,ऐक्टिन,ઐક્ટિન,ऐक्टिन,ਐਕ੍ਟਿਨ,ঐক্টিন,ऐक्टिन,ಐಕ್ಟಿನ,ഐക്ടിന,ஐக்டிந,ఐక్టిన,ایکٹن,ঐক্টিন,ଐକ୍ଟିନ,ऐक्टिन
Active resistance,सक्रिय प्रतिरोध,સક્રિય પ્રતિરોધ,सक्रिय प्रतिरोध,ਸਕ੍ਰਿਯ ਪ੍ਰਤਿਰੋਧ,সক্রিয প্রতিরোধ,सक्रिय प्रतिरोध,ಸಕ್ರಿಯ ಪ್ರತಿರೋಧ,സക്രിയ പ്രതിരോധ,ஸக்ரிய ப்ரதிரோத,సక్రియ ప్రతిరోధ,سکریہ پرترودھ,সক্রিয প্রতিরধ,ସକ୍ରିଯ ପ୍ରତିରୋଧ,सक्रिय प्रतिरोध
Acute,निशिताग्र,નિશિતાગ્ર,निशिताग्र,"ਤੇਜ,ਤਿੱਖਾ",নিশিতাগ্র,निशिताग्र,ಲಘು,നിശിതാഗ്ര,நிசிதாக்ர,నిశితాగ్ర,نشتاگر,নিশিতাগ্র,ନିଶିତାଗ୍ର,निशिताग्र
Adanal,अधिगुद,અધિગુદ,अधिगुद,ਅਧਿਗੁਦ,অধিগুদ,अधिगुद,ಅಧಿಗುದ,അധിഗുദ,அதிகுத,అధిగుద,ادھگد,অধিগুদ,ଅଧିଗୁଦ,अधिगुद
Adanal copulatory papilla,अधिगुद मैथुन पिप्पल,અધિગુદ મૈથુન પિપ્પલ,अधिगुद मैथुन पिप्पल,ਅਧਿਗੁਦ ਮੈਥੁਨ ਪਿਪ੍ਪਲ,অধিগুদ মৈথুন পিপ্পল,अधिगुद मैथुन पिप्पल,ಅಧಿಗುದ ಮೈಥುನ ಪಿಪ್ಪಲ,അധിഗുദ മൈഥുന പിപ്പല,அதிகுத மைதுந பிப்பல,అధిగుద మైథున పిప్పల,ادھگد میتھن پپل,অধিগুদ মৈথুন পিপ্পল,ଅଧିଗୁଦ ମୈଥୁନ ପିପ୍ପଲ,अधिगुद मैथुन पिप्पल
Adanal supplement,अधिगुद संपूरक,અધિગુદ સંપૂરક,अधिगुद संपूरक,ਅਧਿਗੁਦ ਸਂਪੂਰਕ,অধিগুদ সংপূরক,अधिगुद संपूरक,ಅಧಿಗುದ ಸಂಪೂರಕ,അധിഗുദ സംപൂരക,அதிகுத ஸங்பூரக,అధిగుద సంపూరక,ادھگد سمپورک,অধিগুদ সংপূরক,ଅଧିଗୁଦ ସଂପୂରକ,अधिगुद संपूरक
Adaptation,अनुकूलन,"અનુકૂલન, રૂપાંતર, દત્તકવિધાન","जुळणी, अनुकुलन","ਅਨੁਕੂਲਣ, ਰੂਪ ਅਨੁਕੂਲ, ਰੂਪਾਂਤਰ","অভিযোজন,প্রতিযোজন,গ্রহণ","रूपांतर,अनुकूलन",ಹೊಂದಾಣಿಕೆ,അനുയോജനം,"தழுவல், பொருத்தமாக்கிக் கொள்ளுதல்","పొందు పరుచుట,అనుసరణ",تطابق,"অনুকূলনঅভিযোজন,প্রতিযোজন,",ସ୍ୱୀକରଣ,"1. अनुकूलन, संयोजन 2. रूपान्तरण"
Additive resistance,योज्य प्रतिरोध,યોજ્ય પ્રતિરોધ,योज्य प्रतिरोध,ਯੋਜ੍ਯ ਪ੍ਰਤਿਰੋਧ,যোজ্য প্রতিরোধ,योज्य प्रतिरोध,ಯೋಜ್ಯ ಪ್ರತಿರೋಧ,യോജ്യ പ്രതിരോധ,யோஜ்ய ப்ரதிரோத,యోజ్య ప్రతిరోధ,یوجیہ پرترودھ,যজ্য প্রতিরধ,ଯୋଜ୍ଯ ପ୍ରତିରୋଧ,योज्य प्रतिरोध
Adductor muscel,अभिवर्तनी पेशी,અભિવર્તની પેશી,अभिवर्तनी पेशी,ਅਭਿਵਰ੍ਤਨੀ ਪੇਸ਼ੀ,অভিবর্তনী পেশী,अभिवर्तनी पेशी,ಅಭಿವರ್ತನೀ ಪೇಶೀ,അഭിവര്തനീ പേശീ,அபிவர்தநீ பேசீ,అభివర్తనీ పేశీ,ابھورتنی پیشی,অভির্তনী পশী,ଅଭିବର୍ତନୀ ପେଶୀ,अभिवर्तनी पेशी
Adeniform,ग्रंथिरूप,ગ્રંથિરૂપ,ग्रंथिरूप,ਗ੍ਰਂਥਿਰੂਪ,গ্রংথিরূপ,ग्रंथिरूप,ಗ್ರಂಥಿರೂಪ,ഗ്രംഥിരൂപ,க்ரங்திரூப,గ్రంథిరూప,گرنتھروپ,গ্রংথিরূপ,ଗ୍ରଂଥିରୂପ,ग्रंथिरूप
Ahesion,आसंजन,આસંજન,आसंजन,ਆਸਂਜਨ,আসংজন,आसंजन,ಆಸಂಜನ,ആസംജന,ஆஸங்ஜந,ఆసంజన,آسنجن,আসংজন,ଆସଂଜନ,आसंजन
Adhesive bristle,आसंजन शूक,આસંજન શૂક,आसंजन शूक,ਆਸਂਜਨ ਸ਼ੂਕ,আসংজন শূক,आसंजन शूक,ಆಸಂಜನ ಶೂಕ,ആസംജന ശൂക,ஆஸங்ஜந சூக,ఆసంజన శూక,آسنجن شوک,আসংজন শূক,ଆସଂଜନ ଶୂକ,आसंजन शूक
Adhesive tube,आसंजन नलिका,આસંજન નલિકા,आसंजन नलिका,ਆਸਂਜਨ ਨਲਿਕਾ,আসংজন নলিকা,आसंजन नलिका,ಆಸಂಜನ ನಲಿಕಾ,ആസംജന നലികാ,ஆஸங்ஜந நலிகா,ఆసంజన నలికా,آسنجن نلکا,আসংজন নলিকা,ଆସଂଜନ ନଲିକା,आसंजन नलिका
ADP (adenosine diphosphate),ए.डी.पी. (ऐडेनोसीन डाइफॉस्फेट),એ.ડી.પી. (ઐડેનોસીન ડાઇફૉસ્ફેટ),ए.डी.पी. (ऐडेनोसीन डाइफॉस्फेट),ਏ.ਡੀ.ਪੀ. (ਐਡੇਨੋਸੀਨ ਡਾਇਫ੉ਸ੍ਫੇਟ),এ.ডী.পী. (ঐডেনোসীন ডাইফৌস্ফেট),ए.डी.पी. (ऐडेनोसीन डाइफॉस्फेट),ಏ.ಡೀ.ಪೀ. (ಐಡೇನೋಸೀನ ಡಾಇಫೌಸ್ಫೇಟ),ഏ.ഡീ.പീ. (ഐഡേനോസീന ഡാഇഫൌസ്ഫേട),ஏ.டீ.பீ. (ஐடேநோஸீந டாஇபௌஸ்பேட),ఏ.డీ.పీ. (ఐడేనోసీన డాఇఫౌస్ఫేట),ای۔ڈی۔پی۔ (ایڈینوسین ڈائفاسپھیٹ),.ডী.পী. (ঐডনসীন ডাইফস্ফট),ଏ.ଡୀ.ପୀ. (ଐଡେନୋସୀନ ଡାଇଫୌସ୍ଫେଟ),ए.डी.पी. (ऐडेनोसीन डाइफॉस्फेट)
Adsorption,अधिशोषण,અધિશોષણ,अधिशोषण,ਅਧਿਸ਼ੋ਷ਣ,অধিশোষণ,अधिशोषण,ಅಧಿಶೋಷಣೆ,അധിശോഷണ,அதிசோஷண,అధిశోషణ,سطحی جاذبیت,অধিশষণ,ଅଧିଶୋଷଣ,अधिशोषण
Aerial,वायवीय,વાયવીય,वायवीय,"ਹਵਾਈ,ਹਵਾਈ ਤਾਰ",বাযবীয,वायवीय,ಆಕಾಶೀಯ,വായവീയ,வாயவீய,వాయవీయ,ایریل / ہوائی,াযীয,"ବାୟବୀୟ, ଆକାଶୀ",वायवीय
Aerobic respiration,वायुजीवी श्वसन,વાયુજીવી શ્વસન,वायुजीवी श्वसन,ਵਾਯੁਜੀਵੀ ਸ਼੍ਵਸਨ,বাযুজীবী শ্বসন,वायुजीवी श्वसन,ವಾಯುವಿಕ ಉಸಿರಾಟ,വായുജീവീ ശ്വസന,வாயுஜீவீ ச்வஸந,వాయుజీవీ శ్వసన,وایجیوی شوسن,াযুজীী শ্সন,ବାୟୁଶ୍ଵସନ,वायुजीवी श्वसन
Affinity,बंधुता,બંધુતા,बंधुता,ਬਂਧੁਤਾ,বংধুতা,बंधुता,"ಬಂಧುತ್ವ, ನಂಟು",ബംധുതാ,பங்துதா,బంధుతా,رغبت,বংধুতা,"ସଂପର୍କ, ଐକ୍ୟ, ବଂଧୁତା, ସ୍ଵଜାତୀୟତା",बंधुता
Agar-agar,ऐगार-ऐगार,ઐગાર-ઐગાર,ऐगार-ऐगार,ਐਗਾਰ-ਐਗਾਰ,ঐগার-ঐগার,ऐगार-ऐगार,ಐಗಾರ-ಐಗಾರ,ഐഗാര-ഐഗാര,ஐகார-ஐகார,ఐగార-ఐగార,ایگار-ایگار,ঐগার-ঐগার,ଐଗାର-ଐଗାର,ऐगार-ऐगार
Ageing,जरण,જરણ,जरण,ਜਰਣ,জরণ,जरण,ಸಂಗ್ರಹಣೆಯಿಂದ ಹಳೆಯದಾಗಿಸು / ಮಾಗಿಸು / ಪಕ್ವ ಗೊಳಿಸು,ജരണ,ஜரண,జరణ,جرن,জরণ,ଜରଣ,जरण
Aglanchus,ऐग्लैंकस,ઐગ્લૈંકસ,ऐग्लैंकस,ਐਗ੍ਲੈਂਕਸ,ঐগ্লৈংকস,ऐग्लैंकस,ಐಗ್ಲೈಂಕಸ,ഐഗ്ലൈംകസ,ஐக்லைங்கஸ,ఐగ్లైంకస,ایگلینکس,ঐগ্লৈংকস,ଐଗ୍ଲୈଂକସ,ऐग्लैंकस
Agro-ecosystem,कृषि-पारितंत्र,કૃષિ-પારિતંત્ર,कृषि-पारितंत्र,ਕ੃਷ਿ-ਪਾਰਿਤਂਤ੍ਰ,কৃষি-পারিতংত্র,कृषि-पारितंत्र,ಕೃಷಿ-ಪಾರಿತಂತ್ರ,കൃഷി-പാരിതംത്ര,க்ருஷி-பாரிதங்த்ர,కృషి-పారితంత్ర,کرشی-پارتنتر,কৃষি-পারিতংত্র,କୃଷି-ପାରିତଂତ୍ର,कृषि-पारितंत्र
Agro-pesticide,कृषि पीड़कनाशी,કૃષિ પીડ઼કનાશી,कृषि पीड़कनाशी,ਕ੃਷ਿ ਪੀਡ਼ਕਨਾਸ਼ੀ,কৃষি পীড়কনাশী,कृषि पीड़कनाशी,ಕೃಷಿ ಪೀಡ಼ಕನಾಶೀ,കൃഷി പീഡകനാശീ,க்ருஷி பீடகநாசீ,కృషి పీడకనాశీ,کرشی پیڑکناشی,কৃষি পীড়কনাশী,କୃଷି ପୀଡ଼କନାଶୀ,कृषि पीड़कनाशी
Air-sac parasite,वायु-कोश परजीवी,વાયુ-કોશ પરજીવી,वायु-कोश परजीवी,ਵਾਯੁ-ਕੋਸ਼ ਪਰਜੀਵੀ,বাযু-কোশ পরজীবী,वायु-कोश परजीवी,ವಾಯು-ಕೋಶ ಪರಜೀವೀ,വായു-കോശ പരജീവീ,வாயு-கோச பரஜீவீ,వాయు-కోశ పరజీవీ,وایو-کوش پرجیوی,াযু-কশ পরজীী,ବାଯୁ-କୋଶ ପରଜୀବୀ,वायु-कोश परजीवी
Ala,पक्षक लंबाईवत् स्थूलीकरण के कारण क्यूटिकल का विस्तार।,પક્ષક લંબાઈવત્ સ્થૂલીકરણ કે કારણ ક્યૂટિકલ કા વિસ્તાર.,पक्षक लंबाईवत् स्थूलीकरण के कारण क्यूटिकल का विस्तार.,ਪਕ੍਷ਕ ਲਂਬਾਈਵਤ੍ ਸ੍ਥੂਲੀਕਰਣ ਕੇ ਕਾਰਣ ਕ੍ਯੂਟਿਕਲ ਕਾ ਵਿਸ੍ਤਾਰ.,পক্ষক লংবাঈবত্ স্থূলীকরণ কে কারণ ক্যূটিকল কা বিস্তার.,पक्षक लंबाईवत् स्थूलीकरण के कारण क्यूटिकल का विस्तार.,ಪಕ್ಷಕ ಲಂಬಾಈವತ್ ಸ್ಥೂಲೀಕರಣ ಕೇ ಕಾರಣ ಕ್ಯೂಟಿಕಲ ಕಾ ವಿಸ್ತಾರ.,പക്ഷക ലംബാഈവത് സ്ഥൂലീകരണ കേ കാരണ ക്യൂടികല കാ വിസ്താര.,பக்ஷக லங்பாஈவத் ஸ்தூலீகரண கே காரண க்யூடிகல கா விஸ்தார.,పక్షక లంబాఈవత్ స్థూలీకరణ కే కారణ క్యూటికల కా విస్తార.,پکشک لمبائیوت ستھولیکرن کے کارن کیوٹکل کا وستار۔,পক্ষক লংবাঈত্ স্থূলীকরণ ক কারণ ক্যূটিকল কা িস্তার.,ପକ୍ଷକ,पक्षक लंबाईवत् स्थूलीकरण के कारण क्यूटिकल का विस्तार.
Alaeform,पक्षरूप,પક્ષરૂપ,पक्षरूप,ਪਕ੍਷ਰੂਪ,পক্ষরূপ,पक्षरूप,ಪಕ್ಷರೂಪ,പക്ഷരൂപ,பக்ஷரூப,పక్షరూప,پکشروپ,পক্ষরূপ,ପକ୍ଷରୂପ,पक्षरूप
Alar,पक्षाभ,પક્ષાભ,पक्षाभ,ਪਕ੍਷ਾਭ,পক্ষাভ,पक्षाभ,ಪಕ್ಷಾಭ,പക്ഷാഭ,பக்ஷாப,పక్షాభ,پکشابھ,পক্ষাভ,ପକ୍ଷାଭ,पक्षाभ
Alate,सपक्षक,સપક્ષક,सपक्षक,ਸਪਕ੍਷ਕ,সপক্ষক,सपक्षक,ರೆಕ್ಕೆಯಂತಿರುವ.,സപക്ഷക,ஸபக்ஷக,సపక్షక,سپکشک,সপক্ষক,ସପକ୍ଷକ,सपक्षक
Alimentary canal,आहार नाल,આહાર નાલ,आहार नाल,ਆਹਾਰ ਨਾਲ,আহার নাল,आहार नाल,ಜೀರ್ಣನಾಳ,ആഹാര നാല,ஆஹார நால,ఆహార నాల,آہار نال,আহার নাল,"ପୌଷ୍ଟିକନଳୀ, ପାକନଳୀ, ଆହାରନଳୀ",आहार नाल
Aliquot,संखंड,સંખંડ,संखंड,ਸਂਖਂਡ,সংখংড,संखंड,"ಸಮಭಾಗ, ಸರಿಪಾಲು",സംഖംഡ,ஸங்கங்ட,సంఖండ,سنکھنڈ,সংখংড,ସଂଖଂଡ,संखंड
Allele (allelomorph),विकल्पी (विकल्परूपी),વિકલ્પી (વિકલ્પરૂપી),विकल्पी (विकल्परूपी),ਵਿਕਲ੍ਪੀ (ਵਿਕਲ੍ਪਰੂਪੀ),বিকল্পী (বিকল্পরূপী),विकल्पी (विकल्परूपी),ವಿಕಲ್ಪೀ (ವಿಕಲ್ಪರೂಪೀ),വികല്പീ (വികല്പരൂപീ),விகல்பீ (விகல்பரூபீ),వికల్పీ (వికల్పరూపీ),وکلپی (وکلپروپی),িকল্পী (িকল্পরূপী),ବିକଲ୍ପୀ (ବିକଲ୍ପରୂପୀ),विकल्पी (विकल्परूपी)
Allelopathy,ऐलीलोपैथी,ઐલીલોપૈથી,ऐलीलोपैथी,ਐਲੀਲੋਪੈਥੀ,ঐলীলোপৈথী,ऐलीलोपैथी,ಒಂದು ಗಿಡ ಮತ್ತೊಂದು ಗಿಡಕ್ಕೆ ಮಾಡುವ ರಾಸಾಯನಿಕ ಹಾನಿ,ഐലീലോപൈഥീ,ஐலீலோபைதீ,ఐలీలోపైథీ,ایلیلوپیتھی,ঐলীলপৈথী,ଐଲୀଲୋପୈଥୀ,ऐलीलोपैथी
Allergy,"प्रत्यूर्जता, ऐलर्जी","પ્રત્યૂર્જતા, ઐલર્જી","प्रत्यूर्जता, ऐलर्जी","ਪ੍ਰਤ੍ਯੂਰ੍ਜਤਾ, ਐਲਰ੍ਜੀ","প্রত্যূর্জতা, ঐলর্জী","प्रत्यूर्जता, ऐलर्जी","ಅಲರ್ಜಿ, ಒಗ್ಗದಿಕೆ","പ്രത്യൂര്ജതാ, ഐലര്ജീ","ப்ரத்யூர்ஜதா, ஐலர்ஜீ","ప్రత్యూర్జతా, ఐలర్జీ",پرتیورجتا، ایلرجی,"প্রত্যূর্জতা, ঐলর্জী","ପ୍ରତ୍ଯୂର୍ଜତା, ଐଲର୍ଜୀ","प्रत्यूर्जता, ऐलर्जी"
Allometric growth,सापेक्षमितीय वृद्धि,સાપેક્ષમિતીય વૃદ્ધિ,सापेक्षमितीय वृद्धि,ਸਾਪੇਕ੍਷ਮਿਤੀਯ ਵ੃ਦ੍ਧਿ,সাপেক্ষমিতীয বৃদ্ধি,सापेक्षमितीय वृद्धि,ಸಾಪೇಕ್ಷಮಿತೀಯ ವೃದ್ಧಿ,സാപേക്ഷമിതീയ വൃദ്ധി,ஸாபேக்ஷமிதீய வ்ருத்தி,సాపేక్షమితీయ వృద్ధి,ساپیکشمتیہ وردھی,সাপক্ষমিতীয ৃদ্ধি,ସାପେକ୍ଷମିତୀଯ ବୃଦ୍ଧି,सापेक्षमितीय वृद्धि
Allomone,ऐलोमोन,ઐલોમોન,ऐलोमोन,ਐਲੋਮੋਨ,ঐলোমোন,ऐलोमोन,ಐಲೋಮೋನ,ഐലോമോന,ஐலோமோந,ఐలోమోన,ایلومون,ঐলমন,ଐଲୋମୋନ,ऐलोमोन
Allopatric,विस्थानिक,વિસ્થાનિક,विस्थानिक,ਵਿਸ੍ਥਾਨਿਕ,বিস্থানিক,विस्थानिक,ವಿಸ್ಥಾನಿಕ,വിസ്ഥാനിക,விஸ்தாநிக,విస్థానిక,وستھانک,িস্থানিক,ବିସ୍ତାନିକ,विस्थानिक
Allopatric hybridization,विस्थानिक संकरण,વિસ્થાનિક સંકરણ,विस्थानिक संकरण,ਵਿਸ੍ਥਾਨਿਕ ਸਂਕਰਣ,বিস্থানিক সংকরণ,विस्थानिक संकरण,ವಿಸ್ಥಾನಿಕ ಸಂಕರಣ,വിസ്ഥാനിക സംകരണ,விஸ்தாநிக ஸங்கரண,విస్థానిక సంకరణ,وستھانک سنکرن,িস্থানিক সংকরণ,ବିସ୍ଥାନିକ ସଂକରଣ,विस्थानिक संकरण
Allopolyploid,अपरबहुगुणित,અપરબહુગુણિત,अपरबहुगुणित,ਅਪਰਬਹੁਗੁਣਿਤ,অপরবহুগুণিত,अपरबहुगुणित,ಅನ್ಯಬಹುಗುಣಿತ,അപരബഹുഗുണിത,அபரபஹுகுணித,అపరబహుగుణిత,اپربہگنت,অপরবহুগুণিত,ଅପରବହୁଗୁଣିତ,अपरबहुगुणित
Allotype,अपर प्ररूप,અપર પ્રરૂપ,अपर प्ररूप,ਅਪਰ ਪ੍ਰਰੂਪ,অপর প্ররূপ,अपर प्ररूप,ಅಪರ ಪ್ರರೂಪ,അപര പ്രരൂപ,அபர ப்ரரூப,అపర ప్రరూప,اپر پرروپ,অপর প্ররূপ,"ବିପରୀତ, ଅନ୍ୟପ୍ରରୂପ",अपर प्ररूप
Alpha taxonomy,ऐल्फा वर्गिकी,ઐલ્ફા વર્ગિકી,ऐल्फा वर्गिकी,ਐਲ੍ਫਾ ਵਰ੍ਗਿਕੀ,ঐল্ফা বর্গিকী,ऐल्फा वर्गिकी,ಐಲ್ಫಾ ವರ್ಗಿಕೀ,ഐല്ഫാ വര്ഗികീ,ஐல்பா வர்கிகீ,ఐల్ఫా వర్గికీ,ایلپھا ورگکی,ঐল্ফা র্গিকী,ଐଲ୍ଫା ବର୍ଗିକୀ,ऐल्फा वर्गिकी
Alternate host,एकांतर परपोषी,એકાંતર પરપોષી,एकांतर परपोषी,ਏਕਾਂਤਰ ਪਰਪੋ਷ੀ,একাংতর পরপোষী,एकांतर परपोषी,ಏಕಾಂತರ ಪರಪೋಷೀ,ഏകാംതര പരപോഷീ,ஏகாங்தர பரபோஷீ,ఏకాంతర పరపోషీ,ایکانتر پرپوشی,কাংতর পরপষী,ଏକାଂତର ପରପୋଷୀ,एकांतर परपोषी
Alternate host,एकांतर परपोषी,એકાંતર પરપોષી,एकांतर परपोषी,ਏਕਾਂਤਰ ਪਰਪੋ਷ੀ,একাংতর পরপোষী,एकांतर परपोषी,ಏಕಾಂತರ ಪರಪೋಷೀ,ഏകാംതര പരപോഷീ,ஏகாங்தர பரபோஷீ,ఏకాంతర పరపోషీ,ایکانتر پرپوشی,কাংতর পরপষী,ଏକାଂତର ପରପୋଷୀ,एकांतर परपोषी
Alternation of generation,पीढ़ी एकांतरण,પીઢ઼ી એકાંતરણ,पीढ़ी एकांतरण,ਪੀਢ਼ੀ ਏਕਾਂਤਰਣ,পীঢ়ী একাংতরণ,पीढ़ी एकांतरण,ಪರ್ಯಾಯ ಸಂತತಿ,പീഢീ ഏകാംതരണ,பீடீ ஏகாங்தரண,పీఢీ ఏకాంతరణ,پیڑھی ایکانترن,পীঢ়ী কাংতরণ,ପୀଢ଼ୀ ଏକାଂତରଣ,पीढ़ी एकांतरण
Alveolus,कूपिका,કૂપિકા,कूपिका,ਕੂਪਿਕਾ,কূপিকা,कूपिका,"1. ದಂತ ಉಲುಖಲ; 2. ಬಟ್ಟಲಿನಂತಹ; ಕುಳಿಯಂತಹ 
 (ಕೋಶ್ತಕ).",കൂപികാ,கூபிகா,కూపికా,کوپکا,কূপিকা,"ଆଲ୍‌ଭିଓଲସ୍‌, କୋଟରିକା, କୁପିକା",कूपिका
Ambifenestrate,उभयगवाक्षी,ઉભયગવાક્ષી,उभयगवाक्षी,ਉਭਯਗਵਾਕ੍਷ੀ,উভযগবাক্ষী,उभयगवाक्षी,ಉಭಯಗವಾಕ್ಷೀ,ഉഭയഗവാക്ഷീ,உபயகவாக்ஷீ,ఉభయగవాక్షీ,ابھیگواکشی,উভযগাক্ষী,ଉଭଯଗବାକ୍ଷୀ,उभयगवाक्षी
Amictic egg,अमिश्र अंड,અમિશ્ર અંડ,अमिश्र अंड,ਅਮਿਸ਼੍ਰ ਅਂਡ,অমিশ্র অংড,अमिश्र अंड,ಅಮಿಶ್ರ ಅಂಡ,അമിശ്ര അംഡ,அமிச்ர அங்ட,అమిశ్ర అండ,امشر انڈ,অমিশ্র অংড,ଅମିଶ୍ର ଅଂଡ,अमिश्र अंड
