English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Activity group therapy,क्रियाकलाप समूह-चिकित्सा,ક્રિયાકલાપ સમૂહ-ચિકિત્સા,क्रियाकलाप समूह-चिकित्सा,ਕ੍ਰਿਯਾਕਲਾਪ ਸਮੂਹ-ਚਿਕਿਤ੍ਸਾ,ক্রিযাকলাপ সমূহ-চিকিত্সা,क्रियाकलाप समूह-चिकित्सा,ಕ್ರಿಯಾಕಲಾಪ ಸಮೂಹ-ಚಿಕಿತ್ಸಾ,ക്രിയാകലാപ സമൂഹ-ചികിത്സാ,க்ரியாகலாப ஸமூஹ-சிகித்ஸா,క్రియాకలాప సమూహ-చికిత్సా,کریاکلاپ سموہ-چکتسا,ক্রিযাকলাপ সমূহ-চিকিত্সা,କ୍ରିଯାକଲାପ ସମୂହ-ଚିକିତ୍ସା,क्रियाकलाप समूह-चिकित्सा
Adaptability,"व्यनुकूलनशीलता, व्यनुकूलनक्षमता","વ્યનુકૂલનશીલતા, વ્યનુકૂલનક્ષમતા","व्यनुकूलनशीलता, व्यनुकूलनक्षमता","ਵ੍ਯਨੁਕੂਲਨਸ਼ੀਲਤਾ, ਵ੍ਯਨੁਕੂਲਨਕ੍਷ਮਤਾ","ব্যনুকূলনশীলতা, ব্যনুকূলনক্ষমতা","व्यनुकूलनशीलता, व्यनुकूलनक्षमता",ಹೊಂದಾಣಿಕೆ ಗುಣ,"വ്യനുകൂലനശീലതാ, വ്യനുകൂലനക്ഷമതാ","வ்யநுகூலநசீலதா, வ்யநுகூலநக்ஷமதா","వ్యనుకూలనశీలతా, వ్యనుకూలనక్షమతా",مطابقت پذیری,"্যনুকূলনশীলতা, ্যনুকূলনক্ষমতা",ଅନୁକୂଳନଶୀଳତା,"व्यनुकूलनशीलता, व्यनुकूलनक्षमता"
Adaptation,अनुकूलन,"અનુકૂલન, રૂપાંતર, દત્તકવિધાન","जुळणी, अनुकुलन","ਅਨੁਕੂਲਣ, ਰੂਪ ਅਨੁਕੂਲ, ਰੂਪਾਂਤਰ","অভিযোজন,প্রতিযোজন,গ্রহণ","रूपांतर,अनुकूलन",ಹೊಂದಾಣಿಕೆ,അനുയോജനം,"தழுவல், பொருத்தமாக்கிக் கொள்ளுதல்","పొందు పరుచుట,అనుసరణ",تطابق,"অনুকূলনঅভিযোজন,প্রতিযোজন,",ସ୍ୱୀକରଣ,"1. अनुकूलन, संयोजन 2. रूपान्तरण"
Addict,व्यसनी,વ્યસની,व्यसनी,ਬੁਰੀ ਆਦਤ ਪਾਉਣੀ,ব্যসনী,व्यसनी,"ವ್ಯಸನಿ, ಚಟ ಬೆಳೆಸಿಕೊಂಡಿರುವವ",വ്യസനീ,வ்யஸநீ,వ్యసనీ,ویسنی,্যসনী,ବ୍ଯସନୀ,व्यसनी
Addicting drug,व्यसन भेषज,વ્યસન ભેષજ,व्यसन भेषज,ਵ੍ਯਸਨ ਭੇ਷ਜ,ব্যসন ভেষজ,व्यसन भेषज,ವ್ಯಸನ ಭೇಷಜ,വ്യസന ഭേഷജ,வ்யஸந பேஷஜ,వ్యసన భేషజ,ویسن بھیشج,্যসন ভষজ,ବ୍ଯସନ ଭେଷଜ,व्यसन भेषज
Adjudication,"अधिनिर्णय, अधिनिर्णयन","ન્યાયનિર્ણય, ચુકાદો, ફેંસલો",अभिनिर्णये,"ਫੈਸਲਾ, ਨਿਆਂ ਨਿਰਣਾ, ਅਦਾਲਤੀ ਹੁਕਮ",ন্যায়নির্ণয়,"निवाडो,न्यायनिर्णय","ನ್ಯಾಯ ನಿರ್ಣಯ, ತೀರ್ಪುನೀಡಿಕೆ","അഡ്ജുഡിക്കേഷ൯, ന്യായനിര്‍ണയം","(வழக்குத்)தீர்ப்பு,","న్యాయనిర్ణయం,తీర్పు",انفصال ۔ عدالتی فیصلہ,"বিচাৰকৰণ, ৰায়দান",ଦେବାଳିୟା ନିଷ୍ପତ୍ତି ଘୋଷଣା,न्याय निरूपण
Adjustment,समायोजन,સંયોજન,"समायोजन, अनुयोजन","ਸਮਾਯੋਜਨ, ਅਨੁਕੂਲਤਾ",সমন্বয়ন,जुळोवणी,"ಹೊಂದಾಣಿಕೆ,ಸಮಾಯೋಜನೆ",നീക്കുപോക്ക്,"சரிப்படுத்தல், சரிக்கட்டல்",సర్దుబాటు,دُرستی,"সমাযোজন, উপযোজন",ସମାଯୋଜନ,समायोजन
Administrative behaviour,प्रशासनिक व्यवहार,પ્રશાસનિક વ્યવહાર,प्रशासनिक व्यवहार,ਪ੍ਰਸ਼ਾਸਨਿਕ ਵ੍ਯਵਹਾਰ,প্রশাসনিক ব্যবহার,प्रशासनिक व्यवहार,ಪ್ರಶಾಸನಿಕ ವ್ಯವಹಾರ,പ്രശാസനിക വ്യവഹാര,ப்ரசாஸநிக வ்யவஹார,ప్రశాసనిక వ్యవహార,پرشاسنک ویوہار,প্রশাসনিক ্যহার,ପ୍ରଶାସନିକ ବ୍ଯବହାର,प्रशासनिक व्यवहार
Adolescence,"किशोरावस्था, कैशोर्य","કિશોરાવસ્થા, કૈશોર્ય","किशोरावस्था, कैशोर्य","ਅੱਲੜਪਣ,ਜੋਬਨ,ਕਿਸ਼ੋਰ-ਅਵਸਥਾ","কিশোরাবস্থা, কৈশোর্য","किशोरावस्था, कैशोर्य","ಕಿಶೋರಾವಸ್ಥೆ, ಹರೆ","കിശോരാവസ്ഥാ, കൈശോര്യ","கிசோராவஸ்தா, கைசோர்ய","కిశోరావస్థా, కైశోర్య",بلوغ,"কিশরাস্থা, কৈশর্য","କିଶୋରାବସ୍ଥା, କୈଶୋର୍ଯ","किशोरावस्था, कैशोर्य"
Adolescent court,किशोर-न्यायालय,કિશોર-ન્યાયાલય,किशोर-न्यायालय,ਕਿਸ਼ੋਰ-ਨ੍ਯਾਯਾਲਯ,কিশোর-ন্যাযালয,किशोर-न्यायालय,ಕಿಶೋರ-ನ್ಯಾಯಾಲಯ,കിശോര-ന്യായാലയ,கிசோர-ந்யாயாலய,కిశోర-న్యాయాలయ,کشور-نیایالیہ,কিশর-ন্যাযালয,କିଶୋର-ନ୍ଯାଯାଲଯ,किशोर-न्यायालय
Adolescent labour,किशोर श्रमिक,કિશોર શ્રમિક,किशोर श्रमिक,ਕਿਸ਼ੋਰ ਸ਼੍ਰਮਿਕ,কিশোর শ্রমিক,किशोर श्रमिक,ಕಿಶೋರ ಶ್ರಮಿಕ,കിശോര ശ്രമിക,கிசோர ச்ரமிக,కిశోర శ్రమిక,کشور شرمک,কিশর শ্রমিক,କିଶୋର ଶ୍ରମିକ,किशोर श्रमिक
Adoption,"गोद लेना, दत्तक ग्रहण","દત્તક વિધાન, દત્તક લેવું તે","दत्तकग्रहण, दत्तविधान, स्वीकृती, अंगीकार","ਅੰਗੀਕਰਨ, ਗ੍ਰਹਿਣ ਕਰਨਾ, ਗੋਦ ਲੈਣਾ","দত্তকগ্রহণ,অবলম্বন","1. अंगीकरण,स्वीकारप 2. दत्तक-ग्रहण 3. पोसकें घेवप","ದತ್ತು ಸ್ವೀಕಾರ, ಅಂಗೀಕರಿಸು, ಸ್ವೀಕಾರ","സ്വീകാരം, ദത്ത്","1. ஏற்பு, தெரிவு 2. தத்து எடுத்தல், தனதாக்குதல் 3. மேற்கொள்ளுதல்","దత్తు,ఎంపిక,అనుక్రమ దత్తత స్వీకారం",اختیار ۔ گودلینا,1.গ্রহণ 2. দত্তক গ্রহণ 3. আলম,"ପୋଷ୍ୟ ଗହଣ, ପରିଗ୍ରହ, ଅଙ୍ଗୀକାର, ଅବଲମ୍ବନ",1. अङ्गीकार गर्नु 2. दत्‍तक-ग्रहण
Adoptive home,दत्तक गृह,દત્તક ગૃહ,दत्तक गृह,ਦਤ੍ਤਕ ਗ੃ਹ,দত্তক গৃহ,दत्तक गृह,ದತ್ತಕ ಗೃಹ,ദത്തക ഗൃഹ,தத்தக க்ருஹ,దత్తక గృహ,دتک گرہ,দত্তক গৃহ,ଦତ୍ତକ ଗୃହ,दत्तक गृह
Adult education,प्रौढ़ शिक्षा,પ્રૌઢ઼ શિક્ષા,प्रौढ़ शिक्षा,ਪ੍ਰੌਢ਼ ਸ਼ਿਕ੍਷ਾ,প্রৌঢ় শিক্ষা,प्रौढ़ शिक्षा,ಪ್ರೌಢ಼ ಶಿಕ್ಷಾ,പ്രൌഢ ശിക്ഷാ,ப்ரௌட சிக்ஷா,ప్రౌఢ శిక్షా,تعلیم بالغان,প্রৌঢ় শিক্ষা,ପ୍ରୌଢ଼ ଶିକ୍ଷା,प्रौढ़ शिक्षा
Adultery,"जारकर्म, परस्त्रीगमन","વ્યભિચાર,લગ્નબાહ્ય સંબંધ","जारकर्म, व्यभिचार","ਬਦਕਾਰੀ, ਧਰ-ਗਮਨ, ਵਿਭਚਾਰੀ",ব্যভিচার,"व्यभिचार,जारकर्म","ಕಲಬೆರಕೆ ವ್ಯಭಿಚಾರ, ಹಾದರ","വ്യഭിചാരം, വിശ്വാസലംഘനം","ஒழுக்கக்கேடு, கூடா ஒழுக்கம்",వ్యభిచారం,غیر ثانوی ملاوٹ,"পৰস্ত্রীগমন, পৰপুৰুষগমন","ଜାରକର୍ମ, ବ୍ୟଭିଚାର, ପରଦାରା ଗମନ","व्यभिचार, परस्त्री (पुरूष) गमन"
Affect,भाव,ભાવ,भाव,"ਪਰਵਾਵਿਤ ਕਰਨਾ,ਦਿਲ ਨੂੰ ਛੂਹਣਾ,ਢੋਗ ਕਰਨਾ",ভাব,भाव,ಭಾವ,ഭാവ,பாவ,భావ,بھاو,ভা,ଭାବ,भाव
Affiliation,संबंधन,"માન્યતા, જોડાણ (સંસ્થાની બાબતમાં)",1. संलग्नीकरण 2. पितृनिश्‍चय 3. जोडण्याचे कार्य,"ਸੰਬੰਧਨ, ਸੰਬੰਧੀਕਰਨ","অনুমোদন,অধিভুক্তি",संबंद,"ಸಂಲಗ್ನತೆ, ಸಂಯೋಜನೆ",അഫിലിയേഷന്‍,"இணைத்தல், சேர்த்தல்","అనుబంధం,సంబంధం,చేర్పుదల",الحاق,সংবন্ধন,"ସହବନ୍ଧନ, ଅଙ୍ଗୀକରଣ",सम्बद्धता
After care,उत्तर सेवा,ઉત્તર સેવા,उत्तर सेवा,ਉਤ੍ਤਰ ਸੇਵਾ,উত্তর সেবা,उत्तर सेवा,ಉತ್ತರ ಸೇವಾ,ഉത്തര സേവാ,உத்தர ஸேவா,ఉత్తర సేవా,اتر سیوا,উত্তর সা,ଉତ୍ତର ସେବା,उत्तर सेवा
After care home,उत्तर सेवा गृह,ઉત્તર સેવા ગૃહ,उत्तर सेवा गृह,ਉਤ੍ਤਰ ਸੇਵਾ ਗ੃ਹ,উত্তর সেবা গৃহ,उत्तर सेवा गृह,ಉತ್ತರ ಸೇವಾ ಗೃಹ,ഉത്തര സേവാ ഗൃഹ,உத்தர ஸேவா க்ருஹ,ఉత్తర సేవా గృహ,اتر سیوا گرہ,উত্তর সা গৃহ,ଉତ୍ତର ସେବା ଗୃହ,उत्तर सेवा गृह
After care programme,उत्तर सेवा कार्यक्रम,ઉત્તર સેવા કાર્યક્રમ,उत्तर सेवा कार्यक्रम,ਉਤ੍ਤਰ ਸੇਵਾ ਕਾਰ੍ਯਕ੍ਰਮ,উত্তর সেবা কার্যক্রম,उत्तर सेवा कार्यक्रम,ಉತ್ತರ ಸೇವಾ ಕಾರ್ಯಕ್ರಮ,ഉത്തര സേവാ കാര്യക്രമ,உத்தர ஸேவா கார்யக்ரம,ఉత్తర సేవా కార్యక్రమ,اتر سیوا کاریہکرم,উত্তর সা কার্যক্রম,ଉତ୍ତର ସେବା କାର୍ଯକ୍ରମ,उत्तर सेवा कार्यक्रम
Agency,अभिकरण,"એજન્સી, માધ્યમ,સંસ્થા,પેઢી,કચેરી,આડતિયાનું કામ કરતી સંસ્થા","अभिकरण, एजन्सी","ਸ਼ਾਖ, ਏਜੰਸੀ",অনুসংগঠন,"वेपारी दलाली, दलाली एजेंसी","ಕಾರ್ಯಭಾರ, ಏಜೆನ್ಸಿ",ഏജന്‍സി,முகமை,"ప్రతినిధి సంస్థ,ఏజన్సీ,ముక్త్వారీ,సేవాసంస్థ",ایجنسی,"অভিকৰণ, এজেন্সি","ଏଜେନ୍‍ସି, ଅଭିକରଣ/ ସଂସ୍ଥା","अभिकरण, निकाय, एजेन्सी"
Agent,अभिकर्ता,અભિકર્તા,अभिकर्ता,ਆੜਤੀਆ,অভিকর্তা,अभिकर्ता,ಮಧ್ಯವರ್ತಿ,അഭികര്താ,அபிகர்தா,అభికర్తా,ایجنٹ,অভিকর্তা,ଅଭିକର୍ତ୍ତା,अभिकर्ता
Aggression,आक्रमण,આક્રમણ,आक्रमण,ਆਕ੍ਰਮਣ,আক্রমণ,आक्रमण,ಆಕ್ರಮಣ,ആക്രമണ,ஆக்ரமண,ఆక్రమణ,جارحیت,আক্রমণ,ଆକ୍ରମଣ,आक्रमण
Agitation,"क्षोभ, आंदोलन","આંદોલન, ઉશ્કેરાટ, ઉત્તેજના","अंदोलन, क्षोभ",ਅੰਦੋਲਨ,আন্দোলন,"चळवळ,आंदोलन","ಪ್ರಕ್ಷೋಭನೆ, ಕಲಕುವಿಕೆ",വിക്ഷോഭം,"கிளர்ச்சி, கலக்கம்",ఆందోళన,ایجیٹیشن,1. আন্দোলন 2. অশান্তি,ଆନ୍ଦୋଳିତ,आन्दोलन
Alcoholism,"मद्यव्यसन, अतिमद्यपता","મદ્યવ્યસન, અતિમદ્યપતા","मद्यव्यसन, अतिमद्यपता","ਮਦ੍ਯਵ੍ਯਸਨ, ਅਤਿਮਦ੍ਯਪਤਾ","মদ্যব্যসন, অতিমদ্যপতা","मद्यव्यसन, अतिमद्यपता","ಮದ್ಯವ್ಯಸನ, ಅತಿಮದ್ಯಪತಾ","മദ്യവ്യസന, അതിമദ്യപതാ","மத்யவ்யஸந, அதிமத்யபதா","మద్యవ్యసన, అతిమద్యపతా",مدیویسن، اتمدیپتا,"মদ্য্যসন, অতিমদ্যপতা","ମଦ୍ଯବ୍ଯସନ, ଅତିମଦ୍ଯପତା","मद्यव्यसन, अतिमद्यपता"
Alienation,विसंबंधन,વિસંબંધન,विसंबंधन,ਵਿਸਂਬਂਧਨ,বিসংবংধন,विसंबंधन,ವಿಸಂಬಂಧನ,വിസംബംധന,விஸங்பங்தந,విసంబంధన,بیگانگی / انتقال حقیقت / الگاو,িসংবংধন,ବିସଂବଂଧନ,विसंबंधन
Almoner,दानाध्यक्ष,દાનાધ્યક્ષ,दानाध्यक्ष,ਭਿਖਿਆ ਦੇਣ ਵਾਲਾ,দানাধ্যক্ষ,दानाध्यक्ष,ದಾನಾಧ್ಯಕ್ಷ,ദാനാധ്യക്ഷ,தாநாத்யக்ஷ,దానాధ్యక్ష,دانادھہیکش,দানাধ্যক্ষ,ଦାନାଧ୍ଯକ୍ଷ,दानाध्यक्ष
Almonry,दानशाला,દાનશાલા,दानशाला,ਦਾਨਸ਼ਾਲਾ,দানশালা,दानशाला,ದಾನಶಾಲಾ,ദാനശാലാ,தாநசாலா,దానశాలా,دانشالا,দানশালা,ଦାନଶାଲା,दानशाला
Ambivalence,"उभयभाविता, द्वैधवृत्ति","ઉભયભાવિતા, દ્વૈધવૃત્તિ","उभयभाविता, द्वैधवृत्ति","ਉਭਯਭਾਵਿਤਾ, ਦ੍ਵੈਧਵ੃ਤ੍ਤਿ","উভযভাবিতা, দ্বৈধবৃত্তি","उभयभाविता, द्वैधवृत्ति","ಇಕ್ಕೆಲ ಬಲ, ಇಕ್ಕೆಲ ಶಕ್ತಿ","ഉഭയഭാവിതാ, ദ്വൈധവൃത്തി","உபயபாவிதா, த்வைதவ்ருத்தி","ఉభయభావితా, ద్వైధవృత్తి",ابھیبھاوتا، دویدھورتی,"উভযভািতা, দ্ৈধৃত্তি","ଉଭଯଭାବିତା, ଦ୍ବୈଧବୃତ୍ତି","उभयभाविता, द्वैधवृत्ति"
Ambiversion,उभयमुखता,ઉભયમુખતા,उभयमुखता,ਉਭਯਮੁਖਤਾ,উভযমুখতা,उभयमुखता,ಉಭಯಮುಖತಾ,ഉഭയമുഖതാ,உபயமுகதா,ఉభయముఖతా,ابھیمکھتا,উভযমুখতা,ଉଭଯମୁଖତା,उभयमुखता
Amelioration,सुधार,સુધાર,सुधार,ਸੁਧਾਰ,সুধার,सुधार,ಸುಧಾರ,സുധാര,ஸுதார,సుధార,سدھار,সুধার,ସୁଧାର,सुधार
Amnesia,"स्मृति लोप, स्मृति भ्रंश","સ્મૃતિ લોપ, સ્મૃતિ ભ્રંશ","स्मृति लोप, स्मृति भ्रंश","ਸ੍ਮ੃ਤਿ ਲੋਪ, ਸ੍ਮ੃ਤਿ ਭ੍ਰਂਸ਼","স্মৃতি লোপ, স্মৃতি ভ্রংশ","स्मृति लोप, स्मृति भ्रंश","ಮರೆವು ರೋಗ, ಸ್ಮೃತಿನಾಶ","സ്മൃതി ലോപ, സ്മൃതി ഭ്രംശ","ஸ்ம்ருதி லோப, ஸ்ம்ருதி ப்ரங்ச","స్మృతి లోప, స్మృతి భ్రంశ",سمرتی لوپ، سمرتی بھرنش,"স্মৃতি লপ, স্মৃতি ভ্রংশ","ସ୍ମୃତି ଲୋପ, ସ୍ମୃତି ଭ୍ରଂଶ","स्मृति लोप, स्मृति भ्रंश"
Amoral,"निर्नैतिक, नीति निर्पेक्ष, नीतिबाह्य","નિર્નૈતિક, નીતિ નિર્પેક્ષ, નીતિબાહ્ય","निर्नैतिक, नीति निर्पेक्ष, नीतिबाह्य","ਨਿਰ੍ਨੈਤਿਕ, ਨੀਤਿ ਨਿਰ੍ਪੇਕ੍਷, ਨੀਤਿਬਾਹ੍ਯ","নির্নৈতিক, নীতি নির্পেক্ষ, নীতিবাহ্য","निर्नैतिक, नीति निर्पेक्ष, नीतिबाह्य","ನಿರ್ನೈತಿಕ, ನೀತಿ ನಿರ್ಪೇಕ್ಷ, ನೀತಿಬಾಹ್ಯ","നിര്നൈതിക, നീതി നിര്പേക്ഷ, നീതിബാഹ്യ","நிர்நைதிக, நீதி நிர்பேக்ஷ, நீதிபாஹ்ய","నిర్నైతిక, నీతి నిర్పేక్ష, నీతిబాహ్య",نرنیتک، نیتی نرپیکش، نیتباہیہ,"নির্নৈতিক, নীতি নির্পক্ষ, নীতিবাহ্য","ନିର୍ନୈତିକ, ନୀତି ନିର୍ପେକ୍ଷ, ନୀତିବାହ୍ଯ","निर्नैतिक, नीति निर्पेक्ष, नीतिबाह्य"
Anal stage,गुदावस्था,ગુદાવસ્થા,गुदावस्था,ਗੁਦਾਵਸ੍ਥਾ,গুদাবস্থা,गुदावस्था,ಗುದಾವಸ್ಥಾ,ഗുദാവസ്ഥാ,குதாவஸ்தா,గుదావస్థా,گداوستھا,গুদাস্থা,ଗୁଦାବସ୍ଥା,गुदावस्था
