Malayalam,Kannada
അക്കോസ്റ്റിക്കൽ കാലതാമസം,ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ
അക്കോസ്റ്റിക്കൽ വക്രമാനം,ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ
അക്കോസ്റ്റിക്കൽ നാളം,ಅಕೌಟಿಕಲ್ ನಾಳ
അക്കോസ്റ്റിക്കൽ എനർജി,ಅಕೌಟಿಕಲ್ ಶಕ್ತಿ
അക്കോസ്റ്റിക്കൽ ഫീഡ്ബാക്ക്,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
അക്കോസ്റ്റിക്കൽ ഫിൽട്ടർ,ಕೊಳೆತ ಫಿಲ್ಟರ್
അക്കോസ്റ്റിക്കൽ ഇംപെഡൻസ്,ಕೊಳೆತ ಪ್ರತಿರೋಧ
അക്കോസ്റ്റിക്കൽ പ്രചരണം സ്ഥിരാങ്കം,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ
അക്കോസ്റ്റിക്കൽ റെസിസ്റ്റൻസ്,ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ
ശബ്ദപരമായി ഇൻസുലേറ്റ്,ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ
അക്കോസ്റ്റിക്സ്,ಸ್ರವಿಸುವ
കൈവശപ്പെടുത്തൽ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
സംക്ഷേപം,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
പ്രവർത്തന മേഖല,ಕಾರ್ಯ ಪ್ರದೇಶ
സജീവമാക്കിയ ഫിലമെന്റ്,ಸಕ್ರಿಯ ತಂತು
സജീവമായ,ಸಕ್ರಿಯ
സജീവ ഏരിയ,ಸಕ್ರಿಯ ಪ್ರದೇಶ
സജീവ വിൻഡോ,ಸಕ್ರಿಯ ಕಿಟಕಿ
പൊരുത്തപ്പെടലി,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
അഡാപ്റ്റർ (അഡാപ്റ്റർ),ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್)
അഡാപ്റ്റീവ് ഡിഫറൻഷ്യൽ പൾസ് കോഡ് മോഡുലേഷൻ,ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
മേൽവിലാസ പുസ്തകം,ವಿಳಾಸ ಪುಸ್ತಕ
വിലാസ ബസ്,ವಿಳಾಸ ಬಸ್
വിലാസ മിഴിവ്,ವಿಳಾಸ ಪರಿಹಾರ
തൊട്ടടുത്തുള്ള ചാനൽ ഇടപെടൽ,ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ
തൊട്ടടുത്തുള്ള ചാനൽ സെലക്ടീവി,ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ
അടുത്തുള്ള ആവൃത്തി,ಪಕ್ಕದ ಆವರ್ತನ
തൊട്ടടുത്തുള്ള ഫ്രീക്വൻസി ചാനൽ,ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್
തൊട്ടടുത്തുള്ള ചിത്ര കാരിയർ,ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ
തൊട്ടടുത്തുള്ള ശബ്ദ കാരിയർ,ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ
അടുത്തുള്ള സ്റ്റേഷൻ,ಪಕ್ಕದ ನಿಲ್ದಾಣ
കമീകരിക്കുന്ന,ಹೊಂದಿಸಲಾಗುವ
ക്രമീകരിക്കാവുന്ന കണ്ടൻസർ,ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್
സമ്മർദ്ദം ക്രമീകരിക്കുന്നു,ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು
റെഞ്ച് ക്രമീകരിക്കുന്നു,ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ
കമപ്പെടുത്തല്,ಹೊಂದಾಣಿಕೆ
ഭരണാധിപന്,ನಿರ್ವಾಹಕ
നൂതന സാങ്കേതികവിദ്യ,ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ
ഏരിയൽ,ವೈಮಾನಿಕ
ഏരിയൽ അറേ,ವೈಮಾನಿಕ ರಚನೆ
ഏരിയൽ ബൂസ്റ്റർ,ವೈಮಾನಿಕ ಬೂಸ್ಟರ್
ഏരിയൽ കറന്റ്,ವೈಮಾನಿಕ ಪ್ರವಾಹ
എയറൽ ഇയർത്തിംഗ് സ്വിച്ച്,ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್
ഏരിയൽ കാര്യക്ഷമത,ವೈಮಾನಿಕ ದಕ್ಷತೆ
ഏരിയൽ ഇതര,ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ
ഏരിയൽ ഉൾപ്പെടുത്തൽ,ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ
ഏരിയൽ ഇൻസുലേറ്റർ,ವೈಮಾನಿಕ ಅವಾಹಕ
ഏരിയൽ ലോഡിംഗ് കോയിൽ,ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್
ഏരിയൽ ഫോട്ടോഗ്രഫി,ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ
ഏരിയൽ പവർ,ವೈಮಾನಿಕ ಶಕ್ತಿ
ആകാശ വികിരണ ഏലിസ്റ്റൻസ്,ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ
ഏരിയൽ റിപ്രീൻസ്,ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ
എയറോഡൈനാമിക്സ്,ಧಾರ್ಮಿಕತೆ
നിര്വ്വഹണം,ವಾಗ್ದಾನ
എയർ കംപ്രസ്സർ,ವಾಯು ಸಂಕೋಚಕ
എയർ കണ്ടൻസർ,ವಾಯುಮಂಡಲ
വായു തണുപ്പിച്ചു,ಗಾಳಿ ತಣ್ಣಗಾಯಿತು
എയർ കോർഡ് കോയിൽ,ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್
എയർ കണ്ടീഷനിംഗ്,ಹವಾನಿಯಂತ್ರಣ
ആൽബിഡോ,ಪಂಥದ
അൽഗോരിതം,ಅಲ್ಗಾರಿದಮ್
അപരനാത്മകം,ಅಲಿಯಾಸೆ
വിന്യസിക്കുന്നു,ಜೋಡಣೆ
വിന്യാപകമായ,ಜೋಡಣೆ
എല്ലാ തരംഗ ഏരിയലും,ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ
പങ്കുവയ്ക്കല്,ಮನವಸಿಕೆ
അക്ഷരകമായ,ವರ್ಣಮಾಲೆಯ
ആൽഫാന്യൂമെറിക്,ವರ್ಣಮಾಲೆಯ
ആൽഫാന്യൂമെറിക് പ്രതീകം,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ
ആൽഫാന്യൂമെറിക് വിവരങ്ങൾ,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ
ഇതര കറന്റ് (A.C.),ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.)
ഒന്നിടവിട്ടമ്മ,ಪರ್ಯಾಯ
പകര്പ്പ്,ಆವರ್ತಕ
ഉയരം,ಎತ್ತರ
അപ്പോഗിയുടെ ഉയരം,ಅಪೊಗೀ ಎತ್ತರ
പെരിജിയുടെ ഉയരം,ಪೆರಿಜಿಯ ಎತ್ತರ
അമേച്വർ റേഡിയോ ആശയവിനിമയം,ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ
അന്തരീതം,ಒಳಭಾಗ
അന്തരീക്ഷ മൈക്രോഫോൺ,ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್
അന്തരീക്ഷ അവസ്ഥ,ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ
ആംബിയന്റ് ലൈറ്റിംഗ്,ಸುತ್ತುವರಿದ ಬೆಳಕು
ആംബിയന്റ് ശബ്ദം,ಸುತ್ತುವರಿದ ಶಬ್ದ
ആംബിയന്റ് താപനില,ಹೊರಗಿನ ತಾಪಮಾನ
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്,ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್
Ampere,ಒಂದು ಬಗೆಯ ಕಂತು
ആമ്പിയർ മീറ്റർ,ಕಪಾಟಿ ಮೀಟರ್
ആംപ്ലിഫിക്കേഷൻ,ವರ್ಧನೆ
ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ,ವರ್ಧನೆ ಅಂಶ
ആംപ്ലിഫയർ,ಉಲ್ಬಣಕ
ആംപ്ലിഫയർ നേട്ടം,ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ
ആംപ്ലിഫയർ ശബ്ദം,ವರ್ಧಕ ಶಬ್ದ
ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു,ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು
Klystron ആംപ്ലിഫൈയിംഗ്,ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು
ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്,ವರ್ಧಿಸುವ ಘಟಕ
വ്യാശമുള്ള,ವೈಶಾಲ್ಯ
വ്യാപ്തി വികസനം,ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ
ആംപ്ലിഡ്യൂഡ് ആസക്തി,ವೈಶಾಲ್ಯ ವಿಹಾರ
വ്യാപ്തി ഘടകം,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್
ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ,ವೈಶಾಲ್ಯ
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್
ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ,ವೈಶಾಲ್ಯ
അനലോഗ് (അനലോഗ്),ಅನಲಾಗ್ (
അനലോഗ് സർക്യൂട്ട്,ಸರ್ಕ್ಯೂಟ್
അനലോഗ് കമ്പ്യൂട്ടർ,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ,ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್
അനലോഗ് പ്രാതിനിധ്യം,ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ
അനലോഗ് സിഗ്നൽ,ಅನಾಲಾಗ್ ಸಂಕೇತ
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
അനലോഗ് വീഡിയോ,ಅನಾನುಕೂಲ ವಿಡಿಯೋ
അനസ്),ಹೋಲುವ
അനലോഗി,ಸಾದೃಶ್ಯ
വിശകലനം,ವಿಶ್ಲೇಷಣೆ
ഡാറ്റയുടെ വിശകലനം,ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
അനലിറ്റിക്കൽ സാന്ദ്രത,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ
വിശകലനം ചെയ്യുക,ವಿಶ್ಲೇಷಿಸು
വിശകലന,ವಿಶ್ಲೇಷಕ
അനുബന്ധ ഉപകരണങ്ങൾ,ಪೂರಕ ಉಪಕರಣಗಳು
ഗേറ്റിലും,ಮತ್ತು ಗೇಟ್
കൂട്ടിയിടിയുടെ കോണിൽ,ಘರ್ಷಣೆಯ ಕೋನ
ധ്രുവീകരണത്തിന്റെ കോണിൽ,ಧ್ರುವೀಕರಣದ ಕೋನ
ഭ്രമണത്തിന്റെ ആംഗിൾ,ತಿರುಗುವಿಕೆಯ ಕೋನ
Angstrom (å),ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å)
കോകാരുമായ,ಕೋನೀಯ
കോണീയ ത്വരണം,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ,ಕೋನೀಯ ಸಮನ್ವಯ
കോണീയ വ്യതിചലനം,ಕೋನೀಯ ವಿಚಲನ
കോണീയ ചിതറിപ്പോയത്,ಕೋನೀಯ ಪ್ರಸರಣ
കോണീയ സ്ഥാനചലനം,ಕೋನೀಯ ಸ್ಥಳಾಂತರ
കോണീയ പിശക്,ಕೋನೀಯ ದೋಷ
കോണീയ ആവൃത്തി,ಕೋನೀಯ ಆವರ್ತನ
കോണീയ ആക്കം,ಕೋನೀಯ ಆವೇಗ
കോണീയ ചലനം,ಕೋನೀಯ ಚಲನೆ
കോണീയ പ്രവേഗം,ಕೋನೀಯ ವೇಗ
ജീവസഞ്ചാരണം,ಅನೆ
ആനോഡ്,ಆವರಣ
അനോഡ് ബാറ്ററി,ಆನೋಡ್ ಬ್ಯಾಟರಿ
ആനോഡ് സ്വഭാവം,ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು
അനോഡ് സർക്യൂട്ട്,ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ
ആനോഡ് ഡിസ്പിപ്പ്,ಆನೋಡ್ ಹರಡುವಿಕೆ
ആനോഡ് കാര്യക്ഷമത,ಆನೋಡ್ ದಕ್ಷತೆ
ആനോഡ് ഇൻപുട്ട് പവർ,ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ
ആനോഡ് പരിഷ്കരണം,ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
ഏരിയെല്,ಆನಂತಾ
ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്,ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್
ആന്റിന ബൂസ്റ്റർ,ಆಂಟೆನಾ ಬೂಸ್ಟರ್
ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്,ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್
ആന്റിന കോയിൽ,ಆಂಟೆನಾ ಕಾಯಿಲ್
ആന്റിന കോൺഫിഗറേഷൻ,ಆಂಟೆನಾ ಸಂರಚನೆ
ആന്റിന കപ്ലർ,ಆಂಟೆನಾ ಸಹಕ
ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ,ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್
ആന്റിന കറന്റ്,ಪ್ರವಾಹ
ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം,ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ
ആന്റിന ഡ്യുപ്ലെർസർ,ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್
ആന്റിന ഫലപ്രദമായ പ്രദേശം,ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ
ആന്റിന കാര്യക്ഷമത,ಆಂಟೆನಾ ದಕ್ಷತೆ
ആന്റിന ഫീഡ്,ಆಂಟೆನಾ ಫೀಡ್
ആന്റിന ഫൂട്ട് പ്രിന്റ്,ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ
ആന്റിന നേട്ടം,ಆಂಟೆನಾ ಗಳಿಕೆ
ആന്റിന ഉയരം,ಆಂಟೆನಾ ಎತ್ತರ
ആന്റിന ഇംപെഡൻസ്,ಪ್ರತಿರೋಧ
ആന്റിന ഇൻഡക്റ്റൻസ്,ಆಂಟೆನಾ ಪ್ರಚೋದನೆ
ആന്റിന പാറ്റേൺ,ಆಂಟೆನಾ ಮಾದರಿ
ആന്റിന പ്ലെക്സർ,ಪತಂಗ
ആന്റിന പോളൈസേഷൻ,ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ
ആന്റിന പവർ,ಆಂಟೆನಾ ಶಕ್ತಿ
ആന്റിന പവർ ലാഭം,ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ
ആന്റിന റേഡിയേഷൻ പ്രതിരോധം,ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ
ആന്റിന റിനോപ്പൻസ്,ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ
ആന്റിന റിഫ്ലക്ടർ,ಆಂಟೆನಾ ಪ್ರತಿಫಲನ
ആന്റിന റെസിസ്റ്റൻസ്,ಆಂಟೆನಾ ಪ್ರತಿರೋಧ
ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി,ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ
ആന്റിന സ്പെയ്സിംഗ്,ಆಂತರಿಕ ಅಂತರ
ആന്റിന സ്വിച്ചിംഗ് റൂം,ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್
ആന്റിന ട്യൂണിംഗ് കോയിൽ,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್
ആന്റിന ട്യൂണിംഗ് ഹട്ട്,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್
അപ്പേണ്ടർ,ದ್ಯುತಿರಂಧ್ರ
അപ്പോജി,ಮಂಜುಗಡ್ಡೆಯ
അപ്പോജി റോക്കറ്റ്,ಕಟಾ ರಾಕೆಟ್
ഉപകരണങ്ങള്,ಉಪಕರಣ
കാണാവുന്ന,ಸ್ಪಷ್ಟ
ആപ്ലെറ്റ്,ರಭಸ
അപേക്ഷ,ಅನ್ವಯಿಸು
ഏകദേശമായ,ಅಂದಾಜು
ജല പരിഹാരം,ಅಕ್ವೌಸ್ ಪರಿಹಾರ
കമാനം,ಚಾಪ
വാസ്തുവിദ,ವಾಸ್ತುಶಿಲ್ಪಿ
ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം,ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ
ഗന്ഥരക്ഷാലയം,ಆರ್ಕೈವ್ಸ್
അരിത്മെറ്റിക് കോഡിംഗ്,ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್
യക്ഷി,ಶಸ್ತ್ರಾಸ್ತ್ರ
അർമേച്ചർ വിൻഡിംഗ്,ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್
ശേണി,ರಂಗ
അറസ്റ്റർ,ಬಂಧಕ
കൃതില്,ಉಚ್ಚ್ಯ
ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്),ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ)
ആരോഹണം,ಏರಿಕೆ
വീക്ഷണാനുപാതം,ಶೋಧ ಅನುಪಾತ
അസംബ്ലി,ಷೋಬರೆ
ഉറപ്പിച്ചുപറയല്,ಪ್ರತಿಪಾದಿಸುವುದು
ചുമതല,ನಿಯೋಜನೆ
അസൈൻമെന്റ് ചാനൽ,ನಿಯೋಜನೆ ಚಾನೆಲ್
അസമമായ,ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ
അസിൻക്രണസ്,ಅಸಮಕಾಲಿಕ
അന്തരീക്ഷം,ವಾತಾವರಣ
അന്തരീക്ഷ നഷ്ടം,ವಾತಾವರಣದ ನಷ್ಟ
അന്തരീക്ഷ ശബ്ദം,ವಾತಾವರಣದ ಶಬ್ದ
അന്തരീക്ഷമർദ്ദം,ವಾತಾವರಣದ ಒತ್ತಡ
അന്തരീക്ഷ പ്രചരണം,ವಾತಾವರಣದ ಪ್ರಸರಣ
അന്തരീക്ഷ റേഡിയോ-വേവ്,ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ
അന്തരീക്ഷ,ವಾತಾವರಣದ
പരമാണു,ಪರಮಾಣು
ആറ്റോമിക ഘടന,ಪರಮಾಣು ರಚನೆ
ബന്ധം,ಬಾಂಧಾಣ
അറ്റൻവറൻസ്,ಗಮನ
അറ്റൻവേേഷൻ നഷ്ടം,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ
ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ,ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್
അറ്റൻവേറ്റർ,ಕೈಗೆಟುಕುವವನು
അറ്റൻവേറ്റർ പാഡ്,ಅಟೆಂಡು-ಪ್ಯಾಡ್
സവിശേഷത പരിധി,ಶ್ರದ್ಧೆಯ ಮಿತಿ
ശ്രമത്തിനും,ಶ್ರವ್ಯ
കേൾക്കാവുന്ന ആവൃത്തി,ಶ್ರವ್ಯ ಆವರ್ತನ
കേൾക്കാവുന്ന ടോൺ,ಶ್ರವ್ಯ ಸ್ವರ
കേൾക്കാവുന്ന-സ്പെക്ട്രം,ಸ್ವಸಾಧ್ಯ
സദസര്,ಪ್ರೇಕ್ಷಕರು
ഓഡിയോ,ಆವಿಷ್ಕಾರ
ഓഡിയോ ആംപ്ലിഫയർ,ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್
ഓഡിയോ അനലൈസർ,ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ
ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്,ಆಡಿಯೊ ಪ್ರಸಾರ
ഓഡിയോ കേബിൾ,ಆಡಿಯೊ ಕೇಬಲ್
ഓഡിയോ ചെയിൻ,ಆಡಿಯೊ ಸರಪಳಿ
ഓഡിയോ കോഡെക്,ಆಡಿಯೊ ಕೋಡೆಕ್
ഓഡിയോ കംപ്രഷൻ,ಆಡಿಯೊ ಸಂಕೋಚನ
ഓഡിയോ കംപ്രസ്സർ,ಆಡಿಯೊ ಸಂಕೋಚಕ
ഓഡിയോ കൺസോൾ,ಆಡಿಯೊ ಕನ್ಸೋಲ್
ഓഡിയോ വക്രീകരണം,ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ
ഓഡിയോ ഡൈനാമിക് ശ്രേണി,ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ
ഓഡിയോ ഫയൽ ഫോർമാറ്റ്,ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ
ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്,ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ,ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್
ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി,ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ
