Gujarati,Bengali
"નિરપેક્ષ, નિરપેક્ષ, અચળ, સંપૂર્ણ","পরম, পরম, ধ্রুবক, নিখুঁত"
સંપૂર્ણ પ્રવેગક,পরম ত্বরণ
સંપૂર્ણ વાસ્તવિકતા,পরম বাস্তবতা
સંપૂર્ણ સરનામું,পরম ঠিকানা
જિયો-રિલેટિવ અલ્ટીમીટર,ভূ-আপেক্ষিক উচ্চতা মিটার
ભૌગોલિક ઊંચાઈ,ভূতাত্ত্বিক উচ্চতা
સંપૂર્ણ એમ્પીયર,পরম অ্যাম্পিয়ার
સંપૂર્ણ ઉત્કલન બિંદુ,পরম ফুটন্ত বিন্দু
સંપૂર્ણ તેજ,পরম আলোকসজ্জা
સંપૂર્ણ ક્ષમતા,পরম ক্ষমতা
ચોક્કસ ઊંચાઈ,পরম উচ্চতা
સંપૂર્ણ રંગદ્રવ્ય,পরম রঙ্গক
"સંપૂર્ણ રૂપરેખાંકન, અસ્પષ્ટ રૂપરેખાંકન","পরম কনফিগারেশন, দ্ব্যর্থহীন কনফিগারেশন"
સંપૂર્ણ કૂલમ્બ,পরম কুলম্ব
સંપૂર્ણ અંધકાર,সম্পূর্ণ অন্ধকার
સંપૂર્ણ સમયપત્રક,পরম সময়সূচী
સંપૂર્ણ ઘનતા*,পরম ঘনত্ব*
સંપૂર્ણ ડ્રેનેજ,পরম নিষ্কাশন
સંપૂર્ણ EMU (ઇલેક્ટ્રોમેગ્નેટિક એકમ),পরম ইএমইউ (ইলেক্ট্রোম্যাগনেটিক ইউনিট)
સંપૂર્ણ ESU (સ્થિર એકમ),পরম ESU (স্থির শক্তি ইউনিট)
સંપૂર્ણ કાર્યક્ષમતા,পরম দক্ষতা
સંપૂર્ણ ઇલેક્ટ્રોમીટર,পরম ইলেক্ট্রোমিটার
સંપૂર્ણ આવર્તન સંપૂર્ણ આવર્તન,পরম ফ্রিকোয়েন্সি পরম ফ্রিকোয়েন্সি
સંપૂર્ણ ભેજ,পরম আর্দ্রতা
સંપૂર્ણ ઘટના,পরম ঘটনা
સંપૂર્ણ રીફ્રેક્ટિવ ઇન્ડેક્સ,পরম প্রতিসরাঙ্ক সূচক
સંપૂર્ણ અસ્થિરતા,পরম অস্থিরতা
સંપૂર્ણ અસ્થિરતા,পরম অস্থিরতা
"સંપૂર્ણ તીવ્રતા, સંપૂર્ણ તીવ્રતા","পরম তীব্রতা, পরম তীব্রতা"
અસ્થેનિયાની સંપૂર્ણ મર્યાદા,অ্যাথেনিয়ার পরম সীমা
સંપૂર્ણ રોશની,পরম আলোকসজ্জা সিল
સંપૂર્ણ પ્રકાશ વળાંક,পরম হালকা বক্ররেখা
સંપૂર્ણ તીવ્રતા,পরম মাত্রা
સંપૂર્ણ બેરોમીટર,পরম ব্যারোমিটার
સર્વોચ્ચ સર્વોચ્ચ,সর্বোচ্চ সর্বোচ্চ
સંપૂર્ણ મર્યાદા,পরম চরম
એકદમ નીચું,পরম সর্বনিম্ন
સંપૂર્ણ વેગ,পরম গতিবেগ
સંપૂર્ણ ઝડપ,পরম গতি
સંપૂર્ણ સંગીત,পরম সঙ্গীত
સંપૂર્ણ અવલોકન,পরম পর্যবেক্ষণ
સંપૂર્ણ ઓહ્મ,পরম ওম
સંપૂર્ણ અભિગમ,পরম অভিযোজন
સંપૂર્ણ ઇલેક્ટ્રોનેગેટિવિટી,পরম বৈদ্যুতিক ঋণাত্মকতা
સંપૂર્ણ ગુરુત્વાકર્ષણ,পরম মাধ্যাকর্ষণ
સંપૂર્ણ દબાણ,পরম চাপ
સંપૂર્ણ મિલકત,পরম সম্পত্তি
સંપૂર્ણ સ્કેલર,পরম স্কেলার
તાપમાનનું સંપૂર્ણ માપ*,তাপমাত্রার পরম স্কেল*
"સંપૂર્ણ સુમેળ, સંપૂર્ણ સુમેળ","পরম সমলয়, পরম সমলয়"
સંપૂર્ણ તણાવ,পরম চাপ
સંપૂર્ણ સમપ્રમાણતા,পরম প্রতিসাম্য
સંપૂર્ણ ગતિ શરીર,পরম গতি শরীর
સંપૂર્ણ એકમ સિસ્ટમ,পরম ইউনিট সিস্টেম
સંપૂર્ણ તાપમાન,পরম তাপমাত্রা
ચોક્કસ સમય,পরম সময়
સંપૂર્ણ એકમો,পরম একক
સંપૂર્ણ મૂલ્ય,পরম মান
પૂર્ણાંક કેલ્ક્યુલેટર,পূর্ণসংখ্যা ক্যালকুলেটর
સંપૂર્ણ વેગ,পরম বেগ
સંપૂર્ણ સ્નિગ્ધતા,পরম সান্দ্রতা
સંપૂર્ણ વજન,পরম ওজন
સંપૂર્ણ શૂન્ય*,পরম শূন্য*
શૂન્યનો સંપૂર્ણ વિભાજક,শূন্যের পরম ভাজক
શોષી લેવું,শোষণ করা
શોષણ સૂચકાંક*,শোষণ সূচক*
શોષિત ઊર્જા,শোষিত শক্তি
"શોષક, શોષક","শোষক, শোষক"
શોષક માધ્યમ*,শোষক মাধ্যম*
શોષણ ક્ષમતા,শোষণ ক্ষমতা
શોષણ,শোষণ
શોષણમાપક*,শোষণ যন্ত্র*
શોષણમેટ્રી*,শোষণমিতি*
શોષણ,শোষণ
શોષણ - બેન્ડ*,শোষণ - ব্যান্ড*
શોષણ સર્કિટ,শোষণ সার্কিট
શોષણ ગુણાંક,শোষণ গুণাঙ্ক
શોષણ કૉલમ,শোষণ কলাম
સતત શોષણ,শোষণ ধ্রুবক
શોષણ સાતત્ય,শোষণ ধারাবাহিকতা
શોષણ ઝોન,শোষণ অঞ্চল
શોષણ વર્તમાન,শোষণ বর্তমান
શોષણ વક્ર*,শোষণ বক্ররেখা*
શોષણ અસ્થિભંગ,শোষণ ফ্র্যাকচার
શોષણ કોર,শোষণ কোর
શોષણ પરિબળ,শোষণ ফ্যাক্টর
શોષણ ફિલ્ટર,শোষণ ফিল্টার
શોષણ જ્યોત ફોટોમેટ્રી*,শোষণ শিখা ফটোমেট্রি*
શોષણ હાઇગ્રોમીટર,শোষণ হাইগ্রোমিটার
શોષણ ઘાતાંક,শোষণ সূচক
શોષણ સીમાંત,শোষণ প্রান্তিক
શોષણ રેખા,শোষণ লাইন
શોષણ નુકશાન,শোষণ ক্ষতি
શોષણ મોડ્યુલેશન,শোষণ মড্যুলেশন
પ્રકાશ શોષણ,আলো শোষণ
રેડિયેશન ઊર્જાનું શોષણ,বিকিরণ শক্তি শোষণ
શોષણની ટોચ,শোষণ শিখর
શોષણ ફોટોમેટ્રી,শোষণ ফটোমেট্রি
શોષણ ગુણોત્તર,শোষণ অনুপাত
શોષણ શ્રેણી*,শোষণ পরিসীমা*
શોષણ સ્પેક્ટ્રમ ફોટોમેટ્રી*,শোষণ স্পেকট্রাম ফটোমেট্রি*
શોષણ સ્પેક્ટ્રમ*,শোষণ বর্ণালী*
"શોષણ નળી, શોષણ નળી","শোষণ নল, শোষণ নল"
શોષણ હાઇગ્રોમીટર,শোষণ হাইগ্রোমিটার
શોષક*,শোষক*
શોષક બાષ્પીભવક,শোষক বাষ্পীভবনকারী
શોષણ કાયદો*,শোষণ আইন*
શોષણ માધ્યમ,শোষণ মাধ্যম
"શોષક ક્ષમતા, શોષણ*","শোষণ ক্ষমতা, শোষণ*"
શોષણ*,শোষণ*
સ્ટુડિયો સરંજામ,স্টুডিও সজ্জা
ગુણાકાર ગુણોત્તર,বহুগুণ অনুপাত
અવગણના,বিভ্রান্তি
વિશે,সম্পর্কিত
વેગ આપો,ত্বরান্বিত করা
પ્રવેગક-સ્ટોપ અંતર,ত্বরণ-স্টপ দূরত্ব
ઉતાવળ કરી,তাড়াতাড়ি
ઝડપી સમય અસર પરીક્ષણ,দ্রুত সময়ের প্রভাব পরীক্ষা
ઝડપી પ્રવાહ,দ্রুত প্রবাহ
ઝડપી ગતિ,দ্রুত গতি
ઝડપી શરીર,দ্রুত শরীর
પ્રવેગક તોલનાર,এক্সিলারেটর ওজনকারী
પ્રવેગક ઇલેક્ટ્રોડ*,এক্সিলারেটর ইলেক্ট্রোড*
પ્રવેગક સમય*,এক্সিলারেটরের সময়*
પ્રવેગક તબક્કો,এক্সিলারেটর ফেজ
પ્રવેગક દર,অ্যাক্সিলারেটর হার
એક્સિલરેટર વોલ્ટેજ*,এক্সিলারেটর ভোল্টেজ*
પ્રવેગ,ত্বরণ
ત્વરિત કમ્બશન,ত্বরিত জ্বলন
પ્રવેગક ગુણાંક,ত্বরণ সহগ
પ્રવેગક ઘટક,ত্বরণ উপাদান
ગુરુત્વાકર્ષણને કારણે પ્રવેગક,মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি
પ્રવેગક પરિબળ,ত্বরণ ফ্যাক্টর
ઝડપી ચાર્જ,ত্বরিত চার্জ
ગુરુત્વાકર્ષણ પ્રવેગક,অভিকর্ষের ত্বরণ
પ્રવેગક સંભવિત,ত্বরণ সম্ভাবনা
પ્રવેગક કાયદો,ত্বরণ আইন
પ્રવેગક પ્રક્રિયા,ত্বরণ প্রক্রিয়া
પ્રવેગક ક્ષેત્ર,ত্বরণ অঞ্চল
પ્રવેગક પદ્ધતિ,ত্বরণ পদ্ধতি
"પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા","ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা"
પ્રવેગક વેક્ટર,ত্বরণ ভেক্টর
પ્રવેગક-વોલ્ટેજ,ত্বরণ-ভোল্টেজ
પ્રવેગક તરંગ,ত্বরণ তরঙ্গ
પ્રવેગક,এক্সিলারেটর
"પ્રવેગક, પ્રવેગક*","ত্বরণ, ত্বরণক*"
પ્રવેગક સમીકરણ,অ্যাক্সিলারেটর সমীকরণ
એક્સિલરેટર*,এক্সিলারেটর*
એક્સેલરોમીટર,অ্যাক্সিলোমিটার
એક્સેલરોમીટર મેચિંગ,অ্যাক্সিলোমিটার মিল
prestresser,prestresser
માન્ય અક્ષરો,বৈধ অক্ষর
સ્વીકૃતિ કોણ,গ্রহণযোগ্যতা কোণ
સ્વીકૃતિ સ્પષ્ટીકરણ,গ্রহণযোগ্যতা স্পেসিফিকেশন
સ્વીકાર્ય પરીક્ષણ,গ্রহণযোগ্য পরীক্ষা
"સ્વીકારનાર*, સ્વીકારનાર","গ্রহণকারী*, গ্রহণকারী"
રીસેપ્ટર અણુ,রিসেপ্টর পরমাণু
રીસેપ્ટર બોન્ડ,রিসেপ্টর বন্ড
રીસીવર સર્કિટ,রিসিভার সার্কিট
રીસેપ્ટર સ્તર,রিসেপ্টর স্তর
દાતા પરમાણુ,দাতা অণু
રીસેપ્ટર મિલકત,রিসেপ্টর সম্পত্তি
રીસેપ્ટર મિલકત સ્તર,রিসেপ্টর সম্পত্তি স্তর
પ્રવેગક નળી,অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ
"પ્રવેશ, રાહ, પ્રવેશ","অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস"
ભુજ એક્સેસ,ভুজ অ্যাক্সেস করুন
ઍક્સેસ સિસ્ટમ,অ্যাক্সেস সিস্টেম
ઍક્સેસ સમય,প্রবেশাধিকার সময়
ઉપલ્બધતા,অ্যাক্সেসযোগ্যতা
"વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ","অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক"
વધારાના પ્રતિબંધો,অতিরিক্ত সীমাবদ্ধতা
સંયોગ,কাকতালীয়
આકસ્મિક કરેક્શન,আকস্মিক সংশোধন
આકસ્મિક બાયોજેનેસિસ,দুর্ঘটনাজনিত বায়োজেনেসিস
આકસ્મિક ડાયવર્ઝન,আকস্মিক ডাইভারশন
મુલાકાતી ભૂલ,ভিজিটর ত্রুটি
"અચાનક સ્ટોપ, એકાએક સ્ટોપ","হঠাৎ বন্ধ, হঠাৎ বাতা"
આકસ્મિક ટ્રાન્સમિશન,দুর্ঘটনাজনিত সংক্রমণ
રેન્ડમ ભિન્નતા,এলোমেলো পার্থক্য
ગોઠવણ,সমন্বয়
સ્થિત,অবস্থিত
સંચિત ભૂલ,সঞ্চিত ত্রুটি
"સંચય, સંચય","accumulation, accumulation"
ઊર્જા સંગ્રહ,শক্তি সঞ্চয়
સંચયક*,সঞ্চয়ক*
ચોકસાઈ,সঠিকতা
વાસ્તવિકતા,বাস্তবতা
વાસ્તવિક સાધન અવલોકન,বাস্তব যন্ত্র পর্যবেক্ষণ
ચોક્કસ શ્રેણી માર્કર,সঠিক পরিসীমা চিহ্নিতকারী
ચોકસાઇ સ્કેનીંગ,নির্ভুলতা স্ক্যানিং
પ્રેક્ટિસ,অনুশীলন করা
એક્સિલરેટર સેલ*,এক্সিলারেটর সেল*
વર્ણહીન લેન્સ*,অ্যাক্রোমেটিক লেন্স*
વર્ણહીન*,অ্যাক্রোমেটিক*
વર્ણહીન વિશ્લેષક,অ্যাক্রোম্যাটিক বিশ্লেষক
આવર્તન તટસ્થ એન્ટેના,ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা
વર્ણહીન આકાર,অ্যাক্রোমেটিক আকৃতি
વર્ણહીન ફ્રિન્જ,অ্যাক্রোম্যাটিক ফ্রিঞ্জ
વર્ણહીન લેન્સ*,অ্যাক্রোমেটিক লেন্স*
વર્ણહીન બિંદુ પાથ,অ্যাক্রোম্যাটিক পয়েন্ট পাথ
વર્ણહીન લેન્સ,অ্যাক্রোম্যাটিক লেন্স
વર્ણહીન પ્રિઝમ,অ্যাক্রোমেটিক প্রিজম
વર્ણહીન ટેલિસ્કોપ,অ্যাক্রোম্যাটিক টেলিস্কোপ
વર્ણહીનતા*,বর্ণহীনতা*
વર્ણહીનકરણ*,অ্যাক্রোমাটাইজেশন*
વર્ણહીનતા*,বর্ণহীনতা*
"સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન","স্থিতিস্থাপক, অবাধ্য, অবাধ্য"
"એકોર્ન નળી, બંજુ નળી","আকর্ণ হোস, বানজু হোস"
લઘુચિત્ર વાલ્વ,ক্ষুদ্রাকৃতির ভালভ
ઇકોફોની,ইকোফোনি
એકોસ્ટિક,শাব্দিক
એકોસ્ટિક શોષકતા,শাব্দ শোষণ
એકોસ્ટિક એટેન્યુએશન ગુણાંક,অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ
એકોસ્ટિક એટેન્યુએશન,অ্যাকোস্টিক অ্যাটেন্যুয়েশন
એકોસ્ટિક ચોર એલાર્મ,শাব্দ চোর অ্যালার্ম
એકોસ્ટિક ક્ષમતા,অ্যাকোস্টিক ক্যাপাসিট্যান্স
સુનાવણી કેન્દ્ર,শ্রবণ কেন্দ্র
એકોસ્ટિક સમજૂતી,শাব্দ ব্যাখ্যা
એકોસ્ટિક કવર,শাব্দ আবরণ
એકોસ્ટિક પ્રતિભાવ,শাব্দ প্রতিক্রিয়া
એકોસ્ટિક ઘટક,শাব্দিক উপাদান
એકોસ્ટિક વાહકતા,শাব্দ পরিবাহিতা
એકોસ્ટિક ભીનાશ,শাব্দ স্যাঁতসেঁতে
એકોસ્ટિક વિક્ષેપ,শাব্দ বিচ্ছুরণ
સાઉન્ડ હેકર,শব্দ হ্যাকার
ધ્વનિ ઊર્જા*,শাব্দ শক্তি*
એકોસ્ટિક ઊર્જા સમીકરણ,শাব্দ শক্তি সমীকরণ
એકોસ્ટિક સમીકરણ,শাব্দিক সমীকরণ
એકોસ્ટિક પુનઃસ્થાપન,শাব্দ পুনঃস্থাপন
ક્લેડની આકાર,ক্ল্যাডনি আকার
એકોસ્ટિક ફિલ્ટર,শাব্দ ফিল্টার
અવાજ જનરેટર,শব্দ জেনারেটর
એકોસ્ટિક જાળી,শাব্দ ঝাঁঝরি
એકોસ્ટિક અવબાધ*,শব্দের সংরোধ*
એકોસ્ટિક જડતા,শাব্দিক জড়তা
એકોસ્ટિક તીવ્રતા,শাব্দ তীব্রতা
એકોસ્ટિક હસ્તક્ષેપ મીટર,শাব্দ হস্তক্ষেপ মিটার
એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર,শাব্দ হস্তক্ষেপ আবিষ্কারক
એકોસ્ટિક લેન્સ,শাব্দ লেন্স
ધ્વનિ રેખા,শব্দ লাইন
એકોસ્ટિક માસ,শাব্দ ভর
એકોસ્ટિક સામગ્રી,শাব্দ উপাদান
એકોસ્ટિક અર્થ મુક્ત માર્ગ,অ্যাকোস্টিক মানে মুক্ত পথ
એકોસ્ટિક મોડ,শাব্দ মোড
એકોસ્ટિક અવાજ,শাব্দিক শব্দ
એકોસ્ટિક ઓહ્મ*,শাব্দিক ওহম*
"એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ","অ্যাকোস্টিক প্যানেল, অ্যাকোস্টিক বোর্ড"
એકોસ્ટિક તબક્કો સ્થિર,শাব্দ ফেজ ধ্রুবক
એકોસ્ટિક રીસીવર,শাব্দ রিসিভার
એકોસ્ટિક દબાણ,শাব্দ চাপ
ધ્વનિનો સપ્રમાણતાનો નિયમ,শব্দের প্রতিসাম্য নিয়ম
એકોસ્ટિક ટ્રાન્સમિશન,শাব্দ সংক্রমণ
એકોસ્ટિક ગુણધર્મો,শাব্দ বৈশিষ্ট্য
એકોસ્ટિક ક્વાડ્રુપોલ,শাব্দ চতুর্ভুজ
એકોસ્ટિક રેડિયેશન તત્વ,শাব্দ বিকিরণ উপাদান
એકોસ્ટિક રેડિયેશન,শাব্দ বিকিরণ
સાઉન્ડપ્રૂફ,শব্দরোধী
એકોસ્ટિક રેડિયોમીટર,অ্যাকোস্টিক রেডিওমিটার
એકોસ્ટિક પ્રતિભાવ,শাব্দ প্রতিক্রিয়া
એકોસ્ટિક પારસ્પરિકતા પ્રમેય,অ্যাকোস্টিক পারস্পরিক তত্ত্ব
એકોસ્ટિક ઘટાડો પરિબળ,শাব্দ হ্রাস ফ্যাক্টর
એકોસ્ટિક પરાવર્તન ગુણાંક,শাব্দ প্রতিফলন সহগ
એકોસ્ટિક રીફ્રેક્શન,শাব্দ প্রতিসরণ
એકોસ્ટિક પ્રતિકાર,শাব্দ প্রতিরোধের
એકોસ્ટિક પ્રતિભાવ,শাব্দ প্রতিক্রিয়া
એકોસ્ટિક સ્કેટરિંગ,শাব্দ বিচ্ছুরণ
સુનાવણી બિંદુ,শ্রবণ বিন্দু
એકોસ્ટિક કઠોરતા,শাব্দিক অনমনীয়তা
એકોસ્ટિક સિસ્ટમ,শাব্দ ব্যবস্থা
એકોસ્ટિક થર્મોમીટર,শাব্দ থার্মোমিটার
એકોસ્ટિક વેગ,শাব্দ বেগ
ધ્વનિ તરંગ,শব্দ - তরঙ্গ
એકોસ્ટિક,শাব্দিক
ધ્વનિ શોષણ ગુણાંક,শব্দ শোষণ সহগ
ધ્વનિ શોષણ ઘટક,শব্দ শোষণ উপাদান
એકોસ્ટિક સર્કિટ,শাব্দ সার্কিট
એકોસ્ટિક પ્રતિભાવ,শাব্দ প্রতিক্রিয়া
એકોસ્ટિક વિલંબ રેખા,শাব্দ বিলম্ব লাইন
એકોસ્ટિક વિકૃતિ,শাব্দ বিকৃতি
એકોસ્ટિક એકોસ્ટિક્સ,শাব্দিক ধ্বনিবিদ্যা
એકોસ્ટિક ફિલ્ટર,শাব্দ ফিল্টার
એકોસ્ટિક અવબાધ*,শব্দের সংরোধ*
ફોનોગ્રાફ,ফোনোগ্রাফ
એકોસ્ટિક ઓહ્મ*,শাব্দিক ওহম*
એકોસ્ટિક સતત,শাব্দিক ধ্রুবক
એકોસ્ટિક ફોનોન,শাব্দিক ফোনন
એકોસ્ટિક ટ્રાન્સમિશન સતત,শাব্দ সংক্রমণ ধ্রুবক
ધ્વનિ રૂપાંતર ગુણાંક,শব্দ পরিবর্তন সহগ
એકોસ્ટિક પ્રતિકાર,শাব্দ প্রতিরোধের
એકોસ્ટિક કઠોરતા,শাব্দিক অনমনীয়তা
ધ્વનિ એકમ,শব্দ ইউনিট
સાઉન્ડપ્રૂફ,শব্দরোধী
એકોસ્ટિક સાઇડ લાઇન,শাব্দ পার্শ্ব লাইন
"ધ્વનિશાસ્ત્ર, ધ્વનિશાસ્ત્ર","ধ্বনিবিদ্যা, ধ্বনিবিদ্যা"
સાઉન્ડ મીટર,শব্দ মিটার
ધ્વનિ દબાણ,শব্দ চাপ
સંપાદન રડાર,অধিগ্রহণ রাডার
પ્રકાશસંશ્લેષણ રેડિયેશન,সালোকসংশ্লেষী বিকিরণ
એક્ટિનિયમ ઉત્સર્જન,অ্যাক্টিনিয়াম নির্গমন
એક્ટિનો-યુરેનિયમ,অ্যাক্টিনো-ইউরেনিয়াম
એક્ટિનો-યુરેનિયમ શ્રેણી,অ্যাক্টিনো-ইউরেনিয়াম সিরিজ
રેડિયોઇલેક્ટ્રિક,তেজস্ক্রিয়
"એક્ટિનોમીટર, ફોટોમિક્રોમીટર","অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার"
"ક્રિયા, ખત","কর্ম, কাজ"
ક્રિયા અને પ્રતિક્રિયા,কর্ম এবং প্রতিক্রিয়া
ક્રિયા સતત,কর্ম ধ্রুবক
પ્રભાવ ક્ષેત્ર,প্রভাব গোলক
"સક્રિય, સક્રિય","সক্রিয়, সক্রিয়"
સક્રિય પ્રસરણ,সক্রিয় বিস্তার
"સક્રિય ફાઇબર, સક્રિય ફાઇબર","সক্রিয় ফাইবার, সক্রিয় ফাইবার"
સક્રિયકરણ અસર,সক্রিয়করণ প্রভাব
સક્રિયકરણ અસર,সক্রিয়করণ প্রভাব
સક્રિયકરણ વિશ્લેષણ,সক্রিয়করণ বিশ্লেষণ
પ્રવૃત્તિ કેન્દ્ર,কার্যকলাপ কেন্দ্র
સક્રિયકરણ પરીક્ષક,সক্রিয়করণ পরীক্ষক
સક્રિયકરણ ઊર્જા,অ্যাক্টিভেশন শক্তি
સક્રિયકરણ એન્ટ્રોપી,সক্রিয়করণ এনট্রপি
સક્રિયકરણ ઓવરવોલ્ટેજ,সক্রিয়করণ ওভারভোল্টেজ
સક્રિયકરણ દર,সক্রিয়করণ হার
"એક્ટિવેટર, એક્ટિવેટર","সক্রিয়কারী, সক্রিয়কারী"
એક્ટિવેટર અણુ,অ্যাক্টিভেটর পরমাণু
પ્રવેગક,এক্সিলারেটর
સક્રિય શોષણ,সক্রিয় শোষণ
સક્રિય હવાઈ,সক্রিয় বায়বীয়
રેડિયેશન ડેન્જર ઝોન,বিকিরণ বিপদ অঞ্চল
સક્રિય ઉપકરણ,সক্রিয় ডিভাইস
સક્રિય લક્ષ્યીકરણ,সক্রিয় টার্গেটিং
સક્રિય હાઇડ્રોજન*,সক্রিয় হাইড্রোজেন*
સક્રિય મેશ,সক্রিয় জাল
સક્રિય રેખા સક્રિય રેખા,সক্রিয় লাইন সক্রিয় লাইন
સક્રિય લૂપ,সক্রিয় লুপ
સક્રિય કોડ*,সক্রিয় কোড*
સક્રિય ઘટકો,সক্রিয় উপাদান
સક્રિય પરમાણુ,সক্রিয় অণু
સક્રિય મેશ,সক্রিয় জাল
સક્રિય પુનઃશોષણ,সক্রিয় পুনর্শোষণ
સક્રિય વિસ્તાર,সক্রিয় এলাকা
સક્રિય નિયમન,সক্রিয় নিয়ন্ত্রণ
સક્રિય ઉપગ્રહ,সক্রিয় স্যাটেলাইট
સક્રિય વિખંડન સૌર જ્યોત,সক্রিয় বিচ্ছিন্ন সৌর শিখা
સક્રિય સૂક્ષ્મ પોષકતત્ત્વો,সক্রিয় মাইক্রোনিউট্রিয়েন্ট
સક્રિય ટ્રેકિંગ સિસ્ટમ,সক্রিয় ট্র্যাকিং সিস্টেম
સક્રિય ટ્રાન્સડ્યુસર,সক্রিয় ট্রান্সডুসার
સક્રિય સેવન,সক্রিয় গ্রহণ
પ્રવૃત્તિ ગુણાંક*,কার্যকলাপ সহগ*
પ્રવૃત્તિ સૂચકાંક,কার্যকলাপ সূচক
પ્રવૃત્તિ ગુણોત્તર,কার্যকলাপ অনুপাত
પ્રવૃત્તિ વેક્ટર,কার্যকলাপ ভেক্টর
વાસ્તવિક મોનિટર,বাস্তব মনিটর
વાસ્તવિક તણાવ,প্রকৃত চাপ
ટ્રિગર કરવા માટે,ট্রিগার করতে
પ્રવર્તક,জন্মদাতা
પ્રવર્તક,জন্মদাতা
એક્યુટીમીટર,acuityometer
સુનાવણીની તીવ્રતા,শ্রবণ তীক্ষ্ণতা
ફોટો ઉગ્રતા મૂલ્ય,ছবির তীক্ষ্ণতা মান
તીવ્ર કોણ,তীব্র কোণ
બબડાટ,ফিসফিস
તીવ્ર ત્રિકોણ,তীব্র ত্রিভুজ
એસાયક્લિક,অ্যাসাইক্লিক
ઓપ્ટિમાઇઝેશન એપ્લિકેશન,অপ্টিমাইজেশান অ্যাপ্লিকেশন
ઑપ્ટિમાઇઝ રાજ્ય,অপ্টিমাইজ করা অবস্থা
અનુકૂલનશીલ નિયંત્રણ સિસ્ટમ,অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা
એડેપ્ટોમીટર,অ্যাডাপ্টোমিটার
