Marathi,Gujarati
प्रशासकीय विभाग,વહીવટી વિભાગ
प्रशासकीय प्रमुख,વહીવટી વડા
प्रशासकीय मुख्यालय,વહીવટી મથક
प्रशासकीय उपाय,વહીવટી પગલાં
प्रशासकीय शक्ती,વહીવટી સત્તા
प्रशासकीय मंजुरी,વહીવટી મંજૂરી
प्रशासकीय तंत्र,વહીવટી તકનીક
प्रशासकीय न्यायाधिकरण,વહીવટી પંચ
प्रवेशयोग्यता,સ્વીકાર્યતા
स्वीकार्य खर्च,સ્વીકાર્ય ખર્ચ
कबूल करा,કબૂલવું
प्रवेश कार्ड,પ્રવેશ કાર્ડ
दाखल,સ્વીકૃત
सूचना,સલાહ આપવી
दत्तक,દત્તક
दत्तक,અપનાવનાર
दत्तक,દત્તક
प्रौढ,પુખ્ત
भेसळ,ભેગ
व्यभिचार,વ્યભિચાર
प्रौढ मताधिकार,પુખ્ત મતાધિકાર
अ‍ॅड व्हॅलोरम ड्यूटी,બહાનું
प्रगती,આગળ વધવું
अ‍ॅडव्हान्स बुकिंग,અગ્રિમ બુકિંગ
आगाऊ प्रत,અગ્રિમ પ્રત
आगाऊ वाढ,અગ્રિમ ઈજા
आगाऊ भरणा,અગાઉથી ચુકવણી
प्रतिकूल प्रविष्टी,પ્રતિકૂળ નોંધ
प्रतिकूल टीका,પ્રતિકૂળ નોંધ
प्रतिकूल अहवाल,પ્રતિકૂળ અહેવાલ
जाहिरात,જાહેરખબર
सल्ला,સલાહ
देयकाचा सल्ला,ચુકવણી
सल्लागार समिती,સલાહકાર સમિતિ
सल्लागार परिषद,સલાહકાર પરિષદ
वकिली,હિમાયતી
घडामोडी,બાબતો
प्रतिज्ञापत्र,સોગંદનામું
संलग्नता,જોડાણ
पुष्टीकरण,સમર્થન
होकारार्थी,ખાતરીપૂર્વક
परवाना,પરવડી
उपरोक्त,ઉપરોક્ત
पुन्हा,ફરી
विरुद्ध,વિરુદ્ધ
वय,ઉંમર
वय प्रमाणपत्र,વય પ્રમાણપત્ર
मताधिकार वय,મતાધિકાર માટે વય
वय मर्यादा,વય -મર્યાદા
एजन्सी,સંસ્થા
अजेंडा,કાર્યસૂચિ
सेवानिवृत्तीचे वय,નિવૃત્તિની ઉંમર
अधोरेखित वय,નિવૃત્તિની ઉંમર
एकत्रिकरण,એકંદર
संताप,નારાજ
आंदोलन,આંદોલન
एजीएम,અકસ્માત
करार,સહમત
करार फॉर्म,સહમત ફોર્મ
शेती,કૃષિ
कृषी-उद्योग,કૃષિ ઉદ્યોગ
मदत,સહાય
गजर,ભય
सतर्कता,જાગરૂકતા
उर्फ,ઉર્ફે
आरोप,આરોપ
निष्ठा,વાન
युती,સુમેળ
संबद्ध सेवा,સંલગ્ન સેવાઓ
सर्व समावेशक किंमत,તમામ સમાવિષ્ટ ખર્ચ
अखिल भारतीय सेवा,અખરાબ સેવા
वाटप,ફાળવણી
वाटप,ફાળવણી
वाटप पत्र,ફાળવણીનો પત્ર
अ‍ॅलोटी,ફાળવણી કરનાર
परवानगीयोग्य,માન્ય
अनुमत खर्च,માન્ય -ખર્ચ
अपीलला परवानगी द्या,અપીલ કરવાની મંજૂરી આપવી
भत्ता,છૂટ
सर्व हक्क राखीव,બધા હકો અમારી પાસે રાખેલા છે
वर्णमाला क्रम,વર્ણાનુક્રમ
भांडण,બોલો
वैकल्पिक,વૈભવી
पर्यायी,વૈકલ્પિક
एकत्रिकरण,સંવાદ
सुधारित मसुदा,સુધારેલો મુસદ્દો
दुरुस्ती,સુધારો
सुविधा,સુંદરતા
मैत्रीपूर्ण,સુખદ
दारूगोळा,દારૂગોળો
कर्जाचे or न्टायझेशन,દેવું
रक्कम,રકમ
पेन्शनची रक्कम,પેન્શનની રકમ
समान पोस्ट,એકસમાન સ્થાન
विश्लेषण,વિશ્લેષણ
विश्लेषणात्मक अभ्यास,વિશ્લેષણાત્મક
पूर्वज,વડપણ
सहायक उद्योग,આનુષંગિક ઉદ્યોગ
वैर,શિષ્ટાચાર
जोड,જોડાણ
वर्धापनदिन,વર્ષગાંઠ
घोषणा,જાહેરાત
त्रास,ત્રાસ
वार्षिक आर्थिक विधान,વાર્ષિક નિવેદન
वार्षिक अहवाल,વાર્ષિક હિસાબ
वार्षिकी,વાર્ષિકી
अज्ञात,અનામી
अज्ञात तक्रार,નામંજૂર ફરિયાદ
उत्तरदायित्व,જવાબદારપણું
उत्तरपत्रिका,ઉત્તરવહી
विरोधी,વિરોધી
पूर्वज,પૂર્વવર્તીઓ
अपेक्षित खर्च,અપેક્ષિત ખર્ચ
अपेक्षित उत्पन्न,અપેક્ષિત આવક
अपेक्षा,અપેક્ષા
अपेक्षित जामीन,અપેક્ષિત જામીન
भ्रष्टाचारविरोधी उपाय,ભ્રષ્ટાચાર માપદંડ
अँटी-डंपिंग,પ્રતિષ્ઠાવાન
प्राचीन,પ્રાચીન
वर्णभेद,રંગભુળ
औदासिन्य,દુ: ખ
शिखर शरीर,ટોચ
दिलगिरी,માફી
अपील,અપીલ
देखावा,દેખાવ
शांतता,સંતાપવું
अपील न्यायाधिकरण,અપીલ પંચ
परिशिष्ट,પરિશિષ્ટ
उपकरण,ઉપકરણ
लागू,લાગુ પડે એવું
अर्जदार,અરજદાર
अर्ज,નિયમ
अर्ज,અરજી પત્ર
लागू,લાગુ કરવું
अर्ज करा,અરજી કરવી
नेमणूक,નિમણૂક કરનાર
अधिकाराची नेमणूक,નિયુક્ત સત્તા
नियुक्ती,નિમણૂક
नियुक्ती पत्र,નિમણૂક -પત્ર
मंत्रिमंडळाची नेमणूक समिती,નિમણૂક સમિતિ
वेतनाचे विभाजन,વેતનનું વિભાજન
मूल्यमापन,મૂલ્યાંકન
मूल्यांकनकर्ता,મુલવણી કરનાર
कौतुक,કદર
भीती,આશંકા
शिकाऊ उमेदवार,ઉમેદવાર
संपर्क साधा,અભિગમ
योग्य,યોગ્ય
योग्य कृती,યોગ્ય કાર્યવાહી
योग्य डोके,યોગ્ય
विनियोग,વિનિયોગ
मान्यता,મંજૂરી
अंदाजे,આશરે
योग्यता चाचणी,અભિરુચિ કસોટી
अनियंत्रित,મનસ્વી
लवाद,મધ્યસ્થી
लवाद,લવાદી
लवाद न्यायाधिकरण,લવાદી પંચ
लवाद,લવાદી
आर्किटेक्चर,સ્થાપત્ય
संग्रहण,દફ્તર
क्षेत्र,વિસ્તાર
क्षेत्र मुख्यालय,વિસ્તારનું મુખ્ય મથક
युक्तिवाद,દલીલ
उद्भवू,ઊગવું
सशस्त्र सेना,સશસ્ત્ર દળો
व्यवस्था,વ્યવસ્થા
थकबाकी,બાકી
थकबाकी विधान,બાકી રાખનાર પત્રક
आगमन अहवाल,આગોતડી અહેવાલ
गर्विष्ठपणा,ઘમંડ
शस्त्रागार,શસ્ત્રસાર
लेख,વસ્તુ
संघटनेचा लेख,મંડળ
लेख,લેખ
चढत्या ऑर्डर,ચડતો હુકમ
निश्चित करा,ખાતરી કરવી
कोठे आहे,જ્યાં છે ત્યાં છે
पैलू,દૃષ્ટિ
भ्रष्टाचार,આછા
हत्या,હત્યા
हल्ला,હુમલો
एकत्र करा,ભેગા
असेंब्ली,વિધાનસભા
मान्यता,અનુમાન
ठामपणे,ભારપૂર્વક કહેવું
निर्धारक,આકારણી કરનાર
मूल्यांकन,આકારણી
मूल्यांकन वर्ष,આકારણી વર્ષ
मूल्यांकनकर्ता,આકારણીકાર
मालमत्ता,અસ્ક્યામત
असिशात,મુખત્ર
असाइनमेंट,સોંપણી
असाइनर,મુલકવનાર
सहाय्य,સહાય
सहयोगी,સાથી
असोसिएशन,મંડળ
शुल्काची धारणा,હવાલો
आश्वासन,ખાતરી
आश्वासन कंपनी,ખાતરી કંપની
आश्वासन,ખાતરી આપવી
सूट वर,અપટ
अणु शक्ती,અણુની શક્તિ
समम वर,સમકક્ષ
प्रीमियमवर,ઈમારત
संलग्न करा,સંલગ્ન કરવું
संलग्न कार्यालय,જોડાયેલ કચેરી
संलग्नक,જોડાણ
संलग्नक ऑर्डर,જોડાણનો હુકમ
प्राप्ती,પ્રાપ્તિ
प्रयत्न,પ્રયત્ન
उपस्थिती,ઉપસ્થિત
उपस्थिती नोंदणी,ઉપસ્થિત રજિસ્ટર
उपस्थिती स्लिप,ઉપસ્થિત કાપલી
लक्ष,ધ્યાન
प्रमाणीकरण,પ્રમાણન
प्रमाणित प्रत,પ્રમાણિત પ્રત
वृत्ती,વલણ
आकर्षक पगार,આકર્ષક પગાર
लिलाव,હરાજી
लिलाव,હરાજી કરવી
लिलाव विक्री,હરાજીનું વેચાણ
प्रेक्षक,શ્રોતા
ऑडिओ-व्हिज्युअल प्रदर्शन,દૃષ્ટિકોણ
ऑडिओ-व्हिज्युअल प्रसिद्धी,વિઝ્યુઅલી પ્રચાર
ऑडिट,હિસાબ -તપાસણી
ऑडिट खाती,ઓડિટ કરેલ હિસાબ
ऑडिट बॅलन्स शीट,Ited ડિટ કરેલી સર્ટિલશીટ
ऑडिटिंग,Itingણ
ऑडिट आक्षेप,હિસાબ -તપાસણીનો વાંધો
ऑडिटरचा अहवाल,Itor ડિટર અહેવાલ
सभागृह,સભાગૃહ
ऑडिट परिच्छेद,ઓડિટ ફકરા
ऑडिट अहवाल,હિસાબ -તપાસણી અહેવાલ
कठोरता,કઠોરતા
कठोरपणाचे उपाय,કઠોર પગલાં
अस्सल,અધિકૃત
अधिकृत प्रतिनिधी,અધિકૃત પ્રતિનિધિ
अधिकृत,પ્રમાણભૂત
अधिकार,અધિકાર
प्राधिकरण पत्र,સત્તાધિકારનો પત્ર
अधिकृत,અધિકૃત
अधिकृत भांडवल,અધિકૃત મૂડી
स्वयंचलित,સ્વચાલિત
स्वायत्त,સ્વાયત્ત
स्वायत्त शरीर,સ્વાયત્ત સંસ્થા
स्वायत्तता,સ્વાયત્તતા
सहाय्यक,સહાયક
उपलब्ध,ઉપલબ્ધ
सरासरी,સરેરાશ
सरासरी रजा,સરેરાશ રજા
प्रतिकार,અણગમો
टाळतो,અટકાવવું
टाळा,ટાળવું
कर टाळणे,કર બંધ
प्रतीक्षा केली,રાહ જોવાયેલું
पुरस्कार,પુરસ્કાર
पुरस्कार प्राधिकरण,પુરસ્કાર સત્તાધિકારી
जागरूकता,જાગરૂકતા
बॅकडेटेड,પીછેહઠ
पार्श्वभूमी,પૃષ્ઠભૂમિ
परत लॉग,પાછલી લોગ
मागे होणे,પાછા બહાર
परत संदर्भ,પાછલી વાત
बॅक अप,પીછેહઠ કરવી
मागास वर्ग,પછાત વર્ગ
मागास जमाती,પછાત આદિજાતિ
वाईट सौदा,ખરાબ સોદો
वाईट वागणं,ખરાબ વર્તન
वाईट वर्ण,ખરાબ પાત્ર
वाईट हवामान भत्ता,ખરાબ આબોહવા ભથ્થું
वाईट आचरण,ખરાબ વર્તન
वाईट कर्ज,ખરાબ દેવું
सामान,સામાન
जामीन,જામીન
शिल्लक,સમતોલ
शिल्लक खाली आणले,સરખામણી નીચે લાવવામાં
शिल्लक पुढे आणले,સંતુલન આગળ લાવવામાં
संतुलित बजेट,સમતોલ અંદાજપત્ર
शिल्लक पत्रक,સરવૈયા
मतपत्रिका,મતદાન
मतपेटी,મતપેટી
मतपत्रिका,મતદાનનો કાગળ
बंदी,પ્રતિબંધ
बँक,બેંક
बँक खाते,બેંક એકાઉન્ટ
बँक बॅलन्स,બેંક સિલક
बँक शुल्क,બેંક ખર્ચ
बँक हमी,બેંક ની ખાતરી
बँक सुट्टी,બેંક રજા
बँकिंग सुविधा,બેંકિંગ સુવિધા
बँकिंग तास,બેંકિંગ કલાકો
बँकिंग व्यवहार,બેંકિંગ લેવડદેવડ
बँक दर,બેંક દર
बँक सलोखा,બેંક સમાધાન
दिवाळखोर,નાદાર
बँक सुरक्षा,બેંક સુરક્ષા
बँक स्टेटमेंट,બેંક સ્ટેટમેન્ટ
मेजवानी,ભોજન સમારંભ
बार कौन्सिल,પટ્ટી પરિષદ
सौदा,સોદો
बार्गेनिंग,સોદાબાજી
नापीक जमीन,ઉજ્જડ જમીન
बार्टर,સાપ્તાહિક
पाया,પાયો
निराधार,તબાને
तळघर,આધાર
बेस वर्ष,મુખ્ય વર્ષ
मूलभूत,પાયાની
मूलभूतपणे,મૂળભૂત રીતે
मूलभूत बुद्धिमत्ता,મૂળ બાતમી
मूलभूत वेतन,મૂળ પગાર
मूलभूत वेतन,મૂળ પગાર ધોરણ
मूलभूत प्रशिक्षण,મૂળભૂત તાલીમ
आधार,આધાર
बॅच,ચોપડી
बिल्ला क्रमांक,બેચ નંબર
वाहक तपासणी,વાહક ચેક
उद्धृत करण्यापूर्वी,ટાંકવામાં આવે તે પહેલાં
वर्तन,વર્તન
विश्वास,વિશ્વાસ
समम खाली,નીચે
खंडपीठ,હોદ્દો
बेंचमार्क,બેહદ નિશાની
फायदेशीर,લાભદાયી
लाभार्थी,લાભ મેળવનાર
फायदा,લાભ
संशयाचा फायदा,શંકાનો લાભ
परोपकार,પરોપકારી
बेनिव्हॉलेंट फंड,હિતકારી નિધિ
निर्विकार,વારસામાં આપવું
वकील,વસિયતનામા
शोक,પડદાથી છીનવી લેવું
सर्वोत्तम प्रयत्न,શ્રેષ્ઠ પ્રયત્નો
बेटरमेंट,સુધારણા
पूर्वाग्रह,પક્ષપાત
पक्षपाती मत,પક્ષપાતી અભિપ્રાય
ग्रंथसूची,ગ્રંથસૂચિ
द्विवार्षिक,દ્વિવાર્ષિક
द्विपक्षीय,દ્વિભાજિત કરવું
बिगॅमी,દ્વિપૂજ
द्विपक्षीय,દ્વિપક્ષીય
द्विभाषिक,દ્વિભાષી
द्विभाषिक,દ્વિકય
बिल,બિલ
विनिमयाची पावती,વિનિમય
द्विपक्षीय अहवाल,દ્વિમાસિક અહેવાલ
बंधनकारक,બાંધણી
बायोडाटा,જૈવનું
द्विपक्षीय,દ્વિપક્ષી
द्विपक्षीय करार,દ્વિપક્ષીય કરાર
वर्धापन दिन,જન્મજાસતિ
जन्म प्रमाणपत्र,જન્મ પ્રમાણપત્ર
जन्म नियंत्रण,જન્મ -નિયંત્રણ
जन्मदिनांक,જન્મતારીખ
जन्म ठिकाण,જન્મસ્થળ
जन्म दर,જન્મ દર
द्विपक्षीय,દ્વિપક્ષીય
काळा अर्थव्यवस्था,કાળા અર્થતંત્ર
काळा यादी,કાળી યાદી
ब्लॅकमेल,શરત
काळा बाजार,કાળા બજાર
दोष,દોષારોપણ
रिक्त तपासणी,ખાલી તપાસ
ब्लँकेट डील,ઘોષણા
ब्लँकेट ऑर्डर,અણીદાર હુકમ
ब्लास्ट,વિનોદ
मिश्रण,સંમિશ્રણ
ब्लॉक,અવરોધ
नाकेबंदी,નાકાબંધી
अवरोधित भांडवल,અવરોધિત મૂડી
ब्लॉक लेटर,અવરોધ
रक्तदान,રક્તદાન
रक्त संबंध,રક્ત સંબંધ
ब्लू कॉलर जॉब,વાદળી રંગની નોકરી
ब्लूप्रिंट,બ્લ્યુપ્રિન્ટ
ब्लफ,ખસી
बोर्ड,પાટીયું
बोर्डिंग आणि लॉजिंग,નિવારણ
संचालक मंडळ,નિયામક મંડળ
महसूल मंडळ,મહેસૂલ બોર્ડ
शरीर,મંડળ
अंगरक्षक,અંગરક્ષક
बोगस व्हाउचर,બોગસ વાઉચર
बोनाफाइड्स,ખચ્ચર
बाँड,ખત
बंधनकारक कामगार,મજૂર
बोनस,બોનસ
बुकिंग कार्यालय,નોંધણી ની ઓફીસ
बुक-कीपर,ચોપડી
पुस्तक ठेवणे,ચોપડે
पुस्तिका,પુસ્તક
संदर्भ पुस्तक,સંદર્ભ
पुस्तक मूल्य,પુસ્તકની કિંમત
बूथ,પહાડી
बूथ कॅप्चरिंग,બૂથ
सीमा भत्ता,સરહદ ભથ્થું
सीमारेषा,સરહદ -રેખા
कर्जदार,Bણ લેનાર
कर्ज घेण्याची शक्ती,ઉધાર લેવાની શક્તિ
बॉस,બસ
अडथळा,સંકલ્પશક્તિ
कंस,કૌંસ
सीमा,હદ
बहिष्कार,બહિષ્કાર
बुध्दीमानांची गळती,મગજની ગટર
शाखा कार्यालय,શાખા કચેરી
उल्लंघन,ભંગ
कराराचा भंग,કરારભંગ
आत्मविश्वासाचा भंग,આત્મવિશ્વાસ
करारभंग,કરારભંગ
शिस्तीचा भंग,શિસ્તનો ભંગ
कायद्याचा भंग,કાયદાનું ઉલ્લંઘન
शांततेचा भंग,શાંતિનો ભંગ
विशेषाधिकार उल्लंघन,વિશેષાધિકારનો ભંગ
वचन उल्लंघन,વચનભંગ
नियम उल्लंघन,નિયમનો ભંગ
विश्वास उल्लंघन,વિશ્વાસભંગ
ब्रेक,તૂટફૂટ
यंत्रातील बिघाड,ભાંગી નાખવું
सेवेत ब्रेक,કામમાં વિરામ
ब्रेक-अप,છુટુ થવું
प्रजनन,ઉછેર
लाच,લાંચ
संक्षिप्त,ટૂંકું
संक्षिप्त,બ્રીફિંગ
संक्षिप्त सारांश,ટૂંકું ફરી શરૂ
चमकदार रेकॉर्ड,તેજસ્વી વિક્રમ
लक्षात घ्या,ધ્યાનમાં લેવું
प्रसारण,પ્રસારણ
ब्रॉडशीट,બ્રોડશીટ
माहितीपत्रक,બ્રોશર
दलाली,દલાલ
पुढे आणले (बी/एफ),આગળ લાવ્યું (બી/એફ)
अर्थसंकल्प वाटप,બજેટ ફાળવણી
बगेटरी कंट्रोल,ભયંકર નિયંત્રણ
अर्थसंकल्प अंदाज,બજેટ અંદાજ
अर्थसंकल्प तरतूद,બજેટ જોગવાઈ
इमारत,મકાન
बल्क,જથ્થો
मोठ्या प्रमाणात खरेदी,હિંસક ખરીદી
बुलेटिन,બુલેટિન
बम्पर पीक,બમ્પર પાક
रिक्त जागा,ખાલી જગ્યાઓ
बंगळ,બડબડાટ
नोकरशाही,અમલદારશાહી
नोकरशाही,અમલદાર
व्यवसाय वर्ग,વ્યાપારી વર્ગ
व्यवसाय तास (= व्यवसायाचे तास),વ્યવસાય કલાકો (= વ્યવસાયના કલાકો)
व्यापारी,વેપારી
परत खरेदी,બેવકૂફ
खरेदीदार,ખરીદનાર
बाय निवडणूक (= निवडणुकीद्वारे),બાય ચૂંટણી (= ચૂંટણી દ્વારા)
हाताने तयार केलेल्या,હાથ
पोस्टाने,પદ દ્વારા
केबिन बॅगेज,કેબીનનો સામાન
कपाट,મંત્રીમંડળ
केडर,કાડર
आपत्ती,આક્રમણ
गणना,ગણતરી
कॅलेंडर वर्ष,ક calલેન્ડર વર્ષ
मोहीम,અભિયાન
कॅम्पस,વિસ્તાર
कॅम्पस मुलाखत,કેમ્પસમાં મુલાકાત
रद्द करा,રદ કરવું
रद्द,રદ કરવું તે
उमेदवार,ઉમેદવાર
उमेदवारी,ઉમેદવારી
कॅनव्हासिंग,-નો -પ્રચાર
क्षमता,ક્ષમતા
सक्षम,સક્ષમ
क्षमता,શક્તિ
भांडवल,પાટનગર
भांडवली खर्च,મૂડી ખર્ચ
फाशीची शिक्षा,ફાંસીની સજા
कॅपिटेशन फी,કરવટે ફી
कॅप्चर,પકડવું
काळजी,કાળજી
करिअर,કારકિર્દી
करिअर विकास,કારકિર્દી વિકાસ
काळजीवाहू सरकार,કેરટેકર સરકાર
पुढे नेले (सी/एफ),આગળ વહન (સી/એફ)
पुढे जा,આગળ વધવું
वाहून नेणारा खर्च,વહન ખર્ચ
वर जा,હરાવીને લઈ જવું
कार्टेज,કારાકાર
केस,કેસ
केस स्टडी,કેદ -અભ્યાસ
रोख,રોકડ
रोख शिल्लक,રોકડ સિલક
रोख पुस्तक,રોકડ રકમ
रोख कार्ड,રોકડ કાર્ડ
रोख प्रमाणपत्र,રોકડ પ્રમાણપત્ર
रोख काउंटर,રોકડ કાઉન્ટર
नगदी पिक,રોકડ પાક
रोख सूट,રોકડ રકમ
कॅश डाउन,રોકડ રકમ
हातात रोख,હાથ
रोख मेमो,રોકડ -યાદી
रोख देय,રોકડ ચુકવણી
जात,સંજ્ castા
जातीचे प्रमाणपत्र,જ્ castાતિ પ્રમાણપત્ર
कास्टिंग मत,મુકાબલો મત
प्रासंगिक,પરચુરણ
प्रासंगिक कामगार,પરચુરણ મજૂરી
प्रासंगिक रजा,પરચુરણ રજા
कॅज्युअल्टी,ઘૃણા
प्रासंगिक रिक्त जागा,નિર્દોષ ખાલી જગ્યા
कॅटलॉग,સૂચિ
वर्गीकरण,સ્પષ્ટ
वर्ग,શ્રેણી
केटरिंग सेवा,આપેલી સેવા
सावधगिरी,સાવચેતી
सावधगिरीचे पैसे,સાવચેતી રકમ
आग बंद करा,યુદ્ધવિરામ
"कमाल मर्यादा (""किंमत"" म्हणून)","છત (""ભાવ"" મુજબ)"
उत्सव,ઉજવણી
सेल फोन,કોટ
सेन्सॉर,સેન્સર
सेन्सॉर,ઠપકો
सेन्सॉर मोशन,ઠપકો
जनगणना,વસ્તી -ગણતરી
मध्यवर्ती उपकर,કેન્દ્રીય ઉપદેશ
केंद्रीय नागरी सेवा नियम,કેન્દ્રીય નાગરિક સેવા નિયમો
केंद्रीय उत्पादन शुल्क,કેન્દ્રીય આબકારી
केंद्र सरकार,કેન્દ્ર સરકાર
केंद्रीकरण,કેન્દ્રીકરણ
केंद्रीकृत सेवा,કેન્દ્રીયકૃત સેવા
मध्यवर्ती अनुदानीत योजना,કેન્દ્રથી ભંડોળ પૂરું પાડવામાં આવતી યોજના
मध्यवर्ती प्रायोजित योजना,કેન્દ્ર પ્રાયોજિત યોજના
मध्यवर्ती कार्यालय,કેન્દ્રીય કચેરી
मध्यवर्ती महसूल,કેન્દ્રીય આવક
केंद्रीय विक्री कर,કેન્દ્રીય વેચાણવેરો
मध्य,કેન્દ્ર
शतक,સદી
अन्नधान्य,ધારણ
फेरेलिस्ट,ધારી
औपचारिक परेड,સમારંભ પરેડ
सोहळा,વિધિ
प्रमाणपत्र,પ્રમાણપત્ર
फिटनेसचे प्रमाणपत्र,તંદુરસ્તીનું પ્રમાણપત્ર
पोस्टिंगचे प्रमाणपत्र,પોસ્ટ -પ્રમાણપત્ર
सेवेचे प्रमाणपत्र,સેવા પ્રમાણપત્ર
प्रमाणपत्र,પ્રમાણપત્ર
प्रमाणित प्रत,પ્રમાણિત નકલ
प्रमाणित करा,પ્રમાણિત કરવું
सेस,સેસ
विराम,બંધ
साखळी,સાંકળ
अध्यक्ष/अध्यक्ष,અધ્યક્ષ/અધ્યક્ષ
चालान,ચલણ
आव्हान,પડકાર
खोली,ચેમ્બર
चेंबर ऑफ कॉमर्स,વાણિજ્ય
बदला,પરિવર્તન
अनागोंदी,અંધાધૂંધી
धडा,અધ્યાય
चारित्र्य हत्या,ચારિત્ર્યની હત્યા
वर्ण प्रमाणपत्र,ચારિત્ર્યનું પ્રમાણપત્ર
शुल्क,ખર્ચ
मालमत्तेवर शुल्क आकार,મિલકત ઉપર ખર્ચ
शुल्क पत्रक,ચાર્જ -પત્ર
धर्मादाय,સખાવતી
धर्मादाय संस्था,ધર્માદા
चार्ट,ચાર્ટ
सनद,ચાર્ટર
