English,Punjabi
Aeolian,ਏਓਲੀਅਨ
Aerate,Aeate
Aerial,ਏਰੀਅਲ
Aerometer,ਐਰੋਮੀਟਰ
Aerosol,ਐਰੋਸੋਲ
Aestivation,ਖਰਾਸ਼
Aetiology (etiology),ਏਟੀਓਲੋਜੀ (ਐਟਾਇਜੀੋਲੋਜੀ)
Afforestation,ਕਥਾ
Agitation,ਅੰਦੋਲਨ
Agmark,ਆਕਮਾਰਕ
Agrarian,ਅਗਰਾਰੀਅਨ
Agricultural clinic,ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ
Agricultural labour,ਖੇਤੀਬਾੜੀ ਕਿਰਤ
Agricultural marketing,ਖੇਤੀਬਾੜੀ ਮਾਰਕੀਟਿੰਗ
Agricultural technology,ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ
Agriculture,ਖੇਤੀ ਬਾੜੀ
Agrisilviculture,ਐਗਰੀਸਿਲਵੀਕਲਚਰ
Agrobiodiversity,ਖੇਰਤ
Agrobiological defects,ਖੇਤੀਬਾਜੀਕਲ ਨੁਕਸ
Agrobiology,ਅਗਾਹੀਵੋਲੋਜੀ
Agroclimatic diversity,ਐਗ੍ਰੋਕਲਮੈਟਿਕ ਵਿਭਿੰਨਤਾ
Agroclimatic zoning,ਅਗਰੋਕਲਮੈਟਿਕ ਜ਼ੋਨਿੰਗ
Agroforestry,ਐਗਰੋਫੋਰੈਸਟਰੀ
Agrology,ਖੇਤੀਬਾਜੀ
Agronomy,ਖੇਤੀਬਾੜੀ
Agropastoral,ਐਗ੍ਰੋਪਾਸਟਰਲ
Agroprocessing,ਸ਼ਿਕਾਰ
Agrostology,ਐਗਰੋਸਟੋਲੋਜੀ
Agrotype,ਐਗਰੋਟਾਈਪ
Air plant,ਏਅਰ ਪੌਦਾ
Akiochi soil,ਅਕੀਓਚੀ ਮਿੱਟੀ
Albinism,ਅਲਮੀਨੀਜ਼ਮ
Alfisols,ਐਲਫਿਸੋਲਸ
Algae,ਐਲਗੀ
Algal disease,ਐਲਗਲ ਰੋਗ
Alkali water,ਅਲਕਾਲੀ ਪਾਣੀ
Alkaline,ਐਲਕਲੀਨ
Allele,ਐਲੀਲੇ
Allelochemicals,ਐਲਲੋਕਲਿਕਸ
Allelomorph,ਅਲੇਲੋਮੋਰਫ
Allelopathy,ਅਲੇਲੋਪੈਥੀ
Alley cropping,ਐਲੀ ਫਸਲ
Allocarpy,ਅਲੋਕਰੇਪੀ
Allogamy,ਆਲੋਗਮ
Allometry,ਐਲੋਮੈਟਰੀ
Allopolyploid,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
Allosynapsis (allosyndesis),ਐਲੋਸਮੈਨੈਪਸਿਸ (ਐਲੋਸਿਨੈਂਡਸਿਸ)
Alternate bearing,ਵਿਕਲਪਿਕ ਬੇਅਰਿੰਗ
Alternate land use,ਵਿਕਲਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ
Ambient,ਅੰਬੀਨਟ
Ameliorant,ਅਮਜੀਗਤ
Amitosis,ਅਮਿਤੋਸਿਸ
Amminization,ਅਮਿਨਾਜਾਈਜ਼
Ammonification,ਅਨੁਮੋਧ
Ammonifier,ਅਮੋਨੀਫਾਇਰ
Amorph,ਅਮੋਰਫ
Amphimixis,ਐਮਫੀਮਿਕਸਿਸ
Amphoteric,ਐਮਫੋਟੇਰਿਕ
Anabolism,ਐਨਾਬੋਲਿਜ਼ਮ
Anaerobe,ਅਨੀਰੋਬ
Aneuploid,ਅਨੀਉਟਲੋਇਡ
Angle planting,ਕੋਣ ਲਾਉਣਾ
Animal husbandry,ਪਸ਼ੂ ਪਾਲਣ
Animal refuse,ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ
Animate energy,Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ
Anisoploid,ਅਨੀਸੋਪਲੋਇਡ
Annual plant,ਸਾਲਾਨਾ ਪੌਦਾ
Annual,ਸਾਲਾਨਾ
Anthesis,ਐਥੇਸਮਿਸ
Anthrax,ਐਂਥ੍ਰੈਕਸ
Anthropogenic factor,ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ
Antibiosis,ਐਂਟੀਬਾਇਸਿਸ
Antibiotic,ਐਂਟੀਬਾਇਓਟਿਕ
Antidote,ਐਂਟੀਡੋਟਾ
Antioxidants,ਐਂਟੀਆਕਸੀਡੈਂਟਸ
Antitoxin,Antitoxin
Annulus,ਐਨਾਬੁਲਸ
Aphid,Aphid
Apical bud,Apical ਮੁਕੁਲ
Apical dominance,ਏਪਿਕਲ ਦਬਦਬਾ
Apiculture (bee keeping),Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ)
Apomixis,ਅਪੋਮਿਕਸ
Apoptosis,ਅਪੋਪੋਟੋਸਿਸ
Appendage,ਅੰਤਿਕਾ
Appetizer,ਭੁੱਖ
Applied,ਲਾਗੂ ਕੀਤਾ
Aquatic weed,ਐਕੁਆਟਿਕ ਬੂਟੀ
Arboreal,ਅਰਬੋਰੀਅਲ
Arborization,ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ
Archaeo-botanical records,ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
Area statistics,ਖੇਤਰ ਦੇ ਅੰਕੜੇ
Area,ਖੇਤਰ
Arid ecosystem,ਐੱਫ.ਡੀ.ਆਈ.
Aril,ਅਰਿਲ
Aroma,ਖੁਸ਼ਬੂ
Aromatic plant,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
Aromatic rice,ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ
Arrowing,ਐਰੋਇੰਗ
Asepsis,Espesisis
Aseptic,Sseptic
Asexual propagation,ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ
Assay,ਅਨੀ
Assets,ਸੰਪਤੀ
Assimilation,ਸਹਿਯੋਗ
Association,ਐਸੋਸੀਏਸ਼ਨ
Astringent,ਤੂਫਾਨੀ
Asynapsis,ਅਸਟੀਪਿਸਿਸ
Atavism,ਅਟਵੀਵਾਦ
Atomizer,ਐਟੋਮਾਈਜ਼ਰ
Atrophy,ਸ਼ੋਸ਼ਣ
Autogamy,ਆਟੋਗ੍ਰਾਮ
Autolysis,ਆਟੋਲਿਸਸਿਸ
Autoxidation,ਆਟੋਮਿਡੇਸ਼ਨ
Autopolyploid,ਆਟੋਪਲਿਪਲਾਈਡ
Auxins,Auxins
Awn (bristle),ਅੱਲ (ਬ੍ਰਿਸਟਲ)
Almond,ਬਦਾਮ
Aloe,ਐਲੋ
Amaranthus,ਅਮੈਸ਼ਨਥਸ
Ammi,ਅਮਮੀ
Anjan grass,ਅੰਜਨ ਘਾਹ
Anthurium,ਐਂਥਿਰੀਅਮ
"Aonla, Indian gooseberry","ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ"
Apple,ਸੇਬ
Apricot,ਖੜਮਾਨੀ
Arbian jasmine,ਅਰਬੀਅਨ ਜੈਸਮੀਨ
Areca nut,ਅਰੇਕਾ ਗਿਰੀਦਾਰ
Arjun,ਅਰਜੁਨ
Asfoetida,ਓਡੋਏਟਿਡਾ
Ash gourd,ਸੁਆਹ
Ashoka tree,ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ
Ashthma weed (euphorbia),ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ)
Asparagus,ਐਸਪੈਰਾਗਸ
Avocado,ਆਵਾਕੈਡੋ
Alfalfa (lucerne),ਅਲਫਾਲਫਾ (LUSEREN)
Ants,ਕੀੜੀਆਂ
Aphids,ਐਫੀਡਜ਼
Army worm,ਆਰਮੀ ਕੀੜੀ
Agricultural economist,ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ
Agricultural extensionist,ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ
Agricultural scientist,ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ
Agriculture engineer,ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ
Agrobiologist,ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ
Agronomist,ਖੇਤੀਬਾਮੀ
Agrophysicst,ਅਸ਼ੋਲੀ
Animal breeder,ਜਾਨਵਰ ਬ੍ਰੀਡਰ
Bacillus virus,ਬੇਸਿਲਸ ਵਾਇਰਸ
Bacillus,ਬੈਸੀਲਸ
Bacteria,ਬੈਕਟੀਰੀਆ
Bacteriotoxin,ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ
Bagasse,ਬੈਗਸ
Balance sheet,ਸੰਤੁਲਨ ਸ਼ੀਟ
Balanced fertilization,ਸੰਤੁਲਿਤ ਖਾਦ
Bar diagram,ਬਾਰ ਡਾਇਗਰਾਮ
Bark,ਸੱਕ
Barometer,ਬੈਰੋਮੀਟਰ
Barren,ਬੰਜਰ
Base,ਅਧਾਰ
Basin,ਬੇਸਿਨ
Basipetal,ਬਾਸਿਪਟਲ
Basisternum,ਬਾਸੈਸਟਰਨੀਮ
Bay monsoon,ਬੇ ਮਾਨਸੂਨ
Bearing plant,ਬੇਅਰਿੰਗ ਪੌਦਾ
Bed,ਬਿਸਤਰੇ
Bedder,ਬੇਡਰ
Bedding,ਬਿਸਤਰੇ
Beet molasses,ਬੀਟ ਗੁੜ
Bellows,ਝੁਕੋ
Belt,ਬੈਲਟ
Benefit-cost analysis,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
Biased (sampling),ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ)
Biennial,ਬਨੀਅਲ
Binomial,ਬਿਨੀਮਾਇਲ
Bioagent,ਬਾਇਓਜੈਂਟ
Bioclimate,ਬਾਇਓਸੈਲਮੇਟ
Bioenergy,ਬਾਇਓਨੇਰਜੀ
Bionomics,ਬਯਨੋਮਿਕਸ
Bioreactor,ਬਾਇਓਰੇਟਰ
Biosphere,ਬਾਇਓਸਪੇਅਰ
Biotic,ਬਾਇਓਟਿਕ
Biotype,ਬਾਇਓਟਾਈਪ
Bisexual,ਲਿੰਗੀ
Blanching,ਬਲੈਂਚਿੰਗ
Blast,ਧਮਾਕਾ
Blend,ਮਿਸ਼ਰਣ
Blight,ਝੁਲਸਣ
Blister,ਛਾਲੇ
Blue revolution,ਨੀਲਾ ਇਨਕਲਾਬ
Bottom heat chamber,ਤਲ ਗਰਮੀ ਚੈਂਬਰ
Bottom heat technique,ਤਲ ਹੀਟ ਤਕਨੀਕ
Bran,ਬ੍ਰੈਨ
Branching,ਸ਼ਾਖਾ
Branchlet,ਬ੍ਰੀਚਲੇਟ
Breed,ਨਸਲ
Breeding,ਪ੍ਰਜਨਨ
Brimming,ਝਗੜਾ
Brood,ਬਰੂਦ
Budding,ਉਭਰਦਾ
Budget,ਬਜਟ
Buffer,ਬਫਰ
Bulb,ਬੱਲਬ
Bunt,ਬੈਂਟ
By-product,ਉਪ-ਉਤਪਾਦ
Babul acacia,ਬਾਬੂਬਦ ਬੱਬੀ
Baby corn,ਬੇਬੀ ਮੱਕੀ
Bael,ਬਾਲ
Baill,ਬਿਲ
Balsam,ਬਾਲਸਮ
Bamboo,ਬਾਂਸ
Banana,ਕੇਲਾ
Banyan tree,ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ
Barley,ਜੌ
Barnyard millet,ਬਾਰਨੀਅਰ ਬਾਜਰੇ
Basil,ਤੁਲਸੀ
Bastard cedar,ਬਾਸਟਰਡ ਸੀਡਰ
Bastard myrobalan,ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ
Bauhinia,Bauhinia
Bay berry,ਬੇ ਬੇਰੀ
Bean,ਬੀਨ
Beet,ਚੁਕੰਦਰ
Belladonna,ਬੇਲਾਡੋਨਾ
Ber,ਬੇਰ
Berseem,ਸੋਰਸਮ
Betel,ਸੁਪਾਰੀ
Bilimbi,ਬਿਲੀਮਬੀ
Bitter gourd,ਕੌੜਾ ਬੈਰ
Black gram,ਕਾਲਾ ਗ੍ਰਾਮ
Black nightshade,ਕਾਲੀ ਨਾਈਟਸੈਡ
Bougainvillea,ਬੌਗੇਨਵਿਲੇਸਾ
Bottle brush,ਬੋਤਲ ਬੁਰਸ਼
Bottle gourd,ਬੋਤਲ ਬਘਿਆੜ
Box tree,ਬਾਕਸ ਲੜੀ
Bread fruit,ਬਰੈੱਡ ਫਲਾਂ
Bridal creeper,ਵਿਆਹ ਦੀ ਨਿੰਬੂ
Brinjal,ਬ੍ਰਿੰਜਲ
Broad bean,ਬ੍ਰੌਡ ਬੀਨ
Broccoli,ਬ੍ਰੋ CC ਓਲਿ
Brussel's sprout,ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ
Buckwheat,ਬੱਕਵੈਟ
Butea,ਬੁਟੀਆ
Bandicoot,ਬੈਂਡਿਕੋਟ
Bear,ਰਿੱਛ
Beetle,ਬੀਟਲ
Blister beetle,ਛਾਲੇ ਬੀਟਲ
Blue bull,ਨੀਲਾ ਬੁੱਲ
Boll worm,ਬੁਲ ਕੀੜਾ
Butterfly,ਬਟਰਫਲਾਈ
Bacteriologist,ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ
Biochemist,ਬਾਇਓਕੈਮਿਸਟ
Biologist,ਜੀਵ ਵਿਗਿਆਨੀ
Biotechnologist,ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ
Botanist,ਬੋਟੈਨਿਸਟ
C moisture characteristic curve,ਸੀ ਨਮੀ ਦੇ ਗੁਣ
Cake,ਕੇਕ
Calcarious,ਕੈਲਕਿਸ
Calcification,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
Calcination of phosphate,ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ
Callosity,ਕਲੇਸ਼
Callus,ਕਾਲਸ
Calyx,ਕੈਲੀਕਸ
Calyx-end,ਕੈਲੀਕਸ-ਐਂਡ
Cambium,ਕੈਮਬੀਅਮ
Canker,ਕੈਨਕਰ
Canning,ਕੈਨਿੰਗ
Canopy,ਕੈਨੋਪੀ
Capital,ਪੂੰਜੀ
Caprification,ਕੈਪਟੇਸ਼ਨ
Capsule,ਕੈਪਸੂਲ
Carbonated,ਕਾਰਬੋਨੇਟਡ
Carbonization,ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ
Carpel,ਕਾਰਪਲ
Carpus,ਕਾਰਪਸ
Casting,ਕਾਸਟਿੰਗ
Catabolism,ਕੈਟਾਬੋਲਿਜ਼ਮ
Catalysis,ਉਤਪ੍ਰੇਸਿਆ
Caterpillar,ਕੇਟਰਪਿਲਰ
C-DNA Library,ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ
Ceiling,ਛੱਤ
Cell,ਸੈੱਲ
Central leader system,ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ
Centric,ਕੇਂਦਰਿਤ
Centrifugation,ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ
Centrifuge,ਸੈਂਟਰਿਫਿ ize ਜ
Centriole,ਸੈਂਟਰਿਓਲ
Centrogenic,CentRogenic
Centrogenous,ਸੈਂਟੀਗਨੌਜ਼
Cercus,ਚੱਕਰ
Cereal,ਅਨਾਜ
Certification,ਸਰਟੀਫਿਕੇਸ਼ਨ
Certified seed,ਪ੍ਰਮਾਣਿਤ ਬੀਜ
Chaff,ਤੂਫਾਨ
Chalaza,ਚਮਜ਼ਾ
Chemotropism,ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ
Chiasma,ਚਿਆਸਮਾ
Chilling hours,ਚਿਲਿੰਗ ਘੰਟੇ
Chilling injury,ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ
Chimera,Chimera
Chloranthy,ਚਲੋਟਰੈਠੀ
Chlorophyll,ਕਲੋਰੋਫਿਲ
Chlorosis,ਕਲੋਰੋਸਿਸ
Chlorology,ਕਲੋਰੋਲੋਜੀ
Chromatid,Chrimindidd
Chromatin,ਕ੍ਰੋਮੈਟਿਨ
Chromatography,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
Chromatolysis,ਕ੍ਰੋਮੈਟੋਲਸਿਸ
Chromocentre,ਕ੍ਰੋਮੋਸੀਸਟਰ
Chromogenesis,ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ
Chromoprotein,ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ
Chromosome,ਕ੍ਰੋਮੋਸੋਮ
Chronic,ਦੀਰਘ
Citrange,ਸਾਇੰਗ
Cladode,ਕਲੇਡਡ
Classification,ਵਰਗੀਕਰਣ
Clay,ਮਿੱਟੀ
Cleaning,ਸਫਾਈ
Cleistogamy,ਕਲੇਰਿਸਟਾਗਮੀ
Climacteric fruit,ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ
Climate,ਮੌਸਮ
Climatology,ਜਲਵਾਯੂ
Clipper,ਕਲੀਪਰ
Clod,ਕਲੋਡ
Clone,ਕਲੋਨ
Cloud,ਬੱਦਲ
Clump,ਕਲੰਪ
Cluster,ਕਲੱਸਟਰ
Coarse,ਮੋਟੇ
Coat (seed),ਕੋਟ (ਬੀਜ)
Cocoon,ਕੋਕੂਨ
Coenzyme,ਸਿੱਕੇ
Cohesion,ਏਕਤਾ
Coir,ਕੋਇਰ
Coleorrhiza,ਕੋਲੀੋਰਿਹਿਜ਼ਾ
Collar,ਕਾਲਰ
Colloid (soil),ਕੋਲੋਇਡ (ਮਿੱਟੀ)
Columella,ਕੋਲਮੂਲਾ
Column,ਕਾਲਮ
Commensalism,ਰਿਮੈਂਸੀਵਾਦ
Commercial bank,ਵਪਾਰਕ ਬੈਂਕ
Commodity,ਕਮੋਡਿਟੀ
Community,ਕਮਿ Community ਨਿਟੀ
Compaction (of soil),ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ)
Compatibility,ਅਨੁਕੂਲਤਾ
Compatibility,ਅਨੁਕੂਲਤਾ
Compensation,ਮੁਆਵਜ਼ਾ
Competitive interaction,ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ
Complementary crop,ਪੂਰਕ ਫਸਲ
Complex,ਗੁੰਝਲਦਾਰ
Component,ਭਾਗ
Composition,ਰਚਨਾ
Compost,ਖਾਦ
Compound interest,ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ
Computation,ਗਣਨਾ
Computer,ਕੰਪਿ computer ਟਰ
Concentration,ਧਿਆਨ ਟਿਕਾਉਣਾ
Conditioner,ਕੰਡੀਸ਼ਨਰ
Conductance,ਚਾਲ-ਚਲਣ
Configuration,ਕੌਨਫਿਗਰੇਸ਼ਨ
Conformity,ਅਨੁਕੂਲਤਾ
Confounding,ਉਲਝਣ
Conjugation,ਸੰਜੋਗ
Connective,ਕੁਨੈਕਟਿਵ
Conservation,ਸੰਭਾਲ
Consolidation,ਇਕਜੁੱਟ
Constituents,ਹਲਕੇ
Consumer,ਖਪਤਕਾਰ
Consumption,ਖਪਤ
Contamination,ਗੰਦਗੀ
Contour planting,ਕੋਟੌਰ ਲਾਉਣਾ
Contour,ਸਮਾਲ
Contract farming,ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ
Controlled storage,ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ
Co-operative bank,ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ
Cooperator,ਸਹਿਕਾਰਤਾ
Coppice,ਕਾੱਪੀਸ
Corm,ਕੋਰਮ
Corolla,ਕੋਰੋਲਾ
Cortex,ਕੋਰਟੇਕਸ
Cost,ਲਾਗਤ
Cotyledon (seed),ਕੋਟੀਲਡਨ (ਬੀਜ)
Credit society,ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ
Credit,ਕ੍ਰੈਡਿਟ
Creditor,ਲੈਣਦਾਰ
Crest,ਕਰੈਸਟ
Crinkle,Crinkle
Crisis,ਸੰਕਟ
Criterion,ਮਾਪਦੰਡ
Critical,ਆਲੋਚਨਾਤਮਕ
Crop insurance,ਫਸਲੀ ਬੀਮਾ
Crop loan,ਫਸਲ ਲੋਨ
Crop,ਫਸਲ
Cropping area,ਕਰੂਪਿੰਗ ਖੇਤਰ
Cross-incompatible,ਕਰਾਸ-ਅਨੁਕੂਲ
Crown (plant),ਤਾਜ (ਪੌਦਾ)
Crumb,ਟੁਕੜਾ
Crust,ਛਾਲੇ
Cryptogam,ਕ੍ਰਿਪਟੌਗਮ
Cull (fruits),ਕੂਲ (ਫਲ)
Culm,ਕੂਲਮ
Cultivar,ਕਾਸ਼ਤਕਾਰ
Cultivation,ਕਾਸ਼ਤ
Cultivator,ਕਾਸ਼ਤਕਾਰ
Culture,ਸਭਿਆਚਾਰ
Curing,ਕਰਿੰਗ
Curling,ਕਰਲਿੰਗ
Currency,ਮੁਦਰਾ
Cuticle,ਕਟੀਲ
Cutting,ਕੱਟਣਾ
Cyst,ਗੱਠ
Cytochrome,Cytochromo
Cytogamy,ਸਾਈਨੋਗਮੀ
Cytogenesis,Cytegeenesis
Cytogenetics,ਸਾਇਟਾਈਜਨੇਟਿਕ
Cytokinesis,ਸਾਇਟੋਕਿਨੇਸਿਸ
Cytology,ਸਾਇਟੋਲੋਜੀ
Cytolysis,ਸਾਈਂਟਾਈਸਿਸ
Cytomere,ਸਾਇਟੋਮਰੇ
Cytoplasm,ਸਾਇਟੋਪਲਾਜ਼ਮ
Cabbage,ਪੱਤਾਗੋਭੀ
Cactus,ਕੈਕਟਸ
Calendula,ਕੈਲੰਡੁਲਾ
Canary grass (phalaris),ਕੈਨਰੀ ਘਾਹ (ਤਾਰੀਆਂ)
Canna,ਕੈਨਨਾ
Capparis,ਕੈਪਾਰਿਸ
Capsicum,ਕੈਪਸਿਕਮ
Carambola,ਕੈਰਮਬੋਲਾ
Carapa,ਕੈਰਾਪਾ
Cardamom,ਕਾਰਡਮੋਮ
Carnation,ਕੈਰੇਸ਼ਨ
Carrot,ਗਾਜਰ
Cashew nut,ਕਾਜੂ ਗਿਰੀ
Cassia,ਕਾਸੀਆ
Castor,ਕੈਸਟਰ
Cauliflower,ਫੁੱਲ ਗੋਭੀ
Celery,ਅਜਵਾਇਨ
Champac,ਚੈਂਪੈਕ
Chenopodium,ਚੇਨੋਪੋਡੀਅਮ
Cherry tomato,ਚੈਰੀ ਟਮਾਟਰ
Cherry,ਚੈਰੀ
"Chickpea, gram","Chickpea, ਗ੍ਰਾਮ"
Chillies,ਮਿਰਚ
China turpentine tree,ਚਾਈਨਾ ਟਰਪੇਨਟੀਨ ਟ੍ਰੀ
Chow-chow,ਚੋ-ਚੋਅ
Chrysanthemum,ਕ੍ਰਾਈਸੈਂਥੇਮਮ
"Chufa, earth almond","ਚੁਫੀਆ, ਧਰਤੀ ਦਾ ਬਦਾਮ"
Cichory,ਸਿਖਾਂ
Cinnamon,ਦਾਲਚੀਨੀ
Citron,ਸਿਟਰਨ
Citronella grass,ਸਿਟਰੋਨਲਾ ਘਾਹ
Climbing jasmine,ਜਸਮੀਨ ਚੜ੍ਹਨਾ
Clove,ਲੌਂਗ
Cluster bean,ਕਲੱਸਟਰ ਬੀਨ
Cocoa,ਕੋਕੋ
Coconut,ਨਾਰੀਅਲ
Coffee,ਕਾਫੀ
Coleus,ਕੋਲੇਸ
Colocasia,ਕੋਲੋਕੈਸੀਆ
"Colocynth, bitter apple","ਕੋਲੋਸੀਥਾ, ਕੌੜਾ ਐਪਲ"
Common purslane,ਆਮ ਸੇਵਾ
Coriander,ਧਨੀਆ
Cotton,ਸੂਤੀ
Cowpea,ਕਾਵਾਂ
Cubeb,ਕੁਬੇਬ
Cucumber,ਖੀਰਾ
Cucurbits,ਖਰਕੀ
Cumin,ਜੀ
Curry leaf,ਕਰੀ ਪੱਤੇ
Custard apple,ਕਸਟਾਰਡ ਐਪਲ
Capsule borer,ਕੈਪਸੂਲ ਬੋਰਰ
Caterpiller,ਕੈਟਰਪਿਲਰ
Citrus psylla,ਨਿੰਬੂ ਸਾਈਂ
Cricket,ਕ੍ਰਿਕੇਟ
Crow,ਕਾਂ
Cut worm,ਕੀੜਾ ਕੱਟੋ
Dairy,ਡੇਅਰੀ
Dairying,ਡੇਅਰੀ
Dam,ਡੈਮ
Day-neutral,ਦਿਵਸ ਨਿਰਪੱਖ
Days after flowering,ਫੁੱਲ ਆਉਣ ਤੋਂ ਬਾਅਦ
Days after full bloom,ਪੂਰੇ ਖਿੜ ਦੇ ਬਾਅਦ ਦਿਨ
Deblossoming,ਡੀਬਲੋਸੋਮਿੰਗ
Decalcification,ਅਸਵੀਕਾਰ
Decant,ਫੈਸਲਾ
Decay,ਵਿਗਾੜ
Deciduous,ਪਤਝੜ
Decimal,ਦਸ਼ਮਲਵ
Deficiency,ਘਾਟ
Deflocculation (soil),ਡੀਫਲੋਕੁਲੇਸ਼ਨ (ਮਿੱਟੀ)
Defloration,ਬਦਨਾਮੀ
Defoliation,ਹੱਤਿਆ
Deforestation,ਕਟਾਈ
Degeneration,ਡੀਜਨਰੇਸ਼ਨ
Degradation,ਨਿਘਾਰ
Degree days,ਡਿਗਰੀ ਦਿਨ
