Odiya,Hindi
ଗ୍ରହଣ ପରୀକ୍ଷା,स्वीकरण परीक्षण
ପ୍ରବେଶ,अभिगम
ଆକ୍ସେସ୍ ବାହୁ,अभिगम बाहु
ପ୍ରବେଶ ବ୍ୟବସ୍ଥା,अभिगम व्यवस्था
ପ୍ରବେଶ କର ପ୍ରାଧିକରଣ,अभिगम प्राधिकारक
ପ୍ରବେଶ ଚାର୍ଜ,अभिगम शुल्क
ଶ୍ରେଣୀ ଶ୍ରେଣୀ,अभिगम वर्ग
ଡାଟା ବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟକୁ ପ୍ରବେଶ କରନ୍ତୁ |,अभिगम आँकड़ासंचय प्रबंध
ପ୍ରବେଶ ପରିବେଶ ସେବା,अभिगम परिवेश
ଫାଗ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,अभिगम अंतराल
ପ୍ରବେଶ ସୂଚକାଙ୍କ,अभिगम सूचक
ଆକ୍ସେସ୍ ଲାଇନ୍ |,अभिगम लाइन
ମେକାନିଜିମ୍ ଆକ୍ସେସ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,अभिगम यांत्रिकत्व
ପ୍ରବେଶ ପଦ୍ଧତି,अभिगम विधि
ଆକ୍ସେସ୍ ପଦ୍ଧତି ରୁଟିନ୍ |,अभिगम विधि नेमका
ପ୍ରବେଶ ମୋଡ୍,अभिगम विधा
ଅଧିକାର ପ୍ରବେଶ,अभिगम अधिकार
ପ୍ରବେଶ ସ୍କାନ,अभिगम क्रमवीक्षण
ସମୟ ପ୍ରବେଶ କରନ୍ତୁ |,अभिगम काल
ହିସାବ,लेखा कार्य
ହିସାବ ଆର୍ଥିକ ବ୍ୟବସ୍ଥା,लेखाकार्य वित्त तंत्र
ହିସାବ ଯନ୍ତ୍ର,लेखा यंत्र
ଖାତା ସଂଖ୍ୟା,खाता संख्या
ପୁନର୍ବାର ଜମା କରିବା |,संचयी पुनरुत्पादक
ଆକ୍ୟୁମୁଲେଟର,संचायक
ଆକ୍ୟୁମୁଲେଟର ରେଜିଷ୍ଟର |,संचायक पंजी
ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |,संचायक विस्थापन अनुदेश
ସଠିକତା,परिशुद्धता
ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |,परिशुद्धता नियंत्रण संप्रतीक
ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |,परिशुद्धता नियंत्रण तंत्र
Ace ପାଇଲଟ୍ |,उत्कृष्ठ मार्गदर्शी
ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ,पावती संप्रतीक
ଆକାଶବାଣୀ କପତର୍ |,ध्वनिक युग्मक
ଆକାଶବାଣୀ କଣ୍ଟା |,ध्वनिक युग्मन
ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |,ध्वनिक विलंब लाइन
ଆକାଶବାଣୀ ସ୍ମୃତି,ध्वनिक स्मृति
ଆକାଶବାଣୀ ମୋଡେମ୍ |,ध्वनिक मोडेम
ଆକାଶବାଣୀ ସଙ୍କେତ |,ध्वनिक संकेत
ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |,ध्वनिक भंडारण
ଆକ୍ରୋନିମ୍ |,परिवर्णी शब्द
କାର୍ଯ୍ୟ,क्रिया
କ୍ରିୟା ଚକ୍ର,क्रिया चक्र
କ୍ରିୟା ରେଖା,क्रिया लाइन
କ୍ରିୟା ବାର୍ତ୍ତା,क्रिया संदेश
କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,क्रिया विनिर्देश
ସକ୍ରିୟକରଣ,सक्रियण
ସକ୍ରିୟ,सक्रिय
ସକ୍ରିୟ ଫାଇଲ,सक्रिय संचिका
ସକ୍ରିୟ ରେଖା,सक्रिय लाइन
ସକ୍ରିୟ ଲିଙ୍କ୍ |,सक्रिय कड़ी
ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |,सक्रिय प्रधान संचिका
ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |,सक्रिय प्रधान मद
ସକ୍ରିୟ ଉପଗ୍ରହ |,सक्रिय उपग्रह
ସକ୍ରିୟ ଷ୍ଟେସନ,सक्रिय केन्द्र
ସକ୍ରିୟ ସଂରକ୍ଷଣ,सक्रिय भंडारण
କାର୍ଯ୍ୟକଳାପ,सक्रियता
କାର୍ଯ୍ୟକଳାପ ସ୍ତର,सक्रियता स्तर
କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ,सक्रियता भारण
କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ,सक्रियता अनुपात
ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା),निरपेक्ष पता
ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍),निरपेक्ष कूट
ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |,वास्तविक आँकडा स्थानांतरण दर
ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |,वास्तविक दशमलव बिन्दु
ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ),प्रभावी अनुदेश
ପ୍ରକୃତ ଚାବି |,वास्तविक कुंजी
ପ୍ରକୃତ ସମୟ,वास्तविक काल
ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ,वास्तविक कार्य काल
କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ,प्रवर्तक संकेत
ଅନୁକେତ,अनुकूलनीयता
ଆଡାପ୍ଟର,अनुकूलित्र
ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |,अनुकूली प्रणाल नियतन
ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,अनुकूली समाकलन
ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |,अनुकूली अनुप्रस्थ तुल्यकारक
ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |,योजित प्रविष्ट
ଯୋଡି,योज्य
ଆଡର୍,योजक
ଆଡର୍ ସବଟ୍ରାକ୍ଟର |,योजक व्यवकलक
ଫାଇଲ୍ ଯୋଡନ୍ତୁ,योजी संचिका
ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର),विशिष्ट संप्रतीक
ଯୋଗ ରେକର୍ଡ |,योग अभिलेख
ଯୋଗ ଉପକରଣ,योग सारणी
ଯୋଗୀ ଗୁଣ,योज्य गुण
ମୋଡ୍ ଯୋଡନ୍ତୁ,योग विधा
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,योग संक्रिया
ଠିକଣା,पता
ଠିକଣା ମାପ ମାପ |,पतायोग्यता माप
ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |,पतायोग्य क्षौतिज स्थिति
ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |,पतायोग्य बिन्दु
ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |,पतायोग्य स्थिति
ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |,पतायोग्य पंजी
ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ,पतायोग्य भंडारण
ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |,पतायोग्य ऊर्ध्वाधर स्थिति
ଠିକଣା ବସ୍,पता बस
ଠିକଣା କୋଡ୍,पता कूट
ଠିକଣା ତୁଳସୀତି,पता तुलनित्र
ଠିକଣା ଗଣନା,पता अभिकलन
ସ୍ଥିର ଠିକଣା,पता अचर
ଠିକଣା କନଭର୍ସନ୍ |,पता रूपांतरण
ଠିକଣା ତଥ୍ୟ,पता आँकड़े
ଠିକଣା ମେମୋରୀ |,पतायुक्त स्मृति
ଠିକଣା ପ୍ରଭାବଶାଳୀ |,प्रभावी पता
ଠିକଣା କ୍ଷେତ୍ର,पता क्षेत्र
ଠିକଣା ଫର୍ମାଟ୍,पता संरूप
ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |,पता निरपेक्ष क्रमादेश
ଠିକଣା,पताभिगमन
"ଠିକଣା
 ବର୍ଣ୍ଣ",पताभिगमन संप्रतीक
ବାଧା ଠିକଣା,पताभिगमन अंतरायन
ଲୁପ୍ ଠିକଣା,पताभिगमन पाश
ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା,पताभिगमन आभासी स्मृति
ଠିକଣା ଅନ୍ତରାପଳୀ,पता अंतर्ग्रथन
ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |,पतारहित अनुदेश संरुप
ଠିକଣା ରେଖା,पता लाइन
ଠିକଣା ମ୍ୟାପିଙ୍ଗ,पता प्रतिचित्रण
ଠିକଣା ଚିହ୍ନ,पता चिह्न
ଠିକଣା ପରିବର୍ତ୍ତନ,पता आपरिवर्तन
ଠିକଣା ଅଂଶ,पता भाग
ଠିକଣା ସୂଚକ,पता संकेतक
ଠିକଣା ରେଜିଷ୍ଟର |,पता पंजी
ଠିକଣା ସଙ୍କେତ,पता संकेत
ଠିକଣା ଆକାର,पता आमाप
ଠିକଣା ସ୍ଥାନ,पता स्थान
ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |,पता स्थान अभिज्ञापक
ଠିକଣା ଷ୍ଟପ୍,पता विराम
ଠିକଣା ଚିହ୍ନ,पता अनुरेख
ଠିକଣା ଟ୍ରାକ୍,पता मार्ग
ଠିକଣା ଅନୁବାଦ,पता अनुवाद
ଠିକଣା ଅନୁବାଦକ,पता अनुवादक
ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |,संकलन व्यवकलन काल
ସମୟ ଯୋଡନ୍ତୁ |,संकलन काल
ସଂଲଗ୍ନ,संलग्नता
ସଂଲଗ୍ନ structure ାଞ୍ଚା |,संलग्नता संरचना
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |,संलग्न प्रणाल
ସଂଲଗ୍ନ ଡୋମେନ୍ |,संलग्न प्रांत
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,सहखंडज मैट्रिक्स
ସଂଲଗ୍ନ ନୋଡ୍ |,संलग्न आसंधि
ସଂଲଗ୍ନ ସୁବିରା |,संलग्न उपक्षेत्र
Adjone (ସିଷ୍ଟମ୍),संलग्न (तंत्र)
ଆଡଜଷ୍ଟ କରନ୍ତୁ |,समायोजन
ନିୟନ୍ତ୍ରିତ ପରିମାଣ,समायोज्य विस्तार
ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |,समायोज्य पाठ्यांश विधा
ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,प्रशासनिक आँकड़ा संसाधन
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,प्रशासनिक प्रचालन
ପ୍ରଶାସନିକ ଅପରେଟର |,प्रशासनिक प्रचालक
ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |,प्रशासनिक प्रचालन केन्द्र
ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |,प्रशासन सहाय तंत्र
ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |,उन्नत संचार सेवा
ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |,उन्नत सूचना तंत्र
ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |,उन्नत प्रकाशिक संप्रतीक पठित्र
ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |,उन्नत वैज्ञानिक अभिकलित्र
ବାୟୁ,एरियल
ସମୁଦାୟ,पुंज
ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |,पुंज व्यंजक
ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |,संधानित्र
ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ),संधान प्रतीक
ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ,संधान प्रतीक
ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,वायुवाहित अभिकलित्र तंत्र
ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |,बीजीय आइगनमान समस्या
"ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ",बीजीय समाकलन
ବଗିଳିନିକ୍ ଭାଷା |,"बीजीय भाषा, बीज भाषा"
ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |,बीजीय प्रकलन
Algebric ମନିପୁଲେସନ୍ ଭାଷା |,बीजीय प्रकलन भाषा
ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |,बीजोन्मुखी भाषा
ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |,बीजीय विस्थापन
ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |,बीजीय चिह्न परिपाटी
ଆଲଗୋଲ୍ |,ऐल्गॉल
ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |,ऐल्गॉल लक्षण
Algol ପ୍ରୋଗ୍ରାମିଂ |,ऐल्गॉल क्रमादेशन
ଆଲଗୋରିଦମ,"कलन विधि, एल्गोरिथ्म"
ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |,कलन विधि साहचर्य भाषा
ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |,कलन विधि वर्गीकरण
ଆଲଗୋରିଦମ ଜଟିଳତା |,कलन विधि जटिलता
ଆଲଗୋରିଦମ ଗଣନା |,कलन विधि अभिकलनीयता
ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |,कलन विधि विश्लेषण
ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |,कलनविधीय उपगमन
ଆଲଗୋରିଥମିକ୍ ଭାଷା |,कलनविधीय भाषा
ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |,कलनविधीय नेमका
ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |,कलनविधीय सिद्धांत
ଛଦ୍ମନାମ,अपर
ଛଦ୍ମନାମ,उपघटन
ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ),"अपर नाम, उर्फ नाम"
ପରିଚାଳିତ,सरेखण
ବଣ୍ଟନ କରନ୍ତୁ |,नियतन
ଆବଣ୍ଟନ ସଂରଚନା |,नियतन संरचना
ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |,सर्वोद्देशीय अभिकलित्र
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,अक्षरात्मक संप्रतीक
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |,अक्षरात्मक संप्रतीक समुच्चय
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |,अक्षरात्मक संप्रतीक उपसमुच्चय
ବର୍ଣ୍ଣମାଳା କୋଡ୍,अक्षरात्मक कूट
ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |,अक्षरात्मक विस्थापन
ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |,अक्षरात्मक रज्जु
ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ,अक्षरात्मक शब्द
ବର୍ଣ୍ଣମାଳା,वर्णानुक्रमण
ଆଲଫେମେଟ୍ରିକ୍ସ,अक्षरात्मक ज्यामितिकी
ଆଲଫାମ୍,अक्षरांकीय
ଆଲଫାମାସିକ୍ |,अल्फामोजेक
ବର୍ଣ୍ଣମାଳା,अक्षरांकीय
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |,अक्षरांकीय कुंजीपटल युक्ति
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |,अक्षरांकीय संप्रतीक समुच्चय
ବର୍ଣ୍ଣମାଳା କୋଡ୍,अक्षरांकीय कूट
ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |,अक्षरांकीय कूटलिखित संप्रतीक समुच्चय
ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |,अक्षरांकीय आँकड़े
ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |,अक्षरांकीय प्रदर्श युक्ति
ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |,अक्षरांकीय संपादित संप्रतीक
ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର,अक्षरांकीय क्षेत्र
ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ,अक्षरांकीय अनुदेश
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |,अक्षरांकीय कुंजी पटल
ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |,अक्षरांकीय शाटन
ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |,अक्षरांकीय भंडारण
ବିକୃତ ସ୍ମୃତି,परिवर्तनीय स्मृति
ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |,परिवर्तन स्विच
ପରିବର୍ତ୍ତନ,परिवर्तन
ପରିବର୍ତ୍ତନ ମୋଡ୍,परिवर्तन विधा
ଅନ୍ୟ ପୁନରୁଦ୍ଧାର,वैकल्पिक पुनःप्राप्ति
ବିକଳ୍ପ ମାର୍ଗ,वैकल्पिक मार्ग
ଅନ୍ୟ ଧାତାଳ,वैकल्पिक मार्गचयन
ବିକଳ୍ପ ଟ୍ରାକ୍,वैकल्पिक मार्ग
ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍),अथवा' संक्रिया
ବିକଳ୍ପ ଗୁଣ,वैकल्पिक गुण
ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍),तथा पूरक' संक्रिया
ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |,संदिग्धता त्रुटि
ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |,संदिग्धता संर्दभ
ଆନାଗଲଗ୍ |,अनुरूप
ଆନାଗଲ୍ ଆଡର୍ |,अनुरूप योजक
ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |,अनुरूप प्रणाल
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,अनुरूप अभिकलित्र
ଆନାଗଲ୍ କନଭର୍ଟର |,अनुरूप परिवर्तक
ଆନାଗଲ୍ ଡାଟା |,अनुरूप आँकड़े
ଆନାଗଲ୍ ଡିଭାଇଡର୍ |,अनुरूप विभाजनी
ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |,अनुरूप सुविधा टर्मिनल
"ଆନାଗଲ୍ ଫଙ୍କସନ୍ |
 ଜେନେରେଟର",अनुरूप फलन जनक
ଆନାଗଲ୍ ଏକୀକରଣ |,अनुरूप समाकलन
ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |,अनुरूप गुणक
ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |,अनुरूप क्रमादेशन
ଆନାଗଲ୍ ସ୍କେଲିଂ |,अनुरूप मापन
ଆନାଗଲ୍ ସିଗନାଲ୍ |,अनुरूप संकेत
ଆନାଗଲ୍ ସିମୁଲେସନ୍,अनुरूप अनुकार
ଆନାଗଲ୍ ସୁଇଚ୍ |,अनुरूप स्विच
ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |,अनुरूप तंत्र
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 Convercer",अनुरूप अंकीय परिवर्तक
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 ଏନକୋଡର୍ |",अनुरूप अंकीयकूटलेखक
ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |,अनुरूप संचरण
ଆନାଗଲ୍ ପ୍ରକାର |,अनुरूप प्रकार
ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର,विश्लेषण खंड़क
ବିଶ୍ଳେଷଣ ମୋଡ୍ |,विश्लेषण विधा
ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |,वैश्लेषिक इंजन
ପ ancest ତୃକ କାର୍ଯ୍ୟ |,पूर्वज कार्य
ଆନୁଷଙ୍ଗିକ ଉପକରଣ |,सहायक उपकरण
ଏବଂ,तथा'
ଏବଂ ସର୍କିଟ |,तथा' परिपथ
ଏବଂ ଉପାଦାନ |,तथा' अवयव
ଏବଂ ଫାଟକ,तथा' द्वार
ଏବଂ ମାସ୍କିଂ |,तथा' प्रच्छादन
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |,अपवर्जन
ଏବଂ ଅପରେସନ୍ |,तथा' संक्रिया
ଆନେକ୍ସ ମେମୋରୀ |,चयक स्मृति
ଟିପ୍ପଣୀ,टिप्पण
ଆନୁଷରାତ,आख्यापित्र
ଉତ୍ତର ଦିଅ,तुरत उत्तर
ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |,उत्तर विलंब
ସମୟର ଉତ୍ତର ଦେବା,उत्तर काल
ଉତ୍ତର ପ୍ରଦୀପ,उत्तर बत्ती
ଉତ୍ତର ତାଲିକା,उत्तर सूची
କେବଳ ଉତ୍ତର ଦିଅ,केवल उत्तर
ପ୍ରତୀକ୍ଷା ମୋଡ୍ |,प्रत्याशा विधा
ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |,प्रत्याशामूलक चयकन
ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ,प्रत्याशामूलक हासिल
ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |,प्रत्याशामूलक पृष्ठन
ଆଣ୍ଟିକୋସିସିସିସିସିସିସିଡିସନ୍ ଅପରେସନ୍ |,प्रतिसंपाती संक्रिया
ଆଣ୍ଟିକିନସିଡିସିଡିସେଡିସିଡି ଉପାଦାନ |,प्रतिसंपाती अवयव
Ampegoiedent ଆଣ୍ଟେନା |,अनावर्ती ऐन्टेना
ଆପେଚର କାର୍ଡ |,द्वारक पत्रक
ଆପେଚର କୋଡ୍ |,द्वारक कूट
ଆପେଚର ସମୟ |,द्वारक काल
ଅନୁକ୍ରମଣିକା,अनुबंध
ଅନୁକ୍ରମଣିକା କାର୍ଯ୍ୟ |,अनुबंध कार्य
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,अनुप्रयोग विकासक
ପ୍ରୟୋଗ ସ୍ତର,अनुप्रयोग स्तर
ପ୍ରୟୋଗୀ ଆଧାରିତ ଭାଷା |,अनुप्रयोग मूलक भाषा
ପ୍ରୟୋଗ ପ୍ୟାକେଜ୍,अनुप्रयोग (क्रमादेश) संकुल
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମ,अनुप्रयोग क्रमादेश
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ |,अनुप्रयोग क्रमादेशन
ପ୍ରୟୋଗ ଆବଶ୍ୟକ ଭାଷା |,अनुप्रयोग अपेक्षित भाषा
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,अनुप्रयोग प्रक्रिया सामग्री
ଆପ୍ଲିକ୍,अधिरोपण
ଆନୁମାନିକ ସିଦ୍ଧାନ୍ତ |,सन्निकटन सिद्धांत
ଇଚ୍ଛାଧୀନ ପ୍ରବେଶ |,स्वेच्छ अभिगम
ଇଚ୍ଛାଧୀନ କ୍ରମ କମ୍ପ୍ୟୁଟର |,स्वेच्छ अनुक्रम अभिकलित्र
ଆର୍ବିଟ୍ରେସନ୍,मध्यस्थ
ସ୍ଥାପତ୍ୟ,"वास्तुकला, स्थापत्यकला"
ଅଭିପାକ୍ଷେତ୍ର,पुराभंडारण
ଏରିୟା କୋଡ,क्षेत्र कूट
କ୍ଷେତ୍ର ସନ୍ଧାନ,क्षेत्र खोज
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର,क्षेत्र स्थानांतरण
କ୍ଷେତ୍ର ଭେରିଏବଲ୍,क्षेत्र चर
ଯୁକ୍ତି,स्वतंत्र चर
ଯୁକ୍ତି ଠିକଣା,स्वतंत्र चर पता
ଯୁକ୍ତି ତାଲିକା,स्वतंत्र चर सूची
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,अंकगणितीय अनुदेश
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |,अंक गणितीय एंव तर्क एकक
ଗାଣିତିକ ଆସାଇନମେଣ୍ଟ ଷ୍ଟେଟମେଣ୍ଟ୍ |,अंकगणितीय नियतन कथन
ଗାଣିତିକ ଯାଞ୍ଚ |,अंकगणितीय जाँच
ଗାଣିତିକ ସ୍ଥିର |,अंकगणितीय अचर
