Hindi,Kannada
ऐक्टिन,ಅ ೦ ಗಡಿ
ऐक्टिन-सम प्रोटीन,ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್
त्रिज्यासममित,ಕ್ರಿಯಾಶೀಲತೆ
एक्टिनोमाइसिटीज,ಅಂಧ
क्रिया विभव,ಕ್ರಿಯಾಶೀಲತೆ
सक्रियित आपंक,ಸಕ್ರಿಯ ಕೆತ್ತನೆ
सक्रियित आपंक फ्लॉक,ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್
सक्रियण ऊर्जा,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
सक्रिय अवशोषण,ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
सक्रिय प्रतिरक्षा,ಸಕ್ರಿಯ ವಿನಾಯಿತಿ
सक्रिय विकिरण,ಸಕ್ರಿಯ ವಿಕಿರಣ
सक्रिय स्थल,ಸಕ್ರಿಯ ಸೈಟ್
ऐक्टिविन,ದಳ
लंबाग्र,ವಕ್ರವಳತಿ ಮಾಡು
ऐडैम्सिया,ಆಡಮ್ಸಿಯಾ
अनुकूलनशीलता,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
अनुकूलन,ರೂಪಾಂತರ
प्रकाश प्रवृत्ति के प्रति अनुकूलन,ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
जलाभाव के प्रति अनुकूलन,ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
अनुकूली (अभि) लक्षण,ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು
अनुकूली प्रतिरक्षा,ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ
अनुकूली विकिरण,ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ
अनुकूली विशेषक,ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ
अभ्यक्ष पृष्ठ,ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ
व्यसनी विकार,ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ
ऐडेनीन,ತಿಕ್ಕಲು
ऐडिनोकॉर्टिकोट्रॉपिन,ಒಂದು ತತ್ತ್ವ
ऐडेनोहाइपोफाइसिस,ತತ್ತ್ವ
ऐडेनोसिन डाइफास्फेट,ತಿರಸ್ಕಾರ
ऐडेनोसिन डीएमीनेज,ಅಂಧ
ऐडेनोसिन मोनोफॉस्फेट,ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್
ऐडेनोसिन ट्राइफॉस्फेट,ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ)
एडेनिलेट साइक्लेज,ತಿರಸ್ಕಾರ
आसंजी बल,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
ऐडिपेट,ಅಡಿಪಡಿ
वसाणु (वसा कोशिका),ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ)
वसा ऊतक,ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ
संलग्न,ಮಡಿ
संलग्न समुदाय,ಪಕ್ಕದ ಸಮುದಾಯ
अधिवृक्क,ಮೂತ್ರಜನಕಾಂಗ
अधिवृक्क ग्रंथि,ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ
एड्रिनोकॉर्टिकोट्रॉपिक हॉर्मोन,ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್)
एड्रिनोकॉर्टिकोट्रॉपिक निर्मोचक हार्मोन,ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್)
अधिशोषक,ಹೊರಹೀರುವ
अधिशोषण,ಹೊರಹೀರತೆ
उन्नत कशेरुकी,ಸುಧಾರಿತ ಸ್ವರಮೇಳ
लाभकारी उत्परिवर्तन,ಅನುಕೂಲಕರ ರೂಪಾಂತರ
बाह्य कंचुक,ಸಾಹಸದ
अपस्थानिक जड़,ಸಾಹಸಿ ಮೂಲ
प्रतिकूल प्रभाव,ದುಷ್ಪರಿಣಾಮ
ईडीज,ಈಡಿಸ್
संवर्ध-वातन,ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ
वायूतक,ವಾಮಪಂಥೀಯ
"वायव (वि.), एरियल (सं.)",ವೈಮಾನಿಕ
वायव जड़,ವೈಮಾನಿಕ ಮೂಲ
वायव प्ररोह,ವೈಮಾನಿಕ ಚಿಗುರು
वायु श्वसन,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
ऑक्सी श्वसन,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
सौंदर्यबोध,ಸೌಂದರ್ಯಶಾಸ್ತ್ರ
पुष्पदल विन्यास,ಅಸ್ವಸ್ಥತೆ
ग्रीष्मनिष्क्रियता,ಅಸ್ವಸ್ಥತೆ
अभिवाही,ವಿಪರೀತ
बंधुता वर्णलेखन,ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
ग्रसित अंग,ಪೀಡಿತ ಅಂಗ
वनरोपण,ಸಂಯಮ
अनिषेकबीजता,ಗಗನಯ
ऐगार,ಗಾಡಿ
ऐगेरोस,ಜನಗಮಣ
ऐगेरोस जेल वैद्युतकण संचलन,ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್
एगेरोस बहुलक जेल,ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್
एगास्ट,ಚೂರುಪಾರು
अगेव,ಭೂತಾಳೆ
आयु अनुसार वितरण,ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ
आयु पिरैमिड,ವಯಸ್ಸು ಪಿರಮಿಡ್
आश्लेषण,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
पुंज,ಒಟ್ಟು
पुटक पुंज,ಕೋಶಕ ಒಟ್ಟು
पुटक समुच्चय,ಕೋಶಕ ಒಟ್ಟು
"समुच्चय, समुच्चयन",ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
आक्रामकता,ಆಕ್ರಮಣಶೀಲತೆ
प्रक्षोभक तंत्र,ಚಮತ್ಕಾರ
ऐग्नेथा,ಅಜ್ಞಾತ
अगूटी,ಗಾಡಿ
ग्रेना-रहित हरितलवक,ಪಂಥದ
"अकणकीय, रवाहीन",ಕೃಪಣದ
अकणिकाणु,ಪಂಥಿ
"कृषि, खेती",ಕೃಷಿ
कृषिवानिकी,ಕೃಚಾರಕ
"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित",ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ
ऐग्रोबैक्टीरियम टूमिफेसियन्स,ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್
कृषि-रसायन,ಕೃಷಿ ರಾಸಾಯನಿಕ
कृषि रसायनिक,ಕೃಷಿ ರಾಸಾಯನಿಕ
कृषि-जलवायु अंचल,ಕೃಷಿ ವಲಯ
सस्यीय विशेषक,ಕೃಷಿ ಲಕ್ಷಣ
सस्यविज्ञान,ಕೃಷಿ ವಿಜ್ಞಾನ
एड्स,ನೆರಳು
वायु आशय,ಗಾಳಿಗೊಡೆ
वातानुकूलक,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
वायु पथ,ಗಾಳಿಯ ಮಾರ್ಗ
वायु प्रदूषण,ವಾಯು ಮಾಲಿನ್ಯ
वायु कोश,ಗಾಳಿಯ ಚೀಲ
वायु धानी,ವಿಮಾನ ನಿರ್ವಾತ
वायु-श्वसन,ಗಾಳಿ ಮರೆಯುವ
एलेन,ತಲ್ಲಣ
पक्षाकार पेशी,ಅಲರಿ ಸ್ನಾಯು
अलास्काई भूरा भालू,ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ
वर्णकहीन,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
ऐल्बूगो,ದಾಸ್ಯ
ऐल्बूमिन,ಉಣ್ಣೆಯಂಥ
ऐल्बूमिनी बीज,ಉಬ್ಬು ಬೀಜದ ಬೀಜ
"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया",ಬಿಲ್ಲಿನ
"रसकाष्ठ, एल्बर्नम",ಪಾರಾಗಲಿ
ऐल्सीडी,ಹದಮುದಾಯಿ
ऐल्डिहाइड,ಆಲ್ಡಿಹ್ಯೀಡ್
ऐल्डोस्टेरोन तंत्र,ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ
ऐल्डोस्टेरोन,ಆಲ್ಡೋಸ್ಟಲಿಗೆ
ऐल्यूरॉन परत,ಅಲ್ಯೂರೋನ್ ಪದರ
ऐल्यूरोप्लास्ट,ಕಣ್ಣುಹಾಯ
ऐल्फाल्फा,ಉಚ್ಚಾರಣಾ
शैवाल प्रस्फुटन,ಪಾಚಿಯ ಹೂವು
ऐल्जिन,ಪಾರಿಗೊಣ
विजातीय डी. एन. ए,ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ
विदेशी जाति,ಅನ್ಯ
संरेखण,ಜೋಡಣೆ
अनुयोजन,ಜೋಡಣೆ
आहार नाल,ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ
आहार-तंत्र,ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ
ऐलिस्मेसी,ಮಿತ್ರತತ್ವ
ऐल्केलॉइड,ಕ್ಷಾರೀಯ
क्षारीय,ಕ್ಷಾರೀಯ
ऐल्कैप्टनमेह,ಕ್ಷಾರೀಯ
अपरापोषिका,ನಾರು
विकल्पी आवृत्ति,ಆಲೀಲ್ ಆವರ್ತನ
"विकल्पी, युग्मविकल्पी",ಇಳಿಜಾರು
विकल्पी युग्म,ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ
"प्रत्यूर्जक, एलर्जन",ಅಲರ್ಜಾಟ
"नक्र, ऐलिगेटर",ಅಲಿಗ್ನ
ऐलियम सीपा,ಆಲಿಯಂ ಸೆಪಾ
परनिषेचन,ಅಲೋಗಮಿ
अपरनिरोप,ಅರಿಯುವವಳು
विस्थानिक जाति-उद्भवन,ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್
अपरबहुगुणित,ಸೂತ್ರ
अपरस्थली प्रभाव,ಅಲೀರಿಕ್ ಪರಿಣಾಮ
अपरस्थली एंजाइम,ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ
अपरस्थलीय संदमक,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ
अपरस्थली मॉडुलन,ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್
अपरस्थलीय स्थान,ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್
अपरस्थली संदमन,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ
अपरचतुर्गुणित,ತಟೆಾತ್ರಾ
ऐलनस,ದಾಸ್ಯ
ऐलो,ಅಡೆ
ऐक्सॉन की दिशा में,ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ
ऐल्फा-ऐंटीट्रीप्सिन,ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್
"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन",ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್
अल्पाइन जलवायवीय परिस्थिति,ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ
अल्पाइन शाद्वल,ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು
अल्पाइन क्षेत्र,ಆಲ್ಪೈನ್ ವಲಯ
ऐल्स्टोनिया,ಆಲ್ಸ್ಟೋನಿಯಾ
आल्टर्नेरिया,ಪರ್ಯೇಡು
एकांतर,ಪರ್ಯಾಯ
पीढ़ी-एकांतरण,ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ
तुंगता अस्वस्थता,ಎತ್ತರ ಕಾಯಿಲೆ
तुगंता,ಎತ್ತರ
कूपिका वाहिनी,ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ
एलाइटीज,ಮಣ್ಣು
ऐल्जाइमर रोग,ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ
अतंत्रिकाक्षी कोशिका,ಅಮಾಮಿನ ಕೋಶ
अमारेंथेसी,ಹುಳ
अमारेंथस (चौलाई),ಹುಳಿ
परिवेश परासरणी सांद्रण,ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ
ऐम्बिस्टोमा,ಅಂಬಿಸ್ಟೋಮ
ऐमाइड,ಅಸ್ಫುಲ್
ऐमीनो अम्ल,ಅಮೈನೊ ಆಸಿಡ್
ऐमीनो अम्ल-ग्राही,ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ
ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज,ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್
ऐमीनोएसिलीयन,ಅಮೈನೊಅಸಿಲೇಷನ್
असूत्री विभाजन,ಅಮೀಟಾಸಿ
अमोनिया,ಅಮೋನಿಯ
अमोनीकरण,ಅಮೋನೀಕರಣ
अमोनिया-उत्सर्जन,ಅಮ್ಮನೋಟೆಲಿಸಂ
उल्बवेधन,ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್
उल्बवेधन तकनीक,ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ
उल्बकोशिका,ಅಮ್ನಿಯೈಟ್
उल्ब,ಮಂಕಾದ
उल्ब तरल,ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ
उल्ब कला,ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್
उल्ब कोश,ಜಾಮಿಕಾಟದ ಚೀಲ
अमीबा,ಅಮೀಬ
"अमीबाणु, अमीबीकोशिका",ಅಮೀಬೋಸೈಟ್
"अमीबाभ, अमीबीय",ಅಮೀಬಯುಡಿ
अमीबाभ लसीकाणु,ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್
"अमीबीय गति, अमीबाभ गति",ಅಮೀಬಯಿಡ್ ಚಲನೆ
"रवाहीन, अक्रिस्टलीय",ಅರೂಪದ
"मात्रा, परिमाण",ಮೊತ್ತ
ऐम्फेटैमीन,ಆಭರಣ
ऐम्फिबिया,ಉಭಯಚರ
ऐम्फिबियन (प्राणी),ಉಭಯಚರ
उभयचर,ಉಭಯಚರ
एम्फिऑक्सस,ಉಲ್ಬಣ
ऐम्फिऑक्सस लेन्सयोलेटस,ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್
उभयसंवेदी,ಉಭಯಪಕ್ಷೀಯ
उभयसंवेदी वसा,ಉಭಯಚರ ಲಿಪಿಡ್
ऐम्फिसार्का,ಉಚ್ಚಾರೆ
ऐम्पिसिलिन,ಲೋಕದ
"तुंबिका, ऐंपुला",ಹಲ್ಲು
तुंबिका ग्रंथि,ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ
ऐमिग्डल,ಅಮಿಗ್ಡಾಲ್
वातामक,ಬಾಚು
ऐमिग्डालिन,ಅಮಿಗ್ಲಿನ್
एमिलेज,ಮಂಕಾದ
मंडलवक,ಅಮಿಲೋಪ್ಲಾಸ್ಟ್
ऐनाबीना,ಅ ೦ ಗಡಿ
ऐनाबस,ಹಳ್ಳ
उपचय पथक्रम,ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು
उपचय,ಅನಾಬಾಲಿಸಂ
ऐनाकार्डिएसी,ಅನಾಕಾರ್ಡಿಯಾಸಿ
अरक्तता,ರಕ್ತಹೀನತೆ
"अवायुजीव, अनॉक्सी जीव",ಬಯೆರೋಲೆ
अवायवी ईंधन,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
"अवायु-श्वसन, अनॉक्सीय श्वसन",ಆಮ್ಲಜನವ್ಯಕ್ತಿ
अवायवी आपंक पाचित्र,ಆಮ್ಲಜನಕರಹಿತ ಕೆಸರು ಡೈಜೆಸ್ಟರ್
"अवायवी, अवायुजीवी",ಆಮ್ಲಜನವ್ಯಕ್ತಿ
एनाइमा,ಅನೈಮ
"गुदीय, गुद",ಗುದ
पक्षांत,ಗುದ
"गुदीय द्वारक, गुद छिद्र",ಗುದ ದ್ಯುತಿರಂಧ್ರ
गुदलूम,ಗುದ
पक्षांत पाश,ಗುದ ಲೂಪು
गुदशूक,ಗುದ ಶೈಲಿ
समवृत्ति,ಹೋಲುವ
"सदृश, अनुरूप",ಹೋಲುವ
समवृत्तिता,ಸಾದೃಶ್ಯ
"सादृश्य, अनुरूपता",ಸಾದೃಶ್ಯ
विश्लेषण,ವಿಶ್ಲೇಷಣೆ
पश्चावस्था,ಅನಾಫೇಸ್
शारीरी रोध,ಅಂಗರಚನಾ ತಡೆಗೋಡೆ
शारीरीय पक्ष,ಅಂಗರಚನಾ ಅಂಶ
शारीरज्ञ,ಅಂಗರಚನಾ ತಜ್ಞ
शारीर,ಅಂಗರಚನಾಶಾಸ್ತ್ರ
पूर्वज वंशज अनुक्रम,ಪೂರ್ವಜರ ವಂಶಸ್ಥ ಅನುಕ್ರಮ
पूर्वज वंशक्रम,ಪೂರ್ವಜರ ವಂಶ
पूर्वज अनुक्रम,ಪೂರ್ವಜರ ಅನುಕ್ರಮ
ऐंकिलोस्टोमा,ಚಾಚು
पुमंग,ಆಂಡ್ರೊಸಿಯಮ್
"ऐंड्रोजेन, पुंजन",Andrಷಧ
अरक्तता,ರಕ್ತಹೀನತೆ
अनेमनी,ವೇಶ್ಯೆ
असुगुणित,ಅನೆಲಾಯ್ಡ್
असुगुणिता,ಅನೆಪ್ಲು
ऐंजाइना,ಗಂಜಿ
वाहिकाचित्र,ಆಂಗಿಯ ವರ್ಗ
ऐंजिओग्राफ,ಆತಿ
"वाहिकाचित्रण, ऐंजिओग्राफी",ಆಂಜಿಯಾರಿ ಶಾಸ್ತ್ರ
"वाहिका-संधान, ऐंजिओप्लास्टी",ಆಂಜಿಯೋಪ್ಲಾಸ್ಟಿ
आवृतबीजी,ಆಂಗಿಯೋಸ್ಪೆರ್ಮು
ऐंजिओटेन्सिन,ಆಂಜಿಯೋಟೆನ್ಸಿನ್
ऐंजिओटेन्सिनोजन,ಆಂಜಿಯೋಟೆನ್ಸಿನ್ ವಂಶದ
वडिश मीन,ಗಾಳಹಾಕಿ ಮೀನು
ऐंग्विना,ಗದ್ದೆ
ऐन्गुइस,ಕುಡಿನೂದಿ
प्राणी,ಪ್ರಾಣಿ
पशु,ಪ್ರಾಣಿ
पशु शमल,ಪ್ರಾಣಿ ಸಗಣಿ
पशुपालन,ಪಶುಸಂಗೋಪನೆ
प्राणी गुणसूत्रप्ररूपण,ಪ್ರಾಣಿ ಕ್ಯಾರಿಯೋಟೈಪಿಂಗ್
प्राणिजगत्,ಪ್ರಾಣಿ ಸಾಮ್ರಾಜ್ಯ
प्राणि-ऊतक,ಪ್ರಾಣಿಗಳ ಅಂಗಾಂಶ
ऐनिमेलिया,ಪ್ರಾಣಿ
ऋणायन,ಅಯಾನು
विषमदैशिक पट्ट,ಅನಿಸೊಟ್ರಾಪಿಕ್ ಬ್ಯಾಂಡ್
अनीलन,ಮುಟ್ಟಿದ
ऐनेलिड (प्राणी),ಗಡಿಯಾರ
ऐनेलिडा,ಅನುಗ್ರಹದ
वार्षिक वलय,ವಾರ್ಷಿಕ ಉಂಗುರ
वलयाकार,ಉರಿಯೂತ
"वलयांश, ऐन्यूल",ಅನ್ನ್ಯೂಲ್
असंगत प्ररूप,ಅಸಂಗತ ಪ್ರಕಾರ
ऐनोफेलीज,ಅನಾಫಿಲಿಸ್
चींटीखोर,ಇರುವೆ ಭಕ್ಷಕ
विरोधी,ವಿರೋಧದ
दक्षिण ध्रुवीय,ಪೃಷ್ಠದ
शृंगिका,ಆನಂತಾ
ऐन्टेना संकुल,ಆಂಟೆನಾ ಸಂಕೀರ್ಣ
शृंगिका ग्रंथि,ಆಂಟೆನಾಲ್ ಗ್ರಂಥಿ
अग्र (अधर) घूसर शृंग,ಮುಂಭಾಗದ (ಕುಹರದ) ಬೂದು ಕೊಂಬು
अग्र पीयूषिका,ಮುಂಭಾಗದ ಹೈಪೋಫಿಸಿಸ್
अग्र अंतरानिलयी परिखा,ಮುಂಭಾಗದ ಮಧ್ಯಸ್ಥಿಕೆಯ ಸಲ್ಕಸ್
परागकोश,ಪರಾಗ
पराग संवर्धन,ಪರಂಪರೆ ಸಂಸ್ಕೃತಿ
पुंधानी,ಸ ೦ ಗಂಥಿಯ
पुमणु,ಪರಾಗಿದರದ
ऐन्थोसिरोस,ಆಂಥೆಸೆರೋಸ್
ऐन्थोसिरोटॉप्सिडा,ಆಂಥೋಸೆರೋಟಾಪ್ಸಿಡಾ
ऐन्थ्रैक्स,ಆಂಥ್ರಾಕ್ಸ್
मानवजनित विलोपन,ಮಾನವಜನ್ಯದ ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ
मानवविज्ञान,ಮಾನವಶಾಸ್ತ್ರ
प्रतिजीवाणुक,ಅನುಭವಿನಲ್ಲಿರುವ
प्रतिजैविक पेनिसिलिन,ಪ್ರತಿಜೀವಕ ಪೆನ್ಸಿಲಿನ್
प्रतिजैविक प्रतिरोधी,ಪ್ರತಿಜೀವಕ ನಿರೋಧಕ
प्रतिजैविक,ಪ್ರತಿಜೀವಕ (ಗಳು)
"प्रतिरक्षी, प्रतिपिंड",ಪ್ರತಿಕಾಯ
"प्रतिरक्षी युग्म, प्रतिपिंड युग्म",ಪ್ರತಿಕಾಯ ದಂಪತಿಗಳು
प्रतिरक्षी माध्यित प्रतिरक्षा,ಪ್ರತಿಕಾಯ ಮಧ್ಯಸ್ಥ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ
प्रतिस्कंदक,ಪ್ರತಿಮೆಯಂಥ
