English,Malayalam
Adhesional energy,ആസംജീ ഊര്ജാ
Adiabat,ഐഡിയാബൈട
Adiabatic,രുദ്ധോഷ്മ
Adiathermanous,ഉഷ്മാ-അപാര്യ
Adjacent,തൊട്ടടുത്ത
Adjustable,സമായോജ്യ
Admittance,പ്രവേശ്യതാ
Adsorption,അധിശോഷണ
Advanced,അഗ്രഗത
Advancing,പ്രഗാമീ
Aerial,"ആകാശീ, വായവ (വി.), ഏരിയല (സം.)"
Aerial current,ഐന്ടേനാ ധാരാ
Aerial survey,ആകാശീ സര്വേക്ഷണ
Aerial velocity,വായവ വേഗ
Aerodynamic coefficient,വായുഗതിക ഗുണാംക
Aerodynamic,വായുഗതിക
Aerodynamics,വായുഗതികീ
Aeronautical,വൈമാനിക
Aeronautics,വൈമാനികീ
Aeropulse,വായുസ്പംദ
Aerosphere,"വാതമംഡല, ഗൈസമംഡല"
Afocal system,അഫോകസീ തംത്ര
After burning,പശ്ച ജ്വലന
After glow,പശ്ച ദീപ്തി
Aftershock,ഉത്തരഘാത
Age,വയസ്സ്
Aged,കാലപ്രഭാവിത
Ageing (aging),"കാലപ്രഭാവന, ജരണ"
Aging (=ageing),കാലപ്രഭാവന
Aging test,കാലപ്രഭാവന പരീക്ഷണ
Agravic,ഗുരുത്വഹീന
Aim,ലക്ഷ്യം
Airborne radar,"വായുവാഹിത രേഹാര, ഹവാഈ രേഡാര"
Airborne target,"വായുവര്തീ ലക്ഷ്യ, ഹവാഈ ലക്ഷ്യ"
Air breather,"വായുശ്വാസീ, വായുശ്വസിത്ര"
Air conditioning,വാതാനുകൂലന
Aircore transformer,വായുക്രോഡീ ട്രാംസഫാര്മര
Aircraft,വായുയാന
Alignment,സംരേഖണ
Alignment error,സംരേഖണ ത്രുടി
Alive circuit,സജീവ പരിപഥ
All glass tube,സംപൂര്ണ കാംച നലികാ
All metal tube,സംപൂര്ണ ധാതുനലികാ
Allocate,നിയത കരനാ
Alloy,"മിശ്രാതു (സം.), മിശ്രാത്വന (ക്രി.)"
Alloying,മിശ്രാത്വന
All-pervading medium,സര്വവ്യാപീ മാധ്യമ
All-wave antenna,സര്വതരംഗ ഐന്ടേനാ
Almanac,പംചാംഗ
Alpha,ഐല്ഫാ
Alpha-activity,ഐല്ഫാ-സക്രിയതാ
Alphabetical,അക്ഷരാംകീയ
Alpha ray,ഐല്ഫാ കിരണ
Alteration,പരിവര്തന
Alternating,"ഏകാംതര, പ്രത്യാവര്തീ"
Alternator,പ്രത്യാവര്തിത്ര
Altigraph,തുംഗതാലേഖീ
Altimeter,തുംഗതാമാപീ
Altimetry,തുംഗതാമാപികീ
Altitude,"തുംഗതാ, ഉംചാഈ, ഉന്നതാംശ, ശീര്ഷലമ്ബ"
ALU (arithmatic logic unit),അംകഗണിത തര്ക ഏകക (ഏ ഏല യൂ)
Amagat law,ഏമാഗേട നിയമ
Ambient,പരിവേശ
Amicron,ഏമാഇക്രോന
Ammeter,ഐമീടര
Ampere,ഐമ്പിയര
Ampere's rule,ഐമ്പിയര-നിയമ
Amphoteric ion,ഉഭയാവേശീ ആയന
Amplification,പ്രവര്ധന
Amplifier,പ്രവര്ധക
Amplitude,"കോണാംക, ആയാമ"
A. M. U. (atomic mass unit),ഏ. ഏമ. യൂ. (പരമാണു സംഹതി മാത്രക)
Analog (=analogue),അനുരൂപ
Analogy,"സാദൃശ്യ, അനുരൂപതാ, സമവൃത്തിതാ"
Analyser,"വിശ്ലേഷക, വിശ്ലേഷിത്ര"
Analysis,"അപഗ്രഥനം, വിശ്ലേഷണം, വിശകലനം"
Analytical,വിശ്ലേഷീയ
Anastigmatic,അന-അബിന്ദുക
Anastigmatism,അന-അബിംദുകതാ
And gate,"തഥാ ദ്വാര, ഐംഡ ഗേട"
Anechoic,അപ്രതിധ്വനിക
Anelasticity,വിഷമ പ്രത്യാസ്ഥതാ
Aneroid,നിര്ദ്രവ
Angle,കോണ്‍
Angstrom unit,ഐംസ്ട്രമ മാത്രക
Angular,കോണീയ
Angular vernier,കോണമാപീ വര്നിയര
Anharmonic,"അപ്രസംവാദീ, അഹാര്മോനിക"
Anharmonicity,അപ്രസവാദിതാ
Anhysteresis,അശൈഥില്യ ചുംബകന
Anhysteretic,അശിഥിലിത
Anion,ഋണായന
Anisodimensional,അസമവിമ
Anisotropic,വിഷമദൈശിക
Anisotropy,വിഷമദൈശികതാ
Annihilation,വിധ്വംസനം
Annunciator,ആഖ്യാപിത്ര
Anode,ഐനോഡ
Anodize,ഐനോഡീകരണ
Anomalous,അംസഗത
Anoptic system,പ്രകാശയംത്രഹീന തംത്ര
Antenna,ഐന്ടേനാ
Antibaryon,ഐന്ടിബേരിയൌന
Antibinding property,ബംധന വിരോധീ ഗുണധര്മ
Antibonding,പ്രതി-ആബംധന
Antiferroelectricity,പ്രതിലോഹ വിദ്യുത
Antiferromagnetic,പ്രതിലോഹചുംബകീയ
Antiferromagnetics,പ്രതിലോഹചുംബകീയ പദാര്ഥ
Antifoggant,പ്രതികൂഹാകാരക
Antigravity,പ്രതിഗുരുത്വ
Anti-lambda particle,"പ്രതിലേമ്ഡാ കണ, ഐന്ടീലേമ്ഡാ കണ"
Anti-lepton,ഐല്ടീലേപ്ടൌന
Antimagnetic,പ്രതിചുംബകീയ
Antimatter,ഐന്ടിദ്രവ്യ
Antimissile,മിസാഇല വിരോധീ
Antineutron,ഐന്ടിന്യൂട്രൌന
Antinode,പ്രസ്പംദ
Antinucleon,പ്രതിന്യൂക്ലിഔന
Antiparticle,പ്രതികണ
Antiproton,പ്രതിപ്രോടൌന
Antireflection,പരാവര്തനരോധീ
Antisymmetric,പ്രതിസമമിത
Aperiodical,അനാവര്തീ
Aperiodicity,അനാവര്തിതാ
Apertural disc,ഛിദ്രിത ക്രമവീക്ഷണ ഡിസ്ക
Aperture,ദ്വാരക
Apex,"ശീര്ഷ, ശിഖര, അഗ്രക"
Aphelion,"സൂര്യോച്ച, രവി ഉച്ച, അപസൌര"
Aplanat,അവിപഥീ ലേന്സ
Aplanatic,അവിപഥീ
Aplanatism,അവിപഥിതാ
Apochromatic,അതി അവര്ണീ
Apogee,"ഭൂമി-ഉച്ച, അപഭൂ"
Apolar,"അധ്രുവീ, പരിധ്രുവീ"
Apolarity,പരിധ്രുവിതാ
Apparatus,ഉപകരണ
Apparent,"ആഭാസീ, ദൃഷ്ട"
Apparent sun,ദൃഷ്ട സൂര്യ
Apparent time,ദൃഷ്ട സമയ
Appearance,ഹാജരാകൽ
Appliance,"ഉപകരണം, യന്ത്രം"
Applicability,അനുപ്രയോജ്യതാ
Applied,അപേക്ഷിച്ച
Appreciable,സുപ്രേക്ഷ്യ
Approach,അണയ്
Approximate,സുമാര്‍വില
Approximation,സന്നികടന
Aqueous tension,വാഷ്പ ദാബ
Arbitrary,"നിയമബദ്ധമല്ലാത്ത, സ്വേച്ഛാപരമായ"
Arc furnace,"ആര്ക ഭട്ടീ, ചാപ ഭട്ടീ"
Archimedes principle,ആര്കിമീഡീജ കാ നിയമ
Architectural acoustics,സ്ഥാപത്യ ധ്വാനികീ
Arc lamp,ആര്ക ലൈംപ
Arc spectrum,ആര്ക-സ്പേക്ട്രമ
Area,വിസ്തീര്‍ണ്ണം
Areal,"ക്ഷേത്രഫലീയ, ക്ഷേത്രീയ"
Arm,"ബാഹു, ഭുജാ, ശാഖികാ"
Armature,ആര്മേചര
Array,"വ്യൂഹ, സരണീ"
Arrester,പ്രഗ്രാഹീ
Articulation,ഉച്ചാരണ സ്പഷ്ടതാ
Artificial,കൃത്രിമം
Artificial transmutation,കൃത്രിമ തത്വാംതരണ
Ascending,ആരോഹീ
Ascension of the star,താരാരോഹണ
Ascent,പൊങ്ങ്
Aspheric,അഗോലീ
Aspherizing,അഗോലീകരണ
Assemblage,സമുച്ചയ
Assemble,അണിനിരക്ക്
Assembly (=assemblage),"സമുച്ചയ, സമുച്ചയന, കോഡാംതരണ"
Assessment of accuracy,പരിശുദ്ധതാ ആകലന
Assigned,നിര്ദിഷ്ട
Assignment (of quantum numbers),(ക്വാംടമ സംഖ്യാഓം കാ) നിര്ദിഷ്ടീകരണ
Associated,"സംബംദ്ധ, സഹചാരീ, സംഗുണിത"
Assonance,സ്വരാവൃത്തി
Astable multivibrator (=free running multivibrator),സ്വചലിത ബഹുകംപിത്ര
Astatic,അസ്ഥൈതിക
Astigmatism,"അബിന്ദുകതാ, ഏസ്ടിഗ്മേടിജ്മ"
Astrionics,അംതരിക്ഷ യാത്രാ ഇലേക്ട്രൌനികീ
Astrometry,ഖഗോലമിതി
Astronaut,അംതരിക്ഷയാത്രീ
Astronomer,ഖഗോലജ്ഞ
Astronomical,ഖഗോലീയ
Astronomy,ജ്യോത്സ്യം
Astrophysics,ഖഗോല ഭൌതികീ
Asymmetrical,അസമമിത
Asymptote,അനംതസ്പര്ശീ
Asymptotic,ഉപഗാമീ
Asynchronous,അതുല്യകാലിക
Atmosphere,അന്തരീക്ഷം
Atmospheric,വായുമംഡലീയ
Atmospherics,വായു-വിദ്യുത ക്ഷോഭ
Atom,അണു
Atomic,പരമാണ്വീയ
Atomicity,പരമാണുകതാ
Atomic mass,പരമാണു സംഹതി
Atomic number,പരമാണു ക്രമാംക
Atomic reactor (=atomic pile),"പരമാണു-രിഐക്ടര, പരമാണു പാഇല"
Atomistic,പരമാണ്വിക
Atomization,കണന
Atomizer,കണിത്ര
Attenuation,"ക്ഷീണന, ക്ഷീണതാ"
Attenuator,"ക്ഷീണകാരീ, ക്ഷീണക"
Attraction,ആകര്‍‍ഷകം
Attractive forces,ആകര്ഷണ ബല
Audibility,ശ്രവ്യതാ
Audio-amplifier,ശ്രവ്യ ആവൃത്തി-പ്രവര്ധക
Audio,ശ്രവ്യ
Audio generator,ശ്രവ്യജനിത്ര
Audiogram,ശ്രവ്യതാ ആലേഖ
Audiology,ശ്രവണ വിജ്ഞാന
Audiometer,ശ്രവ്യതാമാപീ
Audio oscillator,ശ്രവ്യ ആവൃത്തി-ദോലക
Audio signal,ധ്വനി സിഗ്നല
Audiovisual,ദൃശ്യ-ശ്രവ്യ
Auditorium,"ആഡിറ്റോറിയം, സഭാശാല"
Auger effect,ഓജേ പ്രഭാവ
Augmentation,സംവര്ധന
Augmentor,സംവര്ധക
Aurora,ധ്രുവീയ ജ്യോതി
Aurora australis,ദക്ഷിണ ധ്രുവീയ ജ്യോതി
Aurora borealis,ഉത്തര ധ്രുവീയ ജ്യോതി
Autoalarm,സ്വചാലിത സചേതക
Autocollimator,സ്വതഃ സമാംതരിത്ര
Automatic,സ്വയംപ്രവര്‍ത്തക
Automation,"സ്വചാലന, സ്വചാലിത യംത്ര"
Auxiliary,"സഹായകം, അതിരിക്തം"
Avalanche,ഹിമപാതം
Average,ശരാശരി
Avoidance,പരിവര്ജന
Axial,അക്ഷീയ
Axis,അക്ഷ
Azimuth,ദിഗംശ
Azimuthal,ദിഗംശീയ
Background,പശ്ചാത്തലം
Backlash,"പിച്ഛദ, പശ്ചഗമന"
Backout,പ്രതിവര്തന
Back swing voltage pulser,പശ്ചഡോല വോല്ടതാ സ്പംദക
Back to back connection,പശ്ച-പശ്ച-സംബംധന
Back up,പിന്‍താങ്ങുക
Back voltage (=reverse voltage),വിരോധീ വോല്ടതാ
Backward scattering,പശ്ചവര്തീ പ്രകീര്ണന
Back wave (=spacing wave),അംതരാലീ തരംഗ
Bad conductor,കുചാലക
Bail out,പൈരാശൂട സഹിത കൂദ പഡനാ
Bakeout,തപന
Balance,ബാക്കി
Balancer,സംതോലക
Balancing,സംതുലന
Ball ended magnet,ഗോലാംത ചുബംക
Ballistic,"പ്രാക്ഷേപിക, പ്രാക്ഷേപികീയ"
Ballistic galvanometer,"പ്രക്ഷേപ ധാരമാപീ, പ്രക്ഷേപ ഗൈല്വനോമീടര"
Ballistic missile,പ്രക്ഷേപാസ്ത്ര
Ballistics,"പ്രാക്ഷേപികീ, അസ്ത്ര വിജ്ഞാന"
Ballistic throw,പ്രക്ഷേപ
Ballistic trajectory,മുക്ത പ്രക്ഷേപ പഥ
Balloon,"ബൈലൂന, ഗുബ്ബാരാ"
Balmer discontinuity,ബാമര-അസാംതത്യ
Band,"പട്ട, പട്ടീ, ബൈംഡ, ദല"
Bang,ധമാകാ
Bank,ബാങ്ക്
Bar,"സ്തംഭ, ശലാകാ, സില, സില്ലീ, ദംഡ; ഛഡ, പട്ടീ, രോധികാ, ഭിത്തി, ഭിത്തി, ബാര, രേഖാ, രേഖികാ, പരീക്ഷണ രേഖാ, ധാര"
Bardeen theory,ബാരഡീന സിദ്ധാംത
Barkhausen effect,ബാര്കഹാഉജേന പ്രഭാവ
Barlow's wheel,ബാര്ലോ ചക്ര
Bar magnet,ദംഡ ചുബംക
Barn,ബാര്ന
Barogram,വായുദാബ-ആലേഖ
Barograph,"വായുദാബലേഖീ, ബൈരോഗ്രാഫ"
Barometer,വായുദാബമാപീ
Barometry,വായുദാബമിതി
Barosphere,"കര്ഷമംഡല, ബൈരോമംഡല"
Bar pendulum,ദംഡ ലോലക
Barrier,"രോധ, രോധികാ, നാഭികീയ രോധികാ"
Barrier layer (rectifier) =blocking layer =depletion layer =space charge layer,രോധികാ സ്തര
Baryon,ബരിഔന
Barysphere,ഗുരുമംഡല
Base band,ആധാര ബൈംഡ
Basic,"ആധാരമായ, അടിസ്ഥാനപരമായ"
Basis,അവലംബം
Batching,"ഗണന, ദല രചനാ"
Bath,കുളി
Battery,ബൈടരീ
Bay,"വ്യൂഹ ഖംഡ, കക്ഷ, ഖാഡീ, ഉപസാഗര"
B-display,പ്രദര്ശ
Beacon,കീബന
Bead,"മണികാ, ബീഡ"
Beam,"ദംഡ, ബീമ, കിരണ പുംജ, തുര"
Bearing,"ദിക്മാന, ദിക്കോണ"
Beat,മിടിക്ക്
Becqueral effect,ബൈകേരല പ്രഭാവ
Bell jar,"ബേലജാര, ഘംടാകാര ഢകനാ"
Bellow,അകിറ്
Bell shaped,ഘംടാകാര
Bench,ബഞ്ചുക്ലാര്‍ക്ക്
Bend,വളയ്
Bending,ബംകന
Bent,നത
Bernoulli's equation,ബര്നൂലീ-സമീകരണ
Bessel function,ബേസല-ഫലന
Best fit,ശ്രേഷ്ഠതമ ആസംജന
Beta (β),ബീടാ (β)
Betatron,ബീടാട്രൌന
Bethe's model,ബേഥേ നിദര്ശ
Bevatron,ബിവാട്രൌന
B-h curve,b-h വക്ര
Biangular,ദ്വികോണീയ
Bias,"ചായ്്വ്, പക്ഷപാതം, പൂര്‍വഗ്രഹം"
Biaxial,ദ്വി-അക്ഷീയ
Bichromate cell,ബാഇക്രോമേട സേല
Biconcave,അഭയാവതല
Biconical aerial,ദ്വിശംകു ഐന്ടേനാ
Biconvex,ഉഭയോത്തല
Bicrystal,"ദ്വി-ക്രിസ്ടല, ദ്വിക ക്രിസ്ടല"
Bidirectional microphone,ദ്വിദിശീ മാഇക്രോഫോന
Bifactor model,ദ്വി-ഉപാദാനീയ നിദര്ശ
Bifilar,ദ്വിസൂത്രീ
Bilateral,"ദ്വിപക്ഷീയം, ദ്വിപാര്‍ശ്വീയം"
Bilinear,ദ്വിരൈഖിക
Bimolecular,ദ്വി-അണുക
Binary,"ദ്വി-ചര, ദ്വി-ആധാരീ, ദ്വയീ"
Binary code,"ദ്വി-ആധാരീ കോഡ, ദ്വി-ആധാരീ കൂട"
Binary star,യുഗ്മതാരാ
Binary system,ദ്വി-ആധാരീ പദ്ധതി
Binaural,"ദ്വികര്ണീ, ദ്വിപഥീ"
Binding,ബന്ധനം
Binocular,"ദ്വിനേത്രീ, ബാഇനാക്യുലര"
Binode,ദ്വിനോഡ
Binomial distribution,ദ്വിപദ ബംടന
Binuclear,"ദ്വികേന്ദ്രീയ, ദ്വികേന്ദ്രകീ, ദ്വിന്യൂക്ലീയ"
Biodynamics,ജൈവ-ഗതികീ
Bioelectronics,ജൈവ ഇലേക്ട്രാനികീ
Biophysicist,ജീവ-ഭൌതികീവിജ്ഞ
Biophysics,ജീവ-ഭൌതികീ
Biosatellite,ജൈവിക ഉപഗ്രഹ
Bioscope,"ചലചിത്രദര്ശീ, ബായോസ്കോപ"
Biot-savart'law,ബായോ-സാവര്ട നിയമ
Biphase current,ദ്വിപ്രാവസ്ഥിക ധാരാ
Bipolar,ദ്വിധ്രുവീയ
Biprism,"ദ്വികപ്രിജ്മ, ബാഇപ്രിജ്മ"
Biquartz,"ദ്വിസ്ഫടിക, ബാഇക്വാട്ര്ജ"
Bistable characteristics,ദ്വിസ്ഥിതിക അഭിലക്ഷണ
Bistable multivibrator,ദ്വിസ്ഥിതിക ബഹുകംപിത്ര
Bit,കഷ്ണം
Black,കാര്‍
Black body,കൃഷ്ണികാ
Black light,അദൃശ്യ പ്രകാശ
Black out,"തിമിരായന, രേഡിയോ തിമിരായന"
Black out pulse (=blanking pulse),ലോപന സ്പംദ
Black out voltage (=cut of bias),അംതക ബായസ
Black radiation,കൃഷ്ണ വികിരണ
Blank,"അസംപൂര്ത, രിക്ത"
Blanketing,സമാച്ഛാദന
Blanking,ലോപന
Blast,"ബ്ലാസറ്റ്, വെടിവെച്ച് പാറ പൊട്ടിക്കൽ, വെടിവയ്പ്പ്"
Bleeder,"സ്രാവികാ, ബ്ലീഡര, സ്രാവീ"
Blind,അന്ധ
Bloch theorem,ബ്ലൌഖ പ്രമേയ
Blocking,"അവരോധ, അവരോധന, അവരോധീ"
Blow,ഇടി
Blue print,ബ്ലൂ പ്രിംട
Blur circle,അസ്പഷ്ടതാ-വൃത്ത
Blurred,അസ്പഷ്ട
Bob,"ഗോലക, ഗോലാ, ലടകന"
Body,മേനി
Body capacitance,കായിക ധാരിതാ
Body centred,അംതഃകേന്ദ്രിത
Body diagonal,"പിംഡ-വികര്ണ, അന്തഃവികര്ണ"
Bogie,"ബോഗീ, അജ്ഞാത സംസൂചന (രഡാര)"
Bohr effect,ബോര പ്രഭാവ
Bohr magneton,ബോര മൈഗ്നേടൌന
Boiler,"ക്വഥിത്ര, ബൌയലര"
Boiling,"ക്വഥന, ഉബാലനാ"
Boltzmann equation,ബോല്ട്സമാന സമീകരണ
Bombarding electron,ബമബാര ഇലേക്ട്രൌന
Bombarding energy,"അഭിഘാതക ഊര്ജാ, ബമകാരീ ഊര്ജാ"
Bond,"ബോണ്ട‍്, കൈച്ചീട്ട്, ഈടുപത്രം"
Bonding,"ആബംധക, ആബംധീ, ആബന്ധന"
Booster,അഭിവര്ധക
Boron,ബോരൌന
Bose particle,ബോസ-കണ
Boson,ബോസൌന
Bounce,"ഝംപ, ഉച്ഛലന"
Bound,ബദ്ധ
Boundary,അതിര്
Bound,ബദ്ധ
Bow,ധനുസ്സ്
Bow wave,നൌകാഗ്ര തരംഗ
Boyle point,ബൌയല താപ
Boyle's law,ബൌയല-നിയമ
Boyle' temperature,ബൌയല താപ
Bracket series,ബ്രേകേട-ശ്രേണീ
Bragg law,ബ്രൈഗ നിയമ
Braided wire,ഗുംഫിത താര
Braking orbit,ബ്രേക കക്ഷാ
Bramah press,ബ്രാമാ സംപീഡക
Branching,ശാഖന
Bravais lattice,"ബ്രേവേ ലൈടിസ, ബ്രേവേ ജാലക"
Braze,"പീപല സേ ഝാലനാ, പീതല കാ ടാംകാ ലഗാനാ"
Break,ഒടിയ്
Break contact,വിച്ഛേദ സംപര്കക
Breakdown diode,"ഭംജന ഡായോഡ, ജേനര ഡായോഡ"
Breaking,നുറുങ്ങല്‍
Breeder reactor,"പ്രജനക രിഐക്ടര, ബ്രീഡര പരമാണു ഭട്ടീ, പ്രജനക ഭട്ടീ"
Breeding,പ്രജനന
Bremsstrahlung,"അവമംദക വികിരണ, ബ്രൈസ്ട്രാലുംഗ"
Brewster angle,ബ്രൂസ്ടര-കോണ
Brewster fringe,ബ്രൂസ്ടര-ഫ്രിംജ
Bridge,പാലം
Bridging,സേതു-ബംധന
Bright,തിളങ്ങുന്ന
Brightening,പ്രദീപക
Bright,തിളങ്ങുന്ന
Brightness,പ്രസന്നത
Brillouin zone,ബ്രിലുവാം ക്ഷേത്ര
British standard candle,ബ്രിടിശ മാനക കൈംഡല
Brittle,ഭംഗുര
Brittleness,ഭംഗുരതാ
Broadcasting,പ്രസാരണ
Broad,വിശാലമായ
Broadside,പാര്ശ്വാഭിമുഖീ
Broglie formula,ബ്രോഗ്ലീ സൂത്ര
Broken,ഭഗ്ന
Brownian motion,ബ്രാഉനീ ഗതി
Brush,ബ്രഷ്
Bubble,കുമിള
Bubbling,ബുദബുദാഹട
Bucking,പ്രതികാരീ
Buckling,ആകുംചന
Buffer,"ഉഭയ പ്രതിരോധീ, ബഫര"
Building acoustics,ഭവന-ധ്വാനികീ
Build up,വര്ധന
Bulb,ബല്ബ
Bulging,ഉഭരനാ
Bulk,മൊത്തം
Bulk modulus,ആയതന പ്രത്യാസ്ഥതാ ഗുണാംക
Bulk property,സമഷ്ടി ഗുണധര്മ
Bulk temperature,അധികാംശീയ താപ
Bump (in a curve),"കകുദ, ഉഭാര"
Bunch,"ഗുച്ഛ, പുംജ (സം.), ഗുച്ഛിത ഹോനാ (ക്രി.)"
Buncher,ഗുച്ഛക
Bunsen cell,ബുന്സേന സേല
Buoy,ഉത്പ്ലവ
Buoyancy,"ഉത്പ്ലാവകതാ, ഉത്പ്ലാവന"
Burger's circuit,ബര്ഗര പരിപഥ
Burglar alarm,ചോര ഘംടീ
Burner,"ബര്നര, ജ്വാലക"
Burn out,പൂര്ണജ്വലന
Burst,"പ്രസ്ഫോട, സ്ഫോട, വിദര"
Busy line,വ്യസ്ത ലാഇന
Busy tone,വ്യസ്തതാ ടോന
Buzzer,ഗുംജക
Bypass,ഉപപഥ
Bypassing,ഉപപഥന
Cadmium,കൈഡമിയമ
Caesium cell,സീജിയമ-സേല
Cage dipole,പംജര ദ്വിധ്രുവ
Cage effect,പംജര പ്രഭാവ
Calculate,പരികലന കരനാ
Calculator,ഗണനയന്ത്രം
Calendar,കലണ്ടര്‍
Calibrate,"അംശശോധന, അംശാംകന, അനുസംശോധന"
Calibration factor,"അംശോധന ഗുണക, അംശാംകന ഗുണക"
Callipers,കൈലിപര്സ
Call-meter,"കൌല ഗണിത്ര, വാര്താ ഗണിത്ര"
Caloric,"ഊഷ്മീ (വി.), കൈലോരിക (സം.)"
Calorimeter,"കൈലോരീമീടര, ഊഷ്മാമാപീ"
Calorimetry,"കൈലോരീമീടര, ഊഷ്മാമിതി"
Camera,ക്യാമറ
Canal rays,"കുല്യാ കിരണ, കൈനല കിരണ"
Candela,കൈംഡേലാ
Candle,മെഴുകുതിരി
Canonical,"വിഹിത, കൈനാനികല"
Cantilever,"കൈന്ടീലീവര, പ്രാസ"
Cap,"ടോപീ, ആച്ഛദ (സം.) അന്ത്യകര്തന (ക്രി.)"
Capacitance,ധാരിതാ
Capacitor,സംധാരിത്ര
Capillarity,"കേശികാത്വ, കേശികത്വ"
Capillary,"കേശികാ, കൈപിലരീ"
Capillary force,കേശികാ-ബല
Capsule,"സംപുടികാ, സംപുട, കൈപ്സ്യൂല"
Capture,"പിടിച്ചെക്കുക, പിടിച്ചെടുത്ത മുതൽ"
Carbon 14 dating,കാര്ബന  കാലനിര്ധാരണ
Cardinals,"പ്രധാന ദിഗ്ബിന്ദു, ഗണന-സംഖ്യാ, കാര്ഡിനല സംഖ്യാ"
Carnot's theorem,കാര്നോ-പ്രമേയ
Carrier,വാഹക
Cartesian axes,കാര്തീയ അക്ഷ
Cartridge,കാര്ട്രിജ
Cascade,സോപാനീ (വി.) സോപാനീപാത (സം.)
Catalysed,ഉത്പ്രേരിത
Catastrophe,"പ്രലയ, വിപദ"
Catching diode,സീമക ഡായോഡ
Cathetometer,"ഊര്ധ്വതാമാപീ, കൈഥേടോമീടര"
Cathetron,കൈഥേട്രൌന
Cathode,കൈഥോഡ
Cation,ധനായന
Caustic surface,കിരണസ്പര്ശീ പൃഷ്ഠ
Cavity,രന്ധ്രം
Ceiling,തട്ട്
Celestial,ഗന്ധര്‍വ്വന്‍
Cell constant,സേല-സ്ഥിരാംക
Cemented lens,സീമേന്ടിത ലേന്സ
Centering,കേന്ദ്രണ
Centigrade,സേന്ടീഗ്രേഡ
Centimeter,സേന്ടീമീടര
Centimeter gram second system,സേന്ടീമീടര-ഗ്രാമ-സേകംഡ പദ്ധതി
Central,"കേന്ദ്രീയ, സകേന്ദ്ര"
Central processing unit (c.p.u.),കേന്ദ്രീയ സംസാധന ഏകക
Centre,കേന്ദ്രം
Centre of collineation,സംരേഖണ-കേന്ദ്ര
Centric ray,മാധ്യിക കിരണ
Centripetal,അഭികേന്ദ്ര
Centroid,കേന്ദ്രക
Ceramic,ചീനീ മിട്ടീ
C. G. S. System,സേം. ഗ്രാ. സേ. പദ്ധതി
Chain decay,ശൃംഖലീയ ക്ഷയ
Chamber,"ചേമ്പര്‍, അറ, മണ്ഡലം"
Chance,തരം
Changing,പരിവര്തീ
Channel,ചാല്‍
