Punjabi,Assamese
ਪੂਰਨ ਡਰੇਨੇਜ,নিৰপেক্ষ নিষ্কাশন
ਸੰਪੂਰਨ EMU (ਇਲੈਕਟਰੋਮੈਗਨੈਟਿਕ ਯੂਨਿਟ),নিৰপেক্ষ ইএমইউ (বিদ্যুৎচুম্বকীয় একক)
ਸੰਪੂਰਨ ESU (ਸਥਿਰ ਇਕਾਈ),নিৰপেক্ষ ই এছ ইউ (স্থিৰ শক্তি একক)
ਪੂਰਨ ਕੁਸ਼ਲਤਾ,নিৰপেক্ষ দক্ষতা
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ,নিৰপেক্ষ ইলেক্ট্ৰ&#39;মিটাৰ
ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ,নিৰপেক্ষ কম্পাঙ্ক নিৰপেক্ষ কম্পাঙ্ক
ਪੂਰਨ ਨਮੀ,নিৰপেক্ষ আৰ্দ্ৰতা
ਸੰਪੂਰਨ ਘਟਨਾ,নিৰপেক্ষ প্ৰাদুৰ্ভাৱ
ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ,নিৰপেক্ষ বিবৰ্তন সূচকাংক
ਪੂਰਨ ਅਸਥਿਰਤਾ,নিৰপেক্ষ অস্থিৰতা
ਪੂਰਨ ਅਸਥਿਰਤਾ,নিৰপেক্ষ অস্থিৰতা
"ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ","নিৰপেক্ষ তীব্ৰতা, নিৰপেক্ষ তীব্ৰতা"
ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ,এষ্টেনিয়াৰ নিৰপেক্ষ সীমা
ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ,নিৰপেক্ষ আলোকসজ্জা sill
ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ,নিৰপেক্ষ পোহৰৰ বক্ৰ
ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ,নিৰপেক্ষ পৰিমাণ
ਪੂਰਨ ਬੈਰੋਮੀਟਰ,নিৰপেক্ষ বেৰ&#39;মিটাৰ
ਪਰਮ ਸਰਵਉੱਚ,পৰম পৰম
ਪੂਰਨ ਅਤਿ,নিৰপেক্ষ চৰম
ਸਭ ਤੋਂ ਘੱਟ,নিৰপেক্ষ সৰ্বনিম্ন
ਪੂਰਨ ਗਤੀ,নিৰপেক্ষ গতিবেগ
ਪੂਰਨ ਗਤੀ,নিৰপেক্ষ গতি
ਪੂਰਨ ਸੰਗੀਤ,নিৰপেক্ষ সংগীত
ਪੂਰਨ ਨਿਰੀਖਣ,নিৰপেক্ষ পৰ্যবেক্ষণ
ਪੂਰਨ ਓਮ,নিৰপেক্ষ ওম
ਪੂਰਨ ਸਥਿਤੀ,নিৰপেক্ষ অভিমুখীতা
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ,নিৰপেক্ষ বিদ্যুৎঋণাত্মকতা
ਪੂਰਨ ਗੰਭੀਰਤਾ,নিৰপেক্ষ মাধ্যাকৰ্ষণ
ਪੂਰਨ ਦਬਾਅ,নিৰপেক্ষ চাপ
ਪੂਰਨ ਸੰਪਤੀ,নিৰপেক্ষ সম্পত্তি
ਪੂਰਨ ਸਕੇਲਰ,নিৰপেক্ষ স্কেলাৰ
ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*,উষ্ণতাৰ চূড়ান্ত স্কেল*
"ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ","নিৰপেক্ষ সমকালীনতা, নিৰপেক্ষ সমকালীনতা"
ਪੂਰਨ ਤਣਾਅ,নিৰপেক্ষ চাপ
ਪੂਰਨ ਸਮਰੂਪਤਾ,নিৰপেক্ষ প্ৰতিসমতা
ਪੂਰਨ ਗਤੀ ਸਰੀਰ,নিৰপেক্ষ গতি শৰীৰ
ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ,নিৰপেক্ষ একক ব্যৱস্থা
ਪੂਰਨ ਤਾਪਮਾਨ,নিৰপেক্ষ উষ্ণতা
ਪੂਰਾ ਸਮਾਂ,নিৰপেক্ষ সময়
ਪੂਰਨ ਇਕਾਈਆਂ,নিৰপেক্ষ এককসমূহ
ਸਹੀ ਮੁੱਲ,নিৰপেক্ষ মূল্য
ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ,পূৰ্ণসংখ্যা কেলকুলেটৰ
ਪੂਰਨ ਗਤੀ,নিৰপেক্ষ বেগ
ਪੂਰਨ ਲੇਸ,নিৰপেক্ষ আঠালতীয়াতা
ਪੂਰਨ ਭਾਰ,নিৰপেক্ষ ওজন
ਪੂਰਨ ਜ਼ੀਰੋ*,নিৰপেক্ষ শূন্য*
ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ,শূন্যৰ নিৰপেক্ষ হজক
ਸੋਖਣਾ,শুহি লোৱা
ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*,শোষণ সূচকাংক*
ਲੀਨ ਊਰਜਾ,শোষিত শক্তি
"ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ","শোষক, শোষক"
ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*,শোষক মাধ্যম*
ਸਮਾਈ ਸਮਰੱਥਾ,শোষণ ক্ষমতা
ਸਮਾਈ,শোষণ ক্ষমতা
ਸ਼ੋਸ਼ਣ ਮੀਟਰ*,শোষণমাপক*
ਸੋਖਣ ਗਣਿਤ*,শোষণমিতি*
ਸਮਾਈ,শোষণ
ਸਮਾਈ - ਬੈਂਡ*,শোষণ - বেণ্ড*
ਸਮਾਈ ਸਰਕਟ,শোষণ বৰ্তনী
ਸਮਾਈ ਗੁਣਾਂਕ,শোষণ সহগ
ਸਮਾਈ ਕਾਲਮ,শোষণ স্তম্ভ
ਸਮਾਈ ਸਥਿਰ,শোষণ ধ্ৰুৱক
ਸਮਾਈ ਨਿਰੰਤਰਤਾ,শোষণ ধাৰাবাহিকতা
ਸਮਾਈ ਜ਼ੋਨ,শোষণ অঞ্চল
ਸਮਾਈ ਮੌਜੂਦਾ,শোষণ কাৰেণ্ট
ਸਮਾਈ ਕਰਵ*,শোষণ বক্ৰ*
ਸਮਾਈ ਫ੍ਰੈਕਚਰ,শোষণ ভাঙন
ਸਮਾਈ ਕੋਰ,শোষণ কোৰ
ਸਮਾਈ ਕਾਰਕ,শোষণ কাৰক
ਸਮਾਈ ਫਿਲਟਰ,শোষণ ফিল্টাৰ
ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*,শোষণ শিখা ফটোমেট্ৰি*
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,শোষণ হাইগ্ৰ’মিটাৰ
ਸਮਾਈ ਘਾਤਕ,শোষণ ঘাত
ਸਮਾਈ ਮਾਮੂਲੀ,শোষণ প্ৰান্তীয়
ਸਮਾਈ ਲਾਈਨ,শোষণ ৰেখা
ਸਮਾਈ ਨੁਕਸਾਨ,শোষণ ক্ষতি
ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ,শোষণ মডুলেচন
ਰੋਸ਼ਨੀ ਸਮਾਈ,পোহৰ শোষণ
ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ,বিকিৰণ শক্তি শোষণ কৰা
ਸਮਾਈ ਸਿਖਰ,শোষণ শিখৰ
ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ,শোষণ আলোকমিতি
ਸਮਾਈ ਅਨੁਪਾਤ,শোষণ অনুপাত
ਸਮਾਈ ਸੀਮਾ*,শোষণ পৰিসৰ*
ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*,শোষণ বৰ্ণালী আলোকমিতি*
ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*,শোষণ বৰ্ণালী*
"ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ","শোষণ নলী, শোষণ নলী"
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,শোষণ হাইগ্ৰ’মিটাৰ
ਸੋਖਣ ਵਾਲਾ*,শোষক*
ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator,শোষক বাষ্পীভৱনকাৰী
ਸਮਾਈ ਕਾਨੂੰਨ*,শোষণ নিয়ম*
ਸਮਾਈ ਮਾਧਿਅਮ,শোষণ মাধ্যম
"ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*","শোষণ ক্ষমতা, শোষণ ক্ষমতা*"
ਸਮਾਈ*,শোষণ ক্ষমতা*
ਸਟੂਡੀਓ ਸਜਾਵਟ,ষ্টুডিঅ&#39; সজ্জা
ਗੁਣਾ ਅਨੁਪਾਤ,বহুগুণতা অনুপাত
ਰੱਦ ਕਰਨਾ,abvolt
ਬਾਰੇ,বিষয়ে
ਤੇਜ਼ ਕਰੋ,ত্বৰান্বিত কৰক
ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ,ত্বৰণ-বন্ধ দূৰত্ব
ਜਲਦੀ,খৰধৰকৈ উঠিল
ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,দ্ৰুত সময় প্ৰভাৱ পৰীক্ষা
ਤੇਜ਼ ਵਹਾਅ,দ্ৰুত প্ৰবাহ
ਤੇਜ਼ ਰਫ਼ਤਾਰ,দ্ৰুত গতি
ਤੇਜ਼ ਸਰੀਰ,দ্ৰুত শৰীৰ
ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ,ত্বৰণকাৰী ওজনকাৰী
ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*,ত্বৰণকাৰী ইলেক্ট্ৰ&#39;ড*
ਐਕਸਲੇਟਰ ਸਮਾਂ*,ত্বৰক সময়*
ਐਕਸਲੇਟਰ ਪੜਾਅ,ত্বৰণকাৰী পৰ্যায়
ਐਕਸਲੇਟਰ ਦਰ,ত্বৰণকাৰীৰ হাৰ
ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*,এক্সিলেটৰ ভোল্টেজ*
ਪ੍ਰਵੇਗ,বেগ বৃদ্ধি
ਤੇਜ਼ ਬਲਨ,ত্বৰান্বিত দহন
ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ,ত্বৰণ সহগ
ਪ੍ਰਵੇਗ ਭਾਗ,ত্বৰণ উপাদান
ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ,মাধ্যাকৰ্ষণৰ ফলত হোৱা ত্বৰণ
ਪ੍ਰਵੇਗ ਕਾਰਕ,ত্বৰণ কাৰক
ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ,ত্বৰিত চাৰ্জ
ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ,মাধ্যাকৰ্ষণৰ ত্বৰণ
ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ,ত্বৰণ বিভৱ
ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ,ত্বৰণ আইন
ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ,ত্বৰণ প্ৰক্ৰিয়া
ਪ੍ਰਵੇਗ ਜ਼ੋਨ,ত্বৰণ অঞ্চল
ਪ੍ਰਵੇਗ ਵਿਧੀ,ত্বৰণ পদ্ধতি
"ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ","ত্বৰণ সহনশীলতা, ত্বৰণ সহনশীলতা"
ਪ੍ਰਵੇਗ ਵੈਕਟਰ,ত্বৰণ ভেক্টৰ
ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ,ত্বৰণ-ভোল্টেজ
ਪ੍ਰਵੇਗ ਲਹਿਰ,ত্বৰণ তৰংগ
ਐਕਸਲੇਟਰ,ত্বৰণকাৰী
"ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *","accelerate, ত্বৰণকাৰী*"
ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ,ত্বৰক সমীকৰণ
ਐਕਸਲੇਟਰ*,ত্বৰণকাৰী*
ਐਕਸਲੇਰੋਮੀਟਰ,এক্সিলেৰমিটাৰ
ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ,এক্সিলেৰমিটাৰ মিলন
prestresser,প্ৰিষ্ট্ৰেছাৰ
ਵੈਧ ਅੱਖਰ,বৈধ আখৰ
ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ,গ্ৰহণযোগ্যতা কোণ
ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ,গ্ৰহণযোগ্যতা নিৰ্দিষ্টকৰণ
ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ,গ্ৰহণযোগ্য পৰীক্ষা
"ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ","গ্ৰহণকাৰী*, গ্ৰহণকাৰী"
ਰੀਸੈਪਟਰ ਐਟਮ,ৰিচেপ্টৰ পৰমাণু
ਰੀਸੈਪਟਰ ਬਾਂਡ,ৰিচেপ্টৰ বণ্ড
ਰਿਸੀਵਰ ਸਰਕਟ,ৰিচিভাৰ চাৰ্কিট
ਰੀਸੈਪਟਰ ਪੱਧਰ,ৰিচেপ্টৰ স্তৰ
ਦਾਨੀ ਅਣੂ,দাতা অণু
ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ,ৰিচেপ্টৰ বৈশিষ্ট্য
ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ,ৰিচেপ্টৰ বৈশিষ্ট্যৰ স্তৰ
ਐਕਸਲੇਟਰ ਹੋਜ਼,এক্সিলেটৰৰ নলী
"ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ","প্ৰৱেশ, অপেক্ষা, প্ৰৱেশ"
ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ,প্ৰৱেশ ভূজ
ਪਹੁੰਚ ਸਿਸਟਮ,অভিগম ব্যৱস্থাপ্ৰণালী
ਪਹੁੰਚ ਦਾ ਸਮਾਂ,প্ৰৱেশ সময়
ਪਹੁੰਚਯੋਗਤਾ,অভিগম্যতা
"ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ","অতিৰিক্ত, সহায়ক, আনুষংগিক (v, ), আনুষংগিক"
ਵਾਧੂ ਪਾਬੰਦੀਆਂ,অতিৰিক্ত নিষেধাজ্ঞা
ਇਤਫ਼ਾਕ,কাকতালীয়
ਅਚਾਨਕ ਸੁਧਾਰ,আকস্মিক সংশোধন
ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ,আকস্মিক জৈৱজন্ম
ਅਚਾਨਕ ਮੋੜ,আকস্মিক ডাইভাৰচন
ਵਿਜ਼ਟਰ ਗਲਤੀ,দৰ্শকৰ ভুল
"ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ","হঠাৎ বন্ধ, হঠাৎ বন্ধ"
ਦੁਰਘਟਨਾ ਸੰਚਾਰ,আকস্মিক সংক্ৰমণ
ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ,ৰেণ্ডম ভ্যাৰিয়েন্স
ਵਿਵਸਥਾ,সমন্বয়
ਸਥਿਤੀ ਵਿੱਚ,অৱস্থিত
ਸੰਚਿਤ ਗਲਤੀ,সঞ্চিত ভুল
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","সঞ্চয়, সঞ্চয়"
ਊਰਜਾ ਸਟੋਰੇਜ਼,শক্তি সংৰক্ষণ
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*,এক্যুলেটৰ*
ਸ਼ੁੱਧਤਾ,শুদ্ধতা
ਅਸਲੀਅਤ,বাস্তৱতা
ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ,বাস্তৱ যন্ত্ৰ পৰ্যবেক্ষণ
ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ,সঠিক ৰেঞ্জ মাৰ্কাৰ
ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ,নিখুঁত স্কেনিং
ਅਭਿਆਸ,অভ্যাস
ਐਕਸਲੇਟਰ ਸੈੱਲ*,ত্বৰক কোষ*
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,ৰঙীন লেন্স*
ਅਕ੍ਰੋਮੈਟਿਕ*,অৰঙীন*
ਅਕ੍ਰੋਮੈਟਿਕ ਵਿਸ਼ਲੇਸ਼ਕ,ৰঙীন বিশ্লেষক
ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖ antenna,ফ্ৰিকুৱেন্সি নিউট্ৰেল এন্টেনা
ਅਕ੍ਰੋਮੈਟਿਕ ਸ਼ਕਲ,ৰঙীন আকৃতি
ਅਕ੍ਰੋਮੈਟਿਕ ਫਰਿੰਜ,achromatic ফ্ৰিঞ্জ
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,ৰঙীন লেন্স*
ਅਕ੍ਰੋਮੈਟਿਕ ਬਿੰਦੂ ਮਾਰਗ,ৰঙীন বিন্দু পথ
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ,ৰঙীন লেন্স
ਅਕ੍ਰੋਮੈਟਿਕ ਪ੍ਰਿਜ਼ਮ,ৰঙীন প্ৰিজম
ਅਕ੍ਰੋਮੈਟਿਕ ਦੂਰਬੀਨ,achromatic টেলিস্কোপ
ਰੰਗੀਨਤਾ*,achromaticity*
ਅਕ੍ਰੋਮੈਟਾਈਜ਼ੇਸ਼ਨ*,achromatization*
ਰੰਗੀਨਤਾ*,achromaticity*
"ਲਚਕੀਲੇ, ਅਪ੍ਰਤੱਖ, ਲਚਕੀਲੇ","ইলাষ্টিক, অপ্ৰতিৰোধক, অবাধ্য"
"ਐਕੋਰਨ ਹੋਜ਼, ਬੰਜੂ ਹੋਜ਼","একৰ্ণ নলী, বঞ্জু নলী"
ਛੋਟੇ ਵਾਲਵ,ক্ষুদ্ৰ ভালভ
akophony,প্ৰতিধ্বনি
ਧੁਨੀ,একাউষ্টিক
ਧੁਨੀ ਸਮਾਈ,ধ্বনি শোষণ ক্ষমতা
ਐਕੋਸਟਿਕ ਐਟੀਨਯੂਏਸ਼ਨ ਗੁਣਾਂਕ,শব্দৰ ক্ষীণকৰণ সহগ
ਧੁਨੀ ਧਿਆਨ,শব্দৰ ক্ষীণকৰণ
ਧੁਨੀ ਚੋਰ ਅਲਾਰਮ,একাউষ্টিক চোৰ এলাৰ্ম
ਧੁਨੀ ਸਮਰੱਥਾ,ধ্বনিযুক্ত ধাৰণক্ষমতা
ਸੁਣਵਾਈ ਕੇਂਦਰ,শ্ৰৱণ কেন্দ্ৰ
ਧੁਨੀ ਵਿਆਖਿਆ,ধ্বনিগত ব্যাখ্যা
ਧੁਨੀ ਕਵਰ,একাউষ্টিক কভাৰ
ਧੁਨੀ ਜਵਾਬ,ধ্বনিগত প্ৰতিক্ৰিয়া
ਧੁਨੀ ਭਾਗ,ধ্বনি উপাদান
ਧੁਨੀ ਚਾਲਕਤਾ,ধ্বনি পৰিবাহীতা
ਧੁਨੀ ਗਿੱਲਾ,একাউষ্টিক ডেম্পিং
ਧੁਨੀ ਫੈਲਾਅ,ধ্বনিগত বিক্ষিপ্ততা
ਆਵਾਜ਼ ਹੈਕਰ,শব্দ হেকাৰ
ਧੁਨੀ ਊਰਜਾ*,ধ্বনি শক্তি*
ਧੁਨੀ ਊਰਜਾ ਸਮੀਕਰਨ,ধ্বনি শক্তি সমীকৰণ
ਧੁਨੀ ਸਮੀਕਰਨ,ধ্বনি সমীকৰণ
ਧੁਨੀ ਬਹਾਲੀ,শব্দ পুনৰুদ্ধাৰ
cladney ਆਕਾਰ,ক্লেডনি আকৃতি
ਧੁਨੀ ਫਿਲਟਰ,একাউষ্টিক ফিল্টাৰ
ਆਵਾਜ਼ ਜਨਰੇਟਰ,শব্দ উৎপাদক
ਧੁਨੀ ਗਰੇਟਿੰਗ,একাউষ্টিক গ্ৰেটিং
ਧੁਨੀ ਰੁਕਾਵਟ*,একাউষ্টিক ইম্পিডেন্স*
ਧੁਨੀ ਜੜਤਾ,শব্দৰ জড়তা
ਧੁਨੀ ਤੀਬਰਤਾ,শব্দৰ তীব্ৰতা
ਧੁਨੀ ਦਖਲ ਮੀਟਰ,শব্দৰ হস্তক্ষেপ মিটাৰ
ਧੁਨੀ ਦਖਲ ਖੋਜੀ,একাউষ্টিক ইন্টাৰফেৰেন্স ডিটেক্টৰ
ਧੁਨੀ ਲੈਂਸ,একাউষ্টিক লেন্স
ਆਵਾਜ਼ ਲਾਈਨ,শব্দ ৰেখা
ਧੁਨੀ ਪੁੰਜ,ধ্বনিযুক্ত ভৰ
ਧੁਨੀ ਸਮੱਗਰੀ,ধ্বনিগত পদাৰ্থ
ਧੁਨੀ ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ,শব্দৰ অৰ্থ মুক্ত পথ
ਧੁਨੀ ਮੋਡ,একাউষ্টিক মোড
ਧੁਨੀ ਸ਼ੋਰ,শব্দৰ শব্দ
ਧੁਨੀ ਓਮ*,ধ্বনিযুক্ত ওম*
