Kannada,Hindi
ಕೃಷಿಶಾಸ್ತ್ರ,सस्य मृदा विज्ञान
ಕೃಷಿಶಾಸ್ತ್ರ,सस्य विज्ञान
ಕೃಷಿ ಪಶುಪಾಲಕ,कृषि पशुचारणिक
ಬೆಳೆ ಸಂಸ್ಕರಣೆ,फसल प्रसंस्करण
ಹುಲ್ಲು ವಿಜ್ಞಾನ,घास विज्ञान
ಬೆಳೆ ಪ್ರಕಾರ,सस्य प्ररूप
ಎಪಿಫೈಟ್,अधिपादप
ಐಕಿಯೋಚಿ ಮಣ್ಣು,ऐकिओची मृदा
ಬಣ್ಣಗುರುಡು,वर्णकहीनता
ಅಲ್ಫಿಸೋಲ್,एल्फिसॉल
ಪಾಚಿ,शैवाल
ಪಾಚಿ ರೋಗ,शैवाल रोग
ಕ್ಷಾರ ನೀರು,क्षार जल
ಕ್ಷಾರೀಯ,क्षारीय
ಪರ್ಯಾಯ,विकल्पी
ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ,एलीलो रसायन
ಆಲೀಲ್,युग्मविकल्पी
ಅಲೆಲೋಪತಿ,एलीलोपैथी
ವೇಥಿ ಬೆಳೆ,वीथी सस्यन
ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ,परनिषेक-फलता
ಫಲೀಕರಣ,परनिषेचन
1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ,1. सापेक्षमिति 2. ऐलोमैट्री
ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್,परबहुगुणित
1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ,1. परयुग्मन 2. अपायुग्लन
1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ,1. एकातंर वर्ष फलन 2. एकांतरित फलन
ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ,वैकल्पिक भूमि उपयोग
ಪರಿಸರ,परिवेश
ಸುಧಾರಕ,सुधारक
ಮಿಟೋಸಿಸ್,असूत्रीविभाजन
ಅಮೀನನ್,ऐमीनन
ಅಮೋನಿಯನ್,अमोनियन
ಆಮ್ನಿಫೆರಸ್,अमोनीकारक
1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ,1.अप्रभावी रूप  2.अरूपी
ಉಭಯಚರ ಮಿಶ್ರಣ,उभय मिश्रण
ಆಂಫೋಟರಿಕ್,उभयधर्मी
ಸಂಗ್ರಹಣೆ,उपचय
1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು,1. अवायुजीव 2. अनाक्सी जीव
ಹ್ಯಾಪ್ಲಾಯ್ಡ್,असुगुणित
ಕೋನೀಯ ನೆಟ್ಟ,कोणीय रोपण
ಪಶುಸಂಗೋಪನೆ,पशुपालन
ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ,पशु उच्छिष्ट
ಜೀವನ ಶಕ್ತಿ,सजीव ऊर्जा
ಅಸಂಗತ,असमगुणित
ಒಂದು ವರ್ಷದ ಸಸ್ಯ,एकवर्षीय पादप
ವಾರ್ಷಿಕ,वार्षिक
1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ,1. परागोद्भव 2. प्रफुल्लन
ಆಂಥ್ರಾಕ್ಸ್,ऐन्थ्रेक्स
ಮಾನವಜನ್ಯ ಅಂಶಗಳು,मानवजनिक कारक
ಬದುಕುಳಿಯುವಿಕೆ,प्रतिजीविता
1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ,1.प्रतिजैविक2.  ऐन्टीबायोटिक
ಹಿಮ್ಮೆಟ್ಟಿಸುವ,प्रतिकारक
ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ,प्रतिऑक्सीकारक
ಆಂಟಿಟಾಕ್ಸಿನ್,प्रतिआविष
ಉಂಗುರದ ಬೆರಳು,वलयिका
1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ,1. ऐफिड 2. माहू 3. चेपा
ಮೇಲಿನ ಮೊಗ್ಗು,शीर्ष कलिका
ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ,शिखाग्र प्रभाविता
ಜೇನುಸಾಕಣೆ,मधुमक्खी पालन
ಅಲೈಂಗಿಕತೆ,असंगजनन
ಅಪೊಪ್ಟೋಸಿಸ್,एपोप्टोसिस
ಅನುಬಂಧಗಳು,उपांग
ಜೀರ್ಣಕಾರಕವಾಗಿ,क्षुधावर्धक
ಅನ್ವಯಿಸಲಾಗಿದೆ,अनुप्रयुक्त
ಜಲವಾಸಿ ಕಳೆ,जलीय खरपतवार
1. ಮರ 2. ಮರದ ನಿವಾಸಿ,1. वृक्षीय 2. वृक्षवासी
ಕವಲೊಡೆಯುತ್ತಿದೆ,शाखायन
ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,आद्य वानस्पतिक अभिलेख
ವಲಯ ಸಂಖ್ಯೆ,क्षेत्रांकड़
1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ,1. क्षेत्र 2. क्षेत्रफल
ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,शुष्क पारितंत्र
ಕೋಟಿಲ್ಡನ್,बीजचोल
ಸೌರಭ್,सौरभ
ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ,सुगंधी पादप
ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ,सुगंधित चावल
ಇಕ್ಷು ಪುಷ್ಪನ್,इक्षु पुष्पन
ಅಸೆಪ್ಟಿಕ್,अपूति
1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್,1.अपूतित 2. अजर्म
ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ,अलैंगिक प्रवर्धन
ಗಾತ್ರ,आमाप
ಆಸ್ತಿ,परिसंपत्ति
1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ,1. स्वांगीकरण 2. आत्मसात्करण
1. ಸಂಘ 2. ಸಂಘ,1. साहचर्य 2. संघ
1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ,1. स्तंभक 2. कषाय
ಹೆಟೆರೋಜೈಗೋಸಿಟಿ,असूत्रयुग्मन
1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ,1. पूर्वजता 2. ऐटाविज्म
ಕಣ,कणित्र
1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ,1.अपुष्टि 2. क्षीणता
ಸ್ವಯಂ ಜೋಡಣೆ,स्वयुग्मन
ಆಟೋಲಿಸಿಸ್,स्वलयन
1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ,1. स्वतः उपचयन 2. स्वतः ऑक्सीभवन
ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್,स्वबहुगुणित
ಆಕ್ಸಿನ್,ऑक्सिन
1. ಷೂಕ್ 2. ಟೋಡ್,1. शूक 2. तूड़
ದಂಡದ ವೈರಸ್,दंड विषाणु
1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್,1. दंडाणु 2. बैसिलस
1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ,1. जीवाणु 2. बैक्टीरिया
ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ,जीवाणु आविष
ಬಗಸೆ,खोई
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,तुलन-पत्र
ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ,संतुलित उर्वरक उपयोग
ಬಾರ್ ಗ್ರಾಫ್,दंड आरेख
ತೊಗಟೆ,छाल
1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ,1. वायुदाबमापी 2. बैरोमीटर
1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು,1. बजर 2. अकृष्य 3. बांझ
1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್,1. आधार 2. बेस 3. कपांग
1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ,1.थाला 2. द्रोणी
ತಲಾಬಿಸಾರಿ,तलाभिसारी
1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್,1. बेसिस्टर्नम 2. मूलाधारक
ಗಲ್ಫ್ ಮಾನ್ಸೂನ್,खाड़ी मानसून
ಹಣ್ಣಿನ ಗಿಡ,फलदायी पौधा
ಹಾಸಿಗೆ,क्यारी
ಹಾಸಿಗೆ ಸಸ್ಯ,क्यारी - पौधा
ಹಾಸಿಗೆ,क्यारी बनाना
ಬೀಟ್ ಮೊಲಾಸಸ್,चुकंदर शीरा
ಬೆಲ್ಲೋಸ್,धौंकनी
1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ,1. पट्टी 2. इलाका
ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,लाभ-लागत विश्लेषण
ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ),अभिनत (प्रतिचयन)
ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು,द्विवर्षीय पादप
ದ್ವಿಪದ,द्विपद
ಜೈವಿಕ ಅಂಶ,जैवकारक
ಜೈವಿಕ ಹವಾಮಾನ,जीव जलवायु
ಜೈವಿಕ ಶಕ್ತಿ,जैव ऊर्जा
ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ,जीव पारिस्थितिकी
1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್,1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर
ಜೀವಗೋಳ,जीव-मंडल
ಜೈವಿಕ,जीवीय
ಪ್ರಾಣಿಸಂಕುಲ,जीव प्ररूप
ದಿವಿಲಿಂಗಿ,दविलिंगी
ಧವಳನ್,धवलन
1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ,1.  प्रध्वसं (रोग) 2.  झोंका रोग
ಮಿಶ್ರಣ,संमिश्रण
1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ),1. अंगमारी (रोग) 2.  ब्लाइट (रोग)
1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್,1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर
ನೀಲಿ ಕ್ರಾಂತಿ,नीली क्रांति
ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್,तलीय ताप चैंबर
ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ,तलीय ताप तकनीक
ಹೊಟ್ಟು,चोकर
ಕವಲೊಡೆಯುತ್ತಿದೆ,शाखन
1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ,1. टहनी 2. उपशाखा
ತಳಿ,नस्ल
ಸಂತಾನೋತ್ಪತ್ತಿ,प्रजनन
ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ,शीघ्र अंकुरण उपचार
1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ,1. शाव 2. अंड 3. भ्रूण
ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ,कलिकायन
ಬಜೆಟ್,बजट
1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್,1.उभयप्रतिरोधी 2. बफर
ಸಿಹಿ ಆಲೂಗಡ್ಡೆ,शल्ककंद
ಬಂಟ್ (ರೋಗ),बंट (रोग)
1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ,1. उपजात 2. उपोत्पाद
c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್,c नमी विशिष्टता वक्र
ಎಣ್ಣೆ ಕೇಕ್,खली
1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ,1. चूनेदार 2.कैल्सियमी
ಕ್ಯಾಲ್ಸಿಯಾನ್,कैल्सीयन
ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ,फॉस्फेट का निस्तापन
1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ,1. किणता 2. कैलसता
1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ,1.कैलस 2. किण
1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್,1. बाह्यदल पुंज 2.कैलिक्स
ಹೊರಗಿನ ಅಂತ್ಯ,वाह्यदल अंत
ಈಧಾ,एधा
ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),कैंकर (जीवाणु रोग)
ಕ್ಯಾನಿಂಗ್,डिब्बाबंदी
ಆಕಾಶ,वितान
ಹಣಕಾಸು,पूंजी
ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು),परागण (अंजीर का)
1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್,1. संपुट 2. संपुटिका 3. कैप्सूल
ಕಾರ್ಬೊನೈಸ್ಡ್,कार्बोनीकृत
ಕಾರ್ಬೊನಾನ್,कार्बनन
ಕ್ಯಾರಪೇಸ್,अंडप
ಕಂಕಣ,मणिबंध
1. ಎರಕ (ಕಬ್ಬಿಣ) 2. ಕ್ಷಿತಿ (ಕೀಟ),1. ढलाई (लोहे की) 2. क्षिप्ति (कीट)
ಕ್ಯಾಟಬಾಲಿಸಮ್,अपचय
ಪ್ರೇರಣೆ,उत्प्रेरण
1. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್ 2. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್,1. इल्ली 2. सूंडी
ಸಿ ಡಿ. ಎನ್. ಎ. ಸಂಗ್ರಹಣೆ,सी ड़ी. एन. ए. संग्रह
ವ್ಯಾಪ್ತಿ,सीमा
1. ಕೋಶ 2. ಕೋಶ,1. कोशिका 2. कोष्ठिका
ಕೇಂದ್ರ ಮುಂಭಾಗದ ವ್ಯವಸ್ಥೆ,केंद्रीय अग्रग प्रणाली
1. ಪಾಯಿಂಟ್ 2. ಫೋಕಸ್,1. सबिंदु 2. सकेंद्र
ಕೇಂದ್ರಾಪಗಾಮಿ,अपकेंद्रण
ಕೇಂದ್ರಾಪಗಾಮಿ,अपकेंद्रक
ನಕ್ಷತ್ರ ಕೇಂದ್ರ,तारककेंद्र
ಎಪಿಜೆನೆಟಿಕ್,केंद्रजनिक
ಕೇಂದ್ರರಾಜ,केंद्रजा
ಮಗ್ಗ,लूम
1. ಏಕದಳ 2. ಸೀರಿಯಲ್,1. धान्य 2. सीरियल
1. ಪ್ರಮಾಣೀಕರಣ 2. ಪ್ರಮಾಣೀಕರಣ,1. प्रमाणीकरण 2. प्रमाणन
ಪ್ರಮಾಣೀಕೃತ ಬೀಜ,प्रमाणित बीज
1. ಹುಲ್ಲು 2. ಕುಟ್ಟಿ 3. ಶಾಲಕ್ ಸಹಪಾತ್ರ,1. भूसा 2. कुट्टी 3. शल्क सहपत्र
1. ನಿಭಾಗ್ 2. ಕೈಲಾಜಾ,1. निभाग 2. कैलाजा
ಕೈಮೊಗ್ರಫಿ,रसानुवर्तन
1. ಕಿಯಾಜ್ಮಾ 2. ಕಾರ್ಯನಿರತ,1. किआज्मा 2. व्यत्यस्त
ಸೂಪರ್ ಕೂಲಿಂಗ್ ಗಂಟೆಗಳು,अतिशीतन घंटे
ಫ್ರಾಸ್ಟ್ ಹಾನಿ,शीतज क्षति
1. ವಿಚಿರೋಟಕಿ 2. ಚಿಮೆರಾ,1.  विचित्रोतकी 2. काइमेरा
ಹಸಿರು ಗಂಜಿ,हरित दली
1. ಎಲೆಗಳು 2. ಹಸಿರು,1. पर्णहरित 2. हरितक
ಸೈನೋಸಿಸ್,हरिमाहीनता
ಜೈವಿಕ ವಿತರಣಾ ವಿಜ್ಞಾನ,जीव वितरण विज्ञान
1. ಕ್ರೊಮಾಟಿಡ್ಸ್ 2. ಅರ್ಧ ವರ್ಣತಂತುಗಳು,1. क्रोमैटिड 2. अर्धगुणसूत्र
ಕ್ರೊಮಾಟಿನ್,क्रोमैटिन
ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ,वर्णलेखन
ಕ್ರೊಮಾಟಿಲೇಷನ್,क्रोमोटिनलयन
ಹೃತ್ಕರ್ಣದ ಬಿಂದು,परिसूत्र बिंदु
ಕ್ರೊಮಾಟೊಜೆನೆಸಿಸ್,वर्णजनन
1. ಕ್ರೋಮೋಪ್ರೋಟೀನ್ 2. ಪಿಗ್ಮೆಂಟ್ಪ್ರೋಟೀನ್,1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन
1. ವರ್ಣತಂತುಗಳು 2. ವರ್ಣತಂತುಗಳು,1. गुणसूत्र 2. क्रोमोसोम
1. ದೀರ್ಘಕಾಲದ 2. ದೀರ್ಘಕಾಲದ 3. ದೀರ್ಘಕಾಲದ 4. ಬಳಕೆಯಲ್ಲಿಲ್ಲದ,1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना
ಸಿಟ್ರೇಂಜ್,सिट्रेंज
ಶರತ್ಕಾಲದ ಹಬ್ಬ,पर्णाभपर्व
ವರ್ಗೀಕರಣ,वर्गीकरण
1. ಮಣ್ಣು 2. ಮಣ್ಣು,1.मृत्तिका 2. चिकनी मिट्टी
1. ಶುಚಿಗೊಳಿಸುವಿಕೆ 2. ಸ್ಕ್ರಬ್ಬಿಂಗ್ 3. ಸ್ವಚ್ಛಗೊಳಿಸುವಿಕೆ 4. ಶುದ್ಧೀಕರಣ,1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन
ನಿರಂತರ ಪರಾಗಸ್ಪರ್ಶ,अनुन्मील्य परागण
ಶಿಲುಬೆಯ ಹಣ್ಣು,क्रतिक श्वसनी फल
ಹವಾಮಾನ,जलवायु
ಹವಾಮಾನಶಾಸ್ತ್ರ,जलवायु विज्ञान
ಬರಿಯ,कतरनी
ಉಂಡೆ (ಜೇಡಿಮಣ್ಣು),ढेला (मिट्टी का)
ತದ್ರೂಪಿ,क्लोन
1.ಮೋಡಗಳು 2.ಮೋಡಗಳು,1.मेघ 2. बादल
ಗೊಂಚಲು,पुंज (क्लंप
ಗುಂಪನ್ನು,गुच्छ
1. ಒರಟು 2. ಒರಟು 3. ಕಚ್ಚಾ 4. ಒರಟು,1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत
1. ಕವರ್ 2. ಲೆಥೆರೆಟ್,1. आवरण 2.  चर्मावरण
ಕೋಯಾ,कोया
1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ,1. कोएन्जाइम 2. सह-एन्जाइम
ಒಗ್ಗಟ್ಟು,संसंजन
1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು,1. रेशा (जूट पटसन) 2. नारियल जटा
ಮುಳಂಕೂರು ಚೋಳ,मूलांकुर चोल
,
ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು),कोलॉइड (मृदा)
1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ,1.स्तंभिका 2. कॉलुमेला
1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್,1.दंड 2. स्तंभ 3. कॉलम
ಕಮ್ಯುನಿಯನ್,सहभोजिता
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,वाणिज्यिक बैंक
1. ಸರಕು 2. ಸರಕು,1. जिंस 2. पण्य वस्तु
ಸಮುದಾಯ,समुदाय
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),संहनन (मृदा का)
1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ,1. सुसंगति 2. संगतता
ಹೊಂದಾಣಿಕೆ,सुसंगतता
1. ಪರಿಹಾರ 2. ಪರಿಹಾರ,1. क्षतिपूर्ति 2. मुआवजा
ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ,स्पर्धी अन्योन्यक्रिया
ಪೂರಕ ಬೆಳೆ,पूरक सस्य
