Malayalam,Bengali
അൽഗോരിതം വിശകലനം,অ্যালগরিদম বিশ্লেষণ
അൽഗോരിതം കാര്യക്ഷമത,অ্যালগরিদম দক্ষতা
അപരനാമം,উপনাম
വിന്യാസം,প্রান্তিককরণ
വിഹിതം,বরাদ্দ
അക്ഷരമാലാക്രമം,বর্ণানুক্রমিক
ആൽഫാന്യൂമെറിക്,আলফানিউমেরিক
ആൽഫാന്യൂമെറിക് കീ ബോർഡ്,আলফানিউমেরিক কী বোর্ড
ആൽഫ-ടെസ്റ്റ്,আলফা-পরীক্ষা
ആൽഫ പതിപ്പ്,আলফা-সংস্করণ
alt കീ,alt কী
അൾട്ടാവിസ്റ്റ,আলতাভিস্তা
അവ്യക്തത,অস্পষ্টতা
അവ്യക്തമായ വ്യാകരണം,অস্পষ্ট ব্যাকরণ
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),আমেরিকান ন্যাশনাল স্ট্যান্ডার্ড ইনস্টিটিউট (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII),আমেরিকান স্ট্যান্ডার্ড কোড ফর ইনফরমেশন ইন্টারচেঞ্জ (ASCII)
അനലോഗ്,এনালগ
അനലോഗ് കമ്പ്യൂട്ടർ,এনালগ কম্পিউটার
അനലോഗ് ഉപകരണം,এনালগ ডিভাইস
അനലോഗ് മോഡം,এনালগ মডেম
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC),এনালগ থেকে ডিজিটাল কনভার্টার (ADC)
ഒപ്പം,এবং
കൂടാതെ സർക്യൂട്ട്,এবং সার্কিট
ഒപ്പം ഗേറ്റും,এবং গেট
കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ),এবং অপারেশন নয় (বর্জন)
ആനിമേഷൻ,অ্যানিমেশন
വ്യാഖ്യാനം,টীকা
അപാകത,ব্যতিক্রম
മുൻഗാമി,পূর্ববর্তী
മുൻകൂർ പേജിംഗ്,প্রত্যাশিত পেজিং
വിരുദ്ധ സമമിതി,বিরোধী প্রতিসম
ആന്റിവൈറസ് പ്രോഗ്രാം,অ্যান্টিভাইরাস প্রোগ্রাম
ആപ്ലെറ്റ്,অ্যাপলেট
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,অ্যাপ্লিকেশন ডেভেলপার
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,অ্যাপ্লিকেশন প্রোগ্রামিং
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API),অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,অ্যাপ্লিকেশন সফ্টওয়্যার
ബാധകമായ ഭാഷ,প্রয়োগমূলক ভাষা
ഏകദേശ സിദ്ധാന്തം,আনুমানিক তত্ত্ব
വാസ്തുവിദ്യ,স্থাপত্য
ഏരിയ കൈമാറ്റം,এলাকা স্থানান্তর
വാദം,যুক্তি
"ഗണിത, യുക്തി യൂണിറ്റ്",গাণিতিক এবং যুক্তিবিদ্যা ইউনিট
ഗണിത പരിശോധന,গাণিতিক চেক
ഗണിത സ്ഥിരാങ്കം,গাণিতিক ধ্রুবক
ഗണിത ഡാറ്റ,গাণিতিক তথ্য
ഗണിത നിർദ്ദേശം,গাণিতিক নির্দেশনা
ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU),পাটিগণিত এবং যুক্তি ইউনিট (ALU)
അർപാനെറ്റ്,আরপানেট
അറേ,অ্যারে
അറേ കാഷെ,অ্যারে ক্যাশে
അറേ കമ്പ്യൂട്ടർ,অ্যারে কম্পিউটার
അറേ ഘടകം,অ্যারে উপাদান
അറേ പേര്,অ্যারের নাম
അറേ പ്രോസസർ,অ্যারে প্রসেসর
അമ്പടയാള കീകൾ,তীর চিহ্ন
ഉച്ചാരണം,উচ্চারণ
ആർട്ടിക്കുലേഷൻ പോയിന്റ്,উচ্চারণ বিন্দু
കൃത്രിമ കോംപാക്ഷൻ,কৃত্রিম কম্প্যাকশন
കൃത്രിമ നിയന്ത്രണം,কৃত্রিম নিয়ন্ত্রণ
നിർമ്മിത ബുദ്ധി,কৃত্রিম বুদ্ধিমত্তা
ആരോഹണം,আরোহী
ആരോഹണ തരം,আরোহী সাজানোর
ASCII ബെറ്റിക്കൽ ഓർഡർ,ASCII বেটিকাল অর্ডার
ASCII നിയന്ത്രണ പ്രതീകം,ASCII নিয়ন্ত্রণ চরিত্র
ASCII ഫയൽ,ASCII ফাইল
ASCII ഫോണ്ട്,ASCII ফন্ট
ASCII കൈമാറ്റം,ASCII স্থানান্তর
വീക്ഷണാനുപാതം,আনুমানিক অনুপাত
എ.എസ്.പി.ഐ,এএসপিআই
ASR ടൈമർ,ASR টাইমার
കൂട്ടിച്ചേർക്കുക,একত্রিত করা
അസംബ്ലർ,সংযোজনকারী
അസംബ്ലി,সমাবেশ
അസംബ്ലി ഭാഷ,এসেম্বলি
അവകാശവാദം,দাবী
നിയമനം,নিয়োগ
അസോസിയേഷൻ,সংঘ
അനുബന്ധ വിലാസം,সহযোগী ঠিকানা
അനുബന്ധ മെമ്മറി,সহযোগী স্মৃতি
ആസ്റ്ററിക്,asteric
അസമമായ,অপ্রতিসম
അസമന്വിത,অ্যাসিঙ্ক্রোনাস
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
അസമന്വിത കൈമാറ്റം,অ্যাসিঙ্ক্রোনাস স্থানান্তর
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
ആറ്റം,পরমাণু
അറ്റാച്ചുചെയ്ത പ്രമാണം,সংযুক্ত নথি
അറ്റാച്ചുചെയ്ത ഫയൽ,সংযুক্ত ফাইল
ബന്ധം,সংযুক্তি
ആട്രിബ്യൂട്ട്,বৈশিষ্ট্য
ഓഡിയോ,শ্রুতি
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,অডিট প্রোগ্রামিং
ഓഡിറ്റ് ട്രയൽ,নিরীক্ষা পথ
വർദ്ധിപ്പിക്കൽ,বৃদ্ধি
പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ,প্রমাণীকরণ প্রোটোকল
എഴുത്ത് സംവിധാനം,অথরিং সিস্টেম
അംഗീകാരം,অনুমোদন
യാന്ത്രിക സംഗ്രഹം,স্বয়ংক্রিয় বিমূর্ত
ഓട്ടോബൂട്ടിംഗ്,অটোবুটিং
ഓട്ടോകാഡ്,অটোক্যাড
ഓട്ടോലോഗ് ഓൺ,অটোলগ চালু
ഓട്ടോമാറ്റ,স্বয়ংক্রিয়
ഓട്ടോമാറ്റ സിദ്ധാന്തം,স্বয়ংক্রিয় তত্ত্ব
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്,স্বয়ংক্রিয় কম্পিউটিং
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
യാന്ത്രിക പിശക് തിരുത്തൽ,স্বয়ংক্রিয় ত্রুটি সংশোধন
യാന്ത്രിക പ്രവർത്തനം,স্বয়ংক্রিয় ফাংশন
ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്,স্বয়ংক্রিয় সূচীকরণ
ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ,স্বয়ংক্রিয় লাইব্রেরি কল
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,স্বয়ংক্রিয় প্রোগ্রামিং
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম
യാന്ത്രിക ദിനചര്യ,স্বয়ংক্রিয় রুটিন
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം),স্বয়ংক্রিয় টেলার মেশিন (এটিএম)
ഓട്ടോമേഷൻ,অটোমেশন
ഓട്ടോപ്ലേ,স্বয়ংক্রিয় চালু
സ്വയം സംരക്ഷിക്കുക,অটোসেভ
സഹായകമായ,সহায়ক
സഹായ മെമ്മറി,অক্জিলিয়ারী মেমরি
സഹായ സംഭരണം,অক্জিলিয়ারী স্টোরেজ
ലഭ്യമായ പട്ടിക,প্রাপ্তিসাধ্য তালিকা
ലഭ്യമായ സമയം,উপলব্ধ সময়
ശരാശരി,গড়
awk (ഭാഷ),awk (ভাষা)
പിൻഭാഗം,ব্যাকএন্ড
ബാക്കെൻഡ് പ്രോസസർ,ব্যাকএন্ড প্রসেসর
ബാക്ക്ഫേസ് നീക്കം,ব্যাকফেস অপসারণ
പശ്ചാത്തല പ്രോസസ്സിംഗ്,পটভূমি প্রক্রিয়াকরণ
ബാക്കിംഗ് സ്റ്റോർ,ব্যাকিং স্টোর
ബാക്ക്പാച്ചിംഗ്,ব্যাকপ্যাচিং
ബാക്ക്സ്പേസ്,ব্যাকস্পেস
ബാക്ക്ട്രാക്കിംഗ്,ব্যাকট্র্যাকিং
ബാക്ക്-അപ്പ്,ব্যাক আপ
ബാക്കപ്പ് മെമ്മറി,ব্যাক আপ মেমরি
പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ,পিছনের ত্রুটি পুনরুদ্ধার
ബാലൻസ് ഷീറ്റ്,ব্যালেন্স শীট
ബാൻഡ്,ব্যান্ড
ബാൻഡ് വീതി,ব্যান্ড প্রস্থ
ബാങ്കറുടെ അൽഗോരിതം,ব্যাংকারের অ্যালগরিদম
ബാർ കോഡ്,বার কোড
ബാർ കോഡ് സ്കാനർ,বারকোড স্ক্যানার
ബാർ ഗ്രാഫ്,বার গ্রাফ
അടിസ്ഥാന വിലാസം,ভিত্তি ঠিকানা
അടിസ്ഥാന ബാൻഡ്,বেস ব্যান্ড
അടിസ്ഥാന നമ്പർ,ভিত্তি নম্বর
അടിസ്ഥാന പട്ടിക,ভিত্তি টেবিল
അടിസ്ഥാനം,বেসিক
അടിസ്ഥാന നിയന്ത്രണം,মৌলিক নিয়ন্ত্রণ
അടിസ്ഥാന ഇൻപുട്ട്,মৌলিক ইনপুট
അടിസ്ഥാന നിർദ്ദേശം,মৌলিক নির্দেশ
അടിസ്ഥാന ഔട്ട്പുട്ട്,মৌলিক আউটপুট
അടിസ്ഥാന ഘട്ടം,মৌলিক পদক্ষেপ
ബാച്ച്,ব্যাচ
ബാച്ച് ഫയൽ,ব্যাচ ফাইল
ബാച്ച് സ്ഥാനം,ব্যাচ অবস্থান
ബാച്ച് പ്രോസസ്സിംഗ്,ধির গতির কাজ
ബാച്ച് സിസ്റ്റം,ব্যাচ সিস্টেম
ബൗഡ്,বউড
ബാഡ് നിരക്ക്,বড হার
ബീം,মরীচি
ബെഞ്ച്മാർക്ക്,মাপকাঠি
ദ്വിദിശ ആശയവിനിമയം,দ্বিমুখী যোগাযোগ
ദ്വിദിശ ലിങ്ക്,দ্বিমুখী লিঙ্ক
ബൈനറി കോഡ്,বাইনারি কোড
ബൈനറി അക്കം,বাইনারি সংখ্যা
ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS),বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS)
ബൈനറി നമ്പർ,বাইনারি সংখ্যা
ബൈനറി ഓപ്പറേറ്റർ,বাইনারি অপারেটর
ബൈനറി ബന്ധം,বাইনারি সম্পর্ক
ബൈനറി തിരയൽ,বাইনারি অনুসন্ধান
ബൈനറി സെർച്ച് ട്രീ (BST),বাইনারি সার্চ ট্রি (BST)
ബൈനറി കൈമാറ്റം,বাইনারি স্থানান্তর
ബൈനറി മരം,বাইনারি গাছ
ബൈപോളാർ മെമ്മറി,বাইপোলার মেমরি
ജനന മരണ മാതൃക,জন্ম মৃত্যু মডেল
ജനന മരണ പ്രക്രിയ,জন্ম মৃত্যু প্রক্রিয়া
ബിറ്റ്,বিট
ചെറിയ തെറ്റ്,বিট দোষ
ബിറ്റ് മാപ്പ്,বিট মানচিত্র
ബിറ്റ് മാപ്പ് പിക്സൽ (BMP),বিট ম্যাপ পিক্সেল (BMP)
ബിറ്റ് മാട്രിക്സ്,বিট ম্যাট্রিক্স
ബിറ്റ് പാറ്റേൺ,বিট প্যাটার্ন
ബിറ്റ് സ്ഥാനം,বিট অবস্থান
ബിറ്റ് നിരക്ക്,বিট হার
ബ്ലാക്ക് ബോക്സ് പരിശോധന,কালো বক্স পরীক্ষা
മിന്നിമറയുന്നു,মিটমিট করে
തടയുക,ব্লক
കാഷെ തടയുക,ব্লক ক্যাশে
ബ്ലോക്ക് ചെക്ക്,ব্লক চেক
ബ്ലോക്ക് കോപ്പി,ব্লক কপি
ബ്ലോക്ക് ഡയഗ്രം,ব্লক ডায়াগ্রাম
തടയൽ ശൃംഖല,ব্লকিং নেটওয়ার্ক
ബോർഡ്,বোর্ড
ബുക്ക് മാർക്ക്,বই চিহ্ন
ബൂലിയൻ ബീജഗണിതം,বুলিয়ান বীজগণিত
ബൂളിയൻ ബന്ധം,বুলিয়ান সম্পর্ক
ബൂട്ട് പാർട്ടീഷൻ,বুট পার্টিশন
ബൂട്ട് സ്ട്രാപ്പിംഗ്,বুট strapping
ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ,বুট-স্ট্র্যাপ লোডার
പാലം,সেতু
ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്,ব্রডব্যান্ড নেটওয়ার্কিং
പ്രക്ഷേപണം,সম্প্রচার
പ്രക്ഷേപണം റേഡിയോ,রেডিও সম্প্রচার
ബ്രൗസ് ചെയ്യുക,ব্রাউজ
ബ്രൗസർ,ব্রাউজার
ബി-ട്രീ,বি-বৃক্ষ
ബബിൾ മെമ്മറി,বুদ্বুদ মেমরি
ബബിൾ അടുക്കുക,বুদ্বুদ সাজানোর
ബക്കറ്റ്,বালতি
ബഡ്ഡി സിസ്റ്റം,বন্ধু সিস্টেম
ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം,বাজেট কার্যকর নিয়ন্ত্রণ
ബഫർ,বাফার
ബഗ്,বাগ
ബസ്,বাস
ബൈറ്റ്,বাইট
ബൈറ്റ് കോഡ്,বাইট কোড
സി,গ
C++,সি++
കാഷെ,ক্যাশে
കാഷെ ബഫർ,ক্যাশে বাফার
കാഷെ മെമ്മറി,ক্যাশ মেমরি
കണക്കുകൂട്ടല്,গণনা
കാൽക്കുലേറ്റർ,ক্যালকুলেটর
കാൽക്കുലേറ്റർ ചിപ്പ്,ক্যালকুলেটর চিপ
വിളി,কল
പേര് വിളിക്കുക,নামে ডাক
റഫറൻസ് വഴി വിളിക്കുക,রেফারেন্স দ্বারা কল করুন
മൂല്യമനുസരിച്ച് വിളിക്കുക,মূল্য দ্বারা কল
വേരിയബിളുകൾ വഴി വിളിക്കുക,ভেরিয়েবল দ্বারা কল
കോൾ ഗേറ്റ്,কল গেট
റദ്ദാക്കുക,বাতিল
റദ്ദാക്കുക ബട്ടൺ,বাতিল বোতাম
കാനോനിക്കൽ,ক্যানোনিকাল
കാനോനിക്കൽ രൂപം,ক্যানোনিকাল ফর্ম
കഴിവ്,ক্ষমতা
കഴിവ് പട്ടിക,ক্ষমতা তালিকা
ശേഷി,ক্ষমতা
ക്യാപ്സ് ലോക്ക് കീ,ক্যাপ লক কী
കാർഡ്,কার্ড
കാർഡ് റീഡർ,কার্ড পাঠক
കാർഡിനാലിറ്റി,কার্ডিনালিটি
വാഹകൻ,বাহক
കാരിയർ ബാൻഡ്,ক্যারিয়ার ব্যান্ড
കാരിയർ ലോഡ്,ক্যারিয়ার লোড
കാരിയർ സിഗ്നൽ,ক্যারিয়ার সংকেত
കാരിയർ തരംഗം,ক্যারিয়ার তরঙ্গ
കൊണ്ടുപോകുക,বহন
അക്കം കൊണ്ടുപോകുക,অঙ্ক বহন
പതാക വഹിക്കുക,পতাকা বহন
കാട്രിഡ്ജ് ഡിസ്ക്,কার্তুজ ডিস্ক
കാസ്കേഡ്,ক্যাসকেড
കേസ്,মামলা
കാഥോഡ് റേ ട്യൂബ് (CRT),ক্যাথড রে টিউব (সিআরটি)
കാഥോഡ് റേ ട്യൂബ് (CRT),ক্যাথোড রে টিউব (CRT)
സിഡി റോം ഡിസ്ക് ഡ്രൈവ്,সিডি রম ডিস্ক ড্রাইভ
സെൽ,কোষ
സെൽ ആനിമേഷൻ,সেল অ্যানিমেশন
സെല്ലുലാർ ഫോൺ,মোবাইল ফোন
കേന്ദ്ര മെമ്മറി,কেন্দ্রীয় স্মৃতি
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
കേന്ദ്രീകൃത സംവിധാനം,কেন্দ্রীভূত ব্যবস্থা
സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്,প্রত্যয়িত টেপ
ചങ്ങല,চেইন
ചെയിൻ ഡാറ്റ,চেইন ডেটা
ചെയിൻ ലിങ്ക്,চেইন লিঙ্ক
ചങ്ങല,চেইনিং
ചാനൽ,চ্যানেল
ചാനൽ തിരക്കുള്ള ടോൺ,চ্যানেল ব্যস্ত টোন
ചാനൽ ശേഷി,চ্যানেল ক্ষমতা
ചാനൽ കൺട്രോളർ,চ্যানেল কন্ট্রোলার
ചാനൽ പിശക്,চ্যানেল ত্রুটি
ചാനൽ പ്രോഗ്രാം,চ্যানেল প্রোগ্রাম
ചാനൽ വിശ്വാസ്യത,চ্যানেল নির্ভরযোগ্যতা
ചാനൽ സെറ്റ്,চ্যানেল সেট
സ്വഭാവം,চরিত্র
പ്രതീക കോഡ്,অক্ষর কোড
പ്രതീക കീ,অক্ষর কী
സ്വഭാവ വായനക്കാരൻ,চরিত্র পাঠক
പ്രതീക വലുപ്പം,অক্ষরের আকার
ചാർട്ട്,চার্ট
ചേസിസ്,চ্যাসিস
ചെക്ക് ബിറ്റ്,চেক বিট
അക്കം പരിശോധിക്കുക,অংকের চেক
തുക ചെക്ക്,চেক যোগফল
ചെക്ക് വാക്ക്,চেক শব্দ
ചിപ്പ്,চিপ
ചിപ്പ് സെറ്റ്,চিপ সেট
തിരഞ്ഞെടുക്കുക,পছন্দ করা
വർണ്ണപരമായി,বর্ণগতভাবে
സൈഫർ,গোপনীয় কোড
സർക്യൂട്ട്,সার্কিট
വൃത്താകൃതിയിലുള്ള പട്ടിക,বৃত্তাকার তালিকা
സിറസ്,সাইরাস
അവലംബം,উদ্ধৃতি
ക്ലാസ്,ক্লাস
ക്ലാസ് വേരിയബിൾ,ক্লাস পরিবর্তনশীল
വർഗ്ഗീകരണം,শ্রেণীবিভাগ
വ്യക്തമായ,স্পষ্ট
തെളിഞ്ഞ പ്രദേശം,পরিষ্কার এলাকা
വ്യക്തമായ ചാനൽ,পরিষ্কার চ্যানেল
ക്ലിക്ക് ചെയ്യുക,ক্লিক
കക്ഷി,ক্লায়েন্ট
ക്ലയന്റ് സെർവർ,ক্লায়েন্ট সার্ভার
ക്ലയന്റ് അപൂർണ്ണം,ক্লায়েন্ট স্টাব
ക്ലിപ്പ് ആർട്ട്,ক্লিপ আর্ট
ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി,ক্লিপ আর্ট লাইব্রেরি
ക്ലിപ്പ് ബോർഡ്,ক্লিপ বোর্ড
ക്ലിപ്പർ,ক্লিপার
ക്ലിപ്പർ ചിപ്പ്,ক্লিপার চিপ
കൂട്ടം,চক্র
ക്ലോക്ക്,ঘড়ি
ക്ലോക്ക് സൈക്കിൾ,ঘড়ি চক্র
ക്ലോക്ക് ആവൃത്തി,ঘড়ি ফ্রিকোয়েন্সি
ക്ലോക്ക് ഹാർഡ്‌വെയർ,ঘড়ির হার্ডওয়্যার
ക്ലോക്ക് പൾസ്,ঘড়ির নাড়ি
ക്ലോക്ക് വേഗത,ঘরির গতি
ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ,ঘড়ি সিঙ্ক্রোনাইজেশন
ക്ലോക്ക് ടിക്ക്,ঘড়ির টিক টিক
ക്ലോൺ,ক্লোন
അടുത്ത്,বন্ধ
ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി),ক্লোজ সার্কিট টিভি (সিসিটিভি)
അടച്ചുപൂട്ടൽ,বন্ধ
ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്,ক্লাউড কম্পিউটিং
ക്ലസ്റ്റർ,ক্লাস্টার
പൂശിയ കാർഡ്,প্রলিপ্ত কার্ড
പൊതിഞ്ഞ പേപ്പർ,লেপা কাগজ
ഏകപക്ഷീയമായ,সমাক্ষীয়
ഏകോപന കേബിൾ,সমাক্ষ তারের
കോഡാസിൽ,কোডাসাইল
കോഡ്,কোড
കോഡ് ജനറേറ്റര്,উৎপাদকের কোড
കോഡ് പേജ്,কোড পৃষ্ঠা
കോഡ് വാക്ക്,কোড শব্দ
കോഡർ,কোডার
കോഡിംഗ് പരിശോധന,কোডিং চেক
കോഡിംഗ് ഫോം,কোডিং ফর্ম
കോഡിംഗ് ഷീറ്റ്,কোডিং শীট
ഗുണകം,গুণাঙ্ক
പരസ്പരബന്ധം,সমন্বয়
തണുത്ത ബൂട്ട്,শীতল বুটজুতা
തണുത്ത തുടക്കം,ঠান্ডা শুরু
സഹകരണം,সহযোগিতা
തകർച്ച,পতন
കൊളാറ്റ്,জমাট বাঁধা
കൊളേറ്റ് ടേപ്പ്,কোলেট টেপ
കൂട്ടിയിടി,সংঘর্ষ
കോളൻ,কোলন
നിറം (നിറം),রঙ রঙ)
നിറം സാച്ചുറേഷൻ,রঙ স্যাচুরেশন
വർണ്ണ പട്ടിക,রঙের টেবিল
