Assamese,Punjabi
এন্টেনা উপাদান,ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ
এন্টি-ৰিফ্লেক্টিভ আৱৰণ,ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ
এন্টিলগিন এম্প্লিফায়াৰ,ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ
এন্টিৰেজোনেণ্ট চাৰ্কিট,antiresonant ਸਰਕਟ
দ্বাৰক যুগ,ਦੁਆਰਕ ਕਾਲ
ভাৰ্চুৱেল শক্তি,ਵਰਚੁਅਲ ਪਾਵਰ
তাঁৰৰ সংযোগ,ਤਾਰ ਕੁਨੈਕਸ਼ਨ
আনুমানিক ভোল্টেজ লাভ,ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ
আৰ্মষ্ট্ৰং মডুলেটৰ,armstrong modulator
এন্টেনা এৰে,ਐਂਟੀਨਾ ਐਰੇ
"আকাৰৰ অনুপাত, দৃষ্টি অনুপাত","ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ"
ভাসমান বৰ্তনী (মুক্ত অপাৰেটিং বৰ্তনী),ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ)
স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ভাসমান মাল্টিভাইব্ৰেটৰ,ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
অসমতাপূৰ্ণ সংযোগস্থল,ਅਸਮਿਤ ਜੰਕਸ਼ਨ
এচিনক্ৰ&#39;নাছ কেলকুলেটৰ,ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ
পাৰমাণৱিক,ਪ੍ਰਮਾਣੂ
পাৰমাণৱিক সংখ্যা,ਪਰਮਾਣੂ ਨੰਬਰ
পাৰমাণৱিক গঠন,ਪਰਮਾਣੂ ਬਣਤਰ
অডিঅ&#39; এম্প্লিফায়াৰ,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
অডিঅ&#39; এম্প্লিফায়াৰ,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
অডিঅ&#39; কেছেট,ਆਡੀਓ ਕੈਸੇਟ
অডিঅ&#39; বৰ্তনী,ਆਡੀਓ ਸਰਕਟ
শ্ৰৱণযোগ্য কম্পাঙ্ক,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ
স্বয়ংক্ৰিয় ভল্টেজ নিয়ন্ত্ৰণ,ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ
হিমস্খলন,ਬਰਫ਼ਬਾਰੀ
গড় ডিটেক্টৰ,ਔਸਤ ਖੋਜੀ
অক্ষীয় ধৰণ,ਧੁਰੀ ਮੋਡ
অক্ষীয় অনুপাত,ਧੁਰੀ ਅਨੁਪਾਤ
এন্টেনা,ਐਂਟੀਨਾ
পিছলৈ ইলেক্ট্ৰ&#39;ম&#39;টিভ বল,ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
পিছফালৰ অঞ্চল,ਪਿਛਲਾ ਖੇਤਰ
পিছলৈ বিক্ষিপ্ততা,ਵਾਪਸ ਸਕੈਟਰ
পটভূমি চাৰ্জ,ਪਿਛੋਕੜ ਚਾਰਜ
কাষৰ শব্দ,ਪਾਸੇ ਦਾ ਰੌਲਾ
ৰেট্ৰ&#39;গ্ৰেছন,ਪਿਛਾਖੜੀ
পশ্চাৎ বিকিৰণ,ਪਿਛਲਾ ਕਿਰਨ
বেকৱাৰ্ড ডাইঅ&#39;ড / বেকৱাৰ্ড ডাইঅ&#39;ড,ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ
পিছলৈ তৰংগ দোলক,ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ
"বাধা, বাধা","ਰੁਕਾਵਟ, ਰੁਕਾਵਟ"
বাধাগ্ৰস্ততা,ਰੁਕਾਵਟ
সুষম দলং,ਸੰਤੁਲਿਤ ਪੁਲ
সুষম মডুলেটৰ,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
সুষম মডুলেটৰ,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
সুষম বৰ্তনী,ਸੰਤੁਲਿਤ ਸਰਕਟ
ভাৰসাম্যপূৰ্ণ গ্ৰেডিয়েণ্ট ডিটেক্টৰ,ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ
কাৰেণ্ট ষ্টেবিলাইজাৰ ৰেজিষ্টেন্স,ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ
বলোমিটাৰ,ਬੋਲੋਮੀਟਰ
বলোমিটাৰ দলং,ਬੋਲੋਮੀਟਰ ਪੁਲ
বেলুন,ਗੁਬਾਰਾ
কল জেক,ਕੇਲਾ ਜੈਕ
কল প্লাগ,ਕੇਲੇ ਦਾ ਪਲੱਗ
"বেণ্ড, বেণ্ডেজ","ਪੱਟੀ, ਪੱਟੀ"
বেণ্ড ড্ৰাইভাৰ,ਬੈਂਡ ਡਰਾਈਵਰ
বেণ্ড শক্তি,ਬੈਂਡ ਊਰਜਾ
বেণ্ড গেপ,ਬੈਂਡ ਗੈਪ
badpark এম্প্লিফায়াৰ,ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ
বেণ্ড পাছ ফিল্টাৰ,ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ
বড হাৰ জেনেৰেটৰ,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
banddispersion,banddispersion
বেণ্ড ৰেজিষ্টৰ,ਬੈਂਡ ਰੋਧਕ
বেণ্ড ব্ৰেকাৰ ফিল্টাৰ,ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ
বেণ্ড সম্প্ৰসাৰণ,ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ
বেণ্ড আঁতৰোৱা ফিল্টাৰ,ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ
বেণ্ড এক্সপান্সন ডিফ্লেকচন মাল্টিপ্লাইয়াৰ,ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ
বেণ্ড সম্প্ৰসাৰণ দূৰত্ব বহুগুণক,ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ
"ৰশ্মি কেপাচিটৰ, বেংক কেপাচিটৰ","ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ"
"বাৰ্কাৰ কোড, বাৰ্কাৰ কোড","ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ"
barravaugen মাপকাঠী,barravaugen ਮਾਪਦੰਡ
বেৰেটৰ,ਬੈਰਟਰ
বাধা,ਰੁਕਾਵਟ
ইনচুলেটিং কেপাচিটৰ,ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ
বাধা শক্তি,ਰੁਕਾਵਟ ਊਰਜਾ
ৰেজিষ্টৰ ভল্টেজ,ਰੋਧਕ ਵੋਲਟੇਜ
বাৰ্টলেট উইণ্ড&#39;,ਬਾਰਟਲੇਟ ਵਿੰਡੋ
"ভিত্তি, ভিত্তি","ਅਧਾਰ, ਅਧਾਰ"
বেচ বেণ্ড,ਅਧਾਰ ਬੈਂਡ
বেচ বেণ্ড ট্ৰেন্সমিছন,ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ
ভিত্তি চাৰ্জ,ਬੇਸ ਚਾਰਜ
বেচ কাৰেণ্ট,ਅਧਾਰ ਮੌਜੂਦਾ
ভিত্তি বিদ্যুৎ প্ৰবাহৰ উৎস,ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ
বেচ শ্বিয়াৰিং,ਅਧਾਰ ਕੱਟਣਾ
আধাৰ মদন,ਆਧਾਰ ਮਦਨ
বেচ এমিটাৰ ফিড,ਬੇਸ ਐਮੀਟਰ ਫੀਡ
বেচ এমিটাৰ জংচন,ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ
বেচ ইনজেকচন,ਅਧਾਰ ਟੀਕਾ
গ্ৰাউণ্ড লাইন,ਜ਼ਮੀਨੀ ਲਾਈਨ
ভিত্তি ৰেজিষ্টেন্স,ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ
ভিত্তি উৎস,ਅਧਾਰ ਸਰੋਤ
ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
ভিত্তিৰ বেধ,ਅਧਾਰ ਮੋਟਾਈ
ভিত্তি অভিগম,ਅਧਾਰ ਪਹੁੰਚ
"ভিত্তি প্ৰস্থ মডুলেচন, ভিত্তি সম্প্ৰসাৰণ মডুলেচন","ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ"
ভিত্তি সংগ্ৰাহক চুক্তি,ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ
গোন্ধ,ਗੰਧ
বেছ ফ্ৰিকুৱেন্সি,ਬਾਸ ਬਾਰੰਬਾਰਤਾ
বেটাৰি,ਬੈਟਰੀ
baud,ਬੌਡ
বড হাৰ,ਬੌਡ ਦਰ
বড হাৰ জেনেৰেটৰ,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
বডো ক&#39;ড,ਬੋਡੋ ਕੋਡ
"সংকেত, বিকন","ਸੰਕੇਤ, ਬੀਕਨ"
"মণিকা, বিড","ਮਨਿਕਾ, ਬੀਡ"
মেনিক কেপাচিটৰ,manic capacitor
মণিকাৰতাপি ৰেজিষ্টৰ,ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ
"ৰশ্মি এন্টেনা, ৰশ্মি এন্টেনা","ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ"
ৰশ্মি ডিটেক্টৰ,ਬੀਮ ਡਿਟੈਕਟਰ
ৰশ্মি শক্তিৰ নলী,ਬੀਮ ਪਾਵਰ ਹੋਜ਼
ৰশ্মি চুইচিং নজেল,ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ
ৰশ্মি প্ৰসাৰণ,ਬੀਮ ਦਾ ਵਿਸਥਾਰ
বিট ফ্ৰিকুৱেন্সি,ਬੀਟ ਬਾਰੰਬਾਰਤਾ
বিট-ফ্ৰিকুৱেন্সি অচিলেটৰ,ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ
পালছ দোলক,ਪਲਸ ਔਸਿਲੇਟਰ
বেল,ਘੰਟੀ
বেণ্ডিং লছ,ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ
বেচেল ফিল্টাৰ,ਬੇਸਲ ਫਿਲਟਰ
বিটা,ਬੀਟਾ
খ-হ বক্ৰ,b-h ਵਕਰ
"bias, পক্ষপাতিত্ব","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
বায়াছ কাৰেণ্ট,ਪੱਖਪਾਤ ਮੌਜੂਦਾ
বায়াছ ৰেজিষ্টেন্স,ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ
ডাবল এন্টেনা,ਡਬਲ ਐਂਟੀਨਾ
দ্বিমুখী লোড কাৰেণ্ট,ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ
দ্বিমুখী এন্টেনা,ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
দ্বিমুখী পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ
দ্বিমুখী থাইৰিষ্টৰ,ਦੋ-ਦਿਸ਼ਾਵੀ thyristor
bi FET প্ৰযুক্তি,bi FET ਤਕਨਾਲੋਜੀ
বাই পইণ্ট ট্ৰেন্সফৰ্মাৰ,ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
ডাবল ফিউজন,ਡਬਲ ਫਿਊਜ਼ਨ
দ্বিপাক্ষিক বৰ্তনী,ਦੁਵੱਲੀ ਸਰਕਟ
বাইনাৰী,ਬਾਈਨਰੀ
বাইনাৰী যোগফল,ਬਾਈਨਰੀ ਜੋੜ
বাইনাৰী বৰ্তনী,ਬਾਈਨਰੀ ਸਰਕਟ
বাইনাৰী ক&#39;ড কৰা দশমিক,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
বাইনাৰী ক&#39;ড কৰা দশমিক ব্যৱস্থা,ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ
বাইনাৰী ডাইপোল কেপাচিটৰ,ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ
বাইনাৰী কেলকুলেটৰ,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
বাইনাৰী কেলকুলেটৰ,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
বাইনাৰী ডিকোডাৰ,ਬਾਈਨਰੀ ਡੀਕੋਡਰ
বাইনাৰী জখলা,ਬਾਈਨਰੀ ਪੌੜੀ
বাইনাৰী পেথ&#39;মিটাৰ,ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ
বাইনাৰী অৱস্থা,ਬਾਈਨਰੀ ਸਥਿਤੀ
বাইনাৰী-দশমিক ডিকোডাৰ,ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ
বাইনাৰী লোড,ਬਾਈਨਰੀ ਲੋਡ
বাইনাৰী শব্দ,ਬਾਈਨਰੀ ਸ਼ਬਦ
বাইপোলাৰ,ਬਾਈਪੋਲਰ
বাইপোলাৰ কেপাচিটৰ,ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ
বাইপোলাৰ ডিভাইচ,ਦੋਧਰੁਵੀ ਜੰਤਰ
বাইপোলাৰ উৎস,ਦੋਧਰੁਵੀ ਸਰੋਤ
বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ,ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ
বাইপোলাৰ জংচন ট্ৰেঞ্জিষ্টৰ,ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
দ্বিঘাত ফিল্টাৰ,ਚਤੁਰਭੁਜ ਫਿਲਟਰ
ডাবল পজিচন,ਡਬਲ ਸਥਿਤੀ
দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
দ্বিমুখী ৰিলে,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ
দুটা পৰ্যায়ৰ অৱস্থা,ਦੋ-ਪੜਾਅ ਰਾਜ
দুটা অৱস্থানৰ ট্ৰিগাৰ,ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ
বিট ভুল,ਬਿੱਟ ਗਲਤੀ
বিট ভুলৰ হাৰ,ਬਿੱਟ ਗਲਤੀ ਦਰ
বিট ভুল,ਬਿੱਟ ਗਲਤੀ
bitkal ত্ৰুটি,ਬਿਟਕਲ ਗਲਤੀ
অন্ধ বাকচ,ਅੰਨ੍ਹੇ ਬਾਕਸ
ঘনীভূত স্পন্দন,ਸੰਘਣੀ ਨਬਜ਼
নিঃসৰণকাৰী,ਸਕੱਤਰ
নিঃসৰণ প্ৰতিৰোধক,secretory inhibitor
অন্ধতা,ਅੰਨ੍ਹਾਪਨ
ছেগমেণ্ট ডায়াগ্ৰাম,ਖੰਡ ਚਿੱਤਰ
ব্লক কৰা ইম্পিডেন্স,ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ
ফ্ৰেগমেণ্ট ট্ৰেন্সফাৰ,ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ
ইন্টাৰচেপ্ট,ਰੁਕਾਵਟ
ৰেজিষ্টৰ কেপাচিটৰ,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
ৰেজিষ্টৰ কেপাচিটৰ,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
ব্লক কৰা দোলক,ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ
ৰেজিষ্টৰ দোলক,ਰੋਧਕ ਔਸਿਲੇਟਰ
ৰেজিষ্টৰ ভল্টেজ,ਰੋਧਕ ਵੋਲਟੇਜ
ব্ল&#39;ৱাৰ,ਉਡਾਉਣ ਵਾਲਾ
বোড ডায়াগ্ৰাম,ਬੋਡ ਚਿੱਤਰ
voltzmann সম্পৰ্ক,voltzmann ਸਬੰਧ
voltzmann ধ্ৰুৱক,ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ
বান্ধোন,ਬਾਂਡ
বান্ধি ৰখা ষ্ট্ৰেইন গেজ,ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ
স্ব-সহায়ক এম্প্লিফায়াৰ,ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ
বুলিয়ান বীজগণিত,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
বুলিয়ান সমীকৰণ,ਬੂਲੀਅਨ ਸਮੀਕਰਨ
বুট ষ্ট্ৰেপন,ਬੂਟ Strapon
বুথৰ এলগৰিদম,ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ
বুটষ্ট্ৰেপ প্ৰিজম বৰ্তনী,ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ
bosscutts শাসন কৰে,bosscutts ਨਿਯਮ
বসু-চৌধাৰী হকেনহাম (BCH) কোড,ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ
"জপিয়াই, জপিয়াই","ਛਾਲ, ਛਾਲ"
বান্ধ খাই থকা ইলেক্ট্ৰন,ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ
bragg প্ৰতিফলক,ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ
আন্তঃসংলগ্ন তাঁৰ,ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ
শাখা,ਸ਼ਾਖਾ
শাখা-প্ৰশাখা,ਬ੍ਰਾਂਚਿੰਗ
পৰীক্ষা বৰ্ড,ਪ੍ਰਯੋਗ ਬੋਰਡ
ব্ৰেক জ&#39;ন,ਬਰੇਕ ਜ਼ੋਨ
ভল্টেজ ভাঙি যোৱা,ਵੋਲਟੇਜ ਤੋੜਨਾ
ব্ৰেকডাউন ডাইঅ&#39;ড,ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ
ভাঙন স্থিৰকৰণ,ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ
ভল্টেজ ভাঙি যোৱা,ਵੋਲਟੇਜ ਤੋੜਨਾ
সেঁতু,ਪੁਲ
ব্ৰীজ ৰেক্টিফায়াৰ,ਪੁਲ ਸੁਧਾਰਕ
বহল বেণ্ড,ਚੌੜਾ ਬੈਂਡ
সম্প্ৰচাৰ বেণ্ড,ਪ੍ਰਸਾਰਣ ਬੈਂਡ
নক্ষত্ৰীয় এৰে,ਸੂਖਮ ਐਰੇ
সম্প্ৰচাৰ,ਪ੍ਰਸਾਰਣ
সম্প্ৰচাৰ এন্টেনা,ਪ੍ਰਸਾਰਣ antenna
সম্প্ৰচাৰ গ্ৰাহক,ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ
কম্পাঙ্ক সম্প্ৰচাৰ গ্ৰাহক,ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ
সম্প্ৰচাৰ ট্ৰেন্সমিটাৰ,ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ
বুষ্টাৰ এন্টেনা,ਬੂਸਟਰ ਐਂਟੀਨਾ
বাছ এন্টেনা,ਬੱਸ ਐਂਟੀਨਾ
ব্ৰাছ বিসৰ্জন,ਬੁਰਸ਼ ਇਮਰਸ਼ਨ
bubbling AND গেট,ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ
বুডবুডু বা গেট,ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ
বুদবুদযুক্ত স্মৃতিশক্তি,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
ক্ষতিপূৰণমূলক ভল্টেজ,ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ
বাফাৰ,ਬਫਰ
বাফাৰ এম্প্লিফায়াৰ,ਬਫਰ ਐਂਪਲੀਫਾਇਰ
বাফাৰ বৰ্তনী,ਬਫਰ ਸਰਕਟ
বাফাৰ অপাৰেটৰ,ਬਫਰ ਆਪਰੇਟਰ
বাফাৰ ৰেজিষ্টাৰ,ਬਫਰ ਰਜਿਸਟਰ
বাল্ব,ਬੱਲਬ
জনসংখ্যাৰ প্ৰভাৱ,ਆਬਾਦੀ ਪ੍ਰਭਾਵ
মেক্ৰ&#39; অৰ্ধপৰিবাহী যন্ত্ৰ,ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ
মুঠি,ਝੁੰਡ
ডুব যোৱা বিনিময়,ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ
ডুব যোৱা স্তৰ,ਡੁੱਬੀ ਪਰਤ
ডুব যোৱা সংস্পৰ্শ,ਡੁੱਬਿਆ ਸੰਪਰਕ
ব্লাষ্ট এম্প্লিফায়াৰ,ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ
ব্লাষ্ট কভাৰ,ਧਮਾਕੇ ਕਵਰ
