English,Bengali
Head gate structure,হেড গেটের গঠন
Head of canal,খালের প্রধান
Head regulator,হেড রেগুলেটর
Herring bone bond,হেরিং হাড়ের বন্ধন
Hearting,হার্টিং
Heat of wetting,ভিজানোর তাপ
High alumina cement,উচ্চ অ্যালুমিনা সিমেন্ট
Hip,নিতম্ব
Hip capping,হিপ ক্যাপিং
Hipped end,নিতম্বের শেষ
Hood,ঘোমটা
Hood moulding,হুড ছাঁচনির্মাণ
Hook's law,হুকের আইন
Hoop iron,হুপ লোহা
Horizon,দিগন্ত
Humidification,আর্দ্রতা
"Humidity, absolute","আর্দ্রতা, পরম"
"Humidity, relative","আর্দ্রতা, আপেক্ষিক"
Hump yard,হাম্প ইয়ার্ড
Hydraulic pressure,জলবাহী চাপ
Hydration,হাইড্রেশন
Hydrolysis,হাইড্রোলাইসিস
Hydrolytic acidity,হাইড্রোলাইটিক অ্যাসিডিটি
Hydromorphic soil,হাইড্রোমরফিক মাটি
Hydrophilic colloid,হাইড্রোফিলিক কলয়েড
Hydrophobic colloid,হাইড্রোফোবিক কলয়েড
Hydrostatic pressure ratio,হাইড্রোস্ট্যাটিক চাপ অনুপাত
Hygroscaptic coefficient,হাইগ্রোস্ক্যাপটিক সহগ
Hygroscopic moisture,হাইগ্রোস্কোপিক আর্দ্রতা
Hydroscopicity,হাইড্রোস্কোপিসিটি
Hygroscopic moisture,হাইগ্রোস্কোপিক আর্দ্রতা
Hyperbaric chamber,হাইপারবারিক চেম্বার
Hyperstatic frame,হাইপারস্ট্যাটিক ফ্রেম
Hypsometer,হাইপসোমিটার
Illumination,আলোকসজ্জা
Imbibation moisture,ইমবিবেশন আর্দ্রতা
Immature soil,অপরিণত মাটি
Impounded dock,জব্দ ডক
Increment of land revenue,ভূমি রাজস্ব বৃদ্ধি
Independent scaffold,স্বাধীন ভারা
Indurated,নিমজ্জিত
Initial prestress,প্রাথমিক prestress
Initial tension,প্রাথমিক উত্তেজনা
Inland waterway port,অভ্যন্তরীণ জলপথ বন্দর
Insulating board,অন্তরক বোর্ড
Intermediate port,মধ্যবর্তী বন্দর
Internal friction,অভ্যন্তরীণ ঘর্ষণ
Intrazonal soil,ইন্ট্রাজোনাল মাটি
Ion,অয়ন
Ion exchange,আয়ন বিনিময়
Iron pan,লোহার প্যান
Irrigated land,সেচ সম্পন্ন ভূমি
Irrigation,সেচ
Irrigation cess,সেচ সেস
Jamb,জাম্ব
Joggle,জগল
Joggle pin,জগল পিন
Joule,জুল
Jumper,জাম্পার
Kilogram,কিলোগ্রাম
Kilogram force,কিলোগ্রাম বল
Kilogram force meter,কিলোগ্রাম ফোর্স মিটার
Kilowatt hour,কিলোওয়াট ঘন্টা
King closure,রাজা বন্ধ
Kitchen,রান্নাঘর
Laced column,জরিযুক্ত কলাম
Lagging,ল্যাগিং
Lamella root,ল্যামেলা মূল
Laminar flow,লেমিনার প্রবাহ
Lamp hole,বাতির গর্ত
Land accretion,ভূ - বিস্তৃতি
Land sliding,ল্যান্ড স্লাইডিং
Laterite,ল্যাটেরাইট
Laterite soil,ল্যাটেরাইট মাটি
Law of large numbers,বড় সংখ্যার আইন
Layout plan,বিন্যাস পরিকল্পনা
Ledger,খাতা
Lime pan,চুন প্যান
Lintel,লিন্টেল
Liquid limit,তরল সীমা
Live load,লাইভ লোড
Loam,দোআঁশ
Local exhaust ventilation,স্থানীয় নিষ্কাশন বায়ুচলাচল
Loco yard,লোকো ইয়ার্ড
Loess,লস
Lower plastic limit,নিম্ন প্লাস্টিকের সীমা
Low heat cement,কম তাপ সিমেন্ট
Machine moulding,মেশিন ছাঁচনির্মাণ
Macrostructure,ম্যাক্রোস্ট্রাকচার
Main head regulator,প্রধান প্রধান নিয়ন্ত্রক
Main port,প্রধান বন্দর
Makeup air,বায়ু আপ করা
Mansard,মানসার্ড
Marshalling yard,মার্শালিং ইয়ার্ড
Masonry,রাজমিস্ত্রির কাজ
Maturing temperature,পরিপক্ক তাপমাত্রা
Mezzanine floor,মধ্যবর্তী তলা মেঝে
Mechanical analysis,যান্ত্রিক বিশ্লেষণ
Mechanical ventilation,যান্ত্রিক বায়ুচলাচল
Metric system,মেট্রিক সিস্টেম
Microstructure,মাইক্রোস্ট্রাকচার
Milli equivalent,মিলি সমতুল্য
Milli equivalent per litre,মিলি প্রতি লিটার সমতুল্য
Mineral,খনিজ
Mineral soil,খনিজ মাটি
Minor port,ছোট বন্দর
Mitred closure,Mitred বন্ধ
Mobile soil colloid,মোবাইল সয়েল কলয়েড
Moisture content,আর্দ্রতা কন্টেন্ট
Moisture gradient,আর্দ্রতা গ্রেডিয়েন্ট
Monolith,মনোলিথ
Monorail,মনোরেল
National harbour council,জাতীয় হারবার কাউন্সিল
Natural bed,প্রাকৃতিক বিছানা
Natural finish,প্রাকৃতিক ফিনিস
Natural harbour,প্রাকৃতিক পোতাশ্রয়
Natural ventilation,প্রাকৃতিক বায়ুচলাচল
Naval harbour,নৌ বন্দর
Newton,নিউটন
Non uniform flow,অ অভিন্ন প্রবাহ
Occupies water rate,জলের হার দখল করে
Oil paint,তেলে আকা
Oil well cement,তেল কূপ সিমেন্ট
Open channel flow,খোলা চ্যানেল প্রবাহ
Optimum moisture,সর্বোত্তম আর্দ্রতা
Organic soil,জৈব মাটি
Orientation,ওরিয়েন্টেশন
Orthogonal,অর্থোগোনাল
Ortstein,অর্টস্টেইন
Outer signal,বাইরের সংকেত
Oxidation,জারণ
Pantry,প্যান্ট্রি
Parapet,প্যারাপেট
Parapet wall,প্রাচীর প্রাচীর
Parent material,পিতামাতার উপাদান
Pebble cast plaster,নুড়ি ঢালাই প্লাস্টার
Pedalfer,পেডালফার
Pedocal,পেডোকাল
Pedogenesis,পেডোজেনেসিস
Pedology,পেডোলজি
Pedosphere,পেডোস্ফিয়ার
Penetrometer,পেনেট্রোমিটার
Pent roof,পেন্ট ছাদ
Peptizing agent,পেপটাইজিং এজেন্ট
Period of analysis,বিশ্লেষণের সময়কাল
Perpend,পারপেন্ড
Persorption,শোষণ
Pier,পিয়ার
Pilaster,পিলাস্টার
Pitch,পিচ
Pitched roof,গল্পটা ছাদ
Plain concrete,সাধারণ কংক্রিট
Plane angle,সমতল কোণ
Plain yard,সমতল গজ
Plansol,প্ল্যানসোল
Plastic consistency,প্লাস্টিকের সামঞ্জস্য
Plasticity,প্লাস্টিসিটি
Plasticity index,প্লাস্টিসিটি সূচক
Plasticity limit,প্লাস্টিসিটি সীমা
Plasticity range,প্লাস্টিসিটি পরিসীমা
Platy structure,প্লাটি গঠন
Plinth,প্লিন্থ
Plough soil,লাঙ্গলের মাটি
Plum stone,বরই পাথর
Podzole,পডজোল
Pointing,ইশারা
Polygonal wall,বহুভুজ প্রাচীর
Pore space,ছিদ্র স্থান
Port,বন্দর
Positive ventilation,ইতিবাচক বায়ুচলাচল
Prairie soil,প্রাইরি মাটি
Precision,যথার্থতা
Primary particle,প্রাথমিক কণা
Prismatic structure,প্রিজম্যাটিক কাঠামো
Productive work,উৎপাদনশীল কাজ
Project justification,প্রকল্পের ন্যায্যতা
Protective work,প্রতিরক্ষামূলক কাজ
Pseudo-mycelium,সিউডো-মাইসেলিয়াম
Puddle,পুডল
Pugging,পাগিং
Pumice,পিউমিস
Puncheon,পাঞ্চিয়ন
Puppet,পুতুল
Putlog,পুটলগ
Putlog scaffold,পুটলগ ভারা
Quantity surveyor,পরিমাণ পরিমাপক
Quarry sap,খনির রস
Quay,কোয়ে
Queen closure,রানী বন্ধ
Quoin,কুইন
Raft foundation,ভেলা ফাউন্ডেশন
Raker,রাকার
Raking,রেকিং
Raking bond,রেকিং বন্ড
Raking flashing,ঝলকানি raking
Rapidly varying flow,দ্রুত পরিবর্তনশীল প্রবাহ
Recoverable payment,পুনরুদ্ধারযোগ্য পেমেন্ট
Red earth,লাল পৃথিবী
Red loam,লাল দোআঁশ
Regulator,রেগুলেটর
Regur or black cotton soil,রেগুর বা কালো তুলা মাটি
Repayment contract,পরিশোধের চুক্তি
Residual shrinkage,অবশিষ্ট সংকোচন
Residual soil,অবশিষ্ট মাটি
Reveal,প্রকাশ করা
Reveal pin,পিন প্রকাশ করুন
Reveal tie,টাই প্রকাশ
Ridge,রিজ
Ridge capping,রিজ ক্যাপিং
River,নদী
Road stead,রোড স্টেড
Rough plaster,রুক্ষ প্লাস্টার
Rubble,ধ্বংসস্তুপ
Rubble masonry,ধ্বংসস্তূপ রাজমিস্ত্রি
Rubble walling,ধ্বংসস্তূপ দেয়াল
Running measurement,চলমান পরিমাপ
Safe bearing capacity,নিরাপদ ভারবহন ক্ষমতা
Salt glaze,লবণ গ্লেজ
Sample size,সাধারন মাপ
Sampling distribution,নমুনা বিতরণ
Sampling error,নমুনা ত্রুটি
Sand,বালি
Sand finish,বালি ফিনিস
Sand hand moulding,বালি হাত ছাঁচনির্মাণ
Sanding,স্যান্ডিং
Saturated soil,স্যাচুরেটেড মাটি
Saturated soil paste,স্যাচুরেটেড মাটির পেস্ট
Saturation extract,স্যাচুরেশন নির্যাস
Saturation percentage,স্যাচুরেশন শতাংশ
Saucer dome,সসার গম্বুজ
Scaffold,ভারা
Schist,শিস্ট
Sea port,সমুদ্র বন্দর
Secret gutter,গোপন নর্দমা
Second,দ্বিতীয়
Sedimentation analysis,অবক্ষেপণ বিশ্লেষণ
Semi-artificial harbour,আধা-কৃত্রিম বন্দর
Semi tidal dock,আধা জোয়ার ডক
Senile,বার্ধক্য
Shale,শেল
Sheet pile,চাদরের স্তূপ
Shrinkage limit,সংকোচন সীমা
Shuttering,শাটারিং
Siallitic soil,সিয়ালিটিক মাটি
Sierozem,সিয়েরোজেম
Sill,সিল
Silt,পলি
Single flemish blood,একক ফ্লেমিশ রক্ত
Single grained structure,একক দানাদার কাঠামো
Skeletal soil,কঙ্কালের মাটি
Skirting,স্কার্টিং
Sleeper wall,ঘুমের প্রাচীর
Side gutter,পাশের নর্দমা
Slide rule,পিছলানো পদ্দতি
Slip dock,স্লিপ ডক
Smoniza,স্মোনিজা
Soaking,ভিজানো
Soil association,মৃত্তিকা সমিতি
Soil class,মাটির শ্রেণী
Soil complex,মাটি জটিল
Soil consistency,মাটির সামঞ্জস্য
Soil family,মাটির পরিবার
Soil frame work,মাটির ফ্রেমের কাজ
Soil moisture,মাটির আদ্রতা
Soil moisture accretion,মাটির আর্দ্রতা বৃদ্ধি
Soil moisture deficit,মাটির আর্দ্রতার ঘাটতি
Soil morphology,মাটির রূপবিদ্যা
Soil particle,মাটির কণা
Soil phase,মাটির পর্যায়
Soil profile,মাটি প্রোফাইল
Soil reaction,মাটির প্রতিক্রিয়া
Soil separates,মাটি আলাদা করে
Soil series,মাটি সিরিজ
