Gujarati,Kannada
વર્ણહીન લેન્સ,ವರ್ಣರಹಿತ ಮಸೂರ
વર્ણહીન,ವರ್ಣರಹಿತ
વર્ણહીનતા,ವರ್ಣರಹಿತತೆ
એકોસ્ટિક,ಅಕೌಸ್ಟಿಕ್
સાઉન્ડપ્રૂફ,ಧ್ವನಿ ನಿರೋಧಕ
એકોસ્ટિક ફોનોન,ಅಕೌಸ್ಟಿಕ್ ಫೋನಾನ್
ધ્વનિ એકમ,ಧ್ವನಿ ಘಟಕ
એકોસ્ટિક,ಅಕೌಸ್ಟಿಕ್
અવાજ જનરેટર,ಧ್ವನಿ ಜನರೇಟರ್
ક્રિયા અને પ્રતિક્રિયા,ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ
સક્રિયકરણ,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
સક્રિયકરણ ઊર્જા,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
"એક્ટિવેટર, એક્ટિવેટર","ಆಕ್ಟಿವೇಟರ್, ಆಕ್ಟಿವೇಟರ್"
સક્રિય,ಸಕ್ರಿಯ
સક્રિયતા,ಕ್ರಿಯಾಶೀಲತೆ
વાસ્તવિક તણાવ,ನಿಜವಾದ ಒತ್ತಡ
બબડાટ,ಗುಸುಗುಸು
સારાંશ માટે,ಒಟ್ಟುಗೂಡಿಸಲು
"સરવાળો, ઉમેરો, એકંદર (સં.), ઉમેરણ (વિ.)","ಮೊತ್ತ, ಸಂಕಲನ, ಒಟ್ಟು (ed.), ಸಂಯೋಜಕ (v.)"
"સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)","ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)"
ઉમેરણ,ಸಂಯೋಜಕ
સંલગ્નતા,ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
એડહેસિવ ઊર્જા,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
adiabat,ಅಡಿಯಾಬಟ್
એડિબેટિક,ಅಡಿಯಾಬಾಟಿಕ್
હીટ ઇન્સ્યુલેટીંગ,ಶಾಖ ನಿರೋಧಕ
જોડાણ,ಬಾಂಧವ್ಯ
એડજસ્ટેબલ,ಹೊಂದಾಣಿಕೆ
પ્રવેશ,ನುಗ್ಗುವಿಕೆ
શોષણ,ಹೊರಹೀರುವಿಕೆ
આગળ,ಮುಂದೆ
પ્રગતિશીલ,ಪ್ರಗತಿಪರ
"આકાશી, હવા (વિ.), હવાઈ (સં.)","ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)"
એન્ટેના સ્ટ્રીમ,ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್
હવાઈ સર્વેક્ષણ,ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ
હવાનો વેગ,ಗಾಳಿಯ ವೇಗ
એરોડાયનેમિક ગુણાંક,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ
એરોડાયનેમિક,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ
એરોડાયનેમિક્સ,ವಾಯುಬಲವಿಜ್ಞಾನ
એરોનોટિકલ,ಏರೋನಾಟಿಕಲ್
એરોનોટિક્સ,ಏರೋನಾಟಿಕ್ಸ್
હવા નાડી,ಗಾಳಿಯ ನಾಡಿ
"વાતાવરણ, ગેસોસ્ફિયર","ವಾತಾವರಣ, ಅನಿಲಗೋಳ"
ફોકસ સિસ્ટમ,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
પાછળની ઇગ્નીશન,ಹಿಂಭಾಗದ ದಹನ
પાછળનો પ્રકાશ,ಹಿಂಬದಿ ಬೆಳಕು
ઉશ્કેરાટ,ಕನ್ಕ್ಯುಶನ್
"ઉંમર, ઉંમર, ઉંમર, યુગ (ed.), સમયને અસર કરવા માટે (ver.), સમય, સમય દ્વારા પ્રભાવિત થવો","ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ"
અસરગ્રસ્ત સમય,ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ
"વૃદ્ધાવસ્થા, વૃદ્ધત્વ","ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ"
સમયની અસર,ಸಮಯದ ಪರಿಣಾಮ
સમય અસર પરીક્ષણ,ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ
ગુરુત્વાકર્ષણ રહિત,ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ
સમાધાન,ಸಮನ್ವಯ
"એરબોર્ન રડાર, એરિયલ રડાર","ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್"
"હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય","ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ"
હવા શ્વસન કરનાર,ವಾಯು ಉಸಿರಾಟಕಾರಕ
એર કન્ડીશનીંગ,ಹವಾನಿಯಂತ್ರಣ
એરક્રુ ટ્રાન્સફોર્મર,ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
વિમાન,ವಿಮಾನ
ગોઠવણી,ಜೋಡಣೆ
સંરેખણ ભૂલ,ಜೋಡಣೆ ದೋಷ
જીવંત સર્કિટ,ಲೈವ್ ಸರ್ಕ್ಯೂಟ್
સંપૂર્ણ કાચની નળી,ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ
આખી મેટલ ટ્યુબ,ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ
ઠીક,ಸರಿಪಡಿಸಲು
"મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)","ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)"
મિશ્રત્વ,ಮಿಶ್ರತ್ವಾನ್
સર્વવ્યાપક માધ્યમ,ಸರ್ವತ್ರ ಮಾಧ್ಯಮ
ઓમ્ની એન્ટેના,ಓಮ್ನಿ ಆಂಟೆನಾ
પંચાંગ,ಪಂಚಾಂಗ
આલ્ફા,ಆಲ್ಫಾ
આલ્ફા-પ્રવૃત્તિ,ಆಲ್ಫಾ ಚಟುವಟಿಕೆ
આલ્ફાન્યૂમેરિક,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
આલ્ફા કિરણ,ಆಲ್ಫಾ ಕಿರಣ
બદલો,ಬದಲಾವಣೆ
"વૈકલ્પિક, વૈકલ્પિક","ಪರ್ಯಾಯ, ಪರ್ಯಾಯ"
વૈકલ્પિક,ಆವರ್ತಕ
અલ્ટિમીટર,ಅಲ್ಟಿಮೀಟರ್
અલ્ટિમીટર,ಅಲ್ಟಿಮೀಟರ್
અલ્ટાઇમટ્રી,ಆಲ್ಟೈಮೆಟ್ರಿ
"ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ","ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ"
અંકગણિત તર્ક એકમ (ALU),ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU)
amaget નિયમ,ಅಮೇಟ್ ನಿಯಮ
પર્યાવરણ,ಪರಿಸರ
એમીક્રોન,ಅಮಿಕ್ರಾನ್
એમીટર,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ
એમ્પીયર,ಆಂಪಿಯರ್
એમ્પીયર કાયદો,ಆಂಪಿಯರ್-ಕಾನೂನು
ઉભયજીવી આયન,ಉಭಯಚರ ಅಯಾನು
એમ્પ્લીફિકેશન,ವರ್ಧನೆ
એમ્પ્લીફાયર,ಆಂಪ್ಲಿಫಯರ್
"કોણ, પરિમાણ","ಕೋನ, ಆಯಾಮ"
a એમ. યુ. (અણુ સમૂહ એકમ),ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ)
સુસંગત,ಹೊಂದಬಲ್ಲ
સામ્યતા,ಸಾದೃಶ್ಯ
વિશ્લેષક,ವಿಶ್ಲೇಷಕ
વિશ્લેષણ,ವಿಶ್ಲೇಷಣೆ
વિશ્લેષણાત્મક,ವಿಶ್ಲೇಷಣಾತ್ಮಕ
બિન-બિંદુ,ಪಾಯಿಂಟ್ ಅಲ್ಲದ
વિસંગત,ಅಸಂಗತ
અને દરવાજો,ಮತ್ತು ಬಾಗಿಲು
બિન-એકોસ્ટિક,ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ
વિસંગત સ્થિતિસ્થાપકતા,ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
નિર્જળ,ಜಲರಹಿತ
કોણ,ಕೋನ
એંગસ્ટ્રોમ એકમ,ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ
કોણીય,ಕೋನೀಯ
પ્રોટ્રેક્ટર વેર્નિયર,ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್
વિવાદાસ્પદ,ವಿವಾದಾತೀತ
આદરહીન,ಗೌರವವಿಲ್ಲದ
વર્ણહીન ચુંબકીયકરણ,ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ
ઢીલું,ಆಲಸ್ಯ
anion,ಅಯಾನ್
અસમપ્રમાણ,ಅಸಮ್ಮಿತ
આઇસોટ્રોપિક,ಐಸೊಟ್ರೊಪಿಕ್
આઇસોટ્રોપિઝમ,ಐಸೊಟ್ರೋಪಿಸಮ್
કાઢી નાખવું,ಅಳಿಸುವಿಕೆ
કાવતરાખોરો,ನಿರೂಪಕ
એનોડ,ಆನೋಡ್
એનોડાઇઝેશન,ಆನೋಡೈಸೇಶನ್
અસંગત,ಅಸಮಂಜಸ
ઓપ્ટિકલ સિસ્ટમ,ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್
એન્ટેના,ಆಂಟೆನಾ
એન્ટિબેરિયન,ಆಂಟಿಬೆರಿಯನ್
વિરોધી બંધન ગુણધર્મો,ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ
કાઉન્ટર બોન્ડ,ಕೌಂಟರ್ ಬಾಂಡ್
વિપરીત શક્તિ,ಹಿಮ್ಮುಖ ಶಕ್ತಿ
ડાયમેગ્નેટિક,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್
ડાયમેગ્નેટિક સામગ્રી,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು
બળતરા વિરોધી,ವಿರೋಧಿ ಉರಿಯೂತ
એન્ટિગ્રેવિટી,ಗುರುತ್ವ ವಿರೋಧಿ
એન્ટિલામડા કણ,antilamda ಕಣ
એલેપ્ટન,ಅಲೆಲೆಪ್ಟನ್
ડાયમેગ્નેટિક,ಕಾಂತೀಯ
એન્ટિમેટર,ಆಂಟಿಮಾಟರ್
વિરોધી મિસાઇલ,ವಿರೋಧಿ ಕ್ಷಿಪಣಿ
એન્ટિન્યુટ્રોન,ಆಂಟಿನ್ಯೂಟ್ರಾನ್
ધબકતું,ಮಿಡಿಯುತ್ತಿದೆ
એન્ટિન્યુક્લિયોન,ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್
એન્ટિપાર્ટિકલ,ಪ್ರತಿಕಣ
એન્ટિપ્રોટોન,ಆಂಟಿಪ್ರೋಟಾನ್
પ્રતિબિંબ વિરોધી,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ
અસમપ્રમાણ,ಆಂಟಿಸಮ್ಮಿತೀಯ
નોન રિકરિંગ,ಮರುಕಳಿಸುವುದಿಲ್ಲ
અનાક્રોનિઝમ,ಅನಾಕ್ರೊನಿಸಮ್
છિદ્રિત સ્કેનિંગ ડિસ્ક,ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್
દ્વારક,ದ್ವಾರಕ್
"ટોચ, ટોચ, આગળ","ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ"
"સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર","ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್"
ઉદાસીન ફીત,ನಿರಾಸಕ್ತಿ ಲೇಸ್
બિન-દયનીય,ಕರುಣಾಜನಕವಲ್ಲದ
બિન-વિકલાંગતા,ಅಂಗವೈಕಲ್ಯವಲ್ಲದ
ખૂબ વર્ણહીન,ಬಹಳ ವರ್ಣರಹಿತ
"જમીન-ઊંચી, apogee","ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ"
"બિનધ્રુવીય, ગોળાકાર","ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ"
પેરાપોલરીટી,ಪರಧ್ರುವೀಯತೆ
ઉપકરણ,ಸಾಧನ
"વર્ચ્યુઅલ, વિઝ્યુઅલ","ವಾಸ್ತವ, ದೃಶ್ಯ"
દૃશ્યમાન સૂર્ય,ಗೋಚರ ಸೂರ್ಯ
દ્રશ્ય સમય,ದೃಶ್ಯ ಸಮಯ
ઉભરતો દેખાવ,ಹೊರಹೊಮ್ಮುವ ನೋಟ
અરજી,ಅಪ್ಲಿಕೇಶನ್
લાગુ પડવાની ક્ષમતા,ಅನ್ವಯಿಸುವಿಕೆ
લાગુ,ಅನ್ವಯಿಸಲಾಗಿದೆ
અવલોકનક્ષમ,ಗಮನಿಸಬಹುದಾದ
અભિગમ,ಅನುಸಂಧಾನ
"નજીક, આશરે","ಹತ್ತಿರ, ಸುಮಾರು"
અંદાજ,ಅಂದಾಜು
બાષ્પ દબાણ,ಆವಿಯ ಒತ್ತಡ
સ્વૈચ્છિક,ಸ್ವಯಂಪ್ರೇರಿತ
"આર્ક ફર્નેસ, આર્ક ફર્નેસ","ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್"
આર્કિમિડીઝનો કાયદો,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર,ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್
ચાપ દીવો,ಆರ್ಕ್ ದೀಪ
આર્ક-સ્પેક્ટ્રમ,ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್
"વિસ્તાર, વિસ્તાર","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
"પ્રાદેશિક, પ્રાદેશિક","ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ"
"હાથ, હાથ, શાખા","ತೋಳು, ತೋಳು, ಶಾಖೆ"
કલાપ્રેમી,ಹವ್ಯಾಸಿ
"એરે, એરે","ವ್ಯೂಹ, ವ್ಯೂಹ"
રીસીવર,ರಿಸೀವರ್
ઉચ્ચાર સ્પષ્ટતા,ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ
કૃત્રિમ,ಸಂಶ್ಲೇಷಿತ
કૃત્રિમ ટ્રાન્સમ્યુટેશન,ಕೃತಕ ರೂಪಾಂತರ
ચડતા,ಆರೋಹಣ
ચઢાણ,ಆರೋಹಣ
ચડવું,ಹತ್ತುವುದು
અગોલી,ಆಗೋಲಿ
એકત્રીકરણ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
નો સમૂહ,ಜೊತೆ
"એસેમ્બલીંગ, એસેમ્બલીંગ","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
"એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
ચોકસાઇ અંદાજ,ನಿಖರವಾದ ಅಂದಾಜು
ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ,ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು
"સંબંધિત, સહયોગી, જોડાણ","ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ"
સ્વર અવાજ,ಸ್ವರ ಧ್ವನಿ
સ્વચાલિત મલ્ટિવાઇબ્રેટર,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
અસ્થેનિક,ಅಸ್ತೇನಿಕ್
"ત્યાગ, અસ્પષ્ટતા","ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್"
અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ,ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
એસ્ટ્રોફિઝિક્સ,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
અવકાશયાત્રી,ಗಗನಯಾತ್ರಿ
ખગોળશાસ્ત્રી,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
આકાશી,ಆಕಾಶ
ખગોળશાસ્ત્ર,ಖಗೋಳಶಾಸ್ತ್ರ
એસ્ટ્રોફિઝિક્સ,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
અસમપ્રમાણ,ಅಸಮ್ಮಿತ
એસિમ્પટોટિક,ಲಕ್ಷಣರಹಿತ
ઉત્તેજક,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
અસુમેળ,ಅಸಮಕಾಲಿಕ
"વાતાવરણ, વાતાવરણ","ವಾತಾವರಣ, ವಾತಾವರಣ"
વાતાવરણીય,ವಾತಾವರಣದ
પવનની અશાંતિ,ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ
પરમાણુ,ಪರಮಾಣು
અણુ,ಪರಮಾಣು
પરમાણુ,ಪರಮಾಣುತ್ವ
પરમાણુ સમૂહ,ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ
અણુ સંખ્યા,ಪರಮಾಣು ಸಂಖ್ಯೆ
"પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો","ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ"
અણુ,ಪರಮಾಣು
કણ,ಕಣ
કણ,ಕಣ
એટેન્યુએશન,ಕ್ಷೀಣತೆ
"હળવું કરવું, હળવું કરવું","ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು"
વશીકરણ,ಮೋಡಿ
આકર્ષણનું બળ,ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ
શ્રાવ્યતા,ಶ್ರವ್ಯತೆ
ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
સાંભળી શકાય તેવું,ಶ್ರವ್ಯ
ઓડિયો જનરેટર,ಆಡಿಯೋ ಜನರೇಟರ್
શ્રાવ્ય ગ્રાફ,ಶ್ರವಣ ಗ್ರಾಫ್
સુનાવણી વિજ્ઞાન,ಶ್ರವಣ ವಿಜ್ಞಾನ
ઓડિયોમીટર,ಆಡಿಯೋಮೀಟರ್
શ્રાવ્ય આવર્તન ઓસિલેટર,ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ
ધ્વનિ સંકેત,ಧ್ವನಿ ಸಂಕೇತ
દ્રશ્ય-શ્રાવ્ય,ಶ್ರವ್ಯ-ದೃಶ್ಯ
"ઓડિટોરિયમ, ઓડિટોરિયમ","ಸಭಾಂಗಣ, ಸಭಾಂಗಣ"
ઓઝેડ અસર,OZ ಪರಿಣಾಮ
પ્રમોશન,ಪ್ರಚಾರ
વધારનાર,ವರ್ಧಕ
ધ્રુવીય જ્યોત,ಧ್ರುವ ಜ್ವಾಲೆ
દક્ષિણ ધ્રુવીય જ્યોત,ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ
ઉત્તર ધ્રુવીય જ્યોત,ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ
આપોઆપ ચેતવણી,ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ
ઓટો પેરેલલાઈઝર,ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ
"આપોઆપ, આપોઆપ, આપોઆપ","ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ"
"ઓટોમેશન, ઓટોમેશન","ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ"
"સહાયક, સહકારી, વધારાનું","ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ"
"અવડાવ, હિમપ્રપાત","ಅವದಾವ, ಅವಲಾಂಚೆ"
"સરેરાશ, સરેરાશ","ಅರ್ಥ, ಅರ್ಥ"
પરિવાર,ಪರಿವಾರನ್
અક્ષીય,ಅಕ್ಷೀಯ
ધરી,ಅಕ್ಷರೇಖೆ
અઝીમથ,ಅಜಿಮುತ್
અઝીમથ,ಅಜಿಮುತ್
પાછા,ಹಿಂದೆ
"પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ","ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ"
"પછાત, પછાત","ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ"
ટર્નઅરાઉન્ડ,ತಿರುವು
બેક વોલ્ટેજ પલ્સર,ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್
સંબંધ પછી,ನಂತರದ ಸಂಬಂಧ
વળતર,ಮರುಪಾವತಿ
વિરોધી વોલ્ટેજ,ವಿರೋಧಿ ವೋಲ್ಟೇಜ್
પશ્ચાદવર્તી સ્કેટરિંગ,ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ
ઇન્ટર્સ્ટિશલ તરંગ,ತೆರಪಿನ ಅಲೆ
ઇન્સ્યુલેટર,ಇನ್ಸುಲೇಟರ್
પેરાશૂટ જમ્પ,ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ
ગરમી,ಬಿಸಿ
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
બેલેન્સર,ಬ್ಯಾಲೆನ್ಸರ್
સંતુલન,ಸಮತೋಲನ
ગ્લોબ્યુલ,ಗೋಳಾಕಾರದ
"બેલિસ્ટિક, બેલિસ્ટિક","ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್"
"પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર","ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್, ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್"
મિસાઇલ,ಕ್ಷಿಪಣಿ
"બેલિસ્ટિક્સ, હથિયાર","ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
પ્રક્ષેપણ,ಪ್ರೊಜೆಕ್ಷನ್
મફત માર્ગ,ಉಚಿತ ಪಥ
"બલૂન, બલૂન","ಬಲೂನ್, ಬಲೂನ್"
બાલ્મર બંધ,ಬಾಲ್ಮರ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
