Hindi,Odiya
युग,ଆଓନ୍
इरेरियम,ଏରାରିୟମ୍ |
"आकाशी युद्ध, हवाई लड़ाई",ବାୟୁ ଯୁଦ୍ଧ |
"एटोलियन लीग, एटोलियायी संघ",ଆଟୋଲିଆନ୍ ଲିଗ୍ |
"काल, युग",ବୟସ
"काल-प्रभावन, जीर्णन",ବାର୍ଦ୍ଧକ୍ୟ (= ବାର୍ଦ୍ଧକ୍ୟ)
जीर्णन-प्रक्रिया,ବାର୍ଦ୍ଧକ୍ୟ ପ୍ରକ୍ରିୟା |
एजिलायी,ଆଗେଲାଇ |
शौर्य युग,Ival ିଭାଲିର ବୟସ |
"प्रबोध युग, ज्ञानोदय युग",ଜ୍ଞାନର ବୟସ |
पेरीक्लीज़ युग,ପେରିକଲ୍ସର ବୟସ |
तर्क प्रधान युग,କାରଣର ବୟସ |
भूमि सुधारवाद,କୃଷିବାଦ
भूमि सुधारवादी आंदोलन,କୃଷି ଆନ୍ଦୋଳନ |
एलबियन,ଆଲବିଅନ୍ |
अलबम,ଆଲବମ୍
"पौर मुख्य, विशिष्ट पौर, आल्‍डर्मन",ଆଲଡରମ୍ୟାନ୍ |
कुलांकित आयुध,ଭ୍ରାନ୍ତ ବାହୁ |
मैत्री,ବନ୍ଧୁତା
एम्फिकटिआनी परिषद,ଆମ୍ଫିକ୍ଟୋନିକ୍ ପରିଷଦ |
ऊपर देo : Amphictyonic Council,ଆମ୍ଫିକ୍ଟୋନିକ୍ ଲିଗ୍ |
"रंगवाट, रंगभूमि, अखाड़ा",ଆମ୍ଫିଥେଟର
(मृद्भांडों का) अमरीनाल वर्ग,ଅମ୍ରି ନାଲ୍ ଗୋଷ୍ଠୀ (କୁମ୍ଭାରର)
"काल-वैषम्य, काल-दोष",ଆନାକ୍ରୋନିଜିମ୍ |
काल-वैषम्ययुक्त,ଆନାକ୍ରୋନିଷ୍ଟିକ୍ |
पूर्वज,ପୂର୍ବପୁରୁଷ
पितृ-पूजा,ପୂର୍ବପୁରୁଷ ପୂଜା |
कुल-परंपरा,ପିତୃପୁରୁଷ
2. वंश,ପିତୃପୁରୁଷ
3. वंश-क्रम,ପିତୃପୁରୁଷ
4. उच्च कुल,ପିତୃପୁରୁଷ
"प्राचीन शासन-व्यवस्था, क्रांति पूर्व शासन-व्यवस्था",ପ୍ରାଚୀନ ଶାସନ
"पुरातन, प्राचीन",ପ୍ରାଚୀନ
प्राचीन गाथा,ପ୍ରାଚୀନ ବାଲାଡ୍ |
प्राचीन मत,ପ୍ରାଚୀନ ବିଶ୍ୱାସ
प्राचीन प्रथा,ପ୍ରାଚୀନ ପ୍ରଥା
प्राचीन हतिहास,ପ୍ରାଚୀନ ଇତିହାସ
प्राचीन स्मारक,ପ୍ରାଚୀନ ସ୍ମାରକୀ
उपाख्यान,ଉପନ୍ୟାସ
एन्जिलोट,ଆଞ୍ଜେଲଟ୍ |
देवदूत पूजा,ଆଞ୍ଜେଲସ୍ |
आन्जवै,ଆଞ୍ଜେଭିନ୍ (= ଆଞ୍ଜେଭିନ୍)
ऐन्गल्स,କୋଣ
आंग्लिक,ଅଙ୍ଗଲିକାନ୍ |
आंग्ल चर्च,ଅଙ୍ଗଲିକାନ୍ ଯୋଗାଯୋଗ |
आंग्ल चर्चवाद,ଅଙ୍ଗଲିକାନିଜିମ୍ |
आंग्ल विरोधी,ଆଙ୍ଗ୍ଲୋ-ଫୋବେ |
आंग्ल-दुर्भीति,ଆଙ୍ଗ୍ଲୋ-ଫୋବିୟା |
आंग्ल सैक्सन,ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସନ୍ |
आंग्ल-सैक्सनवाद,ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସୋନିଜିମ୍ |
"आख्यान-लेखक, आख्यानकार",ଆନ୍ନାଲିଷ୍ଟ |
"वर्षवृत्त, आख्यान, ख्यात",ବାର୍ଷିକ
"अधिनहन, मिला देना",ସଂଲଗ୍ନ
युद्ध पूर्व (स्थिति),ଆଣ୍ଟେ-ବେଲମ୍ |
"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण",ଆଣ୍ଟେ ତାରିଖ |
पादरी प्रथा विरोधी,ଧର୍ମ-ବିରୋଧୀ
पादरी प्रथा विरोधी विधान,ଧର୍ମ-ବିରୋଧୀ ନିୟମ
"पुरावशेष, पुरावस्तु",ପ୍ରାଚୀନତା
लगान-विरोधी,ଆଣ୍ଟି-ଭଡା
2. एन्टी रैन्ट पार्टी,ଆଣ୍ଟି-ଭଡା
"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद",ବିରୋଧୀ ଦଳ
ऐन्ज़ेक,ଅଞ୍ଜାକ |
नागरिक सभा,ଆପେଲା |
अरालू,ଅରୁଲୁ |
आर्च बिशप,ଆର୍ ବିଶପ୍ |
आर्च डची,ଆର୍ ଡୁଚି |
आर्च ड्यूक,ଆର୍ ଡ୍ୟୁକ୍ |
पुरालेख संग्रह,ଆର୍କିଫ୍ (= ଅଭିଲେଖାଗାର ସଂଗ୍ରହ)
महाधर्माध्यक्ष का पद,ଆର୍କିପିସ୍କୋପେଟ୍ |
अभिजाततंत्र,ଆଭିମୁଖ୍ୟ
अभिजात,ଆରିଷ୍ଟୋକ୍ରାଟ୍ |
अभिजातीय दंभ,ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |
अरस्तूवादी,ଆରିଷ୍ଟୋଟେଲିଆନ୍ |
आर्मेडा,ଆର୍ମଡା |
स्पेन का आर्मेडा,ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା)
कवच-विशारद,ବାହୁବଳୀ (= ବାହୁବଳୀ)
"कवच, बख्तर, वर्म",ବାହୁବଳୀ (= ବାହୁବଳୀ)
अo देo armorist,ବାହୁବଳୀ |
आर्य,ଆର୍ଯ୍ୟନ୍
2. कुलीन,ଆର୍ଯ୍ୟନ୍
अस्कारी,ଆସ୍କାରି |
"आसिग्ना, भू-प्रतिभृत मुद्रा",ନ୍ୟସ୍ତ କରନ୍ତୁ |
अभिसत्र,Assize
2. विधिपृच्छा,Assize
3. अभिसत्राधिनियम,Assize
आयुध अभिसत्राधिनियम,ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |
डारेन उपस्थापन अभिसत्राधिनियम,ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |
मृत पूर्वज अभिसत्राधिनियम,ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |
अभिनव अधिधारणोत्सादन अभिसत्राधिनियम,ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |
नृशंसता,ଅତ୍ୟାଚାର
आक्रमण,ଆକ୍ରମଣ
"सर्वोच्च न्यायालय, ऑलिक काउन्सिल",ଆୟୁଲିକ୍ ପରିଷଦ |
गेडिस समाधान,ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି)
धुरी राष्ट्र,ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍)
"बाबुल, बेबीलोन",ବାବିଲ
बेबीलोनी बंदीकरण,ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ)
बाखुसी उपासक,ବ୍ୟାଚାନାଲ ଭକ୍ତ
मद्यपानोत्सव,ବ୍ୟାଚାନାଲିଆ |
युवा योद्धा,ଅବିବାହିତ
"बगदाद अनुबंध, बगदाद पैक्ट",ବାଗଦାଦ ଚୁକ୍ତି |
बाल्कन लीग,ବାଲକାନ୍ ଲିଗ୍ |
बाल्कन अनुबंध,ବାଲକାନ୍ ଚୁକ୍ତି |
बाल्कन युद्ध,ବାଲକାନ ଯୁଦ୍ଧ |
बाल्टिक अनुबंध,ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |
दस्यु,ବୃନ୍ଦାବନ
बांडुंग सम्मेलन,ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |
"निर्वासन, देश-निकाला",ବହିଷ୍କାର |
"पताका, ध्वजा",ବ୍ୟାନର |
बर्बर,ବର୍ବର
कोट-घूँघट,ବାର୍ବିକାନ୍ |
बारदोली सत्याग्रह,ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |
बार्न बर्नस,ବାର୍ ବର୍ନର୍ସ |
"बैरन, सामंत",ବରୁଣ |
बैरोनेज,ବରୁଣ
महासामंत,ବାରୋନସ୍ ମେଜୋରସ୍ |
लघु सामंत,ବାରୋନସ୍ ମାଇନୋରସ୍ |
सामंत पत्नी,ବରୁଣେସ୍ |
उपसामंत,ବରୁଣେଟ୍ |
उपसामंत वर्ग,ବରୁଣେଟେଜ୍ |
2. बैरोनेट वंशावली,ବରୁଣେଟେଜ୍ |
उपसामंत,ବାରୋନେଟସି |
बैरोनी,ବାରୋନି |
दास बंदीगृह,ବାରାକୁନ୍ |
2. दास-गृह,ବାରାକୁନ୍ |
अवरोध,ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
2. घिराव,ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
3. मोचबिंदी,ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
आधार शिबिर,ବେସ୍ କ୍ୟାମ୍ପ୍ |
वैसिलिका,ବେସିଲିକା |
2. सभा भवन,ବେସିଲିକା |
बैस्टील,ବସ୍ତିଲା |
बैस्टील,ବସ୍ତିଲ୍ |
2. कारागार,ବସ୍ତିଲ୍ |
तोपखाना,ବ୍ୟାଟେରୀ
"रण, समर, युद्ध",ଯୁଦ୍ଧ
रण-व्यूह,ବଟଲ୍-ଆରେ |
युद्ध-घोष,ଯୁଦ୍ଧ କାନ୍ଦ |
युद्ध कोलाहल,ଯୁଦ୍ଧ ଡିନ |
"रण भूमि, रण क्षेत्र, समरांगण",ଯୁଦ୍ଧ କ୍ଷେତ୍ର |
युद्ध-गान,ଯୁଦ୍ଧ ଭଜନ
एड़-युद्ध,ସ୍ପର୍ସର ଯୁଦ୍ଧ |
ध्वज-संग्राम,ମାନାଙ୍କ ଯୁଦ୍ଧ |
"रणपोत, जंगी जहाज़, संगरपोत",ଯୁଦ୍ଧ ଜାହାଜ |
"संगरपोत शक्ति, रणपोत-शक्ति",ଯୁଦ୍ଧ-ଶକ୍ତି |
बेयू चित्रपट,ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |
संकेत प्रकाश,ବିକନ୍ |
प्रकाश स्तंभ,ବିକନ୍ ଟାୱାର୍ |
मुखरक्षी,ବିଭର୍ |
2. बीवर सिक्का,ବିଭର୍ |
समुद्री बैगर,ସମୁଦ୍ରର ଭିକାରୀ |
युयुत्यु,ବେଲିକୋଜ୍ |
2. लड़ाकू,ବେଲିକୋଜ୍ |
3. युद्धप्रिय,ବେଲିକୋଜ୍ |
"युयुत्सा, युद्धप्रियता, लड़ाकूपन",ବେଲିକୋସିଟି |
बेलोना,ବେଲୋନା |
"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति",ଉପକାର
पादरी-सुविधा,ପାଦ୍ରୀମାନଙ୍କର ଲାଭ
बेनीलक्स,ବେନେଲକ୍ସ |
"बर्लिन डिकी, बर्लिन निषेध",ବର୍ଲିନ୍ ଆଦେଶ |
"जुझारू योद्धा, नार्सी योद्धा",ବର୍ସରକର |
बजांत,ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ)
बैथेल,ବ Bethel ଥେଲ୍ |
ग्रंथ-पूजक,Bibliolater
ग्रंथपूजन,ଗ୍ରନ୍ଥସମୂହ
बिग बर्था,ବିଗ୍ ବର୍ଥା |
धर्मांध,ବିଗଟ୍ |
वासादेश,ବିଲିଂ
बिल ऑफ अटेन्डर,ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |
अधिकार-पत्र,ଅଧିକାର ବିଲ୍ |
"जीवनीकार, चरित लेखक",ଜୀବନୀ
जातक कथाएँ,ଜନ୍ମ କାହାଣୀ |
पड़ाव,ବିଭିଆକ୍ |
2. रण-शिविर,ବିଭିଆକ୍ |
3. सैनिक पहरा,ବିଭିଆକ୍ |
बाइज़ोनिया,ବିଜୋନିଆ |
अवैध दास आयात,କଳା ପକ୍ଷୀ
काला झंडा,କଳା ପତାକା
काल-कोठरी,ବ୍ଲାକ୍ ହୋଲ୍ |
2. ब्लैक होल,ବ୍ଲାକ୍ ହୋଲ୍ |
"गद्दार, द्रोही",କଳା ଗୋଡ (= ସ୍କାବ)
"ब्लैक शर्ट, काली कुर्ती दल",କଳା ସାର୍ଟ |
कुल चिह्र,ବ୍ଲାଜନ୍
2. कुल चिह्र अंकन,ବ୍ଲାଜନ୍
कुल-चिह्रांकन कला,ବ୍ଲାଜୋନ୍ରି |
2. कलात्मक प्रदर्शन,ବ୍ଲାଜୋନ୍ରି |
"तड़ित युद्ध, तूफानी हमला",ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |
"गौरवमय क्रांति, रक्तहीन क्रांति",ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ)
"रक्तपात देय, खून की कीमत, रक्तपात दण्ड",ରକ୍ତଚାପ
खूनी मेरी (सन् - ईo),ରକ୍ତାକ୍ତ ମରିୟମ |
ब्लू,ନୀଳ
"आभिजात्य, कुलीनता",ନୀଳ ରକ୍ତ
"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक",ନୀଳ ପୁସ୍ତକ |
"नीला फीता, ब्लू रिबन",ନୀଳ ରିବନ୍ |
2. सर्वोच्च सम्मान,ନୀଳ ରିବନ୍ |
राजकीय रक्षक,ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ)
नीली कुर्ती दल (इटली),ନୀଳ ସାର୍ଟ |
नौसेना समर्थक,ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |
"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल",ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |
"वर्म, जिरह-बख्तर",ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |
बूर,ବୋଇର୍
लूट का माल,ବୁଟି
बरो,ବୋରୱୋ |
सीनेट सदन,ବୁଲୁଟେରିଅନ୍ |
बूर्बा,ବୋର୍ବନ୍ |
बॉक्सर विद्रोह,ବକ୍ସର ବିଦ୍ରୋହ |
भुज कवच,ବନ୍ଧନୀ
बाहु पट्टिका,ପିତ୍ତଳ |
"2. भुज बंध, भुज कवच",ପିତ୍ତଳ |
बहुधान्यक प्रदेश,ରୁଟି କଲୋନୀ |
"वक्षस्त्राण, उरस्ताण",ସ୍ତନ ପ୍ଲେଟ୍ |
आवक्ष भित्ति,ସ୍ତନ କାମ
"ब्रेटवाल्डा, ब्रिटनों का अधिपति",ବ୍ରେଟୱାଲଡା |
बटमार,ବ୍ରିଗାଣ୍ଡ୍ |
"बटमारी, लुंठन, राहजनी",ବ୍ରିଗେଣ୍ଡେଜ୍
"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल",ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |
"ब्राउन शर्ट्स, भूरी कुर्ती दल",ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି)
ब्रुसेल्स संधि संगठन,ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍)
महिष चर्म,ବଫ୍ |
2. लघु कोट,ବଫ୍ |
बफ़-कोट,ବଫ୍-କୋଟ୍ |
बफ़-रेज़िमेंट,ବଫସ୍ |
ब्यूल,ବୁଲେ (= ପରିଷଦ)
पट्टेदारी,ବନ୍ଧକ
पौर प्रतिनिधि,ବରଗଡ |
बाईजेन्टिनी,ବାଇଜାଣ୍ଟାଇନ
बाइजेन्टिनी गिरजाघर,ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ
बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य,ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |
बाइजेन्टिनी संवत्,ବାଇଜାଣ୍ଟାଇନ ଯୁଗ
बाइजेन्टिनी इतिहासकार,ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |
"काबेल, षडयंत्रकारियों का गुट",କ୍ୟାବଲ୍ |
सीज़रतंत्र,କେଜରିଜିମ୍ |
खलीफ़ा,ଖଲିଫ୍ |
"खुशनवीस, सुलेखक",କଲିଗ୍ରାଫର୍ |
सुलेख-विशारद,କଲିଗ୍ରାଫିଷ୍ଟ |
सुलेख,କାଲିଗ୍ରାଫି |
कैल्ट्रॉप,କାଲ୍ଟ୍ରପ୍ |
सौहार्द,କାମାଡେରି |
लघु कक्ष,କାମାରିଲା |
2. षाड्यंत्रिक,କାମାରିଲା |
(पोप का) मुकुट,କାମେଲାକମ୍ |
"छद्मावरण, छद्म गोपन",କାମୁଫ୍ଲେଜ୍ |
अभियान,ଅଭିଯାନ |
लश्करी; शिविरानुचर,କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |
गिरजा क़ब्रिस्तान,କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |
कैंपस मारशियस,କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍
"कान्फोरा, डलियावाली",କାନେଫୋରା |
कैंग; काष्ठबंध,କଙ୍ଗୁ
गोलाबारी,କାନନେଡ୍ |
"युद्ध-बलि, तोपचारा",ତୋପ ଖାଇବା |
धर्म-सूत्र,କାନନ୍ |
"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम",କାନନ୍ ନିୟମ |
"कैनोपेस आज्ञप्ति, कैनोपस डिक्री",କାନୋପସ୍ ଆଦେଶ |
"चिह्रित शस्त्र, चिह्रित आयुध",ବାହୁବଳୀ
बंदी,ବନ୍ଦୀ
बंदीकर्त्ता,କ୍ୟାପ୍ଟର
कार्डिनल,କାର୍ଡିନାଲ୍ |
कार्ल,କାର୍ଲ |
कैरोलिन्जी राजवंश,କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |
कारथूसी संप्रदाय,କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |
कारथूसी मठ,କାର୍ଟୋସା |
"किलेदार, कोटपाल",କାଷ୍ଟେଲିଆନ୍ |
2. केस्टेलन,କାଷ୍ଟେଲିଆନ୍ |
वर्ण-व्यवस्था,ଜାତି ପ୍ରଣାଳୀ |
() दुर्ग,ଦୁର୍ଗ
(2) गढ़ी,ଦୁର୍ଗ
दुर्ग-नगर,ଦୁର୍ଗ ସହର
कैस्ट्रा,କାଷ୍ଟ୍ରା |
2. रोमन शिविर,କାଷ୍ଟ୍ରା |
पादरी का सिंहासन,କ୍ୟାଥେଡ୍ରା |
मुख्य गिरजाघर,କ୍ୟାଥେଡ୍ରାଲ୍ |
केटो स्ट्रीट षडयंत्र,କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |
कॉडिलो,କାଉଡିଲୋ |
() कैवेलियर,କାଭାଲିଅର୍ |
(2) घुड़सवार,କାଭାଲିଅର୍ |
कैवेलियर पार्लियामेंट,କାଭାଲିଅର୍ ସଂସଦ |
"पक्ष-त्यागी गुट, आडुलम गुट",ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |
"गुहा-चित्रकारी, गुहा-चित्रण",ଗୁମ୍ଫା ଚିତ୍ର
2. गुहा-चित्र,ଗୁମ୍ଫା ଚିତ୍ର
सेन्टुमविर,Centumvir
सेंचुरियन,ସେଞ୍ଚୁରିଅନ୍ |
"शताब्दी, सदी, शती",ଶତାବ୍ଦୀ
"जिरह-बख्तर, श्रृंखला-कवच",ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍)
"समर्पित मंदिर, समर्पित पूजागृह",ଚାନ୍ଟ୍ରି |
2. समर्पित धर्मदास,ଚାନ୍ଟ୍ରି |
चैप पुस्तिका,ଅଧ୍ୟାୟ ପୁସ୍ତକ
"धर्माधिकारी, चैपलिन",ଚାପଲେନ୍ |
पादरी मंडल,ଅଧ୍ୟାୟ
सांयोगिक दुर्घटनाएँ,ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |
कीतिंचिह्र,ଚାର୍ଜ
"कार्यदूत, दूत-कार्यकारी",ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |
विदाई परामर्श,ଚାର୍ଜ ବିଭାଜନ |
युद्धाश्व,ଚାର୍ଜର
विजय रथ,ରଥ
रथारोही,ରଥ
2. रथी,ରଥ
3. सारथी,ରଥ
"अन्नसत्र, लंगर",ଚାରିଟି ରୋଷେଇ ଘର |
"अधिकार-पत्र, चार्टर",ଚାର୍ଟର୍
चार्टिस्ट आंदोलन,ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍)
"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ",ଚାର୍ଟୋଫିଲାସିୟମ୍ |
"सामंत गढ़ी, शातो",Chateau |
पड़ताल चौकी,ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |
रासायनिक युद्ध,ରାସାୟନିକ ଯୁଦ୍ଧ |
दुर्ग-नगर,ଚେଷ୍ଟର୍ |
सरदार,ମୁଖ୍ୟ
सरदार,ମୁଖିଆ
2. सामंत,ମୁଖିଆ
3. राजा,ମୁଖିଆ
"जालांशुक, जालीदार कपड़ा, शिफान",ଚିଫନ୍ |
शौर्य,ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |
यहूदी लोग,ମନୋନୀତ ଲୋକ
दिव्यवाणी कक्ष प्रवचन कक्ष,କ୍ରିସମୋଗ୍ରାଫିନ୍ |
ईसाई जगत,ଖ୍ରୀଷ୍ଟଧର୍ମ
ईसवी काल,ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |
ईसाई समाजवाद,ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |
इतिवृत्त,ଇତିହାସ
इतिवृत्तकार,କ୍ରୋନିକଲର୍
स्वर्ण-भूमि,କ୍ରିସ୍ ଚେରସୋନିସ୍ |
रत्न-कक्ष,ସିମେଲିୟମ୍ |
सोलहवीं शती की शैली,ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |
परिनौचालन,ସର୍କୁନାଭିଗେସନ୍ |
सिस्तर्शी साधु,ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |
"दुर्ग, गढ़ी",ସୀତା
() प्रशस्ति,ଉଦ୍ଧୃତ
(2) उपस्थिति सूचना,ଉଦ୍ଧୃତ
सविनय अवज्ञा (आन्दोलन),ନାଗରିକ ଅବମାନନା |
गृह-युद्ध,ଗୃହଯୁଦ୍ଧ |
रोमन नागरिक,ସିଭିସ୍ ରୋମାନସ୍ |
"कलासिकी युग, श्रेण्य युग",ଶାସ୍ତ୍ରୀୟ ବୟସ |
बटमार,କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ)
"पादरीवाद, पुरोहितवाद",ଧର୍ମ ଧର୍ମ
"भूग्राही, क्लेरुक",କ୍ଲାରଚ
क्लूनी आंदोलन,କ୍ଲୁନିୟକ୍ ଗତିବିଧି |
"कवच, जिरह-बख्तर",କୋଟ ବାହୁ
कुलांक,କୋଟ୍
2. आयुधांक,କୋଟ୍
3. अस्त्र-ध्वजादि-चित्रण,କୋଟ୍
"कवच, जिरह-बख्तर, अंगत्राण",କୋଟ୍ ମେଲ୍ |
कोहॉर्ट,କୋହର୍ଟ |
कोमिशिया,Comitia
कोमिशिया सेंतुरियाता,Comitia Centuriata
कोमिशिया क्यूरिआता,Comitia Curiata
कोमिशिया ट्रिब्यूता,Comitia Tributa
स्मारक तोरण,ସ୍ମରଣୀୟ ଆର୍
स्मारक सिक्का,ସ୍ମରଣୀୟ ମୁଦ୍ରା
स्मारक मुहर,ସ୍ମରଣୀୟ ସିଲ୍ |
सार्वजनिक भूमि,ସାଧାରଣ କ୍ଷେତ୍ର |
कम्यूनार्ड,କମ୍ୟୁନାର୍ଡ |
समझौता,କନକର୍ଡେଟ୍ |
2. धर्म-संधि,କନକର୍ଡେଟ୍ |
कंदोत्यर,କଣ୍ଡୋଟିଅର୍ |
"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि",ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |
संघर्ष,ଦ୍ୱନ୍ଦ୍ୱ |
धर्म-संगति,ମଣ୍ଡଳୀ
विजेता राज्य,ରାଜ୍ୟ ଜିତିବା |
विजेता,ଜୟ
"वर्षक वीर, अत्याचारी विजेता",କନକ୍ୟୁଷ୍ଟାଡର୍ |
राजपरिषद्,କନସିଲିୟମ୍ |
"चर्च न्यायालय, काँसिस्टरी",ସ୍ଥିର
षड़यन्त्र,ଷଡଯନ୍ତ୍ର
2. साजिश,ଷଡଯନ୍ତ୍ର
कांसुली शासन,କନସୁଲେଟ୍ |
परामर्श-पुस्तिका,କନସୁଲେସନ୍ ବୁକ୍ |
महाद्वीपीय व्यवस्था,କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |
अनधिकृत आहूत पार्लियामेंट,ସମ୍ମିଳନୀ ସଂସଦ |
कापरहेड्स,କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ)
