Malayalam,Punjabi
പ്രവേശനം,ਪਹੁੰਚ
ആക്സസ് കൺട്രോൾ ബൈറ്റ്,ਐਕਸੈਸ ਕੰਟਰੋਲ ਬਾਈਟ
പ്രവേശന സൂചിക,ਐਕਸੈਸ ਇੰਡੈਕਸ
ആക്സസ് കീ,ਪਹੁੰਚ ਕੁੰਜੀ
ആക്സസ് മാട്രിക്സ്,ਐਕਸੈਸ ਮੈਟ੍ਰਿਕਸ
ആക്സസ് മോഡ്,ਪਹੁੰਚ ਮੋਡ
ആക്സസ് പ്രിവിലേജ്,ਪਹੁੰਚ ਵਿਸ਼ੇਸ਼ਤਾ
ആക്സസ് സുരക്ഷ,ਸੁਰੱਖਿਆ ਤੱਕ ਪਹੁੰਚ
ആക്സസ് സെർവർ,ਪਹੁੰਚ ਸਰਵਰ
പ്രവേശന സമയം,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
അംഗീകാരം,ਮਾਨਤਾ
ശബ്ദശാസ്ത്രം,ਧੁਨੀ ਵਿਗਿਆਨ
സംക്ഷേപം,ਸੰਖੇਪ ਸ਼ਬਦ
പ്രവർത്തന സന്ദേശം,ਕਾਰਵਾਈ ਸੁਨੇਹਾ
സജീവമാക്കൽ,ਸਰਗਰਮੀ
സജീവ സെർവർ പേജ് (ASP),ਐਕਟਿਵ ਸਰਵਰ ਪੇਜ (ਏਐਸਪੀ)
സജീവ പതിപ്പ്,ਕਿਰਿਆਸ਼ੀਲ ਸੰਸਕਰਣ
അസൈക്ലിക്,acyclic
അസൈക്ലിക് ഗ്രാഫ്,acyclic ਗ੍ਰਾਫ਼
അഡാ ഭാഷ,ਅਦਾ ਭਾਸ਼ਾ
അഡാപ്റ്റർ,ਅਡਾਪਟਰ
ചേർക്കുക,ਸ਼ਾਮਲ ਕਰੋ
ഫയൽ ചേർക്കുക,ਫਾਇਲ ਸ਼ਾਮਿਲ ਕਰੋ
പ്രവർത്തനം ചേർക്കുക,ਕਾਰਵਾਈ ਸ਼ਾਮਲ ਕਰੋ
ചേർക്കുന്നയാൾ,ਜੋੜਨ ਵਾਲਾ
വിലാസം,ਪਤਾ
വിലാസം ബസ്,ਪਤਾ ਬੱਸ
വിലാസ ഫയൽ,ਐਡਰੈੱਸ ਫਾਈਲ
വിലാസ ഫോർമാറ്റ്,ਪਤਾ ਫਾਰਮੈਟ
വിലാസ ജനറേറ്റർ,ਪਤਾ ਜਨਰੇਟਰ
വിലാസ ലൈൻ,ਐਡਰੈੱਸ ਲਾਈਨ
വിലാസ മാപ്പിംഗ്,ਪਤਾ ਮੈਪਿੰਗ
വിലാസ സൂചിക,ਪਤਾ ਸੰਕੇਤਕ
വിലാസ രജിസ്റ്റർ,ਪਤਾ ਰਜਿਸਟਰ
വിലാസം റെസലൂഷൻ,ਪਤਾ ਹੱਲ
വിലാസ വിവർത്തനം,ਪਤਾ ਅਨੁਵਾਦ
അഭിസംബോധന ചെയ്ത മെമ്മറി,ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ
അഭിസംബോധന,ਸੰਬੋਧਨ
പര്യാപ്തത മാനദണ്ഡം,ਅਨੁਕੂਲਤਾ ਦੇ ਮਾਪਦੰਡ
അനുബന്ധം,adjoint
ഭരണകൂടം,ਪ੍ਰਸ਼ਾਸਨ
കാര്യനിർവാഹകൻ,ਪ੍ਰਬੰਧਕ
അഡോബ് അക്രോബാറ്റ്,ਅਡੋਬ ਐਕਰੋਬੈਟ
അഡോബ് ഫോട്ടോഷോപ്പ്,ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ
അഡ്വാൻസ് ബിസിനസ് ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് (ABAP),ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP)
വിപുലമായ ഡാറ്റ,ਉੱਨਤ ਡਾਟਾ
വിപുലമായ വിവര സംവിധാനം,ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
നൂതന സാങ്കേതികവിദ്യ (AT),ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.)
ഏജന്റ്,ਏਜੰਟ
സമാഹരണം,ਏਕੀਕਰਨ
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ
ആൽഡസ് പേജ് മേക്കർ,aldus ਪੇਜ ਮੇਕਰ
മുന്നറിയിപ്പ് ബോക്സ്,ਚੇਤਾਵਨੀ ਬਾਕਸ
ആൽഗോൾ,ਐਲਗੋਲ
അൽഗോരിതം,ਐਲਗੋਰਿਦਮ
അൽഗോരിതം വിശകലനം,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
അൽഗോരിതം കാര്യക്ഷമത,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
അപരനാമം,ਉਪਨਾਮ
വിന്യാസം,ਅਲਾਈਨਮੈਂਟ
വിഹിതം,ਵੰਡ
അക്ഷരമാലാക്രമം,ਵਰਣਮਾਲਾ
ആൽഫാന്യൂമെറിക്,ਅੱਖਰ ਅੰਕੀ
ആൽഫാന്യൂമെറിക് കീ ബോർഡ്,ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ
ആൽഫ-ടെസ്റ്റ്,ਅਲਫ਼ਾ-ਟੈਸਟ
ആൽഫ പതിപ്പ്,ਅਲਫ਼ਾ-ਵਰਜਨ
alt കീ,alt ਕੁੰਜੀ
അൾട്ടാവിസ്റ്റ,altavista
അവ്യക്തത,ਅਸਪਸ਼ਟਤਾ
അവ്യക്തമായ വ്യാകരണം,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII),ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII)
അനലോഗ്,ਐਨਾਲਾਗ
അനലോഗ് കമ്പ്യൂട്ടർ,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
അനലോഗ് ഉപകരണം,ਐਨਾਲਾਗ ਜੰਤਰ
അനലോഗ് മോഡം,ਐਨਾਲਾਗ ਮਾਡਮ
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC),ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC)
ഒപ്പം,ਅਤੇ
കൂടാതെ സർക്യൂട്ട്,ਅਤੇ ਸਰਕਟ
ഒപ്പം ഗേറ്റും,ਅਤੇ ਗੇਟ
കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ),ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ)
ആനിമേഷൻ,ਐਨੀਮੇਸ਼ਨ
വ്യാഖ്യാനം,ਐਨੋਟੇਸ਼ਨ
അപാകത,ਅਸੰਗਤਤਾ
മുൻഗാമി,ਪੂਰਵ
മുൻകൂർ പേജിംഗ്,ਅਗਾਊਂ ਪੇਜਿੰਗ
വിരുദ്ധ സമമിതി,ਵਿਰੋਧੀ ਸਮਰੂਪ
ആന്റിവൈറസ് പ്രോഗ്രാം,ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ
ആപ്ലെറ്റ്,ਐਪਲਿਟ
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API),ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
ബാധകമായ ഭാഷ,ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ
ഏകദേശ സിദ്ധാന്തം,ਅਨੁਮਾਨ ਥਿਊਰੀ
വാസ്തുവിദ്യ,ਆਰਕੀਟੈਕਚਰ
ഏരിയ കൈമാറ്റം,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
വാദം,ਦਲੀਲ
"ഗണിത, യുക്തി യൂണിറ്റ്",ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ
ഗണിത പരിശോധന,ਹਿਸਾਬ ਦੀ ਜਾਂਚ
ഗണിത സ്ഥിരാങ്കം,ਅੰਕਿਤ ਸਥਿਰ
ഗണിത ഡാറ്റ,ਅੰਕਿਤ ਡੇਟਾ
ഗണിത നിർദ്ദേശം,ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ
ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU),ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU)
അർപാനെറ്റ്,ਅਰਪਨੇਟ
അറേ,ਐਰੇ
അറേ കാഷെ,ਐਰੇ ਕੈਸ਼
അറേ കമ്പ്യൂട്ടർ,ਐਰੇ ਕੰਪਿਊਟਰ
അറേ ഘടകം,ਐਰੇ ਤੱਤ
അറേ പേര്,ਐਰੇ ਨਾਮ
അറേ പ്രോസസർ,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
അമ്പടയാള കീകൾ,ਤੀਰ ਕੁੰਜੀਆਂ
ഉച്ചാരണം,ਉਚਾਰਨ
ആർട്ടിക്കുലേഷൻ പോയിന്റ്,ਬਿਆਨ ਬਿੰਦੂ
കൃത്രിമ കോംപാക്ഷൻ,ਨਕਲੀ ਸੰਕੁਚਿਤ
കൃത്രിമ നിയന്ത്രണം,ਨਕਲੀ ਕੰਟਰੋਲ
നിർമ്മിത ബുദ്ധി,ਬਣਾਵਟੀ ਗਿਆਨ
ആരോഹണം,ਚੜ੍ਹਦਾ
ആരോഹണ തരം,ਵਧਦੀ ਲੜੀ
ASCII ബെറ്റിക്കൽ ഓർഡർ,ASCII ਬੇਟਿਕਲ ਆਰਡਰ
ASCII നിയന്ത്രണ പ്രതീകം,ASCII ਕੰਟਰੋਲ ਅੱਖਰ
ASCII ഫയൽ,ASCII ਫਾਈਲ
ASCII ഫോണ്ട്,ASCII ਫੌਂਟ
ASCII കൈമാറ്റം,ASCII ਟ੍ਰਾਂਸਫਰ
വീക്ഷണാനുപാതം,ਆਕਾਰ ਅਨੁਪਾਤ
എ.എസ്.പി.ഐ,ਏ.ਐਸ.ਪੀ.ਆਈ
ASR ടൈമർ,ASR ਟਾਈਮਰ
കൂട്ടിച്ചേർക്കുക,ਇਕੱਠਾ ਕਰਨਾ
അസംബ്ലർ,ਅਸੈਂਬਲਰ
അസംബ്ലി,ਅਸੈਂਬਲੀ
അസംബ്ലി ഭാഷ,ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ
അവകാശവാദം,ਦਾਅਵਾ
നിയമനം,ਅਸਾਈਨਮੈਂਟ
അസോസിയേഷൻ,ਐਸੋਸੀਏਸ਼ਨ
അനുബന്ധ വിലാസം,ਸਹਿਯੋਗੀ ਪਤਾ
അനുബന്ധ മെമ്മറി,ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ
ആസ്റ്ററിക്,ਤਾਰਾ
അസമമായ,ਅਸਮਿਤ
അസമന്വിത,ਅਸਿੰਕ੍ਰੋਨਸ
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
അസമന്വിത കൈമാറ്റം,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
ആറ്റം,ਪਰਮਾਣੂ
അറ്റാച്ചുചെയ്ത പ്രമാണം,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
അറ്റാച്ചുചെയ്ത ഫയൽ,ਨੱਥੀ ਫ਼ਾਈਲ
ബന്ധം,ਲਗਾਵ
ആട്രിബ്യൂട്ട്,ਵਿਸ਼ੇਸ਼ਤਾ
ഓഡിയോ,ਆਡੀਓ
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ
ഓഡിറ്റ് ട്രയൽ,ਆਡਿਟ ਟ੍ਰੇਲ
വർദ്ധിപ്പിക്കൽ,ਵਾਧਾ
പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
എഴുത്ത് സംവിധാനം,ਲੇਖਕ ਪ੍ਰਣਾਲੀ
അംഗീകാരം,ਅਧਿਕਾਰ
യാന്ത്രിക സംഗ്രഹം,ਆਟੋ ਐਬਸਟਰੈਕਟ
ഓട്ടോബൂട്ടിംഗ്,ਆਟੋਬੂਟਿੰਗ
ഓട്ടോകാഡ്,ਆਟੋਕੈਡ
ഓട്ടോലോഗ് ഓൺ,ਆਟੋਲੌਗ ਚਾਲੂ
ഓട്ടോമാറ്റ,ਆਟੋਮੇਟਾ
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
യാന്ത്രിക പിശക് തിരുത്തൽ,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
യാന്ത്രിക പ്രവർത്തനം,ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ
ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്,ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ
ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ,ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ
യാന്ത്രിക ദിനചര്യ,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം),ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM)
ഓട്ടോമേഷൻ,ਆਟੋਮੇਸ਼ਨ
ഓട്ടോപ്ലേ,ਸਵੈ ਚਾਲ
സ്വയം സംരക്ഷിക്കുക,ਸਵੈ-ਸੰਭਾਲ
സഹായകമായ,ਸਹਾਇਕ
സഹായ മെമ്മറി,ਸਹਾਇਕ ਮੈਮੋਰੀ
സഹായ സംഭരണം,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
ലഭ്യമായ പട്ടിക,ਉਪਲਬਧ ਸੂਚੀ
ലഭ്യമായ സമയം,ਉਪਲਬਧ ਸਮਾਂ
ശരാശരി,ਔਸਤ
awk (ഭാഷ),awk (ਭਾਸ਼ਾ)
പിൻഭാഗം,ਬੈਕਐਂਡ
ബാക്കെൻഡ് പ്രോസസർ,ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ
ബാക്ക്ഫേസ് നീക്കം,ਬੈਕਫੇਸ ਹਟਾਉਣਾ
പശ്ചാത്തല പ്രോസസ്സിംഗ്,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
ബാക്കിംഗ് സ്റ്റോർ,ਬੈਕਿੰਗ ਸਟੋਰ
ബാക്ക്പാച്ചിംഗ്,ਬੈਕਪੈਚਿੰਗ
ബാക്ക്സ്പേസ്,ਬੈਕਸਪੇਸ
ബാക്ക്ട്രാക്കിംഗ്,ਬੈਕਟਰੈਕਿੰਗ
ബാക്ക്-അപ്പ്,ਬੈਕ-ਅੱਪ
ബാക്കപ്പ് മെമ്മറി,ਬੈਕਅੱਪ ਮੈਮੋਰੀ
പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ,ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ
ബാലൻസ് ഷീറ്റ്,ਸੰਤੁਲਨ ਸ਼ੀਟ
ബാൻഡ്,ਜਥਾ
ബാൻഡ് വീതി,ਬੈਂਡ ਚੌੜਾਈ
ബാങ്കറുടെ അൽഗോരിതം,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
ബാർ കോഡ്,ਬਾਰ ਕੋਡ
ബാർ കോഡ് സ്കാനർ,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
ബാർ ഗ്രാഫ്,ਬਾਰ ਗ੍ਰਾਫ
അടിസ്ഥാന വിലാസം,ਅਧਾਰ ਪਤਾ
അടിസ്ഥാന ബാൻഡ്,ਅਧਾਰ ਬੈਂਡ
അടിസ്ഥാന നമ്പർ,ਅਧਾਰ ਨੰਬਰ
അടിസ്ഥാന പട്ടിക,ਅਧਾਰ ਸਾਰਣੀ
അടിസ്ഥാനം,ਬੇਸਿਕ
അടിസ്ഥാന നിയന്ത്രണം,ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ
അടിസ്ഥാന ഇൻപുട്ട്,ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ
അടിസ്ഥാന നിർദ്ദേശം,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
അടിസ്ഥാന ഔട്ട്പുട്ട്,ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ
അടിസ്ഥാന ഘട്ടം,ਬੁਨਿਆਦੀ ਕਦਮ
ബാച്ച്,ਬੈਚ
ബാച്ച് ഫയൽ,ਬੈਚ ਫਾਈਲ
ബാച്ച് സ്ഥാനം,ਬੈਚ ਸਥਿਤੀ
ബാച്ച് പ്രോസസ്സിംഗ്,ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
ബാച്ച് സിസ്റ്റം,ਬੈਚ ਸਿਸਟਮ
ബൗഡ്,ਬੌਡ
ബാഡ് നിരക്ക്,ਬੌਡ ਦਰ
ബീം,ਬੀਮ
ബെഞ്ച്മാർക്ക്,ਬੇਂਚਮਾਰਕ
ദ്വിദിശ ആശയവിനിമയം,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
ദ്വിദിശ ലിങ്ക്,ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ
ബൈനറി കോഡ്,ਬਾਈਨਰੀ ਕੋਡ
ബൈനറി അക്കം,ਬਾਈਨਰੀ ਅੰਕ
ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS),ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
ബൈനറി നമ്പർ,ਬਾਈਨਰੀ ਨੰਬਰ
ബൈനറി ഓപ്പറേറ്റർ,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
ബൈനറി ബന്ധം,ਬਾਈਨਰੀ ਸਬੰਧ
ബൈനറി തിരയൽ,ਬਾਈਨਰੀ ਖੋਜ
ബൈനറി സെർച്ച് ട്രീ (BST),ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST)
ബൈനറി കൈമാറ്റം,ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ
ബൈനറി മരം,ਬਾਈਨਰੀ ਰੁੱਖ
ബൈപോളാർ മെമ്മറി,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
ജനന മരണ മാതൃക,ਜਨਮ ਮੌਤ ਮਾਡਲ
ജനന മരണ പ്രക്രിയ,ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
ബിറ്റ്,ਬਿੱਟ
ചെറിയ തെറ്റ്,ਬਿੱਟ ਨੁਕਸ
ബിറ്റ് മാപ്പ്,ਬਿੱਟ ਨਕਸ਼ਾ
ബിറ്റ് മാപ്പ് പിക്സൽ (BMP),ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP)
ബിറ്റ് മാട്രിക്സ്,ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ
ബിറ്റ് പാറ്റേൺ,ਬਿੱਟ ਪੈਟਰਨ
ബിറ്റ് സ്ഥാനം,ਬਿੱਟ ਸਥਿਤੀ
ബിറ്റ് നിരക്ക്,ਬਿੱਟ ਰੇਟ
ബ്ലാക്ക് ബോക്സ് പരിശോധന,ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ
മിന്നിമറയുന്നു,ਝਪਕਣਾ
തടയുക,ਬਲਾਕ
കാഷെ തടയുക,ਬਲਾਕ ਕੈਸ਼
ബ്ലോക്ക് ചെക്ക്,ਬਲਾਕ ਚੈੱਕ
ബ്ലോക്ക് കോപ്പി,ਬਲਾਕ ਕਾਪੀ
ബ്ലോക്ക് ഡയഗ്രം,ਬਲਾਕ ਚਿੱਤਰ
തടയൽ ശൃംഖല,ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ
ബോർഡ്,ਫੱਟੀ
ബുക്ക് മാർക്ക്,ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ
ബൂലിയൻ ബീജഗണിതം,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
ബൂളിയൻ ബന്ധം,ਬੂਲੀਅਨ ਸਬੰਧ
ബൂട്ട് പാർട്ടീഷൻ,ਬੂਟ ਭਾਗ
ബൂട്ട് സ്ട്രാപ്പിംഗ്,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ,ਬੂਟ-ਸਟੈਪ ਲੋਡਰ
പാലം,ਪੁਲ
ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്,ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ
പ്രക്ഷേപണം,ਪ੍ਰਸਾਰਣ
പ്രക്ഷേപണം റേഡിയോ,ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ
ബ്രൗസ് ചെയ്യുക,ਬਰਾਊਜ਼ ਕਰੋ
ബ്രൗസർ,ਬਰਾਊਜ਼ਰ
ബി-ട്രീ,ਬੀ-ਰੁੱਖ
ബബിൾ മെമ്മറി,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
ബബിൾ അടുക്കുക,ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ
ബക്കറ്റ്,ਬਾਲਟੀ
ബഡ്ഡി സിസ്റ്റം,ਦੋਸਤ ਸਿਸਟਮ
ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം,ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ
ബഫർ,ਬਫਰ
ബഗ്,ਬੱਗ
ബസ്,ਬੱਸ
ബൈറ്റ്,ਬਾਈਟ
ബൈറ്റ് കോഡ്,ਬਾਈਟ ਕੋਡ
സി,c
C++,C++
കാഷെ,ਕੈਸ਼
കാഷെ ബഫർ,ਕੈਸ਼ ਬਫਰ
കാഷെ മെമ്മറി,ਕੈਸ਼ ਮੈਮੋਰੀ
കണക്കുകൂട്ടല്,ਗਣਨਾ
കാൽക്കുലേറ്റർ,ਕੈਲਕੁਲੇਟਰ
കാൽക്കുലേറ്റർ ചിപ്പ്,ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ
വിളി,ਕਾਲ ਕਰੋ
പേര് വിളിക്കുക,ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ
