Kannada,Punjabi
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ਧੁਨੀ ਪ੍ਰਤੀਕਰਮ
ಅಕೌಸ್ಟಿಕ್ ರಿಫ್ಲೆಕ್ಸ್,ਧੁਨੀ ਪ੍ਰਤੀਬਿੰਬ
ಅಕೌಸ್ಟಿಕ್ ಟೈಲ್,ਧੁਨੀ ਟਾਈਲ
ಸ ೦ ವರ ತರಂಗ,ਧੁਨੀ ਲਹਿਰ
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ਧੁਨੀ ਸਮਾਈ
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ,ਧੂ-ਰਹਿਤ ਅਟੁੱਟ ਨਿਰੰਤਰ
ಕೊಳೆತ ಡ್ಯಾಂಪಿಂಗ್,ਧੁਨੀ ਗਿੱਲੀ
ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ,ਧੁਨੀ ਦੇਰੀ ਦੀ ਲਾਈਨ
ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ,ਧੁਨੀ ਵਿਗਾੜ
ಅಕೌಟಿಕಲ್ ನಾಳ,ਧੁਨੀ ਨਲੀ
ಅಕೌಟಿಕಲ್ ಶಕ್ತಿ,ਧੁਨੀ energy ਰਜਾ
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ਧੁਨੀ ਫੀਡਬੈਕ
ಕೊಳೆತ ಫಿಲ್ಟರ್,ਧੁਨੀ ਫਿਲਟਰ
ಕೊಳೆತ ಪ್ರತಿರೋಧ,ਧਾਰਨਾ
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ,ਧੁਨੀ ਪ੍ਰਸਾਰ ਨੂੰ ਸਥਿਰ
ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ,ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ
ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ,ਧੁਨੀ
ಸ್ರವಿಸುವ,ਧੁਨੀ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,ਗ੍ਰਹਿਣ
ಸಂಕ್ಷಿಪ್ತ ರೂಪ,ਐਕਰੋਨਾਈਮ
ಕಾರ್ಯ ಪ್ರದೇಶ,ਕਾਰਵਾਈ ਖੇਤਰ
ಸಕ್ರಿಯ ತಂತು,ਸਰਗਰਮ ਤੰਦ
ಸಕ್ರಿಯ,ਕਿਰਿਆਸ਼ੀਲ
ಸಕ್ರಿಯ ಪ್ರದೇಶ,ਐਕਟਿਵ ਖੇਤਰ
ಸಕ್ರಿಯ ಕಿಟಕಿ,ਐਕਟਿਵ ਵਿੰਡੋ
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,ਅਨੁਕੂਲਤਾ
ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್),ਅਡੈਪਟਰ (ਅਡੈਪਟਰ)
ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,ਅਡੈਪਟਿਵ ਇਨਫਿਅਲ ਪਲਸ ਕੋਡ ਸੰਚਾਲਨ
ವಿಳಾಸ ಪುಸ್ತಕ,ਐਡਰੈੱਸ ਬੁੱਕ
ವಿಳಾಸ ಬಸ್,ਪਤਾ ਬੱਸ
ವಿಳಾಸ ಪರಿಹಾರ,ਪਤਾ ਹੱਲ
ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ,ਨੇੜਲੇ ਚੈਨਲ ਦਖਲਅੰਦਾਜ਼ੀ
ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ,ਨਾਲਤ ਚੈਨਲ ਚੋਣ
ಪಕ್ಕದ ಆವರ್ತನ,ਆਸ ਪਾਸ ਦੀ ਬਾਰੰਬਾਰਤਾ
ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್,ਨਾਲ ਲੱਗਦੇ ਫ੍ਰੀਕੁਐਂਸੀ ਚੈਨਲ
ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ,ਨਾਲ ਲੱਗਦੀ ਤਸਵੀਰ ਕੈਰੀਅਰ
ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ,ਨਾਲ ਲੱਗਦੀ ਆਵਾਜ਼ ਕੈਰੀਅਰ
ಪಕ್ಕದ ನಿಲ್ದಾಣ,ਨਾਲ ਲੱਗਦੀ ਸਟੇਸ਼ਨ
ಹೊಂದಿಸಲಾಗುವ,ਵਿਵਸਥਤ
ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್,ਵਿਵਸਥਤ ਕੰਡੈਂਸਰ
ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು,ਦਬਾਅ ਵਿਵਸਥਿਤ ਕਰਨਾ
ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ,ਰੈਂਚ ਨੂੰ ਵਿਵਸਥਿਤ ਕਰਨਾ
ಹೊಂದಾಣಿಕೆ,ਵਿਵਸਥਾ
ನಿರ್ವಾಹಕ,ਪ੍ਰਬੰਧਕ
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ,ਤਕਨੀਕੀ ਤਕਨਾਲੋਜੀ
ವೈಮಾನಿಕ,ਏਰੀਅਲ
ವೈಮಾನಿಕ ರಚನೆ,ਏਰੀਅਲ ਐਰੇ
ವೈಮಾನಿಕ ಬೂಸ್ಟರ್,ਏਰੀਅਲ ਬੂਸਟਰ
ವೈಮಾನಿಕ ಪ್ರವಾಹ,ਏਰੀਅਲ ਮੌਜੂਦਾ
ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್,ਏਰੀਅਲ ਕਮਾ ਸਵਿੱਚ
ವೈಮಾನಿಕ ದಕ್ಷತೆ,ਏਰੀਅਲ ਕੁਸ਼ਲਤਾ
ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ,ਏਰੀਅਲ ਰੁਕਾਵਟ
ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ,ਏਰੀਅਲ ਇੰਡਕੈਕਟੈਂਸ
ವೈಮಾನಿಕ ಅವಾಹಕ,ਏਰੀਅਲ ਇਨਸੂਲੇਟਰ
ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್,ਹਵਾਈ ਲੋਡਿੰਗ ਕੋਇਲ
ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ,ਹਵਾਈ ਫੋਟੋਗ੍ਰਾਫੀ
ವೈಮಾನಿಕ ಶಕ್ತಿ,ਏਰੀਅਲ ਪਾਵਰ
ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ,ਏਰੀਅਲ ਰੇਡੀਏਸ਼ਨ ਰੀਸੈਂਟਸ
ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ,ਏਰੀਅਲ ਪ੍ਰਤੀਕਰਮ
ಧಾರ್ಮಿಕತೆ,ਐਰੋਡਾਇਨਾਮਿਕਸ
ವಾಗ್ದಾನ,ਏਜੰਸੀ
ವಾಯು ಸಂಕೋಚಕ,ਏਅਰ ਕੰਪ੍ਰੈਸਰ
ವಾಯುಮಂಡಲ,ਏਅਰ ਕੰਡੈਂਸਰ
ಗಾಳಿ ತಣ್ಣಗಾಯಿತು,ਹਵਾ ਠੰ .ੀ
ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್,ਏਅਰ ਕੋਰਡ ਕੋਇਲ
ಹವಾನಿಯಂತ್ರಣ,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
ಪಂಥದ,ਅਲਬਾਡੋ
ಅಲ್ಗಾರಿದಮ್,ਐਲਗੋਰਿਦਮ
ಅಲಿಯಾಸೆ,ਅਲਾਇਸਿੰਗ
ಜೋಡಣೆ,ਐਲਿੰਗਿੰਗ
ಜೋಡಣೆ,ਅਲਾਈਨਮੈਂਟ
ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ,ਸਾਰੇ ਵੇਵ ਏਰੀਅਲ
ಮನವಸಿಕೆ,ਅਲਾਟਮੈਂਟ
ವರ್ಣಮಾಲೆಯ,ਵਰਣਮਾਲਾ
ವರ್ಣಮಾಲೆಯ,ਅਲਫਾਨੁਮਿਕ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ,ਅੱਖਰ ਅੱਖਰ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ,ਅਲਫਾਨੁਮਿਕ ਜਾਣਕਾਰੀ
ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.),ਬਦਲਵੇਂ ਮੌਜੂਦਾ (ਏ.ਸੀ.)
ಪರ್ಯಾಯ,ਬਦਲਵਾਂ
ಆವರ್ತಕ,ਅਲਟਰਨੇਟਰ
ಎತ್ತರ,ਉਚਾਈ
ಅಪೊಗೀ ಎತ್ತರ,ਅਗੇਬੀ ਦੀ ਉਚਾਈ
ಪೆರಿಜಿಯ ಎತ್ತರ,ਚਰਿੱਜ ਦੀ ਉਚਾਈ
ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ,ਸ਼ੁਕੀਨ ਰੇਡੀਓ ਸੰਚਾਰ
ಒಳಭಾಗ,ਮਾਹੌਲ
ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್,ਮਾਹੌਲ ਮਾਈਕ੍ਰੋਫੋਨ
ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ,ਅੰਬੀਨਟ ਦੀ ਸਥਿਤੀ
ಸುತ್ತುವರಿದ ಬೆಳಕು,ਅੰਬੀਨਟ ਲਾਈਟਿੰਗ
ಸುತ್ತುವರಿದ ಶಬ್ದ,ਅੰਬੀਨਟ ਸ਼ੋਰ
ಹೊರಗಿನ ತಾಪಮಾನ,ਵਾਤਾਵਰਣ ਦਾ ਤਾਪਮਾਨ
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್,ਅਮੈਰੀਕਨ ਸਟੈਂਡਰਡ ਕੋਡ
ಒಂದು ಬಗೆಯ ಕಂತು,ਐਂਪੀਅਰ
ಕಪಾಟಿ ಮೀಟರ್,ਐਂਪਰ ਮੀਟਰ
ವರ್ಧನೆ,ਸਹਾਇਕਤਾ
ವರ್ಧನೆ ಅಂಶ,ਐਪਲੀਫਿਕੇਸ਼ਨ ਫੈਕਟਰ
ಉಲ್ಬಣಕ,ਐਂਪਲੀਫਾਇਰ
ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ,ਐਂਪਲੀਫਾਇਰ ਲਾਭ
ವರ್ಧಕ ಶಬ್ದ,ਐਂਪਲੀਫਾਇਰ ਸ਼ੋਰ
ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು,ਅਮਲੀਫਾਈਸਿੰਗ ਉਪਕਰਣ
ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು,ਸਰਪਲੱਸਿੰਗ ਕਲਸਟ੍ਰੋਨ
ವರ್ಧಿಸುವ ಘಟಕ,ਅਮਲੀਫਾਈਸਿੰਗ ਯੂਨਿਟ
ವೈಶಾಲ್ಯ,ਐਪਲੀਟਿ .ਡ
ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ,ਐਪਲੀਟਿ itude ਡ ਭਟਕਣਾ
ವೈಶಾಲ್ಯ ವಿಹಾರ,ਐਪਲੀਟਿ ord ਡ ਸੈਕਸੀਅਨ
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್,ਐਪਲੀਟਿ let ਟ ਫੈਕਟਰ
ವೈಶಾಲ್ಯ,ਐਪਲੀਟਿ .ਡ ਸੀਮਾ
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್,ਐਪਲੀਟਿ .ਡ
ವೈಶಾಲ್ಯ,ਐਪਲੀਟਿ let ਟ ਮੇਲੂਲੇਸ਼ਨ
ಅನಲಾಗ್ (,ਐਨਾਲਾਗ (ਐਨਾਲਾਗ)
ಸರ್ಕ್ಯೂಟ್,ਐਨਾਲਾਗ ਸਰਕਿਟ
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್,ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ
ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ,ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ
ಅನಾಲಾಗ್ ಸಂಕೇತ,ਐਨਾਲਾਗ ਸਿਗਨਲ
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್,ਐਨਾਲਾਗ ਡਿਜੀਟਲ
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ
ಅನಾನುಕೂಲ ವಿಡಿಯೋ,ਐਨਾਲਾਗ ਵੀਡੀਓ
ಹೋಲುವ,ਸਮਾਨ
ಸಾದೃಶ್ಯ,ਸਮਾਨਤਾ
ವಿಶ್ಲೇಷಣೆ,ਵਿਸ਼ਲੇਸ਼ਣ
ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ,ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ
ವಿಶ್ಲೇಷಿಸು,ਵਿਸ਼ਲੇਸ਼ਣ
ವಿಶ್ಲೇಷಕ,ਵਿਸ਼ਲੇਸ਼ਕ
ಪೂರಕ ಉಪಕರಣಗಳು,Ancilliay ਉਪਕਰਣ
ಮತ್ತು ಗೇಟ್,ਅਤੇ ਗੇਟ
ಘರ್ಷಣೆಯ ಕೋನ,ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ
ಧ್ರುವೀಕರಣದ ಕೋನ,ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ
ತಿರುಗುವಿಕೆಯ ಕೋನ,ਘੁੰਮਣ ਦਾ ਕੋਣ
ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å),ਐਂਗਟਰੋਮ (å)
ಕೋನೀಯ,ਕੋਣੀ
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,ਕੋਣੀ ਪ੍ਰਵੇਗ
ಕೋನೀಯ ಸಮನ್ವಯ,ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ
ಕೋನೀಯ ವಿಚಲನ,ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ
ಕೋನೀಯ ಪ್ರಸರಣ,ਐਂਗੂਲਰ ਫੈਲਾਅ
ಕೋನೀಯ ಸ್ಥಳಾಂತರ,ਕੋਣੀ ਵਿਸਥਾਪਨ
ಕೋನೀಯ ದೋಷ,ਐਂਗਲੇਰ ਐਰਰ
ಕೋನೀಯ ಆವರ್ತನ,ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ
ಕೋನೀಯ ಆವೇಗ,ਕੋਣੀ ਗਤੀ
ಕೋನೀಯ ಚಲನೆ,ਕੋਣੀ ਮੋਸ਼ਨ
ಕೋನೀಯ ವೇಗ,ਐਂਗਲੇਰ ਵੇਗ
ಅನೆ,ਐਨੀਮੇਸ਼ਨ
ಆವರಣ,ਐਨੋਡ
ಆನೋಡ್ ಬ್ಯಾಟರಿ,ਐਨੋਡ ਬੈਟਰੀ
ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು,ਐਨੋਡ ਗੁਣ
ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ,ਅਨੋਡ ਸਰਕਟ
ಆನೋಡ್ ಹರಡುವಿಕೆ,ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ
ಆನೋಡ್ ದಕ್ಷತೆ,ਐਨੋਡ ਕੁਸ਼ਲਤਾ
ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ,ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ
ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,ਐਡੀਡ ਦੀ ਵਰਤੋਂ
ಆನಂತಾ,ਐਂਟੀਨਾ
ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್,ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ
ಆಂಟೆನಾ ಬೂಸ್ಟರ್,ਐਂਟੀਨਾ ਬੂਸਟਰ
ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್,ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ
ಆಂಟೆನಾ ಕಾಯಿಲ್,ਐਂਟੀਨਾ ਕੋਇਲ
ಆಂಟೆನಾ ಸಂರಚನೆ,ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ
ಆಂಟೆನಾ ಸಹಕ,ਐਂਟੀਨਾ ਕਪਲਰ
ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್,ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ
ಪ್ರವಾಹ,ਐਂਟੀਨਾ ਮੌਜੂਦਾ
ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ,ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ
ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್,ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ
ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ
ಆಂಟೆನಾ ದಕ್ಷತೆ,ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ
ಆಂಟೆನಾ ಫೀಡ್,ਐਂਟੀਨਾ ਫੀਡ
ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ,ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ
ಆಂಟೆನಾ ಗಳಿಕೆ,ਐਂਟੀਨਾ ਲਾਭ
ಆಂಟೆನಾ ಎತ್ತರ,ਐਂਟੀਨਾ ਉਚਾਈ
ಪ್ರತಿರೋಧ,ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ
ಆಂಟೆನಾ ಪ್ರಚೋದನೆ,ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ
ಆಂಟೆನಾ ಮಾದರಿ,ਐਂਟੀਨਾ ਪੈਟਰਨ
ಪತಂಗ,ਐਂਟੀਨਾ ਪਲੇਕਸਰ
ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ,ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ
ಆಂಟೆನಾ ಶಕ್ತಿ,ਐਂਟੀਨਾ ਪਾਵਰ
ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ,ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ
ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ,ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ
ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ,ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ
ಆಂಟೆನಾ ಪ್ರತಿಫಲನ,ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ
ಆಂಟೆನಾ ಪ್ರತಿರೋಧ,ਐਂਟੀਨਾ ਟਾਕਰੇ
ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ,ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ
ಆಂತರಿಕ ಅಂತರ,ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ
ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್,ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ
ದ್ಯುತಿರಂಧ್ರ,ਅਪਰਚਰ
ಮಂಜುಗಡ್ಡೆಯ,ਅਪੋਜੀ
ಕಟಾ ರಾಕೆಟ್,ਅਪੋਜੀ ਰਾਕੇਟ
ಉಪಕರಣ,ਉਪਕਰਣ
ಸ್ಪಷ್ಟ,ਸਪੱਸ਼ਟ
ರಭಸ,ਐਪਲਿਟ
ಅನ್ವಯಿಸು,ਐਪਲੀਕੇਸ਼ਨ
ಅಂದಾಜು,ਲਗਭਗ
ಅಕ್ವೌಸ್ ಪರಿಹಾರ,Aquive ਹੱਲ
ಚಾಪ,ਆਰਕ
ವಾಸ್ತುಶಿಲ್ಪಿ,ਆਰਕੀਟੈਕਚਰ
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ,ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ
ಆರ್ಕೈವ್ಸ್,ਪੁਰਾਲੇਖ
ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್,ਹਿਸਾਬ ਕੋਡਿੰਗ
ಶಸ್ತ್ರಾಸ್ತ್ರ,ਆਰਮਚਰ
ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್,ਆਰਮਟਿ ure ਟਰ ਹਵਾ
ರಂಗ,ਐਰੇ
ಬಂಧಕ,ਅਰੈਸਟਰ
ಉಚ್ಚ್ಯ,ਬਿਆਨ
ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ),ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ)
ಏರಿಕೆ,ਚੜ੍ਹਨਾ
ಶೋಧ ಅನುಪಾತ,ਆਕਾਰ ਅਨੁਪਾਤ
ಷೋಬರೆ,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
ಪ್ರತಿಪಾದಿಸುವುದು,ਜ਼ੋਰ
ನಿಯೋಜನೆ,ਅਸਾਈਨਮੈਂਟ
ನಿಯೋಜನೆ ಚಾನೆಲ್,ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,ਅਸਮੈਟ੍ਰਿਕਲ
ಅಸಮಕಾಲಿಕ,ਅਸਿੰਕਰੋਨਸ
ವಾತಾವರಣ,ਵਾਤਾਵਰਣ
ವಾತಾವರಣದ ನಷ್ಟ,ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ
ವಾತಾವರಣದ ಶಬ್ದ,ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ
ವಾತಾವರಣದ ಒತ್ತಡ,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
ವಾತಾವರಣದ ಪ್ರಸರಣ,ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ
