Punjabi,English
1. ਗੁੱਸੇ ਵਾਲਾ 2. ਤੀਬਰ,acute
ਅਨੁਕੂਲਤਾ,adaptability
ਕਸਟਮਾਈਜ਼ੇਸ਼ਨ,adaptation
1. ਅਡੈਸ਼ਨ 2. ਅਡੈਸ਼ਨ,adhesion
sebaceous,adipose
ਸਮਾਯੋਜਨ ਸਮੀਕਰਨ,adjustment equation
ਅਡੋਬ ਮਿੱਟੀ,adobe soil
ਮਿਲਾਵਟ ਕਰਨ ਵਾਲਾ,adulterant
ਐਕਟੋਪਿਕ,adventitious
ਆਈਸੀਡਿਓਸਪੋਰ ਆਈਸੀਡੀਅਮ ਸਪੋਰ,aecidiospore
ਐਰੋਡਾਇਨਾਮਿਕ ਪ੍ਰਕਿਰਿਆ,aeolian process
ਵੈਂਟ੍ਰਲ,aeolian
ਹਵਾ ਦੇਣ ਲਈ,aerate
1. ਹਵਾ 2. ਆਕਾਸ਼ੀ,aerial
1. ਐਰੋਮੀਟਰ 2. ਐਰੋਮੀਟਰ 3. ਐਰੋਮੀਟਰ,aerometer
ਐਰੋਸੋਲ,aerosol
1. ਫੁੱਲ 2. ਗਰਮੀਆਂ ਦੀ ਸੁਸਤਤਾ,aestivation
ਬਿਮਾਰੀ ਦਾ ਵਿਗਿਆਨ,aetiology (etiology)
ਜੰਗਲਾਤ,afforestation
1. ਅੰਦੋਲਨ 2. ਗੜਬੜ,agitation
ਐਗਮਾਰਕ,agmark
1. ਜ਼ਮੀਨ ਨਾਲ ਸਬੰਧਤ 2. ਖੇਤੀਬਾੜੀ,agrarian
ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ,agricultural clinic
1. ਖੇਤੀ ਮਜ਼ਦੂਰ 2. ਖੇਤੀ ਮਜ਼ਦੂਰ,agricultural labour
ਖੇਤੀਬਾੜੀ ਮੰਡੀਕਰਨ,agricultural marketing
ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ,agricultural technology
1. ਖੇਤੀ 2. ਖੇਤੀ 3. ਖੇਤੀ ਵਿਗਿਆਨ,agriculture
ਖੇਤੀਬਾੜੀ ਜੰਗਲਾਤ,agrisilviculture
ਖੇਤੀਬਾੜੀ ਜੈਵ ਵਿਭਿੰਨਤਾ,agrobiodiversity
ਖੇਤੀਬਾੜੀ ਜੈਵਿਕ ਨੁਕਸ,agrobiological defects
ਖੇਤੀਬਾੜੀ ਜੀਵ ਵਿਗਿਆਨ,agrobiology
ਖੇਤੀ-ਜਲਵਾਯੂ ਵਿਭਿੰਨਤਾ,agroclimatic diversity
ਖੇਤੀ ਜਲਵਾਯੂ ਖੇਤਰ ਦੀ ਰਚਨਾ,agroclimatic zoning
ਖੇਤੀ ਜੰਗਲਾਤ,agroforestry
ਖੇਤੀ ਵਿਗਿਆਨ,agrology
ਖੇਤੀ ਵਿਗਿਆਨਕ,agronomy
ਖੇਤੀਬਾੜੀ ਪੇਸਟੋਰਲ,agropastoral
ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ,agroprocessing
ਘਾਹ ਵਿਗਿਆਨ,agrostology
ਫਸਲ ਦੀ ਕਿਸਮ,agrotype
epiphyte,air plant
aikiochi ਮਿੱਟੀ,akiochi soil
ਰੰਗ ਅੰਨ੍ਹਾਪਨ,albinism
alfisol,alfisols
ਐਲਗੀ,algae
ਐਲਗੀ ਰੋਗ,algal disease
ਖਾਰੀ ਪਾਣੀ,alkali water
ਖਾਰੀ,alkaline
ਵਿਕਲਪਕ,allele
ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ,allelochemicals
ਐਲੀਲ,allelomorph
ਐਲੇਲੋਪੈਥੀ,allelopathy
ਵੇਥੀ ਦੀ ਫਸਲ,alley cropping
ਸੰਪੂਰਨਤਾ,allocarpy
ਗਰੱਭਧਾਰਣ ਕਰਨਾ,allogamy
1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ,allometry
multiploidy,allopolyploid
1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ,allosynapsis (allosyndesis)
1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ,alternate bearing
ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,alternate land use
ਵਾਤਾਵਰਣ,ambient
ਸੁਧਾਰਕ,ameliorant
ਮਾਈਟੋਸਿਸ,amitosis
ਆਮੀਨ,amminization
ਐਮੋਨੀਅਨ,ammonification
amniferous,ammonifier
1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ,amorph
amphibian ਮਿਸ਼ਰਣ,amphimixis
ਐਮਫੋਟੇਰਿਕ,amphoteric
ਭੰਡਾਰ,anabolism
1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ,anaerobe
ਹੈਪਲੋਇਡ,aneuploid
ਕੋਣੀ ਲਾਉਣਾ,angle planting
ਪਸ਼ੂ ਪਾਲਣ,animal husbandry
ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ,animal refuse
ਜੀਵਤ ਊਰਜਾ,animate energy
ਅਸਧਾਰਨ,anisoploid
ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ,annual plant
ਸਾਲਾਨਾ,annual
1. ਅਨੰਦ 2. ਚਮਕ,anthesis
ਐਂਥ੍ਰੈਕਸ,anthrax
ਮਾਨਵ-ਜਨਕ ਕਾਰਕ,anthropogenic factor
ਬਚਾਅ,antibiosis
1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ,antibiotic
ਘਿਣਾਉਣੀ,antidote
ਐਂਟੀਆਕਸੀਡੈਂਟ,antioxidants
ਐਂਟੀਟੌਕਸਿਨ,antitoxin
ਰਿੰਗ ਉਂਗਲ,anulus
1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ,aphid
ਚੋਟੀ ਦੇ ਮੁਕੁਲ,apical bud
ਸਿਖਰ ਪ੍ਰਭਾਵ,apical dominance
ਮਧੂ ਮੱਖੀ ਪਾਲਣ,apiculture (bee keeping)
ਅਲੌਕਿਕਤਾ,apomixis
apoptosis,apoptosis
ਜੋੜ,appendage
ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ,appetizer
ਲਾਗੂ ਕੀਤਾ,applied
ਜਲਜੀ ਬੂਟੀ,aquatic weed
1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ,arboreal
ਬ੍ਰਾਂਚਿੰਗ,arborization
ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,archaeo-botanical records
ਜ਼ੋਨ ਨੰਬਰ,area statistics
1. ਖੇਤਰ 2. ਖੇਤਰ,area
ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ,arid ecosystem
cotyledon,aril
ਸੌਰਭ,aroma
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,aromatic plant
ਸੁਗੰਧਿਤ ਚੌਲ,aromatic rice
ਇਕੁ ਪੁਸ਼ਪੰ ॥,arrowing
ਅਸੈਪਟਿਕ,asepsis
1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ,aseptic
ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ,asexual propagation
ਆਕਾਰ,assay
ਸੰਪਤੀ,assets
1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ,assimilation
1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ,association
1. ਕਾਲਮ 2. astringency,astringent
heterozygosity,asynapsis
1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ,atavism
ਕਣ,atomizer
1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ,atrophy
ਸਵੈ ਜੋੜਾ,autogamy
autolysis,autolysis
1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ,autooxidation
ਸਵੈ ਮਲਟੀਪਲੈਕਸ,autopolyploid
auxin,auxins
1. ਹਿਲਾ 2. ਟੌਡ,awn (bristle)
ਸਜ਼ਾ ਵਾਇਰਸ,baccilovirus
1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ,bacillus
1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ,bacteria
ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ,bacteriotoxin
ਬੈਗਾਸ,bagasse
ਸੰਤੁਲਨ ਸ਼ੀਟ,balance sheet
ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ,balanced fertilization
ਬਾਰ ਗ੍ਰਾਫ,bar diagram
ਸੱਕ,bark
1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ,barometer
1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ,barren
1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ,base
1. ਤਾਲਾ 2. ਬੇਸਿਨ,basin
ਤਾਲਾਬੀਸਰੀ,basipetal
1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ,basisternum
ਖਾੜੀ ਮਾਨਸੂਨ,bay monsoon
ਫਲ ਪੌਦਾ,bearing plant
ਬਿਸਤਰਾ,bed
ਬੈੱਡ ਪੌਦਾ,bedder
ਬਿਸਤਰਾ,bedding
ਚੁਕੰਦਰ ਗੁੜ,beet molasses
ਘੰਟੀ,bellows
1. ਪੱਟੀ 2. ਭੂਮੀ,belt
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,benefit-cost analysis
ਚਾਹਵਾਨ (ਨਮੂਨਾ),biased (sampling)
ਦੋ-ਸਾਲਾ ਪੌਦੇ,biennial
ਬਾਇਨੋਮੀਅਲ,binomial
ਬਾਇਓਫੈਕਟਰ,bioagent
ਜੈਵਿਕ ਜਲਵਾਯੂ,bioclimate
ਬਾਇਓ ਊਰਜਾ,bioenergy
ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ,bionomics
1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ,bio-reactor
ਜੀਵ-ਮੰਡਲ,biosphere
ਬਾਇਓਟਿਕ,biotic
ਜੀਵ-ਜੰਤੂ,biotype
ਡਿਵਿਲਿੰਗੀ,bisexual
ਧਵਲਨ,blanching
1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ,blast
ਮਿਲਾਉਣਾ,blend
1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ),blight
1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ,blister
ਨੀਲੀ ਕ੍ਰਾਂਤੀ,blue revolution
ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ,bottom heat chamber
ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ,bottom heat technique
ਬਰੈਨ,bran
ਬ੍ਰਾਂਚਿੰਗ,branching
1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ,branchlet
ਨਸਲ,breed
ਪ੍ਰਜਨਨ,breeding
ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ,brimming
1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ,brood
ਉਭਰਦਾ,budding
ਬਜਟ,budget
1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ,buffer
ਮਿਠਾ ਆਲੂ,bulb
ਬੰਟ (ਰੋਗ),bunt
1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ,by-product
c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ,c moisture characteristic curve
ਤੇਲ ਕੇਕ,cake
1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ,calcarious
ਕੈਲਸੀਓਨ,calcification
ਫਾਸਫੇਟ ਹਟਾਉਣ,calcination of phosphate
1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ,callosity
1. ਕੈਲਸ 2. ਕਿਰਨ,callus
1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ,calyx
ਬਾਹਰੀ ਅੰਤ,calyx-end
ਏਡਾ,cambium
ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ),canker
ਕੈਨਿੰਗ,canning
ਅਸਮਾਨ,canopy
ਵਿੱਤ,capital
ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ),caprification
1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ,capsule
ਕਾਰਬਨਾਈਜ਼ਡ,carbonated
ਕਾਰਬਨਾਨ,carbonization
carapace,carpel
ਬਰੇਸਲੈੱਟ,carpus
1. ਕਾਸਟਿੰਗ (ਲੋਹਾ) 2. ਕਸ਼ਤੀ (ਕੀੜੇ),casting
catabolism,catabolism
ਪ੍ਰੇਰਣਾ,catalysis
1. ਕੈਟਰਪਿਲਰ 2. ਕੈਟਰਪਿਲਰ,caterpillar
c d. ਐਨ. a ਸੰਗ੍ਰਹਿ,C-DNA Library
ਸੀਮਾ,ceiling
1. ਸੈੱਲ 2. ਸੈੱਲ,cell
ਕੇਂਦਰੀ ਫਰੰਟ ਸਿਸਟਮ,central leader system
1. ਪੁਆਇੰਟ 2. ਫੋਕਸ,centric
centrifugation,centrifugation
ਸੈਂਟਰਿਫਿਊਜ,centrifuge
ਸਟਾਰ ਸੈਂਟਰ,centriole
epigenetic,centrogenic
ਕੇਂਦਰਜਾ,centrogenous
ਲੂਮ,cercus
1. ਸੀਰੀਅਲ 2. ਸੀਰੀਅਲ,cereal
1. ਸਰਟੀਫਿਕੇਸ਼ਨ 2. ਸਰਟੀਫਿਕੇਸ਼ਨ,certification
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,certified seed
1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ,chaff
1. ਨਿਭਾਗ 2. ਕੈਲਜਾ,chalaza
ਕਾਇਮੋਗ੍ਰਾਫੀ,chemotropism
1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ,chiasma
ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ,chilling hours
ਠੰਡ ਦਾ ਨੁਕਸਾਨ,chilling injury
1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ,chimera
ਹਰਾ ਦਲੀਆ,chloranthy
1. ਪੱਤੇ 2. ਹਰੇ,chlorophyll
ਸਾਇਨੋਸਿਸ,chlorosis
ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ,chorology
1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼,chromatid
chromatin,chromatin
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,chromatography
chromatinlation,chromatolysis
ਅਟਲ ਬਿੰਦੂ,chromocentre
chromatogenesis,chromogenesis
1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ,chromoprotein
1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼,chromosome
1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ,chronic
citrange,citrange
ਪਤਝੜ ਤਿਉਹਾਰ,cladode
ਵਰਗੀਕਰਨ,classification
1. ਮਿੱਟੀ 2. ਮਿੱਟੀ,clay
1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ,cleaning
ਲਗਾਤਾਰ ਪਰਾਗਣ,cleistogamy
cruciferous ਫਲ,climacteric fruit
ਜਲਵਾਯੂ,climate
ਜਲਵਾਯੂ ਵਿਗਿਆਨ,climatology
ਕੱਟਣਾ,clipper
ਗੰਢ (ਮਿੱਟੀ),clod
ਕਲੋਨ,clone
1. ਬੱਦਲ 2. ਬੱਦਲ,cloud
ਝੁੰਡ,clump
ਝੁੰਡ,cluster
1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ,coarse
1. ਕਵਰ 2. ਚਮੜਾ,coat (seed)
ਕੋਯਾ,cocoon
1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ,coenzyme
ਤਾਲਮੇਲ,cohesion
1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ,coir
ਮੁਲੰਕੁਰ ਚੋਲਾ,coleorrhiza
,collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा
ਕੋਲਾਇਡ (ਮਿੱਟੀ),colloid (soil)
1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ,columella
1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ,column
ਸਾਂਝ,commensalism
ਵਪਾਰਕ ਬੈਂਕ,commercial bank
1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ,commodity
ਭਾਈਚਾਰਾ,community
ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ),compaction (of soil)
1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ,compatibility
ਅਨੁਕੂਲਤਾ,compatibility
1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ,compensation
ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ,competitive interaction
ਪੂਰਕ ਫਸਲ,complementary crop
1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ,complex
ਸੰਵਿਧਾਨਕ,component
ਰਚਨਾ,composition
ਖਾਦ,compost
ਮਿਸ਼ਰਿਤ ਵਿਆਜ,compound interest
ਗਣਨਾ,computation
1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ,computer
1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ,concentration
1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ,conditioner
ਚਾਲਕਤਾ,conductance
1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ,configuration
1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ,conformity
1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,confounding
ਸੰਜੋਗ,conjugation
1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ,connective
ਸੁਰੱਖਿਆ,conservation
ਏਕੀਕਰਨ,consolidation
1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ,constituents
ਖਪਤਕਾਰ,consumer
ਖਪਤ,consumption
ਗੰਦਗੀ,contamination
ਕੰਟੂਰ ਲਾਉਣਾ,contour planting
ਕੰਟੋਰ ਲਾਈਨ,contour
1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ,contract farming
ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼,controlled storage
ਸਹਿਕਾਰੀ ਬੈਂਕ,co-operative bank
ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ,cooperator
ਗੁਲਮਾਵਨ,coppice
ਘਣ,corm
1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ,corolla
1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ,cortex
ਲਾਗਤ,cost
cotyledon,cotyledon (seed)
ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ,credit society
1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ,credit
1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ,creditor
1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ,crest
ਵਾਪਸੀ,crinkle
ਸਮੱਸਿਆ,crisis
ਟੈਸਟ,criterion
ਨਾਜ਼ੁਕ,critical
ਫਸਲ ਬੀਮਾ,crop insurance
ਫਸਲ ਕਰਜ਼ਾ,crop loan
1. ਫਸਲ 2. ਫਸਲ,crop
ਕਾਸ਼ਤ ਖੇਤਰ,cropping area
ਪਾਰ ਅਸੰਗਤ,cross-incompatible
1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ),crown (plant)
ਨਰਮ ਕਣ,crumb
ਛਾਲੇ,crust
1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ,cryptogam
ਛਾਂਟੀ (ਫਲ),cull (fruits)
ਕਲਮ,culm
ਕਿਸਮ ਦੀ ਕਿਸਮ,cultivar
1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ,cultivation
1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ,cultivator
1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ,culture
1.ਸਰੋਤ 2.ਤਿਆਰੀ,curing
1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ,curling
ਆਸਣ,currency
1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ,cuticle
1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ,cutting
1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ,cyst
cytochrome,cytochrome
ਸੈੱਲ ਜੋੜਨਾ,cytogamy
ਸੈੱਲ ਪ੍ਰਜਨਨ,cytogenesis
ਸੈੱਲ ਜੈਨੇਟਿਕਸ,cytogenetics
cytoplasmic ਡਿਵੀਜ਼ਨ,cytokinesis
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ,cytology
ਸੈੱਲ lysis,cytolysis
1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ,cytomere
cytoplasm,cytoplasm
1. ਡੇਅਰੀ 2. ਡੇਅਰੀ,dairy
ਡੇਅਰੀ ਉਦਯੋਗ,dairying
1. ਡੈਮ 2. ਬਰੀਡਰ,dam
ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ,day-neutral
ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,days after flowering
ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,days after full bloom
ਅਕੁਸ਼ਲਤਾ,deblossoming
decalcification,decalcification
1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ,decant
ਸੜਨ,decay
ਪਤਝੜ,deciduous
1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ,decimal
ਘਟੀਆਪਨ,deficiency
ਅਨੁਰਾਨ (ਮਿੱਟੀ),deflocculation (soil)
ਵਿਪੁਸ਼ਪਨ,defloration
ਬਿਲਿੰਗ,defoliation
ਕਟਾਈ,deforestation
ਬਦਨਾਮੀ,degeneration
ਪਤਨ,degradation
ਭਾਗ ਦਿਨ,degree days
1. ਮਾਤਰਾ 2. ਹਿੱਸਾ,degree
dehiscence,dehiscence
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,dehulling
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,dehusking
ਡੀਹਾਈਡਰੇਸ਼ਨ,dehydration
ਨਿਹਾਈਡ੍ਰਸ,dehydrator
ਮੰਗ,demand
1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ,denaturation
ਖੰਡਨ,denudation
1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ),deposit
ਜਮ੍ਹਾ,deposition
1. ਘਟਾਓ 2. ਘਟਾਓ,depreciation
ਡੀਸਲੀਨੇਸ਼ਨ,desalinization
1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ,desiccation
1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ,design
ਸੁੱਕਣ ਵਾਲਾ,dessicator
ਕਰਨਲ ਹਟਾਉਣ,destoning
