Punjabi,English
ਨਾਲ ਲੱਗਦੀ ਆਵਾਜ਼ ਕੈਰੀਅਰ,Adjacent sound carrier
ਨਾਲ ਲੱਗਦੀ ਸਟੇਸ਼ਨ,Adjacent station
ਵਿਵਸਥਤ,Adjustable
ਵਿਵਸਥਤ ਕੰਡੈਂਸਰ,Adjustable condenser
ਦਬਾਅ ਵਿਵਸਥਿਤ ਕਰਨਾ,Adjusting pressure
ਰੈਂਚ ਨੂੰ ਵਿਵਸਥਿਤ ਕਰਨਾ,Adjusting wrench
ਵਿਵਸਥਾ,Adjustment
ਪ੍ਰਬੰਧਕ,Administrator
ਤਕਨੀਕੀ ਤਕਨਾਲੋਜੀ,Advanced technology
ਏਰੀਅਲ,Aerial
ਏਰੀਅਲ ਐਰੇ,Aerial array
ਏਰੀਅਲ ਬੂਸਟਰ,Aerial booster
ਏਰੀਅਲ ਮੌਜੂਦਾ,Aerial current
ਏਰੀਅਲ ਕਮਾ ਸਵਿੱਚ,Aerial earthing switch
ਏਰੀਅਲ ਕੁਸ਼ਲਤਾ,Aerial efficiency
ਏਰੀਅਲ ਰੁਕਾਵਟ,Aerial impedance
ਏਰੀਅਲ ਇੰਡਕੈਕਟੈਂਸ,Aerial inductance
ਏਰੀਅਲ ਇਨਸੂਲੇਟਰ,Aerial insulator
ਹਵਾਈ ਲੋਡਿੰਗ ਕੋਇਲ,Aerial loading coil
ਹਵਾਈ ਫੋਟੋਗ੍ਰਾਫੀ,Aerial photography
ਏਰੀਅਲ ਪਾਵਰ,Aerial power
ਏਰੀਅਲ ਰੇਡੀਏਸ਼ਨ ਰੀਸੈਂਟਸ,Aerial radiation reistance
ਏਰੀਅਲ ਪ੍ਰਤੀਕਰਮ,Aerial reactance
ਐਰੋਡਾਇਨਾਮਿਕਸ,Aerodynamics
ਏਜੰਸੀ,Agency
ਏਅਰ ਕੰਪ੍ਰੈਸਰ,Air compressor
ਏਅਰ ਕੰਡੈਂਸਰ,Air condenser
ਹਵਾ ਠੰ .ੀ,Air cooled
ਏਅਰ ਕੋਰਡ ਕੋਇਲ,Air cored coil
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,Airconditioning
ਅਲਬਾਡੋ,Albedo
ਐਲਗੋਰਿਦਮ,Algorithm
ਅਲਾਇਸਿੰਗ,Aliasing
ਐਲਿੰਗਿੰਗ,Aligning
ਅਲਾਈਨਮੈਂਟ,Alignment
ਸਾਰੇ ਵੇਵ ਏਰੀਅਲ,All wave aerial
ਅਲਾਟਮੈਂਟ,Allocation
ਵਰਣਮਾਲਾ,Alphabetic
ਅਲਫਾਨੁਮਿਕ,Alphanumeric
ਅੱਖਰ ਅੱਖਰ,Alphanumeric character
ਅਲਫਾਨੁਮਿਕ ਜਾਣਕਾਰੀ,Alphanumeric information
ਬਦਲਵੇਂ ਮੌਜੂਦਾ (ਏ.ਸੀ.),Alternating current (a.c.)
ਬਦਲਵਾਂ,Alternation
ਅਲਟਰਨੇਟਰ,Alternator
ਉਚਾਈ,Altitude
ਅਗੇਬੀ ਦੀ ਉਚਾਈ,Altitude of the apogee
ਚਰਿੱਜ ਦੀ ਉਚਾਈ,Altitude of the perigee
ਸ਼ੁਕੀਨ ਰੇਡੀਓ ਸੰਚਾਰ,Amateur radio communication
ਮਾਹੌਲ,Ambience
ਮਾਹੌਲ ਮਾਈਕ੍ਰੋਫੋਨ,Ambience microphone
ਅੰਬੀਨਟ ਦੀ ਸਥਿਤੀ,Ambient condition
ਅੰਬੀਨਟ ਲਾਈਟਿੰਗ,Ambient lighting
ਅੰਬੀਨਟ ਸ਼ੋਰ,Ambient noise
ਵਾਤਾਵਰਣ ਦਾ ਤਾਪਮਾਨ,Ambient temperature
ਅਮੈਰੀਕਨ ਸਟੈਂਡਰਡ ਕੋਡ,American standard code
ਐਂਪੀਅਰ,Ampere
ਐਂਪਰ ਮੀਟਰ,Ampere meter
ਸਹਾਇਕਤਾ,Amplification
ਐਪਲੀਫਿਕੇਸ਼ਨ ਫੈਕਟਰ,Amplification factor
ਐਂਪਲੀਫਾਇਰ,Amplifier
ਐਂਪਲੀਫਾਇਰ ਲਾਭ,Amplifier gain
ਐਂਪਲੀਫਾਇਰ ਸ਼ੋਰ,Amplifier noise
ਅਮਲੀਫਾਈਸਿੰਗ ਉਪਕਰਣ,Amplifying equipment
ਸਰਪਲੱਸਿੰਗ ਕਲਸਟ੍ਰੋਨ,Amplifying klystron
ਅਮਲੀਫਾਈਸਿੰਗ ਯੂਨਿਟ,Amplifying unit
ਐਪਲੀਟਿ .ਡ,Amplitude
ਐਪਲੀਟਿ itude ਡ ਭਟਕਣਾ,Amplitude distortion
ਐਪਲੀਟਿ ord ਡ ਸੈਕਸੀਅਨ,Amplitude excursion
ਐਪਲੀਟਿ let ਟ ਫੈਕਟਰ,Amplitude factor
ਐਪਲੀਟਿ .ਡ ਸੀਮਾ,Amplitude limiter
ਐਪਲੀਟਿ .ਡ,Amplitude modulated
ਐਪਲੀਟਿ let ਟ ਮੇਲੂਲੇਸ਼ਨ,Amplitude modulation
ਐਨਾਲਾਗ (ਐਨਾਲਾਗ),Analog (analogue)
ਐਨਾਲਾਗ ਸਰਕਿਟ,Analog circuit
ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ,Analog computer
ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ,Analog radio frequency channel
ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ,Analog representation
ਐਨਾਲਾਗ ਸਿਗਨਲ,Analog signal
ਐਨਾਲਾਗ ਡਿਜੀਟਲ,Analog to digital
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,Analog to digital converter
ਐਨਾਲਾਗ ਵੀਡੀਓ,Analog video
ਸਮਾਨ,Analogous
ਸਮਾਨਤਾ,Analogy
ਵਿਸ਼ਲੇਸ਼ਣ,Analysis
ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,Analysis of data
ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ,Analytical density
ਵਿਸ਼ਲੇਸ਼ਣ,Analyze
ਵਿਸ਼ਲੇਸ਼ਕ,Analyzer
Ancilliay ਉਪਕਰਣ,Ancilliary equipment
ਅਤੇ ਗੇਟ,AND Gate
ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ,Angle of collimation
ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ,Angle of polarization
ਘੁੰਮਣ ਦਾ ਕੋਣ,Angle of rotation
ਐਂਗਟਰੋਮ (å),Angstrom (Å)
ਕੋਣੀ,Angular
ਕੋਣੀ ਪ੍ਰਵੇਗ,Angular acceleration
ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ,Angular co-ordinates
ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ,Angular deflection
ਐਂਗੂਲਰ ਫੈਲਾਅ,Angular dispersion
ਕੋਣੀ ਵਿਸਥਾਪਨ,Angular displacement
ਐਂਗਲੇਰ ਐਰਰ,Angular error
ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,Angular frequency
ਕੋਣੀ ਗਤੀ,Angular momentum
ਕੋਣੀ ਮੋਸ਼ਨ,Angular motion
ਐਂਗਲੇਰ ਵੇਗ,Angular velocity
ਐਨੀਮੇਸ਼ਨ,Animation
ਐਨੋਡ,Anode
ਐਨੋਡ ਬੈਟਰੀ,Anode battery
ਐਨੋਡ ਗੁਣ,Anode characteristic
ਅਨੋਡ ਸਰਕਟ,Anode circuit
ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ,Anode dissipation
ਐਨੋਡ ਕੁਸ਼ਲਤਾ,Anode efficiency
ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ,Anode input power
ਐਡੀਡ ਦੀ ਵਰਤੋਂ,Anode modulation
ਐਂਟੀਨਾ,Antenna
ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ,Antenna beamwidth
ਐਂਟੀਨਾ ਬੂਸਟਰ,Antenna booster
ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ,Antenna changeover switch
ਐਂਟੀਨਾ ਕੋਇਲ,Antenna coil
ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ,Antenna configuration
ਐਂਟੀਨਾ ਕਪਲਰ,Antenna coupler
ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ,Antenna cross polar pattern
ਐਂਟੀਨਾ ਮੌਜੂਦਾ,Antenna current
ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ,Antenna directivity gain
ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ,Antenna duplexer
ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ,Antenna effective area
ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ,Antenna efficiency
ਐਂਟੀਨਾ ਫੀਡ,Antenna feed
ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ,Antenna foot print
ਐਂਟੀਨਾ ਲਾਭ,Antenna gain
ਐਂਟੀਨਾ ਉਚਾਈ,Antenna height
ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ,Antenna impedance
ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ,Antenna inductance
ਐਂਟੀਨਾ ਪੈਟਰਨ,Antenna pattern
ਐਂਟੀਨਾ ਪਲੇਕਸਰ,Antenna plexer
ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ,Antenna polarization
ਐਂਟੀਨਾ ਪਾਵਰ,Antenna power
ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ,Antenna power gain
ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ,Antenna radiation resistance
ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ,Antenna reactance
ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ,Antenna reflector
ਐਂਟੀਨਾ ਟਾਕਰੇ,Antenna resistance
ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ,Antenna resonant frequency
ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ,Antenna spacing
ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ,Antenna switching room
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ,Antenna tuning coil
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ,Antenna tuning hut
ਅਪਰਚਰ,Aperture
ਅਪੋਜੀ,Apogee
ਅਪੋਜੀ ਰਾਕੇਟ,Apogee rocket
ਉਪਕਰਣ,Apparatus
ਸਪੱਸ਼ਟ,Apparent
ਐਪਲਿਟ,Applet
ਐਪਲੀਕੇਸ਼ਨ,Application
ਲਗਭਗ,Approximate
Aquive ਹੱਲ,Aquous solution
ਆਰਕ,Arc
ਆਰਕੀਟੈਕਚਰ,Architecture
ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ,Archival transfer of sound recording
ਪੁਰਾਲੇਖ,Archives
ਹਿਸਾਬ ਕੋਡਿੰਗ,Arithmetic coding
ਆਰਮਚਰ,Armature
ਆਰਮਟਿ ure ਟਰ ਹਵਾ,Armature winding
ਐਰੇ,Array
ਅਰੈਸਟਰ,Arrester
ਬਿਆਨ,Articulation
ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ),Artifact (=artefact)
ਚੜ੍ਹਨਾ,Ascending
ਆਕਾਰ ਅਨੁਪਾਤ,Aspect ratio
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,Assembler
ਜ਼ੋਰ,Assertion
ਅਸਾਈਨਮੈਂਟ,Assignment
ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ,Assignment channel
ਅਸਮੈਟ੍ਰਿਕਲ,Asymmetrical
ਅਸਿੰਕਰੋਨਸ,Asynchronous
ਵਾਤਾਵਰਣ,Atmosphere
ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ,Atmospheric loss
ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ,Atmospheric noise
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,Atmospheric pressure
ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ,Atmospheric propagation
ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ,Atmospheric radio-wave
ਵਾਯੂਮੰਡਲ,Atmospherics
ਐਟਮ,Atom
ਪ੍ਰਮਾਣੂ ਬਣਤਰ,Atomic structure
ਲਗਾਵ,Attachment
ਪਟੀਸ਼ਨ,Attenuation
ਅਟੁੱਟ ਨੁਕਸਾਨ,Attenuation loss
ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ,Attenuation of sound waves
Attetuator,Attenuator
ਐਟੀਟਨਿਟਰ-ਪੈਡ,Attenuator-pad
ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ,Audibility threshold
ਸੁਣਨਯੋਗ,Audible
ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ,Audible frequency
ਸੁਣਨਯੋਗ ਧੁਨ,Audible tone
ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ,Audible-spectrum
ਹਾਜ਼ਰੀਨ,Audience
ਆਡੀਓ,Audio
ਆਡੀਓ ਅਮਲੀਫਾਇਰ,Audio amplifier
ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ,Audio analyzer
ਆਡੀਓ ਪ੍ਰਸਾਰਣ,Audio broadcasting
ਆਡੀਓ ਕੇਬਲ,Audio cable
ਆਡੀਓ ਚੇਨ,Audio chain
ਆਡੀਓ ਕੋਡਕ,Audio codec
ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ,Audio compression
ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ,Audio compressor
ਆਡੀਓ ਕੰਸੋਲ,Audio console
ਆਡੀਓ ਵਿਗਾੜ,Audio distortion
ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ,Audio dynamic range
ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ,Audio file format
ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ,Audio frame format
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,Audio frequency amplifier
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ,Audio frequency generator
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ,Audio frequency range
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,Audio frequency response
ਆਡੀਓ ਸੀਮਾ,Audio limiter
ਆਡੀਓ ਲਾਈਨ,Audio line
ਆਡੀਓ ਮਿਕਸਰ,Audio mixer
ਆਡੀਓ ਸੰਚਾਲਨ,Audio modulation
ਆਡੀਓ c ਸਿਲੇਟਰ,Audio oscillator
ਆਡੀਓ ਆਉਟਪੁੱਟ,Audio output
ਆਡੀਓ ਪਾਵਰ,Audio power
ਆਡੀਓ ਕੁਆਲਟੀ,Audio quality
ਆਡੀਓ ਸਿਗਨਲ,Audio signal
ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ,Audio signal processing
ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ,Audio spectrum
ਆਡੀਓ ਸਟੋਰੇਜ,Audio storage
ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ,Audio sub-carrier
ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ,Audio transformer
ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ,Audio transmitter
ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ,Audio/video compression
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ,Audio-frequency oscillator
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,Audio-frequency signal
ਆਡੀਓਮੈਟਰੀ,Audiometry
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ,Audio-visual aid
ਆਡੀਟਰੀ ਧਾਰਨਾ,Auditory perception
ਪ੍ਰਮਾਣਿਕਤਾ,Authentication
ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ,Authorised carrier frequency
ਆਟੋ ਕੈਡ,Auto CAD
ਆਟੋ ਨਿਦਾਨ,Auto diagnostics
ਆਟੋਮੈਟਿਕ,Automatic
ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ,Automatic control
ਆਟੋਮੈਟਿਕ ਖੋਜ,Automatic detection
ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ,Automatic equipment
ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਣ,Automatic frequency control
ਆਟੋਮੈਟਿਕ ਸੀਮਾ,Automatic limiter
ਆਟੋਮੈਟਿਕ ਮਸ਼ੀਨ,Automatic machine
ਆਟੋਮੈਟਿਕ ਫਾਸੇ ਕੰਟਰੋਲ,Automatic phasae control
ਆਟੋਮੈਟਿਕ ਤਸਵੀਰ ਸੰਚਾਰ,Automatic picture transmission
ਆਟੋਮੈਟਿਕ ਪਲੇਅਬੈਕ,Automatic playback
ਆਟੋਮੈਟਿਕ ਪਾਵਰ ਕੰਟਰੋਲ,Automatic power control
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,Automatic programming
ਆਟੋਮੈਟਿਕ ਰਿਕਾਰਡਿੰਗ,Automatic recording
ਆਟੋਮੈਟਿਕ ਰੀਸੈੱਟ,Automatic reset
ਆਟੋਮੈਟਿਕ ਸ਼ਟਰ,Automatic shutter
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ,Automatic system
ਆਟੋਮੈਟਿਕ ਟੈਲੀਫੋਨ,Automatic telephone
ਆਟੋਮੈਟਿਕ ਤਾਪਮਾਨ ਨਿਯੰਤਰਣ,Automatic temperature control
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਰੈਗੂਲੇਟਰ,Automatic voltage regulator
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਕੰਪ੍ਰੈਸਰ,Automatic volume compressor
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਨਿਯੰਤਰਣ,Automatic volume control
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਫੈਲਾਓਡਰ,Automatic volume expander
ਆਟੋਮੈਟੇਸ਼ਨ,Automation
ਆਟੋਮੈਟੇਸ਼ਨ ਕੰਟਰੋਲ,Automation control
ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਕੰਟਰੋਲਰ,Automation frequency controller
ਸਹਾਇਕ,Auxiliary
ਸਹਾਇਕ ਆਡੀਓ ਬੱਸ,Auxiliary audio bus
ਉਪਲਬਧ ਪਾਵਰ,Available power
ਬਰਫਬਾਰੀ ਟੁੱਟਣਾ,Avalanche breakdown
Life ਸਤਨ ਜ਼ਿੰਦਗੀ,Average life
Speptuse ਸਤਨ ਦਬਾਅ,Average pressure
Average ਸਤ ਗਤੀ,Average speed
ਸਪਿਨ ਦਾ ਧੁਰਾ,Axis of spin
ਅਜ਼ੀਮੂਥ,Azimuth
ਅਜ਼ੀਮੂਥ ਐਂਗਲ,Azimuth angle
ਅਜੀਮੂਥ ਗਲਤੀ,Azimuth error
ਪਿਛਲੀ ਰੋਸ਼ਨੀ,Back light
ਬੈਕ ਪ੍ਰੋਜੈਕਸ਼ਨ,Back projection
ਵਾਪਸ ਵੋਲਟੇਜ (= ਰਿਵਰਸ ਵੋਲਟੇਜ),Back voltage (=reverse voltage)
ਬੈਕਫਾਇਰ (ਆਰਕ ਬੈਕ),Backfire (arc back)
ਪਿਛੋਕੜ ਦੀ ਰੋਸ਼ਨੀ,Background light
ਪਿਛੋਕੜ ਦੇ ਸ਼ੋਰ,Background noise
ਪਿਛੋਕੜ ਦਾ ਅਨੁਮਾਨ,Background projection
ਬੈਕਅਪ,Backup
ਬੇਫਲ,Baffle
ਪਕਾਉਣਾ,Baking
ਸੰਤੁਲਿਤ ਆਡੀਓ,Balanced audio
ਸੰਤੁਲਿਤ ਆਡੀਓ ਲਾਈਨ,Balanced audio line
ਸੰਤੁਲਿਤ ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ,Balanced transmission line
ਸੰਤੁਲਨ,Balancing
ਗੈਲਸਟ,Ballast
ਗਲੇਸਟ ਫੈਕਟਰ,Ballast factor
ਬਾਲੂਨ,Balun
ਜਥਾ,Band
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,Band pass filter
ਬੈਂਡ ਚੋਣਕਾਰ,Band selector
ਬੈਂਡ ਸਪਲਿਟਿੰਗ,Band splitting
ਬੈਂਡ ਸਟੌਪ ਫਿਲਟਰ,Band stop filter
ਬੈਂਡ ਸਵਿਚ,Band switch
ਬੈਂਡ ਟਿ ing ਨਿੰਗ,Band tuning
ਬੈਂਡਵਿਡਥ,Bandwidth
ਬਾਰ,Bar
ਬਾਰ ਕੋਡ,Bar code
ਬਾਰ ਡਾਟਾ,Bar data
ਬੇਅਰ ਬੈਂਡ,Bare band
ਬੇਅਰ ਲੈਂਪ,Bare lamp
ਬਾਰਨ ਡੋਰ,Barn door
ਅਧਾਰ ਬੈਂਡ,Base band
ਬੇਸ ਬੈਂਡ ਸਿਗਨਲ,Base band signal
ਬੇਸ ਬੈਂਡ ਸਿਸਟਮ,Base band system
ਅਧਾਰ ਬਰਾ browser ਜ਼ਰ,Base browser
ਬੇਸ ਕੁਲੈਕਟਰ ਜੰਕਸ਼ਨ,Base collector junction
ਅਧਾਰ ਇਨਸੂਲੇਟਰ,Base insulator
ਬਾਸ,Bass
ਬਾਸ ਮੁਆਵਜ਼ਾ,Bass compensation
ਬਾਸ ਲਾਡਸਪੀਕਰ (ਵੂਫਾਨ),Bass loudspeaker (woofer)
ਬੈਚ ਸਕੈਨਿੰਗ,Batch scanning
ਬੈਟਰੀ ਚਾਰਜਿੰਗ,Battery charging
ਸ਼ਤੀਰ,Beam
ਕੁੱਟਿਆ,Beat
ਬਾਰੰਬਾਰਤਾ c ਸਿਲੇਟਰ ਨੂੰ ਹਰਾਇਆ,Beat frequency oscillator
ਬੇਲ,Bel
ਬਿਆਸ,Bias
ਬਿਆਸ ਸਰਕਟ,Bias circuit
ਪੱਖਪਾਤ ਦੀ ਬਾਰੰਬਾਰਤਾ,Bias frequency
ਬਿਆਸ ਵੋਲਟੇਜ,Bias voltage
