Gujarati,Hindi
કેમેરિલા,2. षाड्यंत्रिक
કેમલૌકમ,(पोप का) मुकुट
છદ્માવરણ,"छद्मावरण, छद्म गोपन"
ઝુંબેશ,अभियान
શિબિર અનુયાયી,लश्करी; शिविरानुचर
કેમ્પો સાન્ટો,गिरजा क़ब्रिस्तान
કેમ્પસ માર્શિયસ,कैंपस मारशियस
કેનેફોરા,"कान्फोरा, डलियावाली"
કેંગ્યુ,कैंग; काष्ठबंध
તોપ,गोलाबारी
તોપ ઘાસચારો,"युद्ध-बलि, तोपचारा"
કેનન,धर्म-सूत्र
કેનન કાયદો,"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम"
કેનોપસ હુકમનામું,"कैनोपेस आज्ञप्ति, कैनोपस डिक्री"
શસ્ત્ર,"चिह्रित शस्त्र, चिह्रित आयुध"
બંદીવાન,बंदी
કેપ્ટર,बंदीकर्त्ता
કાર્ડિનલ,कार्डिनल
કાર્લ,कार्ल
કેરોલિંગિયન રાજવંશ,कैरोलिन्जी राजवंश
કાર્થુસિયન સંપ્રદાય,कारथूसी संप्रदाय
કાર્ટોસા,कारथूसी मठ
કેસ્ટેલિયન,"किलेदार, कोटपाल"
કેસ્ટેલિયન,2. केस्टेलन
જાતિ વ્યવસ્થા,वर्ण-व्यवस्था
કિલ્લો,() दुर्ग
કિલ્લો,(2) गढ़ी
કેસલ ટાઉન,दुर्ग-नगर
કાસ્ટ્રા,कैस्ट्रा
કાસ્ટ્રા,2. रोमन शिविर
કેથેડ્રા,पादरी का सिंहासन
કેથેડ્રલ,मुख्य गिरजाघर
કેટો સ્ટ્રીટ કાવતરું,केटो स्ट्रीट षडयंत्र
કૌડીલો,कॉडिलो
ઘોડેસવાર,() कैवेलियर
ઘોડેસવાર,(2) घुड़सवार
ઘોડેસવાર સંસદ,कैवेलियर पार्लियामेंट
અદુલ્લામની ગુફા,"पक्ष-त्यागी गुट, आडुलम गुट"
ગુફા પેઇન્ટિંગ,"गुहा-चित्रकारी, गुहा-चित्रण"
ગુફા પેઇન્ટિંગ,2. गुहा-चित्र
સેન્ટુમવીર,सेन्टुमविर
સેન્ચ્યુરિયન,सेंचुरियन
સદી,"शताब्दी, सदी, शती"
સાંકળ બખ્તર (= સાંકળ મેલ),"जिरह-बख्तर, श्रृंखला-कवच"
ચેન્ટ્રી,"समर्पित मंदिर, समर्पित पूजागृह"
ચેન્ટ્રી,2. समर्पित धर्मदास
ચેપ પુસ્તક,चैप पुस्तिका
ધર્મગુરુ,"धर्माधिकारी, चैपलिन"
પ્રકરણ,पादरी मंडल
અકસ્માતોનો પ્રકરણ,सांयोगिक दुर्घटनाएँ
ચાર્જ,कीतिंचिह्र
ચાર્જ ડી અફેર્સ,"कार्यदूत, दूत-कार्यकारी"
ચાર્જ વિદાય,विदाई परामर्श
ચાર્જર,युद्धाश्व
રથ,विजय रथ
સારથિ,रथारोही
સારથિ,2. रथी
સારથિ,3. सारथी
ચેરિટી રસોડું,"अन्नसत्र, लंगर"
ચાર્ટર,"अधिकार-पत्र, चार्टर"
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),चार्टिस्ट आंदोलन
ચાર્ટોફિલેસિયમ,"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ"
ચટેઉ,"सामंत गढ़ी, शातो"
ચેક પોસ્ટ,पड़ताल चौकी
રાસાયણિક યુદ્ધ,रासायनिक युद्ध
ચેસ્ટર,दुर्ग-नगर
મુખ્ય,सरदार
સરદાર,सरदार
સરદાર,2. सामंत
સરદાર,3. राजा
શિફૉન,"जालांशुक, जालीदार कपड़ा, शिफान"
શૌર્ય,शौर्य
પસંદ કરેલા લોકો,यहूदी लोग
ક્રિસ્મોગ્રાફિયન,दिव्यवाणी कक्ष प्रवचन कक्ष
ખ્રિસ્તી ધર્મ,ईसाई जगत
ખ્રિસ્તી યુગ,ईसवी काल
ખ્રિસ્તી સમાજવાદ,ईसाई समाजवाद
ક્રોનિકલ,इतिवृत्त
ક્રોનિકર,इतिवृत्तकार
Chryse Chersonese,स्वर्ण-भूमि
સિમેલિયમ,रत्न-कक्ष
Cinquecento પ્રકાર,सोलहवीं शती की शैली
પરિક્રમા,परिनौचालन
સિસ્ટરસિયન સાધુ,सिस्तर्शी साधु
રાજગઢ,"दुर्ग, गढ़ी"
અવતરણ,() प्रशस्ति
અવતરણ,(2) उपस्थिति सूचना
સામાજિક અસહકાર,सविनय अवज्ञा (आन्दोलन)
નાગરિક યુદ્ધ,गृह-युद्ध
સિવિસ રોમનસ,रोमन नागरिक
શાસ્ત્રીય વય,"कलासिकी युग, श्रेण्य युग"
Clepht (=klepht),बटमार
કારકુનવાદ,"पादरीवाद, पुरोहितवाद"
કારકુન,"भूग्राही, क्लेरुक"
ક્લુનિયાક ચળવળ,क्लूनी आंदोलन
કોટ બખ્તર,"कवच, जिरह-बख्तर"
શસ્ત્રોનો કોટ,कुलांक
શસ્ત્રોનો કોટ,2. आयुधांक
શસ્ત્રોનો કોટ,3. अस्त्र-ध्वजादि-चित्रण
ટપાલનો કોટ,"कवच, जिरह-बख्तर, अंगत्राण"
સમૂહ,कोहॉर्ट
કોમીટીયા,कोमिशिया
કોમિટિયા સેન્ટુરિયાટા,कोमिशिया सेंतुरियाता
કોમિટિયા કુરિયાટા,कोमिशिया क्यूरिआता
કોમિટિયા ટ્રિબ્યુટા,कोमिशिया ट्रिब्यूता
સ્મારક કમાન,स्मारक तोरण
સ્મારક સિક્કો,स्मारक सिक्का
સ્મારક સીલ,स्मारक मुहर
સામાન્ય ક્ષેત્ર,सार्वजनिक भूमि
કોમ્યુનાર્ડ,कम्यूनार्ड
કોનકોર્ડેટ,समझौता
કોનકોર્ડેટ,2. धर्म-संधि
કોન્ડોટિયર,कंदोत्यर
પુષ્ટિકરણ Cartarum,"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि"
સંઘર્ષ,संघर्ष
મંડળ,धर्म-संगति
વિજયી રાજ્ય,विजेता राज्य
વિજેતા,विजेता
વિજેતા,"वर्षक वीर, अत्याचारी विजेता"
કોન્સિલિયમ,राजपरिषद्
કન્સિસ્ટરી,"चर्च न्यायालय, काँसिस्टरी"
કાવતરું,षड़यन्त्र
કાવતરું,2. साजिश
કોન્સ્યુલેટ,कांसुली शासन
કન્સ્યુલેશન બુક,परामर्श-पुस्तिका
કોન્ટિનેંટલ સિસ્ટમ,महाद्वीपीय व्यवस्था
સંમેલન સંસદ,अनधिकृत आहूत पार्लियामेंट
કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ),कापरहेड्स
કોપીહોલ્ડ,"पट्ट-भूमि, पट्टे पर मिली भूमि"
કોર્ડનિંગ,परिसीमन; घेरा डालना
કોરોના,"मुकुट, किरीट"
રાજ્યાભિષેક,राज्याभिषेक
રાજ્યાભિષેક પથ્થર,"अभिषेकाश्म, अभिषेक-शिला"
કોર્પસ,(ग्रंथ) संग्रह
કોર્સેર,"जलदस्यु, समुद्री डाकू"
કોર્સેર,2. दस्यु पोत
કાંચળી (=કાંચળી),"उरस्त्राण, वक्षस्त्राण"
કોર્ટેસ,"कार्टिज़, स्पेनी संसद"
કોટ્ટર (=કોટીયર),कुटी घर
કોટ્ટર (=કોટીયર),2. खिदमती काश्तकार
કાઉન્ટ પેલેટિનેટ,काउन्ट पैलेटीनेट
દેશ ઘર,ग्राम्य आवास
કાઉન્ટી,काउन्टी
કાઉન્ટી બરો,काउन्टी बरो
કાઉન્ટી કોર્ટ,काउन्टी न्यायालय
કાઉન્ટી પેલેટીન,काउन्टी रियासत
કોર્ટ,दरबार
કોર્ટ,2. राजसभा
કોર્ટ પરિપત્ર,राजपरिपत्र
કોર્ટ શિષ્ટાચાર,"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा"
દરબારી,"राजदरबारी, राजसभासद, मुसाहिब"
કેસેશન કોર્ટ,कोर्ट ऑफ कैसेशन
કોર્ટ ઓફ ડિરેક્ટર્સ (EIC),"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स"
માલિકોની કોર્ટ,"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स"
દરબાર કવિ,राजकवि
કરારબદ્ધ કેમેરોનિયનો,प्रसंविदाकारी केमेरोनपंथी
તાજ,"राजा, क्राउन"
તાજ,2. (क) ताज
તાજ,(ख) मुकुट
તાજ જમીન,"खालसा, राजभूमि"
તાજ જમીન,2. संघ राज्य
રાજકુંવર,युवराज
ધર્મયુદ્ધ,"धर्मयुद्ध, जिहाद"
ક્રુસેડર,धर्म-योद्धा
ક્રિપ્ટોગ્રામ,"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश"
કુઇરાસ,"वक्षस्त्राण, जिरहबख़्तर"
ક્યુરાસીયર,"चर्म कवचधारी, अश्वारोही"
સંપ્રદાય દેવતા,संप्रदाय देवता
કુરિયા,"क्यूरिया, सभा-भवन, परिषद"
કુરિયા,2. रोम का सीनेट भवन
ઝારવાદ,जारशाही
શ્યામ ખંડ,अंध महाद्वीप
ચુકાદાનો દિવસ,प्रलय-दिवस
ચુકાદાનો દિવસ,2. क़यामत का दिन
ડીન,"डीन, अधिष्ठाता"
દશક,जशक
ડેનરિયસ,दीनार
પદભ્રષ્ટ રાજા,सिंहासनच्युत राजा
બગાડ,विलुंठन
બગાડ,"अपहरण, लूट-खसोट"
ડિથ્રોન,गद्दी से उतारना
ડાયડેમ,राजमुकुट
ડાયડેમ,2. किरीट
ડાયડેમ,3. राजचिह्र
ડાયસિયા,डायेसिया
ડિકાસ્ટેરિયમ,न्यायालय
ડિલુવિઆલિસ્ટ,जलप्रलयवादी
પંથક,बिशप-क्षेत्र
પંથક,2. डायोसीज़
નિર્દેશક (=નિર્દેશક),क्रांतिकारी कार्यकारिणी
નિર્દેશક (=નિર્દેશક),2. दायरोक्तायर
દિરહામ,दिरहम
બેવફા,निष्ठाहीन
બેવફા,2. देशद्रोही
ક્ષતિનો સિદ્ધાંત,"राज्य-अपहरण नीति, राज्यलय-नीति"
દસ્તાવેજ,"प्रलेख, दस्तावेज़"
દસ્તાવેજી પુરાવા,"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य"
ડોમ્સડે બુક,"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक"
કોન્સ્ટેન્ટાઇનનું દાન,कॉन्सटेन्टाइन का दान
પ્રારબ્ધ,"विधि, क़ानून"
ડોવગર રાણી,राजमाता
ડ્રેગન,"ड्रेगून, घुड़सवार"
ડ્રોમેડેરીયન,साँडनी सवार
ડ્રોમેડરી,"साँडनी, मादा ऊँट"
ડ્રોમોન્ડ,महा नौका
ડ્યુઅલ,द्वंद्व युद्ध
બેવડા જોડાણ,"डुअल अलाएँस, दोहरी संधि"
ડ્યુઅલ entente,ड्यूल आँताँत
ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર),"दोहरा शासन, दुहरी सरकार, द्वैध शासन"
ડ્યુક,ड्यूक
ડુમા,ड्यूमा
વામન અવતાર,वामन अवतार
રાજવંશ,वंश
રાજવંશ,2. राजवंश
ગરુડ,गरूड़
વૃદ્ધ માણસ,एल्डरमेन
અર્લ,अर्ल
અર્લ્ડમ,"अर्लपद, अर्लक्षेत्र"
પ્રારંભિક ગુપ્તા,"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा"
પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ,पूर्वकालीन (ऐतिहासिक) स्थल
પ્રારંભિક વૈદિક સમયગાળો,पूर्व वैदिक काल
એકલસિયા,नागरिक सभा
વળતરનો આદેશ,"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन"
આઠ ગણો રસ્તો,अष्टांगिक मार्ग
વડીલો,"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर"
વડીલ રાજનેતા (= genro),वयोवृद्ध राजविद्
હાથી ગોડ,अंकुश
અગિયાર વર્ષનો જુલમ,"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य"
એલિસી (=એલિસી),एलीजे
બિડાણ ચળવળ,बाड़ाबंदी आंदोलन
એન્સાઇકલિકલ,पोप-परिपत्र
જ્ઞાનકોશવાદી ચળવળ,विश्वकोशकार आंदोलन
એન્ટેન્ટે,"आंतांत, सौहार्द"
એન્ટેન્ટે કોર્ડિયેલ,"दृढ़ सौहार्द, आंतांत कार्दिआल"
સિંહાસન,राज्यारोहण
નોકરચાકર,"परिचारक गण, परिचर"
એફોદ,"वस्त्र, परिधान"
એફોર,"दंडाधीश, एफोर"
મહાકાવ્ય યુગ,वीरयुग
એપિક હીરો,महाकाव्य-नायक
એપિગ્રાફ,पुरालेख
એપિસ્કોપેસી,बिशपतंत्र
એપિસ્કોપેટ,विशप-पीठ
એપિસોડ,घटना
યુગ,युग
યુગ-નિર્માણની ઘટના,युगांतरकारी घटना
યુગ-નિર્માતા માણસ,युग-प्रवर्तक व्यक्ति
ઉપનામ,नाम-स्रोत
ઇક્વેરી,अश्वपाल
ઇક્વેરી,2. एक्यरी
અશ્વારોહણ પ્રતિમા,अश्वारोही मूर्ति
યુગ,"काल, संवत्"
અર્ગાસ્ટુલમ,दास-कारागार
યુકેરિસ્ટ,यूखेरिस्त
ઇવેન્જેલિકલિઝમ,"शुभ संदेशवाद, इंजीलवाद"
ઇવેન્જેલિકલ ચળવળ,इंजीली आंदोलन
