Marathi,Odiya
अ‍ॅनिमल कॅरिओटाइपिंग,ପଶୁ କାରିଟାଇପିଂ |
प्राण्यांचे राज्य,ପଶୁ ରାଜ୍ୟ
प्राणी ऊतक,ପଶୁ ଟିସୁ |
अ‍ॅनिमालिया,ପଶୁ
आयन,ଆନାୟଣ
एनिसोट्रॉपिक बँड,ଆନିସୋଟ୍ରୋପିକ୍ ବ୍ୟାଣ୍ଡ |
En नीलिंग,ଆନାଲିଟିଂ
अ‍ॅनेलिड,Annleled
अ‍ॅनेलिडा,ଆଙ୍କିଲଦା |
वार्षिक रिंग,ବାର୍ଷିକ ରିଙ୍ଗ |
एनुलेटेड,ପୁର୍ଣ୍ଣିକ
एन्युले,ନିନ୍ଦା
विसंगती प्रकार,ଆନୋମାଲିୟ ପ୍ରକାର |
अ‍ॅनोफेल्स,ଅଧପତ୍ର
मुंगी खाणारा,ପିମ୍ପୁଡ଼ି ଭୋଜନକାରୀ
विरोधी,ବିରୋଧୀ |
अंटार्क्टिक,ଅପବିତ୍ର
अँटेना,ଆଣ୍ଟେନା |
अँटेना कॉम्प्लेक्स,ଆଣ୍ଟେନା କମ୍ପ୍ଲେକ୍ସ |
अँटेनल ग्रंथी,ଆଣ୍ଟେନାଲ୍ ଗ୍ରନ୍ଥି |
पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न,ଆଣ୍ଟରିଅର୍ (ଭେଣ୍ଟ୍ରାଲ୍) ଧୂସର ଶିଙ୍ଗ |
आधीचा हायपोफिसिस,ଆଣ୍ଟ୍ଟରର ହାଇପୋଫାଇସିସ୍ |
पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस,ପୂର୍ବର ସେଣ୍ଟ୍ରଭେଷ୍ଟ୍ରିକୁଲାର୍ ସଲ୍କସ୍ |
अँथर,ଅଙ୍କନ
अँथर संस्कृती,ଆନାଥନ୍ ସଂସ୍କୃତି
अँथेरिडियम,ଆନିଚାଇଡିୟମ୍ |
अँथेरोझॉइड,ଆନ୍ଥ୍ରୋଜଏଡ୍ |
अँथोसेरोस,ଆନ୍ଥୋକେସୋସ୍ |
अँथोसेरोटोप्सिडा,ଆନ୍ଫୋସିଆରୋଟୋସିଡା |
अँथ्रॅक्स,ଆନ୍ଥ୍ରାକ୍ସ |
अँथ्रोपोजेनिक विलोपन,ଆନ୍ଥ୍ରୋପେନିକ୍ ବିଲୁପ୍ତ |
मानववंशशास्त्र,ଆନ୍ଥ୍ରୋପୋଲୋଜି |
अँटीबैक्टीरियल,ଆଣ୍ଟିବଜାର କଟୁ
अँटीबायोटिक पेनिसिलिन,ଆଣ୍ଟିବାୟୋଟିକ୍ ପେନିସିଲିନ୍ |
प्रतिजैविक प्रतिरोधक,ଆଣ୍ଟିବାୟୋଟିକ୍ ପ୍ରତିରୋଧକ |
प्रतिजैविक (ओ),ଆଣ୍ଟିବାୟୋଟିକ୍ (ଗୁଡିକ)
प्रतिपिंडे,ଆଣ୍ଟିବଡି |
अँटीबॉडी जोडपे,ଆଣ୍ଟିବଡି ଦମ୍ପତି |
प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती,ଆଣ୍ଟିବଡି ମଧ୍ୟସ୍ଥତା ଅବିସ୍ମରଣୀୟ |
अँटीकोआगुलंट,ଆଣ୍ଟିକୋଗୁଏଲାଣ୍ଟ |
अँटीकोडॉन लूप,ଆଣ୍ଟିକୋଡନ୍ ଲୁପ୍ |
प्रतिरोधक,ପୃଥିବୀ ନିରାଶ
अँटीडियुरेटिक हार्मोन (एडीएच),ଆଣ୍ଟିଭାସିଟିକ୍ ହରମୋନ୍ (ADH)
अँटीजेन जनुक,ଆଣ୍ଟିଗେନ୍ ଜିନ୍
अँटीजेन-अँटीबॉडी कॉम्प्लेक्स,ଆଣ୍ଟିଜେନ୍-ଆଣ୍ଟିବଡି ଜଟିଳ |
