Gujarati,English
બ્લેક હોલ,Black Hole
બ્લેક હોલ,Black Hole
કાળો પગ (= સ્કેબ),Black leg (=scab)
કાળો શર્ટ,Black Shirt
બ્લેઝોન,Blazon
બ્લેઝોન,Blazon
બ્લેઝોનરી,Blazonry
બ્લેઝોનરી,Blazonry
બ્લિટ્ઝક્રેગ,Blitzkrieg
લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ),Bloodless Revolution (=Glorious Revolution)
બ્લડવાઈટ,Bloodwite
બ્લડી મેરી,Bloody Mary
વાદળી,Blue
વાદળી રક્ત,Blue blood
વાદળી પુસ્તક,Blue book
વાદળી રિબન,Blue ribbon
વાદળી રિબન,Blue ribbon
બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ),Blues (=Royal Horse Guards)
વાદળી શર્ટ,Blue Shirt
બ્લુ વોટર સ્કૂલ,Blue Water School
બોર્ડ ઓફ કંટ્રોલ,Board of Control
શારીરિક બખ્તર,Body armour
બોઅર,Boer
લૂંટ,Booty
બરો,Borough
બુલ્યુટેરિયન,Bouleuterion
બોર્બોન,Bourbon
બોક્સર બળવો,Boxer rebellion
તાણવું,Brace
બ્રાસર્ડ,Brassard
બ્રાસર્ડ,Brassard
બ્રેડ વસાહતો,Bread colonies
સ્તન પ્લેટ,Breast Plate
સ્તન કામ,Breast work
બ્રેટવાલ્ડા,Bretwalda
બ્રિગન્ડ,Brigand
બ્રિગેન્ડેજ,Brigandage
બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ,British Commonwealth of Nations
બ્રાઉન શર્ટ્સ (=નાઝીઓ),Brown Shirts (=The Nazis)
બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન),Brussels Treaty (Pact) organisation (=Western Europeon union)
બફ,Buff
બફ,Buff
બફ-કોટ,Buff-coat
બફ્સ,Buffs
બુલે (= કાઉન્સિલ),Bule (=council)
બર્ગેજ,Burgage
બર્જેસ,Burgess
બાયઝેન્ટાઇન,Byzantine
બાયઝેન્ટાઇન ચર્ચ,Byzantine church
બાયઝેન્ટાઇન સામ્રાજ્ય,Byzantine Empire
બાયઝેન્ટાઇન યુગ,Byzantine Era
બાયઝેન્ટાઇન ઇતિહાસકારો,Byzantine historians
કેબલ,Cabal
સીઝરિઝમ,Caesarism
ખલીફા,Caliph
સુલેખનકાર,Calligrapher
સુલેખનકાર,Calligraphist
સુલેખન,Calligraphy
કેલ્ટ્રોપ,Caltrop
મિત્રતા,Camaraderie
કેમેરિલા,Camarilla
કેમેરિલા,Camarilla
કેમલૌકમ,Camelaucum
છદ્માવરણ,Camouflage
ઝુંબેશ,Campaign
શિબિર અનુયાયી,Camp follower
કેમ્પો સાન્ટો,Campo santo
કેમ્પસ માર્શિયસ,Campus martius
કેનેફોરા,Canephora
કેંગ્યુ,Cangue
તોપ,Cannonade
તોપ ઘાસચારો,Cannon fodder
કેનન,Canon
કેનન કાયદો,Canon law
કેનોપસ હુકમનામું,Canopus decree
શસ્ત્ર,Canting arms
બંદીવાન,Captive
કેપ્ટર,Captor
કાર્ડિનલ,Cardinal
કાર્લ,Carl
કેરોલિંગિયન રાજવંશ,Carolingian dynasty
કાર્થુસિયન સંપ્રદાય,Carthusian sect
કાર્ટોસા,Cartosa
કેસ્ટેલિયન,Castelian
કેસ્ટેલિયન,Castelian
જાતિ વ્યવસ્થા,Caste system
કિલ્લો,Castle
કિલ્લો,Castle
કેસલ ટાઉન,Castle town
કાસ્ટ્રા,Castra
કાસ્ટ્રા,Castra
કેથેડ્રા,Cathedra
કેથેડ્રલ,Cathedral
કેટો સ્ટ્રીટ કાવતરું,Cato Street conspiracy
કૌડીલો,Caudillo
ઘોડેસવાર,Cavalier
ઘોડેસવાર,Cavalier
ઘોડેસવાર સંસદ,Cavalier Parliament
અદુલ્લામની ગુફા,Cave of Adullam
ગુફા પેઇન્ટિંગ,Cave painting
ગુફા પેઇન્ટિંગ,Cave painting
સેન્ટુમવીર,Centumvir
સેન્ચ્યુરિયન,Centurion
સદી,Century
સાંકળ બખ્તર (= સાંકળ મેલ),Chain armour (=chain mail)
ચેન્ટ્રી,Chantry
ચેન્ટ્રી,Chantry
ચેપ પુસ્તક,Chap book
ધર્મગુરુ,Chaplain
પ્રકરણ,Chapter
અકસ્માતોનો પ્રકરણ,Chapter of accidents
ચાર્જ,Charge
ચાર્જ ડી અફેર્સ,Charge d'affaires
ચાર્જ વિદાય,Charge parting
ચાર્જર,Charger
રથ,Chariot
સારથિ,Charioteer
સારથિ,Charioteer
સારથિ,Charioteer
ચેરિટી રસોડું,Charity kitchen
ચાર્ટર,Charter
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),Chartist Movement (=Chartism)
ચાર્ટોફિલેસિયમ,Chartophylacium
ચટેઉ,Chateau
ચેક પોસ્ટ,Check post
રાસાયણિક યુદ્ધ,Chemical Warfare
ચેસ્ટર,Chester
મુખ્ય,Chief
સરદાર,Chieftain
સરદાર,Chieftain
સરદાર,Chieftain
શિફૉન,Chiffon
શૌર્ય,Chivalry
પસંદ કરેલા લોકો,Chosen People
ક્રિસ્મોગ્રાફિયન,Chrismographion
ખ્રિસ્તી ધર્મ,Christendom
ખ્રિસ્તી યુગ,Christian era
ખ્રિસ્તી સમાજવાદ,Christian Socialism
ક્રોનિકલ,Chronicle
ક્રોનિકર,Chronicler
Chryse Chersonese,Chryse Chersonese
સિમેલિયમ,Cimelium
Cinquecento પ્રકાર,Cinquecento Style
પરિક્રમા,Circumnavigation
સિસ્ટરસિયન સાધુ,Cistercian monk
રાજગઢ,Citadel
અવતરણ,Citation
અવતરણ,Citation
સામાજિક અસહકાર,Civil disobedience
નાગરિક યુદ્ધ,Civil war
સિવિસ રોમનસ,Civis Romanus
શાસ્ત્રીય વય,Classical age
Clepht (=klepht),Clepht (=klepht)
કારકુનવાદ,Clericalism
કારકુન,Cleruch
ક્લુનિયાક ચળવળ,Cluniac movement
કોટ બખ્તર,Coat armour
શસ્ત્રોનો કોટ,Coat of arms
શસ્ત્રોનો કોટ,Coat of arms
શસ્ત્રોનો કોટ,Coat of arms
ટપાલનો કોટ,Coat of mail
સમૂહ,Cohort
કોમીટીયા,Comitia
કોમિટિયા સેન્ટુરિયાટા,Comitia Centuriata
કોમિટિયા કુરિયાટા,Comitia Curiata
કોમિટિયા ટ્રિબ્યુટા,Comitia Tributa
સ્મારક કમાન,Commemorative arch
સ્મારક સિક્કો,Commemorative coin
સ્મારક સીલ,Commemorative seal
સામાન્ય ક્ષેત્ર,Common field
કોમ્યુનાર્ડ,Communard
કોનકોર્ડેટ,Concordat
કોનકોર્ડેટ,Concordat
કોન્ડોટિયર,Condottiere
પુષ્ટિકરણ Cartarum,Confirmation Cartarum
સંઘર્ષ,Conflict
મંડળ,Congregation
વિજયી રાજ્ય,Conquering state
વિજેતા,Conqueror
વિજેતા,Conquistador
કોન્સિલિયમ,Consilium
કન્સિસ્ટરી,Consistory
કાવતરું,Conspiracy
કાવતરું,Conspiracy
કોન્સ્યુલેટ,Consulate
કન્સ્યુલેશન બુક,Consulation book
કોન્ટિનેંટલ સિસ્ટમ,Continental system
સંમેલન સંસદ,Convention Parliament
કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ),Copperheads (=peace democrats)
કોપીહોલ્ડ,Copyhold
કોર્ડનિંગ,Cordoning
કોરોના,Corona
રાજ્યાભિષેક,Coronation
રાજ્યાભિષેક પથ્થર,Coronation stone
કોર્પસ,Corpus
કોર્સેર,Corsair
કોર્સેર,Corsair
કાંચળી (=કાંચળી),Corset (=corselet)
કોર્ટેસ,Cortes
કોટ્ટર (=કોટીયર),Cottar (=cottier)
કોટ્ટર (=કોટીયર),Cottar (=cottier)
કાઉન્ટ પેલેટિનેટ,Count Palatinate
દેશ ઘર,Country house
કાઉન્ટી,County
કાઉન્ટી બરો,County borough
કાઉન્ટી કોર્ટ,County courts
કાઉન્ટી પેલેટીન,County palatine
કોર્ટ,Court
કોર્ટ,Court
કોર્ટ પરિપત્ર,Court circular
કોર્ટ શિષ્ટાચાર,Court etiquette
દરબારી,Courtier
કેસેશન કોર્ટ,Court of cassation
કોર્ટ ઓફ ડિરેક્ટર્સ (EIC),Court of Directors (E. I. C.)
માલિકોની કોર્ટ,Court of Proprietors
દરબાર કવિ,Court poet
કરારબદ્ધ કેમેરોનિયનો,Covenanted Cameronians
તાજ,Crown
તાજ,Crown
તાજ,Crown
તાજ જમીન,Crown land
તાજ જમીન,Crown land
રાજકુંવર,Crown Prince
ધર્મયુદ્ધ,Crusade
ક્રુસેડર,Crusader
ક્રિપ્ટોગ્રામ,Cryptogram
કુઇરાસ,Cuirass
ક્યુરાસીયર,Cuirassier
સંપ્રદાય દેવતા,Cult deity
કુરિયા,Curia
કુરિયા,Curia
ઝારવાદ,Czarism
શ્યામ ખંડ,Dark continent
ચુકાદાનો દિવસ,Day of judgement
ચુકાદાનો દિવસ,Day of judgement
ડીન,Dean
દશક,Decade
ડેનરિયસ,Denarius
પદભ્રષ્ટ રાજા,Deposed monarch
બગાડ,Despoil
બગાડ,Despoilation
ડિથ્રોન,Dethrone
ડાયડેમ,Diadem
ડાયડેમ,Diadem
ડાયડેમ,Diadem
ડાયસિયા,Diasia
ડિકાસ્ટેરિયમ,Dicasterium
ડિલુવિઆલિસ્ટ,Diluvialist
પંથક,Diocese
પંથક,Diocese
નિર્દેશક (=નિર્દેશક),Directoire (=Directry)
નિર્દેશક (=નિર્દેશક),Directoire (=Directry)
દિરહામ,Dirham
બેવફા,Disloyal
બેવફા,Disloyal
ક્ષતિનો સિદ્ધાંત,Doctrine of lapse
દસ્તાવેજ,Document
દસ્તાવેજી પુરાવા,Documentary evidence
ડોમ્સડે બુક,Domesday Book
કોન્સ્ટેન્ટાઇનનું દાન,Donation of Constantine
પ્રારબ્ધ,Doom
ડોવગર રાણી,Dowager queen
ડ્રેગન,Dragoon
ડ્રોમેડેરીયન,Dromedarian
ડ્રોમેડરી,Dromedary
ડ્રોમોન્ડ,Dromond
ડ્યુઅલ,Dual
બેવડા જોડાણ,Dual alliance
ડ્યુઅલ entente,Dual entente
ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર),Dual system (=dual government)
ડ્યુક,Duke
ડુમા,Duma
વામન અવતાર,Dwarf incarnation
રાજવંશ,Dynasty
રાજવંશ,Dynasty
ગરુડ,Eagle
વૃદ્ધ માણસ,Ealder man
અર્લ,Earl
અર્લ્ડમ,Earldom
પ્રારંભિક ગુપ્તા,Early Guptas
પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ,Early (historic) sites
પ્રારંભિક વૈદિક સમયગાળો,Early Vedic period
એકલસિયા,Ecclesia
વળતરનો આદેશ,Edict of Restitution
આઠ ગણો રસ્તો,Eight fold path
વડીલો,Elders
વડીલ રાજનેતા (= genro),Elder statesman (=genro)
હાથી ગોડ,Elephant goad
અગિયાર વર્ષનો જુલમ,Eleven Years' Tyranny
એલિસી (=એલિસી),Elysae (=Elysee)
બિડાણ ચળવળ,Enclosure Movement
એન્સાઇકલિકલ,Encyclical
જ્ઞાનકોશવાદી ચળવળ,Encyclopaedist movement
એન્ટેન્ટે,Entente
એન્ટેન્ટે કોર્ડિયેલ,Entente cordiale
સિંહાસન,Enthrone
નોકરચાકર,Entourage
એફોદ,Ephod
એફોર,Ephor
મહાકાવ્ય યુગ,Epic age
એપિક હીરો,Epic hero
એપિગ્રાફ,Epigraph
એપિસ્કોપેસી,Episcopacy
એપિસ્કોપેટ,Episcopate
એપિસોડ,Episode
યુગ,Epoch
યુગ-નિર્માણની ઘટના,Epoch-making event
યુગ-નિર્માતા માણસ,Epoch-making man
ઉપનામ,Eponym
ઇક્વેરી,Equerry
ઇક્વેરી,Equerry
અશ્વારોહણ પ્રતિમા,Equestrian statue
યુગ,Era
અર્ગાસ્ટુલમ,Ergastulum
યુકેરિસ્ટ,Eucharist
ઇવેન્જેલિકલિઝમ,Evangelicalism
ઇવેન્જેલિકલ ચળવળ,Evangelical movement
પ્રચારક,Evangelist
Exarch,Exarch
એક્સિલર્ચ,Exilarch
ફલાંગિસ્ટ,Falangist
પિતાની જમીન,Father land
પિતાની જમીન,Father land
ફેરિયા,Feriae
ફેટીશ,Fetish
સામન્તી હોલ્ડિંગ્સ,Feudal holdings
સામંતવાદ (= સામંતશાહી વ્યવસ્થા),Feudalism (=feudal system)
સામંતશાહી વ્યવસ્થા,Feudal system
સામંતશાહી,Feudatory
ફિદેઇ ડિફેન્સર (=વિશ્વાસના રક્ષક),Fidei defensor (=Defender of the Faith)
ફીફ,Fief
ફીલ્ડ સિસ્ટમ,Field system
પંદરમો કર,Fifteenth tax
આકૃતિ વડા,Figure head
ફિન ડી siecle,Fin de siecle
અગ્નિ ખાનાર,Fire eater
ફાઇવ માઇલ એક્ટ,Five Mile Act
ધ્વજ,Flag
ફ્લેમેન ડાયાલિસ,Flamen Dialis
ફ્લેમેન માર્શેલીસ,Flamen Martialis
જ્વલંત મશાલ,Flaming torch
ફ્લૅન્ક,Flank
flanking ચળવળ,Flanking movement
વિકસતી સંસ્કૃતિ,Flourishing civilization
પ્રવાહવાદી માન્યતા,Fluvialistic belief
લોક દેવ,Folk god
લોક દેવી,Folk goddess
લોક સ્મૃતિ,Folk memory
લોક પૌરાણિક કથા (=લોકકથા),Folk myth (=folklore)
ઘાસચારો,Foraging
ધાડ,Foray
ફોરબિયર,Forebear
વડવા,Forefather
અગ્રદૂત,Forerunner
નિરાશ આશા,Forlorn hope
રચનાત્મક તબક્કો,Formative stage
કિલ્લો,Fort
કિલ્લેબંધી,Fortification
ફોર્ટિફાઇડ નગર,Fortified town
કિલ્લો,Fortress
ફોર્ચ્યુના,Fortuna
ફોરમ રોમનમ,Forum Romanum
ફ્રાન્સિસ્કન,Franciscan
ફ્રેન્કલીન,Franklin
ભાઈચારો યુદ્ધ,Fratricidal war
મફત ચર્ચ,Free Church
ફ્રીહોલ્ડર,Freeholder
ફ્રીલાન્સ સૈનિક,Freelance soldier
ફ્રીલાન્સ સૈનિક,Freelance soldier
ફ્રીમેન,Freeman
ફ્રીમેન,Freeman
મફત પાસ,Freepass
ફ્રેન્ચ ક્રાંતિ,French Revolution
તપસ્વી,Friar
ફ્રિયાશિયન ભાડૂતી,Friasian mercenaries
સરહદી માણસ,Frontier'a man
ગેલિયન,Galleon
ગેલિકન (=ગેલિકનવાદી),Gallican (=Gallicanist)
ગેલિકનિઝમ,Gallicanism
ગેરિસન,Garrison
ગૌલ,Gaul
ગાઉન્ટલેટ,Gauntlet
ગાઉન્ટલેટ,Gauntlet
ગાઝેબો,Gazebo
ગાઝેબો,Gazebo
ગાઝેબો,Gazebo
વંશાવળી ઇતિહાસ,Genealogical history
વંશાવળી રેકોર્ડ,Genealogical record
વંશાવળી કોષ્ટક,Genealogical table
વંશાવળી વૃક્ષ,Genealogical tree
વંશાવળી,Genealogy
વંશાવળી,Genealogy
જનરેશન,Generation
નરસંહાર,Genocide
બિનજાતીય,Gentile
બિનજાતીય,Gentile
બિનજાતીય,Gentile
બિનજાતીય,Gentile
ઘેટ્ટો,Ghetto
ઘેટ્ટો,Ghetto
ગીબેટ,Gibbet
ગિલ્ડ (=ગિલ્ડ),Gild (=guild)
ગ્લેડીએટર,Gladiater
ભવ્ય ક્રાંતિ,Glorious Revolution
ગોલ્ડન હોર્ડ,Golden Horde
ગ્રાન્ડ એલાયન્સ,Grand Alliance
ગ્રાન્ડી,Grandee
ગ્રાન્ડ સિગ્નર,Grand Signor
ગ્રાન્ડ સિગ્નર,Grand Signor
મહાન ગૃહ યુદ્ધ,Great Civil War
મહાન પ્રસ્થાન (બુદ્ધનું),Great Departure (of Buddha)
બૃહદ ભારત,Greater India
ગ્રેટ હેલાસ,Great Hellas
મહાન લોકોનું મોટું ટોળું,Great Horde
મહાન ત્યાગ (= મહાન પ્રસ્થાન),Great Renunciation (=great departure)
ગ્રેટ સીલ,Great Seal
ગ્રેટ ટ્રૅક,Great Trak
મહાન વાહન,Great Vehicle
ચીનની મહાન દિવાલ,Great Wall of China
ગ્રીવ,Greave
ગાર્ડ-ચેમ્બર,Guard-chamber
ગાર્ડ-ચેમ્બર,Guard-chamber
ગાર્ડ-ચેમ્બર,Guard-chamber
ગુપ્તા,Guptas
હેગિઓગ્રાફી,Hagiography
હેગિઓગ્રાફી,Hagiography
હેગિઓલોજી,Hagiology
હેગિઓલોજી,Hagiology
ખાનગી પ્રેક્ષકોનો હોલ,Hall of private audience
જાહેર પ્રેક્ષકોનો હોલ,Hall of public audience
હેચમેન્ટ,Hatchment
વિધર્મી,Heathen
વિધર્મી,Heathen
હીથેનિઝમ,Heathenism
હેગીરા (હેજેરા),Hegira (Hejera)
હેલેનિઝમ,Hellenism
હેલોટ,Helot
હેરાલ્ડ્રી,Heraldry
ધરોહર,Heritage
હિયેરોગ્લિફિક રેખીય અક્ષરો,Hieroglyphic linear characters
હિયેરોગ્લિફિક સ્ક્રિપ્ટ,Hieroglyphic script
ઉચ્ચ ચર્ચ,High Church
ઉચ્ચ લેન્ડર,High Lander
હિંદુ ધર્મ,Hinduism
ઈતિહાસકાર,Historian
ઈતિહાસકાર,Historian
ઐતિહાસિક ભૌતિકવાદ,Historical materialism
ઐતિહાસિક યુગ,Historic era
ઐતિહાસિક સરહદ,Historic frontier
ઇતિહાસકાર,Historiographer
ઇતિહાસકાર,Historiographer
ઇતિહાસલેખન,Historiography
ઇતિહાસલેખન,Historiography
ઇતિહાસ,History
હિટ્ટાઇટ સામ્રાજ્ય,Hittite empire
પવિત્ર જોડાણ,Holy Alliance
પવિત્ર શહેર,Holy city
પવિત્ર શહેર,Holy city
પવિત્ર ભૂમિ,Holy land
પવિત્ર ભૂમિ,Holy land
પવિત્ર લીગ,Holy League
પવિત્ર લીગ,Holy League
પવિત્ર રોમન સામ્રાજ્ય (=ધ એમ્પાયર),Holy Roman Empire (=The Empire)
પવિત્ર સમુદ્ર,Holy Sea
પવિત્ર સમુદ્ર,Holy Sea
પવિત્ર યુદ્ધ,Holy war
પવિત્ર યુદ્ધ,Holy war
ગૃહ સરકાર,Home Government
હોમગાર્ડ,Home Guard
વતન,Homeland
ઘરનો નિયમ,Home rule
હોમ રૂલ,Home Rule
લોકોનું મોટું ટોળું,Horde
લોકોનું મોટું ટોળું,Horde
પ્રતિકૂળ દેશ,Hostile country
પ્રતિકૂળ જમીન,Hostile land
ગરમ પીછો,hot pursuit
ઘર,House
ઘર,House
હાઉસ ઓફ કોમન્સ,House of Commons
હાઉસ ઓફ લોર્ડ્સ,House of Lords
હાઉસ ઓફ રિપ્રેઝન્ટેટિવ્સ,House of Representatives
હ્યુગ્યુનોટ્સ,Huguenots
માનવતાવાદ,Humanism
માનવતાવાદી,Humanist
સો યસર્સ વોર,Hundred Yesrs' War
હુંકર,Hunker
ઇબાદત ખાના (ઇબાદતનું ઘર),Ibadat Khana (House of Worship)
આઇકોનોક્લાસ્ટ,Iconoclast
મૂર્તિપૂજક,Idolater
ઇલાહી યુગ,Ilahi era
ગેરકાયદેસર યુદ્ધ,Illegal war
પ્રકાશિત હસ્તપ્રત,Illuminated manuscript
સચિત્ર હસ્તપ્રત,Illustrated manuscript
સચિત્ર હસ્તપ્રત,Illustrated manuscript
ઇમામ (ઇમામ),Imam (Immaum)
ઈમામત,Imamate
ઈમામત,Imamate
ઈમામબારહ,Imambarah
શાહી,Imperial
શાહી શહેર,Imperial city
સામ્રાજ્યવાદ,Imperialism
શાહી પસંદગી,Imperial preference
અવ્યવસ્થિતતા,Impolicy
