English,Tamil
Analog signal,அனலாக் சிக்னல்
Analog to digital,டிஜிட்டலுக்கு அனலாக்
Analog to digital converter,டிஜிட்டல் மாற்றிக்கு அனலாக்
Analog video,அனலாக் வீடியோ
Analogous,ஒப்பீட்டு
Analogy,ஒப்புமை
Analysis,பகுப்பாய்வு
Analysis of data,தரவின் பகுப்பாய்வு
Analytical density,பகுப்பாய்வு அடர்த்தி
Analyze,பகுப்பாய்வு செய்யுங்கள்
Analyzer,பகுப்பாய்வி
Ancilliary equipment,துணை உபகரணங்கள்
AND Gate,மற்றும் வாயில்
Angle of collimation,மோதலின் கோணம்
Angle of polarization,துருவமுனைப்பு கோணம்
Angle of rotation,சுழற்சியின் கோணம்
Angstrom (Å),ஆங்ஸ்ட்ரோம் (Å)
Angular,கோண
Angular acceleration,கோண முடுக்கம்
Angular co-ordinates,கோண ஒருங்கிணைப்புகள்
Angular deflection,கோண அழிவு
Angular dispersion,கோண சிதறல்
Angular displacement,கோண இடப்பெயர்ச்சி
Angular error,கோண பிழை
Angular frequency,கோண அதிர்வெண்
Angular momentum,கோண உந்தம்
Angular motion,கோண இயக்கம்
Angular velocity,கோண வேகம்
Animation,இயங்குபடம்
Anode,நேர்மறை
Anode battery,நேர்மறை பேட்டரி
Anode characteristic,நேர்மறை பண்பு
Anode circuit,நேர்மறை சுற்று
Anode dissipation,அனோட் சிதறல்
Anode efficiency,அனோட் செயல்திறன்
Anode input power,அனோட் உள்ளீட்டு சக்தி
Anode modulation,அனோட் மாடுலேஷன்
Antenna,ஆண்டெனா
Antenna beamwidth,ஆண்டெனா பீம் அகலம்
Antenna booster,ஆண்டெனா பூஸ்டர்
Antenna changeover switch,ஆண்டெனா மாற்ற சுவிட்ச்
Antenna coil,ஆண்டெனா சுருள்
Antenna configuration,ஆண்டெனா உள்ளமைவு
Antenna coupler,ஆண்டெனா கப்ளர்
Antenna cross polar pattern,ஆண்டெனா குறுக்கு துருவ முறை
Antenna current,ஆண்டெனா நடப்பு
Antenna directivity gain,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
Antenna duplexer,ஆண்டெனா டூப்ளெக்சர்
Antenna effective area,ஆண்டெனா பயனுள்ள பகுதி
Antenna efficiency,ஆண்டெனா செயல்திறன்
Antenna feed,ஆண்டெனா ஊட்டம்
Antenna foot print,ஆண்டெனா கால் அச்சு
Antenna gain,ஆண்டெனா ஆதாயம்
Antenna height,ஆண்டெனா உயரம்
Antenna impedance,ஆண்டெனா மின்மறுப்பு
Antenna inductance,ஆண்டெனா தூண்டல்
Antenna pattern,ஆண்டெனா முறை
Antenna plexer,ஆண்டெனா பிளெக்ஸர்
Antenna polarization,ஆண்டெனா துருவமுனைப்பு
Antenna power,ஆண்டெனா சக்தி
Antenna power gain,ஆண்டெனா சக்தி ஆதாயம்
Antenna radiation resistance,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
Antenna reactance,ஆண்டெனா எதிர்வினை
Antenna reflector,ஆண்டெனா பிரதிபலிப்பாளர்
Antenna resistance,ஆண்டெனா எதிர்ப்பு
Antenna resonant frequency,ஆண்டெனா அதிர்வு அதிர்வெண்
Antenna spacing,ஆண்டெனா இடைவெளி
Antenna switching room,ஆண்டெனா மாறுதல் அறை
Antenna tuning coil,ஆண்டெனா டியூனிங் சுருள்
Antenna tuning hut,ஆண்டெனா ட்யூனிங் ஹட்
Aperture,துவாரம்
Apogee,Apogee
Apogee rocket,அபோஜி ராக்கெட்
Apparatus,கருவி
Apparent,தோன்றும்
Applet,Applet
Application,விண்ணப்பம்
Approximate,தோராயமான
Aquous solution,நீர்வாழ் தீர்வு
Arc,வில்
Architecture,கட்டிடக்கலை
Archival transfer of sound recording,ஒலி பதிவின் காப்பக பரிமாற்றம்
Archives,காப்பகங்கள்
Arithmetic coding,எண்கணித குறியீட்டு முறை
Armature,ஆர்மேச்சர்
Armature winding,ஆர்மேச்சர் முறுக்கு
Array,வரிசை
Arrester,கைது செய்பவர்
Articulation,வெளிப்பாடு
Artifact (=artefact),கலைப்பொருள் (= கலைப்பொருள்)
Ascending,ஏறுதல்
Aspect ratio,விகிதம்
Assembler,அசெம்பிளர்
Assertion,கூற்று
Assignment,ஒதுக்கீடு
Assignment channel,ஒதுக்கீட்டு சேனல்
Asymmetrical,சமச்சீரற்ற
Asynchronous,ஒத்திசைவற்ற
Atmosphere,வளிமண்டலம்
Atmospheric loss,வளிமண்டல இழப்பு
Atmospheric noise,வளிமண்டல சத்தம்
Atmospheric pressure,வளிமண்டல அழுத்தம்
Atmospheric propagation,வளிமண்டல பரவல்
Atmospheric radio-wave,வளிமண்டல வானொலி-அலை
Atmospherics,வளிமண்டலங்கள்
Atom,அணு
Atomic structure,அணு அமைப்பு
Attachment,இணைப்பு
Attenuation,விழிப்புணர்வு
Attenuation loss,விழிப்புணர்வு இழப்பு
Attenuation of sound waves,ஒலி அலைகளின் விழிப்புணர்வு
Attenuator,அட்டென்யூட்டர்
Attenuator-pad,அட்டென்யூட்டர்-பேட்
Audibility threshold,கேட்கக்கூடிய வாசல்
Audible,கேட்கக்கூடியது
Audible frequency,கேட்கக்கூடிய அதிர்வெண்
Audible tone,கேட்கக்கூடிய தொனி
Audible-spectrum,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
Audience,பார்வையாளர்கள்
Audio,ஆடியோ
Audio amplifier,ஆடியோ பெருக்கி
Audio analyzer,ஆடியோ பகுப்பாய்வி
Audio broadcasting,ஆடியோ ஒளிபரப்பு
Audio cable,ஆடியோ கேபிள்
Audio chain,ஆடியோ சங்கிலி
Audio codec,ஆடியோ கோடெக்
Audio compression,ஆடியோ சுருக்கம்
Audio compressor,ஆடியோ அமுக்கி
Audio console,ஆடியோ கன்சோல்
Audio distortion,ஆடியோ விலகல்
Audio dynamic range,ஆடியோ டைனமிக் வரம்பு
Audio file format,ஆடியோ கோப்பு வடிவம்
Audio frame format,ஆடியோ பிரேம் வடிவம்
Audio frequency amplifier,ஆடியோ அதிர்வெண் பெருக்கி
Audio frequency generator,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
Audio frequency range,ஆடியோ அதிர்வெண் வரம்பு
Audio frequency response,ஆடியோ அதிர்வெண் பதில்
Audio limiter,ஆடியோ லிமிட்டர்
Audio line,ஆடியோ வரி
Audio mixer,ஆடியோ மிக்சர்
Audio modulation,ஆடியோ பண்பேற்றம்
Audio oscillator,ஆடியோ ஆஸிலேட்டர்
Audio output,ஆடியோ வெளியீடு
Audio power,ஆடியோ சக்தி
Audio quality,ஆடியோ தரம்
Audio signal,ஆடியோ சிக்னல்
Audio signal processing,ஆடியோ சிக்னல் செயலாக்கம்
Audio spectrum,ஆடியோ ஸ்பெக்ட்ரம்
Audio storage,ஆடியோ சேமிப்பு
Audio sub-carrier,ஆடியோ துணை கேரியர்
Audio transformer,ஆடியோ மின்மாற்றி
Audio transmitter,ஆடியோ டிரான்ஸ்மிட்டர்
Audio/video compression,ஆடியோ/வீடியோ சுருக்க
Audio-frequency oscillator,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
Audio-frequency signal,ஆடியோ-அதிர்வெண் சமிக்ஞை
Audiometry,ஆடியோமெட்ரி
Audio-visual aid,ஆடியோ காட்சி உதவி
Auditory perception,செவிவழி கருத்து
Authentication,அங்கீகார
Authorised carrier frequency,அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
Auto CAD,ஆட்டோ கேட்
Auto diagnostics,ஆட்டோ கண்டறிதல்
Automatic,தானியங்கி
Automatic control,தானியங்கி கட்டுப்பாடு
Automatic detection,தானியங்கி கண்டறிதல்
Automatic equipment,தானியங்கி உபகரணங்கள்
Automatic frequency control,தானியங்கி அதிர்வெண் கட்டுப்பாடு
Automatic limiter,தானியங்கி வரம்பு
Automatic machine,தானியங்கி இயந்திரம்
Automatic phasae control,தானியங்கி கட்டக் கட்டுப்பாடு
Automatic picture transmission,தானியங்கி பட பரிமாற்றம்
Automatic playback,தானியங்கி பிளேபேக்
Automatic power control,தானியங்கி சக்தி கட்டுப்பாடு
Automatic programming,தானியங்கி நிரலாக்க
Automatic recording,தானியங்கி பதிவு
Automatic reset,தானியங்கி மீட்டமைப்பு
Automatic shutter,தானியங்கி ஷட்டர்
Automatic system,தானியங்கி அமைப்பு
Automatic telephone,தானியங்கி தொலைபேசி
Automatic temperature control,தானியங்கி வெப்பநிலை கட்டுப்பாடு
Automatic voltage regulator,தானியங்கி மின்னழுத்த சீராக்கி
Automatic volume compressor,தானியங்கி தொகுதி அமுக்கி
Automatic volume control,தானியங்கி தொகுதி கட்டுப்பாடு
Automatic volume expander,தானியங்கி தொகுதி விரிவாக்கம்
Automation,தானியங்கு
Automation control,ஆட்டோமேஷன் கட்டுப்பாடு
Automation frequency controller,ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி
Auxiliary,துணை
Auxiliary audio bus,துணை ஆடியோ பஸ்
Available power,கிடைக்கும் சக்தி
Avalanche breakdown,பனிச்சரிவு முறிவு
Average life,சராசரி வாழ்க்கை
Average pressure,சராசரி அழுத்தம்
Average speed,சராசரி வேகம்
Axis of spin,சுழல் அச்சு
Azimuth,அசிமுத்
Azimuth angle,அஜிமுத் கோணம்
Azimuth error,அஜிமுத் பிழை
Back light,பின் ஒளி
Back projection,பின் திட்டம்
Back voltage (=reverse voltage),பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்)
Backfire (arc back),பின்னணி (வில் மீண்டும்)
Background light,பின்னணி ஒளி
Background noise,பின்னணி இரைச்சல்
Background projection,பின்னணி திட்டம்
Backup,காப்புப்பிரதி
Baffle,தடுப்பு
Baking,பேக்கிங்
Balanced audio,சீரான ஆடியோ
Balanced audio line,சீரான ஆடியோ வரி
Balanced transmission line,சீரான பரிமாற்ற வரி
Balancing,சமநிலைப்படுத்துதல்
Ballast,நிலைப்படுத்தல்
Ballast factor,நிலைப்படுத்தும் காரணி
Balun,பலூன்
Band,பேண்ட்
Band pass filter,பேண்ட் பாஸ் வடிகட்டி
Band selector,இசைக்குழு தேர்வாளர்
Band splitting,பேண்ட் பிரித்தல்
Band stop filter,பேண்ட் ஸ்டாப் வடிகட்டி
Band switch,பேண்ட் சுவிட்ச்
Band tuning,பேண்ட் ட்யூனிங்
Bandwidth,அலைவரிசை
Bar,மதுக்கூடம்
Bar code,பார் குறியீடு
Bar data,பார் தரவு
Bare band,வெற்று இசைக்குழு
Bare lamp,வெற்று விளக்கு
Barn door,கொட்டகையின் கதவு
Base band,தள இசைக்குழு
Base band signal,அடிப்படை இசைக்குழு சமிக்ஞை
Base band system,அடிப்படை இசைக்குழு அமைப்பு
Base browser,அடிப்படை உலாவி
Base collector junction,அடிப்படை சேகரிப்பான் சந்தி
Base insulator,அடிப்படை இன்சுலேட்டர்
Bass,பாஸ்
Bass compensation,பாஸ் இழப்பீடு
Bass loudspeaker (woofer),பாஸ் ஒலிபெருக்கி (வூஃபர்)
Batch scanning,தொகுதி ஸ்கேனிங்
Battery charging,பேட்டரி சார்ஜிங்
Beam,உத்திரம்
Beat,அடி
Beat frequency oscillator,அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்
Bel,பெல்
Bias,சார்பு
Bias circuit,சார்பு சுற்று
Bias frequency,சார்பு அதிர்வெண்
Bias voltage,சார்பு மின்னழுத்தம்
Biased in the forward direction,முன்னோக்கி திசையில் பக்கச்சார்பானது
Bi-directional microphone,இரு திசை மைக்ரோஃபோன்
Billboard,விளம்பர பலகை
Billboard application,விளம்பர பலகை விண்ணப்பம்
Bi-metallic element,இரு-உலோக உறுப்பு
Binary,இரும
Binary coded decimal,பைனரி குறியீட்டு தசம
Binary digit (bit),ஈராண்டின் இலக்கியம் (பிட்)
Binary number,இரும எண்
Binaural hearing,பைனரல் விசாரணை
Binocular,தொலைநோக்கி
Biometric,பயோமெட்ரிக்
Bipolar transistor,இருமுனை டிரான்சிஸ்டர்
Bit allocation,பிட் ஒதுக்கீடு
Bit rate,பிட் வீதம்
Black & white TV,கருப்பு & வெள்ளை டிவி
Blank,வெற்று
Blanking interval,வெற்று இடைவெளி
Blanking level,வெற்று நிலை
Bleeder resistance,ரத்தான் எதிர்ப்பு
Blimped camera,பிளம்பட் கேமரா
Blinding glare,கண்மூடித்தனமான கண்ணை கூசும்
Blink,கண் சிமிட்டுங்கள்
Blinking,ஒளிரும்
Block code,தொகுதி குறியீடு
Block diagram,தொகுதி வரைபடம்
Block interleave,தொகுதி இடைக்கணிப்பு
Blocking capacitor,மின்தேக்கியைத் தடுக்கும்
Blocking oscillator,ஆஸிலேட்டரைத் தடுக்கும்
Bloom,பூக்கும்
Blow lamp,விளக்கு ஊது
Blow pipe,குழாய் குழாய்
Blower,ஊதுகுழல்
Bluetooth,புளூடூத்
Body capacitance,உடல் கொள்ளளவு
Bookmark,புத்தககுறி
Boolean algebra,பூலியன் இயற்கணிதம்
Boom,ஏற்றம்
Boost,பூஸ்ட்
Booster,பூஸ்டர்
Booster light,பூஸ்டர் ஒளி
Boosting,அதிகரிக்கும்
Booting,துவக்க
Bootstrap,பூட்ஸ்ட்ராப்
Bottom light,கீழே ஒளி
Bounce light,பவுன்ஸ் லைட்
Break down,உடைக்கவும்
Break down voltage,முறிவு மின்னழுத்தம்
Bridge element,பாலம் உறுப்பு
Bridge rectifier,பாலம் திருத்தி
Bridged ‘T’ attenuator,பிரிட்ஜ் ‘டி’ அட்டென்யூட்டர்
Bridged structure,பிரிட்ஜ் அமைப்பு
Bridging,பாலம்
Bridging amplifier,பாலம் பெருக்கி
Bridging loss,பாலம் இழப்பு
Brightness,பிரகாசம்
Brightness control,பிரகாசம் கட்டுப்பாடு
Brittle,உடையக்கூடிய
Brittle substance,உடையக்கூடிய பொருள்
Broadband,பிராட்பேண்ட்
Broadband amplifier,பிராட்பேண்ட் பெருக்கி
Broadband ISDN,பிராட்பேண்ட் ஐ.எஸ்.டி.என்
Broadband system,பிராட்பேண்ட் அமைப்பு
Broadcast and communication technology,ஒளிபரப்பு மற்றும் தொடர்பு தொழில்நுட்பம்
Broadcast coverage,ஒளிபரப்பு பாதுகாப்பு
Broadcast receiver,ஒளிபரப்பு ரிசீவர்
Broadcast service planning,ஒளிபரப்பு சேவை திட்டமிடல்
Broadcast transmitter,ஒளிபரப்பு டிரான்ஸ்மிட்டர்
Broadcaster,ஒளிபரப்பாளர்
Broadcasting,ஒளிபரப்பு
Broadcasting station,ஒளிபரப்பு நிலையம்
Broken,உடைந்த
Browser,உலாவி
Browsing,உலாவுதல்
Bubble,குமிழி
Buffer,இடையக
Buffer amplifier,இடையக பெருக்கி
Buffer tube,இடையக குழாய்
Bug,பிழை
Built-in antenna,உள்ளமைக்கப்பட்ட ஆண்டெனா
Burner,பர்னர்
Burning,எரியும்
Burst error,வெடிப்பு பிழை
Burst insertion pulse,வெடிப்பு செருகும் துடிப்பு
Burst phase,வெடிப்பு கட்டம்
Bus,பேருந்து
Business intelligence,வணிக நுண்ணறிவு
Buzzer,பஸர்
By pass,வழங்கியவர்
By passing,கடந்து செல்வதன் மூலம்
Bypass condenser,பைபாஸ் மின்தேக்கி
C,C
C+programming language,சி+நிரலாக்க மொழி
Cabinet,மந்திரி சபை
Cable,கேபிள்
Cable compound,கேபிள் கலவை
Cable equalization,கேபிள் சமன்பாடு
Cable loss,கேபிள் இழப்பு
Cache,கேச்
Caching,கேச்சிங்
Cadmium cell,காட்மியம் செல்
Calculating machine,கணக்கிடும் இயந்திரம்
Calculation,கணக்கீடு
Calculator,கால்குலேட்டர்
Calibrate,அளவீடு செய்யுங்கள்
Calipers,காலிபர்ஸ்
Calorimeter,கலோரிமீட்டர்
Camcorder,கேம்கார்டர்
Camera,புகைப்பட கருவி
Camera alignment,கேமரா சீரமைப்பு
Camera aperture,கேமரா துளை
Camera coverage,கேமரா கவரேஜ்
Camera line-up,கேமரா வரிசை
Camera tube,கேமரா குழாய்
Canopy,விதானம்
Capability,திறன்
Capacitance,கொள்ளளவு
Capacitive load,கொள்ளளவு சுமை
Capacitive reactance,கொள்ளளவு எதிர்வினை
Capacitor,மின்தேக்கி
Capacitor input filter,மின்தேக்கி உள்ளீட்டு வடிகட்டி
Capacity,திறன்
Capsule,காப்ஸ்யூல்
Caption,தலைப்பு
Capture effect,பிடிப்பு விளைவு
Card,அட்டை
Cardioid,கார்டாய்டு
Cardioid microphone,கார்டாய்டு மைக்ரோஃபோன்
Carrier,கார்
Carrier frequency,கேரியர் அதிர்வெண்
Carrier frequency shift,கேரியர் அதிர்வெண் மாற்றம்
Carrier power,கேரியர் சக்தி
Carrier sense signal,கேரியர் சென்ஸ் சிக்னல்
Carrier sensitivity,கேரியர் உணர்திறன்
Carrier separation,கேரியர் பிரிப்பு
Carrier shift,கேரியர் ஷிப்ட்
Carrier spacing,கேரியர் இடைவெளி
Carrier suppression,கேரியர் அடக்குமுறை
Carrier wave,கேரியர் அலை
Cartridge,கார்ட்ரிட்ஜ்
Carving,செதுக்குதல்
Cascade,அடுக்கை
Cascaded circuit,அடுக்கு சுற்று
Cassette,கேசட்
Cast iron,வார்ப்பிரும்பு
Casting,வார்ப்பு
Catalogue,அட்டவணை
Catastrophic interference,பேரழிவு குறுக்கீடு
Cathode,எதிர்மினி
Cathode follower,கதோட்டு பின்தொடர்பவர்
Cathode resistor,கதட் மின்தடை
Cellphone,கைப்பேசி
Cellular,செல்லுலார்
Central control,மைய கட்டுப்பாடு
Central frequency,மைய அதிர்வெண்
Central processing unit,மத்திய செயலாக்க அலகு
Centralised database,மையப்படுத்தப்பட்ட தரவுத்தளம்
Centralised system,மையப்படுத்தப்பட்ட அமைப்பு
Ceramic,பீங்கான்
Chamber,அறை
Changeover switch,மாற்ற சுவிட்ச்
Channel,சேனல்
Channel encoder,சேனல் குறியாக்கி
Channel separation,சேனல் பிரிப்பு
Channel spacing,சேனல் இடைவெளி
Channel switching,சேனல் மாறுதல்
Characteristic impedance,சிறப்பியல்பு மின்மறுப்பு
Characteristics,பண்புகள்
Charge carrier,சார்ஜ் கேரியர்
Charge density,கட்டணம் அடர்த்தி
Charged,விதிக்கப்படும்
Charger,சார்ஜர்
Charging voltage,சார்ஜிங் மின்னழுத்தம்
Chart,விளக்கப்படம்
Chasis,சாசிஸ்
Chat,அரட்டை
Chip,சில்லு
Choke coil,சாக் சுருள்
Choke input,சாக் உள்ளீடு
Chopper amplifier,சாப்பர் பெருக்கி
Chroma,குரோமா
Chroma sampling structure,குரோமா மாதிரி அமைப்பு
Chrominance,குரோமினன்ஸ்
Cinematography,ஒளிப்பதிவு
Circuit,சுற்று
Circuit board,சர்க்யூட் பலகை
Circuit breaker,சுற்று பிரிப்பான்
Circuit element,சுற்று உறுப்பு
Circuit switching,சுற்று மாறுதல்
Circuitry,சுற்று
Circular motion,வட்ட இயக்கம்
Circular polarization,வட்ட துருவமுனைப்பு
Circular satellite orbit,வட்ட செயற்கைக்கோள் சுற்றுப்பாதை
Circular velocity,வட்ட வேகம்
Circularly polarised antenna,வட்டமாக துருவப்படுத்தப்பட்ட ஆண்டெனா
Circularly polarised transmission,வட்டமாக துருவப்படுத்தப்பட்ட பரிமாற்றம்
Circulator,சுற்றறிக்கை
Cladding,உறைப்பூச்சு
Clamp,கொத்து
Clamping circuit,கிளம்பிங் சர்க்யூட்
Class A operation,வகுப்பு A செயல்பாடு
Class C tuned amplifier,வகுப்பு சி டியூன் செய்யப்பட்ட பெருக்கி
Class of emission,உமிழ்வு வகுப்பு
Classical physics,கிளாசிக்கல் இயற்பியல்
Classification,வகைப்பாடு
Cleaning agent,துப்புரவு முகவர்
Clear,தெளிவான
Clear channel,தெளிவான சேனல்
Click,கிளிக் செய்க
Client,வாடிக்கையாளர்
Client relationship  (server relationship),கிளையன்ட் உறவு (சேவையக உறவு)
Cliff effect,குன்றின் விளைவு
Clip board,கிளிப் போர்டு
Clipping,கிளிப்பிங்
Clock pulse,கடிகார துடிப்பு
Clocked flip flop,கடிகார ஃபிளிப் ஃப்ளாப்
Clockfaced mike,கடிகார மைக்
Clock-frequency,கடிகார அதிர்வெண்
Clockwise,கடிகாரகடிகாரச்சுற்று
Closed circuit,மூடிய சுற்று
Closed loop,முடிந்த சுற்றுவளைவு
Cluster,கொத்து
Clustering,கிளஸ்டரிங்
Clutter,ஒழுங்கீனம்
Clutter loss,ஒழுங்கீனம் இழப்பு
Coating,பூச்சு
Coaxial cable,கோஆக்சியல் கேபிள்
Coaxial line,கோஆக்சியல் வரி
Coaxial transmission line,கோஆக்சியல் டிரான்ஸ்மிஷன் லைன்
Co-channel,இணை-சேனல்
Co-channel interference,இணை-சேனல் குறுக்கீடு
Cochlea,கோக்லியா
Code,குறியீடு
Code number,குறியீட்டு எண்
Code rate,குறியீடு வீதம்
Code word,குறியீடு சொல்
Codec (coding decoding),கோடெக் (குறியீட்டு டிகோடிங்)
Coded audio,குறியிடப்பட்ட ஆடியோ
Coder,குறியீட்டாளர்
Coding,குறியீட்டு முறை
Coding decoding technique,குறியீட்டு டிகோடிங் நுட்பம்
Coding error,குறியீட்டு பிழை
