Odiya,Punjabi
ସହପ୍ରଗୋକ୍ତ,ਸ਼ਿਕਾਰ
ଦୁର୍ଗସ୍,ਐਗਰੋਸਟੋਲੋਜੀ
Agrotype,ਐਗਰੋਟਾਈਪ
ବାୟୁ ପ୍ଲାଣ୍ଟ |,ਏਅਰ ਪੌਦਾ
ଆକିଓଚି ମାଟି |,ਅਕੀਓਚੀ ਮਿੱਟੀ
ଆଲବିନିମ୍,ਅਲਮੀਨੀਜ਼ਮ
Altfisolles,ਐਲਫਿਸੋਲਸ
ଆଲିଜି |,ਐਲਗੀ
Alegal ରୋଗ,ਐਲਗਲ ਰੋਗ
ଆଲକାଲି ପାଣି |,ਅਲਕਾਲੀ ਪਾਣੀ
କ୍ଷାରିକ |,ਐਲਕਲੀਨ
ଆହେଲେ |,ਐਲੀਲੇ
ଆଲଲେଇଚିକ୍,ਐਲਲੋਕਲਿਕਸ
ଆଲୋଲେମୋର୍ଫେଫେଫେଫ |,ਅਲੇਲੋਮੋਰਫ
ଆଲୋଲୋପାଥି |,ਅਲੇਲੋਪੈਥੀ
ଆଲି କ୍ରପ୍ କରିବା |,ਐਲੀ ਫਸਲ
Alloarcy,ਅਲੋਕਰੇਪੀ
ଆଲଗଲାମି |,ਆਲੋਗਮ
Allomitry,ਐਲੋਮੈਟਰੀ
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
Allosynapp ଗୁଡିକ (ଆଲିଷ୍ଟିଣ୍ଡେସ୍),ਐਲੋਸਮੈਨੈਪਸਿਸ (ਐਲੋਸਿਨੈਂਡਸਿਸ)
ବିକଳ୍ପ ନୋଟିଂ |,ਵਿਕਲਪਿਕ ਬੇਅਰਿੰਗ
ବିକଳ୍ପ ଭୂମି ବ୍ୟବହାର |,ਵਿਕਲਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ
ପରିବେଶ,ਅੰਬੀਨਟ
ଅମୃତାରା,ਅਮਜੀਗਤ
ଅମିତୋସାଇସ୍ |,ਅਮਿਤੋਸਿਸ
ଅମୃତନ,ਅਮਿਨਾਜਾਈਜ਼
ଆମୋନିଫିକେଟ୍,ਅਨੁਮੋਧ
ଆମୋନିଫାୟର୍,ਅਮੋਨੀਫਾਇਰ
ଅମୋରଫ,ਅਮੋਰਫ
ଆମ୍ଫିମିକ୍ସିସ୍ |,ਐਮਫੀਮਿਕਸਿਸ
ଆମ୍ଫୋଷ୍ଟିକ୍ |,ਐਮਫੋਟੇਰਿਕ
ଆନାବୋଲିଜିମ୍ |,ਐਨਾਬੋਲਿਜ਼ਮ
ଆନାରୋବେ |,ਅਨੀਰੋਬ
ଆନୁପ୍ଲଏଡ୍ |,ਅਨੀਉਟਲੋਇਡ
କୋଣ ବୃକ୍ଷ,ਕੋਣ ਲਾਉਣਾ
ପଶୁ କୁମ୍ଭାରୀ,ਪਸ਼ੂ ਪਾਲਣ
ପଶୁ ମନା କରେ |,ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ
ଆନିମେଟ୍ ଶକ୍ତିମାନ |,Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ
Aningoploid,ਅਨੀਸੋਪਲੋਇਡ
ବାର୍ଷିକ ଉଦ୍ଭିଦ |,ਸਾਲਾਨਾ ਪੌਦਾ
ବାର୍ଷିକ,ਸਾਲਾਨਾ
ଆନେସିଟି,ਐਥੇਸਮਿਸ
ଆନ୍ଥ୍ରାକ୍ସ |,ਐਂਥ੍ਰੈਕਸ
ଆନ୍ଥ୍ରୋପେନିକ୍ କାରକ |,ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ
ଆଣ୍ଟିବାସିସ୍,ਐਂਟੀਬਾਇਸਿਸ
ଆଣ୍ଟିବାୟୋଟିକ୍ |,ਐਂਟੀਬਾਇਓਟਿਕ
ପ୍ରତିକାର,ਐਂਟੀਡੋਟਾ
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,ਐਂਟੀਆਕਸੀਡੈਂਟਸ
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,Antitoxin
ବ୍ରହ୍ମାଣ୍ଡ,ਐਨਾਬੁਲਸ
ଆପିଡ୍ |,Aphid
ଆପିକାଲ୍ ଗୁଣ୍ଡ |,Apical ਮੁਕੁਲ
ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |,ਏਪਿਕਲ ਦਬਦਬਾ
ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା),Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ)
ଆପୋମିକ୍ସସ୍ |,ਅਪੋਮਿਕਸ
ଆପୋଟୋଏସ୍,ਅਪੋਪੋਟੋਸਿਸ
ଅନୁକ୍ରମଣିକା,ਅੰਤਿਕਾ
ଭୋକକାରୀ,ਭੁੱਖ
ପ୍ରୟୋଗ କରାଯାଏ |,ਲਾਗੂ ਕੀਤਾ
ଜଳୀୟ ତୃଣ,ਐਕੁਆਟਿਕ ਬੂਟੀ
ଅର୍ବ୍ରାଲ୍ |,ਅਰਬੋਰੀਅਲ
ସ୍ଥାପନ |,ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ
ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ,ਖੇਤਰ ਦੇ ਅੰਕੜੇ
କ୍ଷେତ୍ର,ਖੇਤਰ
ARID ECOSYSem |,ਐੱਫ.ਡੀ.ਆਈ.
ଅରିଲ୍,ਅਰਿਲ
ସୁଗନ୍ଧ,ਖੁਸ਼ਬੂ
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
ସୁଗନ୍ଧିତ ଚାଉଳ |,ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ
ତୀର,ਐਰੋਇੰਗ
ଆସେସିସ୍,Espesisis
ଅଭିଯୁକ୍ତ,Sseptic
ଶ୍ୱେକାର ପ୍ରଚାର,ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ
ଆମ୍ପେ,ਅਨੀ
ସମ୍ପତ୍ତି,ਸੰਪਤੀ
ଆସିମେଇର |,ਸਹਿਯੋਗ
ସଙ୍ଗଠନ,ਐਸੋਸੀਏਸ਼ਨ
Astringent,ਤੂਫਾਨੀ
ଆସନାପାସୀ |,ਅਸਟੀਪਿਸਿਸ
ସଂଲଗ୍ନବାଦ,ਅਟਵੀਵਾਦ
ପରମାଣିଜର,ਐਟੋਮਾਈਜ਼ਰ
ଆଟ୍ରୋଫି |,ਸ਼ੋਸ਼ਣ
ଅଟୋଗାମି |,ਆਟੋਗ੍ਰਾਮ
ଅଟଲିସିସ୍ |,ਆਟੋਲਿਸਸਿਸ
AroutDation,ਆਟੋਮਿਡੇਸ਼ਨ
ଅଟୋପୋଲାପ୍ଲୋଡ୍ |,ਆਟੋਪਲਿਪਲਾਈਡ
Auxins,Auxins
Awn (ବ୍ରଷ୍ଟଲ୍),ਅੱਲ (ਬ੍ਰਿਸਟਲ)
ବାଦାମ |,ਬਦਾਮ
ଆଲୋ,ਐਲੋ
ଅମରାନ୍ତିନ |,ਅਮੈਸ਼ਨਥਸ
ଆମି,ਅਮਮੀ
ଅଜାନର ଘାସ |,ਅੰਜਨ ਘਾਹ
ଆଠର୍ିୟମ୍ |,ਐਂਥਿਰੀਅਮ
"ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |","ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ"
ଆପଲ୍,ਸੇਬ
ଆପ୍ରିକେଟ୍ |,ਖੜਮਾਨੀ
ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |,ਅਰਬੀਅਨ ਜੈਸਮੀਨ
Areca but,ਅਰੇਕਾ ਗਿਰੀਦਾਰ
ଅର୍ଜନୁନ୍,ਅਰਜੁਨ
ଆସଫୋଏଡା,ਓਡੋਏਟਿਡਾ
ପାଉଁଶ ଗୁଣ୍ଡ |,ਸੁਆਹ
ଅଶୋକା ଗଛ |,ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ
ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା),ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ)
ଅସରପା,ਐਸਪੈਰਾਗਸ
ଆଭୋକାଡୋ |,ਆਵਾਕੈਡੋ
ଆଲଫାଲଫା (ଲୁସେର୍ନ),ਅਲਫਾਲਫਾ (LUSEREN)
ପିମ୍ପୁଡ଼ି,ਕੀੜੀਆਂ
ଆପିଡସ୍ |,ਐਫੀਡਜ਼
ସେନା ପୋକ,ਆਰਮੀ ਕੀੜੀ
କୃଷି ଅର୍ଥନୀତିଜ୍ଞ,ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ
କୃଷି ବିସ୍ତାରବାଦୀ |,ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ
କୃଷି ବ scientist ଜ୍ଞାନିକ |,ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ
କୃଷି ଅଞ୍ଜିନକାରୀ |,ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ
Agrobiooglist,ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ
ସହଯୋଗୀ,ਖੇਤੀਬਾਮੀ
Agropsicsicst,ਅਸ਼ੋਲੀ
ପଶୁ ପ୍ରଜନକ |,ਜਾਨਵਰ ਬ੍ਰੀਡਰ
ବାକିଲସ୍ ଭାଇରସ୍ |,ਬੇਸਿਲਸ ਵਾਇਰਸ
ବାଣ୍ଡିଲସ୍ |,ਬੈਸੀਲਸ
ଜୀବାଣୁ,ਬੈਕਟੀਰੀਆ
ବିରାଇଓଟୋକ୍ସିନ୍ |,ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ
ବାଗାସେସ୍ |,ਬੈਗਸ
ତୂଳନା ପତ୍ର,ਸੰਤੁਲਨ ਸ਼ੀਟ
ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |,ਸੰਤੁਲਿਤ ਖਾਦ
ବାର୍ ଚିତ୍ର |,ਬਾਰ ਡਾਇਗਰਾਮ
ଭୁକିବା |,ਸੱਕ
ବାରୋମିଟର |,ਬੈਰੋਮੀਟਰ
ବନ୍ଧ୍ୟା,ਬੰਜਰ
ଆଧାର,ਅਧਾਰ
ବାସନ,ਬੇਸਿਨ
ପରଫିପାଲ୍ |,ਬਾਸਿਪਟਲ
ଆଧାର ତୁଲମ୍ |,ਬਾਸੈਸਟਰਨੀਮ
ବାଇ ମ so ସୁମୀ |,ਬੇ ਮਾਨਸੂਨ
ଉଦ୍ଭିଦ ବହନ,ਬੇਅਰਿੰਗ ਪੌਦਾ
ଶଯ୍ୟା,ਬਿਸਤਰੇ
ଶଯ୍ୟା,ਬੇਡਰ
ଶଯ୍ୟା,ਬਿਸਤਰੇ
ବିଟ୍ ଗୁଣ୍ଡ |,ਬੀਟ ਗੁੜ
ଘଣ୍ଟି,ਝੁਕੋ
ବେଲ୍ଟ,ਬੈਲਟ
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
ପକ୍ଷପାତ (ନମୁନା),ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ)
ବିଏନୋନିଆଲ୍,ਬਨੀਅਲ
Binomial,ਬਿਨੀਮਾਇਲ
ବାୟୋଲାଇଜେଣ୍ଟ |,ਬਾਇਓਜੈਂਟ
ବାୟୋସେଡିକ୍ |,ਬਾਇਓਸੈਲਮੇਟ
ବାୟୋହୀ,ਬਾਇਓਨੇਰਜੀ
ବାୟୋନୋମିକ୍ସ |,ਬਯਨੋਮਿਕਸ
ବାୟୋରାକ୍ଟର,ਬਾਇਓਰੇਟਰ
ବାୟୋସଫିର୍,ਬਾਇਓਸਪੇਅਰ
ବାୟୋଟିକ୍ |,ਬਾਇਓਟਿਕ
ବାୟୋଟାଇପ୍ |,ਬਾਇਓਟਾਈਪ
ବିସେକ୍ସୁଆଲ୍,ਲਿੰਗੀ
ଖାଲି,ਬਲੈਂਚਿੰਗ
ବିସ୍ଫୋରଣ,ਧਮਾਕਾ
ମିଶ୍ରଣ,ਮਿਸ਼ਰਣ
ଶୁକ୍ର,ਝੁਲਸਣ
ଫୁଲା,ਛਾਲੇ
ବ୍ଲୁ ବିପ୍ଳବ,ਨੀਲਾ ਇਨਕਲਾਬ
ତଳ ଉତ୍ତାପ ଚାମ୍ବର |,ਤਲ ਗਰਮੀ ਚੈਂਬਰ
ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |,ਤਲ ਹੀਟ ਤਕਨੀਕ
ଶାଖା,ਬ੍ਰੈਨ
ଶାଖା,ਸ਼ਾਖਾ
ଶାଖା,ਬ੍ਰੀਚਲੇਟ
ପ୍ରଜାତି,ਨਸਲ
ପ୍ରଜନନ,ਪ੍ਰਜਨਨ
ଉଜ୍ଜ୍ୱଳ,ਝਗੜਾ
Etod,ਬਰੂਦ
ବଡିଙ୍ଗ,ਉਭਰਦਾ
ବଜେଟ୍,ਬਜਟ
ବଫର୍,ਬਫਰ
ବଲ୍ବ,ਬੱਲਬ
ବଣ୍ଟନ,ਬੈਂਟ
ଉତ୍ପାଦ ଦ୍ୱାରା,ਉਪ-ਉਤਪਾਦ
ବାବୁଲ ଆକାସିଆ |,ਬਾਬੂਬਦ ਬੱਬੀ
ଶିଶୁ ମକା |,ਬੇਬੀ ਮੱਕੀ
ବାଥ୍,ਬਾਲ
ବିଲ୍,ਬਿਲ
ବାଲସାମ,ਬਾਲਸਮ
ବାଉଁଶ,ਬਾਂਸ
କଦଳୀ,ਕੇਲਾ
ବାନିଆନ୍ ଗଛ |,ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ
ବାର୍ଲି,ਜੌ
ବରଗାର୍ଡ ମିଲେଟ୍ |,ਬਾਰਨੀਅਰ ਬਾਜਰੇ
ବେସନ,ਤੁਲਸੀ
ବଷ୍ଟାର୍ଡ ​​ଏରସ,ਬਾਸਟਰਡ ਸੀਡਰ
ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |,ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ
ବାହୁଏସିଆ,Bauhinia
ଦୁ very ଖଦ,ਬੇ ਬੇਰੀ
ବିନ୍,ਬੀਨ
ବିଲାତି,ਚੁਕੰਦਰ
ବେଲାଣ୍ଡୋନା,ਬੇਲਾਡੋਨਾ
ହେ,ਬੇਰ
Berseim,ਸੋਰਸਮ
Beelt,ਸੁਪਾਰੀ
ବିଲିମ୍ବି,ਬਿਲੀਮਬੀ
ତିକ୍ତ ଗୁଣ୍ଡ |,ਕੌੜਾ ਬੈਰ
କଳା ଗ୍ରାମ,ਕਾਲਾ ਗ੍ਰਾਮ
କଳା ନାଇଟ୍ଶେଡ୍ |,ਕਾਲੀ ਨਾਈਟਸੈਡ
ବଗିନିଭିଆ |,ਬੌਗੇਨਵਿਲੇਸਾ
ବୋତଲ ବ୍ରଶ |,ਬੋਤਲ ਬੁਰਸ਼
ବୋତଲ ଗୋବଲଙ୍କ |,ਬੋਤਲ ਬਘਿਆੜ
ବାକ୍ସ ଗଛ,ਬਾਕਸ ਲੜੀ
ରୁଟି ଫଳ,ਬਰੈੱਡ ਫਲਾਂ
Bridal creper,ਵਿਆਹ ਦੀ ਨਿੰਬੂ
ବ୍ରିନଜାଲ୍ |,ਬ੍ਰਿੰਜਲ
ବ୍ରଡ୍ ବିନ୍ |,ਬ੍ਰੌਡ ਬੀਨ
ବ୍ରୋକୋଲି,ਬ੍ਰੋ CC ਓਲਿ
ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |,ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ
ବାଲକ୍ୟୁଟ,ਬੱਕਵੈਟ
ବଟି,ਬੁਟੀਆ
ବ୍ୟାଣ୍ଡିକୋଟ୍ |,ਬੈਂਡਿਕੋਟ
ଭାଲୁ,ਰਿੱਛ
ପୋକ,ਬੀਟਲ
ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |,ਛਾਲੇ ਬੀਟਲ
ନୀଳ ଷଣ୍। |,ਨੀਲਾ ਬੁੱਲ
ବୋଲ୍ ପୋକ,ਬੁਲ ਕੀੜਾ
ପ୍ରଜାପତି,ਬਟਰਫਲਾਈ
ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |,ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ
ବାୟୋକେମିଷ୍ଟ |,ਬਾਇਓਕੈਮਿਸਟ
ଜୀବବିଜ୍ଞାନୀ |,ਜੀਵ ਵਿਗਿਆਨੀ
ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ,ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ
ଉଦ୍ଭିଦଦାତା,ਬੋਟੈਨਿਸਟ
C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |,ਸੀ ਨਮੀ ਦੇ ਗੁਣ
ପିଠା,ਕੇਕ
ସହଭାଗୀ,ਕੈਲਕਿਸ
କାଲସିଫିକେସନ୍ |,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
ଫସଫେଟର କାଲକେଣ୍ଟ |,ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ
ଚତୁରତା,ਕਲੇਸ਼
କୁଲସ୍,ਕਾਲਸ
କାଲିକ୍ସ,ਕੈਲੀਕਸ
କାଲିକ୍ସ-ଏଣ୍ଡ |,ਕੈਲੀਕਸ-ਐਂਡ
କାମ୍ବିୟମ୍,ਕੈਮਬੀਅਮ
କାକର,ਕੈਨਕਰ
କ୍ୟାନିଂ,ਕੈਨਿੰਗ
ଛାତ,ਕੈਨੋਪੀ
ପୁଞ୍ଜି,ਪੂੰਜੀ
କାଗଶ,ਕੈਪਟੇਸ਼ਨ
Capsule,ਕੈਪਸੂਲ
କାର୍ବନ୍ରେଟେଡ୍ |,ਕਾਰਬੋਨੇਟਡ
କାର୍ବୋନିଅନାଇଜେସନ୍ |,ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ
କାର୍ପେଲ,ਕਾਰਪਲ
କାର୍ପସ୍ |,ਕਾਰਪਸ
କାଷ୍ଟିଂ,ਕਾਸਟਿੰਗ
କାଟାବୋଲିଜିମ୍ |,ਕੈਟਾਬੋਲਿਜ਼ਮ
କାଟାଲିସିସ୍ |,ਉਤਪ੍ਰੇਸਿਆ
କୀଟପତଙ୍ଗ,ਕੇਟਰਪਿਲਰ
C- DNA ଲାଇବ୍ରେରୀ |,ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ
ଛାତ,ਛੱਤ
କକ୍ଷ,ਸੈੱਲ
କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |,ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ
ସେଣ୍ଟ୍ରିକ୍ |,ਕੇਂਦਰਿਤ
ଶତକଡ଼ା,ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ
ସେଣ୍ଟ୍ରିଫେଜ୍ |,ਸੈਂਟਰਿਫਿ ize ਜ
ସେଣ୍ଟ୍ରିଓନ୍ |,ਸੈਂਟਰਿਓਲ
ସେଣ୍ଟ୍ରୋଜେନିକ୍ |,CentRogenic
ସେଣ୍ଟ୍ରୋଜେନସ୍ |,ਸੈਂਟੀਗਨੌਜ਼
କୀପତି,ਚੱਕਰ
ଶସ୍ୟ,ਅਨਾਜ
ପ୍ରମାଣପତ୍ର,ਸਰਟੀਫਿਕੇਸ਼ਨ
ସାର୍ଟିଫାଏଡ୍ ବିହନ |,ਪ੍ਰਮਾਣਿਤ ਬੀਜ
ଚାଉଳ,ਤੂਫਾਨ
ଚେଲାଜା |,ਚਮਜ਼ਾ
କେମୋଟ୍ରୋପିମ୍ |,ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ
ଚିୟମା,ਚਿਆਸਮਾ
ଥଣ୍ଡା ଘଣ୍ଟା |,ਚਿਲਿੰਗ ਘੰਟੇ
ଚିଲିଂ ଆଘାତ |,ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ
ଚିମେରା |,Chimera
ଚୋରାନେଣ୍ଟି |,ਚਲੋਟਰੈਠੀ
କ୍ଲୋରୋଫିଲେଲ୍ |,ਕਲੋਰੋਫਿਲ
ଚୋରୋରୋସାଇସ୍,ਕਲੋਰੋਸਿਸ
ଚୋରୋରୋଲୋଜି |,ਕਲੋਰੋਲੋਜੀ
କ୍ରୋମାମାସିଡ୍ |,Chrimindidd
ଚ୍ରୋମାଟିନ୍ |,ਕ੍ਰੋਮੈਟਿਨ
ଚ୍ରୋମାଟୋଗ୍ରାଫି,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
ଚୋରମାଟୋଲିଆସିସ୍,ਕ੍ਰੋਮੈਟੋਲਸਿਸ
କ୍ରୋମେଣ୍ଟ୍ରେ |,ਕ੍ਰੋਮੋਸੀਸਟਰ
ଚେରମୋଲେନ୍ସେସ୍,ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ
କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |,ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ
କ୍ରୋମୋଜୋମ୍,ਕ੍ਰੋਮੋਸੋਮ
କ୍ରନିକ୍,ਦੀਰਘ
କୃଷି,ਸਾਇੰਗ
କ୍ଲାନ୍ତ,ਕਲੇਡਡ
ବର୍ଗୀକରଣ,ਵਰਗੀਕਰਣ
ମାଟି,ਮਿੱਟੀ
ସଫା କରିବା,ਸਫਾਈ
