Hindi,Odiya
अभिगम सूचक,ପ୍ରବେଶ ସୂଚକାଙ୍କ
अभिगम लाइन,ଆକ୍ସେସ୍ ଲାଇନ୍ |
अभिगम यांत्रिकत्व,ମେକାନିଜିମ୍ ଆକ୍ସେସ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |
अभिगम विधि,ପ୍ରବେଶ ପଦ୍ଧତି
अभिगम विधि नेमका,ଆକ୍ସେସ୍ ପଦ୍ଧତି ରୁଟିନ୍ |
अभिगम विधा,ପ୍ରବେଶ ମୋଡ୍
अभिगम अधिकार,ଅଧିକାର ପ୍ରବେଶ
अभिगम क्रमवीक्षण,ପ୍ରବେଶ ସ୍କାନ
अभिगम काल,ସମୟ ପ୍ରବେଶ କରନ୍ତୁ |
लेखा कार्य,ହିସାବ
लेखाकार्य वित्त तंत्र,ହିସାବ ଆର୍ଥିକ ବ୍ୟବସ୍ଥା
लेखा यंत्र,ହିସାବ ଯନ୍ତ୍ର
खाता संख्या,ଖାତା ସଂଖ୍ୟା
संचयी पुनरुत्पादक,ପୁନର୍ବାର ଜମା କରିବା |
संचायक,ଆକ୍ୟୁମୁଲେଟର
संचायक पंजी,ଆକ୍ୟୁମୁଲେଟର ରେଜିଷ୍ଟର |
संचायक विस्थापन अनुदेश,ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |
परिशुद्धता,ସଠିକତା
परिशुद्धता नियंत्रण संप्रतीक,ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |
परिशुद्धता नियंत्रण तंत्र,ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
उत्कृष्ठ मार्गदर्शी,Ace ପାଇଲଟ୍ |
पावती संप्रतीक,ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ
ध्वनिक युग्मक,ଆକାଶବାଣୀ କପତର୍ |
ध्वनिक युग्मन,ଆକାଶବାଣୀ କଣ୍ଟା |
ध्वनिक विलंब लाइन,ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |
ध्वनिक स्मृति,ଆକାଶବାଣୀ ସ୍ମୃତି
ध्वनिक मोडेम,ଆକାଶବାଣୀ ମୋଡେମ୍ |
ध्वनिक संकेत,ଆକାଶବାଣୀ ସଙ୍କେତ |
ध्वनिक भंडारण,ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |
परिवर्णी शब्द,ଆକ୍ରୋନିମ୍ |
क्रिया,କାର୍ଯ୍ୟ
क्रिया चक्र,କ୍ରିୟା ଚକ୍ର
क्रिया लाइन,କ୍ରିୟା ରେଖା
क्रिया संदेश,କ୍ରିୟା ବାର୍ତ୍ତା
क्रिया विनिर्देश,କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
सक्रियण,ସକ୍ରିୟକରଣ
सक्रिय,ସକ୍ରିୟ
सक्रिय संचिका,ସକ୍ରିୟ ଫାଇଲ
सक्रिय लाइन,ସକ୍ରିୟ ରେଖା
सक्रिय कड़ी,ସକ୍ରିୟ ଲିଙ୍କ୍ |
सक्रिय प्रधान संचिका,ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |
सक्रिय प्रधान मद,ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |
सक्रिय उपग्रह,ସକ୍ରିୟ ଉପଗ୍ରହ |
सक्रिय केन्द्र,ସକ୍ରିୟ ଷ୍ଟେସନ
सक्रिय भंडारण,ସକ୍ରିୟ ସଂରକ୍ଷଣ
सक्रियता,କାର୍ଯ୍ୟକଳାପ
सक्रियता स्तर,କାର୍ଯ୍ୟକଳାପ ସ୍ତର
सक्रियता भारण,କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ
सक्रियता अनुपात,କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ
निरपेक्ष पता,ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା)
निरपेक्ष कूट,ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍)
वास्तविक आँकडा स्थानांतरण दर,ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |
वास्तविक दशमलव बिन्दु,ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |
प्रभावी अनुदेश,ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ)
वास्तविक कुंजी,ପ୍ରକୃତ ଚାବି |
वास्तविक काल,ପ୍ରକୃତ ସମୟ
वास्तविक कार्य काल,ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ
प्रवर्तक संकेत,କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ
अनुकूलनीयता,ଅନୁକେତ
अनुकूलित्र,ଆଡାପ୍ଟର
अनुकूली प्रणाल नियतन,ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |
अनुकूली समाकलन,ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
अनुकूली अनुप्रस्थ तुल्यकारक,ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |
योजित प्रविष्ट,ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |
योज्य,ଯୋଡି
योजक,ଆଡର୍
योजक व्यवकलक,ଆଡର୍ ସବଟ୍ରାକ୍ଟର |
योजी संचिका,ଫାଇଲ୍ ଯୋଡନ୍ତୁ
विशिष्ट संप्रतीक,ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର)
योग अभिलेख,ଯୋଗ ରେକର୍ଡ |
योग सारणी,ଯୋଗ ଉପକରଣ
योज्य गुण,ଯୋଗୀ ଗୁଣ
योग विधा,ମୋଡ୍ ଯୋଡନ୍ତୁ
योग संक्रिया,ଅପରେସନ୍ ଯୋଡନ୍ତୁ |
पता,ଠିକଣା
पतायोग्यता माप,ଠିକଣା ମାପ ମାପ |
पतायोग्य क्षौतिज स्थिति,ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |
पतायोग्य बिन्दु,ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |
पतायोग्य स्थिति,ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |
पतायोग्य पंजी,ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |
पतायोग्य भंडारण,ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ
पतायोग्य ऊर्ध्वाधर स्थिति,ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |
पता बस,ଠିକଣା ବସ୍
पता कूट,ଠିକଣା କୋଡ୍
पता तुलनित्र,ଠିକଣା ତୁଳସୀତି
पता अभिकलन,ଠିକଣା ଗଣନା
पता अचर,ସ୍ଥିର ଠିକଣା
पता रूपांतरण,ଠିକଣା କନଭର୍ସନ୍ |
पता आँकड़े,ଠିକଣା ତଥ୍ୟ
पतायुक्त स्मृति,ଠିକଣା ମେମୋରୀ |
प्रभावी पता,ଠିକଣା ପ୍ରଭାବଶାଳୀ |
पता क्षेत्र,ଠିକଣା କ୍ଷେତ୍ର
पता संरूप,ଠିକଣା ଫର୍ମାଟ୍
पता निरपेक्ष क्रमादेश,ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |
पताभिगमन,ଠିକଣା
पताभिगमन संप्रतीक,"ଠିକଣା
 ବର୍ଣ୍ଣ"
पताभिगमन अंतरायन,ବାଧା ଠିକଣା
पताभिगमन पाश,ଲୁପ୍ ଠିକଣା
पताभिगमन आभासी स्मृति,ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା
पता अंतर्ग्रथन,ଠିକଣା ଅନ୍ତରାପଳୀ
पतारहित अनुदेश संरुप,ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |
पता लाइन,ଠିକଣା ରେଖା
पता प्रतिचित्रण,ଠିକଣା ମ୍ୟାପିଙ୍ଗ
पता चिह्न,ଠିକଣା ଚିହ୍ନ
पता आपरिवर्तन,ଠିକଣା ପରିବର୍ତ୍ତନ
पता भाग,ଠିକଣା ଅଂଶ
पता संकेतक,ଠିକଣା ସୂଚକ
पता पंजी,ଠିକଣା ରେଜିଷ୍ଟର |
पता संकेत,ଠିକଣା ସଙ୍କେତ
पता आमाप,ଠିକଣା ଆକାର
पता स्थान,ଠିକଣା ସ୍ଥାନ
पता स्थान अभिज्ञापक,ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |
पता विराम,ଠିକଣା ଷ୍ଟପ୍
पता अनुरेख,ଠିକଣା ଚିହ୍ନ
पता मार्ग,ଠିକଣା ଟ୍ରାକ୍
पता अनुवाद,ଠିକଣା ଅନୁବାଦ
पता अनुवादक,ଠିକଣା ଅନୁବାଦକ
संकलन व्यवकलन काल,ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |
संकलन काल,ସମୟ ଯୋଡନ୍ତୁ |
संलग्नता,ସଂଲଗ୍ନ
संलग्नता संरचना,ସଂଲଗ୍ନ structure ାଞ୍ଚା |
संलग्न प्रणाल,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |
संलग्न प्रांत,ସଂଲଗ୍ନ ଡୋମେନ୍ |
सहखंडज मैट्रिक्स,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
संलग्न आसंधि,ସଂଲଗ୍ନ ନୋଡ୍ |
संलग्न उपक्षेत्र,ସଂଲଗ୍ନ ସୁବିରା |
संलग्न (तंत्र),Adjone (ସିଷ୍ଟମ୍)
समायोजन,ଆଡଜଷ୍ଟ କରନ୍ତୁ |
समायोज्य विस्तार,ନିୟନ୍ତ୍ରିତ ପରିମାଣ
समायोज्य पाठ्यांश विधा,ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |
प्रशासनिक आँकड़ा संसाधन,ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
प्रशासनिक प्रचालन,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
प्रशासनिक प्रचालक,ପ୍ରଶାସନିକ ଅପରେଟର |
प्रशासनिक प्रचालन केन्द्र,ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |
प्रशासन सहाय तंत्र,ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |
उन्नत संचार सेवा,ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |
उन्नत सूचना तंत्र,ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |
उन्नत प्रकाशिक संप्रतीक पठित्र,ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |
उन्नत वैज्ञानिक अभिकलित्र,ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |
एरियल,ବାୟୁ
पुंज,ସମୁଦାୟ
पुंज व्यंजक,ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |
संधानित्र,ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |
संधान प्रतीक,ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ)
संधान प्रतीक,ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ
वायुवाहित अभिकलित्र तंत्र,ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
बीजीय आइगनमान समस्या,ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |
बीजीय समाकलन,"ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ"
"बीजीय भाषा, बीज भाषा",ବଗିଳିନିକ୍ ଭାଷା |
बीजीय प्रकलन,ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |
बीजीय प्रकलन भाषा,Algebric ମନିପୁଲେସନ୍ ଭାଷା |
बीजोन्मुखी भाषा,ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |
बीजीय विस्थापन,ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |
बीजीय चिह्न परिपाटी,ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |
ऐल्गॉल,ଆଲଗୋଲ୍ |
ऐल्गॉल लक्षण,ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |
ऐल्गॉल क्रमादेशन,Algol ପ୍ରୋଗ୍ରାମିଂ |
"कलन विधि, एल्गोरिथ्म",ଆଲଗୋରିଦମ
कलन विधि साहचर्य भाषा,ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |
कलन विधि वर्गीकरण,ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |
कलन विधि जटिलता,ଆଲଗୋରିଦମ ଜଟିଳତା |
कलन विधि अभिकलनीयता,ଆଲଗୋରିଦମ ଗଣନା |
कलन विधि विश्लेषण,ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |
कलनविधीय उपगमन,ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |
कलनविधीय भाषा,ଆଲଗୋରିଥମିକ୍ ଭାଷା |
कलनविधीय नेमका,ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |
कलनविधीय सिद्धांत,ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |
अपर,ଛଦ୍ମନାମ
उपघटन,ଛଦ୍ମନାମ
"अपर नाम, उर्फ नाम",ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ)
सरेखण,ପରିଚାଳିତ
नियतन,ବଣ୍ଟନ କରନ୍ତୁ |
नियतन संरचना,ଆବଣ୍ଟନ ସଂରଚନା |
सर्वोद्देशीय अभिकलित्र,ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |
अक्षरात्मक संप्रतीक,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
अक्षरात्मक संप्रतीक समुच्चय,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |
अक्षरात्मक संप्रतीक उपसमुच्चय,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |
अक्षरात्मक कूट,ବର୍ଣ୍ଣମାଳା କୋଡ୍
अक्षरात्मक विस्थापन,ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |
अक्षरात्मक रज्जु,ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |
अक्षरात्मक शब्द,ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ
वर्णानुक्रमण,ବର୍ଣ୍ଣମାଳା
अक्षरात्मक ज्यामितिकी,ଆଲଫେମେଟ୍ରିକ୍ସ
अक्षरांकीय,ଆଲଫାମ୍
अल्फामोजेक,ଆଲଫାମାସିକ୍ |
अक्षरांकीय,ବର୍ଣ୍ଣମାଳା
अक्षरांकीय कुंजीपटल युक्ति,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |
अक्षरांकीय संप्रतीक समुच्चय,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |
अक्षरांकीय कूट,ବର୍ଣ୍ଣମାଳା କୋଡ୍
अक्षरांकीय कूटलिखित संप्रतीक समुच्चय,ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |
अक्षरांकीय आँकड़े,ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |
अक्षरांकीय प्रदर्श युक्ति,ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |
अक्षरांकीय संपादित संप्रतीक,ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |
अक्षरांकीय क्षेत्र,ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର
अक्षरांकीय अनुदेश,ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ
अक्षरांकीय कुंजी पटल,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |
अक्षरांकीय शाटन,ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |
अक्षरांकीय भंडारण,ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |
परिवर्तनीय स्मृति,ବିକୃତ ସ୍ମୃତି
परिवर्तन स्विच,ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |
परिवर्तन,ପରିବର୍ତ୍ତନ
परिवर्तन विधा,ପରିବର୍ତ୍ତନ ମୋଡ୍
वैकल्पिक पुनःप्राप्ति,ଅନ୍ୟ ପୁନରୁଦ୍ଧାର
वैकल्पिक मार्ग,ବିକଳ୍ପ ମାର୍ଗ
वैकल्पिक मार्गचयन,ଅନ୍ୟ ଧାତାଳ
वैकल्पिक मार्ग,ବିକଳ୍ପ ଟ୍ରାକ୍
अथवा' संक्रिया,ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍)
वैकल्पिक गुण,ବିକଳ୍ପ ଗୁଣ
तथा पूरक' संक्रिया,ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍)
संदिग्धता त्रुटि,ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |
संदिग्धता संर्दभ,ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |
अनुरूप,ଆନାଗଲଗ୍ |
अनुरूप योजक,ଆନାଗଲ୍ ଆଡର୍ |
अनुरूप प्रणाल,ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |
अनुरूप अभिकलित्र,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
अनुरूप परिवर्तक,ଆନାଗଲ୍ କନଭର୍ଟର |
अनुरूप आँकड़े,ଆନାଗଲ୍ ଡାଟା |
अनुरूप विभाजनी,ଆନାଗଲ୍ ଡିଭାଇଡର୍ |
अनुरूप सुविधा टर्मिनल,ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |
अनुरूप फलन जनक,"ଆନାଗଲ୍ ଫଙ୍କସନ୍ |
 ଜେନେରେଟର"
अनुरूप समाकलन,ଆନାଗଲ୍ ଏକୀକରଣ |
अनुरूप गुणक,ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |
अनुरूप क्रमादेशन,ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |
अनुरूप मापन,ଆନାଗଲ୍ ସ୍କେଲିଂ |
अनुरूप संकेत,ଆନାଗଲ୍ ସିଗନାଲ୍ |
अनुरूप अनुकार,ଆନାଗଲ୍ ସିମୁଲେସନ୍
अनुरूप स्विच,ଆନାଗଲ୍ ସୁଇଚ୍ |
अनुरूप तंत्र,ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |
अनुरूप अंकीय परिवर्तक,"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 Convercer"
अनुरूप अंकीयकूटलेखक,"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 ଏନକୋଡର୍ |"
अनुरूप संचरण,ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |
अनुरूप प्रकार,ଆନାଗଲ୍ ପ୍ରକାର |
विश्लेषण खंड़क,ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର
विश्लेषण विधा,ବିଶ୍ଳେଷଣ ମୋଡ୍ |
वैश्लेषिक इंजन,ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |
पूर्वज कार्य,ପ ancest ତୃକ କାର୍ଯ୍ୟ |
सहायक उपकरण,ଆନୁଷଙ୍ଗିକ ଉପକରଣ |
तथा',ଏବଂ
तथा' परिपथ,ଏବଂ ସର୍କିଟ |
तथा' अवयव,ଏବଂ ଉପାଦାନ |
तथा' द्वार,ଏବଂ ଫାଟକ
तथा' प्रच्छादन,ଏବଂ ମାସ୍କିଂ |
अपवर्जन,ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |
तथा' संक्रिया,ଏବଂ ଅପରେସନ୍ |
चयक स्मृति,ଆନେକ୍ସ ମେମୋରୀ |
टिप्पण,ଟିପ୍ପଣୀ
आख्यापित्र,ଆନୁଷରାତ
तुरत उत्तर,ଉତ୍ତର ଦିଅ
उत्तर विलंब,ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |
उत्तर काल,ସମୟର ଉତ୍ତର ଦେବା
उत्तर बत्ती,ଉତ୍ତର ପ୍ରଦୀପ
उत्तर सूची,ଉତ୍ତର ତାଲିକା
केवल उत्तर,କେବଳ ଉତ୍ତର ଦିଅ
प्रत्याशा विधा,ପ୍ରତୀକ୍ଷା ମୋଡ୍ |
प्रत्याशामूलक चयकन,ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |
प्रत्याशामूलक हासिल,ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ
प्रत्याशामूलक पृष्ठन,ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |
प्रतिसंपाती संक्रिया,ଆଣ୍ଟିକୋସିସିସିସିସିସିସିଡିସନ୍ ଅପରେସନ୍ |
प्रतिसंपाती अवयव,ଆଣ୍ଟିକିନସିଡିସିଡିସେଡିସିଡି ଉପାଦାନ |
अनावर्ती ऐन्टेना,Ampegoiedent ଆଣ୍ଟେନା |
द्वारक पत्रक,ଆପେଚର କାର୍ଡ |
द्वारक कूट,ଆପେଚର କୋଡ୍ |
द्वारक काल,ଆପେଚର ସମୟ |
अनुबंध,ଅନୁକ୍ରମଣିକା
अनुबंध कार्य,ଅନୁକ୍ରମଣିକା କାର୍ଯ୍ୟ |
अनुप्रयोग विकासक,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
अनुप्रयोग स्तर,ପ୍ରୟୋଗ ସ୍ତର
अनुप्रयोग मूलक भाषा,ପ୍ରୟୋଗୀ ଆଧାରିତ ଭାଷା |
अनुप्रयोग (क्रमादेश) संकुल,ପ୍ରୟୋଗ ପ୍ୟାକେଜ୍
अनुप्रयोग क्रमादेश,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମ
अनुप्रयोग क्रमादेशन,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ |
अनुप्रयोग अपेक्षित भाषा,ପ୍ରୟୋଗ ଆବଶ୍ୟକ ଭାଷା |
अनुप्रयोग प्रक्रिया सामग्री,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
अधिरोपण,ଆପ୍ଲିକ୍
सन्निकटन सिद्धांत,ଆନୁମାନିକ ସିଦ୍ଧାନ୍ତ |
स्वेच्छ अभिगम,ଇଚ୍ଛାଧୀନ ପ୍ରବେଶ |
स्वेच्छ अनुक्रम अभिकलित्र,ଇଚ୍ଛାଧୀନ କ୍ରମ କମ୍ପ୍ୟୁଟର |
मध्यस्थ,ଆର୍ବିଟ୍ରେସନ୍
"वास्तुकला, स्थापत्यकला",ସ୍ଥାପତ୍ୟ
पुराभंडारण,ଅଭିପାକ୍ଷେତ୍ର
क्षेत्र कूट,ଏରିୟା କୋଡ
क्षेत्र खोज,କ୍ଷେତ୍ର ସନ୍ଧାନ
क्षेत्र स्थानांतरण,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର
क्षेत्र चर,କ୍ଷେତ୍ର ଭେରିଏବଲ୍
स्वतंत्र चर,ଯୁକ୍ତି
स्वतंत्र चर पता,ଯୁକ୍ତି ଠିକଣା
स्वतंत्र चर सूची,ଯୁକ୍ତି ତାଲିକା
अंकगणितीय अनुदेश,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
अंक गणितीय एंव तर्क एकक,ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |
अंकगणितीय नियतन कथन,ଗାଣିତିକ ଆସାଇନମେଣ୍ଟ ଷ୍ଟେଟମେଣ୍ଟ୍ |
अंकगणितीय जाँच,ଗାଣିତିକ ଯାଞ୍ଚ |
अंकगणितीय अचर,ଗାଣିତିକ ସ୍ଥିର |
