Bengali,Malayalam
অ্যাডহক,ആഡ് ഹോക്ക്
অ্যাডহক দাবি,AD HOC ക്ലെയിം
তদর্থক কমিটি,താൽക്കാലിക സമിതി
অ্যাডহক বৃদ্ধি,താൽക്കാലിക വർദ്ധനവ്
অ্যাডহক পেমেন্ট,പരസ്യ ഹോക് പേയ്മെന്റ്
সংলগ্ন,തൊട്ടുകിടക്കുന്ന
সংলগ্ন (= সংহত),തൊട്ടടുത്ത് (= തുടർച്ചയായ)
স্থগিতাদেশ,വചലിക്കുക
স্থগিতের গতি,നീരസം ചലനം
রায়,Cakudgge
বিচারক,ശിക്ഷിക്കപ്യം
বিচার,വിധിന്യായ
বিচারক,Adjudication
সামঞ্জস্য,കമപ്പെടുത്തല്
প্রশাসনিক,രാജംഭരിക്കുക
শপথ পরিচালনা করুন,സത്യപ്രതിഷേധിക്കുന്നു
প্রশাসন,ഭരണകൂടം
বিচার প্রশাসন,നീതിയുടെ ഭരണം
প্রশাসনিক,ഭരണപരമായത്
প্রশাসনিক ক্রিয়া,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
প্রশাসনিক মূল্যায়ন,അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം
প্রশাসনিক অনুমোদন,അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം
প্রশাসনিক কর্তৃপক্ষ,അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി
প্রশাসনিক নিয়ন্ত্রণ,അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം
প্রশাসনিক সিদ্ধান্ত,അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം
প্রশাসনিক দপ্তর,അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്
প্রশাসনিক মাথা,അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്
প্রশাসনিক সদর দফতর,അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം
প্রশাসনিক ব্যবস্থা,ഭരണപരമായ നടപടികൾ
প্রশাসনিক শক্তি,ഭരണപരമായ ശക്തി
প্রশাসনিক অনুমোদন,ഭരണപരമായ അനുമതി
প্রশাসনিক কৌশল,അഡ്മിനിസ്ട്രേറ്റീവ് രീതി
প্রশাসনিক ট্রাইব্যুনাল,അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ
প্রবেশযোগ্যতা,അനഭാക്ഷ്യം
স্বীকৃত ব্যয়,അനുവദനീയമായ ചെലവ്
স্বীকার করুন,സമ്മതിക്കുക
ভর্তি কার্ড,അഡ്മിറ്റ് കാർഡ്
ভর্তি,പ്രവേശിപ്പിച്ചു
উপদেশ,ഉപദേഷ്ടാപ്പ്
গ্রহণ,ദന്തം
গ্রহণকারী,ച്ചക്കല്
গ্রহণ,ദത്ത്
প্রাপ্তবয়স্ক,പായപൂര്ത്തിയായി
ভেজাল,മായം
ব্যভিচার,വഭിചാരം
প্রাপ্তবয়স্ক ভোটাধিকার,മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി
বিজ্ঞাপন ভ্যালোরেম ডিউটি,പരസ്യ മൂല്യനിർണ്ണയം
অগ্রিম,മുന്നേറുക
আগাম বুকিং,അഡ്വാൻസ് ബുക്കിംഗ്
অগ্রিম অনুলিপি,അഡ്വാൻസ് കോപ്പി
অগ্রিম বৃদ্ধি,അഡ്വാൻസ് ഇൻക്രിമെന്റ്
অগ্রিম প্রদান,അഡ്വാൻസ് പേയ്മെന്റ്
প্রতিকূল এন্ট্রি,പ്രതികൂല പ്രവേശനം
বিরূপ মন্তব্য,പ്രതികൂല പരാമർശങ്ങൾ
প্রতিকূল প্রতিবেদন,പ്രതികൂല റിപ്പോർട്ട്
বিজ্ঞাপন,വിജ്ഞാപനം
পরামর্শ,ഉപദേശം
অর্থ প্রদানের পরামর্শ,പേയ്മെന്റിന്റെ ഉപദേശം
উপদেষ্টা কমিটি,ഉപദേശക സമിതി
উপদেষ্টা পরিষদ,ഉപദേശക സമിതി
অ্যাডভোকেট,വാദിക്കുക
বিষয়,കാര്യങ്ങൾ
হলফনামা,സതവാങ്മൂലം
অধিভুক্তি,ബന്ധം
নিশ্চিতকরণ,സ്ഥിരീകരണം
ইতিবাচক,ഉറപ്പിക്കുന്ന
সামর্থ্য,ഉളവാക്കുക
উপরোক্ত,മേൽപ്പറഞ്ഞ
নতুন করে,ശെറെഷ്
বিরুদ্ধে,എതിരായി
বয়স,വയസ്സ്
বয়স শংসাপত্র,പ്രായപരിധി
ভোটাধিকার জন্য বয়স,വോട്ടവകാശത്തിനുള്ള പ്രായം
বয়স সীমা,പ്രായപരിധി
এজেন্সি,നിര്വ്വഹണം
আলোচ্যসূচি,കാരപരിപാടി
অবসর বয়স,വിരമിക്കലിന്റെ പ്രായം
তদারকির বয়স,അപാദന പ്രായം
সমষ্টি,അഗ്രഗേഷൻ
আক্রান্ত,ദു ved ഖിച്ചു
আন্দোলন,പ്രക്ഷോഭക്തി
এজিএম,AGM
চুক্তি,കരാര്
চুক্তি ফর্ম,കരാർ ഫോം
কৃষি,കൃഷിപ്പണി
শস্য উৎপাদন কেন্দ্র,കാർഷിക വ്യവസായം
সাহায্য,സഹായം
অ্যালার্ম,ആപല്സൂചന
সতর্কতা,ജാല്തചിഹ്നം
ওরফে,അപരാഭിധാനം
অভিযোগ,കുറ്റാരോപണം
আনুগত্য,മേല്ക്കോയ്മയോട് ഭക്തി
জোট,സഖം
মিত্র পরিষেবা,അനുബന്ധ സേവനങ്ങൾ
সমস্ত অন্তর্ভুক্ত ব্যয়,എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്
সমস্ত ভারত পরিষেবা,അഖിലേന്ത്യാ സേവനങ്ങൾ
বরাদ্দ,പങ്കുവയ്ക്കല്
বরাদ্দ,അനുവദിച്ചതുക
বরাদ্দ চিঠি,അലോട്ട്മെന്റ് കത്ത്
বরাদ্দ,അല്ലോട്ടി
অনুমোদিত,അനുവദനീയം
অনুমোদিত ব্যয়,അനുവദനീയമായ ചെലവുകൾ
একটি আপিলের অনুমতি দিন,ഒരു അപ്പീൽ അനുവദിക്കുക
ভাতা,അനുമതി നല്കുക
সমস্ত অধিকার সংরক্ষিত,എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം
বর্ণমালা অর্ডার,അക്ഷരമാല ഓർഡർ
বিক্ষোভ,വാസസ്ഥലമായ
বিকল্প,ഏകാന്തരക്രമത്തിൽ
বিকল্প,ബദൽ
সংমিশ্রণ,സംയോജനം
সংশোধিত খসড়া,ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്
সংশোধন,ഭേദഗതി
সুযোগ,സഖ്യം
মায়াময়,മിതഭാവമുള്ള
গোলাবারুদ,വെടിക്കോപ്പ്
Debt ণের or ণদান,കടത്തിന്റെ പവിത്രത
পরিমাণ,സംഖ
পেনশন পরিমাণ,പെൻഷന്റെ തുക
সাদৃশ্য পোস্ট,അനലോഗസ് പോസ്റ്റ്
বিশ্লেষণ,വിശകലനം
বিশ্লেষণাত্মক অধ্যয়ন,അനലിറ്റിക്കൽ പഠനം
পূর্বপুরুষ,പൂര്വ്വികന്
আনুষঙ্গিক শিল্প,അനുബന്ധ വ്യവസായം
শত্রুতা,ബദ്ധവൈരം
সংযুক্তি,അനുബന്ധം
বার্ষিকী,വാര്ഷികദിനം
ঘোষণা,അറിയിപ്പ്
বিরক্তি,ഉപദവം
বার্ষিক আর্থিক বিবৃতি,വാർഷിക സാമ്പത്തിക പ്രസ്താവന
বার্ষিক প্রতিবেদন,വാർഷിക റിപ്പോർട്ട്
বার্ষিকী,ആന്വിറ്റി
বেনামে,പേരറിയാത്ത
বেনামে অভিযোগ,അജ്ഞാത പരാതി
উত্তরযোগ্যতা,ഉത്തരവിദ്ധി
উত্তরপত্র,ഉത്തരക്കടലാസ്
বিরোধী,ശതാപകന്
পূর্বসূরি,മുൻഗാമികൾ
প্রত্যাশিত ব্যয়,പ്രതീക്ഷിച്ച ചെലവ്
প্রত্যাশিত আয়,പ്രതീക്ഷിച്ച വരുമാനം
অগ্রজ্ঞান,മുന്തോന്നല്
প্রত্যাশিত জামিন,മുൻകൂട്ടി ജാമ്യം
দুর্নীতি দমন ব্যবস্থা,അഴിമതി വിരുദ്ധ നടപടി
অ্যান্টি-ডাম্পিং,വിരുദ്ധ ഡമ്പിംഗ്
প্রাচীন,പഴക്കം ചെന്ന
বর্ণবাদ,വർത്തിഡ്
উদাসীনতা,അപരാഭിചികം
অ্যাপেক্স বডি,അപെക്സ് ബോഡി
ক্ষমা প্রার্থনা,ക്ഷമാപണം
আবেদন,പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക
চেহারা,കാഴ്ച
সন্তুষ্টি,വിശേഷണം
আপিল ট্রাইব্যুনাল,അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ
পরিশিষ্ট,അനുബന്ധം
যন্ত্রপাতি,ഉപകരണം
প্রযোজ্য,പയോഗക്ഷമമായ
প্রার্থী,അപേക്ഷക
আবেদন,അപേക്ഷ
আবেদনপত্র,അപേക്ഷാ ഫോറം
প্রয়োগ,പ്രയോഗിച്ചു
প্রয়োগ করুন,അപേക്ഷിക്കുക
নিয়োগ,നിയമിത
কর্তৃপক্ষ নিয়োগ,അധികാരം നിയമിക്കുന്നു
অ্যাপয়েন্টমেন্ট,നിയമനം
নিয়োগপত্র,നിയമന പത്രിക
মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি,മന്ത്രിസഭയുടെ നിയമന സമിതി
মজুরির অংশ,വേതനത്തെ വിഭവങ്ങൾ
মূল্যায়ন,വിലനിശ്ചയിക്കല്
মূল্যায়নকারী,വിലഹരവാദി
প্রশংসা,അഭിനന്ദനം
আশঙ্কা,അവബോധം
শিক্ষানবিশ,തൊഴില്പരിശീലക
পদ্ধতির,സമീപിക്കുക
যথাযথ,അനുഗുണമായ
যথাযথ ব্যবস্থা,ഉചിതമായ പ്രവർത്തനം
উপযুক্ত মাথা,ഉചിതമായ തല
বরাদ্দ,വിനിയോഗം
অনুমোদন,അംഗീകരിക്കല്
আনুমানিক,ഏകദേശമായ
বুদ্ধিমত্তার পরীক্ষা,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്
ইচ্ছামত,സേച്ഛാചാരിയായ
সালিশ,മാദ്ധസ്ഥം വഹിക്കുക
সালিশ,മാദ്ധസ്ഥം
আরবিট্রেশন ট্রাইব্যুনাল,മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ
সালিস,മദ്ധസ്ഥന്
আর্কিটেকচার,വാസ്തുവിദ
সংরক্ষণাগার,ഗന്ഥരക്ഷാലയം
অঞ্চল,പദേശം
অঞ্চল সদর দফতর,ഏരിയസ്ഥാനം
যুক্তি,വാദം
উত্থিত,എഴുന്നേല്ക്കുക
সশস্ত্র বাহিনী,സായുധ സേന
ব্যবস্থা,കമീകരണം
বকেয়া,ഊരി
বকেয়া বিবৃতি,അരീയർ പ്രസ്താവന
আগমনের প্রতিবেদন,വരവ് റിപ്പോർട്ട്
অহংকার,ധിക്കാരം
আর্সেনাল,ആയുധശാല
নিবন্ধ,പദാര്ത്ഥം
সমিতির নিবন্ধ,അസോസിയേഷന്റെ ലേഖനങ്ങൾ
নিবন্ধ,ലേഖനങ്ങൾ
উর্দ্ধক্রমানুসারে,ആരോഹണ ക്രമം
নিরূপণ করা,നിർണ്ണയിക്കുന്ന
যেমনটি যেখানে,എവിടെയാണ്
দিক,വശം
Aspersion,കയറിയ
হত্যাকাণ্ড,രാഷ്ടീയക്കൊല
হামলা,കയ്യേറ്റം നടത്തുക
একত্রিত করা,സംയോജിപ്പിക്കുക
সমাবেশ,നിയമനിര്മ്മാണസഭ
সম্মতি,അനുമതി
জাহির করা,ഉറപ്പുപറയുക
মূল্যায়নকারী,വിലയിരുത്തുന്ന
মূল্যায়ন,നികുതിചുമത്തല്
মূল্যায়ন বছর,വിലയിരുത്തൽ വർഷം
মূল্যায়নকারী,അസര്യാകം
সম্পদ,ആസ്തി
Assignee,നിയമനിക
অ্যাসাইনমেন্ট,ചുമതല
নিয়োগকারী,യാസ
সহায়তা,സഹായം
সহযোগী,തോഴന്
সংঘ,ചങ്ങാത്തം
চার্জ অনুমান,ചാർജ് അനുമാനം
আশ্বাস,ഉറപ്പുനല്കല്
আশ্বাস সংস্থা,അഷ്വറൻസ് കമ്പനി
আশ্বাস,ഉറപ്പുതരുന്നു
ছাড় এ,കിഴിവിൽ
পারমাণবিক শক্তি,ആറ്റോമിക് പവർ
সমমূল্যে,തുല്യത്തിൽ
প্রিমিয়ামে,പ്രീമിയത്തിൽ
সংযুক্ত,ഘടിപ്പിക്കുക
সংযুক্ত অফিস,അറ്റാച്ചുചെയ്ത ഓഫീസ്
সংযুক্তি,ബന്ധം
সংযুক্তি আদেশ,അറ്റാച്ചുമെന്റ് ഓർഡർ
অর্জন,നേട്ടം
চেষ্টা,പരിശമം
উপস্থিতি,ഹാജർ
উপস্থিতি নিবন্ধ,ഹാജർ രജിസ്റ്റർ
উপস্থিতি স্লিপ,പങ്കെടുക്കുന്ന സ്ലിപ്പ്
মনোযোগ,ശ്രദ്ധ
সত্যতা,സാക്ഷ്യപ്പെടുത്തൽ
সত্যায়িত অনুলিপি,സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്
মনোভাব,ഭാവം
আকর্ষণীয় বেতন,ആകർഷകമായ ശമ്പളം
নিলাম,ലേലം
নিলামকারী,ലേറ്റീയർ
নিলাম বিক্রয়,ലേല വിൽപ്പന
শ্রোতা,സദസര്
অডিও-ভিজ্যুয়াল ডিসপ্লে,ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ
অডিও-ভিজ্যুয়াল প্রচার,ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി
নিরীক্ষা,കണക്കുപരിശോധിക്കുക
নিরীক্ষিত অ্যাকাউন্ট,ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ
নিরীক্ষিত ব্যালেন্স শীট,ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്
নিরীক্ষণ,ഓഡിറ്റിംഗ്
নিরীক্ষা আপত্তি,ഓഡിറ്റ് എതിർപ്പ്
নিরীক্ষকের প্রতিবেদন,ഓഡിറ്ററുടെ റിപ്പോർട്ട്
অডিটোরিয়াম,ആഡിറ്റോറിയം
অডিট অনুচ্ছেদ,ഓഡിറ്റ് ഖണ്ഡിക
অডিট রিপোর্ট,കണക്കിറ്റ് റിപ്പോർട്ട്
কঠোরতা,ഉത്സവമായ
কঠোরতা ব্যবস্থা,ചെലവുചുരുക്കൽ നടപടികൾ
খাঁটি,ആധികാരികം
অনুমোদিত প্রতিনিধি,അംഗീകൃത പ്രതിനിധി
কর্তৃত্বমূলক,അംഗീകാരപരമായ
কর্তৃপক্ষ,അധികാരം
কর্তৃপক্ষের চিঠি,അതോറിറ്റി കത്ത്
অনুমোদিত,അധികാരപ്പെടുത്തി
স্বীকৃত মূলধন,അംഗീകൃത മൂലധനം
স্বয়ংক্রিয়,ഓട്ടോമാറ്റിക്
স্বায়ত্তশাসিত,സയംശാസിതമായ
স্বায়ত্তশাসিত শরীর,സ്വയംഭരണ സംഘടന
স্বায়ত্তশাসন,സയംഭരണാവകാശം
সহায়ক,ഉക്സിലറി
উপলব্ধ,സുലഭം
গড়,ശരാശരി
গড় ছুটি,ശരാശരി അവധി
বিপর্যয়,അപീതി
এড়ানো,അകറ്റുക
এড়াতে,ഒഴിവാക്കുക
কর এড়ানো,നികുതി ഒഴിവാക്കുക
অপেক্ষা করছি,കാത്തിരിക്കുന്നു
পুরষ্কার,കൊടുക്കുക
পুরষ্কার কর্তৃপক্ষ,അതോറിറ്റി അവാർഡ്
সচেতনতা,ബോധപ്പെടുത്തല്
ব্যাকডেটেড,കസ്റ്റേറ്റഡ്
পটভূমি,പശ്ചാത്തലം
জমা কাজ,ബാക്ക് ലോഗ്
ফিরে,പുറപ്പെട്ടു
পিছনে রেফারেন্স,തിരികെ റഫറൻസ്
ব্যাক আপ,ബാക്കപ്പ് ചെയ്യുക
পশ্চাদপদ শ্রেণি,പിന്നോക്ക ക്ലാസുകൾ
পশ্চাদপদ উপজাতি,പിന്നോക്ക ഗോത്രം
খারাপ দর কষাকষি,മോശം വിലപേശൽ
খারাপ আচরণ,ചീത്ത സ്വഭാവം
খারাপ চরিত্র,മോശം പ്രതീകം
খারাপ জলবায়ু ভাতা,മോശം കാലാവസ്ഥാ അലവൻസ്
খারাপ আচরণ,മോശം പെരുമാറ്റം
খারাপ ঋণ,കിട്ടാ കടം
লাগেজ,ബാഗ്
জামিন,ജാമം
ভারসাম্য,ബാക്കി
ভারসাম্য নামা,ബാലൻസ് കൊണ്ടുവന്നു
ভারসাম্য এগিয়ে আনা,ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു
সুষম বাজেট,സമതുലിതമായ ബജറ്റ്
ব্যালেন্স শীট,ബാലൻസ് ഷീറ്റ്
ব্যালট,വോട്ടിന്റെ നറുക്ക്
ব্যালট বাক্স,ബാലറ്റ് ബോക്സ്
ভোট পত্র,ബാലറ്റ് പേപ്പർ
নিষেধাজ্ঞা,നിരോധനം
ব্যাংক,ബാങ്ക്
ব্যাংক হিসাব,ബാങ്ക് അക്കൗണ്ട്
ব্যাংক ভারসাম্য,ബാങ്ക് ബാലൻസ്
ব্যাংক চার্জ,ബാങ്ക് ചാർജുകൾ
ব্যাংক গ্যারান্টি,ബാങ്ക് ഗ്യാരന്റി
ব্যাংক ছুটির দিন,ബാങ്ക് അവധി
ব্যাংকিং সুবিধা,ബാങ്കിംഗ് സൗകര്യം
ব্যাংকিং সময়,ബാങ്കിംഗ് സമയം
ব্যাংকিং লেনদেন,ബാങ്കിംഗ് ഇടപാട്
ব্যাংক হার,ബാങ്ക് നിരക്ക്
ব্যাংক পুনর্মিলন,ബാങ്ക് അനുരഞ്ജനം
দেউলিয়া,നിര്ദ്ധനന്
ব্যাংক সুরক্ষা,ബാങ്ക് സുരക്ഷ
ব্যাংক দলিল,ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്
বনভোজন,വിരോതം
বার কাউন্সিল,ബാർ കൗൺസിൽ
দর কষাকষি,വില്പ്പനക്കരാര്
দর কষাকষি,വില പേശൽ
অনুর্বর জমি,തരിശുഭൂമി
বার্টার,ചരക്കുകൈമാറ്റക്കച്ചവടം
বেস,അടിത്തറ
ভিত্তিহীন,അടിസ്ഥാനപരമായ
বেসমেন্ট,കെട്ടിടത്തിന്റെ അടിത്തറ
ভিত্তিবছর,അടിസ്ഥാന വർഷം
বেসিক,അടിസ്ഥാനപരമായ
মূলত,അടിസ്ഥാനപരമായി
বেসিক বুদ্ধি,അടിസ്ഥാന ഇന്റലിജൻസ്
মূল বেতন,അടിസ്ഥാന ശമ്പളം
বেতনের প্রাথমিক স্কেল,ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്
মৌলিক প্রশিক্ষণ,അടിസ്ഥാന പരിശീലനം
ভিত্তি,അടിസ്ഥാനം
ব্যাচ,ഓടിക്കല്ല്
ব্যাচ নাম্বার,ബാച്ച് നമ്പര്
বহনকারী চেক,ചുമക്കുന്ന ചെക്ക്
উদ্ধৃত করার আগে,ഉദ്ധരിച്ചതിന് മുമ്പ്
আচরণ,പെരുമാറ്റം
বিশ্বাস,വിശാസം
নীচে নীচে,പാരത്തില് താഴെ
এজলাস,ബഞ്ച്
মাপকাঠি,ബെഞ്ച്മാർക്ക്
উপকারী,പ്രയോജനകരമായ
মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী,പയോജകന്
উপকার,ആനുകൂലം
দ্বিধার সুবিধা,സംശയത്തിന്റെ പ്രയോജനം
দানশীলতা,നന്മ
দানশীল তহবিল,ബെൻ വോളന്റ് ഫണ്ട്
উইল,Arequeliathe
উইল,അയവിസ്താരം
শোক,ദുര്ത്തന്ത
সেরা প্রচেষ্টা,മികച്ച ശ്രമങ്ങൾ
উন্নততা,കാഴ്ചപ്പാട്
পক্ষপাত,പക്ഷപാതം
পক্ষপাতদুষ্ট মতামত,പക്ഷപാതപരമായ അഭിപ്രായം
গ্রন্থপঞ্জি,ബിബ്ലിയോഗ്രാഫി
দ্বিবার্ষিক,ബിനാത്തില്
দ্বিখণ্ডিত,വിഭജനം
বিগামি,ദിഭാരതം
দ্বিপক্ষীয়,ഉഭയകക്ഷി
দ্বিভাষিক,രണ്ടുഭാഷകളിലുള്ള
দ্বিখণ্ডিত,ബൈകാമെറൽ
বিল,ബില്
বিনিময় বিল,വ്യവഹാര പത്രം
দ্বিখণ্ডিত প্রতিবেদন,ബിമോണി റിപ്പോർട്ട്
বাঁধাই,ബന്ധിക്കുക
বায়োডাটা,ബയോഡറ്റ
দ্বিপক্ষীয়,ബിപർട്ടിനെറ്റ്
দ্বিপক্ষীয় চুক্তি,Biparteait കരാർ
জন্ম বার্ষিকী,ജന്മവാർഷികം
জন্ম সনদ,ജനന സർട്ടിഫിക്കറ്റ്
জন্ম নিয়ন্ত্রণ,ജനന നിയന്ത്രണം
জন্ম তারিখ,ജനിച്ച ദിവസം
জন্মের জায়গা,ജന്മസ്ഥലം
জন্ম হার,ജനന നിരക്ക്
দ্বিপক্ষীয়,ബിക്കുളികം
কালো অর্থনীতি,കറുത്ത സമ്പദ്വ്യവസ്ഥ
কালো তালিকা,കറുത്ത പട്ടിക
ব্ল্যাকমেল,കൊള്ളയടിക്കുക
কালোবাজার,കരിഞ്ചന്ത
দোষ,കുറ്റപ്പെടുത്തുക
ফাঁকা চেক,ശൂന്യമായ പരിശോധന
কম্বল ডিল,പുതപ്പ് ഇടപാട്
কম্বল আদেশ,പുതപ്പ് ഓർഡർ
বিস্ফোরণ,സ്ഫോടനം
মিশ্রণ,മിശ്രിതമാക്കുക
ব্লক,ഉപരോധിക്കുക
অবরোধ,ഉപരോധിക്കല്
অবরুদ্ধ মূলধন,തടഞ്ഞ മൂലധനം
ব্লক লেটার,വലിയ അക്ഷരം
রক্তদান,രക്ത ദാനം
রক্ত সম্পর্ক,രക്തബന്ധങ്ങൾ
নীল কলার কাজ,ബ്ലൂ കോളർ ജോലി
ব্লুপ্রিন্ট,ബ്ലൂപ്രിന്റ്
ব্লাফ,മല്പ്പാതം
বোর্ড,പലക
বোর্ডিং এবং থাকার ব্যবস্থা,"ബോർഡിംഗ്, താമസം"
পরিচালনা পর্ষদ,ഡയറക്ടർ ബോർഡ്
রাজস্ব বোর্ড,റവന്യൂ ബോർഡ്
দেহ,ശരീരം
দেহরক্ষী,അംഗരക്ഷകന്
বোগাস ভাউচার,ബോട്ടർ വൗച്ചർ
সদিচ্ছা,ബോണഫൈഡുകൾ
বন্ধন,ബോണ്ട്
চুক্তিভুক্ত শ্রমিক,ബോണ്ടഡ് തൊഴിലാളി
বোনাস,ലാഭവിഹിതം
