Punjabi,Gujarati
ਐਡਹੌਕ ਭੁਗਤਾਨ,તદ્દન ચુકવણી
ਨਾਲ ਲੱਗਦੀ,અડીને
ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ),અડીને (= સુસંગત)
ਮੁਲਤਵੀ,મોકૂફી
ਮੁਲਤਵੀ ਮੋਸ਼ਨ,મોકૂફીની દરખાસ્ત
ਇਜਾਜ਼ਤ,ન્યાયનિર્ણય કરવો
ਨਿਰਣਾਇਕ,ન્યાયનિર્ણય કરવો
ਨਿਰਣਾ,ન્યાયનિર્ણય
ਨਿਰਣਾਇਕ,ન્યાયનિધીકરણ કરનાર
ਵਿਵਸਥਾ,સમાયોજન
ਪ੍ਰਬੰਧਿਤ,સંચાલન કરવું
ਸਹੁੰ ਪ੍ਰਬੰਧ,સોગંદ કરવો
ਪ੍ਰਸ਼ਾਸਨ,વહીવટ
ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ,ન્યાય પ્રણાલી
ਪ੍ਰਬੰਧਕੀ,વહીવટી
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,વહીવટી પગલાં
ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ,વહીવટી મૂલ્યાંકન
ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ,વહીવટી મંજૂરી
ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ,વહીવટી સત્તા
ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ,વહીવટી નિયંત્રણ
ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ,વહીવટી નિર્ણય
ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ,વહીવટી વિભાગ
ਪ੍ਰਬੰਧਕੀ ਸਿਰ,વહીવટી વડા
ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ,વહીવટી મથક
ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ,વહીવટી પગલાં
ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ,વહીવટી સત્તા
ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ,વહીવટી મંજૂરી
ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ,વહીવટી તકનીક
ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ,વહીવટી પંચ
ਮੰਨਣਯੋਗਤਾ,સ્વીકાર્યતા
ਮੰਨਣਯੋਗ ਖਰਚ,સ્વીકાર્ય ખર્ચ
ਮੰਨ ਲਓ,કબૂલવું
ਐਡਮਿਟ ਕਾਰਡ,પ્રવેશ કાર્ડ
ਦਾਖਲ,સ્વીકૃત
ਅਸ਼ੁੱਧ,સલાહ આપવી
ਗੋਦ,દત્તક
ਗੋਣਾਟਰ,અપનાવનાર
ਗੋਦ ਲੈਣਾ,દત્તક
ਬਾਲਗ,પુખ્ત
ਵਿਭਚਾਰ,ભેગ
ਵਿਭਚਾਰ,વ્યભિચાર
ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ,પુખ્ત મતાધિકાર
ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ,બહાનું
ਪੇਸ਼ਗੀ,આગળ વધવું
ਐਡਵਾਂਸ ਬੁਕਿੰਗ,અગ્રિમ બુકિંગ
ਐਡਵਾਂਸ ਕਾਪੀ,અગ્રિમ પ્રત
ਪੇਸ਼ਗੀ ਵਾਧਾ,અગ્રિમ ઈજા
ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ,અગાઉથી ચુકવણી
ਗਲਤ ਪ੍ਰਵੇਸ਼,પ્રતિકૂળ નોંધ
ਗਲਤ ਟਿੱਪਣੀ,પ્રતિકૂળ નોંધ
ਗਲਤ ਰਿਪੋਰਟ,પ્રતિકૂળ અહેવાલ
ਇਸ਼ਤਿਹਾਰ,જાહેરખબર
ਸਲਾਹ,સલાહ
ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ,ચુકવણી
ਸਲਾਹਕਾਰ ਕਮੇਟੀ,સલાહકાર સમિતિ
ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ,સલાહકાર પરિષદ
ਐਡਵੋਕੇਟ,હિમાયતી
ਮਾਮਲੇ,બાબતો
ਹਲਫੀਆ ਬਿਆਨ,સોગંદનામું
ਮਾਨਤਾ,જોડાણ
ਪੁਸ਼ਟੀਕਰਣ,સમર્થન
ਸਕਾਰਾਤਮਕ,ખાતરીપૂર્વક
ਬਰਦਾਸ਼ਤ,પરવડી
ਉਪਰੋਕਤ,ઉપરોક્ત
ਅਫਰੇਸ਼,ફરી
ਦੇ ਵਿਰੁੱਧ,વિરુદ્ધ
ਉਮਰ,ઉંમર
ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ,વય પ્રમાણપત્ર
ਦੁਖੀ ਲਈ ਉਮਰ,મતાધિકાર માટે વય
ਉਮਰ ਸੀਮਾ,વય -મર્યાદા
ਏਜੰਸੀ,સંસ્થા
ਏਜੰਡਾ,કાર્યસૂચિ
ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ,નિવૃત્તિની ઉંમર
ਪੂਰਕ ਦੀ ਉਮਰ,નિવૃત્તિની ઉંમર
ਇਕੱਤਰਤਾ,એકંદર
ਦੁਖਦਾਈ,નારાજ
ਅੰਦੋਲਨ,આંદોલન
ਏਜੀਐਮ,અકસ્માત
ਸਮਝੌਤਾ,સહમત
ਸਮਝੌਤਾ ਫਾਰਮ,સહમત ફોર્મ
ਖੇਤੀ ਬਾੜੀ,કૃષિ
ਖੇਤੀ-ਉਦਯੋਗ,કૃષિ ઉદ્યોગ
ਸਹਾਇਤਾ,સહાય
ਅਲਾਰਮ,ભય
ਚੇਤਾਵਨੀ,જાગરૂકતા
ਉਪਨਾਮ,ઉર્ફે
ਇਲਜ਼ਾਮ,આરોપ
ਵਫ਼ਾਦਾਰੀ,વાન
ਗਠਜੋੜ,સુમેળ
ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ,સંલગ્ન સેવાઓ
ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ,તમામ સમાવિષ્ટ ખર્ચ
ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ,અખરાબ સેવા
ਅਲਾਟਮੈਂਟ,ફાળવણી
ਅਲਾਟਮੈਂਟ,ફાળવણી
ਅਲਾਟਮੈਂਟ ਪੱਤਰ,ફાળવણીનો પત્ર
ਅਲਾਟੀਟੀ,ફાળવણી કરનાર
ਮਨਜ਼ੂਰ,માન્ય
ਮਨਜ਼ੂਰ ਖਰਚੇ,માન્ય -ખર્ચ
ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ,અપીલ કરવાની મંજૂરી આપવી
ਭੱਤਾ,છૂટ
ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ,બધા હકો અમારી પાસે રાખેલા છે
ਵਰਣਮਾਲਾ ਕ੍ਰਮ,વર્ણાનુક્રમ
ਗਰੈਟਰਕੇਸ਼ਨ,બોલો
ਵਿਕਲਪਿਕ,વૈભવી
ਵਿਕਲਪਿਕ,વૈકલ્પિક
ਏਕੀਕਰਨ,સંવાદ
ਸੋਧਿਆ ਖਰੜਾ,સુધારેલો મુસદ્દો
ਸੋਧ,સુધારો
ਸਹੂਲਤ,સુંદરતા
ਅਮਲ,સુખદ
ਬਾਰੂਦ,દારૂગોળો
ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ,દેવું
ਦੀ ਰਕਮ,રકમ
ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ,પેન્શનની રકમ
ਸਮਾਨ ਪੋਸਟ,એકસમાન સ્થાન
ਵਿਸ਼ਲੇਸ਼ਣ,વિશ્લેષણ
ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ,વિશ્લેષણાત્મક
ਪੂਰਵਜ,વડપણ
ਸਹਾਇਕ ਉਦਯੋਗ,આનુષંગિક ઉદ્યોગ
ਵੈਰ,શિષ્ટાચાર
ਅਨੁਲੱਗ,જોડાણ
ਵਰ੍ਹੇਗੰ,વર્ષગાંઠ
ਘੋਸ਼ਣਾ,જાહેરાત
ਨਾਰਾਜ਼ਗੀ,ત્રાસ
ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ,વાર્ષિક નિવેદન
ਸਾਲਾਨਾ ਰਿਪੋਰਟ,વાર્ષિક હિસાબ
ਐਨੂਅਟੀ,વાર્ષિકી
ਅਗਿਆਤ,અનામી
ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ,નામંજૂર ફરિયાદ
ਜਵਾਬ,જવાબદારપણું
ਜਵਾਬ ਸ਼ੀਟ,ઉત્તરવહી
ਵਿਰੋਧੀ,વિરોધી
ਅਨੌਖੇ,પૂર્વવર્તીઓ
ਅਨੁਮਾਨਤ ਖਰਚੇ,અપેક્ષિત ખર્ચ
ਅਨੁਮਾਨਤ ਆਮਦਨੀ,અપેક્ષિત આવક
ਉਮੀਦ,અપેક્ષા
ਅਗਾ .ਂ ਜ਼ਮਾਨਤ,અપેક્ષિત જામીન
ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ,ભ્રષ્ટાચાર માપદંડ
ਐਂਟੀ-ਡੰਪਿੰਗ,પ્રતિષ્ઠાવાન
ਪੁਰਾਣੀ,પ્રાચીન
ਨਸਲਵਾਦ,રંગભુળ
ਉਦਾਸੀ,દુ: ખ
ਸੁਪਰੀਮ ਬਾਡੀ,ટોચ
ਮੁਆਫੀ,માફી
ਅਪੀਲ,અપીલ
ਦਿੱਖ,દેખાવ
ਭੁੱਖ,સંતાપવું
ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ,અપીલ પંચ
ਅੰਤਿਕਾ,પરિશિષ્ટ
ਉਪਕਰਣ,ઉપકરણ
ਲਾਗੂ,લાગુ પડે એવું
ਬਿਨੈਕਾਰ,અરજદાર
ਐਪਲੀਕੇਸ਼ਨ,નિયમ
ਅਰਜ਼ੀ ਫਾਰਮ,અરજી પત્ર
ਲਾਗੂ ਕੀਤਾ,લાગુ કરવું
ਲਾਗੂ ਕਰੋ,અરજી કરવી
ਨਿਯੁਕਤ,નિમણૂક કરનાર
ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ,નિયુક્ત સત્તા
ਨਿਯੁਕਤੀ,નિમણૂક
ਮੁਲਾਕਾਤ ਪੱਤਰ,નિમણૂક -પત્ર
ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ,નિમણૂક સમિતિ
ਤਨਖਾਹ ਦੀ ਵੰਡ,વેતનનું વિભાજન
ਮੁਲਾਂਕਣ,મૂલ્યાંકન
ਮੁਲਾਂਕਣ,મુલવણી કરનાર
ਕਦਰ,કદર
ਖਦਸ਼ਾ,આશંકા
ਅਪ੍ਰੈਂਟਿਸ,ઉમેદવાર
ਪਹੁੰਚ,અભિગમ
ਉਚਿਤ,યોગ્ય
ਉਚਿਤ ਕਾਰਵਾਈ,યોગ્ય કાર્યવાહી
ਉਚਿਤ ਸਿਰ,યોગ્ય
ਨਿਰਧਾਰਤ,વિનિયોગ
ਮਨਜ਼ੂਰੀ,મંજૂરી
ਲਗਭਗ,આશરે
ਯੋਗਤਾ ਟੈਸਟ,અભિરુચિ કસોટી
ਮਨਮਾਨੀ,મનસ્વી
ਆਰਬਿਟਰੇਟ,મધ્યસ્થી
ਆਰਬਿਟਰੇਸ਼ਨ,લવાદી
ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ,લવાદી પંચ
ਆਰਬਿਟਰੇਟਰ,લવાદી
ਆਰਕੀਟੈਕਚਰ,સ્થાપત્ય
ਪੁਰਾਲੇਖ,દફ્તર
ਖੇਤਰ,વિસ્તાર
ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ,વિસ્તારનું મુખ્ય મથક
ਦਲੀਲ,દલીલ
ਪੈਦਾ,ઊગવું
ਸੁਰਖਿਆ ਬਲ,સશસ્ત્ર દળો
ਪ੍ਰਬੰਧ,વ્યવસ્થા
ਬਰੀਅਰ,બાકી
ਅਰੇਅਰ ਬਿਆਨ,બાકી રાખનાર પત્રક
ਆਗਮਨ ਰਿਪੋਰਟ,આગોતડી અહેવાલ
ਹੰਕਾਰ,ઘમંડ
ਅਰਸੇਨਲ,શસ્ત્રસાર
ਲੇਖ,વસ્તુ
ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ,મંડળ
ਲੇਖ,લેખ
ਚੜ੍ਹਦੇ ਕ੍ਰਮ,ચડતો હુકમ
ਪਤਾ ਲਗਾਓ,ખાતરી કરવી
ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ,જ્યાં છે ત્યાં છે
ਪਹਿਲੂ,દૃષ્ટિ
ਦਾਖਲਾ,આછા
ਕਤਲ,હત્યા
ਹਮਲਾ,હુમલો
ਇਕੱਠਾ ਕਰਨ ਯੋਗ,ભેગા
ਅਸੈਂਬਲੀ,વિધાનસભા
ਸਹਿਮਤੀ,અનુમાન
ਦਾਅਵਾ ਕਰੋ,ભારપૂર્વક કહેવું
ਮੁਲਾਂਕਣ,આકારણી કરનાર
ਮੁਲਾਂਕਣ,આકારણી
ਮੁਲਾਂਕਣ ਸਾਲ,આકારણી વર્ષ
ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ,આકારણીકાર
ਸੰਪਤੀ,અસ્ક્યામત
Assigneee,મુખત્ર
ਅਸਾਈਨਮੈਂਟ,સોંપણી
ਅਸਾਈਨਟਰ,મુલકવનાર
ਸਹਾਇਤਾ,સહાય
ਸਹਿਯੋਗੀ,સાથી
ਐਸੋਸੀਏਸ਼ਨ,મંડળ
ਚਾਰਜ ਦੀ ਧਾਰਨਾ,હવાલો
ਭਰੋਸਾ,ખાતરી
ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ,ખાતરી કંપની
ਭਰੋਸਾ,ખાતરી આપવી
ਛੂਟ 'ਤੇ,અપટ
ਪਰਮਾਣੂ ਸ਼ਕਤੀ,અણુની શક્તિ
ਬਰਾਬਰ ਵਿਚ,સમકક્ષ
ਪ੍ਰੀਮੀਅਮ 'ਤੇ,ઈમારત
ਅਟੈਚ ਕਰੋ,સંલગ્ન કરવું
ਨੱਥੀ ਦਫ਼ਤਰ,જોડાયેલ કચેરી
ਲਗਾਵ,જોડાણ
ਅਟੈਚਮੈਂਟ ਆਰਡਰ,જોડાણનો હુકમ
ਪ੍ਰਾਪਤੀ,પ્રાપ્તિ
ਕੋਸ਼ਿਸ਼,પ્રયત્ન
ਹਾਜ਼ਰੀ,ઉપસ્થિત
ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ,ઉપસ્થિત રજિસ્ટર
ਹਾਜ਼ਰੀ ਤਿਲਕ,ઉપસ્થિત કાપલી
ਧਿਆਨ,ધ્યાન
ਤਸਦੀਕ,પ્રમાણન
ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ,પ્રમાણિત પ્રત
ਰਵੱਈਆ,વલણ
ਆਕਰਸ਼ਕ ਤਨਖਾਹ,આકર્ષક પગાર
ਨਿਲਾਮੀ,હરાજી
ਨਿਲਾਮੀ,હરાજી કરવી
ਨਿਲਾਮੀ ਵਿਕਰੀ,હરાજીનું વેચાણ
ਹਾਜ਼ਰੀਨ,શ્રોતા
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ,દૃષ્ટિકોણ
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ,વિઝ્યુઅલી પ્રચાર
ਆਡਿਟ,હિસાબ -તપાસણી
ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ,ઓડિટ કરેલ હિસાબ
ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ,Ited ડિટ કરેલી સર્ટિલશીટ
ਆਡਿਟਿੰਗ,Itingણ
ਆਡਿਟ ਇਤਰਾਜ਼,હિસાબ -તપાસણીનો વાંધો
ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ,Itor ડિટર અહેવાલ
ਆਡੀਟੋਰੀਅਮ,સભાગૃહ
ਆਡਿਟ ਪੈਰਾ,ઓડિટ ફકરા
ਆਡਿਟ ਰਿਪੋਰਟ,હિસાબ -તપાસણી અહેવાલ
ਤਪੱਸਿਆ,કઠોરતા
ਤਪੱਸਿਆ ਉਪਾਅ,કઠોર પગલાં
ਪ੍ਰਮਾਣਿਕ,અધિકૃત
ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ,અધિકૃત પ્રતિનિધિ
ਅਧਿਕਾਰਤ,પ્રમાણભૂત
ਅਧਿਕਾਰ,અધિકાર
ਅਥਾਰਟੀ ਅੱਖਰ,સત્તાધિકારનો પત્ર
ਅਧਿਕਾਰਤ,અધિકૃત
ਅਧਿਕਾਰਤ ਪੂੰਜੀ,અધિકૃત મૂડી
ਆਟੋਮੈਟਿਕ,સ્વચાલિત
ਖੁਦਮੁਖਤਿਆਰੀ,સ્વાયત્ત
ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ,સ્વાયત્ત સંસ્થા
ਖੁਦਮੁਖਤਿਆਰੀ,સ્વાયત્તતા
ਸਹਾਇਕ,સહાયક
ਉਪਲੱਬਧ,ઉપલબ્ધ
Average ਸਤ,સરેરાશ
Ratuver ਸਤ ਛੁੱਟੀ,સરેરાશ રજા
ਘ੍ਰਿਣਾ,અણગમો
ਟਾਲਣਾ,અટકાવવું
ਬਚਣ,ટાળવું
ਟੈਕਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ,કર બંધ
ਉਡੀਕ ਕੀਤੀ,રાહ જોવાયેલું
ਪੁਰਸਕਾਰ,પુરસ્કાર
ਅਥਾਰਟੀ,પુરસ્કાર સત્તાધિકારી
ਜਾਗਰੂਕਤਾ,જાગરૂકતા
ਵਾਪਸ,પીછેહઠ
ਪਿਛੋਕੜ,પૃષ્ઠભૂમિ
ਬੈਕ ਲਾਗ,પાછલી લોગ
ਪਿਛੇ ਹਟ ਜਾਣਾ,પાછા બહાર
ਬੈਕ ਹਵਾਲਾ,પાછલી વાત
ਬੈਕ ਅਪ,પીછેહઠ કરવી
ਬੈਕਵਾਰਡ ਕਲਾਸਾਂ,પછાત વર્ગ
ਪਿਛਲਾ ਕਬੀਲੇ,પછાત આદિજાતિ
ਮਾੜੀ ਸੌਦਾ,ખરાબ સોદો
ਮਾੜਾ ਵਿਵਹਾਰ,ખરાબ વર્તન
ਬੁਰਾ ਚਰਿੱਤਰ,ખરાબ પાત્ર
ਮਾੜੀ ਜਲਵਾਯੂ ਭੱਤਾ,ખરાબ આબોહવા ભથ્થું
ਬੁਰਾ ਚਾਲ,ખરાબ વર્તન
ਬੁਰਾ ਕਰਜਾ,ખરાબ દેવું
ਸਾਮਾਨ,સામાન
ਜ਼ਮਾਨਤ,જામીન
ਸੰਤੁਲਨ,સમતોલ
ਸੰਤੁਲਨ ਲਿਆਂਦਾ ਗਿਆ,સરખામણી નીચે લાવવામાં
ਸੰਤੁਲਨ ਅੱਗੇ ਲਿਆਇਆ,સંતુલન આગળ લાવવામાં
ਸੰਤੁਲਿਤ ਬਜਟ,સમતોલ અંદાજપત્ર
ਸੰਤੁਲਨ ਸ਼ੀਟ,સરવૈયા
ਬੈਲਟ,મતદાન
ਬੈਲਟ ਬਾਕਸ,મતપેટી
ਬੈਲਟ ਪੇਪਰ,મતદાનનો કાગળ
ਪਾਬੰਦੀ,પ્રતિબંધ
ਬੈਂਕ,બેંક
ਬੈੰਕ ਖਾਤਾ,બેંક એકાઉન્ટ
ਬੈਂਕ ਬੈਲੰਸ,બેંક સિલક
ਬੈਂਕ ਖਰਚੇ,બેંક ખર્ચ
ਬੈਂਕ ਗਰੰਟੀ,બેંક ની ખાતરી
ਬੈਂਕ ਦੀ ਛੁਟੀ,બેંક રજા
ਬੈਂਕਿੰਗ ਸਹੂਲਤ,બેંકિંગ સુવિધા
ਬੈਂਕਿੰਗ ਘੰਟੇ,બેંકિંગ કલાકો
ਬੈਂਕਿੰਗ ਟ੍ਰਾਂਜੈਕਸ਼ਨ,બેંકિંગ લેવડદેવડ
ਬੈਂਕ ਰੇਟ,બેંક દર
ਬੈਂਕ ਮੇਲ-ਮਿਲਾਪ,બેંક સમાધાન
ਦੀਵਾਲੀਆ,નાદાર
ਬੈਂਕ ਸੁਰੱਖਿਆ,બેંક સુરક્ષા
ਬੈਂਕ ਸਟੇਟਮੈਂਟ,બેંક સ્ટેટમેન્ટ
ਦਾਅਵਤ,ભોજન સમારંભ
ਬਾਰ ਕੌਂਸਲ,પટ્ટી પરિષદ
ਸੌਦੇਬਾਜ਼ੀ,સોદો
ਸੌਦੇਬਾਜ਼ੀ,સોદાબાજી
ਬੰਜਰ ਲੈਂਡ,ઉજ્જડ જમીન
ਬਾਰਟਰ,સાપ્તાહિક
ਅਧਾਰ,પાયો
ਬੇਬੁਨਿਆਦ,તબાને
ਬੇਸਮੈਂਟ,આધાર
ਅਧਾਰ ਸਾਲ,મુખ્ય વર્ષ
ਮੁੱ The ਲੀ,પાયાની
ਅਸਲ ਵਿੱਚ,મૂળભૂત રીતે
ਮੁੱ basic ਲੀ ਅਕਲ,મૂળ બાતમી
ਮੁੱ Pay ਲੀ ਤਨਖਾਹ,મૂળ પગાર
