Hindi,Bengali
एक्टिनोमाइसिटीज,actinomycetes
सक्रिय मूलक्षेत्र,সক্রিয় কোর
1.उग्र 2. तीव्र,1. উগ্র 2. তীব্র
अनुकूलनशीलता,অভিযোজনযোগ্যতা
अनुकूलन,কাস্টমাইজেশন
1. आसंजन 2. अभिलाग,1. আনুগত্য 2. আনুগত্য
वसामय,sebaceous
समायोजन समीकरण,সমন্বয় সমীকরণ
ऐडोब मृदा,adobe মাটি
अपमिश्रक,ভেজাল
अपस्थानिक,ectopic
इसीडियोस्पोर इसीडियम बीजाणु,ইসিডিওস্পোর ইসিডিয়াম স্পোর
वातोढ़ प्रक्रिया,এরোডাইনামিক প্রক্রিয়া
वातोढ़,ventral
वातन करना,বায়ু করা
1. वायव 2. आकाशी,1. বায়ু 2. আকাশী
1. ऐरोमीटर 2. वायुमापी 3. वायुघनत्वमाप,1. অ্যারোমিটার 2. অ্যারোমিটার 3. অ্যারোমিটার
ऐरोसोल,এরোসল
1. पुष्पदलविन्यास 2. ग्रीष्मनिष्क्रियता,1. পুষ্পমঞ্জরী 2. গ্রীষ্মকালীন সুপ্ততা
रोग हेतु विज्ञान,রোগের বিজ্ঞান
वनरोपण,বনায়ন
1. विलोडन 2. प्रक्षोभन,1. আন্দোলন 2. অশান্তি
ऐगमार्क,এগমার্ক
1. भूमि संबंधी 2. कृषि संबंधी,1. জমি সংক্রান্ত 2. কৃষি
कृषि निदानालय,কৃষি ক্লিনিক
1. कृषि श्रम 2. खेतिहर मजदूर,1. কৃষি শ্রম 2. কৃষি শ্রম
कृषि विपणन,কৃষি বিপণন
कृषि प्रद्योगिकी,কৃষি প্রযুক্তি
1. कृषि 2. खेतीबारी 3. कृषि विज्ञान,1. কৃষি 2. চাষাবাদ 3. কৃষি বিজ্ঞান
कृषि वनवर्धन,কৃষি বনায়ন
कृषि जैविक विविधता,কৃষি জীববৈচিত্র্য
कृषि जैविक दोष,কৃষি জৈব ত্রুটি
कृषि जैविकी,কৃষি জীববিজ্ঞান
कृषि जलवायुवीय विविधता,কৃষি-জলবায়ু বৈচিত্র্য
कृषिजलवायुवीय जोन निर्माण,কৃষি জলবায়ু অঞ্চল সৃষ্টি
कृषिवानिकी,কৃষি বনবিদ্যা
सस्य मृदा विज्ञान,কৃষিবিদ্যা
सस्य विज्ञान,কৃষিবিজ্ঞান
कृषि पशुचारणिक,কৃষি যাজক
फसल प्रसंस्करण,ফসল প্রক্রিয়াকরণ
घास विज्ञान,ঘাস বিজ্ঞান
सस्य प्ररूप,ফসলের ধরন
अधिपादप,এপিফাইট
ऐकिओची मृदा,aikiochi মাটি
वर्णकहीनता,বর্ণান্ধতা
एल्फिसॉल,আলফিসল
शैवाल,শৈবাল
शैवाल रोग,শেওলা রোগ
क्षार जल,ক্ষার জল
क्षारीय,ক্ষারীয়
विकल्पी,বিকল্প
एलीलो रसायन,অ্যালেলো রসায়ন
युग्मविकल्पी,অ্যালিল
एलीलोपैथी,অ্যালিলোপ্যাথি
वीथी सस्यन,ভেথি ফসল
परनिषेक-फलता,পরিপূর্ণতা
परनिषेचन,নিষিক্তকরণ
1. सापेक्षमिति 2. ऐलोमैट्री,1. আপেক্ষিকতা 2. অ্যালোমেট্রি
परबहुगुणित,multiploidy
1. परयुग्मन 2. अपायुग्लन,1. প্যারাজিগোসিটি
1. एकातंर वर्ष फलन 2. एकांतरित फलन,1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন
वैकल्पिक भूमि उपयोग,বিকল্প ভূমি ব্যবহার
परिवेश,পরিবেশ
सुधारक,সংস্কারক
असूत्रीविभाजन,মাইটোসিস
ऐमीनन,আমীনান
अमोनियन,ammonion
अमोनीकारक,amniferous
1.अप्रभावी रूप  2.अरूपी,1. অকার্যকর রূপ 2. অরূপী
उभय मिश्रण,উভচর মিশ্রণ
उभयधर्मी,amphoteric
उपचय,মজুদ
1. अवायुजीव 2. अनाक्सी जीव,1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব
असुगुणित,হ্যাপ্লয়েড
कोणीय रोपण,কৌণিক রোপণ
पशुपालन,পশুপালন
पशु उच्छिष्ट,প্রাণীর মলমূত্র
सजीव ऊर्जा,জীবন্ত শক্তি
असमगुणित,অস্বাভাবিক
एकवर्षीय पादप,এক বছর বয়সী উদ্ভিদ
वार्षिक,বার্ষিক
1. परागोद्भव 2. प्रफुल्लन,1. পরমানন্দ 2. উচ্ছ্বাস
ऐन्थ्रेक्स,অ্যানথ্রাক্স
मानवजनिक कारक,নৃতাত্ত্বিক কারণ
प्रतिजीविता,বেঁচে থাকা
1.प्रतिजैविक2.  ऐन्टीबायोटिक,1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক
प्रतिकारक,বিকর্ষণকারী
प्रतिऑक्सीकारक,অ্যান্টিঅক্সিডেন্ট
प्रतिआविष,অ্যান্টিটক্সিন
वलयिका,অনামিকা আঙুল
1. ऐफिड 2. माहू 3. चेपा,1. এফিড 2. মাহু 3. চেপা
शीर्ष कलिका,শীর্ষ কুঁড়ি
शिखाग्र प्रभाविता,সর্বোচ্চ কার্যকারিতা
मधुमक्खी पालन,মৌমাছি পালন
असंगजनन,অযৌনতা
एपोप्टोसिस,apoptosis
उपांग,পরিশিষ্ট
क्षुधावर्धक,ক্ষুধার্ত
अनुप्रयुक्त,প্রয়োগ করা
जलीय खरपतवार,জলজ আগাছা
1. वृक्षीय 2. वृक्षवासी,1. গাছ 2. গাছের বাসিন্দা
शाखायन,শাখা
आद्य वानस्पतिक अभिलेख,প্রোটোবোটানিকাল রেকর্ড
क्षेत्रांकड़,জোন নম্বর
1. क्षेत्र 2. क्षेत्रफल,1. এলাকা 2. এলাকা
शुष्क पारितंत्र,শুষ্ক বাস্তুতন্ত্র
बीजचोल,cotyledon
सौरभ,সৌরভ
सुगंधी पादप,সুগন্ধি উদ্ভিদ
सुगंधित चावल,সুগন্ধি চাল
इक्षु पुष्पन,ইক্ষু পুষ্পন
अपूति,অ্যাসেপটিক
1.अपूतित 2. अजर्म,1. অ্যাসেপটিক 2. অ্যাসেপটিক
अलैंगिक प्रवर्धन,অস্ত্রোপচার
आमाप,আকার
परिसंपत्ति,সম্পদ
1. स्वांगीकरण 2. आत्मसात्करण,1. আত্তীকরণ 2. আত্তীকরণ
1. साहचर्य 2. संघ,1. সমিতি 2. সমিতি
1. स्तंभक 2. कषाय,1. কলাম 2. কৃপণতা
असूत्रयुग्मन,হেটেরোজাইগোসিটি
1. पूर्वजता 2. ऐटाविज्म,1. পূর্বপুরুষ 2. অ্যাটাভিজম
कणित्र,কণা
1.अपुष्टि 2. क्षीणता,1. অনিশ্চয়তা 2. দুর্বলতা
स्वयुग्मन,স্ব জোড়া
स्वलयन,অটোলাইসিস
1. स्वतः उपचयन 2. स्वतः ऑक्सीभवन,1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ
स्वबहुगुणित,স্বয়ং মাল্টিপ্লেক্সড
ऑक्सिन,অক্সিন
1. शूक 2. तूड़,1. কাঁপানো 2. টোড
दंड विषाणु,পেনাল ভাইরাস
1. दंडाणु 2. बैसिलस,1. ব্যাসিলাস 2. ব্যাসিলাস
1. जीवाणु 2. बैक्टीरिया,1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া
जीवाणु आविष,ব্যাকটেরিয়াল টক্সিন
खोई,ব্যাগাস
तुलन-पत्र,ব্যালেন্স শীট
संतुलित उर्वरक उपयोग,সুষম সার ব্যবহার
दंड आरेख,বার গ্রাফ
छाल,বাকল
1. वायुदाबमापी 2. बैरोमीटर,1. ব্যারোমিটার 2. ব্যারোমিটার
1. बजर 2. अकृष्य 3. बांझ,1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর
1. आधार 2. बेस 3. कपांग,1. বেস 2. বেস 3. কাপং
1.थाला 2. द्रोणी,1. টালা 2. বেসিন
तलाभिसारी,তালাবিসারি
1. बेसिस्टर्नम 2. मूलाधारक,1. বেসিস্টেরনাম 2. রুট ধারক
खाड़ी मानसून,উপসাগরীয় বর্ষা
फलदायी पौधा,ফলের উদ্ভিদ
क्यारी,বিছানা
क्यारी - पौधा,বিছানা উদ্ভিদ
क्यारी बनाना,বিছানাপত্র
चुकंदर शीरा,বীট গুড়
धौंकनी,বেল
1. पट्टी 2. इलाका,1. স্ট্রিপ 2. ভূখণ্ড
लाभ-लागत विश्लेषण,লাভ-খরচ বিশ্লেষণ
अभिनत (प्रतिचयन),উচ্চাকাঙ্ক্ষী (স্যাম্পলিং)
द्विवर्षीय पादप,দ্বিবার্ষিক গাছপালা
द्विपद,দ্বিপদ
जैवकारक,বায়োফ্যাক্টর
जीव जलवायु,জৈবিক জলবায়ু
जैव ऊर्जा,জৈব শক্তি
जीव पारिस्थितिकी,প্রাণীজগতের বাস্তুসংস্থান
1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर,1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি
जीव-मंडल,জীবজগৎ
जीवीय,জৈবিক
जीव प्ररूप,প্রাণীজগত
दविलिंगी,ডিভিলিঙ্গি
धवलन,ধওলান
1.  प्रध्वसं (रोग) 2.  झोंका रोग,1. প্রধবাসন (রোগ) 2. দমকা রোগ
संमिश्रण,মিশ্রন
1. अंगमारी (रोग) 2.  ब्लाइट (रोग),1. আংমারী (রোগ) 2. ব্লাইট (রোগ)
1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर,1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা
नीली क्रांति,নীল বিপ্লব
तलीय ताप चैंबर,প্ল্যানার হিটিং চেম্বার
तलीय ताप तकनीक,প্ল্যানার হিটিং প্রযুক্তি
चोकर,তুষ
शाखन,শাখা
1. टहनी 2. उपशाखा,1. ডালপালা 2. উপশাখা
नस्ल,বংশবৃদ্ধি
प्रजनन,প্রজনন
शीघ्र अंकुरण उपचार,প্রাথমিক অঙ্কুর চিকিত্সা
1. शाव 2. अंड 3. भ्रूण,1. বাচ্চা 2. ডিম 3. ভ্রূণ
कलिकायन,উদীয়মান
बजट,বাজেট
1.उभयप्रतिरोधी 2. बफर,1.অ্যাম্ফোটেরিক 2. বাফার
शल्ककंद,মিষ্টি আলু
बंट (रोग),বান্ট (রোগ)
1. उपजात 2. उपोत्पाद,1. উপজাত 2. উপজাত
c नमी विशिष्टता वक्र,c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা
खली,তেল পিষ্টক
1. चूनेदार 2.कैल्सियमी,1. চুন 2. ক্যালসিয়াম
कैल्सीयन,ক্যালসিয়ন
फॉस्फेट का निस्तापन,ফসফেট অপসারণ
1. किणता 2. कैलसता,1. কিনাটা 2. কালটা
1.कैलस 2. किण,1.ক্যালাস 2. রশ্মি
1. बाह्यदल पुंज 2.कैलिक्स,1. সেপালস 2. ক্যালিক্স
वाह्यदल अंत,বহির্মুখী শেষ
एधा,এধা
कैंकर (जीवाणु रोग),ক্যানকার (ব্যাকটেরিয়াজনিত রোগ)
डिब्बाबंदी,ক্যানিং
वितान,আকাশ
पूंजी,অর্থায়ন
परागण (अंजीर का),পরাগায়ন (ডুমুরের)
1. संपुट 2. संपुटिका 3. कैप्सूल,1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল
कार्बोनीकृत,কার্বনাইজড
कार्बनन,কার্বনান
अंडप,ক্যারাপেস
मणिबंध,ব্রেসলেট
1. ढलाई (लोहे की) 2. क्षिप्ति (कीट),1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা)
अपचय,catabolism
उत्प्रेरण,প্ররোচনা
1. इल्ली 2. सूंडी,1. শুঁয়োপোকা 2. শুঁয়োপোকা
सी ड़ी. एन. ए. संग्रह,গ d. এন. ক সংগ্রহ
सीमा,পরিসীমা
1. कोशिका 2. कोष्ठिका,1. কোষ 2. কোষ
केंद्रीय अग्रग प्रणाली,কেন্দ্রীয় ফ্রন্ট সিস্টেম
1. सबिंदु 2. सकेंद्र,1. পয়েন্ট 2. ফোকাস
अपकेंद्रण,কেন্দ্রীকরণ
अपकेंद्रक,সেন্ট্রিফিউজ
तारककेंद्र,তারকা কেন্দ্র
केंद्रजनिक,এপিজেনেটিক
केंद्रजा,কেন্দ্রজা
लूम,তাঁত
1. धान्य 2. सीरियल,1. সিরিয়াল 2. সিরিয়াল
1. प्रमाणीकरण 2. प्रमाणन,1. সার্টিফিকেশন 2. সার্টিফিকেশন
प्रमाणित बीज,প্রত্যয়িত বীজ
1. भूसा 2. कुट्टी 3. शल्क सहपत्र,1. খড় 2. কুট্টি 3. শলক সহপাত্র
1. निभाग 2. कैलाजा,1. নিভাগ 2. কৈলাজা
रसानुवर्तन,কাইমোগ্রাফি
1. किआज्मा 2. व्यत्यस्त,1. কিয়াজমা 2. ব্যস্ত
अतिशीतन घंटे,সুপার কুলিং ঘন্টা
शीतज क्षति,তুষারপাত ক্ষতি
1.  विचित्रोतकी 2. काइमेरा,1. ভিচিরোটাকি 2. কাইমেরা
हरित दली,সবুজ porridge
1. पर्णहरित 2. हरितक,1. পাতা 2. সবুজ
हरिमाहीनता,সায়ানোসিস
जीव वितरण विज्ञान,জৈবিক বিতরণ বিজ্ঞান
1. क्रोमैटिड 2. अर्धगुणसूत्र,1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম
क्रोमैटिन,ক্রোমাটিন
वर्णलेखन,ক্রোমাটোগ্রাফি
क्रोमोटिनलयन,ক্রোমাটিনলেশন
परिसूत्र बिंदु,অলিন্দ বিন্দু
वर्णजनन,ক্রোমাটোজেনেসিস
1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन,1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন
1. गुणसूत्र 2. क्रोमोसोम,1. ক্রোমোজোম 2. ক্রোমোজোম
1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना,1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত
सिट्रेंज,citrange
पर्णाभपर्व,শরৎ উৎসব
वर्गीकरण,শ্রেণীবিভাগ
1.मृत्तिका 2. चिकनी मिट्टी,1. কাদামাটি 2. কাদামাটি
1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन,1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন
अनुन्मील्य परागण,অবিরাম পরাগায়ন
क्रतिक श्वसनी फल,ক্রুসিফেরাস ফল
जलवायु,জলবায়ু
जलवायु विज्ञान,জলবায়ুবিদ্যা
कतरनी,শিয়ার
ढेला (मिट्टी का),পিণ্ড (কাদামাটি)
क्लोन,ক্লোন
1.मेघ 2. बादल,1.মেঘ 2.মেঘ
पुंज (क्लंप,clump
गुच्छ,গুচ্ছ
1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत,1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ
1. आवरण 2.  चर्मावरण,1. কভার 2. লেদারেট
कोया,কোয়া
1. कोएन्जाइम 2. सह-एन्जाइम,1. কোএনজাইম 2. কো-এনজাইম
संसंजन,সংহতি
1. रेशा (जूट पटसन) 2. नारियल जटा,1. ফাইবার (পাট পাট) 2. নারকেল মোটা
मूलांकुर चोल,মুলাঙ্কুর চোলা
,
कोलॉइड (मृदा),কলয়েড (মাটি)
1.स्तंभिका 2. कॉलुमेला,1.কলাম 2.columella
1.दंड 2. स्तंभ 3. कॉलम,1. শাস্তি 2. কলাম 3. কলাম
सहभोजिता,যোগাযোগ
वाणिज्यिक बैंक,বাণিজ্যিক ব্যাংক
1. जिंस 2. पण्य वस्तु,1. পণ্য 2. পণ্যদ্রব্য
समुदाय,সম্প্রদায়
संहनन (मृदा का),কম্প্যাকশন (মাটির)
1. सुसंगति 2. संगतता,1. সামঞ্জস্যতা 2. সামঞ্জস্য
सुसंगतता,সামঞ্জস্য
1. क्षतिपूर्ति 2. मुआवजा,1. ক্ষতিপূরণ 2. ক্ষতিপূরণ
स्पर्धी अन्योन्यक्रिया,প্রতিযোগিতামূলক মিথস্ক্রিয়া
पूरक सस्य,সম্পূরক ফসল
1.सम्मिश्र 2. जटिल,1. যৌগিক 2. জটিল
घटक,গঠনকারী
संघटन,গঠন
कंपोस्ट,কম্পোস্ট
चक्रवृद्धि ब्याज,চক্রবৃদ্ধিহারে সুদ
अभिकलन,গণনা
1.अभिकलित्र 2.कंप्यूटर,1. কম্পিউটার 2. কম্পিউটার
1. सांद्रण 2. संकेद्रण,1. একাগ্রতা 2. একাগ্রতা
1. अनुकूलक 2. पुनरुद्धारक,1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী
चालकता,পরিবাহিতা
1. विन्यास 2. संरूपण,1. কনফিগারেশন 2. কনফিগারেশন
1. अनुरूपता 2. समविन्यास 3. संरूपता,1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য
1.समाकुलन 2. संकरण,1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন
संयुग्मन,সংযোজন
1. योजी 2. संयोजी,1. সংযোজক 2. সংযোগকারী
सरंक्षण,সুরক্ষা
चकबंदी,একত্রীকরণের
1.संघटक 2. अवयव,1. উপাদান 2. উপাদান
उपभोक्ता,ভোক্তা
उपभोग,খরচ
संदूषण,দূষণ
समोच्च रोपण,কনট্যুর রোপণ
समोच्च रेखा,কনট্যুর লাইন
1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती,1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং
नियंत्रित वातावरणीय भंडारण,নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ
सहकारी बैंक,সমবায় ব্যাংক
सहकारी संस्था सदस्य,সমবায় সমিতির সদস্য
गुल्मवन,গুলমাভান
घनकंद,cubed
1.दलपुंज 2. कोरोला,1. ডালপুঞ্জ 2. করোলা
1. वल्कुट 2. कोर्टेक्स,1. কর্টেক্স 2. কর্টেক্স
लागत,খরচ
बीजपत्र,cotyledon
ऋण समिति,ক্রেডিট কমিটি
1.उधार 2. साख,1. ঋণ 2. ক্রেডিট
1. ऋणदाता 2. लेनदार,1. ঋণদাতা 2. পাওনাদার
1.शिखा 2. शीर्ष 3. शिखर,1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার
व्याकुंचन,প্রত্যাহার
संकट,সমস্যা
कसौटी,পরীক্ষা
क्रांतिक,সমালোচনামূলক
फसल बीमा,শস্য বীমা
फसल ऋण,ফসল ঋণ
1. सस्य 2. फसल,1. ফসল 2. ফসল
सस्यन क्षेत्र,চাষ এলাকা
पार-असंगत,ক্রস বেমানান
1. मुकुट 2. शिखर (पादप),1. মুকুট 2. চূড়া (উদ্ভিদ)
मृदुकण,নরম কণা
पपड़ी,ভূত্বক
1. क्रिप्टोगैम 2. अपुष्पीपादप,1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম
छांटन (फल),ছাঁটাই (ফল)
कल्म,কলম
कृष्य किस्म,চাষের বৈচিত্র্য
1.कर्षण 2. कृषि 3. खेती,1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ
1.किसान 2. कल्टीवेटर (यंत्र),1. কৃষক 2. চাষী
1.संवर्ध 2. संवर्धन 3. पालन,1. চাষ 2. চাষ 3. লালনপালন
1.संसाधन 2.तैयार करना,1.সম্পদ 2.প্রস্তুতি
1.कुंतलन 2. कुंचन,1.কুন্তালন 2.কুঞ্চন
मुद्रा,ভঙ্গি
1. उपत्वचा 2. क्यूटिकल,1. এপিডার্মিস 2. কিউটিকল
1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा,1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং
1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली,1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম
साइटोक्रोम,সাইটোক্রোম
कोशिका युग्मन,সেল কাপলিং
कोशिका जनन,কোষের প্রজনন
कोशिका आनुवंशिकी,কোষ জেনেটিক্স
कोशिका द्रव्य विभाजन,সাইটোপ্লাজমিক বিভাগ
कोशिका विज्ञान,কোষ বিদ্যা
कोशिका लयन,কোষের লাইসিস
1. साइटोमियर 2. कोशिका खंड,1. সাইটোমের 2. কোষ বিভাজন
कोशिका द्रव्य,সাইটোপ্লাজম
1.डेरी 2. दुग्धशाला,1. ডেইরি 2. ডেইরি
डेरी उदयोग,দুগ্ধ শিল্প
1. बांध 2. प्रजननी,1. বাঁধ 2. ব্রিডার
दिवस निरपेक्ष पादप,দিন পরম উদ্ভিদ
पुष्पन के बाद दिन,ফুল ফোটার পর দিন
पूर्ण पुष्पन के बाद दिन,ফুল ফোটার পর দিন
निष्पुष्पन,অদক্ষতা
विकैल्सीकरण,decalcification
1. निथारना 2. निस्तारना,1. অপসারণ 2. অপসারণ
क्षय,ক্ষয়
पर्णपाती,পর্ণমোচী
1. दशमिक 2. दशमलव,1. দশমিক 2. দশমিক
न्यूनता,হীনমন্যতা
अनूर्णन (मृदा),অনুরান (মাটি)
विपुष्पन,বিপুষ্পন
विपत्रण,বিলিং
वनोन्मूलन,বন নিধন
अपहासन,অসম্মান
निम्नीकरण,অধঃপতন
अंश दिवस,অংশ দিন
1.मात्रा 2. अंश,1. পরিমাণ 2. অংশ
स्फुटन,dehiscence
भूसी हटाना,ভুসি অপসারণ
भूसी हटाना,ভুসি অপসারণ
निर्जलीकरण,পানিশূন্যতা
निर्जलकारित्र,নির্জল
मांग,চাহিদা
1. विकृतीकरण 2. गुणनाशन,1. বিকৃতকরণ 2. গুণ
अनाच्छादन,বর্জন
1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र),1. জমা (মাটি) 2. জমা (অর্থনীতি)
निक्षेपण,আমানত
1. मूल्यहास 2.अवमूल्यन,1. অবচয় 2. অবচয়
विलवणीकरण,বিশুদ্ধকরণ
1. जल शुष्कन 2. निर्जलीकरण,1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন
1.अभिकल्पना 2. डिजाइन,1. ডিজাইন 2. ডিজাইন
शुष्कित्र,শুষ্ক
गुठली निकालना,কার্নেল অপসারণ
वि-अंतः भूस्तारीकरण,de-intercalation
वियुग्मन,সংযোজন
1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना,1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন
बल्लर या कुंदन को काटना,বল্লার বা কুন্দন কাটিং
निर्धारक,নির্ধারক
अवमूल्यन,অবমূল্যায়ন
वनस्पतिरहित करना,উদ্ভিজ্জ
विचलन,বিচ্যুতি
द्विक,দ্বিগুণ
निदान,রোগ নির্ণয়
भिन्नकाल पक्वता,বিভিন্ন পরিপক্কতা
द्विभाजन,বিভাজন
1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज),1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ)
पश्चमारी (रोग),পিঠের রোগ
1. विसरण 2. विसार,1. ডিফিউশন 2. ডিফিউশন
पाचनीयता,হজম ক্ষমতা
द्विसंकर,ডাইহাইব্রিড
1. बांध 2. नाली 3. परिवाह,1. বাঁধ 2. ড্রেন 3. পরিবার
तनु,সামান্য
1. एकलिंगाश्रयी 2. पृथक् लिंगी,1. একগামী 2. একগামী
द्विगुणित,ডিপ্লয়েড
1. द्विगुणित 2. डिप्लॉइड,1. ডিপ্লয়েড 2. ডিপ্লয়েড
द्विसूत्र,ডাইপোল
1. निष्कलिकायन 2. कलिका निकालना,1. নিষ্কাশন 2. কুঁড়ি অপসারণ
1. तवेदार हल चलाना 2. चक्काकरण,1. লাঙ্গল চাষ 2. স্পিনিং
छूट,ছাড়
रोगाणुनाशन,জীবাণুমুক্তকরণ
1. परिक्षेपण 2. प्रकीर्णन,1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ
1.प्रकीर्णन 2.प्रसरण,1. বিক্ষিপ্তকরণ 2. ভিন্নতা
विविधीकरण,বৈচিত্রতা
विविधीकृत कृषि,বৈচিত্র্যময় কৃষি
डी एन ए सोपान,ডিএনএ পদক্ষেপ
डी.एन.ए. ग्राही,ডিএনএ রিসিভার
गोदी-भाड़ा,ডক ভাড়া
प्रभावी,কার্যকর
प्रसुप्ति,সুপ্ততা
1. मात्रा 2. खुराक 3. डोज,1. পরিমাণ 2. ডোজ 3. ডোজ
दोहरा सिग्माभ वक्र,ডবল সিগমায়েড বক্ররেখা
1. झोंका 2. खिंचाव,1. দমকা 2. প্রসারিত
1. निकास नाली 2. अपवाहिका,1. নিষ্কাশন ড্রেন 2. বর্জ্য
जलनिकास,নিষ্কাশন
कर्षण,আকর্ষণ
1.दवा पिलाना 2. दवाई से तर करना,1. ওষুধ দিন 2. ভিজিয়ে দিন
प्रसाधन (बीज),প্রসাধনী (বীজ)
1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र,1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger
1.सूराख करना 2. बेधन 3. बरमाना,1. গর্ত 2. ড্রিল 3. ড্রিল
1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना,1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা
बूंद-बूंद सिंचाई,ড্রিপ সেচ
शुष्क खेती,শুকনো চাষ
