Assamese,Kannada
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
এচিনক্ৰ&#39;নাছ স্থানান্তৰ ধৰণ (ATM),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
পৰমাণু,ಪರಮಾಣು
সংলগ্ন নথিপত্ৰ,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
সংলগ্ন ফাইল,ಲಗತ್ತಿಸಲಾದ ಕಡತ
সংলগ্নক,ಬಾಂಧವ್ಯ
বৈশিষ্ট্য,ಗುಣಲಕ್ಷಣ
অডিঅ&#39;,ಆಡಿಯೋ
অডিট প্ৰগ্ৰেমিং,ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
অডিট ট্ৰেইল,ಆಡಿಟ್ ಟ್ರಯಲ್
বৃদ্ধি কৰা,ವರ್ಧನೆ
প্ৰমাণীকৰণ প্ৰটোকল,ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
লেখক ব্যৱস্থা,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
অনুমোদন,ಅಧಿಕಾರ
অটো বিমূৰ্ত,ಸ್ವಯಂ ಅಮೂರ್ತ
স্বয়ংক্ৰিয় বুট কৰা,ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ
অটোকেড,ಆಟೋಕ್ಯಾಡ್
অটোলগ অন,ಸ್ವಯಂ ಲಾಗ್ ಆನ್
automata,ಸ್ವಯಂಚಾಲಿತ
automata তত্ত্ব,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
স্বয়ংক্ৰিয় কম্পিউটিং,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
স্বয়ংক্ৰিয় ভুল সংশোধন,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
স্বয়ংক্ৰিয় কাৰ্য্য,ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ
স্বয়ংক্ৰিয় সূচীভুক্তকৰণ,ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ
স্বয়ংক্ৰিয় লাইব্ৰেৰী কল,ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ
স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম,ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ
স্বয়ংক্ৰিয় ৰুটিন,ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
স্বয়ংক্ৰিয় টেলাৰ মেচিন (ATM),ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM)
অটোমেচন,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
অটোপ্লে,ಸ್ವಚಾಲಿತ
স্বয়ংক্ৰিয় সংৰক্ষণ কৰক,ಸ್ವಯಂ ಉಳಿಸಿ
সহায়ক,ಸಹಾಯಕ
সহায়ক স্মৃতিশক্তি,ಸಹಾಯಕ ಸ್ಮರಣೆ
সহায়ক সংৰক্ষণ,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
উপলব্ধ তালিকা,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
উপলব্ধ সময়,ಲಭ್ಯವಿರುವ ಸಮಯ
গড়,ಸರಾಸರಿ
awk (ভাষা),awk (ಭಾಷೆ)
বেকএণ্ড,ಬ್ಯಾಕೆಂಡ್
বেকএণ্ড প্ৰচেছৰ,ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್
বেকফেচ আঁতৰোৱা,ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ
পটভূমি প্ৰক্ৰিয়াকৰণ,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
বেকিং ষ্ট&#39;ৰ,ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ
বেকপেচিং,ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್
বেকস্পেচ,ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್
পিছুৱাই যোৱা,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
বেক-আপ,ಬ್ಯಾಕ್ ಅಪ್
বেক-আপ মেমৰি,ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ
পিছলৈ ত্ৰুটি পুনৰুদ্ধাৰ,ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ
বেলেন্স শ্বীট,ಆಯವ್ಯಯ ಪಟ್ಟಿ
বেণ্ড,ಬ್ಯಾಂಡ್
বেণ্ডৰ প্ৰস্থ,ಬ್ಯಾಂಡ್ ಅಗಲ
বেংকাৰৰ এলগৰিদম,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
বাৰ ক&#39;ড,ಬಾರ್ ಕೋಡ್
বাৰ ক&#39;ড স্ক্যানাৰ,ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
বাৰ গ্ৰাফ,ಬಾರ್ ಗ್ರಾಫ್
ভিত্তি ঠিকনা,ಮೂಲ ವಿಳಾಸ
বেচ বেণ্ড,ಬೇಸ್ ಬ್ಯಾಂಡ್
ভিত্তি সংখ্যা,ಮೂಲ ಸಂಖ್ಯೆ
ভিত্তি টেবুল,ಬೇಸ್ ಟೇಬಲ್
প্ৰাথমিক,ಬೇಸಿಕ್
মূল নিয়ন্ত্ৰণ,ಮೂಲ ನಿಯಂತ್ರಣ
মূল ইনপুট,ಮೂಲ ಇನ್ಪುಟ್
মূল নিৰ্দেশনা,ಮೂಲ ಸೂಚನೆ
মূল আউটপুট,ಮೂಲ ಔಟ್ಪುಟ್
মূল পদক্ষেপ,ಮೂಲ ಹಂತ
বেটছ,ಬ್ಯಾಚ್
বেচ ফাইল,ಬ್ಯಾಚ್ ಫೈಲ್
বেচৰ অৱস্থান,ಬ್ಯಾಚ್ ಸ್ಥಾನ
বেচ প্ৰচেছিং,ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ
বেচ ব্যৱস্থা,ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ
baud,ಬಾಡ್
বড হাৰ,ಬೌಡ್ ದರ
আলোকৰশ্মি,ಕಿರಣ
বেঞ্চমাৰ্ক,ಮಾನದಂಡ
দ্বিমুখী যোগাযোগ,ದ್ವಿಮುಖ ಸಂವಹನ
দ্বিমুখী সংযোগ,ದ್ವಿಮುಖ ಲಿಂಕ್
বাইনাৰী ক&#39;ড,ಬೈನರಿ ಕೋಡ್
বাইনাৰী অংক,ದ್ವಿಮಾನ ಅಂಕಿ
বাইনাৰী ইনপুট আউটপুট চিস্টেম (BIOS),ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
বাইনাৰী সংখ্যা,ಬೈನರಿ ಸಂಖ್ಯೆ
বাইনাৰী অপাৰেটৰ,ಬೈನರಿ ಆಪರೇಟರ್
বাইনাৰী সম্পৰ্ক,ದ್ವಿಮಾನ ಸಂಬಂಧ
বাইনাৰী সন্ধান,ಬೈನರಿ ಹುಡುಕಾಟ
বাইনাৰী সন্ধান গছ (BST),ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST)
বাইনাৰী স্থানান্তৰ,ಬೈನರಿ ವರ್ಗಾವಣೆ
বাইনাৰী গছ,ಅವಳಿ ಮರ
বাইপোলাৰ মেম’ৰী,ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ
জন্ম মৃত্যুৰ আৰ্হি,ಜನನ ಮರಣ ಮಾದರಿ
জন্ম মৃত্যু প্ৰক্ৰিয়া,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
বিট,ಸ್ವಲ್ಪ
বিট দোষ,ಸ್ವಲ್ಪ ತಪ್ಪು
বিট মেপ,ಬಿಟ್ ನಕ್ಷೆ
বিট মেপ পিক্সেল (BMP),ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP)
বিট মেট্ৰিক্স,ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
বিট পেটাৰ্ণ,ಬಿಟ್ ಮಾದರಿ
বিটৰ অৱস্থান,ಬಿಟ್ ಸ್ಥಾನ
বিট হাৰ,ಬಿಟ್ ದರ
ব্লেক বক্স পৰীক্ষা,ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ
টিপটিপিয়াই,ಮಿಟುಕಿಸುವುದು
অৱৰুদ্ধ কৰা,ಬ್ಲಾಕ್
ব্লক কেচ,ಬ್ಲಾಕ್ ಸಂಗ್ರಹ
ব্লক চেক কৰক,ಬ್ಲಾಕ್ ಚೆಕ್
ব্লক কপি,ಬ್ಲಾಕ್ ನಕಲು
ব্লক ডায়াগ্ৰাম,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
নেটৱাৰ্ক ব্লক কৰা,ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್
ব’ৰ্ড,ಬೋರ್ಡ್
বুক মাৰ্ক,ಪುಸ್ತಕ ಗುರುತು
বুলিয়ান বীজগণিত,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
বুলিয়ান সম্পৰ্ক,ಬೂಲಿಯನ್ ಸಂಬಂಧ
বুট বিভাজন,ಬೂಟ್ ವಿಭಾಗ
বুট ষ্ট্ৰেপিং,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
বুট-ষ্ট্ৰেপ লোডাৰ,ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
সেঁতু,ಸೇತುವೆ
ব্ৰডবেণ্ড নেটৱৰ্কিং,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್
সম্প্ৰচাৰ,ಪ್ರಸಾರ
সম্প্ৰচাৰ ৰেডিঅ&#39;,ರೇಡಿಯೋ ಪ್ರಸಾರ
ব্ৰাউজ কৰক,ಬ್ರೌಸ್
ব্ৰাউজাৰ,ಬ್ರೌಸರ್
বি-বৃক্ষ,ಬಿ-ಟ್ರೀ
বুদবুদ স্মৃতিশক্তি,ಬಬಲ್ ಮೆಮೊರಿ
বুদবুদ সজাই পৰাই তোলা,ಬಬಲ್ ರೀತಿಯ
বাল্টি,ಬಕೆಟ್
বন্ধু ব্যৱস্থা,ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
বাফাৰ,ಬಫರ್
পোক,ದೋಷ
বাছ,ಬಸ್
বাইট,ಬೈಟ್
বাইট ক&#39;ড,ಬೈಟ್ ಕೋಡ್
গ,ಸಿ
C++,C++
cache,ಸಂಗ್ರಹ
কেশ্ব বাফাৰ,ಸಂಗ್ರಹ ಬಫರ್
কেশ্ব মেমৰি,ಸಂಗ್ರಹ ಮೆಮೊರಿ
গণনা কৰা,ಲೆಕ್ಕಾಚಾರ
কেলকুলেটৰ,ಕ್ಯಾಲ್ಕುಲೇಟರ್
কেলকুলেটৰ চিপ,ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್
কল কৰা,ಕರೆ
নামেৰে ফোন কৰক,ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ
ৰেফাৰেন্সৰ দ্বাৰা কল কৰক,ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ
মূল্যৰ দ্বাৰা কল কৰক,ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ
চলকৰ দ্বাৰা কল কৰক,ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ
গেট কল কৰক,ಕರೆ ಗೇಟ್
বাতিল কৰক,ರದ್ದುಮಾಡು
বাতিল বুটাম,ರದ್ದು ಬಟನ್
canonical,ಅಂಗೀಕೃತ
কেননিক ৰূপ,ಅಂಗೀಕೃತ ರೂಪ
ক্ষমতা,ಸಾಮರ್ಥ್ಯ
ক্ষমতা তালিকা,ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ
