Gujarati,Kannada
વાસ્તવિક,ವಾಸ್ತವಿಕ
અનુકૂલન,ರೂಪಾಂತರ
વધારા,ಸೇರ್ಪಡೆ
વધારાનો ખર્ચ,ಹೆಚ್ಚುವರಿ ಶುಲ್ಕ
વધારાના નિધિ,ಹೆಚ್ಚುವರಿ ನಿಧಿ
વધારાની અનુદાન,ಹೆಚ್ಚುವರಿ ಅನುದಾನ
વધારાની માહિતી,ಹೆಚ್ಚುವರಿ ಮಾಹಿತಿ
વધારાનો પગાર,ಹೆಚ್ಚುವರಿ ವೇತನ
ઉમેરો અને ફેરફાર,ಸೇರ್ಪಡೆ ಮತ್ತು ಬದಲಾವಣೆ
સંબોધન,ಭಾಷಣ
સંબોધન કરનાર,ವಿಳಾಸದಾರ
સ્વાગતનું સરનામું,ಸ್ವಾಗತದ ವಿಳಾಸ
પૂરતું,ಸಮರ್ಪಕ
ને અનુરૂપ બનાવવું,ಅಂಟಿಕೊಳ್ಳಿ
તદર્થ,ತಾತ್ಕಾಲಿಕ
તદર્થપત્ર,ತಾತ್ಕಾಲಿಕ ಹಕ್ಕು
તદર્થ સમિતિ,ತಾತ್ಕಾಲಿಕ ಸಮಿತಿ
તદર્થ વધારો,ತಾತ್ಕಾಲಿಕ ಹೆಚ್ಚಳ
તદ્દન ચુકવણી,ತಾತ್ಕಾಲಿಕ ಪಾವತಿ
અડીને,ಪಕ್ಕದ
અડીને (= સુસંગત),ಪಕ್ಕದ (= ಸಮೀಪ)
મોકૂફી,ಮುಂದೂಡಿಕೆ
મોકૂફીની દરખાસ્ત,ಮುಂದೂಡುವ ಚಲನೆ
ન્યાયનિર્ણય કરવો,ತೀರ್ಪು
ન્યાયનિર્ણય કરવો,ತೀರ್ಮಾನಿಸು
ન્યાયનિર્ણય,ಯಜಮಾನ
ન્યાયનિધીકરણ કરનાર,ತೀರ್ಪುಗಾರ
સમાયોજન,ಹೊಂದಾಣಿಕೆ
સંચાલન કરવું,ನಿರ್ವಹಿಸು
સોગંદ કરવો,ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸಿ
વહીવટ,ಆಡಳಿತ
ન્યાય પ્રણાલી,ನ್ಯಾಯದ ಆಡಳಿತ
વહીવટી,ಆಡಳಿತಕಾರಿಯಾದ
વહીવટી પગલાં,ಆಡಳಿತಾಧಿಕಾರಿ ಕ್ರಿಯೆ
વહીવટી મૂલ્યાંકન,ಆಡಳಿತಾಧಿಕಾರಿ ಮೌಲ್ಯಮಾಪನ
વહીવટી મંજૂરી,ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ
વહીવટી સત્તા,ಆಡಳಿತ ಪ್ರಾಧಿಕಾರದ
વહીવટી નિયંત્રણ,ಆಡಳಿತ ನಿಯಂತ್ರಣ
વહીવટી નિર્ણય,ಆಡಳಿತಾತ್ಮಕ ನಿರ್ಧಾರ
વહીવટી વિભાગ,ಆಡಳಿತ ಇಲಾಖೆ
વહીવટી વડા,ಆಡಳಿತಾಧಿಕಾರಿ
વહીવટી મથક,ಆಡಳಿತ ಕೇಂದ್ರ ಕಚೇರಿ
વહીવટી પગલાં,ಆಡಳಿತಾತ್ಮಕ ಕ್ರಮಗಳು
વહીવટી સત્તા,ಆಡಳಿತ ಅಧಿಕಾರ
વહીવટી મંજૂરી,ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ
વહીવટી તકનીક,ಆಡಳಿತ ತಂತ್ರ
વહીવટી પંચ,ಆಡಳಿತ ನ್ಯಾಯಸಮ್ಮತ
સ્વીકાર્યતા,ಪ್ರವೇಶಸಾಧ್ಯತೆ
સ્વીકાર્ય ખર્ચ,ಸ್ವೀಕಾರಾರ್ಹ ಖರ್ಚು
કબૂલવું,ಒಪ್ಪಿಸು
પ્રવેશ કાર્ડ,ಪ್ರವೇಶ ಕಾರ್ಡ್
સ્વીકૃત,ಒಪ್ಪಿಕೊಂಡ
સલાહ આપવી,ಕವಲೊಡೆಯು
દત્તક,ಅಳವಡಿಕೆದಾರ
અપનાવનાર,ರೋಗಿ
દત્તક,ದತ್ತು
પુખ્ત,ವಯಸ್ಕ
ભેગ,ವ್ಯಭಿಚಾರ
વ્યભિચાર,ವ್ಯಭಿಚಾರ
પુખ્ત મતાધિકાર,ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್
બહાનું,ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ
આગળ વધવું,ಮುನ್ನಡೆ
અગ્રિમ બુકિંગ,ಮುಂಗಡ ಬುಕಿಂಗ್
અગ્રિમ પ્રત,ಮುನ್ನಡೆ
અગ્રિમ ઈજા,ಮುಂಗಡ ಹೆಚ್ಚಳ
અગાઉથી ચુકવણી,ಮುಂಗಡ ಪಾವತಿ
પ્રતિકૂળ નોંધ,ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ
પ્રતિકૂળ નોંધ,ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು
પ્રતિકૂળ અહેવાલ,ಪ್ರತಿಕೂಲ ವರದಿ
જાહેરખબર,ಆಯ್ಕೆ
સલાહ,ಸಲಹೆ
ચુકવણી,ಪಾವತಿಯ ಸಲಹೆ
સલાહકાર સમિતિ,ಸಲಹಾ ಸಮಿತಿ
સલાહકાર પરિષદ,ಸಲಹಾ ಮಂಡಳಿ
હિમાયતી,ಪ್ರತಿಪಾದಿಸು
બાબતો,ವ್ಯವಹಾರ
સોગંદનામું,ಅಫಿಡವಿಟ್
જોડાણ,ಉಪಶಮನ
સમર્થન,ದೃ ir ೀಕರಣ
ખાતરીપૂર્વક,ದೃ irf ೀಕರಣದ
પરવડી,ಆತುರಿಸು
ઉપરોક્ત,ಈನಟ
ફરી,ಹೊಸದಾಗಿ
વિરુદ્ધ,ವಿರುದ್ಧವಾಗಿ
ઉંમર,ವಯಸ್ಸು
વય પ્રમાણપત્ર,ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ
મતાધિકાર માટે વય,ಮತದಾರರ ವಯಸ್ಸು
વય -મર્યાદા,ವಯಸ್ಸಿಗೆ
સંસ્થા,ವಾಗ್ದಾನ
કાર્યસૂચિ,ಕಾಗಾರ
નિવૃત્તિની ઉંમર,ನಿವೃತ್ತಿಯ ವಯಸ್ಸು
નિવૃત્તિની ઉંમર,ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು
એકંદર,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
નારાજ,ದುಃಖಿಸಿದ
આંદોલન,ಆಂದೋಲನ
અકસ્માત,ಅವಾತ
સહમત,ಒಪ್ಪಂದ
સહમત ફોર્મ,ಒಪ್ಪಂದದ ರೂಪ
કૃષિ,ಕೃಷಿ
કૃષિ ઉદ્યોગ,ಕೃಷಿ ಉದ್ಯಮ
સહાય,ನೆರವು
ભય,ಎಚ್ಚರಿಕೆ
જાગરૂકતા,ಜಾಗರೂಕತೆ
ઉર્ફે,ಅಲಿಯಾಸ್
આરોપ,ಆರೋಪಣೆ
વાન,ನಿಷ್ಠೆ
સુમેળ,ಮೈತ್ರಿ
સંલગ્ન સેવાઓ,ಮಿತ್ರ ಸೇವೆಗಳು
તમામ સમાવિષ્ટ ખર્ચ,ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ
અખરાબ સેવા,ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು
ફાળવણી,ಮನವಸಿಕೆ
ફાળવણી,ಹಂಚಿಕೆ
ફાળવણીનો પત્ર,ಹಂಚಿಕೆ ಪತ್ರ
ફાળવણી કરનાર,ಹಂಚುವವ
માન્ય,ಅನುಮತಿಸುವ
માન્ય -ખર્ચ,ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು
અપીલ કરવાની મંજૂરી આપવી,ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ
છૂટ,ಭತ್ಯೆ
બધા હકો અમારી પાસે રાખેલા છે,ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ
વર્ણાનુક્રમ,ವರ್ಣಮಾಲೆ
બોલો,ವಾಗ್ವಾದ
વૈભવી,ಪರ್ಯಾಯ
વૈકલ્પિક,ಬದಲಕ
સંવાદ,ಸಂಯೋಗ
સુધારેલો મુસદ્દો,ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು
સુધારો,ತಿದ್ದುಪಡಿ
સુંદરતા,ಸೌಕರ್ಯ
સુખદ,ಸೌಹಾರ್ದಯುತ
દારૂગોળો,ಮದ್ದುಗುಂಡು
દેવું,ಸಾಲದ ಭೋಗ್ಯ
રકમ,ಮೊತ್ತ
પેન્શનની રકમ,ಪಿಂಚಣಿ ಪ್ರಮಾಣ
એકસમાન સ્થાન,ಸಾದೃಶ್ಯದ ಹುದ್ದೆ
વિશ્લેષણ,ವಿಶ್ಲೇಷಣೆ
વિશ્લેષણાત્મક,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ
વડપણ,ಪೂರ್ವಜ
આનુષંગિક ઉદ્યોગ,ಪೂರಕ ಉದ್ಯಮ
શિષ્ટાચાર,ದ್ವೇಷ
જોડાણ,ಅನುಬಂಧ
વર્ષગાંઠ,ವಾರ್ಷಿಕೋತ್ಸವ
જાહેરાત,ಪ್ರಕಟಿಸುವುದು
ત્રાસ,ಕಿರಿಕಿರಿಯ
વાર્ષિક નિવેદન,ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ
વાર્ષિક હિસાબ,ವಾರ್ಷಿಕ ವರದಿ
વાર્ષિકી,ವರ್ಷಾಶನ
અનામી,ಅನಾಮಿಕ
નામંજૂર ફરિયાદ,ಅನಾಮಧೇಯ ದೂರು
જવાબદારપણું,ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ
ઉત્તરવહી,ಉತ್ತರ ಪತ್ರಿಕೆ
વિરોધી,ವಿರೋಧಿ
પૂર્વવર્તીઓ,ಪೂರ್ವಸಿದ್ಧತೆಗಳು
અપેક્ષિત ખર્ચ,ನಿರೀಕ್ಷಿತ ಖರ್ಚು
અપેક્ષિત આવક,ನಿರೀಕ್ಷಿತ ಆದಾಯ
અપેક્ષા,ನಿರೀಕ್ಷಣೆ
અપેક્ષિત જામીન,ನಿರೀಕ್ಷಿತ ಜಾಮೀನು
ભ્રષ્ટાચાર માપદંડ,ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ
પ્રતિષ્ઠાવાન,ಡಂಪಿಂಗ್ ವಿರೋಧಿ
પ્રાચીન,ಪ್ರಾಚೀನ
રંગભુળ,ವರ್ಣಭೇದ
દુ: ખ,ನಿರಾಸಕ್ತಿ
ટોચ,ತುದಿ ದೇಹ
માફી,ಕ್ಷಮೆ
અપીલ,ಮನವಿಯನ್ನು
દેખાવ,ಗೋಚರತೆ
સંતાપવું,ಸಮಾಧಾನ
અપીલ પંચ,ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ
પરિશિષ્ટ,ಅನುಬಂಧ
ઉપકરણ,ಉಪಕರಣ
લાગુ પડે એવું,ಅನ್ವಯಿಸುವ
અરજદાર,ಅರ್ಜಿದಾರ
નિયમ,ಅನ್ವಯಿಸು
અરજી પત્ર,ಅರ್ಜಿ
લાગુ કરવું,ಅನ್ವಯಿಕ
અરજી કરવી,ಅನ್ವಯಿಸು
નિમણૂક કરનાર,ನೇಮಕಾತಿ
નિયુક્ત સત્તા,ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು
નિમણૂક,ನೇಮಕ
નિમણૂક -પત્ર,ನೇಮಕಾತಿ ಪತ್ರ
નિમણૂક સમિતિ,ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ
વેતનનું વિભાજન,ವೇತನದ ಹಂಚಿಕೆ
મૂલ્યાંકન,ಮೌಲ್ಯಮಾಪಕ
મુલવણી કરનાર,ಮೌಲ್ಯಮಾಪಕ
કદર,ಮೆಚ್ಚುಗೆ
આશંકા,ಭಯ
ઉમેદવાર,ಅಪ್ರೆಂಟಿಸ್
અભિગમ,ಸಮೀಪಿಸು
યોગ્ય,ಸೂಕ್ತ
યોગ્ય કાર્યવાહી,ಸೂಕ್ತ ಕ್ರಮ
યોગ્ય,ಸೂಕ್ತ ತಲೆ
વિનિયોગ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
મંજૂરી,ಅನುಮೋದನೆ
આશરે,ಅಂದಾಜು
અભિરુચિ કસોટી,ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ
મનસ્વી,ಅನಿಯಂತ್ರಿತ
મધ્યસ્થી,ನಿಣಿಸು
લવાદી,ಮಧ್ಯಸ್ಥಿಕೆ
લવાદી પંચ,ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ
લવાદી,ಮಧ್ಯಸ್ಥ
સ્થાપત્ય,ವಾಸ್ತುಶಿಲ್ಪಿ
દફ્તર,ಆರ್ಕೈವ್ಸ್
વિસ્તાર,ಪ್ರದೇಶ
વિસ્તારનું મુખ્ય મથક,ಪ್ರದೇಶದ ಪ್ರದೇಶ
દલીલ,ವಾದ
ઊગવું,ಹುಳು
સશસ્ત્ર દળો,ಸಶಸ್ತ್ರ ಪಡೆ
વ્યવસ્થા,ಜೋಡಣೆ
બાકી,ಬಾಕಿ
બાકી રાખનાર પત્રક,ಬಾಕಿ ಹೇಳಿಕೆ
આગોતડી અહેવાલ,ಆಗಮನ ವರದಿ
ઘમંડ,ಅಸ್ತವ್ಯಸ್ತತೆ
શસ્ત્રસાર,ಸ ೦ ತಾನು
વસ્તુ,ಲೇಖನ
મંડળ,ಸಂಘದ ಲೇಖನಗಳು
લેખ,ಲೇಖನಗಳು
ચડતો હુકમ,ಆರೋಹಣ
ખાતરી કરવી,ಒತ್ತಿಹೇಳಿಸು
જ્યાં છે ત્યાં છે,ಎಲ್ಲಿದೆ
દૃષ્ટિ,ಆಕಾರ
આછા,ಆಪಾದನೆ
હત્યા,ಹತ್ಯೆ
હુમલો,ದಾಳಿ
ભેગા,ಜೋಡಿಸು
વિધાનસભા,ಸಭೆ
અનુમાન,ಒಪ್ಪು
ભારપૂર્વક કહેવું,ಪ್ರತಿಪಾದಿಸು
આકારણી કરનાર,ಮೌಲ್ಯಮಾಪಕ
આકારણી,ಮೌಲ್ಯಮಾಪನ
આકારણી વર્ષ,ಮೌಲ್ಯಮಾಪನ ವರ್ಷ
આકારણીકાર,ಮೌಲ್ಯಮಾಪಕ
અસ્ક્યામત,ಸ್ವಸಮಾನಗಳು
મુખત્ર,ನಿಯೋಗಿ
સોંપણી,ನಿಯೋಜನೆ
મુલકવનાર,ನಿಯೋಜಕ
સહાય,ಸಹಾಯ
સાથી,ಜೊತೆಗಾರ
મંડળ,ಸಂಘ
હવાલો,ಚಾರ್ಜ್ನ umption ಹೆ
ખાતરી,ಭರವಸೆ
ખાતરી કંપની,ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ
ખાતરી આપવી,ಭರವಸೆ ಕೊಡು
અપટ,ರಿಯಾಯಿತಿಯಲ್ಲಿ
અણુની શક્તિ,ಪರಮಾಣು ಶಕ್ತಿ
સમકક્ષ,ಸಮನಾಗಿ
ઈમારત,ಪ್ರೀಮಿಯಂನಲ್ಲಿ
સંલગ્ન કરવું,ಲಗತ್ತಿಸು
જોડાયેલ કચેરી,ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ
જોડાણ,ಬಾಂಧಾಣ
જોડાણનો હુકમ,ಲಗತ್ತು ಆದೇಶ
પ્રાપ્તિ,ಸಾಧನೆ
પ્રયત્ન,ಪ್ರಯತ್ನ
ઉપસ્થિત,ಹಾಜರಾತಿ
ઉપસ્થિત રજિસ્ટર,ಹಾಜರಾತಿ ನೋಂದಣಿ
ઉપસ્થિત કાપલી,ಹಾಜರಾತಿ ಸ್ಲಿಪ್
ધ્યાન,ಗಮನ
પ્રમાણન,ದೃestೀಕರಣ
પ્રમાણિત પ્રત,ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ
વલણ,ವರ್ತನೆ
આકર્ષક પગાર,ಆಕರ್ಷಕ ಸಂಬಳ
હરાજી,ಹರಾಜು
હરાજી કરવી,ಹರಾಜುದಾರ
હરાજીનું વેચાણ,ಹರಾಜು ಮಾರಾಟ
શ્રોતા,ಪ್ರೇಕ್ಷಕರು
દૃષ્ટિકોણ,ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ
વિઝ્યુઅલી પ્રચાર,ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ
હિસાબ -તપાસણી,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ઓડિટ કરેલ હિસાબ,ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು
Ited ડિટ કરેલી સર્ટિલશીટ,ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
Itingણ,ಲೆಕ್ಕಾಚಾರ
હિસાબ -તપાસણીનો વાંધો,ಲೆಕ್ಕಪರಿಶೋಧನೆ
Itor ડિટર અહેવાલ,ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ
સભાગૃહ,ಸಭಾಪತಿ
ઓડિટ ફકરા,ಲೆಕ್ಕಪರಿಶೋಧನೆ
હિસાબ -તપાસણી અહેવાલ,ಲೆಕ್ಕಪರಿಶೋಧನೆ
કઠોરતા,ಕಠಿಣತೆ
કઠોર પગલાં,ಕಠಿಣತೆ ಕ್ರಮಗಳು
અધિકૃત,ಅಧಿಕೃತ
અધિકૃત પ્રતિનિધિ,ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ
પ્રમાણભૂત,ಅಧಿಕೃತವಾದ
અધિકાર,ಅಧಿಕಾರ
સત્તાધિકારનો પત્ર,ಅಧಿಕಾರ ಪತ್ರ
અધિકૃત,ಅಧಿಕಾರಾವಧ
અધિકૃત મૂડી,ಅಧಿಕೃತ ಬಂಡವಾಳ
સ્વચાલિત,ಸ್ವಯಂಚಾಲಿತ
સ્વાયત્ત,ಸ್ವಾಯತ್ತ
સ્વાયત્ત સંસ્થા,ಸ್ವಾಯತ್ತ ದೇಹ
સ્વાયત્તતા,ಸ್ವಾಯತ್ತತೆ
સહાયક,ಸಹಾಯಕ
ઉપલબ્ધ,ಲಭ್ಯ
સરેરાશ,ಸರಾಸರಿ
સરેરાશ રજા,ಸರಾಸರಿ ರಜೆ
અણગમો,ನಿವಾರಣೆ
અટકાવવું,ತಪ್ಪಿಸು
ટાળવું,ತಪ್ಪಿಸಲು
કર બંધ,ತೆರಿಗೆ ತಪ್ಪಿಸುವುದು
રાહ જોવાયેલું,ಕಾಯುತ್ತಿರುವ
પુરસ્કાર,ಪ್ರಶಸ್ತಿ
પુરસ્કાર સત્તાધિકારી,ಪ್ರಶಸ್ತಿ ಪ್ರಾಧಿಕಾರ
જાગરૂકતા,ಅ ೦ ಗಿರುವಿಕೆ
પીછેહઠ,ಹಿತ್ತಲಿನ
પૃષ્ઠભૂમિ,ಹಿನ್ನೆಲೆ
પાછલી લોગ,ಹಿಂದಿನ ಲಾಗ್
પાછા બહાર,ಹಿಂದೆ
પાછલી વાત,ಹಿಂದಿನ ಉಲ್ಲೇಖ
પીછેહઠ કરવી,ಬ್ಯಾಕ್ ಅಪ್
પછાત વર્ગ,ಹಿಂದುಳಿದ ತರಗತಿಗಳು
પછાત આદિજાતિ,ಹಿಂದುಳಿದ ಬುಡಕಟ್ಟು
ખરાબ સોદો,ಕೆಟ್ಟ ಚೌಕಾಶಿ
ખરાબ વર્તન,ಕೆಟ್ಟ ನಡತೆ
ખરાબ પાત્ર,ಕೆಟ್ಟ ಪಾತ್ರ
ખરાબ આબોહવા ભથ્થું,ಕೆಟ್ಟ ಹವಾಮಾನ ಭತ್ಯೆ
ખરાબ વર્તન,ಕೆಟ್ಟ ನಡವಳಿಕೆ
ખરાબ દેવું,ಕೆಟ್ಟ ಸಾಲ
સામાન,ಸಾಮಾನು ಸರಂಜಾಮು
જામીન,ಜಾಮೀನು
સમતોલ,ಸಮತೋಲನ
સરખામણી નીચે લાવવામાં,ಸಮತೋಲನವನ್ನು ಉರುಳಿಸಿದೆ
સંતુલન આગળ લાવવામાં,ಸಮತೋಲನವನ್ನು ಮುಂದಕ್ಕೆ ತರಲಾಗಿದೆ
સમતોલ અંદાજપત્ર,ಸಮತೋಲಿತ ಬಜೆಟ್
સરવૈયા,ಸಮತೋಲನ
મતદાન,ಮತದಾನ
મતપેટી,ಮತಪೆಟ್ಟಿಗೆ
મતદાનનો કાગળ,ಮತದಾನದ ಕಾಗದ
પ્રતિબંધ,ನಿಷೇಧಿಸು
બેંક,ಬ್ಯಾಂಕ್
બેંક એકાઉન્ટ,ಬ್ಯಾಂಕ್ ಖಾತೆ
બેંક સિલક,ಬ್ಯಾಂಕ್ ಬ್ಯಾಲೆನ್ಸ್
બેંક ખર્ચ,ಬ್ಯಾಂಕ್ ಶುಲ್ಕಗಳು
બેંક ની ખાતરી,ಬ್ಯಾಂಕ್ ಖಾತರಿ
બેંક રજા,ಬ್ಯಾಂಕ್ ರಜೆ
બેંકિંગ સુવિધા,ಬ್ಯಾಂಕಿಂಗ್ ಸೌಲಭ್ಯ
બેંકિંગ કલાકો,ಬ್ಯಾಂಕಿಂಗ್ ಸಮಯ
બેંકિંગ લેવડદેવડ,ಬ್ಯಾಂಕಿಂಗ್ ವಹಿವಾಟು
બેંક દર,ಬ್ಯಾಂಕ್ ಪ್ರಮಾಣ
બેંક સમાધાન,ಬ್ಯಾಂಕ್ ಸಮನ್ವಯ
નાદાર,ದಿವಾಳಿಯಾದ
બેંક સુરક્ષા,ಬ್ಯಾಂಕ್ ಭದ್ರತೆ
બેંક સ્ટેટમેન્ટ,ಬ್ಯಾಂಕ್ ಲೆಕ್ಕವಿವರಣೆ
ભોજન સમારંભ,Banಟ
પટ્ટી પરિષદ,ಪಟ್ಟಿಗ ಮಂಡಳಿ
સોદો,ಚೌಕಾಶಿ
સોદાબાજી,ಚೌಕಾಶಿ
ઉજ્જડ જમીન,ಬಂಜರು ಭೂಮಿ
સાપ્તાહિક,ಚೂರು
પાયો,ಬೇನೆ
તબાને,ಆಧಾರರಹಿತ
આધાર,ನೆಲಮಾಳಿಗೆ
મુખ્ય વર્ષ,ಮೂಲ ವರ್ಷ
પાયાની,ಮೂಲಭೂತ
મૂળભૂત રીતે,ಮೂಲವಾಗಿ
મૂળ બાતમી,ಮೂಲ ಬುದ್ಧಿ
મૂળ પગાર,ಮೂಲಭೂತ ವೇತನ
