Malayalam,Telugu
അഡാപ്റ്റീവ് ട്രാൻസ്വേഴ്സ് ഇക്വൈസർ,అడాప్టివ్ ట్రాన్స్వర్సల్ ఈక్వలైజర్
എൻട്രി ചേർത്തു,ఎంట్రీ జోడించబడింది
കൂട്ടിച്ചേര്ക്കുക,అనుబంధం
ആംഗം,Adder
എ ഷട്രക്റ്റർ,అడెర్ సబ్‌ట్రాక్టర్
ഫയൽ ചേർക്കുക,ఫైల్ జోడించండి
അധിക പ്രതീകം (= പ്രത്യേക പ്രതീകം),అదనపు అక్షరం (= ప్రత్యేక అక్షరం)
ബഹുമതി,అదనంగా రికార్డర్
കൂട്ടിച്ചേർക്കലാ പട്ടിക,అదనంగా పట్టిక
അഡിറ്റീവ് ആട്രിബ്യൂട്ട്,సంకలిత లక్షణం
മോഡ് ചേർക്കുക,మోడ్‌ను జోడించండి
പ്രവർത്തനം ചേർക്കുക,ఆపరేషన్ జోడించండి
അഭിസംബോധന ചെയ്യുക,చిరునామా
വിലാസ നടപടി,చిరునామా కొలత
അഭിസംബോധന ചെയ്യാവുന്ന തിരശ്ചീന സ്ഥാനം,చిరునామా క్షితిజ సమాంతర స్థానం
വിലാസ പോയിന്റ്,చిరునామా పాయింట్
അഭിസംബോധന ചെയ്യാവുന്ന സ്ഥാനം,చిరునామా స్థానం
വിലാസ രജിസ്റ്റർ,చిరునామా రిజిస్టర్
വിലാസ സംഭരണം,చిరునామా నిల్వ
അഭിസംബോധന ചെയ്യാവുന്ന ലംബ സ്ഥാനം,చిరునామా నిలువు స్థానం
വിലാസ ബസ്,చిరునామా బస్సు
വിലാസ കോഡ്,చిరునామా కోడ్
വിലാസ താരതമ്യക്കാരൻ,చిరునామా కంపారిటర్
വിലാസ കണക്കുകൂട്ടൽ,చిరునామా గణన
വിലാസ സ്ഥിരത,చిరునామా స్థిరాంకం
വിലാസ പരിവർത്തനം,చిరునామా మార్పిడి
വിലാസ ഡാറ്റ,చిరునామా డేటా
മെമ്മറി അഭിസംബോധന ചെയ്തു,చిరునామా మెమరీ
വിലാസ ഫലപ്രദമാണ്,చిరునామా ప్రభావవంతంగా ఉంటుంది
വിലാസ ഫീൽഡ്,చిరునామా ఫీల్డ్
വിലാസ ഫോർമാറ്റ്,చిరునామా ఆకృతి
വിലാസ സ contry ജന്യ പ്രോഗ്രാം,చిరునామా ఉచిత ప్రోగ్రామ్
അഭിസംബോധന,చిరునామా
"അഭിസംബോധന
 കഥാപാതം","చిరునామా
 పాత్ర"
അഭിസംബോധന ഇന്ററപ്റ്റ്,అంతరాయాన్ని పరిష్కరించడం
വിലാസം ലൂപ്പ്,చిరునామా లూప్
വെർച്വൽ മെമ്മറി അഭിസംബോധന ചെയ്യുന്നു,వర్చువల్ మెమరీని పరిష్కరించడం
വിലാസം ഇന്റർലേസിംഗ്,చిరునామా ఇంటర్లేసింగ్
വിലാസരഹിതമായ നിർദ്ദേശങ്ങൾ ഫോർമാറ്റ്,చిరునామా లేని సూచనల ఆకృతి
വിലാസ ലൈൻ,చిరునామా లైన్
വിലാസ മാപ്പിംഗ്,చిరునామా మ్యాపింగ్
വിലാസ അടയാളം,చిరునామా గుర్తు
വിലാസ പരിഷ്ക്കരണം,చిరునామా మార్పు
വിലാസ ഭാഗം,చిరునామా భాగం
വിലാസം പോയിന്റർ,చిరునామా పాయింటర్
വിലാസ രജിസ്റ്റർ,చిరునామా రిజిస్టర్
വിലാസ സിഗ്നൽ,చిరునామా సిగ్నల్
വിലാസ വലുപ്പം,చిరునామా పరిమాణం
വിലാസ ഇടം,చిరునామా స్థలం
വിലാസ ബഹിരാകാശ ഐഡന്റിഫയർ,చిరునామా స్పేస్ ఐడెంటిఫైయర్
വിലാസ സ്റ്റോപ്പ്,చిరునామా స్టాప్
വിലാസ ട്രെയ്സ്,చిరునామా ట్రేస్
വിലാസ ട്രാക്ക്,చిరునామా ట్రాక్
വിവർത്തനം വിവർത്തനം ചെയ്യുക,చిరునామా అనువాదం
വിലാസ പരിഭാഷകന്,చిరునామా అనువాదకుడు
ചേർക്കുക-കുറയ്ക്കുക സമയം,జోడించు-ఉపశమనం సమయం
സമയം ചേർക്കുക,సమయాన్ని జోడించండి
വാര്ത്താവകം,ప్రక్కనే
അഡ്ജഞ്ചൻസിൻസ് ഘടന,ప్రక్కనే ఉన్న నిర్మాణం
തൊട്ടടുത്തുള്ള ചാനൽ,ప్రక్కనే ఉన్న ఛానల్
അടുത്തുള്ള ഡൊമെയ്ൻ,ప్రక్కనే ఉన్న డొమైన్
തൊട്ടടുത്തുള്ള മാട്രിക്സ്,ప్రక్కనే ఉన్న మాతృక
തൊട്ടടുത്തുള്ള നോഡ്,ప్రక్కనే ఉన్న నోడ్
തൊട്ടടുത്തുള്ള സുബരിയ,ప్రక్కనే ఉన్న సబ్‌యారియా
കസ്റ്റേഴ്സ് (സിസ്റ്റം),అడ్జాయింట్ (సిస్టమ్)
കമപ്പെടുത്തുക,సర్దుబాటు
ക്രമീകരിക്കാവുന്ന പരിധി,సర్దుబాటు పరిధి
ടെക്സ്റ്റ് മോഡ് ക്രമീകരിക്കുക,టెక్స్ట్ మోడ్‌ను సర్దుబాటు చేయండి
അഡ്മിനിസ്ട്രേറ്റീവ് ഡാറ്റ പ്രോസസ്സിംഗ്,అడ్మినిస్ట్రేటివ్ డేటా ప్రాసెసింగ్
അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം,పరిపాలనా ఆపరేషన్
അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ,అడ్మినిస్ట్రేటివ్ ఆపరేటర్
അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ സ്റ്റേഷൻ,అడ్మినిస్ట్రేటివ్ ఆపరేటర్ స్టేషన్
അഡ്മിനിസ്ട്രേറ്റീവ് സപ്പോർട്ട് സിസ്റ്റം,పరిపాలనా మద్దతు వ్యవస్థ
നൂതന ആശയവിനിമയ സേവനം,అధునాతన కమ్యూనికేషన్ సేవ
വിപുലമായ വിവര സിസ്റ്റം,అధునాతన సమాచార వ్యవస్థ
വിപുലമായ ഒപ്റ്റിക്കൽ പ്രതീക റീഡർ,అధునాతనమైన ఆప్టికల్ క్యారెక్టర్ రీడర్
വിപുലമായ ശാസ്ത്ര കമ്പ്യൂട്ടർ,అధునాతన శాస్త్రీయ కంప్యూటర్
ഏരിയൽ,ఆకాశయాన
ആകെത്തുകയായുള്ള,మొత్తం
മൊത്തം എക്സ്പ്രഷൻ,మొత్తం వ్యక్తీకరణ
ലക്ഷ്യമിടുന്നു,లక్ష్య వృత్తం
ലക്ഷ്യമിടുന്ന ഫീൽഡ് (= ലക്ഷ്യമിടുന്നത്),లక్ష్యం ఫీల్డ్ (= లక్ష్యం చిహ్నం)
എഡിയൽ ചിഹ്നം,లక్ష్యం చిహ్నం
എയർബോൺ കമ്പ്യൂട്ടർ സിസ്റ്റം,వాయుమార్గాన కంప్యూటర్ వ్యవస్థ
ബീജഗണിത ഐജൻവാലു പ്രശ്നം,బీజగణిత ఈజెన్వాల్యూ సమస్య
"ബീജഗണിത
 സംയോജനം","బీజగణితం
 అనుసంధానం"
ബീജഗണിത ഭാഷ,బీజగణిత భాష
ബീജഗണിത കൃത്രിമത്വം,బీజగణిత మానిప్యులేషన్
ബീജഗണിത കൃത്രിമ ഭാഷ,బీజగణిత మానిప్యులేషన్ భాష
ബീജഗണിത ഓറിയന്റഡ് ഭാഷ,బీజగణిత ఆధారిత భాష
ബീജഗണിത മാറ്റം,బీజగణిత షిఫ్ట్
ബീജഗണിത ചിഹ്ന കൺവെൻഷൻ,బీజగణిత సంకేత సమావేశం
അൽഗോൾ,ఆల్గోల్
അൽഗോൾ സവിശേഷത,ఆల్గోల్ ఫీచర్
അൽഗോൾ പ്രോഗ്രാമിംഗ്,ఆల్గోల్ ప్రోగ్రామింగ్
അൽഗോരിതം,అల్గోరిథం
അൽഗോരിതം അസോസിയേറ്റീവ് ഭാഷ,అల్గోరిథం అసోసియేటివ్ లాంగ్వేజ్
അൽഗോരിതം വർഗ്ഗീകരണം,అల్గోరిథం వర్గీకరణ
അൽഗോരിതം സങ്കീർണ്ണത,అల్గోరిథం సంక్లిష్టత
അൽഗോരിതം കേസബിലിറ്റി,అల్గోరిథం కంప్యూటబిలిటీ
അൽഗോരിത്ത്മിക് വിശകലനം,అల్గోరిథమిక్ విశ్లేషణ
അൽഗോരിത്തിസ് സമീപനം,అల్గోరిథమిక్ విధానం
അൽഗോറിത്ത്മിക് ഭാഷ,అల్గోరిథమిక్ భాష
അൽഗോരിഥമ്മിക് പതിവ്,అల్గోరిథమిక్ దినచర్య
അൽഗോരിതംസിക് സിദ്ധാന്തം,అల్గోరిథమిక్ సిద్ధాంతం
അപരാഭിധാനം,అలియాస్
അപരനാത്മകം,అలియాసింగ్
അപരനാമം (= ഇതര പേര്),అలియాస్ పేరు (= ప్రత్యామ్నాయ పేరు)
വിന്യാപകമായ,అమరిక
നീക്കിവയ്ക്കുക,కేటాయించండి
അലോക്കേഷൻ ഘടന,కేటాయింపు నిర్మాణం
എല്ലാ ഉദ്ദേശ്യ കമ്പ്യൂട്ടറും,ఆల్-పర్పస్ కంప్యూటర్
അക്ഷരമാല പ്രതീകം,అక్షర పాత్ర
അക്ഷരമാല പ്രതീക സെറ്റ്,అక్షర అక్షర సమితి
അക്ഷരമാല പ്രതീക സബ്സെറ്റ്,అక్షర అక్షర ఉపసమితి
അക്ഷരമാല കോഡ്,అక్షర కోడ్
അക്ഷരമാല മാറ്റം,అక్షర షిఫ్ట్
അക്ഷരമാല സ്ട്രിംഗ്,అక్షర స్ట్రింగ్
അക്ഷരമാല വാക്ക്,అక్షర పదం
അക്ഷരമാലാളം,వర్ణమాల
ആഫറാമോമെട്രിക്സ്,ఆల్ఫాజియోమెట్రిక్స్
ആഫളാചിക്,ఆల్ఫామెరిక్
ആൽഫമോസയ്ക്ക്,ఆల్ఫామోసాయిక్
ആൽഫാന്യൂമെറിക്,ఆల్ఫాన్యూమరిక్
ആൽഫാന്യൂമെറിക്കൽ കീബോർഡ് ഉപകരണം,ఆల్ఫాన్యూమరికల్ కీబోర్డ్ పరికరం
ആൽഫാന്യൂമെറിക് പ്രതീക സെറ്റ്,ఆల్ఫాన్యూమరిక్ క్యారెక్టర్ సెట్
ആൽഫാന്യൂമെറിക് കോഡ്,ఆల్ఫాన్యూమరిక్ కోడ్
ആൽഫാന്യൂമെറിക് കോഡ്ഡ് പ്രതീക സെറ്റ്,ఆల్ఫాన్యూమరిక్ కోడెడ్ క్యారెక్టర్ సెట్
ആൽഫാന്യൂമെറിക് ഡാറ്റ,ఆల్ఫాన్యూమరిక్ డేటా
ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം,ఆల్ఫాన్యూమరిక్ డిస్ప్లే పరికరం
ആൽഫാന്യൂമെറിക് എഡിറ്റുചെയ്ത പ്രതീകം,ఆల్ఫాన్యూమరిక్ సవరించిన పాత్ర
ആൽഫാന്യൂമെറിക് ഫീൽഡ്,ఆల్ఫాన్యూమరిక్ ఫీల్డ్
ആൽഫാന്യൂമെറിക് നിർദ്ദേശം,ఆల్ఫాన్యూమరిక్ ఇన్స్ట్రక్షన్
ആൽഫാന്യൂമെറിക് കീബോർഡ്,ఆల్ఫాన్యూమరిక్ కీబోర్డ్
ആൽഫാന്യൂമെറിക് തരം,ఆల్ఫాన్యూమరిక్ విధమైన
ആൽഫാന്യൂമെറിക് സംഭരണം,ఆల్ఫాన్యూమరిక్ స్టోరేజ్
മാറ്റം വരുത്തുന്നതിന് മെമ്മറി,మార్చగల మెమరీ
മാറ്റങ്ങൾ സ്വിച്ച്,మార్పు స్విచ్
മാറ്റം,మార్చడం
മാറ്റ മോഡ്,ఆల్టర్ మోడ్
ഇതര വീണ്ടെടുക്കൽ,ప్రత్యామ్నాయ రికవరీ
ഇതര റൂട്ട്,ప్రత్యామ్నాయ మార్గం
ഇതര റൂട്ടിംഗ്,ప్రత్యామ్నాయ రౌటింగ్
ഇതര ട്രാക്ക്,ప్రత్యామ్నాయ ట్రాక్
ഇതര (= അല്ലെങ്കിൽ പ്രവർത്തനം),ప్రత్యామ్నాయం (= లేదా ఆపరేషన్)
ഇതര ആട്രിബ്യൂട്ട്,ప్రత్యామ్నాయ లక్షణం
"ഇതര നിഷേധം (= അല്ല, പ്രവർത്തനം)",ప్రత్యామ్నాయ తిరస్కరణ (= మరియు ఆపరేషన్ కాదు)
അവ്യക്തത പിശക്,అస్పష్టత లోపం
അവ്യക്തമായ റഫറൻസ്,అస్పష్టమైన సూచన
അനാലോഗ്,అనలాగ్
അനലോഗ് അഡെർ,అనలాగ్ యాడర్
അനലോഗ് ചാനൽ,అనలాగ్ ఛానల్
അനലോഗ് കമ്പ്യൂട്ടർ,అనలాగ్ కంప్యూటర్
അനലോഗ് കൺവെർട്ടർ,అనలాగ్ కన్వర్టర్
അനലോഗ് ഡാറ്റ,అనలాగ్ డేటా
അനലോഗ് ഡിവൈഡർ,అనలాగ్ డివైడర్
അനലോഗ് ഫെസിലിറ്റി ടെർമിനൽ,అనలాగ్ ఫెసిలిటీ టెర్మినల్
"അനലോഗ് ഫംഗ്ഷൻ
 വൈദുതോല്പാദനയന്തം","అనలాగ్ ఫంక్షన్
 జనరేటర్"
അനലോഗ് സംയോജനം,అనలాగ్ ఇంటిగ్రేషన్
അനലോഗ് ഗുണിതം,అనలాగ్ గుణకం
അനലോഗ് പ്രോഗ്രാമിംഗ്,అనలాగ్ ప్రోగ్రామింగ్
അനലോഗ് സ്കെയിലിംഗ്,అనలాగ్ స్కేలింగ్
അനലോഗ് സിഗ്നൽ,అనలాగ్ సిగ్నల్
അനലോഗ് സിമുലേഷൻ,అనలాగ్ అనుకరణ
അനലോഗ് സ്വിച്ച്,అనలాగ్ స్విచ్
അനലോഗ് സിസ്റ്റം,అనలాగ్ వ్యవస్థ
"ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 കൺവെർട്ടർ","డిజిటల్‌కు అనలాగ్
 కన్వర్టర్"
"ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 എൻകോഡർ","డిజిటల్‌కు అనలాగ్
 ఎన్కోడర్"
അനലോഗ് ട്രാൻസ്മിഷൻ,అనలాగ్ ట్రాన్స్మిషన్
അനലോഗ് തരം,అనలాగ్ రకం
വിശകലന ബ്ലോക്ക്,విశ్లేషణ బ్లాక్
വിശകലന മോഡ്,విశ్లేషణ మోడ్
അനലിറ്റിക്കൽ എഞ്ചിൻ,విశ్లేషణాత్మక ఇంజిన్
പൂർവ്വിക ചുമതല,పూర్వీకుల పని
അനുബന്ധ ഉപകരണങ്ങൾ,సహాయక పరికరాలు
ഒപ്പം,మరియు
സർക്യൂട്ട്,మరియు సర్క్యూట్
ഘടകവും,మరియు మూలకం
ഗേറ്റിലും,మరియు గేట్
മാസ്കിംഗ്,మరియు మాస్కింగ్
പ്രവർത്തനമല്ല (= ഒഴിവാക്കൽ,మరియు ఆపరేషన్ కాదు (= మినహాయింపు
പ്രവർത്തനവും,మరియు ఆపరేషన్
അനെക്സ് മെമ്മറി,అనెక్స్ మెమరీ
വ്യാഖ്യാനിലും,ఉల్లేఖనం
Annnuniator,అనన్సియేటర్
ഉത്തരം തിരികെ,తిరిగి సమాధానం ఇవ్వండి
ഉത്തരം കാലതാമസം,సమాధానం ఆలస్యం
ഉത്തരം നൽകുന്നു,సమయం సమాధానం
ഉത്തര വിളക്ക്,సమాధానం దీపం
ഉത്തരം പട്ടിക,జవాబు జాబితా
ഉത്തരം മാത്രം,సమాధానం మాత్రమే
പ്രതീക്ഷ മോഡ്,Ntic హించే మోడ్
മുൻകൂട്ടി ബഫറിംഗ്,ముందస్తు బఫరింగ్
മുൻകൂട്ടി കാരി,ముందస్తు క్యారీ
മുൻകൂട്ടി പങ്കിടൽ,ముందస్తు పేజింగ్
ആന്റിക്കോസിൻസ് പ്രവർത്തനം,ప్రతిస్కందకం ఆపరేషన్
Anticoicient ഘടകം,ప్రతిస్కందకం మూలకం
അപ്രൈയോഡിക് ആന്റിന,అపెరియోడిక్ యాంటెన్నా
അപ്പർച്ചർ കാർഡ്,ఎపర్చరు కార్డు
അപ്പർച്ചർ കോഡ്,ఎపర్చరు కోడ్
അപ്പർച്ചർ സമയം,ఎపర్చరు సమయం
അനുബന്ധം,అనుబంధం
അനുബന്ധ ചുമതല,అనుబంధ పని
അപ്ലിക്കേഷൻ ഡെവലപ്പർ,అప్లికేషన్ డెవలపర్
ആപ്ലിക്കേഷൻ ലെയർ,అప్లికేషన్ లేయర్
ആപ്ലിക്കേഷൻ ഓറിയന്റഡ് ഭാഷ,అప్లికేషన్ ఓరియెంటెడ్ లాంగ్వేజ్
ആപ്ലിക്കേഷൻ പാക്കേജ്,అప్లికేషన్ ప్యాకేజీ
അപ്ലിക്കേഷൻ പ്രോഗ്രാം,అప్లికేషన్ ప్రోగ్రామ్
അപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,అప్లికేషన్ ప్రోగ్రామింగ్
അപേക്ഷ ആവശ്യമായ ഭാഷ,అప్లికేషన్ అవసరం భాష
അപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,అప్లికేషన్ సాఫ్ట్‌వేర్
പേഷൻ,అప్లిక్
ഏകദേശ സിദ്ധാന്തം,ఉజ్జాయింపు సిద్ధాంతం
അനിയന്ത്രിതമായ പ്രവേശനം,ఏకపక్ష ప్రాప్యత
അനിയന്ത്രിതമായ ശ്രേണി കമ്പ്യൂട്ടർ,ఏకపక్ష సీక్వెన్స్ కంప్యూటర్
മാദ്ധസ്ഥം,మధ్యవర్తిత్వ
വാസ്തുവിദ,వాస్తుశిల్పం
ശേഖരം,ఆర్కైవింగ్
ഏരിയ കോഡ്,స్థల సంకేతం
ഏരിയ തിരയൽ,ప్రాంత శోధన
ഏരിയ കൈമാറ്റം,ప్రాంత బదిలీ
ഏരിയ വേരിയബിൾ,ఏరియా వేరియబుల్
വാദം,వాదన
വാദം വിലാസം,ఆర్గ్యుమెంట్ చిరునామా
ആർദ്ര ലിസ്റ്റ്,ఆర్గ్యుమెంట్ జాబితా
അരിറ്റെറ്റിക്കൽ നിർദ്ദേശം,అంకగణిత బోధన
"അരിത്മെറ്റിക്, ലോജിക് യൂണിറ്റ്",అంకగణిత మరియు అంకగణిత విభాగం
അരിത്മെറ്റിക് അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്,అంకగణిత అసైన్‌మెంట్ స్టేట్మెంట్
ഗണിത പരിശോധന,అంకగణిత చెక్
അരിത്മെറ്റിക് സ്ഥിരാങ്കം,అంకగణిత స్థిరాంకం
അരിത്മെറ്റിക് പരിവർത്തനം,అంకగణిత మార్పిడి
അരിത്മെറ്റിക് ഡാറ്റ,అంకగణిత డేటా
ഗണിത അപവാദം,అంకగణిత మినహాయింపు
അരിത്മെറ്റിക് എക്സ്പ്രഷൻ,అంకగణిత వ్యక్తీకరణ
അരിത്മെറ്റിക് നിശ്ചിത പോയിന്റ്,అంకగణిత స్థిర బిందువు
അരിത്മെറ്റിക് ശ്രേണി,అంకగణిత సోపానక్రమం
പ്രസ്താവനയാണെങ്കിൽ അരിത്മെറ്റിക്,అంకగణితం ఉంటే స్టేట్మెంట్
അരിത്മെറ്റിക് ലോജിക്,అంకగణిత తర్కం
അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്,అంకగణిత లాజిక్ యూనిట్
അരിത്മെറ്റിക് പ്രവർത്തനം,అంకగణిత ఆపరేషన్
അരിത്മെറ്റിക് ഓപ്പറേറ്റർ,అంకగణిత ఆపరేటర్
അരിത്മെറ്റിക് ഓവർഫ്ലോ,అంకగణిత ఓవర్ఫ్లో
അരിത്മെറ്റിക് പിക്ചർ ഡാറ്റ,అంకగణిత చిత్ర డేటా
ഗണിത മുൻഗണന,అంకగణిత ప్రాధాన్యత
അരിത്മെറ്റിക് പ്രൈമറി,అంకగణిత ప్రాధమిక
അരിത്മെറ്റിക് രജിസ്റ്റർ,అంకగణిత రిజిస్టర్
അരിത്മെറ്റിക് ബന്ധം,అంకగణిత సంబంధం
അരിത്മെറ്റിക് സ്കാൻ,అంకగణిత స్కాన్
അരിത്മെറ്റിക് വിഭാഗം,అంకగణిత విభాగం
അരിത്മെറ്റിക് ഷിഫ്റ്റ്,అంకగణిత మార్పు
അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്,అంకగణిత బదిలీ
ഗണിത പ്രസ്താവന,అంకగణిత ప్రకటన
അരിത്മെറ്റിക് ടേം,అంకగణిత పదం
അരിത്മെറ്റിക് അണ്ടർഫ്ലോ,అంకగణిత అండర్ఫ్లో
അരിത്മെറ്റിക് യൂണിറ്റ്,అంకగణిత యూనిట్
ശേണി,అమరిక
