Odiya,Malayalam
ଫୋକସ୍ ସିଷ୍ଟମ୍ |,ഫോക്കസ് സിസ്റ്റം
ପଛ ଇଗ୍ନିସନ୍ |,തിരികെ ജ്വലനം
ପଛ ଆଲୋକ,ബാക്ക് ലൈറ്റ്
ସଂକଟ,ഞെട്ടൽ
"ବୟସ, ବୟସ, ବୟସ, ଯୁଗ (ଏଡି।), ସମୟ (ver।), ସମୟ, ସମୟ ଦ୍ୱାରା ପ୍ରଭାବିତ ହେବା |","പ്രായം, പ്രായം, പ്രായം, യുഗം (എഡി.), സമയത്തെ ബാധിക്കാൻ (ver.), സമയം, സമയം ബാധിക്കുക"
ସମୟ ପ୍ରଭାବିତ |,സമയം ബാധിച്ചു
"ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ","വാർദ്ധക്യം, വാർദ്ധക്യം"
ସମୟ ପ୍ରଭାବ,സമയ പ്രഭാവം
ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା,സമയ ഫല പരിശോധന
ମାଧ୍ୟାକର୍ଷଣ |,ഗുരുത്വാകർഷണമില്ലാത്ത
ପୁନ iliation ନିର୍ମାଣ,അനുരഞ്ജനം
"ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |","വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ"
"ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |","ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം"
ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା,എയർ റെസ്പിറേറ്റർ
ଶୀତତାପ ନିୟନ୍ତ୍ରଣ,എയർ കണ്ടീഷനിംഗ്
ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |,എയർക്രൂ ട്രാൻസ്ഫോർമർ
ବିମାନ,വിമാനം
ଶ୍ରେଣୀବଦ୍ଧତା |,വിന്യാസം
ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |,വിന്യാസ പിശക്
ଲାଇଭ୍ ସର୍କିଟ୍ |,ലൈവ് സർക്യൂട്ട്
ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |,മുഴുവൻ ഗ്ലാസ് ട്യൂബ്
ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |,മുഴുവൻ മെറ്റൽ ട്യൂബ്
ଠିକ କରିବା ପାଇଁ,പരിഹരിക്കാൻ
"ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)","മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)"
ମିଶ୍ର,മിശ്രത്വൻ
ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |,സർവ്വവ്യാപിയായ മാധ്യമം
omni ଆଣ୍ଟେନା |,ഓമ്‌നി ആന്റിന
ଆଲମାନାକ |,പഞ്ചഭൂതം
ଆଲଫା,ആൽഫ
ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |,ആൽഫ പ്രവർത്തനം
ବର୍ଣ୍ଣମାଳା,ആൽഫാന്യൂമെറിക്
ଆଲଫା ରଶ୍ମି |,ആൽഫാ റേ
ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,മാറ്റുക
"ବିକଳ୍ପ, ବିକଳ୍ପ","ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്"
ବିକଳ୍ପ,ആൾട്ടർനേറ്റർ
ଉଚ୍ଚତା,ആൾട്ടിമീറ്റർ
ଉଚ୍ଚତା,ആൾട്ടിമീറ്റർ
ଉଚ୍ଚତା,ആൾട്ടിമെട്രി
"ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |","ഉയരം, ഉയരം, ഉയരം, ഉയരം"
ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU),അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU)
amaget ନିୟମ |,ഒരു ഭരണം
ପରିବେଶ,പരിസ്ഥിതി
ଆମିକ୍ରନ୍ |,അമ്ക്രോൺ
ଆମ୍ମିଟର,അമ്മീറ്റർ
ଆମ୍ପେର୍,ആമ്പിയർ
ampere-law,ആമ്പിയർ നിയമം
ଆମ୍ଫିବିଆନ୍ ଆୟନ |,ഉഭയജീവി അയോൺ
ବୃଦ୍ଧି,ആംപ്ലിഫിക്കേഷൻ
ଏମ୍ପ୍ଲିଫାୟର୍,ആംപ്ലിഫയർ
"କୋଣ, ପରିମାପ","ആംഗിൾ, അളവ്"
a। M. U. (ପରମାଣୁ ମାସ ଏକକ),എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്)
ସୁସଙ୍ଗତ,അനുയോജ്യം
ଅନୁରୂପ,സാമ്യം
ବିଶ୍ଳେଷକ |,അനലിസ്റ്റ്
ବିଶ୍ଳେଷଣ |,വിശകലനം
ବିଶ୍ଳେଷଣାତ୍ମକ |,വിശകലനാത്മകമായ
ଅଣ-ବିନ୍ଦୁ |,നോൺ-പോയിന്റ്
ଅସନ୍ତୁଷ୍ଟ |,അസാധാരണമായ
ଏବଂ ଦ୍ୱାର,വാതിലും
ଅଣ-ଆକାଶବାଣୀ |,നോൺ-അക്കോസ്റ്റിക്
ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |,അസാധാരണമായ ഇലാസ്തികത
ଆନ୍ହାଇଡ୍ରସ୍,ജലരഹിതമായ
କୋଣ,കോൺ
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,angstrom യൂണിറ്റ്
କୋଣାର୍କ |,കോണിക
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,പ്രൊട്രാക്ടർ വെർനിയർ
ବିବାଦୀୟ |,തർക്കരഹിതമായ
ସମ୍ମାନଜନକ |,ബഹുമാനമില്ലാത്ത
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,അക്രോമാറ്റിക് കാന്തികവൽക്കരണം
ଅଳସୁଆ |,മന്ദത
ଆୟନ,അയോൺ
ଅସୀମିତ |,അസമമായ
ଆଇସୋଟ୍ରୋପିକ୍ |,ഐസോട്രോപിക്
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,ഐസോട്രോപിസം
ବିଲୋପ,ഇല്ലാതാക്കൽ
ଷଡଯନ୍ତ୍ରକାରୀ,ഗൂഢാലോചനക്കാർ
anode,ആനോഡ്
ଆନାଡାଇଜେସନ୍ |,ആനോഡൈസേഷൻ
ଅସଙ୍ଗତ,പൊരുത്തമില്ലാത്ത
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,ഒപ്റ്റിക്കൽ സിസ്റ്റം
ଆଣ୍ଟେନା |,ആന്റിന
ଆଣ୍ଟିବାୟର୍,ആന്റിബെറിയോൺ
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്
କାଉଣ୍ଟର ବଣ୍ଡ |,കൌണ്ടർ ബോണ്ട്
ଓଲଟା ଶକ୍ତି |,റിവേഴ്സ് പവർ
ଡାଇମାଗ୍ନେଟିକ୍ |,ഡയമാഗ്നറ്റിക്
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ
ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |,വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്
ଆଣ୍ଟିଗ୍ରାଭିଟି,ആന്റിഗ്രാവിറ്റി
ଆଣ୍ଟିଲାମଡା କଣିକା |,ആന്റിലാംഡ കണിക
ଆଲେଲେପଟନ୍ |,അല്ലെലെപ്റ്റൺ
ଡାଇମାଗ୍ନେଟିକ୍ |,ഡയമാഗ്നറ്റിക്
ଆଣ୍ଟିମାଟର୍ |,പ്രതിദ്രവ്യം
ଆଣ୍ଟି ମିସାଇଲ୍,വിരുദ്ധ മിസൈൽ
ଆଣ୍ଟିନାଟ୍ରନ୍ |,ആന്റിന്യൂട്രോൺ
ପଲସିଂ,സ്പന്ദിക്കുന്ന
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,ആന്റി ന്യൂക്ലിയോൺ
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,ആന്റിപാർട്ടിക്കിൾ
ଆଣ୍ଟିପ୍ରୋଟନ୍ |,ആന്റിപ്രോട്ടോൺ
ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |,ആന്റി റിഫ്ലെക്റ്റീവ്
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,ആന്റിസിമെട്രിക്
ପୁନରାବୃତ୍ତି ନୁହେଁ |,ആവർത്തിക്കാത്ത
ଆନାକ୍ରୋନିଜିମ୍ |,അനാക്രോണിസം
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്
ଦ୍ୱାରକ,ദ്വാരക്
"ଉପର, ଉପର, ଆଗ","മുകളിൽ, മുകളിൽ, മുൻഭാഗം"
"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |","സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ"
ଉଦାସୀନ ଲେସ୍ |,ഉദാസീനമായ ലേസ്
ଅଣ-ଦୁ hetic ଖଦାୟକ |,ദയനീയമല്ലാത്ത
ଅକ୍ଷମତା |,വൈകല്യമില്ലാത്തത്
ବହୁତ ଆକ୍ରୋମାଟିକ୍ |,വളരെ അക്രോമാറ്റിക്
"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |","ഭൂമി-ഉയരം, അപ്പോജി"
"ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |","ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള"
ପାରାପୋଲାରିଟି |,പരധ്രുവത്വം
ଉପକରଣ,ഉപകരണം
"ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |","വെർച്വൽ, വിഷ്വൽ"
ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |,ദൃശ്യ സൂര്യൻ
ଭିଜୁଆଲ୍ ସମୟ |,ദൃശ്യ സമയം
ଉଦୀୟମାନ ରୂପ,ഉയർന്നുവരുന്ന രൂപം
ଆବେଦନ,അപേക്ഷ
ପ୍ରଯୁଜ୍ୟତା |,പ്രയോഗക്ഷമത
ପ୍ରୟୋଗ ହୋଇଛି |,അപേക്ഷിച്ചു
ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |,നിരീക്ഷിക്കാവുന്നതാണ്
ଉପାୟ,സമീപനം
"ପାଖାପାଖି, ପାଖାପାଖି","അടുത്ത്, ഏകദേശം"
ଆନୁମାନିକତା,ഏകദേശ കണക്ക്
ବାଷ୍ପ ଚାପ,നീരാവി മർദ്ദം
ସ୍ବେଚ୍ଛାକୃତ,സ്വമേധയാ
"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |","ആർക്ക് ചൂള, ആർക്ക് ചൂള"
ଆର୍କିମିଡିସ୍ ନିୟମ |,ആർക്കിമിഡീസിന്റെ നിയമം
ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |,വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം
ଆର୍କ ଦୀପ,ആർക്ക് ലാമ്പ്
ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |,ആർക്ക്-സ്പെക്ട്രം
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","പ്രദേശം, പ്രദേശം"
"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ","പ്രാദേശിക, പ്രാദേശിക"
"ବାହୁ, ବାହୁ, ଶାଖା |","ഭുജം, ഭുജം, ശാഖ"
ଶ୍ରଦ୍ଧାଳୁ,അമച്വർ
"ଆରେ, ଆରେ","അറേ, അറേ"
ରସିଦ,റിസീവർ
ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |,ഉച്ചാരണ വ്യക്തത
ସିନ୍ଥେଟିକ୍ |,സിന്തറ്റിക്
କୃତ୍ରିମ ସଂକ୍ରମଣ,കൃത്രിമ പരിവർത്തനം
ଆରୋହଣ,ആരോഹണം
ଆରୋହଣ,കയറ്റം
ଆରୋହଣ,കയറുന്നു
ଆଗୋଲି,അഗോലി
ଏକୀକରଣ,സമാഹരണം
ର ସେଟ୍,കൂട്ടം
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
ସଠିକତା ଆକଳନ,കൃത്യമായ കണക്കുകൂട്ടൽ
ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ
"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |","ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത"
ସ୍ ow ର ଶବ୍ଦ,സ്വരാക്ഷര ശബ്ദം
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
asthenic,ആസ്തെനിക്
"ନିବୃତ୍ତତା, astigmatism |","വിട്ടുനിൽക്കൽ, astigmatism"
ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,ജ്യോതിശാസ്ത്രം
ମହାକାଶଚାରୀ,ബഹിരാകാശ സഞ്ചാരി
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,ജ്യോതിശാസ്ത്രജ്ഞൻ
ସ୍ୱର୍ଗୀୟ,സ്വർഗ്ഗീയ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,ജ്യോതിശാസ്ത്രം
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,ജ്യോതിശാസ്ത്രം
ଅସୀମିତ |,അസമമായ
ଅସ୍ମିପଟୋଟିକ୍ |,അസിംപ്റ്റോട്ടിക്
ବୃଦ୍ଧି,വഷളാക്കുന്നു
ଅସନ୍ତୁଳିତ |,അസമന്വിത
"ପରିବେଶ, ପରିବେଶ","അന്തരീക്ഷം, അന്തരീക്ഷം"
ବାୟୁମଣ୍ଡଳ,അന്തരീക്ഷം
ପବନ ଅଶାନ୍ତି |,കാറ്റ് പ്രക്ഷുബ്ധത
ପରମାଣୁ,ആണവ
ପରମାଣୁ,ആറ്റോമിക
ପରମାଣୁ,ആറ്റോമിസിറ്റി
ଆଣବିକ ମାସ,ആണവ പിണ്ഡം
ପରମାଣୁ ସଂଖ୍ୟା,ആറ്റോമിക നമ്പർ
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ"
ପରମାଣୁ,ആറ്റോമിക
କଣିକା,കണം
କଣିକା,കണം
ଆଘାତ,ശോഷണം
"ଆଘାତ, ଆଘାତ","ശോഷണം, ശോഷണം"
ଚମତ୍କାର |,ചാം
ଆକର୍ଷଣର ଶକ୍ତି |,ആകർഷണ ശക്തി
ଶ୍ରବଣତା |,ശ്രവണക്ഷമത
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
ଶ୍ରବଣଯୋଗ୍ୟ |,കേൾക്കാവുന്ന
ଅଡିଓ ଜେନେରେଟର,ഓഡിയോ ജനറേറ്റർ
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,ഓഡിബിലിറ്റി ഗ്രാഫ്
ବିଜ୍ଞାନ ଶୁଣିବା |,കേൾവി ശാസ്ത്രം
ଅଡିଓମିଟର |,ഓഡിയോമീറ്റർ
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ
ଶବ୍ଦ ସଙ୍କେତ,ശബ്ദ സിഗ്നൽ
ଅଡିଓ-ଭିଜୁଆଲ୍ |,ദൃശ്യ-ശ്രാവ്യ
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |","ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം"
OZ ପ୍ରଭାବ,OZ പ്രഭാവം
ପଦୋନ୍ନତି,പ്രമോഷൻ
ଉନ୍ନତିକାରୀ,എൻഹാൻസർ
ପୋଲାର ଅଗ୍ନି,ധ്രുവജ്വാല
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,ദക്ഷിണ ധ്രുവജ്വാല
ଉତ୍ତର ପୋଲାର ଅଗ୍ନି,ഉത്തരധ്രുവ ജ്വാല
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,യാന്ത്രിക മുന്നറിയിപ്പ്
ଅଟୋ ସମାନ୍ତରାଳ,ഓട്ടോ പാരലലൈസർ
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |","ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്"
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ","ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ"
"ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |","സഹായി, സഹകരണം, അധിക"
"ଅଭଡାଭା, ଆଭାଲଚେନ୍","അവദവ, അവലാഞ്ചി"
"ଅର୍ଥ, ଅର୍ଥ","അർത്ഥം, അർത്ഥം"
parivaran,പരിവാരൻ
ଅକ୍ଷୀୟ |,അച്ചുതണ്ട്
ଅକ୍ଷ,അച്ചുതണ്ട്
ଆଜିମ୍ୟୁଥ୍,അസിമുത്ത്
ଆଜିମ୍ୟୁଥ୍,അസിമുത്ത്
ପଛକୁ,തിരികെ
"ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି","പശ്ചാത്തലം, പശ്ചാത്തലം"
"ପଛକୁ, ପଛକୁ","പിന്നോട്ട്, പിന്നോട്ട്"
ବୁଲି ପଡ,ടേൺ എറൗണ്ട്
ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |,ബാക്ക് വോൾട്ടേജ് പൾസർ
ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ,പോസ്റ്റ്-റിലേഷൻഷിപ്പ്
ପରିଶୋଧ,തിരിച്ചടവ്
ଆଣ୍ଟି ଭୋଲଟେଜ୍ |,ആന്റി വോൾട്ടേജ്
ପରବର୍ତ୍ତୀ ବିଛାଇବା |,പിൻഭാഗം ചിതറിക്കൽ
ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |,ഇന്റർസ്റ്റീഷ്യൽ വേവ്
ଇନସୁଲେଟର,ഇൻസുലേറ്റർ
ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |,പാരച്യൂട്ട് ജമ്പ്
ଗରମ,ചൂടാക്കൽ
