Assamese,Odiya
আগমাৰ্ক,ଆଗମାର୍କ |
১/ ভূমি সম্পৰ্কীয় ২/ কৃষি,1. ଜମି ସମ୍ବନ୍ଧୀୟ 2. କୃଷି
কৃষি ক্লিনিক,କୃଷି ଚିକିତ୍ସାଳୟ
১/ কৃষি শ্ৰম ২) কৃষি শ্ৰম,1. କୃଷି ଶ୍ରମ 2. କୃଷି ଶ୍ରମ |
কৃষি বিপণন,କୃଷି ମାର୍କେଟିଂ |
কৃষি প্ৰযুক্তি,କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
1. কৃষি 2. কৃষি 3. কৃষি বিজ্ঞান,1. କୃଷି 2. ଚାଷ 3. କୃଷି ବିଜ୍ଞାନ |
কৃষি বনজ,କୃଷି ଜଙ୍ଗଲ
কৃষি জৈৱ বৈচিত্ৰ্য,କୃଷି ଜ odi ବ ବିବିଧତା |
কৃষি জৈৱিক দোষ,କୃଷି ଜ organic ବିକ ତ୍ରୁଟି |
কৃষি জীৱবিজ্ঞান,କୃଷି ଜୀବ ବିଜ୍ଞାନ |
কৃষি-জলবায়ু বৈচিত্ৰ্য,କୃଷି-ଜଳବାୟୁ ବିବିଧତା |
কৃষি জলবায়ু মণ্ডল সৃষ্টি,agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |
কৃষি বনানীকৰণ,କୃଷି ଜଙ୍ଗଲ
কৃষি বিজ্ঞান,କୃଷି
কৃষিভিত্তিক,ଆଗ୍ରୋନୋମିକ୍
কৃষি পশুপালন,କୃଷି ପାଳକ
শস্য প্ৰক্ৰিয়াকৰণ,ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |
ঘাঁহ বিজ্ঞান,ଘାସ ବିଜ୍ଞାନ |
শস্যৰ প্ৰকাৰ,ଫସଲ ପ୍ରକାର |
এপিফাইট,ଏପିଫାଇଟ୍ |
আইকিওচি মাটি,aikiochi ମାଟି |
ৰঙৰ অন্ধতা,ରଙ୍ଗ ଅନ୍ଧତା |
আলফিছল,ଆଲଫିସୋଲ୍ |
শেলাই,ଶାଗ
শেলাইৰ ৰোগ,ଆଲଗା ରୋଗ
ক্ষাৰকীয় পানী,କ୍ଷାର ଜଳ |
ক্ষাৰকীয়,କ୍ଷାର
বিকল্প,ବିକଳ୍ପ
allelo ৰসায়ন বিজ্ঞান,ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |
এলিল,ଆଲେଲେ
এলেল&#39;পেথী,ଆଲେଲୋପାଥି
ভেঠী শস্য,ଭେଟି ଫସଲ |
consummation,ସମାପ୍ତି
নিষেচন কৰা,ଫର୍ଟିଲାଇଜେସନ୍
১.আপেক্ষিকতা ২.এলোমেট্ৰি,1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |
multiploidy,ମଲ୍ଟିପ୍ଲୋଡି
১/ পেৰাজাইগোচিটি,1. ପାରାଜାଇଗୋସିଟି |
1. বিকল্প বছৰৰ ফলন 2. বিকল্প ফলন,1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |
বিকল্প ভূমি ব্যৱহাৰ,ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |
পৰিৱেশ,ପରିବେଶ
সংস্কাৰক,ସଂସ୍କାରକ
মাইট’ছিছ,ମାଇଟୋସିସ୍
আমিনন,ଆମେନାନ୍
এমোনিয়ন,ଆମୋନିଅନ୍ |
amniferous,amniferous
১.অকাৰ্যকৰী ৰূপ ২.অৰূপী,1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |
উভচৰ মিশ্ৰণ,ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |
এম্ফোটেৰিক,ଆମ୍ଫୋଟେରିକ୍ |
ষ্টকপাইলিং,ଷ୍ଟକପିଲିଂ |
১/ এনাৰোবিক ২.এনাৰোবিক জীৱ,1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |
হেপ্লয়ড,ହାପ୍ଲଏଡ୍ |
কৌণিক ৰোপণ,କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |
পশুপালন,ପଶୁପାଳନ
পশুৰ মল-মূত্ৰ,ପଶୁ ନିର୍ଗମନ
জীৱন্ত শক্তি,ଜୀବନ୍ତ ଶକ୍ତି
অস্বাভাৱিক,ଅସନ୍ତୁଷ୍ଟ |
এবছৰীয়া উদ্ভিদ,ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |
বছেৰেকীয়া,ବାର୍ଷିକ
1. আনন্দ 2. উজ্জ্বলতা,1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ
এন্থ্ৰেক্স,ଆନ୍ଥ୍ରାକ୍ସ
মানৱজনিত কাৰকসমূহ,ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |
জীয়াই থকা,ବଞ୍ଚିବା
১/ এন্টিবায়টিক ২। এন্টিবায়টিক,1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |
repulsive,ଘୃଣ୍ୟ
এন্টিঅক্সিডেন্ট,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
এন্টিটক্সিন,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
ৰিং ফিংগাৰ,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
১.এফিড ২.মহু ৩.চেপা,1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |
শীৰ্ষ কলি,ଉପର ଗୁଣ୍ଡ |
শীৰ্ষ ফলপ্ৰসূতা,ଶିଖର ପ୍ରଭାବ
মৌমাখি ৰখা,ମହୁମାଛି ପାଳନ
অযৌনতা,ସମଲିଙ୍ଗୀତା
এপ&#39;প্টোছিছ,ଆପୋପ୍ଟୋସିସ୍ |
appendages,ଅନୁକ୍ରମଣିକା
appetizer,ଭୋକ
প্ৰয়োগ কৰা হৈছে,ପ୍ରୟୋଗ ହୋଇଛି |
জলজ অপতৃণ,ଜଳୀୟ ତୃଣ
১.গছ ২.গছৰ বাসিন্দা,1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |
শাখা-প্ৰশাখা,ଶାଖା
প্ৰ&#39;ট&#39;বোটানিকেল ৰেকৰ্ড,ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
জ&#39;ন নম্বৰ,ଜୋନ୍ ସଂଖ୍ୟା
১.ক্ষেত্ৰফল ২.ক্ষেত্ৰফল,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
শুকান পৰিৱেশ তন্ত্ৰ,ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |
কুটিলডন,କୋଟିଲଡନ୍ |
সৌৰভ,ସ aur ରଭ |
সুগন্ধিযুক্ত উদ্ভিদ,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
সুগন্ধি চাউল,ସୁଗନ୍ଧିତ ଚାଉଳ |
ইক্ষু পুষ্পন,ଇକଶୁ ପୁଷ୍ପନ୍ |
বীজাণুমুক্ত,ଆସେପ୍ଟିକ୍ |
১.এচেপ্টিক ২.এচেপ্টিক,1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |
অযৌন প্ৰজনন,ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |
আকাৰ,ଆକାର
সম্পত্তি,ସମ୍ପତ୍ତି
১/ আত্মসাৎ ২. আত্মসাৎ,1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |
১.সংঘ ২.সংঘ,1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ
1. স্তম্ভ 2. astringency,1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ
হেটেৰ&#39;জাইগোচিটি,ହେଟେରୋଜାଇଗୋସିଟି |
১.পূৰ্বপুৰুষ ২.আটাভিজম,1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |
কণা,କଣିକା
1. অনিশ্চয়তা 2. বিকলতা,1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |
self pairing,ଆତ୍ମ ଯୋଡି |
অটোলাইছিছ,ଅଟୋଲାଇସିସ୍
1. স্বতঃস্ফূৰ্ত অক্সিডেচন 2. স্বতঃস্ফূৰ্ত অক্সিডেচন,1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |
self multiplexed,ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |
অক্সিন,ଆକ୍ସିନ୍
১/ জোকাৰি যোৱা ২. টোড,1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |
পেনাল ভাইৰাছ,ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |
১.বেচিলাছ ২.বেচিলাছ,1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |
১/ বেক্টেৰিয়া ২) বেক্টেৰিয়া,1. ଜୀବାଣୁ 2. ଜୀବାଣୁ
বেক্টেৰিয়াৰ বিষাক্ত পদাৰ্থ,ଜୀବାଣୁ ବିଷାକ୍ତ
বাগাছ,ବାଗାସେ |
বেলেন্স শ্বীট,ତୂଳନା ପତ୍ର
সুষম সাৰৰ ব্যৱহাৰ,ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |
বাৰ গ্ৰাফ,ବାର୍ ଗ୍ରାଫ୍ |
বাকলি,ଭୁକିବା |
১.বেৰ’মিটাৰ ২.বেৰ’মিটাৰ,1. ବାରୋମିଟର 2. ବାରୋମିଟର |
১. বাজাৰ ২. নিষ্ক্ৰিয় ৩. বন্যাৰ্ত,1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |
1. ভিত্তি 2. ভিত্তি 3. কুপাং,1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |
১.তালা ২.বেচিন,1. ତାଲା 2. ବେସିନ |
তালাবিছাৰী,ତଲାବିସାରି |
১.বেচিষ্টেৰনাম ২.মূল ধাৰণকাৰী,1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |
উপসাগৰীয় বাৰিষা,ଗଲ୍ଫ ମ so ସୁମୀ |
ফলৰ উদ্ভিদ,ଫଳ ଉଦ୍ଭିଦ |
বিছনা,ଶଯ୍ୟା
বিচনা উদ্ভিদ,ଶଯ୍ୟା ଉଦ୍ଭିଦ |
বিচনা চাদৰ,ଶଯ୍ୟା
বুটমাহৰ গুড়,ବିଲା ଗୁଣ୍ଡ |
bellows,ଘଣ୍ଟି
১.ষ্ট্ৰিপ ২.ভূখণ্ড,1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି
লাভ-খৰচ বিশ্লেষণ,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
আকাংক্ষিত (Sampling),ଆଶାକର୍ମୀ (ନମୁନା)
দ্বিবাৰ্ষিক উদ্ভিদ,ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |
দ্বিপদ,ଦ୍ୱିପାକ୍ଷିକ |
বায়&#39;ফেক্টৰ,ବାୟୋଫାକ୍ଟର |
জৈৱিক জলবায়ু,ଜ bi ବିକ ଜଳବାୟୁ |
জৈৱ শক্তি,ଜ o ବ ଶକ୍ତି |
প্ৰাণীৰ পৰিস্থিতিতন্ত্ৰ,ଜୀବଜନ୍ତୁ ପରିବେଶ |
১/ বায়’-প্ৰচেছৰ ২.বায়’-ৰিয়ক্টৰ,1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |
জৈৱমণ্ডল,ଜ bi ବ ଜୀବ |
জৈৱিক,ବାୟୋଟିକ୍ |
প্ৰাণীজগত,ପ୍ରାଣୀ
ডিভিলিংগি,ଡିଭିଲିଙ୍ଗୀ |
ধাৱলান,ଧାୱାଲାନ୍ |
১/প্ৰধ্বাসন (ৰোগ) ২) গাষ্ট ৰোগ,1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |
মিশ্ৰণ,ମିଶ୍ରଣ
১.আংমাৰী (ৰোগ) ২.ব্লাইট (ৰোগ) ২.,1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ)
১/ ফোহা ২. ফোহা ৩. বিস্ফোৰণ ৪. ফোহা,1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |
নীলা বিপ্লৱ,ନୀଳ ବିପ୍ଳବ |
প্লেনাৰ হিটিং চেম্বাৰ,ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |
সমতল উত্তাপন প্ৰযুক্তি,ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
ব্ৰাণ,କଞ୍ଚା |
শাখা-প্ৰশাখা,ଶାଖା
১.ডাল ২.উপশাখা,1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |
বংশবৃদ্ধি,ପ୍ରଜାତି
প্ৰজনন,ପ୍ରଜନନ
আগতীয়াকৈ অংকুৰণৰ চিকিৎসা,ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |
১. পোৱালি ২. কণী ৩. ভ্ৰূণ,1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |
budding,ଅଙ୍କୁରିତ |
বাজেট,ବଜେଟ୍
১.এম্ফোটেৰিক ২.বাফাৰ,1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |
মিঠা আলু,ମିଠା ଆଳୁ
বান্ট (ৰোগ),ବଣ୍ଟ (ରୋଗ)
1. উপ-উৎপাদন 2. উপ-উৎপাদন,1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |
c আৰ্দ্ৰতা নিৰ্দিষ্টকৰণ বক্ৰ,c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର
তেলৰ কেক,ତେଲ କେକ୍ |
১.চূণ ২.কেলচিয়াম,1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |
calcion,କାଲସିଅନ୍ |
ফছফেট আঁতৰোৱা,ଫସଫେଟ୍ ଅପସାରଣ |
১.কিনাটা ২.কালাটা,1. କିନାଟା 2. କାଲାଟା |
১.কেলাছ ২.ৰশ্মি,1. କଲସ୍ 2. କିରଣ
1. ফুলৰ গুটি 2. calyx,1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |
বাহ্যিক শেষ,ବାହ୍ୟ ଶେଷ
এধা,ଏଡା
কেন্সাৰ (বেক্টেৰিয়াৰ ৰোগ),କର୍କଟ (ଜୀବାଣୁ)
কেনিং,କ୍ୟାନିଂ |
আকাশ,ଆକାଶ
বিত্ত,ଅର୍ଥ
পৰগাছা (ডুমুৰৰ),ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି)
১.কেপচুল ২.কেপচুল ৩.কেপচুল,1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |
কাৰ্বনাইজড,ଅଙ୍ଗାରକାମ୍ଳ |
কাৰ্বনেন,ଅଙ୍ଗାରକାମ୍ଳ |
carapace,କାରାପେସ୍ |
এপাত হাতৰ অলংকাৰ,ବ୍ରେସଲେଟ୍
1. ঢালাই (লোহা) 2. ক্ষীপতি (পোক),1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ)
কেটাবলিজম,କାଟାବୋଲିଜିମ୍ |
প্ৰৰোচনা,ପ୍ରେରଣା
1. পোক 2. পোক,1. କୀଟପିଲା 2. କୀଟପିଲା |
গ ঘ. এন. ক. সংগ্ৰহ,c d। N. a। ସଂଗ୍ରହ
পৰিসৰ,ପରିସର
১.কোষ ২.কোষ,1. କକ୍ଷ 2. କକ୍ଷ
কেন্দ্ৰীয় ফ্ৰন্ট ব্যৱস্থা,କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |
1. বিন্দু 2. ফোকাচ,1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |
কেন্দ্ৰচালিতকৰণ,ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
কেন্দ্ৰচালিত কৰক,ସେଣ୍ଟ୍ରିଫୁଗ୍
তাৰকা কেন্দ্ৰ,ତାରା କେନ୍ଦ୍ର |
এপিজেনেটিক,epigenetic
কেন্দ্ৰজা,କେନ୍ଦୁ ra ର
loom,ଲୁମ୍
১/ শস্যৰ বীজ ২. ছিৰিয়েল,1. ଶସ୍ୟ 2. କ୍ରମିକ |
১.প্ৰমাণীকৰণ ২.প্ৰমাণীকৰণ,1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର
প্ৰমাণিত বীজ,ପ୍ରମାଣିତ ବିହନ |
১) খেৰ ২.কুট্টি ৩.শালক সহপাত্ৰ,1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |
১.নিভাগ ২.কৈলাজা,1. ନିବାଗ 2. କ ail ଲାଜା |
চাইম&#39;গ্ৰাফী,ଚିମୋଗ୍ରାଫି
১.কিয়াজমা ২.ব্যস্ত,1. କିଆଜମା 2. ବ୍ୟସ୍ତ
ছুপাৰকুলিং ঘন্টা,ସୁପରକୋଲିଂ ଘଣ୍ଟା |
হিম ক্ষতি,ବରଫର କ୍ଷତି |
১/ ভিচিৰোটাকি ২.চিমেৰা,1. ଭିଚିରୋଟାକି 2. ଚିମେରା |
সেউজীয়া দাইল,ସବୁଜ ପୋଖରୀ |
১.পাতল ২.সেউজীয়া,1. ପତ୍ର 2. ସବୁଜ
চাইন&#39;ছিছ,ସିଆନୋସିସ୍ |
জৈৱিক বিতৰণ বিজ্ঞান,ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |
১) ক্ৰ’মেটিড ২) আধা ক্ৰম’জম,1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |
ক্ৰ&#39;মেটিন,କ୍ରୋମାଟିନ୍
ক্ৰ&#39;মাট&#39;গ্ৰাফী,କ୍ରୋମାଟୋଗ୍ରାଫି |
ক্ৰ&#39;মেটিনেচন,କ୍ରୋମାଟିନେସନ୍
অলিন্দৰ বিন্দু,atrial point
ক্ৰ&#39;মেট&#39;জেনেছিছ,କ୍ରୋମାଟୋଜେନେସିସ୍
১/ ক্ৰম’প্ৰটিন ২.ৰঞ্জক প্ৰটিন,1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |
১.ক্ৰম’জম ২.ক্ৰম’জম,1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |
1. দীৰ্ঘদিনীয়া 2. দীৰ্ঘদিনীয়া 3. দীৰ্ঘদিনীয়া 4. অচল,1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |
ট্যাগ এর সাথে ছবি &#39;citrange&#39;:,citrange
পতন উৎসৱ,ପତିତପାବନ ପର୍ବ |
শ্ৰেণীবিভাজন,ବର୍ଗୀକରଣ
১.মাটি ২.মাটি,1. ମାଟି 2. ମାଟି
১/ পৰিষ্কাৰ কৰা ২.স্ক্ৰাব কৰা ৩. পৰিষ্কাৰ কৰা ৪.বিশুদ্ধকৰণ,1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |
স্থায়ী পৰগাছা,ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |
ক্ৰুচিফেৰাছ ফল,କ୍ରୁଶବିହୀନ ଫଳ |
জলবায়ু,ଜଳବାୟୁ
জলবায়ুবিজ্ঞান,ଜଳବାୟୁ
shear,କେଶ
গোট (মাটি),ଗୁଣ୍ଡ (ମାଟି)
ক্ল&#39;ন,କ୍ଲୋନ୍ |
১.ডাৱৰ ২.ডাৱৰ,1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |
ক্লাম্প,ump ୁଲା |
মুঠি,ଗୁଣ୍ଡ |
১.মোটা ২.ৰুক্ষ ৩.কেঁচা ৪.ৰুক্ষ,1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |
১.আৱৰণ ২.চামৰাৰ টুকুৰা,1. କଭର 2. ଚମଡା
কয়া,କୋୟା
১/ কো-এনজাইম ২.কো-এনজাইম,1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |
সংহতি,ମିଳନ
১/ আঁহ (পাট পাট) ২) নাৰিকল মোটা,1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |
মুলংকুৰ চোলা,ମୁଲାନକୁର ଚୋଲା |
,
কলয়ড (মাটি),କୋଲଏଡ୍ (ମାଟି)
১.স্তম্ভ ২.কলমেলা,1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା
১/ শাস্তি ২.স্তম্ভ ৩.স্তম্ভ,1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ
কমিউনিয়ন,ଯୋଗାଯୋଗ
বাণিজ্যিক বেংক,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |
১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী,1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ
সমুদায়,ସମ୍ପ୍ରଦାୟ
সংকোচন (মাটিৰ),ସଙ୍କୋଚନ (ମାଟିର)
1. সামঞ্জস্যতা 2. সামঞ্জস্যতা,1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |
সামঞ্জস্যতা,ସୁସଙ୍ଗତତା
১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ,1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ
প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
