Bengali,English
1. পুষ্পমঞ্জরী 2. গ্রীষ্মকালীন সুপ্ততা,aestivation
রোগের বিজ্ঞান,aetiology (etiology)
বনায়ন,afforestation
1. আন্দোলন 2. অশান্তি,agitation
এগমার্ক,agmark
1. জমি সংক্রান্ত 2. কৃষি,agrarian
কৃষি ক্লিনিক,agricultural clinic
1. কৃষি শ্রম 2. কৃষি শ্রম,agricultural labour
কৃষি বিপণন,agricultural marketing
কৃষি প্রযুক্তি,agricultural technology
1. কৃষি 2. চাষাবাদ 3. কৃষি বিজ্ঞান,agriculture
কৃষি বনায়ন,agrisilviculture
কৃষি জীববৈচিত্র্য,agrobiodiversity
কৃষি জৈব ত্রুটি,agrobiological defects
কৃষি জীববিজ্ঞান,agrobiology
কৃষি-জলবায়ু বৈচিত্র্য,agroclimatic diversity
কৃষি জলবায়ু অঞ্চল সৃষ্টি,agroclimatic zoning
কৃষি বনবিদ্যা,agroforestry
কৃষিবিদ্যা,agrology
কৃষিবিজ্ঞান,agronomy
কৃষি যাজক,agropastoral
ফসল প্রক্রিয়াকরণ,agroprocessing
ঘাস বিজ্ঞান,agrostology
ফসলের ধরন,agrotype
এপিফাইট,air plant
aikiochi মাটি,akiochi soil
বর্ণান্ধতা,albinism
আলফিসল,alfisols
শৈবাল,algae
শেওলা রোগ,algal disease
ক্ষার জল,alkali water
ক্ষারীয়,alkaline
বিকল্প,allele
অ্যালেলো রসায়ন,allelochemicals
অ্যালিল,allelomorph
অ্যালিলোপ্যাথি,allelopathy
ভেথি ফসল,alley cropping
পরিপূর্ণতা,allocarpy
নিষিক্তকরণ,allogamy
1. আপেক্ষিকতা 2. অ্যালোমেট্রি,allometry
multiploidy,allopolyploid
1. প্যারাজিগোসিটি,allosynapsis (allosyndesis)
1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন,alternate bearing
বিকল্প ভূমি ব্যবহার,alternate land use
পরিবেশ,ambient
সংস্কারক,ameliorant
মাইটোসিস,amitosis
আমীনান,amminization
ammonion,ammonification
amniferous,ammonifier
1. অকার্যকর রূপ 2. অরূপী,amorph
উভচর মিশ্রণ,amphimixis
amphoteric,amphoteric
মজুদ,anabolism
1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব,anaerobe
হ্যাপ্লয়েড,aneuploid
কৌণিক রোপণ,angle planting
পশুপালন,animal husbandry
প্রাণীর মলমূত্র,animal refuse
জীবন্ত শক্তি,animate energy
অস্বাভাবিক,anisoploid
এক বছর বয়সী উদ্ভিদ,annual plant
বার্ষিক,annual
1. পরমানন্দ 2. উচ্ছ্বাস,anthesis
অ্যানথ্রাক্স,anthrax
নৃতাত্ত্বিক কারণ,anthropogenic factor
বেঁচে থাকা,antibiosis
1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক,antibiotic
বিকর্ষণকারী,antidote
অ্যান্টিঅক্সিডেন্ট,antioxidants
অ্যান্টিটক্সিন,antitoxin
অনামিকা আঙুল,anulus
1. এফিড 2. মাহু 3. চেপা,aphid
শীর্ষ কুঁড়ি,apical bud
সর্বোচ্চ কার্যকারিতা,apical dominance
মৌমাছি পালন,apiculture (bee keeping)
অযৌনতা,apomixis
apoptosis,apoptosis
পরিশিষ্ট,appendage
ক্ষুধার্ত,appetizer
প্রয়োগ করা,applied
জলজ আগাছা,aquatic weed
1. গাছ 2. গাছের বাসিন্দা,arboreal
শাখা,arborization
প্রোটোবোটানিকাল রেকর্ড,archaeo-botanical records
জোন নম্বর,area statistics
1. এলাকা 2. এলাকা,area
শুষ্ক বাস্তুতন্ত্র,arid ecosystem
cotyledon,aril
সৌরভ,aroma
সুগন্ধি উদ্ভিদ,aromatic plant
সুগন্ধি চাল,aromatic rice
ইক্ষু পুষ্পন,arrowing
অ্যাসেপটিক,asepsis
1. অ্যাসেপটিক 2. অ্যাসেপটিক,aseptic
অস্ত্রোপচার,asexual propagation
আকার,assay
সম্পদ,assets
1. আত্তীকরণ 2. আত্তীকরণ,assimilation
1. সমিতি 2. সমিতি,association
1. কলাম 2. কৃপণতা,astringent
হেটেরোজাইগোসিটি,asynapsis
1. পূর্বপুরুষ 2. অ্যাটাভিজম,atavism
কণা,atomizer
1. অনিশ্চয়তা 2. দুর্বলতা,atrophy
স্ব জোড়া,autogamy
অটোলাইসিস,autolysis
1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ,autooxidation
স্বয়ং মাল্টিপ্লেক্সড,autopolyploid
অক্সিন,auxins
1. কাঁপানো 2. টোড,awn (bristle)
পেনাল ভাইরাস,baccilovirus
1. ব্যাসিলাস 2. ব্যাসিলাস,bacillus
1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া,bacteria
ব্যাকটেরিয়াল টক্সিন,bacteriotoxin
ব্যাগাস,bagasse
ব্যালেন্স শীট,balance sheet
সুষম সার ব্যবহার,balanced fertilization
বার গ্রাফ,bar diagram
বাকল,bark
1. ব্যারোমিটার 2. ব্যারোমিটার,barometer
1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর,barren
1. বেস 2. বেস 3. কাপং,base
1. টালা 2. বেসিন,basin
তালাবিসারি,basipetal
1. বেসিস্টেরনাম 2. রুট ধারক,basisternum
উপসাগরীয় বর্ষা,bay monsoon
ফলের উদ্ভিদ,bearing plant
বিছানা,bed
বিছানা উদ্ভিদ,bedder
বিছানাপত্র,bedding
বীট গুড়,beet molasses
বেল,bellows
1. স্ট্রিপ 2. ভূখণ্ড,belt
লাভ-খরচ বিশ্লেষণ,benefit-cost analysis
উচ্চাকাঙ্ক্ষী (স্যাম্পলিং),biased (sampling)
দ্বিবার্ষিক গাছপালা,biennial
দ্বিপদ,binomial
বায়োফ্যাক্টর,bioagent
জৈবিক জলবায়ু,bioclimate
জৈব শক্তি,bioenergy
প্রাণীজগতের বাস্তুসংস্থান,bionomics
1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি,bio-reactor
জীবজগৎ,biosphere
জৈবিক,biotic
প্রাণীজগত,biotype
ডিভিলিঙ্গি,bisexual
ধওলান,blanching
1. প্রধবাসন (রোগ) 2. দমকা রোগ,blast
মিশ্রন,blend
1. আংমারী (রোগ) 2. ব্লাইট (রোগ),blight
1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা,blister
নীল বিপ্লব,blue revolution
প্ল্যানার হিটিং চেম্বার,bottom heat chamber
প্ল্যানার হিটিং প্রযুক্তি,bottom heat technique
তুষ,bran
শাখা,branching
1. ডালপালা 2. উপশাখা,branchlet
বংশবৃদ্ধি,breed
প্রজনন,breeding
প্রাথমিক অঙ্কুর চিকিত্সা,brimming
1. বাচ্চা 2. ডিম 3. ভ্রূণ,brood
উদীয়মান,budding
বাজেট,budget
1.অ্যাম্ফোটেরিক 2. বাফার,buffer
মিষ্টি আলু,bulb
বান্ট (রোগ),bunt
1. উপজাত 2. উপজাত,by-product
c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা,c moisture characteristic curve
তেল পিষ্টক,cake
1. চুন 2. ক্যালসিয়াম,calcarious
ক্যালসিয়ন,calcification
ফসফেট অপসারণ,calcination of phosphate
1. কিনাটা 2. কালটা,callosity
1.ক্যালাস 2. রশ্মি,callus
1. সেপালস 2. ক্যালিক্স,calyx
বহির্মুখী শেষ,calyx-end
এধা,cambium
ক্যানকার (ব্যাকটেরিয়াজনিত রোগ),canker
ক্যানিং,canning
আকাশ,canopy
অর্থায়ন,capital
পরাগায়ন (ডুমুরের),caprification
1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল,capsule
কার্বনাইজড,carbonated
কার্বনান,carbonization
ক্যারাপেস,carpel
ব্রেসলেট,carpus
1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা),casting
catabolism,catabolism
প্ররোচনা,catalysis
1. শুঁয়োপোকা 2. শুঁয়োপোকা,caterpillar
গ d. এন. ক সংগ্রহ,C-DNA Library
পরিসীমা,ceiling
1. কোষ 2. কোষ,cell
কেন্দ্রীয় ফ্রন্ট সিস্টেম,central leader system
1. পয়েন্ট 2. ফোকাস,centric
কেন্দ্রীকরণ,centrifugation
সেন্ট্রিফিউজ,centrifuge
তারকা কেন্দ্র,centriole
এপিজেনেটিক,centrogenic
কেন্দ্রজা,centrogenous
তাঁত,cercus
1. সিরিয়াল 2. সিরিয়াল,cereal
1. সার্টিফিকেশন 2. সার্টিফিকেশন,certification
প্রত্যয়িত বীজ,certified seed
1. খড় 2. কুট্টি 3. শলক সহপাত্র,chaff
1. নিভাগ 2. কৈলাজা,chalaza
কাইমোগ্রাফি,chemotropism
1. কিয়াজমা 2. ব্যস্ত,chiasma
সুপার কুলিং ঘন্টা,chilling hours
তুষারপাত ক্ষতি,chilling injury
1. ভিচিরোটাকি 2. কাইমেরা,chimera
সবুজ porridge,chloranthy
1. পাতা 2. সবুজ,chlorophyll
সায়ানোসিস,chlorosis
জৈবিক বিতরণ বিজ্ঞান,chorology
1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম,chromatid
ক্রোমাটিন,chromatin
ক্রোমাটোগ্রাফি,chromatography
ক্রোমাটিনলেশন,chromatolysis
অলিন্দ বিন্দু,chromocentre
ক্রোমাটোজেনেসিস,chromogenesis
1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন,chromoprotein
1. ক্রোমোজোম 2. ক্রোমোজোম,chromosome
1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত,chronic
citrange,citrange
শরৎ উৎসব,cladode
শ্রেণীবিভাগ,classification
1. কাদামাটি 2. কাদামাটি,clay
1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন,cleaning
অবিরাম পরাগায়ন,cleistogamy
ক্রুসিফেরাস ফল,climacteric fruit
জলবায়ু,climate
জলবায়ুবিদ্যা,climatology
শিয়ার,clipper
পিণ্ড (কাদামাটি),clod
ক্লোন,clone
1.মেঘ 2.মেঘ,cloud
clump,clump
গুচ্ছ,cluster
1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ,coarse
1. কভার 2. লেদারেট,coat (seed)
কোয়া,cocoon
1. কোএনজাইম 2. কো-এনজাইম,coenzyme
সংহতি,cohesion
1. ফাইবার (পাট পাট) 2. নারকেল মোটা,coir
মুলাঙ্কুর চোলা,coleorrhiza
,collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा
কলয়েড (মাটি),colloid (soil)
1.কলাম 2.columella,columella
1. শাস্তি 2. কলাম 3. কলাম,column
যোগাযোগ,commensalism
বাণিজ্যিক ব্যাংক,commercial bank
1. পণ্য 2. পণ্যদ্রব্য,commodity
সম্প্রদায়,community
কম্প্যাকশন (মাটির),compaction (of soil)
1. সামঞ্জস্যতা 2. সামঞ্জস্য,compatibility
সামঞ্জস্য,compatibility
1. ক্ষতিপূরণ 2. ক্ষতিপূরণ,compensation
প্রতিযোগিতামূলক মিথস্ক্রিয়া,competitive interaction
সম্পূরক ফসল,complementary crop
1. যৌগিক 2. জটিল,complex
গঠনকারী,component
গঠন,composition
কম্পোস্ট,compost
চক্রবৃদ্ধিহারে সুদ,compound interest
গণনা,computation
1. কম্পিউটার 2. কম্পিউটার,computer
1. একাগ্রতা 2. একাগ্রতা,concentration
1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী,conditioner
পরিবাহিতা,conductance
1. কনফিগারেশন 2. কনফিগারেশন,configuration
1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য,conformity
1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন,confounding
সংযোজন,conjugation
1. সংযোজক 2. সংযোগকারী,connective
সুরক্ষা,conservation
একত্রীকরণের,consolidation
1. উপাদান 2. উপাদান,constituents
ভোক্তা,consumer
খরচ,consumption
দূষণ,contamination
কনট্যুর রোপণ,contour planting
কনট্যুর লাইন,contour
1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং,contract farming
নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ,controlled storage
সমবায় ব্যাংক,co-operative bank
সমবায় সমিতির সদস্য,cooperator
গুলমাভান,coppice
cubed,corm
1. ডালপুঞ্জ 2. করোলা,corolla
1. কর্টেক্স 2. কর্টেক্স,cortex
খরচ,cost
cotyledon,cotyledon (seed)
ক্রেডিট কমিটি,credit society
1. ঋণ 2. ক্রেডিট,credit
1. ঋণদাতা 2. পাওনাদার,creditor
1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার,crest
প্রত্যাহার,crinkle
সমস্যা,crisis
পরীক্ষা,criterion
সমালোচনামূলক,critical
শস্য বীমা,crop insurance
ফসল ঋণ,crop loan
1. ফসল 2. ফসল,crop
চাষ এলাকা,cropping area
ক্রস বেমানান,cross-incompatible
1. মুকুট 2. চূড়া (উদ্ভিদ),crown (plant)
নরম কণা,crumb
ভূত্বক,crust
1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম,cryptogam
ছাঁটাই (ফল),cull (fruits)
কলম,culm
চাষের বৈচিত্র্য,cultivar
1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ,cultivation
1. কৃষক 2. চাষী,cultivator
1. চাষ 2. চাষ 3. লালনপালন,culture
1.সম্পদ 2.প্রস্তুতি,curing
1.কুন্তালন 2.কুঞ্চন,curling
ভঙ্গি,currency
1. এপিডার্মিস 2. কিউটিকল,cuticle
1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং,cutting
1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম,cyst
সাইটোক্রোম,cytochrome
সেল কাপলিং,cytogamy
কোষের প্রজনন,cytogenesis
কোষ জেনেটিক্স,cytogenetics
সাইটোপ্লাজমিক বিভাগ,cytokinesis
কোষ বিদ্যা,cytology
কোষের লাইসিস,cytolysis
1. সাইটোমের 2. কোষ বিভাজন,cytomere
সাইটোপ্লাজম,cytoplasm
1. ডেইরি 2. ডেইরি,dairy
দুগ্ধ শিল্প,dairying
1. বাঁধ 2. ব্রিডার,dam
দিন পরম উদ্ভিদ,day-neutral
ফুল ফোটার পর দিন,days after flowering
ফুল ফোটার পর দিন,days after full bloom
অদক্ষতা,deblossoming
decalcification,decalcification
1. অপসারণ 2. অপসারণ,decant
ক্ষয়,decay
পর্ণমোচী,deciduous
1. দশমিক 2. দশমিক,decimal
হীনমন্যতা,deficiency
অনুরান (মাটি),deflocculation (soil)
বিপুষ্পন,defloration
বিলিং,defoliation
বন নিধন,deforestation
অসম্মান,degeneration
অধঃপতন,degradation
অংশ দিন,degree days
1. পরিমাণ 2. অংশ,degree
dehiscence,dehiscence
ভুসি অপসারণ,dehulling
ভুসি অপসারণ,dehusking
পানিশূন্যতা,dehydration
নির্জল,dehydrator
চাহিদা,demand
1. বিকৃতকরণ 2. গুণ,denaturation
বর্জন,denudation
1. জমা (মাটি) 2. জমা (অর্থনীতি),deposit
আমানত,deposition
1. অবচয় 2. অবচয়,depreciation
বিশুদ্ধকরণ,desalinization
1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন,desiccation
1. ডিজাইন 2. ডিজাইন,design
শুষ্ক,dessicator
কার্নেল অপসারণ,destoning
de-intercalation,desuckering
সংযোজন,desynapsis
1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন,detassel
বল্লার বা কুন্দন কাটিং,detasseling
নির্ধারক,determinant
অবমূল্যায়ন,devaluation
উদ্ভিজ্জ,devegetation
বিচ্যুতি,deviation
দ্বিগুণ,diad
রোগ নির্ণয়,diagnosis
বিভিন্ন পরিপক্কতা,dichogamy
বিভাজন,dichotomy
1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ),dicotyledon (seed)
পিঠের রোগ,die back (disease)
1. ডিফিউশন 2. ডিফিউশন,diffusion
হজম ক্ষমতা,digestibility
ডাইহাইব্রিড,dihybrid
1. বাঁধ 2. ড্রেন 3. পরিবার,dike (dyke)
সামান্য,dilute
1. একগামী 2. একগামী,dioecious
ডিপ্লয়েড,diploid
1. ডিপ্লয়েড 2. ডিপ্লয়েড,diploid
ডাইপোল,diplonema
1. নিষ্কাশন 2. কুঁড়ি অপসারণ,disbudding
1. লাঙ্গল চাষ 2. স্পিনিং,discing
ছাড়,discount
জীবাণুমুক্তকরণ,disinfection
1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ,dispersion
1. বিক্ষিপ্তকরণ 2. ভিন্নতা,dissemination
বৈচিত্রতা,diversification
বৈচিত্র্যময় কৃষি,diversified farming
ডিএনএ পদক্ষেপ,DNA Ladder
ডিএনএ রিসিভার,DNA receptor
ডক ভাড়া,dockage
কার্যকর,dominant
সুপ্ততা,dormancy
1. পরিমাণ 2. ডোজ 3. ডোজ,dose
ডবল সিগমায়েড বক্ররেখা,douole sigmoid curve
1. দমকা 2. প্রসারিত,draft (draught)
1. নিষ্কাশন ড্রেন 2. বর্জ্য,drain
নিষ্কাশন,drainage
আকর্ষণ,draw
1. ওষুধ দিন 2. ভিজিয়ে দিন,drenching
প্রসাধনী (বীজ),dressing (seed)
1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger,drill (n.)
1. গর্ত 2. ড্রিল 3. ড্রিল,drilling (ag. engg)
1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা,drilling (agronomy)
ড্রিপ সেচ,drip irrigation
শুকনো চাষ,dryland farming
1.ধুলো 2.বুকনি,dust
1. ডাস্টার 2. বিক্ষিপ্তকারী,duster
ছিটানো,dusting
1. বামন 2. বামন,dwarf
বামন পিরামিড,dwarf pyramid
ভামিনী ভবন,dwarfing
বাস্তুশাস্ত্র,ecology
অর্থনীতি,econometrics
অর্থনৈতিক দক্ষতা,economic efficiency
পরিস্থিতিগত প্রকার,ecotype
অতিরিক্ত স্তরিত,ectotrophic
নরম,edaphic
মৃত্তিকা বিজ্ঞান,edaphology
1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার,edging
খাদ্য অংশ,edible part
চাহিদার স্থিতিস্থাপকতা,elasticity of demand
উত্পাদন স্থিতিস্থাপকতা,elasticity of production
তড়িৎ বিশ্লেষণ,electrolysis
ইলেক্ট্রোফোরেসিস,electrophoresis
বাষ্পীভবন,eluviation
1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত,emasculator
1. উইয়ার বান্দি 2. স্ট্রবান্ডি,embanking
ভ্রূণ,embryo
1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা,embryology
1. প্রস্থান 2. প্রস্থান,emergence
ইমালসিফায়ার,emulsifier
অন্তঃসত্ত্বা,endogenous
আন্তঃবিন্দু বিভাগ,endomitosis
অন্তঃপরজীবী,endoparasite
এন্ডোস্পার্ম,endosperm
এন্টারপ্রাইজ,enterprise
কীটতত্ত্ব,entomology
পরিবেশ,environment
1. এনজাইম 2. এনজাইম,enzyme
ক্লাস্টার গ্রাফটিং,epicotyl grafting
1. এপিফাইট 2. এপিফাইট,epiphyte
ইক্যুইটি,equity
নির্মূল,eradication
অত্যাবশ্যক পুষ্টি,essential nutrients
1. পরিমাপ 2. জাম্প 3. মূল্যায়ন,estimation
সূক্ষ্মতা,etiolation
সুজনিক,eugenic
মূল্যায়ন,evaluation
বাষ্প গেজ,evaporimeter
বাষ্পীভবন,evapo-transpiration
চিরন্তন বিপ্লব,evergreen revolution
1. চিরসবুজ 2. চিরসবুজ,evergreen
উন্নয়ন,evolution
বিছিন্ন করা,excise
পরিক্ষয় (উর্বরতা),exhaustion (fertility)
শোষণ,exploitation
1. অন্বেষণ 2. অন্বেষণ,exploration
1. এক্সট্রুশন 2. নির্গমন,extrusion
আই,eye (sugarcane/potato)
1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স,factor
ফ্যাক্টর উত্পাদনশীলতা,factor productivity
ব্যবসায়ীদের ডিসকাউন্ট,factorage
ফ্যাক্টরিয়াল ব্লক ডিজাইন,factorial block design
বিকল্প,facultative
1. পট্টি 2. পালিহার,fallow
স্থূল,family
ক্ষেত্রের মূল্যায়ন,farm appraisal
খামার বাজেট,farm budgeting
কৃষি ব্যবসা,farm business
ক্ষেত্রের পরিকল্পনা,farm planning
1. কৃষক 2. কৃষক,farmer
1. কৃষি 2. কৃষিকাজ,farming
সংঘর্ষ,fasciation
একাধিক প্রজনন,fecundation
গাঁজন,fermentation
উর্বরতা,fertility
সার,fertilizer
সার ব্যবহারের দক্ষতা,fertilizer use efficiency
তন্তুযুক্ত,fibrous
1. খামার 2. এলাকা 3. অবস্থান,field
মাটির জল ধরে রাখা,field capacity
ক্ষেত্র প্রদর্শন,field demonstration
1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন,fixation
1. প্লাবন 2. গর্ভধারণ,flooding
প্রবাহ চিত্র,flow diagram
খাদ্য মূল্য,food value
পশুখাদ্য,forage (fodder)
পূর্বাভাস,forecasting
বন। জংগল,forest
বনায়ন,forestation
1. তাদপার্ন 2. ফর্ম,frond
হিম প্রতিরোধী,frost resistant
1. পাল 2. ব্লাইট,frost
1. হিমায়িত 2. হিমায়িত,frozen (fruit & vegetable)
ফাংশন,fructification
1. ফল পতন 2. ফল পতন,fruit drop
ফল হত্তয়া,fruit -set (fruit setting)
1. ফিউমিগেশন 2. ফিউমিগেশন,fumigation
ছত্রাকনাশক,fungicide
অ্যান্টিফাঙ্গাল,fungistatic
ছত্রাক,fungus
1. খুদ 2. সীতা,furow
1. ফিউশন 2. ফিউশন,fusion
সুতি পশম,fuzz
লোমশ,fuzzy
1. গাছের আলসার 2. পিটিকা,gall (Hort)
1. গ্যামেট 2. গেমেট,gamete
1. বাগান 2. বাগান,garden
1. পানসাল 2. হাইড্রোমিটার,gauge (water)
জিন সংগ্রহ,gene bank
জিন ট্যাগন,gene tagging
বংশতালিকা,geneology
জিন মানচিত্র,genetic map
জেনেটিক্স,genetics
1. জিনোম 2. সংগেন,genome
সঞ্জিনী কালেকশন,genomic library
জিনোমিক্স,genomics
জিনোটাইপ,genotype
1. জিনের গঠন 2. জিনের ধরন,genotype
লিনেজ,genus
1. বংশ 2. বংশ,genus
1. জীবাণু 2. জীবাণু,germ
জীবাণু নাশক,germicide
অঙ্কুরোদগম,germination
1. জার্মপ্লাজম 2. জার্মপ্লাজম,germplasm
জিবেরেলিক অ্যাসিড,gibberellic acid
কুড়ানো,ginning
টুশ,glume
1. গ্লুটেন 2. পেটুক,glutinous
গ্লাইকোলাইসিস,glycolysis
চমৎকার,gneiss
সোনালী বিপ্লব,golden revolution
1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস,grading
1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ,grafted plant
কলম অসামঞ্জস্যপূর্ণ,graft-incompatible
গ্রানা,granna
দানাদার,granulation
সবুজ সার,green manure
সবুজ বিপ্লব,green revolution
বৃদ্ধি এবং উন্নয়ন,growth and development
1. মাড়ির রোগ,gummosis
বিষমকামী,gynodioecious
1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা,habit
1. ওলা 2. কারকাপাত 3. কারকা,hail
রোমিলওয়াচ,hairyvetch
লবণাক্ত সিস্ট,halophyte
হ্যারো,harrow
1. ফসল কাটার সূচক 2. ফসল কাটার সূচক,harvest index
1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন,harvest
1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং,harvesting
1. ডিম পাড়া 2. ডিম ফোর্স,hatch
শুষ্ক ঘাস,hay
শুকনো ফিড,haylage
গেঞ্জি,haystock
কুয়াশা,haze
ঝাপসা,hazy
1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা,head (Agro)
খাঁজ শেষ,head (of channel)
শীর্ষ ছাঁটাই,heading back
বেড়া,hedge
হেফাজত,hedging
কুন্ডলিনী,helix
হেমাটাইট,hematite
1. ভেষজ 2. ভেষজ,herb
1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম,herbarium
হার্বিসাইড,herbicide
বংশগতি,heredity
বংশগতি,heretability
উভকামী,hermaphrodite
heterochromatic,heterochromatic
heterofertilization,heterofertilization
1. হাইব্রিডোজ 2. হেটেরোসিস,heterosis
সেক্সক্রোমোজোম,heterosome
লালনপালন,heterotroph
হেক্সাডেসিমেল,hexaploid
ঠান্ডা সুপ্ততা,hibernate
উচ্চ ঘনত্ব রোপণ,high density planting
1. পিন্ডলক 2. পাহাড় (ধান),hill (rice)
হিস্টোগ্রাম,histogram
উচ্চ প্রযুক্তির উদ্যানপালন,hitech horticulture
1. দই 2. মৌচাক,hive
1. আগাছা 2. আগাছা,hoeing
ধারণ,holding
ব্যক্তিগত খামার,home farm
হোমিওস্টেসিস,homeostasis
স্বদেশ,homestead
একজাতীয়তা,homogeneity
1. সমজাতীয় 2. সমজাতীয়,homogenous
সহানুভূতিশীল,homologus
সমজাতীয়,homozygote
1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার,hopper
1. স্তর 2. দিগন্ত,horizon
উদ্যান ফসল,horticultural crops
