Gujarati,Marathi
પાછળ ધકેલાતું દબાણ,पाठीचा दाब
બેક પ્રોપ,बॅक प्रोप
પાછળની દૃષ્ટિ,मागची दृष्टी
પાછું પાણી,परत पाणी
બેફલ,गोंधळ
બેગવર્ક,बॅगवर्क
બેલાસ્ટ,गिट्टी
બોલ માટી,बॉल क्ले
બોલ શંકુ ક્લેમ્બ,बॉल कोन क्लॅम्प
કાંટાળો તાર,काटेरी तार
બાર કૂતરો,बार कुत्रा
બાર્જ બોર્ડ,बार्ज बोर्ड
બેરિયમ સલ્ફેટ ટેસ્ટ,बेरियम सल्फेट चाचणी
બેરેજ,बॅरेज
બેરેટ,बॅरेट
પાયો,पाया
આધાર વિનિમય,बेस एक्सचेंज
બેઝ લાઇન,बेस लाइन
ભોંયરું,तळघर
ભોંયરું દિવાલ,तळघर भिंत
બેઝ પ્લેટ,तळपट्टी
"બેઝ પ્લેટ, એડજસ્ટેબલ","बेस प्लेट, समायोज्य"
આધાર સંતૃપ્તિ,बेस संपृक्तता
બેસોઇડ,बेसॉइड
બેટ,वटवाघूळ
સ્નાન અને WC,बाथ आणि WC
સખત મારપીટ,पिठात पेग
સખત મારપીટ પિયર,पिठात घाट
સખત મારપીટનો નિયમ,पिठात नियम
બૉલ્ક (બાલ્ક),बल्क (बाल्क)
ખાડી,खाडी
ધારક,वाहक
બેરિંગ ક્ષમતા,सहन करण्याची क्षमता
બેરિંગ ખૂંટો,पत्करणे ब्लॉकला
બેરિંગ સ્ટ્રેટમ,बेअरिंग स्ट्रॅटम
પથારી,पलंग
પથારીનું વિમાન,बेडिंग विमान
બેડ સંયુક્ત,बेड संयुक्त
બેડ રોક,बेड रॉक
બેડ રૂમ,बेड रूम
મીણ,मेण
બેલ બોક્સ,बेल बॉक्स
બેલિંગ ડોલ,बेलिंग बादली
બેલોફ્રેમ,बेलोफ्राम
બેન્ચ્ડ ફાઉન્ડેશન,बेंच केलेला पाया
બેન્ચિંગ,बेंचिंग
બેન્ચ માર્ક,बेंच मार्क
લાભ ખર્ચ વિશ્લેષણ,लाभ खर्चाचे विश्लेषण
બેર્મ,बर्म
બેવેલ્ડ બંધ,Bevelled बंद
"B-ક્ષિતિજ,&quot;B-","B-क्षितिज,&quot;B-"
બાયટ,बायट
બાઈન્ડર,बाईंडर
બંધનકર્તા સામગ્રી,बंधनकारक साहित्य
બાયોટનો સિદ્ધાંત,बायोटचा सिद्धांत
બીટુમેન,बिटुमेन
કાળી કપાસની માટી,काळी कापूस माती
કાળી પૃથ્વી,काळी पृथ्वी
કાળી જડિયાંવાળી જમીન,काळी हरळीची माती
બ્લેડ,ब्लेड
બ્લાસ્ટ ફર્નેસ સ્લેગ સિમેન્ટ,ब्लास्ट फर्नेस स्लॅग सिमेंट
બ્લોકી માળખું,ब्लॉक रचना
બોગી પ્રતિકાર,बोगी प्रतिकार
બોગ-આયર્ન ઓર,बोग-लोह धातू
બોન્ડ,बाँड
બંધાયેલા સભ્ય,बंधपत्रित सदस्य
બોન્ડેડ પોસ્ટ ટેન્શનિંગ,बंध पोस्ट टेंशनिंग
બોન્ડ પથ્થર,बोंड दगड
બંધાયેલ પાણી,बांधलेले पाणी
બોક્સ ગટર,पेटी गटर
તાણવું,ब्रेस
ઈંટ પર ધાર,वीट-ऑन-एज
બ્રિડલ,लगाम
તેજ,तेज
બ્રાઉન માટી,तपकिरी माती
બિલ્ડીંગ,इमारत
બિલ્ડીંગ સર્વેયર,इमारत सर्वेक्षक
બફર,बफर
બફર વળાંક,बफर वक्र
બફરિંગ,बफरिंग
બફરિંગ ક્ષમતા,बफरिंग क्षमता
બંદર,बंदर
બટ્રેસ,बट्रेस
સી-ક્ષિતિજ,सी-क्षितिज
કેબલ,केबल
કેબલ મોલ્ડિંગ,केबल मोल्डिंग
કેબલિંગ,केबल टाकणे
કેબિન,केबिन
કેબિન હૂક,केबिन हुक
કેબિનેટ,कपाट
કેબોલ્ટે છોડી દીધું,कॅबोल्ट सोडला
કાફેટેરિયા,कॅफेटेरिया
કેજ,पिंजरा
પાંજરાનું બાંધકામ,पिंजरा बांधकाम
કાઈનનું સૂત્ર,काईनचे सूत्र
કેસોન,कैसन
કેસોન રોગ,कॅसन रोग
કેસોન ફાઉન્ડેશન,Caisson पाया
Caisson ખૂંટો,Caisson ढीग
કેલ્કેરિયસ ઈંટ,चुनखडीची वीट
કેલ્કેરિયસ માટી,चुनखडीयुक्त चिकणमाती
કેલ્કેરિયસ પોપડો,चुनखडीयुक्त कवच
કેલ્સિફિકેશન,कॅल्सिफिकेशन
કેલ્સિનેશન,कॅल्सीनेशन
કેલ્સિન,कॅल्सीन
કેલ્સાઇટ,कॅल्साइट
કેલ્શિયમ-એલ્યુમિનેટ સિમેન્ટ,कॅल्शियम-अल्युमिनेट सिमेंट
કેલ્શિયમ-સિલિકેટ ઈંટ,कॅल्शियम-सिलिकेट वीट
કેલ્શિયમ-સિલિકેટ હાઇડ્રેટ,कॅल्शियम-सिलिकेट हायड्रेट
કેલિચે,कॅलिचे
કેલિફોર્નિયા બેરિંગ રેશિયો,कॅलिफोर्निया बेअरिंग रेशो
કેલિપર,कॅलिपर
કેલરીમીટર,कॅलरीमीटर
કેમ્બર,कांबर
કેનાલ,कालवा
કેનોપી,छत
કેન્ટિલવર ફૂટિંગ,कॅन्टिलिव्हर फूटिंग
કેપ,टोपी
ક્ષમતા,क्षमता
એઇલ ટ્રેકની ક્ષમતા,एइल ट्रॅकची क्षमता
કેપ કેબલ,कॅप केबल
કેપિલેરિટી,केशिका
કેશિલરી વિરામ,केशिका ब्रेक
કેશિલરી પ્રવાહ,केशिका प्रवाह
કેશિલરી ભેજ અથવા કેશિલરી પાણી,केशिका ओलावा किंवा केशिका पाणी
કેશિલરી છિદ્ર જગ્યા,केशिका छिद्र जागा
કેશિલરી છિદ્રાળુતા,केशिका सच्छिद्रता
કેશિલરી જગ્યા,केशिका जागा
કેપ્ચર વેગ,वेग कॅप्चर करा
કાર્બોનેશન,कार्बोनेशन
કાર્બન બ્લેક,कार्बन ब्लॅक
કાસ્ટબલ રીફ્રેક્ટરી,कास्टबल रेफ्रेक्ट्री
કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ,कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू
કાસ્ટ-ઇન-પ્લેસ ખૂંટો,कास्ट-इन-प्लेस मेख
એરંડા,एरंडेल
કાસ્ટ પથ્થર,कास्ट दगड
ઉત્પ્રેરક,उत्प्रेरक
કેટેના,कॅटेना
બિલાડીનો ચહેરો,मांजरीचा चेहरा
બિલાડીનું માથું,मांजरीचे डोके
કેશન,कॅशन
કેટ વોક,मांजर चालणे
પોલાણ નુકસાન,पोकळ्या निर्माण होणे नुकसान
સેલાઇટ,Celite
સેલ્યુલર કોંક્રિટ,सेल्युलर कंक्रीट
સેલ્યુલર બાંધકામ,सेल्युलर बांधकाम
સિમેન્ટ,सिमेंट
"સિમેન્ટ, બિટ્યુમિનસ","सिमेंट, बिटुमिनस"
"સિમેન્ટ, ઉચ્ચ તાકાત","सिमेंट, उच्च शक्ती"
"સિમેન્ટ, હાઇડ્રોલિક","सिमेंट, हायड्रॉलिक"
"સિમેન્ટ, ઓછી ગરમી","सिमेंट, कमी उष्णता"
"સિમેન્ટ, ચણતર","सिमेंट, दगडी बांधकाम"
"સિમેન્ટ, કુદરતી","सिमेंट, नैसर्गिक"
"સિમેન્ટ, પોર્ટલેન્ડ","सिमेंट, पोर्टलँड"
"સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ","सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग"
"સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન","सिमेंट, पोर्टलँड पोझोलन"
"સિમેન્ટ, સ્લેગ","सिमेंट, स्लॅग"
"સિમેન્ટ, સલ્ફેટ પ્રતિરોધક","सिमेंट, सल्फेट प्रतिरोधक"
"સિમેન્ટ, સુપર સલ્ફેટેડ","सिमेंट, सुपर सल्फेट"
"સિમેન્ટ, સફેદ","सिमेंट, पांढरा"
સિમેન્ટ-એગ્રિગેટ રેશિયો,सिमेंट-एकूण प्रमाण
સિમેન્ટ સામગ્રી,सिमेंट सामग्री
સિમેન્ટ જેલ,सिमेंट जेल
સિમેન્ટ બંદૂક,सिमेंट बंदूक
સિમેન્ટ ભઠ્ઠી,सिमेंटची भट्टी
સિમેન્ટ પેઇન્ટ,सिमेंट पेंट
સિમેન્ટ પ્લાસ્ટર,सिमेंट प्लास्टर
સિમેન્ટ ખડક,सिमेंट खडक
સિમેન્ટ સ્લરી,सिमेंट स्लरी
સિમેન્ટ સંગ્રહ,सिमेंट स्टोरेज
સિમેન્ટેશન પ્રક્રિયા,सिमेंटेशन प्रक्रिया
સેન્ટરિંગ,केंद्रीकरण
સેન્ટરિંગ અને શટરિંગ,सेंटरिंग आणि शटरिंग
કેન્દ્રીય મિશ્રિત કોંક્રિટ,केंद्रीय मिश्रित कंक्रीट
સેન્ટ્રલ મિક્સર,मध्यवर्ती मिक्सर
કેન્દ્રત્યાગી ચાહક,केंद्रापसारक पंखा
ચાક,खडू
ચેમ્ફર,चांफर
ચેમ્ફર સ્ટ્રીપ,चेंफर पट्टी
ચેનલ બીમ,चॅनेल बीम
લાક્ષણિક લોડ,वैशिष्ट्यपूर्ण भार
લાક્ષણિકતા શક્તિ,वैशिष्ट्यपूर्ण ताकद
ચાર્જ બંધ,चार्ज बंद
ચાર્જિંગ,चार्ज होत आहे
તપાસવું,तपासत आहे
કેમિકલ બોન્ડ,रासायनिक बंध
ચેર્નોઝેમ,चेरनोझेम
ચેસ્ટનટ માટી,चेस्टनट माती
ચીમની ગટર,चिमणी गटर
ચિપ બોર્ડ,चिप बोर्ड
ચીપીંગ,चिपिंग
ચિપ્સ,चिप्स
ચૂટ,चुटे
વર્ગ (કોંક્રિટનો),वर्ग (काँक्रीटचा)
માટી,चिकणमाती
માટી સામગ્રી,चिकणमाती सामग्री
માટીની તપેલી,मातीचा तवा
સાફ કરો,क्लीनआउट
સાફ કરો,साफ करा
ક્લીટ,क्लीट
ક્લિન્કર,क्लिंकर
ક્લિપ,क्लिप
કોગ્યુલેશન,गोठणे
બરછટ એકંદર,खडबडीत एकूण
બરછટ દાણાવાળી માટી,खडबडीत दाणेदार माती
કોટ,कोट
કોફર ડેમ,कोफर धरण
સંયોગ,एकसंधता
કોલોઇડ,कोलायड
કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર,कोलोइडल आर्द्रता समतुल्य गुणोत्तर
કોલોઇડલ સિસ્ટમ,कोलाइडल प्रणाली
કોલ્યુવિયલ માટી,कोल्व्हियल माती
કૉલમ,स्तंभ
કોમ્બેડ પૂર્ણાહુતિ,कॉम्बेड फिनिश
સંયુક્ત પગ,एकत्रित पाया
સંયુક્ત પાણી,एकत्रित पाणी
સામાન્ય રૂમ,सामान्य खोली
પૂર્ણતા પ્રમાણપત્ર,पूर्णत्वाचे प्रमाणपत्र
ઘટક ચોરસ,घटक चौरस
કોંક્રિટ,काँक्रीट
કન્ક્રિશન,काँक्रिशन
એકીકૃત દર/સપાટ દર,एकत्रित दर/सपाट दर
દૂષકો,दूषित पदार्थ
રસોઇ alcove,पाककला alcove
મુકાબલો,सामना करणे
કોર્બેલ,कॉर्बेल
કોર્નિસ,कॉर्निस
કપલર,कपलर
"કપલર, ડબલ","युग्मक, दुहेरी"
"કપલર, પુટલોગ","कपलर, पुटलॉग"
"કપલર, સ્વીવેલ","युग्मक, कुंडा"
અભ્યાસક્રમ,अभ्यासक्रम
કોર્સ્ડ રેન્ડમ રોડાં ચણતર,यादृच्छिक भंगार दगडी बांधकाम
આવરી લેવામાં આવેલ વિસ્તાર,झाकलेले क्षेत्र
કમકમાટી,रांगणे
ક્રીપ ગુણાંક,रांगणे गुणांक
ક્રોટોવાઇન,क्रोटोवाइन
કાગડો પગ,कावळा पाय
નાનો ટુકડો બટકું માળખું,लहानसा तुकडा रचना
કર્બ,अंकुश
વર્તમાન,चालू
વળાંક પ્રતિકાર,वक्र प्रतिकार
ભીનાશ પ્રૂફ કોર્સ,ओलसर पुरावा कोर्स
પૂર્ણ થવાની તારીખ,पूर्ण होण्याची तारीख
ડેડ લોડ,मृत भार
મૃત પાણી,मृत पाणी
ડેસિબલ,डेसिबल
ડિફ્લોક્યુલેશન,Deflocculation
વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી,वायुवीजन किंवा हवेच्या जागेचे प्रमाण
એકત્રીકરણની ડિગ્રી,एकत्रीकरणाची पदवी
વિખેરવાની ડિગ્રી,फैलाव पदवी
સંતૃપ્તિની ડિગ્રી,संपृक्तता पदवी
ઘનતા,घनता
રણ પેવમેન્ટ,वाळवंट फुटपाथ
રણની માટી,वाळवंटी माती
વિગતો,तपशील
વિકાસ સમયગાળો,विकास कालावधी
ડી-ક્ષિતિજ,डी-क्षितिज
કર્ણ બંધન,कर्ण बंध
ડાયાગ્રામ,आकृती
ડિજિટલ ડોક,डिजिटल डॉक
વિભેદક પાણી દર,विभेदक पाणी दर
મંદન વેન્ટિલેશન,सौम्य वायुवीजन
ડિલુવિયમ,डिलुव्हियम
ડાઇનિંગ રૂમ,जेवणाची खोली
દિશા ખીંટી,दिशा पेग
વિક્ષેપ,फैलाव
ડિસ્ટેમ્પર,डिस्टेंपर
ડોક,गोदी
દરવાજો,दार
ડોર્મર,डोर्मर
ડોર્મર ચેક,डॉर्मर चेक
ડબલ ફ્લેમિશ બોન્ડ,दुहेरी फ्लेमिश बाँड
ડબલ લેયર,दुहेरी थर
ડોવેલ,डोवेल
ચિત્ર ફલક,रेखाचित्र बोर्ड
દીવાનખાનું,रेखाचित्र खोली
ડ્રિફ્ટ,वाहून नेणे
શુષ્ક બલ્બ તાપમાન,कोरडे बल्ब तापमान
ડ્રાય ડોક,कोरडी गोदी
સુકા રબર ચણતર,कोरडे रबर दगडी बांधकाम
ડચ બોન્ડ,डच बाँड
વામન દિવાલ,बटू भिंत
નિવાસ એકમ,निवास एकक
ઇવ,इव्ह
Eaves ગટર,Eaves गटर
આર્થિક શક્યતા,आर्थिक व्यवहार्यता
એક્ટોડાયનેમોર્ફિક માટી,एक्टोडायनामॉर्फिक माती
એડી,एडी
અસરકારક કદ,प्रभावी आकार
પુષ્પવૃત્તિ,फुलणे
એફ્લુઅન્ટ,सांडपाणी
એલિવેશન,उत्थान
એલુવિએશન,एलिव्हिएशन
એલ્યુવિયમ,एल्युव्हियम
એન્ડોડાયનેમોર્ફિક માટી,एंडोडायनामॉर्फिक माती
એન્જિનિયરિંગની શક્યતા,अभियांत्रिकी व्यवहार्यता
અંગ્રેજી બોન્ડ,इंग्रजी बंधन
અંગ્રેજી ગાર્ડન વોલ બોન્ડ,इंग्रजी बाग भिंत बंधन
"EPM (મિલિયન દીઠ સમકક્ષ),&quot;","EPM (समतुल्य प्रति दशलक्ष),&quot;"
સમકક્ષ વજન,समतुल्य वजन
અર્ગ,अर्ग
વિનિમયક્ષમ,अदलाबदल करण्यायोग्य
વિનિમયક્ષમ એસિડિટી,एक्सचेंज करण्यायोग्य आम्लता
વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP),एक्सचेंजेबल सोडियम टक्केवारी (ESP)
ઇ.એસ.પી.,ई.एस.पी.
એક્સચેન્જ એસિડિટી,एक्सचेंज आंबटपणा
વિનિમય સંકુલ,एक्सचेंज कॉम्प्लेक्स
એક્ઝોસ્ટ,एक्झॉस्ट
ખુલ્લી પૂર્ણાહુતિ,उघड समाप्त
આંખ,डोळा
આંખ ભ્રમર,डोळा कपाळ
સામનો કરવો,तोंड देत
બોન્ડનો સામનો કરવો,बाँडचा सामना करत आहे
સલામતીનું પરિબળ,सुरक्षिततेचा घटक
પડવું,पडणे
ફેસિયા,फेसिया
ફેસિયા બોર્ડ,फेशिया बोर्ड
દોષ,दोष
ક્ષેત્રની ભેજ,फील्ड ओलावा
અંતિમ ભેજ સમકક્ષ,अंतिम ओलावा समतुल्य
ફિલેટ (મોર્ટારનું),फिलेट (मोर्टारचा)
અંતિમ,अंतिम
અંતિમ માપન,अंतिम मोजमाप
અંતિમ ચુકવણીq,अंतिम पेमेंटq
અંતિમ પૂર્વ તણાવ,अंतिम पूर्व ताण
અંતિમ તાણ,अंतिम ताण
નાણાકીય શક્યતા,आर्थिक व्यवहार्यता
ફાઇન એકંદર,उत्तम एकूण
ફિસર્ડ ખડક,फुटलेला खडक
ધ્વજ પથ્થર,ध्वजाचा दगड
ફ્લેમિશ બોન્ડ,फ्लेमिश बाँड
ફ્લેશિંગ,चमकत आहे
ચમકદાર પ્રવાહ,चमकणारा प्रवाह
સપાટ છત,सपाट छप्पर
ફ્લેચે,फ्लेचे
ફ્લેમિશ ગાર્ડન વોલ બોન્ડ,फ्लेमिश गार्डन भिंत बंधन
ચકમક,चकमक
ફ્લિન્ટ દિવાલ,चकमक भिंत
ફ્લોટિંગ ફ્લોર,फ्लोटिंग मजला
ફ્લોક્યુલેશન,फ्लोक्युलेशन
ફ્લોક્યુલેશન મર્યાદા,फ्लोक्युलेशन मर्यादा
ફ્લોક્યુલેશન રેશિયો,फ्लोक्युलेशन गुणोत्तर
ફ્લોક્યુલ્સ,फ्लोक्युल्स
ફ્લોર,मजला
ફ્લોર સીલ,मजला सील
પ્રવાહ,प्रवाह
વધઘટ,चढ - उतार
ફૂટિંગ,फूटिंग
ફાઉન્ડેશન,पाया
ફ્રી ફોલ બેરો ટોપિંગ મિક્સર,फ्री फॉल बॅरो टॉपिंग मिक्सर
ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર),फ्री फॉल मिक्सर (ड्रम प्रकार)
મફત પથ્થર,मुक्त दगड
ફ્રેશેટ,फ्रेशेट
ઘર્ષણ ખૂંટો,घर्षण ढीग
દેડકા,बेडूक
ગેબલ,गॅबल
ગેબલેટ,गॅबलेट
ગેમ્બ્રેલ છત,Gambrel छप्पर
ગેજ,गेज
માપન વિભાગ,गेजिंग विभाग
ગેજિંગ સ્ટેશન,गेजिंग स्टेशन
સામાન્ય સ્થાન યોજના,सामान्य स्थान योजना
સામાન્ય વેન્ટિલેશન,सामान्य वायुवीजन
G ક્ષિતિજ અથવા gley ક્ષિતિજ,G क्षितीज किंवा gley क्षितीज
સુધી હિમનદી,पर्यंत हिमनदी
જીનીસ,Gneiss
માલ યાર્ડ,माल यार्ड
ઢાળ પ્રતિકાર,ग्रेडियंट प्रतिकार
ગ્રેનાઈટ,ग्रॅनाइट
દાણાદાર માળખું,दाणेदार रचना
દાણાદાર,दाणेदार
ગ્રાન્યુલ,ग्रेन्युल
ગુરુત્વાકર્ષણ મુક્ત પાણી,गुरुत्वाकर्षण मुक्त पाणी
ગુરુત્વાકર્ષણ યાર્ડ,गुरुत्वाकर्षण यार्ड
ગ્રેટ માટી જૂથ,ग्रेट माती गट
ગ્રિલેજ ફાઉન્ડેશન,ग्रिलेज फाउंडेशन
ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ,ग्राउंड हँड मोल्डिंग
જૂથબદ્ધ ડોક,गटबद्ध डॉक
ગ્રુપ હાઉસિંગ,समूह गृहनिर्माण
અતિથિ ખંડ,अतिथी खोली
ગટર,गटार
ગટર ધારક,गटार वाहक
ગટર ચેક,गटर तपासणी
હેમર ડ્રેસિંગ,हॅमर ड्रेसिंग
હાર્બર,बंदर
આશ્રય બંદર,आश्रयाचे बंदर
સખત તપેલી,कडक पॅन
હેડર,शीर्षलेख
હેડર બોન્ડ,हेडर बॉण्ड
હેડર કોર્સ,हेडर कोर्स
હેડ ગેટ સ્ટ્રક્ચર,हेड गेटची रचना
કેનાલના વડા,कालव्याचे प्रमुख
હેડ રેગ્યુલેટર,हेड रेग्युलेटर
હેરિંગ બોન બોન્ડ,हेरिंग हाडांचे बंधन
હાર્ટીંગ,हृदयविकार
ભીનાશની ગરમી,भिजण्याची उष्णता
ઉચ્ચ એલ્યુમિના સિમેન્ટ,उच्च अॅल्युमिना सिमेंट
હિપ,हिप
હિપ કેપિંગ,हिप कॅपिंग
હિપ્ડ એન્ડ,नितंब टोक
હૂડ,हुड
હૂડ મોલ્ડિંગ,हुड मोल्डिंग
હૂકનો કાયદો,हुकचा कायदा
હૂપ આયર્ન,हूप लोह
ક્ષિતિજ,क्षितिज
ભેજીકરણ,आर्द्रीकरण
"ભેજ, સંપૂર્ણ","आर्द्रता, निरपेक्ष"
"ભેજ, સંબંધિત","आर्द्रता, सापेक्ष"
હમ્પ યાર્ડ,कुबड्याचे अंगण
હાઇડ્રોલિક દબાણ,हायड्रोलिक दाब
હાઇડ્રેશન,हायड्रेशन
હાઇડ્રોલિસિસ,हायड्रोलिसिस
હાઇડ્રોલિટીક એસિડિટી,हायड्रोलाइटिक आम्लता
હાઇડ્રોમોર્ફિક માટી,हायड्रोमॉर्फिक माती
હાઇડ્રોફિલિક કોલોઇડ,हायड्रोफिलिक कोलाइड
હાઇડ્રોફોબિક કોલોઇડ,हायड्रोफोबिक कोलाइड
હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર,हायड्रोस्टॅटिक दाब प्रमाण
હાઇગ્રોસ્કેપ્ટિક ગુણાંક,हायग्रोस्केप्टिक गुणांक
હાઇગ્રોસ્કોપિક ભેજ,हायग्रोस्कोपिक ओलावा
હાઇડ્રોસ્કોપીસીટી,हायड्रोस्कोपीसिटी
હાઇગ્રોસ્કોપિક ભેજ,हायग्रोस्कोपिक ओलावा
હાયપરબેરિક ચેમ્બર,हायपरबेरिक चेंबर
હાઇપરસ્ટેટિક ફ્રેમ,हायपरस्टॅटिक फ्रेम
હાઇપ્સોમીટર,हायपोमीटर
રોશની,रोषणाई
એમ્બિબેશન ભેજ,इबिबेशन ओलावा
અપરિપક્વ માટી,अपरिपक्व माती
જપ્ત કરાયેલ ડોક,जप्त डॉक
જમીનની આવકમાં વધારો,जमीन महसुलात वाढ
સ્વતંત્ર પાલખ,स्वतंत्र मचान
ઈન્ડ્યુરેટેડ,इन्ड्युरेटेड
પ્રારંભિક prestress,प्रारंभिक prestress
પ્રારંભિક તણાવ,सुरुवातीचा ताण
આંતરદેશીય જળમાર્ગ બંદર,अंतर्देशीय जलमार्ग बंदर
ઇન્સ્યુલેટીંગ બોર્ડ,इन्सुलेट बोर्ड
મધ્યવર્તી બંદર,मध्यवर्ती बंदर
આંતરિક ઘર્ષણ,अंतर्गत घर्षण
ઇન્ટ્રાઝોનલ માટી,इंट्राझोनल माती
આયન,आयन
આયન વિનિમય,आयन एक्सचेंज
લોખંડની તપેલી,लोखंडी तवा
સિંચાઈવાળી જમીન,बागायती जमीन
સિંચાઈ,सिंचन
સિંચાઈ ઉપકર,सिंचन उपकर
જાંબ,जांब
જોગલ,धडपडणे
જોગલ પિન,जॉगल पिन
જૌલ,जौल
જમ્પર,जम्पर
કિલોગ્રામ,किलोग्रॅम
કિલોગ્રામ બળ,किलोग्राम बल
કિલોગ્રામ ફોર્સ મીટર,किलोग्राम फोर्स मीटर
કિલોવોટ કલાક,किलोवॅट तास
રાજા બંધ,राजा बंद
રસોડું,स्वयंपाकघर
લેસ્ડ કૉલમ,लेस केलेला स्तंभ
લેગીંગ,मागे पडणे
લેમેલા મૂળ,लॅमेला रूट
લેમિનર પ્રવાહ,पातळ थरांचा बनवलेला प्रवाह
દીવો છિદ્ર,दिवा भोक
જમીન સંવર્ધન,जमीन संवर्धन
લેન્ડ સ્લાઇડિંગ,लँड स्लाइडिंग
લેટેરાઇટ,लॅटराइट
લેટેરાઇટ માટી,लॅटराइट माती
મોટી સંખ્યાનો કાયદો,मोठ्या संख्येचा कायदा
લેઆઉટ યોજના,लेआउट योजना
ખાતાવહી,लेजर
ચૂનો પાન,चुना पॅन
લિંટેલ,लिंटेल
પ્રવાહી મર્યાદા,द्रव मर्यादा
લાઈવ લોડ,थेट भार
લોમ,चिकणमाती
સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન,स्थानिक एक्झॉस्ट वेंटिलेशन
લોકો યાર્ડ,लोको यार्ड
લોસ,लॉस
ઓછી પ્લાસ્ટિક મર્યાદા,कमी प्लास्टिक मर्यादा
ઓછી ગરમી સિમેન્ટ,कमी उष्णता सिमेंट
મશીન મોલ્ડિંગ,मशीन मोल्डिंग
મેક્રોસ્ટ્રક્ચર,मॅक्रोस्ट्रक्चर
મુખ્ય હેડ રેગ્યુલેટર,मुख्य हेड रेग्युलेटर
મુખ્ય બંદર,मुख्य बंदर
મેકઅપ એર,मेकअप हवा
મૅનસાર્ડ,मॅनसार्ड
માર્શલિંગ યાર્ડ,मार्शलिंग यार्ड
ચણતર,दगडी बांधकाम
પરિપક્વતા તાપમાન,परिपक्व तापमान
મેઝેનાઇન ફ્લોર,मेझानाइन मजला
યાંત્રિક વિશ્લેષણ,यांत्रिक विश्लेषण
યાંત્રિક વેન્ટિલેશન,यांत्रिक वायुवीजन
મેટ્રિક સિસ્ટમ,मेट्रिक प्रणाली
માઇક્રોસ્ટ્રક્ચર,मायक्रोस्ट्रक्चर
મિલી સમકક્ષ,मिली समतुल्य
મિલી સમકક્ષ પ્રતિ લિટર,मिली समतुल्य प्रति लिटर
ખનિજ,खनिज
ખનિજ માટી,खनिज माती
નાના બંદર,किरकोळ बंदर
Mitred બંધ,Mitred बंद
મોબાઇલ સોઇલ કોલોઇડ,मोबाइल माती कोलाइड
ભેજનું પ્રમાણ,आर्द्रतेचा अंश
ભેજ ઢાળ,ओलावा ग्रेडियंट
મોનોલિથ,मोनोलिथ
મોનોરેલ,मोनोरेल
