Gujarati,Assamese
આર્ક બિશપ,আৰ্ক বিচপ
કમાન ડચી,আৰ্ক ডাচি
આર્ક ડ્યુક,আৰ্ক ড্যুক
આર્કાઇફ (=આર્કાઇવલ સંગ્રહ),আৰ্কাইফ (=আৰ্কাইভ সংগ্ৰহ)
આર્કિપીસ્કોપેટ,আৰ্কিপিস্কোপেট
કુલીન વર્ગ,অভিজাত শ্ৰেণী
કુલીન,অভিজাত
કુલીન સ્નોબરી,অভিজাত স্নোবৰী
એરિસ્ટોટેલિયન,এৰিষ্ট&#39;টেলিয়ান
આર્માડા,আৰ্মাডা
આર્મડા (=ધ સ્પેનિશ આર્મડા),আৰ্মাডা (=স্পেনিছ আৰ্মাডা)
આર્મોરિસ્ટ (=આર્મરિસ્ટ),আৰ্মৰিষ্ট (=armourist)
બખ્તર (=બખ્તર),কৱচ (=কৱচ)
આર્મરિસ્ટ,আৰ্মৰিষ্ট
આર્યન,আৰ্য্য
આર્યન,আৰ্য্য
અસ્કરી,আস্কৰী
સોંપણી,Assignat
સહાય કરો,Assize
સહાય કરો,Assize
સહાય કરો,Assize
આર્મ્સ એક્ટની સહાય,এছাইজ অৱ আৰ্মছ এক্ট
ડેરેન પ્રેઝન્ટમેન્ટની સહાય,ডেৰেইন প্ৰেজেণ্টমেণ্টৰ এছাইজ
મોર્ટ &#39;ડી&#39; પૂર્વજની સહાય,মৰ্ট &#39;ডি&#39; পূৰ্বপুৰুষৰ এছাইজ
નવલકથા ડીસીસીનની સહાય,নভেল ডিচেইচিনৰ এছাইজ
અત્યાચાર,অত্যাচাৰ
હુમલો,আক্ৰমণ
ઓલિક કાઉન્સિલ,অলিক কাউন্সিল
દેવીની કુહાડી (=દેવીની કુહાડી),গেডেছৰ কুঠাৰ (=গেডেছৰ কুঠাৰ)
એક્સિસ (=ધ રોમ-બર્લિન-ટોક્યો એક્સિસ),অক্ষ (=ৰোম-বাৰ্লিন-টকিঅ&#39; অক্ষ)
બેબીલોન,বেবিলন
બેબીલોનીયન કેદ (=બેબીલોનીશ કેદ),বেবিলনৰ বন্দীত্ব (=বেবিলনৰ বন্দীত্ব)
બચનલ ભક્ત,বচনাল ভক্ত
બચ્ચનલિયા,বাচনালিয়া
સ્નાતક,অবিবাহিত লোক
બગદાદ કરાર,বাগদাদ চুক্তি
બાલ્કન લીગ,বাল্কন লীগ
બાલ્કન કરાર,বাল্কন চুক্তি
બાલ્કન યુદ્ધો,বাল্কন যুদ্ধ
બાલ્ટિક સંધિ,বাল্টিক চুক্তি
ડાકુ,ডাকাত
બાંડુંગ કોન્ફરન્સ,বাণ্ডুং সন্মিলন
દેશનિકાલ,নিৰ্বাসন
બેનર,বেনাৰ
અસંસ્કારી,বৰ্বৰ
બાર્બીકન,বাৰ্বিকান
બારડોલી સત્યાગ્રહ,বৰদলৈ সত্যাগ্ৰহ
બાર્ન બર્નર્સ,বাৰ্ন বাৰ্নাৰ্ছ
બેરોન,বেৰন
બેરોનેજ,বেৰনেজ
બેરોન્સ મેજર,বেৰনছ মেজৰ
બેરોન્સ સગીર,বেৰনেছ নাবালক
બેરોનેસ,বেৰনেছ
બેરોનેટ,বেৰনেট
બેરોનેટેજ,বেৰনেটেজ
બેરોનેટેજ,বেৰনেটেজ
બેરોનેટસી,বেৰনেটচি
બેરોની,বেৰনি
બેરાકૂન,বেৰাকুন
બેરાકૂન,বেৰাকুন
બેરિકેડ (=બેરિકેડ),বেৰিকেড (=barricade)
બેરિકેડ (=બેરિકેડ),বেৰিকেড (=barricade)
બેરિકેડ (=બેરિકેડ),বেৰিকেড (=barricade)
મુખ્ય છાવણી,বেচ কেম্প
બેસિલિકા,বেচিলিকা
બેસિલિકા,বেচিলিকা
બેસ્ટિલા,বাষ্টিলা
બેસ્ટિલ,বেষ্টিল
બેસ્ટિલ,বেষ্টিল
બેટરી,বেটাৰি
યુદ્ધ,যুদ্ধ
Batlle-એરે,বাটলে-এৰে
યુદ્ધ ક્રાય,যুদ্ধৰ চিঞৰ
યુદ્ધ દિન,যুদ্ধৰ ডিন
યુદ્ધ ક્ષેત્ર,যুদ্ধক্ষেত্ৰ
યુદ્ધ સ્તોત્ર,যুদ্ধ গীত
સ્પર્સનું યુદ્ધ,স্পাৰ্ছৰ যুদ্ধ
ધોરણનું યુદ્ધ,ষ্টেণ্ডাৰ্ডৰ যুদ্ধ
યુદ્ધજહાજ,যুদ্ধজাহাজ
યુદ્ધજહાજ-શક્તિ,যুদ্ধজাহাজ-শক্তি
Bayeux ટેપેસ્ટ્રી,Bayeux টেপেষ্ট্ৰি
બીકન,বিকন
બીકન ટાવર,বিকন টাৱাৰ
બીવર,বিভাৰ
બીવર,বিভাৰ
સમુદ્રના ભિખારીઓ,সাগৰৰ ভিক্ষাৰী
બેલીકોઝ,বেলিকোজ
બેલીકોઝ,বেলিকোজ
બેલીકોઝ,বেলিকোজ
બેલીકોસીટી,বেলিকোচিটি
બેલોના,বেলোনা
લાભ,বেনিফিচ
ધર્મગુરુઓનો લાભ,ধৰ্মগুৰুসকলৰ লাভ
બેનેલક્સ,বেনেলাক্স
બર્લિન હુકમનામું,বাৰ্লিন ডিক্রী
બેર્સકર,Berserker
બેસન્ટ (=બેઝન્ટ),Besant (=বেজান্ট)
બેથેલ,বেথেল
ગ્રંથસૂચિ,বিব্লিঅ&#39;লেটাৰ
ગ્રંથસૂચિ,গ্ৰন্থবিজ্ঞান
મોટા બર્થા,বিগ বাৰ্থা
ધર્માંધ,কুসংস্কাৰ
બિલેટિંગ,বিলেটিং
અટેન્ડરનું બિલ,বিল অৱ এটেইণ্ডাৰ
અધિકારોનું વિયેધક,অধিকাৰৰ বিল
જીવનચરિત્રકાર,জীৱনীকাৰ
જન્મ કથાઓ,জন্মৰ কাহিনী
બિવૉક,বিভক
બિવૉક,বিভক
બિવૉક,বিভক
બિઝોનિયા,বিজোনিয়া
બ્લેક બર્ડિંગ,ক&#39;লা চৰাই চোৱা
કાળો ઝંડો,ক&#39;লা পতাকা
બ્લેક હોલ,ব্লেক হোল
બ્લેક હોલ,ব্লেক হোল
કાળો પગ (= સ્કેબ),ক&#39;লা ভৰি (=scab)
કાળો શર્ટ,ক&#39;লা চাৰ্ট
બ્લેઝોન,ব্লেজন
બ્લેઝોન,ব্লেজন
બ્લેઝોનરી,ব্লেজনাৰী
બ્લેઝોનરી,ব্লেজনাৰী
બ્લિટ્ઝક્રેગ,ব্লিটজক্ৰিগ
લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ),ৰক্তহীন বিপ্লৱ (=গৌৰৱময় বিপ্লৱ)
બ્લડવાઈટ,ব্লাডৱাইট
બ્લડી મેરી,ব্লাডি মেৰী
વાદળી,নীলা
વાદળી રક્ત,নীলা তেজ
વાદળી પુસ્તક,নীলা কিতাপ
વાદળી રિબન,নীলা ফিতা
વાદળી રિબન,নীলা ফিতা
બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ),ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড)
વાદળી શર્ટ,নীলা চাৰ্ট
બ્લુ વોટર સ્કૂલ,ব্লু ৱাটাৰ স্কুল
બોર્ડ ઓફ કંટ્રોલ,নিয়ন্ত্ৰণ ব’ৰ্ড
શારીરિક બખ્તર,শৰীৰৰ কৱচ
બોઅર,ব&#39;ৰ
લૂંટ,লুটপাত
બરો,বৰো
બુલ્યુટેરિયન,Bouleuterion
બોર્બોન,বোৰ্বন
બોક્સર બળવો,বক্সাৰ বিদ্ৰোহ
તાણવું,ব্ৰেচ
બ્રાસર્ડ,ব্ৰাছাৰ্ড
બ્રાસર્ડ,ব্ৰাছাৰ্ড
બ્રેડ વસાહતો,ব্ৰেড কলনী
સ્તન પ્લેટ,ব্ৰেষ্ট প্লেট
સ્તન કામ,স্তনৰ কাম
બ્રેટવાલ્ડા,ব্ৰেটৱাল্ডা
બ્રિગન્ડ,ব্ৰিগাণ্ড
બ્રિગેન્ડેજ,ব্ৰিগেণ্ডেজ
બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ,ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ
બ્રાઉન શર્ટ્સ (=નાઝીઓ),ব্ৰাউন চাৰ্ট (=নাজী)
બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન),ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ)
બફ,বাফ
બફ,বাফ
બફ-કોટ,বাফ-কোট
બફ્સ,বাফছ
બુલે (= કાઉન્સિલ),বুলে (=পৰিষদ)
બર્ગેજ,বাৰ্গেজ
બર્જેસ,বাৰ্জেছ
બાયઝેન્ટાઇન,বাইজেন্টাইন
બાયઝેન્ટાઇન ચર્ચ,বাইজেন্টাইন গীৰ্জা
બાયઝેન્ટાઇન સામ્રાજ્ય,বাইজেন্টাইন সাম্ৰাজ্য
બાયઝેન્ટાઇન યુગ,বাইজেন্টাইন যুগ
બાયઝેન્ટાઇન ઇતિહાસકારો,বাইজেন্টাইন ইতিহাসবিদ
કેબલ,কেবাল
સીઝરિઝમ,ছিজাৰীজম
ખલીફા,খলিফা
સુલેખનકાર,কেলিগ্ৰাফাৰ
સુલેખનકાર,কেলিগ্ৰাফিষ্ট
સુલેખન,কেলিগ্ৰাফী
કેલ્ટ્રોપ,কেলট্ৰপ
મિત્રતા,সতীৰ্থতা
કેમેરિલા,কেমাৰিলা
કેમેરિલા,কেমাৰিলা
કેમલૌકમ,কেমেলাকম
છદ્માવરણ,ছদ্মবেশ
ઝુંબેશ,অভিযান
શિબિર અનુયાયી,কেম্প অনুগামী
કેમ્પો સાન્ટો,কেম্পো ছান্টো
કેમ્પસ માર્શિયસ,কেম্পাছ মাৰ্চিয়াছ
કેનેફોરા,কেনেফোৰা
કેંગ્યુ,কেংগু
તોપ,কেননেড
તોપ ઘાસચારો,কামানৰ ঘাঁহ
કેનન,কেনন
કેનન કાયદો,কেনন আইন
કેનોપસ હુકમનામું,কেন&#39;পাছৰ ডিক্রী
શસ્ત્ર,কেনটিং আৰ্মছ
બંદીવાન,বন্দী
કેપ્ટર,বন্দী
કાર્ડિનલ,কাৰ্ডিনেল
કાર્લ,কাৰ্ল
કેરોલિંગિયન રાજવંશ,কেৰ&#39;লিঞ্জিয়ান বংশ
કાર્થુસિયન સંપ્રદાય,কাৰ্থুছিয়ান পন্থা
કાર્ટોસા,কাৰ্টোছা
કેસ્ટેલિયન,কেষ্টেলিয়ান
કેસ્ટેલિયન,কেষ্টেলিয়ান
જાતિ વ્યવસ્થા,জাতি ব্যৱস্থা
કિલ્લો,দুৰ্গ
કિલ્લો,দুৰ্গ
કેસલ ટાઉન,কেছল টাউন
કાસ્ટ્રા,কাষ্ট্ৰা
કાસ્ટ્રા,কাষ্ট্ৰা
કેથેડ્રા,কেথেড্ৰা
કેથેડ્રલ,কেথেড্ৰেল
કેટો સ્ટ્રીટ કાવતરું,কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ
કૌડીલો,কৌডিলো
ઘોડેસવાર,কেভেলিয়াৰ
ઘોડેસવાર,কেভেলিয়াৰ
ઘોડેસવાર સંસદ,কেভেলিয়াৰ সংসদ
અદુલ્લામની ગુફા,আদুল্লামৰ গুহা
ગુફા પેઇન્ટિંગ,গুহা চিত্ৰকলা
ગુફા પેઇન્ટિંગ,গুহা চিত্ৰকলা
સેન્ટુમવીર,চেণ্টুমভিৰ
સેન્ચ્યુરિયન,চেঞ্চুৰিয়ান
સદી,শতিকা
સાંકળ બખ્તર (= સાંકળ મેલ),চেইন আৰ্মৰ (=চেইন মেইল)
ચેન્ટ્રી,চান্ট্ৰী
ચેન્ટ્રી,চান্ট্ৰী
ચેપ પુસ્તક,চ্যাপ কিতাপ
ધર્મગુરુ,চেপলিন
પ્રકરણ,অধ্যায়
અકસ્માતોનો પ્રકરણ,দুৰ্ঘটনাৰ অধ্যায়
ચાર્જ,চাৰ্জ
ચાર્જ ડી અફેર્સ,চাৰ্জ ডি এফেয়াৰ্ছ
ચાર્જ વિદાય,চাৰ্জ পাৰ্টিং
ચાર્જર,চাৰ্জাৰ
રથ,ৰথ
સારથિ,ৰথী
સારથિ,ৰথী
સારથિ,ৰথী
ચેરિટી રસોડું,চেৰিটি কিচেন
ચાર્ટર,চনদ
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট)
ચાર્ટોફિલેસિયમ,চাৰ্ট’ফাইলেচিয়াম
ચટેઉ,চেট&#39;
ચેક પોસ્ટ,পোষ্ট চেক কৰক
રાસાયણિક યુદ્ધ,ৰাসায়নিক যুদ্ধ
ચેસ્ટર,চেষ্টাৰ
મુખ્ય,প্ৰধান
સરદાર,মুখীয়াল
સરદાર,মুখীয়াল
સરદાર,মুখীয়াল
શિફૉન,চিফন
શૌર્ય,অশ্বাৰোহীতা
પસંદ કરેલા લોકો,নিৰ্বাচিত লোকসকল
ક્રિસ્મોગ્રાફિયન,ক্ৰীছমোগ্ৰাফী
ખ્રિસ્તી ધર્મ,খ্ৰীষ্টান ধৰ্ম
ખ્રિસ્તી યુગ,খ্ৰীষ্টান যুগ
ખ્રિસ્તી સમાજવાદ,খ্ৰীষ্টান সমাজবাদ
ક્રોનિકલ,ক্ৰনিকল
ક્રોનિકર,ক্ৰনিকলাৰ
Chryse Chersonese,ক্ৰাইজ চেৰ্চোনিজ
સિમેલિયમ,চিমেলিয়াম
Cinquecento પ્રકાર,Cinquecento শৈলী
પરિક્રમા,প্ৰদক্ষিণ
સિસ્ટરસિયન સાધુ,চিষ্টাৰচিয়ান সন্ন্যাসী
રાજગઢ,দুৰ্গ
અવતરણ,উদ্ধৃতি
અવતરણ,উদ্ধৃতি
સામાજિક અસહકાર,নাগৰিক অবাধ্যতা
નાગરિક યુદ્ધ,গৃহযুদ্ধ
સિવિસ રોમનસ,চিভিছ ৰোমানাছ
શાસ્ત્રીય વય,ধ্ৰুপদী যুগ
Clepht (=klepht),ক্লেফ্ট (=klepht)
કારકુનવાદ,কেৰাণীবাদ
કારકુન,ক্লাৰুচ
ક્લુનિયાક ચળવળ,ক্লুনিয়াক আন্দোলন
કોટ બખ્તર,কোট কৱচ
શસ્ત્રોનો કોટ,কোট অৱ আৰ্মছ
શસ્ત્રોનો કોટ,কোট অৱ আৰ্মছ
શસ્ત્રોનો કોટ,কোট অৱ আৰ্মছ
ટપાલનો કોટ,কোট অৱ মেইল
સમૂહ,কোহৰ্ট
કોમીટીયા,কমিটিয়া
કોમિટિયા સેન્ટુરિયાટા,কমিটিয়া চেঞ্চুৰিয়াটা
કોમિટિયા કુરિયાટા,কমিটিয়া কুৰিয়াটা
કોમિટિયા ટ્રિબ્યુટા,কমিটিয়া ট্ৰিবুটা
સ્મારક કમાન,স্মৃতিচাৰণ তোৰণ
સ્મારક સિક્કો,স্মৃতিচাৰণ মুদ্ৰা
સ્મારક સીલ,স্মৃতিসৌধ
સામાન્ય ક્ષેત્ર,সাধাৰণ ক্ষেত্ৰ
કોમ્યુનાર્ડ,কমিউনাৰ্ড
કોનકોર્ડેટ,কনকৰ্ডেট
કોનકોર્ડેટ,কনকৰ্ডেট
કોન્ડોટિયર,কণ্ডোটিয়েৰ
પુષ્ટિકરણ Cartarum,নিশ্চিতকৰণ Cartarum
સંઘર્ષ,বিবাদ
મંડળ,মণ্ডলী
વિજયી રાજ્ય,বিজয়ী ৰাষ্ট্ৰ
વિજેતા,বিজয়ী
વિજેતા,কনকিষ্টাডৰ
કોન્સિલિયમ,কনচিলিয়াম
કન્સિસ્ટરી,কনচিষ্টৰী
કાવતરું,ষড়যন্ত্ৰ
કાવતરું,ষড়যন্ত্ৰ
કોન્સ્યુલેટ,কনছুলেট
કન્સ્યુલેશન બુક,কনছুলেচন কিতাপ
કોન્ટિનેંટલ સિસ્ટમ,মহাদেশীয় ব্যৱস্থা
સંમેલન સંસદ,অধিৱেশন সংসদ
કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ),কপাৰহেড (=শান্তি গণতন্ত্ৰ)
કોપીહોલ્ડ,কপিহ&#39;ল্ড
કોર્ડનિંગ,ঘেৰাও কৰা
કોરોના,কৰ&#39;না
રાજ્યાભિષેક,ৰাজ অভিষেক
રાજ્યાભિષેક પથ્થર,ৰাজ অভিষেক শিল
કોર્પસ,কৰ্পাছ
કોર્સેર,কৰ্চেয়াৰ
કોર્સેર,কৰ্চেয়াৰ
કાંચળી (=કાંચળી),কৰ্চেট (=কোৰ্চলেট)
કોર્ટેસ,কৰ্টেছ
કોટ્ટર (=કોટીયર),কোটাৰ (=cottier)
કોટ્ટર (=કોટીયર),কোটাৰ (=cottier)
કાઉન્ટ પેલેટિનેટ,কাউন্ট পেলেটিনেট
દેશ ઘર,দেশৰ ঘৰ
કાઉન્ટી,কাউন্টি
કાઉન્ટી બરો,কাউন্টি বৰো
કાઉન્ટી કોર્ટ,কাউন্টি আদালত
કાઉન્ટી પેલેટીન,কাউন্টি পেলেটিন
કોર્ટ,আদালত
કોર્ટ,আদালত
કોર્ટ પરિપત્ર,আদালতৰ চক্ৰান্তমূলক
કોર્ટ શિષ્ટાચાર,আদালতৰ শিষ্টাচাৰ
દરબારી,কৰ্টিয়াৰ
કેસેશન કોર્ટ,কেচেচনৰ আদালত
કોર્ટ ઓફ ડિરેક્ટર્સ (EIC),সঞ্চালক আদালত (EIC)
માલિકોની કોર્ટ,মালিকৰ আদালত
દરબાર કવિ,আদালতৰ কবি
કરારબદ્ધ કેમેરોનિયનો,চুক্তিবদ্ধ কেমেৰনিয়ানসকল
તાજ,মুকুট
તાજ,মুকুট
તાજ,মুকুট
તાજ જમીન,মুকুটৰ ভূমি
તાજ જમીન,মুকুটৰ ভূমি
રાજકુંવર,ক্ৰাউন প্ৰিন্স
ધર્મયુદ્ધ,ক্ৰুছেড
ક્રુસેડર,ক্ৰুছেডাৰ
ક્રિપ્ટોગ્રામ,ক্ৰিপ্টোগ্ৰাম
કુઇરાસ,কুইৰাছ
ક્યુરાસીયર,কুইৰাচিয়াৰ
સંપ્રદાય દેવતા,কাল্ট দেৱতা
કુરિયા,কুৰিয়া
કુરિયા,কুৰিয়া
ઝારવાદ,জাৰবাদ
શ્યામ ખંડ,অন্ধকাৰ মহাদেশ
ચુકાદાનો દિવસ,বিচাৰৰ দিন
ચુકાદાનો દિવસ,বিচাৰৰ দিন
ડીન,ডিন
દશક,দশক
ડેનરિયસ,ডেনাৰিয়াছ
પદભ્રષ્ટ રાજા,পদচ্যুত ৰজা
બગાડ,লুটপাত কৰা
બગાડ,লুণ্ঠন
ડિથ્રોન,ডিথ্ৰন
ડાયડેમ,ডায়েডেম
ડાયડેમ,ডায়েডেম
ડાયડેમ,ডায়েডেম
ડાયસિયા,ডায়েচিয়া
ડિકાસ્ટેરિયમ,ডিকাষ্টেৰিয়াম
ડિલુવિઆલિસ્ટ,ডিলুভিয়ালিষ্ট
પંથક,ডাইচ
પંથક,ডাইচ
નિર્દેશક (=નિર્દેશક),ডাইৰেক্টৰ (=নিৰ্দেশনা)
નિર્દેશક (=નિર્દેશક),ডাইৰেক্টৰ (=নিৰ্দেশনা)
દિરહામ,দিৰহাম
બેવફા,অবিশ্বাসী
બેવફા,অবিশ্বাসী
ક્ષતિનો સિદ્ધાંત,লেপছৰ মতবাদ
દસ્તાવેજ,নথিপত্ৰ
દસ્તાવેજી પુરાવા,নথিপত্ৰৰ প্ৰমাণ
ડોમ્સડે બુક,ডমছডে বুক
કોન્સ્ટેન્ટાઇનનું દાન,কনষ্টেণ্টাইনৰ দান
પ્રારબ્ધ,ডুম
ડોવગર રાણી,বিধৱা ৰাণী
ડ્રેગન,ড্ৰেগুন
ડ્રોમેડેરીયન,ড্ৰ&#39;মেডাৰিয়ান
ડ્રોમેડરી,ড্ৰমেডাৰী
ડ્રોમોન્ડ,ড্ৰমণ্ড
ડ્યુઅલ,দ্বৈত
બેવડા જોડાણ,দ্বৈত মিত্ৰতা
ડ્યુઅલ entente,ডুৱেল এণ্টেণ্ট
ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર),দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ)
ડ્યુક,ড্যুক
ડુમા,ডুমা
વામન અવતાર,বামন অৱতাৰ
રાજવંશ,বংশ
રાજવંશ,বংশ
ગરુડ,ঈগল
વૃદ્ધ માણસ,এলডাৰ মানুহ
અર્લ,আৰ্ল
અર્લ્ડમ,আৰ্লডম
પ્રારંભિક ગુપ્તા,আদিম গুপ্তাসকল
પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ,প্ৰাথমিক (ঐতিহাসিক) স্থান
પ્રારંભિક વૈદિક સમયગાળો,প্ৰাথমিক বৈদিক যুগ
એકલસિયા,ইক্লেছিয়া
વળતરનો આદેશ,পুনৰুদ্ধাৰৰ আদেশ
આઠ ગણો રસ્તો,আঠ ভাঁজ পথ
વડીલો,বয়োজ্যেষ্ঠসকল
વડીલ રાજનેતા (= genro),জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro)
હાથી ગોડ,হাতী গোড
અગિયાર વર્ષનો જુલમ,এঘাৰ বছৰৰ অত্যাচাৰ
એલિસી (=એલિસી),এলিছাই (=এলিচি)
બિડાણ ચળવળ,ঘেৰাও আন্দোলন
એન્સાઇકલિકલ,এনচাইক্লিকেল
જ્ઞાનકોશવાદી ચળવળ,বিশ্বকোষবাদী আন্দোলন
એન્ટેન્ટે,এন্টেন্টে
એન્ટેન્ટે કોર્ડિયેલ,এন্টেন্টে কৰ্ডিয়েল
સિંહાસન,এনথ্ৰন
નોકરચાકર,এনট্যুৰেজ
એફોદ,ইফোদ
એફોર,এফোৰ
મહાકાવ્ય યુગ,মহাকাব্যিক যুগ
એપિક હીરો,মহাকাব্যিক নায়ক
એપિગ્રાફ,এপিগ্ৰাফ
એપિસ્કોપેસી,এপিস্কোপেচি
એપિસ્કોપેટ,এপিস্কোপেট
એપિસોડ,খণ্ড
યુગ,যুগ
યુગ-નિર્માણની ઘટના,যুগ সৃষ্টিকাৰী অনুষ্ঠান
યુગ-નિર્માતા માણસ,যুগ সৃষ্টিকাৰী মানুহ
ઉપનામ,ইপ&#39;নিম
ઇક્વેરી,ইকুৱেৰী
ઇક્વેરી,ইকুৱেৰী
અશ્વારોહણ પ્રતિમા,অশ্বাৰোহীৰ মূৰ্তি
યુગ,যুগ
અર્ગાસ્ટુલમ,এৰগাষ্টুলাম
યુકેરિસ્ટ,ইউখাৰিষ্ট
ઇવેન્જેલિકલિઝમ,ইভানজেলিজম
ઇવેન્જેલિકલ ચળવળ,ইভানজেলিকেল আন্দোলন
પ્રચારક,ইভানজেলিষ্ট
