Gujarati,English
એનાલોગ ઉપકરણ,analog device
એનાલોગ મોડેમ,analog modem
એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC),Analog To Digital Converter (ADC)
અને,AND
અને સર્કિટ,AND circuit
અને દરવાજો,AND gate
અને ઓપરેશન નહીં (બાકાત),AND not operation (Exclusion)
એનિમેશન,animation
ટીકા,annotation
વિસંગતતા,anomaly
પૂર્વવર્તી,antecedent
આગોતરી પેજીંગ,anticipatory paging
વિરોધી સપ્રમાણ,anti-symmetric
એન્ટિવાયરસ પ્રોગ્રામ,antivirus program
એપ્લેટ,applet
એપ્લિકેશન ડેવલપર,application developer
એપ્લિકેશન પ્રોગ્રામિંગ,application programming
એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API),application programming interface (API)
એપ્લિકેશન સોફ્ટવેર,application software
લાગુ પડતી ભાષા,applicative language
અંદાજ સિદ્ધાંત,approximation theory
સ્થાપત્ય,architecture
વિસ્તાર ટ્રાન્સફર,area transfer
દલીલ,argument
અંકિત અને તર્ક એકમ,arithmatic and logic unit
અંકિત તપાસ,arithmatic check
અંકિત સ્થિરાંક,arithmatic constant
અંકિત માહિતી,arithmatic data
અંકગણિત સૂચના,arithmatical instruction
અંકગણિત અને તર્ક એકમ (ALU),arithmetic and logic unit (ALU)
અર્પાનેટ,ARPANET
એરે,array
એરે કેશ,array cache
એરે કમ્પ્યુટર,array computer
એરે તત્વ,array element
એરે નામ,array name
એરે પ્રોસેસર,array processor
તીર કીઓ,arrow keys
ઉચ્ચારણ,articulation
ઉચ્ચારણ બિંદુ,articulation point
કૃત્રિમ કોમ્પેક્શન,artificial compaction
કૃત્રિમ નિયંત્રણ,artificial control
કૃત્રિમ બુદ્ધિ,artificial intelligence
ચડતા,ascender
ચડતા સૉર્ટ,ascending sort
ASCII બેટીકલ ઓર્ડર,ASCII betical order
ASCII નિયંત્રણ પાત્ર,ASCII control character
ASCII ફાઇલ,ASCII file
ASCII ફોન્ટ,ASCII font
ASCII ટ્રાન્સફર,ASCII transfer
પાસા ગુણોત્તર,aspect ratio
ASPI,ASPI
ASR ટાઈમર,ASR timer
ભેગા,assemble
એસેમ્બલર,assembler
એસેમ્બલી,assembly
એસેમ્બલી ભાષા,assembly language
નિવેદન,assertion
સોંપણી,assignment
સંગઠન,association
સહયોગી સરનામું,associative address
સહયોગી મેમરી,associative memory
એસ્ટરીક,asteric
અસમપ્રમાણ,asymmetric
અસુમેળ,asynchronous
અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL),asynchronous Digital Subscriber Line (ADSL)
અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM),asynchronous Time Division Multiplexing (ATDM)
અસુમેળ ટ્રાન્સફર,asynchronous transfer
અસુમેળ ટ્રાન્સફર મોડ (ATM),asynchronous Transfer Mode (ATM)
અણુ,atom
જોડાયેલ દસ્તાવેજ,attached document
જોડેલી ફાઈલ,attached file
જોડાણ,attachment
લક્ષણ,attribute
ઓડિયો,audio
ઓડિટ પ્રોગ્રામિંગ,audit programming
વિષ્લેષણ,audit trail
વૃદ્ધિ,augmentation
પ્રમાણીકરણ પ્રોટોકોલ,authentication protocol
ઓથરિંગ સિસ્ટમ,authoring system
અધિકૃતતા,authorization
સ્વતઃ અમૂર્ત,auto abstract
ઓટોબૂટિંગ,autobooting
ઓટોકેડ,autocad
ઓટોલોગ ચાલુ,autolog on
ઓટોમેટા,automata
ઓટોમેટા સિદ્ધાંત,automata theory
આપોઆપ કમ્પ્યુટિંગ,automatic computing
સ્વચાલિત ડેટા પ્રોસેસિંગ,automatic data processing
આપોઆપ ભૂલ સુધારણા,automatic error correction
સ્વચાલિત કાર્ય,automatic function
આપોઆપ અનુક્રમણિકા,automatic indexing
સ્વચાલિત પુસ્તકાલય કૉલ,automatic library call
આપોઆપ પ્રોગ્રામિંગ,automatic programming
સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ,automatic recovery program
આપોઆપ નિયમિત,automatic routine
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,automatic system recovery
ઓટોમેટિક ટેલર મશીન (ATM),automatic teller machine (ATM)
ઓટોમેશન,automation
ઑટોપ્લે,autoplay
સ્વતઃ સાચવો,autosave
સહાયક,auxiliary
સહાયક મેમરી,auxiliary memory
સહાયક સંગ્રહ,auxiliary storage
ઉપલબ્ધ યાદી,available list
ઉપલબ્ધ સમય,available time
સરેરાશ,average
awk (ભાષા),awk (language)
બેકએન્ડ,backend
બેકએન્ડ પ્રોસેસર,backend processor
બેકફેસ દૂર કરવું,backface removal
પૃષ્ઠભૂમિ પ્રક્રિયા,background processing
બેકિંગ સ્ટોર,backing store
બેકપેચિંગ,backpatching
બેકસ્પેસ,backspace
બેકટ્રેકિંગ,backtracking
બેકઅપ,back-up
બેકઅપ મેમરી,back-up memory
પછાત ભૂલ પુનઃપ્રાપ્તિ,backward error recovery
સરવૈયા,balance sheet
બેન્ડ,band
બેન્ડ પહોળાઈ,band width
બેંકરનું અલ્ગોરિધમ,banker's algorithm
બાર કોડ,bar code
બાર કોડ સ્કેનર,bar code scanner
બાર ગ્રાફ,bar graph
આધાર સરનામું,base address
આધાર બેન્ડ,base band
આધાર નંબર,base number
આધાર ટેબલ,base table
પાયાની,BASIC
મૂળભૂત નિયંત્રણ,basic control
મૂળભૂત ઇનપુટ,basic input
મૂળભૂત સૂચના,basic instruction
મૂળભૂત આઉટપુટ,basic output
મૂળભૂત પગલું,basic step
બેચ,batch
બેચ ફાઇલ,batch file
બેચ સ્થિતિ,batch position
બેચ પ્રક્રિયા,batch processing
બેચ સિસ્ટમ,batch system
બાઉડ,baud
બાઉડ દર,baud rate
બીમ,beam
બેન્ચમાર્ક,benchmark
દ્વિદિશ સંચાર,bidirectional communication
દ્વિદિશ લિંક,bidirectional link
દ્વિસંગી કોડ,binary code
દ્વિસંગી અંક,binary digit
બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS),binary Input output system (BIOS)
દ્વિસંગી સંખ્યા,binary number
બાઈનરી ઓપરેટર,binary operator
દ્વિસંગી સંબંધ,binary relation
દ્વિસંગી શોધ,binary search
દ્વિસંગી શોધ વૃક્ષ (BST),binary search tree (BST)
બાઈનરી ટ્રાન્સફર,binary transfer
દ્વિસંગી વૃક્ષ,binary tree
બાયપોલર મેમરી,bipolar memory
જન્મ મૃત્યુ મોડેલ,birth death model
જન્મ મૃત્યુ પ્રક્રિયા,birth death process
બીટ,bit
થોડી ખામી,bit fault
બીટ નકશો,bit map
બીટ મેપ પિક્સેલ (BMP),bit map pixel (BMP)
બીટ મેટ્રિક્સ,bit matrix
બીટ પેટર્ન,bit pattern
બીટ સ્થિતિ,bit position
બીટ દર,bit rate
બ્લેક બોક્સ પરીક્ષણ,black box testing
ઝબકવું,blinking
બ્લોક,block
બ્લોક કેશ,block cache
બ્લોક ચેક,block check
બ્લોક નકલ,block copy
રેખાક્રુતિ,block diagram
બ્લોકીંગ નેટવર્ક,blocking network
પાટીયું,board
પુસ્તક ચિહ્ન,book mark
બુલિયન બીજગણિત,boolean algebra
બુલિયન સંબંધ,boolean relation
બુટ પાર્ટીશન,boot partition
બુટ strapping,boot strapping
બુટ-સ્ટ્રેપ લોડર,boot-strap loader
પુલ,bridge
બ્રોડબેન્ડ નેટવર્કિંગ,broadband networking
પ્રસારણ,broadcast
પ્રસારણ રેડિયો,broadcast radio
બ્રાઉઝ કરો,browse
બ્રાઉઝર,browser
બી-ટ્રી,B-Tree
બબલ મેમરી,bubble memory
બબલ સૉર્ટ,bubble sort
ડોલ,bucket
મિત્ર સિસ્ટમ,buddy system
બજેટ અસરકારક નિયંત્રણ,budget effective control
બફર,buffer
ભૂલ,bug
બસ,bus
બાઈટ,byte
બાઈટ કોડ,byte code
c,c
C++,C++
કેશ,cache
કેશ બફર,cache buffer
કેશ મેમરી,cache memory
ગણતરી,calculation
કેલ્ક્યુલેટર,calculator
કેલ્ક્યુલેટર ચિપ,calculator chip
કૉલ,call
નામથી બોલાવો,call by name
સંદર્ભ દ્વારા કૉલ કરો,call by reference
મૂલ્ય દ્વારા કૉલ કરો,call by value
ચલ દ્વારા કૉલ કરો,call by variables
કૉલ ગેટ,call gate
રદ કરો,cancel
રદ કરો બટન,cancel button
પ્રમાણભૂત,canonical
પ્રમાણભૂત સ્વરૂપ,canonical form
ક્ષમતા,capability
ક્ષમતા યાદી,capability list
ક્ષમતા,capacity
કેપ્સ લોક કી,caps lock key
કાર્ડ,card
કાર્ડ રીડર,card reader
મુખ્યત્વ,cardinality
વાહક,carrier
વાહક બેન્ડ,carrier band
વાહક લોડ,carrier load
વાહક સંકેત,carrier signal
વાહક તરંગ,carrier wave
વહન,carry
વહન અંક,carry digit
ધ્વજ વહન કરો,carry flag
કારતૂસ ડિસ્ક,cartridge disk
કાસ્કેડ,cascade
કેસ,case
કેથોડ રે ટ્યુબ (CRT),cathod ray tube (CRT)
કેથોડ રે ટ્યુબ (CRT),cathode ray tube (CRT)
CD ROM ડિસ્ક ડ્રાઇવ,CD ROM disk drive
કોષ,cell
સેલ એનિમેશન,cell animation
સેલ્યુલર ફોન,cellular phone
કેન્દ્રીય મેમરી,central memory
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),central processing unit (CPU)
કેન્દ્રિય સિસ્ટમ,centralized system
પ્રમાણિત ટેપ,certified tape
સાંકળ,chain
સાંકળ ડેટા,chain data
સાંકળ કડી,chain link
સાંકળ,chaining
ચેનલ,channel
ચેનલ વ્યસ્ત સ્વર,channel busy tone
ચેનલ ક્ષમતા,channel capacity
ચેનલ નિયંત્રક,channel controller
ચેનલ ભૂલ,channel error
ચેનલ કાર્યક્રમ,channel program
ચેનલ વિશ્વસનીયતા,channel reliability
ચેનલ સેટ,channel set
પાત્ર,character
અક્ષર કોડ,character code
અક્ષર કી,character key
પાત્ર વાચક,character reader
અક્ષરનું કદ,character size
ચાર્ટ,chart
ચેસિસ,chassis
બીટ તપાસો,check bit
અંક તપાસો,check digit
રકમ તપાસો,check sum
શબ્દ તપાસો,check word
ચિપ,chip
ચિપ સેટ,chip set
પસંદ કરો,choose
રંગીન રીતે,chromatically
સાઇફર,cipher
સર્કિટ,circuit
પરિપત્ર યાદી,circular list
સિરસ,cirus
અવતરણ,citation
વર્ગ,class
વર્ગ ચલ,class variable
વર્ગીકરણ,classification
ચોખ્ખુ,clear
સ્પષ્ટ વિસ્તાર,clear area
સ્પષ્ટ ચેનલ,clear channel
ક્લિક કરો,click
ગ્રાહક,client
ક્લાયંટ સર્વર,client server
ક્લાઈન્ટ સ્ટબ,client stub
ક્લિપ આર્ટ,clip art
ક્લિપ આર્ટ લાઇબ્રેરી,clip art library
ક્લિપ બોર્ડ,clip board
ક્લિપર,clipper
ક્લિપર ચિપ,clipper chip
સમૂહ,clique
ઘડિયાળ,clock
ઘડિયાળ ચક્ર,clock cycle
ઘડિયાળની આવર્તન,clock frequency
ઘડિયાળ હાર્ડવેર,clock hardware
ઘડિયાળની પલ્સ,clock pulse
ઘડિયાળની ઝડપ,clock speed
ઘડિયાળ સુમેળ,clock synchronization
ઘડિયાળની ટીક,clock tick
ક્લોન,clone
બંધ,close
ક્લોઝ સર્કિટ ટીવી (CCTV),close circuit TV (CCTV)
બંધ,closure
ક્લાઉડ કમ્પ્યુટિંગ,cloud computing
ક્લસ્ટર,cluster
કોટેડ કાર્ડ,coated card
કોટેડ કાગળ,coated paper
કોક્સિયલ,coaxial
કો - એક્ષેલ કેબલ,coaxial cable
કોડાસિલ,codasyl
કોડ,code
કોડ જનરેટર,code generator
કોડ પેજ,code page
કોડ શબ્દ,code word
કોડર,coder
કોડિંગ તપાસ,coding check
કોડિંગ ફોર્મ,coding form
કોડિંગ શીટ,coding sheet
ગુણાંક,coefficient
સુસંગતતા,coherence
ઠંડા બૂટ,cold boot
ઠંડી શરૂઆત,cold start
સહયોગ,collaboration
પતન,collapse
કોલેટ,collate
કોલેટ ટેપ,collate tape
અથડામણ,collision
કોલોન,colon
રંગ (રંગ),colour (color)
રંગ સંતૃપ્તિ,colour saturation
રંગ ટેબલ,colour table
કૉલમ,column
સંયોજન,combination
કૉમ્બો બૉક્સ,combo box
આદેશ,command
આદેશ બટન,command button
આદેશ યાદી,command list
ટિપ્પણી,comment
પ્રતિબદ્ધતા,commitment
કોમોડિટી,commodity
કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (કોબોલ),Common Business Oriented Language (Cobol)
સામાન્ય ભૂલ,common error
સામાન્ય ભાષા,common language
સામાન્ય દિનચર્યા,common routine
સંચાર,communication
સંચાર લાઇન,communication line
સંચાર મોડ,communication mode
સંચાર નેટવર્ક,communication network
સંચાર પરિમાણ,communication parameter
સંચાર વ્યવસ્થા,communication system
કોમ્પેક્શન,compaction
કમ્પેન્ડર,compander
સંયોજન,companding
કંપની નેટવર્ક,company network
સરખામણી કસોટી,comparison test
સુસંગતતા,compatibility
સુસંગત,compatible
સંકલન,compilation
કમ્પાઇલ કરો અને જાઓ,compile and go
કમ્પાઇલર,compiler
કમ્પાઇલર ભાષા,compiler language
પૂરક,complementary
દસ પર પૂરક,complement-on-ten
પૂરક,complementor
સંપૂર્ણ વહન,complete carry
જટિલ,complex
જટિલ સંખ્યા,complex number
ઘટક,component
કમ્પોનન્ટ ઑબ્જેક્ટ મોડલ (COM),component object model (COM)
સંયુક્ત,composite
રચના,composition
કોમ્પ્યુટેશનલ,computational
કમ્પ્યુટર,computer
કમ્પ્યુટર કેન્દ્ર,computer centre
કમ્પ્યુટર નિષ્ણાત,computer expert
કમ્પ્યુટર ગ્રાફિક્સ,computer graphics
કમ્પ્યુટર સૂચના,computer instruction
કમ્પ્યુટર ભાષા,computer language
કમ્પ્યુટર નેટવર્ક,computer network
કમ્પ્યુટર વિજ્ઞાન,computer science
કમ્પ્યુટર સુરક્ષા,computer security
કમ્પ્યુટર સિમ્યુલેટન,computer simulaton
કમ્પ્યુટર નિષ્ણાત,computer specialist
કોમ્પ્યુટરાઇઝેશન,computerisation
કમ્પ્યુટરિસ્ટ,computerist
કમ્પ્યુટરાઇઝેશન,computerize
કમ્પ્યુટિંગ,computing
ખ્યાલ,concept
સંમતિ,concurrency
સમવર્તી,concurrent
સ્થિતિ ચલ,condition variable
શરતી ઓપરેટર,conditional operator
શરતી નિવેદન,conditional statement
વાહક,conductor
કોન્ફરન્સિંગ,conferencing
ગોપનીયતા,confidentiality
રૂપરેખાંકન,configuration
ભીડ,congestion
જોડાણમાં,conjunction
કનેક્ટ ગતિ,connect speed
જોડાણ,connection
કનેક્શન ઓછું સંચાર,connection less communication
જોડાણ પ્રકાશન,connection release
કનેક્ટિવિટી,connectivity
કનેક્ટર,connector
સળંગ,consecutive
પરિણામે,consequent
કન્સોલ,console
એકીકરણ,consolidation
સતત,constant
સતત સૂચના,constant instruction
અવરોધ,constraint
કન્સ્ટ્રક્ટર,constructor
કન્ટેનર,container
સામગ્રી,content
સંદર્ભ,context
સંદર્ભ મુક્ત વ્યાકરણ (CFG),context free grammar (CFG)
સંદર્ભ સ્વીચ,context switch
આકસ્મિક,contingency
સંકોચન,contraction
વિપરીત,contrast
નિયંત્રણ,control
નિયંત્રણ વિસ્તાર,control area
નિયંત્રણ બીટ,control bit
નિયંત્રણ બસ,control bus
નિયંત્રણ કાર્ડ,control card
નિયંત્રણ સર્કિટ,control circuit
નિયંત્રણ ચક્ર,control cycle
નિયંત્રણ એન્જિનિયરિંગ,control engineering
નિયંત્રણ કી,control key
નિયંત્રણ તર્ક,control logic
નિયંત્રણ લૂપ,control loop
નિયંત્રણ ચિહ્ન,control mark
નિયંત્રણ કામગીરી,control operation
કંટ્રોલ પેનલ,control panel
નિયંત્રણ સંકેત,control signal
નિયંત્રણ સ્વીચ,control switch
નિયંત્રણ ટેપ,control tape
નિયંત્રણ ટર્મિનલ,control terminal
કંટ્રોલ યુનિટ (CU),control unit (CU)
કન્વર્જન્સ,convergence
વાતચીત,conversation
વાતચીત સમયની વહેંચણી,conversational time sharing
રૂપાંતર,conversion
કન્વર્ટર,converter
કૂકનું પ્રમેય,Cook's theorem
સહ-પ્રોસેસર,co-processor
નકલ,copy
કૉપિરાઇટ,copyright
દોરી,cord
કોર્ડલેસ ટેલિફોન,cordless telephone
પરિણામ,corollary
કરેક્શન,correction
દૂષિત,corrupted
ગણતરી,count
કાઉન્ટર,counter
દેશનો કોડ,country code
સહપ્રવૃત્તિ,covariance
કવરેજ,coverage
ક્રેશ,crash
મુશ્કેલ રસ્તો,critical path
જટિલ માર્ગ પદ્ધતિ (CPM),critical path method (CPM)
ક્રોસ ચેક,cross check
ક્રોસ કમ્પાઇલર,cross compiler
ક્રોસ ફાયર,cross fire
ક્રોસ ટોક,cross talk
ક્રિપ્ટોગ્રાફિક,cryptographic
સંકેતલિપી,cryptography
ચલણ પ્રતીક,currency symbol
વર્તમાન ડિરેક્ટરી,current directory
વર્તમાન વિન્ડો,current window
કર્સર,cursor
વળાંક,curve
કાપો અને પેસ્ટ કરો,cut and paste
કાપવાની પદ્ધતિ,cut method
સાયબર,cyber
સાયબર કાફે,cyber café
સાયબર રોકડ,cyber cash
સાયબર અપરાધ,cyber crime
સાયબર ડેલીક્સ,cyber delics
સાયબર કાયદો,cyber law
સાયબર સેક્સ,cyber sex
સાયબરનેટિક્સ,cybernatics
સાયબરનેશન,cybernation
ચક્ર,cycle
ચક્ર મેમરી,cycle memory
સાયકલ ચોરી,cycle steal
ચક્ર સમય,cycle time
ચક્રીય,cyclic
ડિમન,daemon
ડેઝી વ્હીલ,daisy wheel
ડેટા એડમિનિસ્ટ્રેટર,data administrator
ડેટા ફાળવણી,data allocation
ડેટા વિસ્તાર,data area
ડેટા એરે,data array
ડેટા બેઝ,data base
ડેટા બ્રેક,data break
ડેટા બસ,data bus
ડેટા વાહક,data carrier
ડેટા સેલ,data cell
ડેટા ચેનલ,data channel
ડેટા કમ્યુનિકેશન,data communication
ડેટા કમ્પ્રેશન,data compression
માહિતી ક્ષેત્ર,data field
ડેટા ફાઇલ,data file
માહિતી પ્રવાહ,data flow
ડેટા ફ્લો ચાર્ટ,data flow Chart
ડેટા વંશવેલો,data hierarchy
ડેટા સ્તર,data level
ડેટા લાઇબ્રેરી,data library
ડેટા લિંક સ્તર,data link layer
ડેટા લિંક લેયર (DLL),data link layer (DLL)
માહિતી વ્યવસ્થાપન,data management
ડેટા મેનીપ્યુલેશન,data manipulation
ડેટા મેનીપ્યુલેશન લેંગ્વેજ (DML),data manipulation language (DML)
ડેટા મોડેમ,data modem
ડેટા ફેરફાર,data modification
ડેટા નેટવર્ક,data network
માહિતી કામગીરી,data operation
ડેટા સંસ્થા,data organization
ડેટા આઉટપુટ,data output
ડેટા પાથ,data path
ડેટાની તૈયારી,data prepration
ડેટા ગોપનીયતા,data privacy
ડેટા પ્રોસેસર,data processor
ડેટા જાણવણી,data protection
ડેટા રેકોર્ડ,data record
માહિતી પુનઃપ્રાપ્તિ,data retrieval
ડેટા રૂટિન,data routine
ડેટા સુરક્ષા,data security
ડેટા સેટ,data set
ડેટા સિગ્નલ,data signal
ડેટા સિંક,data sink
માહિતીનું પ્રાપ્તિસ્થાન,data source
ડેટા સ્પષ્ટીકરણ,data specification
ડેટા સ્ટેશન,data station
માહિતી સંગ્રાહક,data storage
માહિતી સંગ્રહ માળખું,data storage structure
ડેટા માળખું,data structure
ડેટા સ્વીચ,data switch
ડેટા ટેબલ,data table
ડેટા ટર્મિનલ,data terminal
ડેટા ટ્રાન્સક્રિપ્શન,data transcription
ડેટા ટ્રાન્સફર,data transfer
ડેટા ટ્રાન્સમિશન,data transmission
ડેટા ટ્રાન્સમિશન ચેનલ,data transmission Channel
ડેટા પ્રકાર,data type
ડેટા યુનિટ,data unit
માહિતી માન્યતા,data validation
ડેટાબેઝ,database
ડેટાબેઝ વહીવટ,database adminstration
ડેટાબેઝ ડિઝાઇન,database design
ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ,database management system
ડેટાગ્રાવ,datagrav
ડેટમ,datum
મૃત્યુ ક્ષેત્ર,dead zone
મડાગાંઠ,deadlock
ડેડલોક નિવારણ,deadlock prevention
ડિબગ,debug
નિર્ણય બોક્સ,decision box
નિર્ણય લેવાની પ્રક્રિયા,decision making process
નિર્ણય સપોર્ટ સિસ્ટમ,decision support system
નિર્ણય વૃક્ષ,decision tree
ડીકોડર,decoder
વિઘટન સિદ્ધાંત,decomposition principle
ડિક્રિપ્શન,decryption
સમર્પિત ચેનલ,dedicated channel
સમર્પિત બંદર,dedicated port
સંરક્ષણ ડેટા નેટવર્ક (DDN),defence data network (DDN)
સંરક્ષણ માહિતી સિસ્ટમ,defence information system
ડિફ્રેગમેન્ટેશન,defragmentation
વિલંબ,delay
વિલંબ કાઉન્ટર,delay counter
વિલંબ સમય,delay time
કાઢી નાખો,delete
કાઢી નાખવાનો રેકોર્ડ,deletion record
સીમાંકક,delimiter
ડેલ્ટા મોડ્યુલેશન,delta modulation
માંગ પેજીંગ,demand paging
ડેમો,demo
ડિમોડ્યુલેશન,demodulation
demultiplexer,demultiplexer
વિકૃતિકરણ,denormalization
ઘનતા,density
નિર્ભરતા,dependency
આશ્રિત એકમ,dependent unit
ડેક્યુ,dequeue
સંદર્ભ,dereferencing
વ્યુત્પન્ન વૃક્ષ,derivation tree
વ્યુત્પન્ન ક્ષેત્ર,derived field
ઉતરતા ક્રમ,descending sort
ડિઝાઇન,design
ડેસ્ક કેલ્ક્યુલેટર,desk calculator
ડેસ્ક ટોપ કમ્પ્યુટર,desk top computer
ડેસ્કટોપ પ્રસ્તુતિ,desktop presentation
ડેસ્કટોપ પબ્લિશિંગ (DTP),desktop publishing (DTP)
ડેસ્કટોપ વિડિઓ,desktop video
ગંતવ્ય સરનામું,destination address
વિનાશક,destructer
નિર્ણાયક ઓટોમેટો,deterministric automats
વિકાસકર્તા,developer
વિકાસ પ્રણાલી,development system
ઉપકરણ,device
ઉપકરણ નિયંત્રણ એકમ,device control unit
ઉપકરણ નિયંત્રક,device controller
ઉપકરણ સંચાલન,device management
ઉપકરણ મોડ,device mode
નિદાન,diagnosis
ડાયગ્નોસ્ટિક સિસ્ટમ,diagnostic system
ડાયગ્નોસ્ટિક્સ,diagnostics
રેખાકૃતિ,diagram
ડાયલ,dial
ડાયલ લાઇન,dial line
ડાયલ ટોન,dial tone
ડાયલ કરો,dial up
સંવાદ,dialog
સંવાદ બોક્સ,dialog box
ડાયલઅપ મોડેમ,dialup modem
પરિમાણ,diamension
શબ્દકોશ,dictionary
તફાવત,differentiation
ડિજિટલ,digital
ડિજિટલ ચેનલ,digital channel
ડિજિટલ સર્કિટ,digital circuit
ડિજિટલ કમ્પ્યુટર,digital computer
ડિજિટલ ડેટા,digital data
ડિજિટલ સુવિધા,digital facility
ડિજિટલ ફિલ્ટર,digital filter
ડિજિટલ પુસ્તકાલય,digital library
ડિજિટલ મોડ્યુલેશન,digital modulation
ડિજિટલ મોનિટર,digital monitor
ડિજિટલ ચિત્ર,digital picture
ડિજિટલ હસ્તાક્ષર,digital signature
ડિજિટલ સ્વીચ,digital switch
ડિજિટલ થી એનાલોગ (D/A) કન્વર્ટર,digital to analog (D/A) converter
ડિજિટાઇઝેશન,digitization
ડિજિટાઇઝ કરો,digitize
ડિજિટાઇઝર,digitizer
ડાયોડ,diode
પ્રત્યક્ષ,direct
સીધું સરનામું,direct address
