Odiya,Malayalam
ଆଫାଇନ୍ ମ୍ୟାପିଙ୍ଗ୍ |,അഫൈൻ മാപ്പിംഗ്
ଆଫାଇନ୍ ଟ୍ରାନ୍ସଫର୍ମେସନ୍ |,അഫൈൻ പരിവർത്തനം
ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |,അഗ്രഗേറ്റിംഗ് വേരിയബിളുകൾ
ବୀଜ ବିବେଚନା,ബീജഗണിതം
ବୀଜ ବର୍ଣ୍ଣିତ ଭାବରେ ବନ୍ଦ |,ബീജഗണിതപരമായി അടച്ചിരിക്കുന്നു
ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |,ബീജഗണിത സമവാക്യം
ବୀଜ ବର୍ଣ୍ଣନା,ബീജഗണിത പദപ്രയോഗം
ବୀଜ ବର୍ଣ୍ଣିତ ଫର୍ମ |,ബീജഗണിത രൂപം
ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ,ബീജഗണിത പ്രവർത്തനം
ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |,ബീജഗണിത ജ്യാമിതി
ବୀଜ ବର୍ଣ୍ଣିତ ଗୁଣ |,ബീജഗണിത ഗുണിതം
ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |,ബീജഗണിത വ്യവസ്ഥ
ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |,എല്ലാ പൂർണ്ണസംഖ്യാ പ്രശ്നം
ବଣ୍ଟନ ସମସ୍ୟା,വിഹിതം പ്രശ്നം
ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |,അക്ഷരമാലാ ക്രമം
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,അക്ഷരമാലാക്രമം
ବିକଳ୍ପ କୋଣ,ഇതര കോൺ
ବିକଳ୍ପ ଫର୍ମ |,ഒന്നിടവിട്ട രൂപം
ବିକଳ୍ପ ଗୋଷ୍ଠୀ,ഇതര ഗ്രൂപ്പ്
ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |,ഒന്നിടവിട്ട മാട്രിക്സ്
ବିକଳ୍ପ କ୍ରମ |,ഒന്നിടവിട്ട പരമ്പര
ବିକଳ୍ପ ଅନୁମାନ,ഇതര സിദ്ധാന്തം
ବିକଳ୍ପ ଅପ୍ଟିମା |,ഇതര ഒപ്റ്റിമ
ବିକଳ୍ପ ଫଳାଫଳ |,ഇതര ഫലം
ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |,അനലോഗ്-ടു-ഡിജിറ്റൽ കൺവെർട്ടർ
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,അനലോഗ് കമ്പ്യൂട്ടർ
ବିଶ୍ଳେଷଣ |,വിശകലനം
କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |,സഹവർത്തിത്വത്തിന്റെ വിശകലനം
ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,എണ്ണൽ ഡാറ്റയുടെ വിശകലനം
ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |,വ്യതിയാനത്തിന്റെ വിശകലനം
ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |,അനലിറ്റിക് ജ്യാമിതി
ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ,വിശകലന പ്രവർത്തനം
କୋଣ,കോൺ
ଯୋଗାଯୋଗ କୋଣ,കോൺടാക്റ്റ് കോൺ
ବିଘ୍ନର କୋଣ |,വ്യതിചലനത്തിന്റെ കോൺ
ଉଦାସୀନତାର କୋଣ,വിഷാദത്തിന്റെ ആംഗിൾ
ବିଘ୍ନର କୋଣ |,വ്യതിയാനത്തിന്റെ കോൺ
ବିଭାଜନର କୋଣ |,ഡിഫ്രാക്ഷൻ കോൺ
ଉଚ୍ଚତାର କୋଣ,എലവേഷൻ കോൺ
ଘଟଣାର କୋଣ,സംഭവത്തിന്റെ കോൺ
ପ୍ରୋଜେକ୍ଟର କୋଣ,പ്രൊജക്ഷൻ കോൺ
ପ୍ରତିଫଳନ କୋଣ,പ്രതിഫലനത്തിന്റെ കോൺ
ପ୍ରତିଫଳନ କୋଣ,അപവർത്തന കോൺ
ଘୂର୍ଣ୍ଣନ କୋଣ,ഭ്രമണകോണ്
ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |,മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ
କୋଣାର୍କ ତ୍ୱରଣ |,കോണീയ ത്വരണം
କୋଣାର୍କ ଗତି |,കോണീയ ചലനം
କୋଣାର୍କ ଗତି,കോണീയ വേഗത
କୋଣାର୍କ ବେଗ |,കോണീയ പ്രവേഗം
annulus,വാർഷികം
ଉତ୍ତର ଦିଅ,ഉത്തരം
ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |,ആന്റി-ഡെറിവേറ്റീവ്
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,ആന്റിസിമെട്രിക് പ്രവർത്തനം
ପ୍ରଯୁଜ୍ୟ |,ബാധകമാണ്
ପ୍ରୟୋଗ,അപേക്ഷ
ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,പ്രയോഗിച്ച ജ്യാമിതി
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,പ്രയോഗിച്ച ഗണിതശാസ്ത്രം
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
ପାଖାପାଖି,ഏകദേശം
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
ଆନୁମାନିକ ପଦ୍ଧତି |,ഏകദേശ രീതി
ଆନୁମାନିକ ସମାଧାନ,ഏകദേശ പരിഹാരം
ଆନୁମାନିକ ସମସ୍ୟା,ഏകദേശ പ്രശ്നം
ଆନୁମାନିକ ସମ୍ପତ୍ତି,ഏകദേശ സ്വത്ത്
ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി
ଅର୍ଗାନ୍ ଚିତ୍ର |,അർഗൻഡ് ഡയഗ്രം
ମନଇଚ୍ଛା ମନୋନୀତ |,ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു
ଇଚ୍ଛାଧୀନ |,ഏകപക്ഷീയമായ
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
ଇଚ୍ଛାଧୀନ ଉପାଦାନ |,ഏകപക്ഷീയമായ ഘടകം
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,ഏകപക്ഷീയമായ പോയിന്റ്
ଆର୍କେମିଡିଆନ୍ ନିୟମ |,ആർക്കെമീഡിയൻ നിയമം
ଆର୍କିମିଡିସ୍ ନୀତି |,ആർക്കിമിഡീസ് തത്വം
ଆର୍କ ଲମ୍ବ |,ആർക്ക് നീളം
ବୃତ୍ତର ଆର୍କ |,വൃത്താകൃതിയിലുള്ള കമാനം
ଆର୍କ ସାଇନ ବଣ୍ଟନ |,ആർക്ക് സൈൻ വിതരണം
ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ,ആർക്ക് സൈൻ പരിവർത്തനം
କ୍ଷେତ୍ର,പ്രദേശം
ଆରେଲ୍ ଟେକ୍ସଚର୍ |,ഏരിയൽ ടെക്സ്ചർ
ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି,സങ്കീർണ്ണ സംഖ്യയുടെ വാദം
ଗାଣିତିକ ଅର୍ଥ |,ഗണിത അർത്ഥം
ଗାଣିତିକ କାର୍ଯ୍ୟ,ഗണിത പ്രവർത്തനം
ଗାଣିତିକ ଏକକ,ഗണിത യൂണിറ്റ്
ବ୍ୟବସ୍ଥା,ക്രമീകരണം
ଆରେ,അറേ
କୃତ୍ରିମ ଉପଗ୍ରହ |,കൃത്രിമ ഉപഗ്രഹം
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,കൃത്രിമ വേരിയബിൾ
ଆରୋହଣ,കയറുക
ଆରୋହଣ,ആരോഹണം
ତୀବ୍ରତାର କ୍ରମ,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
ଆରୋହଣ କ୍ରମ |,ആരോഹണ പരമ്പര
ଏକତ୍ରକାରୀ ଭାଷା |,അസംബ്ലർ ഭാഷ
ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା,അസൈൻമെന്റ് പ്രശ്നം
ସହଯୋଗୀ ନିୟମ |,സഹകാരി നിയമം
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,അനുബന്ധ പ്രവർത്തനം
ସହଯୋଗୀତା |,സഹവാസം
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,അർത്ഥമാക്കുന്നത്
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
ଅନୁମାନ,അനുമാനം
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,ജ്യോതിഷം
ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର,ബഹിരാകാശ എഞ്ചിനീയർ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,ജ്യോതിശാസ്ത്രജ്ഞൻ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,ജ്യോതിശാസ്ത്ര ഘടികാരം
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,ജ്യോതിശാസ്ത്രം
ଅସୀମିତ ବକ୍ର,അസമമായ വക്രം
ଅସୀମତା |,അസമമിതി
asymptote,ലക്ഷണം
ଅସ୍ମିପଟୋଟିକ୍ |,അസിംപ്റ്റോട്ടിക്
ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |,അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ
ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |,അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ
ଅସ୍ମିତିକ ଆଚରଣ |,അസിംപ്റ്റോട്ടിക് സ്വഭാവം
ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ
ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |,അസിംപ്റ്റോട്ടിക് വികാസം
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,അന്തരീക്ഷമർദ്ദം
ଅନିୟମିତତାରେ |,മാറി മാറി
ଗୁଣ,ആട്രിബ്യൂട്ട്
ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା,ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
ଅଟୋକୋଭାରିଆନ୍ସ |,ഓട്ടോകോവേരിയൻസ്
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
ଆତ୍ମସମ୍ମାନ,സ്വയം റിഗ്രഷൻ
ସହାୟକ ସମୀକରଣ,സഹായ സമവാക്യം
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്)
axiom,സിദ്ധാന്തം
ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |,അച്ചുതണ്ട് സമീപനം
ସମ୍ଭାବ୍ୟତାର axiom |,സംഭാവ്യതയുടെ സിദ്ധാന്തം
ଅକ୍ଷ,അച്ചുതണ്ട്
ଅବସିସା ର ଅକ୍ଷ |,അബ്സിസ്സയുടെ അച്ചുതണ്ട്
ପୃଥିବୀର ଅକ୍ଷ,ഭൂമിയുടെ അച്ചുതണ്ട്
ବିପ୍ଳବର ଅକ୍ଷ,വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്
ସ୍ପିନ୍ ର ଅକ୍ଷ |,സ്പിന്നിന്റെ അച്ചുതണ്ട്
ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ,തിരികെ-പകരം
ପଛୁଆ ପାର୍ଥକ୍ୟ |,പിന്നാക്ക വ്യത്യാസം
ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |,ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല
ସନ୍ତୁଳନ,ബാലൻസ്
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,സമതുലിതമായ ഡിസൈൻ
ତୂଳନା ପତ୍ର,ബാലൻസ് ഷീറ്റ്
ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |,ബാലിസ്റ്റിക് മിസൈൽ
ବାଲିଷ୍ଟିକ୍,ബാലിസ്റ്റിക്സ്
ଦଣ୍ଡିକା,ബാർ
ଆଧାର,അടിസ്ഥാനം
ମୂଳ କୋଣ,അടിസ്ഥാന കോൺ
ଲୋଗାରିଦମର ଆଧାର |,ലോഗരിതം അടിസ്ഥാനം
ମ basic ଳିକ,അടിസ്ഥാന
ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |,അടിസ്ഥാന പ്രായോഗിക പരിഹാരം
ମ basic ଳିକ ସମାଧାନ |,അടിസ്ഥാന പരിഹാരം
ମ basic ଳିକ ଭେରିଏବଲ୍ |,അടിസ്ഥാന വേരിയബിൾ
ଆଧାର,അടിസ്ഥാനം
ଆଧାର ଉପାଦାନ |,അടിസ്ഥാന ഘടകം
ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |,അടിസ്ഥാന മാട്രിക്സ്
ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |,ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം
ବାଏସିଆନ୍ ଆକଳନ |,ബയേസിയൻ എസ്റ്റിമേറ്റ്
ବାଇସ୍ ନିୟମ |,ബയേസിന്റെ നിയമം
ବାଇସ୍ ଥିଓରେମ୍ |,ബയേസിന്റെ സിദ്ധാന്തം
ବର୍ନୁଲି ବଣ୍ଟନ |,ബെർണൂലി വിതരണം
ବର୍ନୁଲି ସଂଖ୍ୟା |,ബെർണൂലി നമ്പർ
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |,ബെർണൂലിയുടെ സമവാക്യം
ବେରୀ କାର୍ଯ୍ୟ,ബെറി പ്രവർത്തനം
ସର୍ବୋତ୍ତମ ଫିଟ୍ |,ഏറ്റവും അനുയോജ്യം
ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |,ഏറ്റവും അനുയോജ്യമായ ലൈൻ
ସର୍ବୋତ୍ତମ ସମାଧାନ |,മികച്ച പരിഹാരം
ସର୍ବୋତ୍ତମ ରଣନୀତି |,മികച്ച തന്ത്രങ്ങൾ
ବିଟା ବଣ୍ଟନ |,ബീറ്റ വിതരണം
ପକ୍ଷପାତ,പക്ഷപാതം
ପକ୍ଷପାତ ଅନୁମାନ |,പക്ഷപാതപരമായ കണക്ക്
ବିହାରମୋନିକ୍ ସମୀକରଣ |,ബൈഹാർമോണിക് സമവാക്യം
bijection,ബിജക്ഷൻ
ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର,ബിജക്റ്റീവ് മാപ്പ്
ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |,ബിജക്റ്റീവ് മാപ്പിംഗ്
ବିଲିନାର୍ ଫର୍ମ |,ബിലീനിയർ രൂപം
ବିଲିନାର୍ ଫଙ୍କସନ୍,ബിലീനിയർ ഫംഗ്ഷൻ
ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |,ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം
ବାଇନାରୀ,ബൈനറി
ବାଇନାରୀ କୋଡ୍ |,ബൈനറി കോഡ്
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
ବାଇନାରୀ କୋଡିଂ |,ബൈനറി കോഡിംഗ്
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,ബൈനറി കമ്പ്യൂട്ടർ
ବାଇନାରୀ ଅଙ୍କ,ബൈനറി അക്കം
ବାଇନାରୀ ଅପରେସନ୍ |,ബൈനറി പ്രവർത്തനം
ବାଇନାରୀ ସିଷ୍ଟମ୍ |,ബൈനറി സിസ്റ്റം
ବାଇନାରୀ ଭେରିଏବଲ୍ |,ബൈനറി വേരിയബിൾ
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,ദ്വിപദ ഗുണകം
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,ദ്വിപദ വിതരണം
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,ദ്വിപദ സമവാക്യം
ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |,ദ്വിപദ വിപുലീകരണം
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,ദ്വിപദ പദപ്രയോഗം
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,ദ്വിപദ സിദ്ധാന്തം
ବିଭାଜନ,വിഭജനം
ବିଭାଜନ ପଦ୍ଧତି |,വിഭജന രീതി
bisector,ദ്വിഭാഗം
ଦ୍ୱିପାକ୍ଷିକ |,ബൈസീരിയൽ
ବିଟ୍,ബിറ്റ്
ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,ദ്വിപദ ദ്വിപദ വിതരണം
ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം
ବିଭାରିଏଟ୍ ବଣ୍ଟନ |,ദ്വിവിധ വിതരണം
ସାଧାରଣ ବଣ୍ଟନ,ദ്വിവത്കൃത സാധാരണ വിതരണം
ବିଭେକ୍ଟର୍ |,ബിവെക്ടർ
ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |,ബോൾട്ട്സ്മാൻ സമവാക്യം
ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |,ബൂളിയൻ ബീജഗണിതം
ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
ସୀମା ଅବସ୍ଥା,അതിർത്തി അവസ്ഥ
ସୀମା ସ୍ତର |,അതിർത്തി പാളി
ସୀମା ରେଖା |,അതിർത്തി രേഖ
ସୀମା ମୂଲ୍ୟ,അതിർത്തി മൂല്യം
ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |,അതിർത്തി മൂല്യ പ്രശ്നം
ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ,പരിമിതമായ പ്രവർത്തനം
ସୀମିତ ମାଟ୍ରିକ୍ସ |,ബൗണ്ടഡ് മാട്രിക്സ്
ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |,അതിർത്തി പ്രദേശം
ସୀମାବଦ୍ଧ ସେଟ୍ |,ബൗണ്ടഡ് സെറ്റ്
ବ୍ରାଉନିଆନ୍ ଗତି |,ബ്രൗൺ ചലനം
ଗଣନା କର,കണക്കാക്കുക
ଗଣନା,കണക്കുകൂട്ടുന്നു
ଗଣନା ଯନ୍ତ୍ର,കണക്കുകൂട്ടൽ യന്ത്രം
ଗଣନା,കണക്കുകൂട്ടല്
ଗଣନା ପ୍ରଣାଳୀ,കണക്കുകൂട്ടൽ നടപടിക്രമം
କାଲକୁଲେଟର,കാൽക്കുലേറ്റർ
ଗଣନା,കാൽക്കുലസ്
