Punjabi,Kannada
"ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)","ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)"
ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ,ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್
ਹਵਾਈ ਸਰਵੇਖਣ,ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ
ਹਵਾ ਦੀ ਗਤੀ,ಗಾಳಿಯ ವೇಗ
ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ
ਐਰੋਡਾਇਨਾਮਿਕ,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ
ਐਰੋਡਾਇਨਾਮਿਕਸ,ವಾಯುಬಲವಿಜ್ಞಾನ
ਏਅਰੋਨੌਟਿਕਲ,ಏರೋನಾಟಿಕಲ್
ਐਰੋਨਾਟਿਕਸ,ಏರೋನಾಟಿಕ್ಸ್
ਹਵਾ ਦੀ ਨਬਜ਼,ಗಾಳಿಯ ನಾಡಿ
"ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ","ವಾತಾವರಣ, ಅನಿಲಗೋಳ"
ਫੋਕਸ ਸਿਸਟਮ,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
ਵਾਪਸ ਇਗਨੀਸ਼ਨ,ಹಿಂಭಾಗದ ದಹನ
ਵਾਪਸ ਰੋਸ਼ਨੀ,ಹಿಂಬದಿ ಬೆಳಕು
ਉਲਝਣ,ಕನ್ಕ್ಯುಶನ್
"ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ","ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ"
ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ,ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ
"ਬੁਢਾਪਾ, ਬੁਢਾਪਾ","ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ"
ਸਮਾਂ ਪ੍ਰਭਾਵ,ಸಮಯದ ಪರಿಣಾಮ
ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ
ਗੰਭੀਰਤਾ ਰਹਿਤ,ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ
ਸੁਲ੍ਹਾ,ಸಮನ್ವಯ
"ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ","ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್"
"ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ","ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ"
ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ,ವಾಯು ಉಸಿರಾಟಕಾರಕ
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,ಹವಾನಿಯಂತ್ರಣ
ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ਜਹਾਜ਼,ವಿಮಾನ
ਅਲਾਈਨਮੈਂਟ,ಜೋಡಣೆ
ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ,ಜೋಡಣೆ ದೋಷ
ਲਾਈਵ ਸਰਕਟ,ಲೈವ್ ಸರ್ಕ್ಯೂಟ್
ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ,ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ
ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ,ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ
ਠੀਕ ਕਰਨ ਲਈ,ಸರಿಪಡಿಸಲು
"ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)","ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)"
ਮਿਸ਼ਰਤਵਨ,ಮಿಶ್ರತ್ವಾನ್
ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ,ಸರ್ವತ್ರ ಮಾಧ್ಯಮ
ਓਮਨੀ ਐਂਟੀਨਾ,ಓಮ್ನಿ ಆಂಟೆನಾ
ਅਲਮੈਨਕ,ಪಂಚಾಂಗ
ਅਲਫ਼ਾ,ಆಲ್ಫಾ
ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ,ಆಲ್ಫಾ ಚಟುವಟಿಕೆ
ਅੱਖਰ ਅੰਕੀ,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
ਅਲਫ਼ਾ ਰੇ,ಆಲ್ಫಾ ಕಿರಣ
ਬਦਲੋ,ಬದಲಾವಣೆ
"ਬਦਲਵਾਂ, ਬਦਲਵਾਂ","ಪರ್ಯಾಯ, ಪರ್ಯಾಯ"
ਅਲਟਰਨੇਟਰ,ಆವರ್ತಕ
ਅਲਟੀਮੀਟਰ,ಅಲ್ಟಿಮೀಟರ್
ਅਲਟੀਮੀਟਰ,ಅಲ್ಟಿಮೀಟರ್
ਅਲਟਾਈਮੇਟਰੀ,ಆಲ್ಟೈಮೆಟ್ರಿ
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ"
ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU),ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU)
amaget ਨਿਯਮ,ಅಮೇಟ್ ನಿಯಮ
ਵਾਤਾਵਰਣ,ಪರಿಸರ
amicron,ಅಮಿಕ್ರಾನ್
ammeter,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ
ਐਂਪੀਅਰ,ಆಂಪಿಯರ್
ਐਂਪੀਅਰ-ਲਾਅ,ಆಂಪಿಯರ್-ಕಾನೂನು
amphibian ion,ಉಭಯಚರ ಅಯಾನು
ਵਾਧਾ,ವರ್ಧನೆ
ਐਂਪਲੀਫਾਇਰ,ಆಂಪ್ಲಿಫಯರ್
"ਕੋਣ, ਮਾਪ","ಕೋನ, ಆಯಾಮ"
a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ),ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ)
ਅਨੁਕੂਲ,ಹೊಂದಬಲ್ಲ
ਸਮਾਨਤਾ,ಸಾದೃಶ್ಯ
ਵਿਸ਼ਲੇਸ਼ਕ,ವಿಶ್ಲೇಷಕ
ਵਿਸ਼ਲੇਸ਼ਣ,ವಿಶ್ಲೇಷಣೆ
ਵਿਸ਼ਲੇਸ਼ਣੀ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ
ਗੈਰ-ਪੁਆਇੰਟ,ಪಾಯಿಂಟ್ ಅಲ್ಲದ
ਅਸਧਾਰਨ,ಅಸಂಗತ
ਅਤੇ ਦਰਵਾਜ਼ਾ,ಮತ್ತು ಬಾಗಿಲು
ਗੈਰ-ਧੁਨੀ,ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ
ਅਸਧਾਰਨ ਲਚਕਤਾ,ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
ਨਿਹਾਈਡ੍ਰਸ,ಜಲರಹಿತ
ਕੋਣ,ಕೋನ
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ
ਕੋਣੀ,ಕೋನೀಯ
protractor vernier,ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್
ਵਿਵਾਦਪੂਰਨ,ವಿವಾದಾತೀತ
ਬੇਇੱਜ਼ਤੀ,ಗೌರವವಿಲ್ಲದ
ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ,ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ
ਢਿੱਲੀ,ಆಲಸ್ಯ
anion,ಅಯಾನ್
ਅਸਮਿਤ,ಅಸಮ್ಮಿತ
ਆਈਸੋਟ੍ਰੋਪਿਕ,ಐಸೊಟ್ರೊಪಿಕ್
isotropism,ಐಸೊಟ್ರೋಪಿಸಮ್
ਮਿਟਾਉਣਾ,ಅಳಿಸುವಿಕೆ
ਸਾਜ਼ਿਸ਼ਕਰਤਾ,ನಿರೂಪಕ
ਐਨੋਡ,ಆನೋಡ್
anodization,ಆನೋಡೈಸೇಶನ್
ਅਸੰਗਤ,ಅಸಮಂಜಸ
ਆਪਟੀਕਲ ਸਿਸਟਮ,ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್
ਐਂਟੀਨਾ,ಆಂಟೆನಾ
ਐਂਟੀਬੇਰੀਅਨ,ಆಂಟಿಬೆರಿಯನ್
ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ,ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ
ਵਿਰੋਧੀ ਬਾਂਡ,ಕೌಂಟರ್ ಬಾಂಡ್
ਉਲਟ ਸ਼ਕਤੀ,ಹಿಮ್ಮುಖ ಶಕ್ತಿ
ਡਾਇਮੈਗਨੈਟਿਕ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್
ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು
ਸਾੜ ਵਿਰੋਧੀ,ವಿರೋಧಿ ಉರಿಯೂತ
ਐਂਟੀਗ੍ਰੈਵਿਟੀ,ಗುರುತ್ವ ವಿರೋಧಿ
antilamda ਕਣ,antilamda ಕಣ
ਐਲੇਲੈਪਟਨ,ಅಲೆಲೆಪ್ಟನ್
ਡਾਇਮੈਗਨੈਟਿਕ,ಕಾಂತೀಯ
ਐਂਟੀਮੈਟਰ,ಆಂಟಿಮಾಟರ್
ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ,ವಿರೋಧಿ ಕ್ಷಿಪಣಿ
antineutron,ಆಂಟಿನ್ಯೂಟ್ರಾನ್
pulsating,ಮಿಡಿಯುತ್ತಿದೆ
antinucleon,ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್
ਵਿਰੋਧੀ ਕਣ,ಪ್ರತಿಕಣ
ਐਂਟੀਪ੍ਰੋਟੋਨ,ಆಂಟಿಪ್ರೋಟಾನ್
ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ
ਵਿਰੋਧੀ ਸਮਰੂਪ,ಆಂಟಿಸಮ್ಮಿತೀಯ
ਗੈਰ-ਆਵਰਤੀ,ಮರುಕಳಿಸುವುದಿಲ್ಲ
anachronism,ಅನಾಕ್ರೊನಿಸಮ್
perforated ਸਕੈਨਿੰਗ ਡਿਸਕ,ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್
ਦੁਆਰਕ,ದ್ವಾರಕ್
"ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ","ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ"
"ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ","ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್"
ਉਦਾਸੀਨ ਕਿਨਾਰੀ,ನಿರಾಸಕ್ತಿ ಲೇಸ್
ਗੈਰ ਤਰਸਯੋਗ,ಕರುಣಾಜನಕವಲ್ಲದ
ਗੈਰ-ਅਯੋਗਤਾ,ಅಂಗವೈಕಲ್ಯವಲ್ಲದ
ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ,ಬಹಳ ವರ್ಣರಹಿತ
"ਜ਼ਮੀਨ-ਉੱਚਾ, apogee","ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ"
"ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ","ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ"
parapolarity,ಪರಧ್ರುವೀಯತೆ
ਡਿਵਾਈਸ,ಸಾಧನ
"ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ","ವಾಸ್ತವ, ದೃಶ್ಯ"
ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ,ಗೋಚರ ಸೂರ್ಯ
ਵਿਜ਼ੂਅਲ ਸਮਾਂ,ದೃಶ್ಯ ಸಮಯ
ਉਭਰਦੀ ਦਿੱਖ,ಹೊರಹೊಮ್ಮುವ ನೋಟ
ਐਪਲੀਕੇਸ਼ਨ,ಅಪ್ಲಿಕೇಶನ್
ਲਾਗੂ ਹੋਣ,ಅನ್ವಯಿಸುವಿಕೆ
ਲਾਗੂ ਕੀਤਾ,ಅನ್ವಯಿಸಲಾಗಿದೆ
ਦੇਖਣਯੋਗ,ಗಮನಿಸಬಹುದಾದ
ਪਹੁੰਚ,ಅನುಸಂಧಾನ
"ਨੇੜੇ, ਲਗਭਗ","ಹತ್ತಿರ, ಸುಮಾರು"
ਲਗਭਗ,ಅಂದಾಜು
ਭਾਫ਼ ਦਾ ਦਬਾਅ,ಆವಿಯ ಒತ್ತಡ
ਸਵੈ-ਇੱਛਤ,ಸ್ವಯಂಪ್ರೇರಿತ
"ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ","ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್"
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ,ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್
ਚਾਪ ਲੈਂਪ,ಆರ್ಕ್ ದೀಪ
ਚਾਪ-ਸਪੈਕਟ੍ਰਮ,ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್
"ਖੇਤਰ, ਖੇਤਰ","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
"ਖੇਤਰੀ, ਖੇਤਰੀ","ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ"
"ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ","ತೋಳು, ತೋಳು, ಶಾಖೆ"
ਸ਼ੁਕੀਨ,ಹವ್ಯಾಸಿ
"ਐਰੇ, ਐਰੇ","ವ್ಯೂಹ, ವ್ಯೂಹ"
ਪ੍ਰਾਪਤਕਰਤਾ,ರಿಸೀವರ್
ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ,ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ
ਸਿੰਥੈਟਿਕ,ಸಂಶ್ಲೇಷಿತ
ਨਕਲੀ ਤਬਦੀਲੀ,ಕೃತಕ ರೂಪಾಂತರ
ਚੜ੍ਹਦਾ,ಆರೋಹಣ
ਚੜ੍ਹਾਈ,ಆರೋಹಣ
ਚੜ੍ਹਨਾ,ಹತ್ತುವುದು
ਅਗੋਲੀ,ಆಗೋಲಿ
ਏਕੀਕਰਨ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ਦਾ ਸੈੱਟ,ಜೊತೆ
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ,ನಿಖರವಾದ ಅಂದಾಜು
ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು
"ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ","ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ"
ਸਵਰ ਆਵਾਜ਼,ಸ್ವರ ಧ್ವನಿ
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ਅਸਥਨਿਕ,ಅಸ್ತೇನಿಕ್
"ਪਰਹੇਜ਼, ਅਜੀਬਤਾ","ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್"
ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
ਪੁਲਾੜ ਯਾਤਰੀ,ಗಗನಯಾತ್ರಿ
ਖਗੋਲ ਵਿਗਿਆਨੀ,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
ਆਕਾਸ਼ੀ,ಆಕಾಶ
ਖਗੋਲ ਵਿਗਿਆਨ,ಖಗೋಳಶಾಸ್ತ್ರ
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
ਅਸਮਿਤ,ಅಸಮ್ಮಿತ
asymptotic,ಲಕ್ಷಣರಹಿತ
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
ਅਸਿੰਕ੍ਰੋਨਸ,ಅಸಮಕಾಲಿಕ
"ਮਾਹੌਲ, ਮਾਹੌਲ","ವಾತಾವರಣ, ವಾತಾವರಣ"
ਵਾਯੂਮੰਡਲ,ವಾತಾವರಣದ
ਹਵਾ ਦੀ ਗੜਬੜ,ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ
ਪ੍ਰਮਾਣੂ,ಪರಮಾಣು
ਪਰਮਾਣੂ,ಪರಮಾಣು
ਪਰਮਾਣੂ,ಪರಮಾಣುತ್ವ
ਪ੍ਰਮਾਣੂ ਪੁੰਜ,ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ
ਪਰਮਾਣੂ ਨੰਬਰ,ಪರಮಾಣು ಸಂಖ್ಯೆ
