Odiya,Tamil
ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |,முழுமையான வெப்பநிலை
ସଂପୂର୍ଣ୍ଣ ସମୟ |,முழுமையான நேரம்
ସଂପୂର୍ଣ୍ଣ ଏକକ |,முழுமையான அலகுகள்
ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ,துல்லியமான மதிப்பு
ପୂର୍ଣ୍ଣ କାଲକୁଲେଟର,முழு எண் கால்குலேட்டர்
ସଂପୂର୍ଣ୍ଣ ବେଗ,முழுமையான வேகம்
ସଂପୂର୍ଣ୍ଣ ସାନ୍ଦ୍ରତା |,முழுமையான பாகுத்தன்மை
ସଂପୂର୍ଣ୍ଣ ଓଜନ |,முழுமையான எடை
ସଂପୂର୍ଣ୍ଣ ଶୂନ *,முழுமையான பூஜ்ஜியம்*
ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |,பூஜ்ஜியத்தின் முழுமையான வகுப்பான்
ଶୋଷଣ,உறிஞ்சி
ଅବସାଦ ସୂଚକାଙ୍କ *,உறிஞ்சுதல் குறியீடு*
ଶୋଷିତ ଶକ୍ତି,உறிஞ்சப்பட்ட ஆற்றல்
"ଶୋଷକ, ଶୋଷକ","உறிஞ்சும், உறிஞ்சும்"
ଅବଶୋଷକ ମାଧ୍ୟମ *,உறிஞ்சும் ஊடகம்*
ଅବଶୋଷଣ କ୍ଷମତା |,உறிஞ்சும் திறன்
ଅବସାଦ |,உறிஞ்சுதல்
ଶୋଷଣକାରୀ *,உறிஞ்சும் அளவி*
ଶୋଷଣକାରୀ *,உறிஞ்சும் அளவீடு*
ଅବଶୋଷଣ,உறிஞ்சுதல்
ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *,உறிஞ்சுதல் - இசைக்குழு*
ଅବଶୋଷଣ ସର୍କିଟ |,உறிஞ்சுதல் சுற்று
ଶୋଷଣ ଗୁଣବତ୍ତା,உறிஞ்சுதல் குணகம்
ଅବଶୋଷଣ ସ୍ତମ୍ଭ,உறிஞ்சுதல் நெடுவரிசை
ଅବଶୋଷଣ ସ୍ଥିର |,உறிஞ்சுதல் மாறிலி
ଅବଶୋଷଣ କ୍ରମାଗତ |,உறிஞ்சுதல் தொடர்ச்சி
ଅବଶୋଷଣ ଜୋନ୍ |,உறிஞ்சுதல் மண்டலம்
ଅବଶୋଷଣ କରେଣ୍ଟ |,உறிஞ்சுதல் மின்னோட்டம்
ଅବଶୋଷଣ ବକ୍ର *,உறிஞ்சுதல் வளைவு*
ଅବଶୋଷଣ ଭଙ୍ଗା |,உறிஞ்சுதல் முறிவு
ଅବଶୋଷଣ କୋର୍ |,உறிஞ்சுதல் மைய
ଅବଶୋଷଣ କାରକ |,உறிஞ்சுதல் காரணி
ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |,உறிஞ்சுதல் வடிகட்டி
ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *,உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,உறிஞ்சும் ஹைக்ரோமீட்டர்
ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |,உறிஞ்சுதல் அடுக்கு
ଶୋଷଣ ମାର୍ଜିନ,உறிஞ்சுதல் விளிம்பு
ଅବଶୋଷଣ ରେଖା |,உறிஞ்சுதல் வரி
ଅବଶୋଷଣ କ୍ଷତି |,உறிஞ்சுதல் இழப்பு
ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |,உறிஞ்சுதல் பண்பேற்றம்
ହାଲୁକା ଅବଶୋଷଣ |,ஒளி உறிஞ்சுதல்
ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |,கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்
ଅବଶୋଷଣ ଶିଖର |,உறிஞ்சுதல் உச்சம்
ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |,உறிஞ்சுதல் ஒளி அளவீடு
ଅବଶୋଷଣ ଅନୁପାତ |,உறிஞ்சுதல் விகிதம்
ଅବଶୋଷଣ ପରିସର *,உறிஞ்சுதல் வரம்பு*
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *,உறிஞ்சும் நிறமாலை ஒளி அளவீடு*
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *,உறிஞ்சுதல் ஸ்பெக்ட்ரம்*
"ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |","உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்"
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,உறிஞ்சும் ஹைக்ரோமீட்டர்
ଶୋଷଣକାରୀ *,உறிஞ்சக்கூடிய*
ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |,உறிஞ்சும் ஆவியாக்கி
ଅବଶୋଷଣ ନିୟମ *,உறிஞ்சுதல் சட்டம்*
ଅବଶୋଷଣ ମାଧ୍ୟମ |,உறிஞ்சுதல் ஊடகம்
"ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *","உறிஞ்சும் திறன், உறிஞ்சுதல்*"
ଅବସାଦ *,உறிஞ்சுதல்*
ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |,ஸ்டூடியோ அலங்காரம்
ବହୁଗୁଣ ଅନୁପାତ |,பன்மடங்கு விகிதம்
abvolt,கைவிடு
ବିଷୟରେ,பற்றி
ତ୍ୱରାନ୍ୱିତ କର |,முடுக்கி
ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |,முடுக்கம்-நிறுத்த தூரம்
ଶୀଘ୍ର ଶୀଘ୍ର,விரைந்தார்
ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |,விரைவான நேர விளைவு சோதனை
ଶୀଘ୍ର ପ୍ରବାହ,விரைவான ஓட்டம்
ଦ୍ରୁତ ଗତି,விரைவான வேகம்
ଶୀଘ୍ର ଶରୀର,விரைவான உடல்
ତ୍ୱରଣକାରୀ ଓଜନ,முடுக்கி எடை
ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *,முடுக்கி மின்முனை*
ତ୍ୱରକ ସମୟ *,முடுக்கி நேரம்*
ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |,முடுக்கி கட்டம்
ତ୍ୱରଣକାରୀ ହାର,முடுக்கி விகிதம்
ତ୍ୱରକ ଭୋଲଟେଜ୍ *,முடுக்கி மின்னழுத்தம்*
ତ୍ୱରଣ,முடுக்கம்
ତ୍ୱରିତ ଜାଳେଣି |,துரிதப்படுத்தப்பட்ட எரிப்பு
ତ୍ୱରଣ ଗୁଣବତ୍ତା,முடுக்கம் குணகம்
ତ୍ୱରଣ ଉପାଦାନ,முடுக்கம் கூறு
ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |,புவியீர்ப்பு காரணமாக முடுக்கம்
ତ୍ୱରଣ କାରକ,முடுக்கம் காரணி
ତ୍ୱରିତ ଚାର୍ଜ |,துரிதப்படுத்தப்பட்ட கட்டணம்
ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ,ஈர்ப்பு முடுக்கம்
ତ୍ୱରଣ ସମ୍ଭାବନା |,முடுக்கம் சாத்தியம்
ତ୍ୱରଣ ନିୟମ,முடுக்கம் சட்டம்
ତ୍ୱରଣ ପ୍ରକ୍ରିୟା,முடுக்கம் செயல்முறை
ତ୍ୱରଣ କ୍ଷେତ୍ର,முடுக்கம் மண்டலம்
ତ୍ୱରଣ ପଦ୍ଧତି,முடுக்கம் முறை
"ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |","முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை"
ତ୍ୱରଣ ଭେକ୍ଟର,முடுக்கம் திசையன்
ତ୍ୱରଣ-ଭୋଲଟେଜ୍,முடுக்கம்-மின்னழுத்தம்
ତ୍ୱରଣ ତରଙ୍ଗ,முடுக்கம் அலை
ତ୍ୱରକ,முடுக்கி
"ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *","முடுக்கி, முடுக்கி*"
ତ୍ୱରକ ସମୀକରଣ |,முடுக்கி சமன்பாடு
ତ୍ୱରକ *,முடுக்கி*
ଆକ୍ସିଲେରୋମିଟର,முடுக்கமானி
ଆକ୍ସିଲେରୋମିଟର ମେଳ |,முடுக்கமானி பொருத்தம்
ସମ୍ମାନ,முன் அழுத்தம் கொடுப்பவர்
ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |,சரியான எழுத்துக்கள்
ଗ୍ରହଣ କୋଣ,ஏற்றுக்கொள்ளும் கோணம்
ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,ஏற்றுக்கொள்ளும் விவரக்குறிப்பு
ଗ୍ରହଣୀୟ ପରୀକ୍ଷା,ஏற்றுக்கொள்ளக்கூடிய சோதனை
"ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ","ஏற்பவர்*, ஏற்பவர்"
ରିସେପ୍ଟର ପରମାଣୁ |,ஏற்பி அணு
ରିସେପ୍ଟର ବଣ୍ଡ |,ஏற்பி பிணைப்பு
ରିସିଭର୍ ସର୍କିଟ୍ |,பெறுதல் சுற்று
ରିସେପ୍ଟର ସ୍ତର,ஏற்பி நிலை
ଦାତା ଅଣୁ,நன்கொடையாளர் மூலக்கூறு
ରିସେପ୍ଟର ସମ୍ପତ୍ତି |,ஏற்பி சொத்து
ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |,ஏற்பி சொத்து நிலை
ତ୍ୱରକ ହୋସ୍ |,முடுக்கி குழாய்
"ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ","அணுகல், காத்திருப்பு, அணுகல்"
ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |,புஜை அணுகவும்
ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |,அணுகல் அமைப்பு
ପ୍ରବେଶ ସମୟ,அணுகல் நேரம்
ଅଭିଗମ୍ୟତା,அணுகல்
"ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v, ), ଆନୁଷଙ୍ଗିକ |","கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்"
ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |,கூடுதல் கட்டுப்பாடுகள்
ସୁଯୋଗ ସମକକ୍ଷ |,தற்செயல்
ଆକସ୍ମିକ ସଂଶୋଧନ |,தற்செயலான திருத்தம்
ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |,தற்செயலான உயிர் உருவாக்கம்
ଆକସ୍ମିକ ବିଭ୍ରାଟ |,தற்செயலான திசைதிருப்பல்
ପରିଦର୍ଶକ ତ୍ରୁଟି |,பார்வையாளர் பிழை
"ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |","திடீர் நிறுத்தம், திடீர் கவ்வி"
ଆକସ୍ମିକ ସଂକ୍ରମଣ,தற்செயலான பரிமாற்றம்
ଅନିୟମିତ ଭିନ୍ନତା |,சீரற்ற மாறுபாடு
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,சரிசெய்தல்
ସ୍ଥିତ,அமைந்துள்ளது
ସଂଗୃହିତ ତ୍ରୁଟି |,திரட்டப்பட்ட பிழை
"ଜମା, ଜମା","திரட்சி, குவிப்பு"
ଶକ୍ତି ସଂରକ୍ଷଣ,ஆற்றல் சேமிப்பு
ଜମାକାରୀ *,திரட்டி*
ସଠିକତା,துல்லியம்
ବାସ୍ତବତା,யதார்த்தம்
ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |,உண்மையான கருவி கவனிப்பு
ସଠିକ୍ ପରିସର ମାର୍କର |,துல்லியமான வரம்பு குறிப்பான்
ସଠିକତା ସ୍କାନିଂ |,துல்லியமான ஸ்கேனிங்
ଅଭ୍ୟାସ କର |,பயிற்சி
ତ୍ୱରକ କକ୍ଷ *,முடுக்கி செல்*
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,நிறமற்ற லென்ஸ்*
ଆକ୍ରୋମାଟିକ୍ *,நிறமற்ற*
ଆକ୍ରୋମାଟିକ୍ ଆନାଲିଜର୍ |,நிறமற்ற பகுப்பாய்வி
ଫ୍ରିକ୍ୱେନ୍ସି ନିରପେକ୍ଷ ଆଣ୍ଟେନା |,அதிர்வெண் நடுநிலை ஆண்டெனா
ଆକ୍ରୋମାଟିକ୍ ଆକୃତି |,நிறமற்ற வடிவம்
ଆକ୍ରୋମାଟିକ୍ ଫ୍ରିଙ୍ଗ୍ |,நிறமற்ற விளிம்பு
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,நிறமற்ற லென்ஸ்*
ଆକ୍ରୋମାଟିକ୍ ପଏଣ୍ଟ ପଥ |,நிறமற்ற புள்ளி பாதை
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |,நிறமற்ற லென்ஸ்
ଆକ୍ରୋମାଟିକ୍ ପ୍ରିଜିମ୍ |,வண்ணப் பட்டகம்
ଆକ୍ରୋମାଟିକ୍ ଟେଲିସ୍କୋପ୍ |,வண்ணமயமான தொலைநோக்கி
ଆକ୍ରୋମାଟିଟି *,நிறமற்ற தன்மை*
ଆକ୍ରୋମାଟାଇଜେସନ୍ *,நிறமாற்றம்*
ଆକ୍ରୋମାଟିଟି *,நிறமற்ற தன்மை*
"ଇଲାଷ୍ଟିକ୍, ଅପ୍ରାକୃତିକ, ଚିତ୍ତାକର୍ଷକ |","மீள், பயனற்ற, பயனற்ற"
"ଆକୋରନ୍ ହୋସ୍, ବାଞ୍ଜୁ ହୋସ୍ |","ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்"
କ୍ଷୁଦ୍ର ଭଲଭ୍ |,மினியேச்சர் வால்வு
ଇକୋଫୋନି |,அகோஃபோனி
ଶବ୍ଦ,ஒலியியல்
ଆକାଶବାଣୀ ଅବଶୋଷଣ |,ஒலி உறிஞ்சுதல்
ଆକାଶବାଣୀ ଆଟେଣ୍ଡେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ஒலியியல் குறைப்பு குணகம்
ଆକାଶବାଣୀ,ஒலிக் குறைப்பு
ଶବ୍ଦ ଚୋର ଆଲାର୍ମ |,ஒலி திருடன் அலாரம்
ଆକାଶବାଣୀ କ୍ଷମତା |,ஒலியியல் கொள்ளளவு
ଶ୍ରବଣ କେନ୍ଦ୍ର,கேட்கும் மையம்
ଆକାଶବାଣୀ ବ୍ୟାଖ୍ୟା,ஒலியியல் விளக்கம்
ଶବ୍ଦ କଭର |,ஒலி உறை
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ஒலி பதில்
ଆକାଶବାଣୀ ଉପାଦାନ |,ஒலியியல் கூறு
ଆକାଶବାଣୀ,ஒலி கடத்துத்திறன்
ଆକାଶବାଣୀ ଡମ୍ପିଂ |,ஒலி தணித்தல்
ଆକାଶବାଣୀ ବିଚ୍ଛେଦ |,ஒலி சிதறல்
ସାଉଣ୍ଡ ହ୍ୟାକର୍ |,ஒலி ஹேக்கர்
ଶବ୍ଦ ଶକ୍ତି *,ஒலி ஆற்றல்*
ଶବ୍ଦ ଶକ୍ତି ସମୀକରଣ |,ஒலி ஆற்றல் சமன்பாடு
ଆକାଶବାଣୀ ସମୀକରଣ |,ஒலி சமன்பாடு
ଶବ୍ଦ ପୁନ st ସ୍ଥାପନ |,ஒலி மறுசீரமைப்பு
କ୍ଲାଡନି ଆକୃତି |,கிளாட்னி வடிவங்கள்
ଶବ୍ଦ ଫିଲ୍ଟର୍ |,ஒலி வடிகட்டி
ଶବ୍ଦ ଜେନେରେଟର,ஒலி ஜெனரேட்டர்
ଆକାଶବାଣୀ,ஒலி தட்டு
ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *,ஒலி மின்மறுப்பு*
ଶବ୍ଦଗତ ନିଷ୍କ୍ରିୟତା |,ஒலி மந்தநிலை
ଶବ୍ଦ ତୀବ୍ରତା |,ஒலி தீவிரம்
ଆକାଶବାଣୀ ବାଧା ମିଟର |,ஒலி குறுக்கீடு மீட்டர்
ଆକାଶବାଣୀ ବାଧା ଚିହ୍ନଟକାରୀ |,ஒலி குறுக்கீடு கண்டறிதல்
ଶବ୍ଦ ଲେନ୍ସ |,ஒலி லென்ஸ்
ଧ୍ୱନି ରେଖା |,ஒலி வரி
ଆକାଶବାଣୀ,ஒலி நிறை
ଶବ୍ଦ ପଦାର୍ଥ |,ஒலி பொருள்
ଶବ୍ଦର ଅର୍ଥ ହେଉଛି ମୁକ୍ତ ପଥ |,ஒலியியல் என்பது இலவச பாதை
ଆକାଶବାଣୀ ମୋଡ୍ |,ஒலி முறை
ଶବ୍ଦ ଶବ୍ଦ,ஒலி சத்தம்
ଆକାଶବାଣୀ ଓମ୍ *,ஒலி ஓம்*
"ଆକାଶବାଣୀ ପ୍ୟାନେଲ୍, ଆକାଶବାଣୀ ବୋର୍ଡ |","ஒலியியல் குழு, ஒலி பலகை"
ଶବ୍ଦ ଚରଣ ସ୍ଥିର |,ஒலி நிலை மாறிலி
ଆକାଶବାଣୀ,ஒலி ரிசீவர்
ଶବ୍ଦ ଚାପ,ஒலி அழுத்தம்
ଶବ୍ଦର ସମୃଦ୍ଧ ନିୟମ |,ஒலியின் சமச்சீர் விதி
