Punjabi,English
ਪੂਰਵ,antecedent
ਅਗਾਊਂ ਪੇਜਿੰਗ,anticipatory paging
ਵਿਰੋਧੀ ਸਮਰੂਪ,anti-symmetric
ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ,antivirus program
ਐਪਲਿਟ,applet
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,application developer
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,application programming
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API),application programming interface (API)
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,application software
ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ,applicative language
ਅਨੁਮਾਨ ਥਿਊਰੀ,approximation theory
ਆਰਕੀਟੈਕਚਰ,architecture
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,area transfer
ਦਲੀਲ,argument
ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ,arithmatic and logic unit
ਹਿਸਾਬ ਦੀ ਜਾਂਚ,arithmatic check
ਅੰਕਿਤ ਸਥਿਰ,arithmatic constant
ਅੰਕਿਤ ਡੇਟਾ,arithmatic data
ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ,arithmatical instruction
ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU),arithmetic and logic unit (ALU)
ਅਰਪਨੇਟ,ARPANET
ਐਰੇ,array
ਐਰੇ ਕੈਸ਼,array cache
ਐਰੇ ਕੰਪਿਊਟਰ,array computer
ਐਰੇ ਤੱਤ,array element
ਐਰੇ ਨਾਮ,array name
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,array processor
ਤੀਰ ਕੁੰਜੀਆਂ,arrow keys
ਉਚਾਰਨ,articulation
ਬਿਆਨ ਬਿੰਦੂ,articulation point
ਨਕਲੀ ਸੰਕੁਚਿਤ,artificial compaction
ਨਕਲੀ ਕੰਟਰੋਲ,artificial control
ਬਣਾਵਟੀ ਗਿਆਨ,artificial intelligence
ਚੜ੍ਹਦਾ,ascender
ਵਧਦੀ ਲੜੀ,ascending sort
ASCII ਬੇਟਿਕਲ ਆਰਡਰ,ASCII betical order
ASCII ਕੰਟਰੋਲ ਅੱਖਰ,ASCII control character
ASCII ਫਾਈਲ,ASCII file
ASCII ਫੌਂਟ,ASCII font
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII transfer
ਆਕਾਰ ਅਨੁਪਾਤ,aspect ratio
ਏ.ਐਸ.ਪੀ.ਆਈ,ASPI
ASR ਟਾਈਮਰ,ASR timer
ਇਕੱਠਾ ਕਰਨਾ,assemble
ਅਸੈਂਬਲਰ,assembler
ਅਸੈਂਬਲੀ,assembly
ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ,assembly language
ਦਾਅਵਾ,assertion
ਅਸਾਈਨਮੈਂਟ,assignment
ਐਸੋਸੀਏਸ਼ਨ,association
ਸਹਿਯੋਗੀ ਪਤਾ,associative address
ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ,associative memory
ਤਾਰਾ,asteric
ਅਸਮਿਤ,asymmetric
ਅਸਿੰਕ੍ਰੋਨਸ,asynchronous
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),asynchronous Digital Subscriber Line (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),asynchronous Time Division Multiplexing (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,asynchronous transfer
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),asynchronous Transfer Mode (ATM)
ਪਰਮਾਣੂ,atom
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,attached document
ਨੱਥੀ ਫ਼ਾਈਲ,attached file
ਲਗਾਵ,attachment
ਵਿਸ਼ੇਸ਼ਤਾ,attribute
ਆਡੀਓ,audio
ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ,audit programming
ਆਡਿਟ ਟ੍ਰੇਲ,audit trail
ਵਾਧਾ,augmentation
ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ,authentication protocol
ਲੇਖਕ ਪ੍ਰਣਾਲੀ,authoring system
ਅਧਿਕਾਰ,authorization
ਆਟੋ ਐਬਸਟਰੈਕਟ,auto abstract
ਆਟੋਬੂਟਿੰਗ,autobooting
ਆਟੋਕੈਡ,autocad
ਆਟੋਲੌਗ ਚਾਲੂ,autolog on
ਆਟੋਮੇਟਾ,automata
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,automata theory
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ,automatic computing
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,automatic data processing
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,automatic error correction
ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ,automatic function
ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ,automatic indexing
ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ,automatic library call
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,automatic programming
ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ,automatic recovery program
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,automatic routine
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,automatic system recovery
ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM),automatic teller machine (ATM)
ਆਟੋਮੇਸ਼ਨ,automation
ਸਵੈ ਚਾਲ,autoplay
ਸਵੈ-ਸੰਭਾਲ,autosave
ਸਹਾਇਕ,auxiliary
ਸਹਾਇਕ ਮੈਮੋਰੀ,auxiliary memory
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,auxiliary storage
ਉਪਲਬਧ ਸੂਚੀ,available list
ਉਪਲਬਧ ਸਮਾਂ,available time
ਔਸਤ,average
awk (ਭਾਸ਼ਾ),awk (language)
ਬੈਕਐਂਡ,backend
ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ,backend processor
ਬੈਕਫੇਸ ਹਟਾਉਣਾ,backface removal
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,background processing
ਬੈਕਿੰਗ ਸਟੋਰ,backing store
ਬੈਕਪੈਚਿੰਗ,backpatching
ਬੈਕਸਪੇਸ,backspace
ਬੈਕਟਰੈਕਿੰਗ,backtracking
ਬੈਕ-ਅੱਪ,back-up
ਬੈਕਅੱਪ ਮੈਮੋਰੀ,back-up memory
ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ,backward error recovery
ਸੰਤੁਲਨ ਸ਼ੀਟ,balance sheet
ਜਥਾ,band
ਬੈਂਡ ਚੌੜਾਈ,band width
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,banker's algorithm
ਬਾਰ ਕੋਡ,bar code
ਬਾਰ ਕੋਡ ਸਕੈਨਰ,bar code scanner
ਬਾਰ ਗ੍ਰਾਫ,bar graph
ਅਧਾਰ ਪਤਾ,base address
ਅਧਾਰ ਬੈਂਡ,base band
ਅਧਾਰ ਨੰਬਰ,base number
ਅਧਾਰ ਸਾਰਣੀ,base table
ਬੇਸਿਕ,BASIC
ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ,basic control
ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ,basic input
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,basic instruction
ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ,basic output
ਬੁਨਿਆਦੀ ਕਦਮ,basic step
ਬੈਚ,batch
ਬੈਚ ਫਾਈਲ,batch file
ਬੈਚ ਸਥਿਤੀ,batch position
ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ,batch processing
ਬੈਚ ਸਿਸਟਮ,batch system
ਬੌਡ,baud
ਬੌਡ ਦਰ,baud rate
ਬੀਮ,beam
ਬੇਂਚਮਾਰਕ,benchmark
ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ,bidirectional communication
ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ,bidirectional link
ਬਾਈਨਰੀ ਕੋਡ,binary code
ਬਾਈਨਰੀ ਅੰਕ,binary digit
ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS),binary Input output system (BIOS)
ਬਾਈਨਰੀ ਨੰਬਰ,binary number
ਬਾਈਨਰੀ ਆਪਰੇਟਰ,binary operator
ਬਾਈਨਰੀ ਸਬੰਧ,binary relation
ਬਾਈਨਰੀ ਖੋਜ,binary search
ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST),binary search tree (BST)
ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ,binary transfer
ਬਾਈਨਰੀ ਰੁੱਖ,binary tree
ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ,bipolar memory
ਜਨਮ ਮੌਤ ਮਾਡਲ,birth death model
ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ,birth death process
ਬਿੱਟ,bit
ਬਿੱਟ ਨੁਕਸ,bit fault
ਬਿੱਟ ਨਕਸ਼ਾ,bit map
ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP),bit map pixel (BMP)
ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ,bit matrix
ਬਿੱਟ ਪੈਟਰਨ,bit pattern
ਬਿੱਟ ਸਥਿਤੀ,bit position
ਬਿੱਟ ਰੇਟ,bit rate
ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ,black box testing
ਝਪਕਣਾ,blinking
ਬਲਾਕ,block
ਬਲਾਕ ਕੈਸ਼,block cache
ਬਲਾਕ ਚੈੱਕ,block check
ਬਲਾਕ ਕਾਪੀ,block copy
ਬਲਾਕ ਚਿੱਤਰ,block diagram
ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ,blocking network
ਫੱਟੀ,board
ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ,book mark
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,boolean algebra
ਬੂਲੀਅਨ ਸਬੰਧ,boolean relation
ਬੂਟ ਭਾਗ,boot partition
ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ,boot strapping
ਬੂਟ-ਸਟੈਪ ਲੋਡਰ,boot-strap loader
ਪੁਲ,bridge
ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ,broadband networking
ਪ੍ਰਸਾਰਣ,broadcast
ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ,broadcast radio
ਬਰਾਊਜ਼ ਕਰੋ,browse
ਬਰਾਊਜ਼ਰ,browser
ਬੀ-ਰੁੱਖ,B-Tree
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,bubble memory
ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ,bubble sort
ਬਾਲਟੀ,bucket
ਦੋਸਤ ਸਿਸਟਮ,buddy system
ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ,budget effective control
ਬਫਰ,buffer
ਬੱਗ,bug
ਬੱਸ,bus
ਬਾਈਟ,byte
ਬਾਈਟ ਕੋਡ,byte code
c,c
C++,C++
ਕੈਸ਼,cache
ਕੈਸ਼ ਬਫਰ,cache buffer
ਕੈਸ਼ ਮੈਮੋਰੀ,cache memory
ਗਣਨਾ,calculation
ਕੈਲਕੁਲੇਟਰ,calculator
ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ,calculator chip
ਕਾਲ ਕਰੋ,call
ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ,call by name
ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,call by reference
ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,call by value
ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,call by variables
ਕਾਲ ਗੇਟ,call gate
ਰੱਦ ਕਰੋ,cancel
ਰੱਦ ਕਰੋ ਬਟਨ,cancel button
ਕੈਨੋਨੀਕਲ,canonical
ਕੈਨੋਨੀਕਲ ਰੂਪ,canonical form
ਸਮਰੱਥਾ,capability
ਸਮਰੱਥਾ ਸੂਚੀ,capability list
ਸਮਰੱਥਾ,capacity
ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ,caps lock key
ਕਾਰਡ,card
ਕਾਰਡ ਰੀਡਰ,card reader
ਮੁੱਖਤਾ,cardinality
ਕੈਰੀਅਰ,carrier
ਕੈਰੀਅਰ ਬੈਂਡ,carrier band
ਕੈਰੀਅਰ ਲੋਡ,carrier load
ਕੈਰੀਅਰ ਸਿਗਨਲ,carrier signal
ਕੈਰੀਅਰ ਲਹਿਰ,carrier wave
ਲੈ ਜਾਣਾ,carry
ਕੈਰੀ ਅੰਕ,carry digit
ਝੰਡਾ ਚੁੱਕੋ,carry flag
ਕਾਰਤੂਸ ਡਿਸਕ,cartridge disk
ਕੈਸਕੇਡ,cascade
ਕੇਸ,case
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),cathod ray tube (CRT)
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),cathode ray tube (CRT)
CD ROM ਡਿਸਕ ਡਰਾਈਵ,CD ROM disk drive
ਸੈੱਲ,cell
ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ,cell animation
ਸੈਲੂਲਰ ਫ਼ੋਨ,cellular phone
ਕੇਂਦਰੀ ਮੈਮੋਰੀ,central memory
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU),central processing unit (CPU)
ਕੇਂਦਰੀ ਸਿਸਟਮ,centralized system
ਪ੍ਰਮਾਣਿਤ ਟੇਪ,certified tape
ਚੇਨ,chain
ਚੇਨ ਡਾਟਾ,chain data
ਚੇਨ ਲਿੰਕ,chain link
ਚੇਨਿੰਗ,chaining
ਚੈਨਲ,channel
ਚੈਨਲ ਵਿਅਸਤ ਟੋਨ,channel busy tone
ਚੈਨਲ ਦੀ ਸਮਰੱਥਾ,channel capacity
ਚੈਨਲ ਕੰਟਰੋਲਰ,channel controller
ਚੈਨਲ ਗਲਤੀ,channel error
ਚੈਨਲ ਪ੍ਰੋਗਰਾਮ,channel program
ਚੈਨਲ ਭਰੋਸੇਯੋਗਤਾ,channel reliability
ਚੈਨਲ ਸੈੱਟ,channel set
ਅੱਖਰ,character
ਅੱਖਰ ਕੋਡ,character code
ਅੱਖਰ ਕੁੰਜੀ,character key
ਅੱਖਰ ਪਾਠਕ,character reader
ਅੱਖਰ ਦਾ ਆਕਾਰ,character size
ਚਾਰਟ,chart
ਚੈਸੀਸ,chassis
ਚੈੱਕ ਬਿੱਟ,check bit
ਚੈੱਕ ਅੰਕ,check digit
ਚੈੱਕ ਰਕਮ,check sum
ਚੈੱਕ ਸ਼ਬਦ,check word
ਚਿੱਪ,chip
ਚਿੱਪ ਸੈੱਟ,chip set
ਚੁਣੋ,choose
ਰੰਗੀਨ ਤੌਰ &#39;ਤੇ,chromatically
ਸਿਫਰ,cipher
ਸਰਕਟ,circuit
ਸਰਕੂਲਰ ਸੂਚੀ,circular list
cirus,cirus
ਹਵਾਲਾ,citation
ਕਲਾਸ,class
ਕਲਾਸ ਵੇਰੀਏਬਲ,class variable
ਵਰਗੀਕਰਨ,classification
ਸਾਫ਼,clear
ਸਾਫ਼ ਖੇਤਰ,clear area
ਸਾਫ਼ ਚੈਨਲ,clear channel
ਕਲਿੱਕ ਕਰੋ,click
ਗਾਹਕ,client
ਗਾਹਕ ਸਰਵਰ,client server
ਗਾਹਕ ਸਟੱਬ,client stub
ਕਲਿੱਪ ਆਰਟ,clip art
ਕਲਿੱਪ ਆਰਟ ਲਾਇਬ੍ਰੇਰੀ,clip art library
ਕਲਿੱਪ ਬੋਰਡ,clip board
ਕਲਿੱਪਰ,clipper
ਕਲਿਪਰ ਚਿੱਪ,clipper chip
ਸਮੂਹ,clique
ਘੜੀ,clock
ਘੜੀ ਚੱਕਰ,clock cycle
ਘੜੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,clock frequency
ਘੜੀ ਹਾਰਡਵੇਅਰ,clock hardware
ਘੜੀ ਦੀ ਨਬਜ਼,clock pulse
ਘੜੀ ਦੀ ਗਤੀ,clock speed
ਘੜੀ ਸਮਕਾਲੀਕਰਨ,clock synchronization
ਘੜੀ ਦੀ ਟਿੱਕ,clock tick
ਕਲੋਨ,clone
ਬੰਦ ਕਰੋ,close
ਕਲੋਜ਼ ਸਰਕਟ ਟੀਵੀ (ਸੀਸੀਟੀਵੀ),close circuit TV (CCTV)
ਬੰਦ,closure
ਕਲਾਉਡ ਕੰਪਿਊਟਿੰਗ,cloud computing
ਕਲੱਸਟਰ,cluster
ਕੋਟੇਡ ਕਾਰਡ,coated card
ਕੋਟੇਡ ਕਾਗਜ਼,coated paper
coaxial,coaxial
coaxial ਕੇਬਲ,coaxial cable
ਕੋਡਾਸਿਲ,codasyl
ਕੋਡ,code
ਕੋਡ ਜਨਰੇਟਰ,code generator
ਕੋਡ ਪੰਨਾ,code page
ਕੋਡ ਸ਼ਬਦ,code word
ਕੋਡਰ,coder
ਕੋਡਿੰਗ ਜਾਂਚ,coding check
ਕੋਡਿੰਗ ਫਾਰਮ,coding form
ਕੋਡਿੰਗ ਸ਼ੀਟ,coding sheet
ਗੁਣਾਂਕ,coefficient
ਤਾਲਮੇਲ,coherence
ਠੰਡੇ ਬੂਟ,cold boot
ਠੰਡੀ ਸ਼ੁਰੂਆਤ,cold start
ਸਹਿਯੋਗ,collaboration
ਢਹਿ,collapse
ਕੋਲੇਟ,collate
ਕੋਲੇਟ ਟੇਪ,collate tape
ਟੱਕਰ,collision
ਕੋਲਨ,colon
ਰੰਗ (ਰੰਗ),colour (color)
ਰੰਗ ਸੰਤ੍ਰਿਪਤਾ,colour saturation
ਰੰਗ ਸਾਰਣੀ,colour table
ਕਾਲਮ,column
ਸੁਮੇਲ,combination
ਕੰਬੋ ਬਾਕਸ,combo box
ਹੁਕਮ,command
ਕਮਾਂਡ ਬਟਨ,command button
ਹੁਕਮ ਸੂਚੀ,command list
ਟਿੱਪਣੀ,comment
ਵਚਨਬੱਧਤਾ,commitment
ਵਸਤੂ,commodity
ਕਾਮਨ ਬਿਜ਼ਨਸ ਓਰੀਐਂਟਿਡ ਲੈਂਗੂਏਜ (ਕੋਬੋਲ),Common Business Oriented Language (Cobol)
ਆਮ ਗਲਤੀ,common error
ਆਮ ਭਾਸ਼ਾ,common language
ਆਮ ਰੁਟੀਨ,common routine
ਸੰਚਾਰ,communication
ਸੰਚਾਰ ਲਾਈਨ,communication line
ਸੰਚਾਰ ਮੋਡ,communication mode
ਸੰਚਾਰ ਨੈੱਟਵਰਕ,communication network
ਸੰਚਾਰ ਪੈਰਾਮੀਟਰ,communication parameter
ਸੰਚਾਰ ਸਿਸਟਮ,communication system
ਸੰਕੁਚਿਤ,compaction
ਸਾਥੀ,compander
ਕੰਪੈਂਡਿੰਗ,companding
ਕੰਪਨੀ ਨੈੱਟਵਰਕ,company network
ਤੁਲਨਾ ਟੈਸਟ,comparison test
ਅਨੁਕੂਲਤਾ,compatibility
ਅਨੁਕੂਲ,compatible
ਸੰਕਲਨ,compilation
ਕੰਪਾਇਲ ਅਤੇ ਜਾਓ,compile and go
ਕੰਪਾਈਲਰ,compiler
ਕੰਪਾਈਲਰ ਭਾਸ਼ਾ,compiler language
ਪੂਰਕ,complementary
ਦਸ &#39;ਤੇ ਪੂਰਕ,complement-on-ten
ਪੂਰਕ,complementor
ਪੂਰੀ ਕੈਰੀ,complete carry
ਕੰਪਲੈਕਸ,complex
ਕੰਪਲੈਕਸ ਨੰਬਰ,complex number
ਕੰਪੋਨੈਂਟ,component
ਕੰਪੋਨੈਂਟ ਆਬਜੈਕਟ ਮਾਡਲ (COM),component object model (COM)
ਮਿਸ਼ਰਿਤ,composite
ਰਚਨਾ,composition
ਕੰਪਿਊਟੇਸ਼ਨਲ,computational
