Hindi,Assamese
"वातमंडल, गैसमंडल","বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ"
अफोकसी तंत्र,ফোকাচ চিষ্টেম
पश्च ज्वलन,বেক ইগনিচন
पश्च दीप्ति,বেক লাইট
उत्तरघात,জোকাৰণি
"वय, आयु, उम्र, युग (सं.), कालप्रभावित करना (क्रि.), काल, कालप्रभावित होना","বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা"
कालप्रभावित,সময় প্ৰভাৱিত
"कालप्रभावन, जरण","বয়স বৃদ্ধি, বয়স বৃদ্ধি"
कालप्रभावन,সময়ৰ প্ৰভাৱ
कालप्रभावन परीक्षण,সময় প্ৰভাৱ পৰীক্ষা
गुरुत्वहीन,মাধ্যাকৰ্ষণহীন
संधान,মিলন
"वायुवाहित रेडार, हवाई रेडार","বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ"
"वायुवर्ती लक्ष्य, हवाई लक्ष्य","আকাশী লক্ষ্য, আকাশী লক্ষ্য"
"वायुश्वासी, वायुश्वसित्र",বায়ু শ্বাসযন্ত্ৰ
वातानुकूलन,এয়াৰ কণ্ডিচনাৰ
वायुक्रोडी ट्रांसफार्मर,এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ
वायुयान,বিমান
संरेखण,প্ৰান্তিককৰণ
सरेखण त्रुटि,প্ৰান্তিককৰণৰ ভুল
सजीव परिपथ,লাইভ চাৰ্কিট
संपूर्ण कांच नलिका,সম্পূৰ্ণ কাঁচৰ নলী
संपूर्ण धातुनलिका,গোটেই ধাতুৰ নলী
नियत करना,ঠিক কৰা
"मिश्रातु (सं.), मिश्रात्वन (क्रि.)","মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)"
मिश्रात्वन,মিশ্ৰত্ৱন
सर्वव्यापी माध्यम,সৰ্বব্যাপী মাধ্যম
सर्वतरंग ऐन्टेना,omni এন্টেনা
पंचांग,আলমানাক
ऐल्फा,আলফা
ऐल्फा-सक्रियता,আলফা-কাৰ্য্যকলাপ
अक्षरांकीय,আলফানিউমেৰিক
ऐल्फा किरण,আলফা ৰশ্মি
परिवर्तन,সলা
"एकांतर, प्रत्यावर्ती","বিকল্প, বিকল্প"
प्रत्यावर्तित्र,অলটাৰেটৰ
तुंगतालेखी,উচ্চতামাপক
तुंगतामापी,উচ্চতামাপক
तुंगतामापिकी,উচ্চতা মাপকাঠী
"तुंगता, उंचाई, उन्नतांश, शीर्षलम्ब","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
अंकगणित तर्क एकक (ए एल यू),গাণিতিক যুক্তি একক (ALU)
एमागेट नियम,amaget নিয়ম
परिवेश,পৰিৱেশ
एमाइक्रोन,amicron
ऐमीटर,এমিটাৰ
ऐम्पियर,এম্পিয়াৰ
ऐम्पियर-नियम,এম্পিয়াৰ-আইন
उभयावेशी आयन,উভচৰ আয়ন
प्रवर्धन,এম্প্লিফিকেশন
प्रवर्धक,এম্প্লিফায়াৰ
"कोणांक, आयाम","কোণ, মাত্ৰা"
ए. एम. यू. (परमाणु संहति मात्रक),ক. এম ইউ. (পাৰমাণৱিক ভৰ একক)
अनुरूप,উপযুক্ত
सादृश्य,উপমা
विश्लेषक,বিশ্লেষক
विश्लेषण,বিশ্লেষণ
विश्लेषीय,বিশ্লেষণাত্মক
अन-अबिन्दुक,নন-পইন্ট
अन-अबिंदुकता,অস্বাভাৱিক
तथा द्वार,আৰু দুৱাৰ
अप्रतिध्वनिक,অ-ধ্বনিযুক্ত
विषम प्रत्यास्थता,বিষম স্থিতিস্থাপকতা
निर्द्रव,জলহীন
कोण,কোণ
ऐंग्स्ट्रम मात्रक,angstrom একক
कोणीय,কৌণিক
कोणमापी वर्नियर,প্ৰট্ৰেক্টৰ vernier
अप्रसंवादी,বিতৰ্কহীন
अप्रसवादिता,অসন্মানজনক
अशैथिल्य चुंबकन,ৰঙীন চুম্বকীয়কৰণ
अशिथिलित,শিথিলতা
ऋणायन,এনিয়ন
असमविम,অসমতাপূৰ্ণ
विषमदैशिक,সমতলীয়
विषमदैशिकता,সমচক্ৰীয়তা
विलोपन,মচি পেলোৱা
आख्यापित्र,ষড়যন্ত্ৰকাৰী
ऐनोड,এনোড
ऐनोडीकरण,এনোডাইজেচন
अंसगत,অসামঞ্জস্যপূৰ্ণ
प्रकाशयंत्रहीन तंत्र,অপটিকেল চিষ্টেম
ऐन्टेना,এন্টেনা
ऐन्टिबेरियॉन,এন্টিবেৰিয়ান
बंधन विरोधी गुणधर्म,এন্টি-বণ্ডিং বৈশিষ্ট্য
प्रति-आबंधन,কাউণ্টাৰ বণ্ড
प्रतिलोह विद्युत,ৰিভাৰ্ছ পাৱাৰ
प्रतिलोहचुंबकीय,ডাইমেগনেটিক
प्रतिलोहचुबकीय पदार्थ,ডাইমেগনেটিক পদাৰ্থ
प्रतिकूहाकारक,এন্টি-ইনফ্লেমেটৰী
प्रतिगुरुत्व,এন্টিগ্ৰেভিটি
प्रतिलेम्डा कण,এন্টিলামডা কণা
ऐल्टीलेप्टॉन,এলিলেপ্টন
प्रतिचुंबकीय,ডাইমেগনেটিক
ऐन्टिद्रव्य,এন্টিমেটাৰ
मिसाइल विरोधी,এন্টি মিছাইল
ऐन्टिन्यूट्रॉन,এন্টিনিউট্ৰন
प्रस्पंद,স্পন্দনশীল
प्रतिन्यूक्लिऑन,এন্টিনিউক্লিয়ন
प्रतिकण,এন্টিপাৰটিকেল
प्रतिप्रोटॉन,এন্টিপ্ৰ&#39;টন
परावर्तनरोधी,এন্টিৰিফ্লেক্টিভ
प्रतिसममित,এন্টিসিমেট্ৰিক
अनावर्ती,non recurring
अनावर्तिता,এনাক্ৰ&#39;নিজম
छिद्रित क्रमवीक्षण डिस्क,ছিদ্ৰযুক্ত স্কেনিং ডিস্ক
द्वारक,দ্বাৰক
"शीर्ष, शिखर, अग्रक","ওপৰ, ওপৰ, সন্মুখ"
"सूर्योच्च, रवि उच्च, अपसौर","সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য"
अविपथी लेस,উদাসীন জৰী
अविपथी,অকৰুণ
अविपथिता,অ-অক্ষমতা
अति अवर्णी,অতি ৰংহীন
"भूमि-उच्च, अपभू","ভূমি-উচ্চ, apogee"
"अध्रुवी, परिध्रुवी","অমেৰু, বৃত্তাকাৰ"
परिध्रुविता,পেৰাপোলাৰিটি
उपकरण,সঁজুলি
"आभासी, दृष्ट","ভাৰ্চুৱেল, দৃশ্যমান"
दृष्ट सूर्य,দৃশ্যমান সূৰ্য্য
दृष्ट समय,দৃশ্যমান সময়
"उदभावी, प्रकटन",উদীয়মান ৰূপ
अनुप्रयुक्ति,দৰ্খাস্ত
अनुप्रयोज्यता,প্ৰযোজ্যতা
अनुप्रयुक्त,প্ৰয়োগ কৰা হৈছে
सुप्रेक्ष्य,পৰ্যবেক্ষণযোগ্য
उपगमन,পদ্ধতি
"सन्निकट, लगभग","ওচৰত, প্ৰায়"
सन्निकटन,আনুমানিককৰণ
वाष्प दाब,বাষ্পৰ চাপ
स्वेच्छ,স্বেচ্ছামূলক
"आर्क भट्टी, चाप भट्टी","চাপ চুলা, চাপ চুলা"
आर्किमीडीज़ का नियम,আৰ্কিমিডিছৰ নিয়ম
स्थापत्य ध्वानिकी,স্থাপত্যৰ ধ্বনিবিজ্ঞান
आर्क लैंप,চাপ লেম্প
आर्क-स्पेक्ट्रम,চাপ-বৰ্ণালী
"क्षेत्र, क्षेत्रफल","এলেকা, এলেকা"
"क्षेत्रफलीय, क्षेत्रीय","আঞ্চলিক, আঞ্চলিক"
"बाहु, भुजा, शाखिका","বাহু, বাহু, শাখা"
आमेचर,অপেশাদার
"व्यूह, सरणी","এৰে, এৰে"
प्रग्राही,ৰিচিভাৰ
उच्चारण स्पष्टता,উচ্চাৰণৰ স্পষ্টতা
कृत्रिम,কৃত্ৰিম
कृत्रिम तत्वांतरण,কৃত্ৰিম ৰূপান্তৰ
आरोही,আৰোহী
तारारोहण,আৰোহণ
आरोहांक,বগাই যোৱা
अगोली,আগোলি
अगोलीकरण,একত্ৰীকৰণ
समुच्चय,set of
"समुच्चय करना, समुच्चयन","একত্ৰিত কৰা, একত্ৰিত কৰা"
"समुच्चय, समुच्चयन, कोडांतरण","একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা"
परिशुद्धता आकलन,নিখুঁত অনুমান
निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण,নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ
"संबंद्ध, सहचारी, संगुणित","সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত"
स्वरावृत्ति,স্বৰধ্বনি
स्वचलित बहुकंपित्र,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
अस्थैतिक,এষ্টেনিক
"अबिन्दुकता, एस्टिग्मेटिज्म","বিৰতি, দৃষ্টিশক্তি"
अंतरिक्ष यात्रा इलेक्ट्रॉनिकी,মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ
खगोलमिति,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
अंतरिक्षयात्री,মহাকাশচাৰী
खगोलज्ञ,জ্যোতিৰ্বিজ্ঞানী
खगोलीय,আকাশী
खगोलिकी,জ্যোতিৰ্বিজ্ঞান
खगोल भौतिकी,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
असममित,অসমতাপূৰ্ণ
अनंतस्पर्शी,এছিম্পটটিক
उपगामी,গুৰুতৰ কৰি তোলা
अतुल्यकालिक,এচিনক্ৰ&#39;নাছ
"वायुमंडल, परिमंडल","বায়ুমণ্ডল, বায়ুমণ্ডল"
वायुमंडलीय,বায়ুমণ্ডলীয়
वायु-विद्युत क्षोभ,বতাহৰ অস্থিৰতা
परमाणु,পাৰমাণৱিক
परमाण्वीय,পাৰমাণৱিক
परमाणुकता,পাৰমাণৱিকতা
परमाणु संहति,পাৰমাণৱিক ভৰ
परमाणु क्रमांक,পাৰমাণৱিক সংখ্যা
"परमाणु-रिऐक्टर, परमाणु पाइल","নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল"
परमाण्विक,পাৰমাণৱিক
कणन,কণা
कणित्र,কণা
"क्षीणन, क्षीणता","attenuation, ক্ষীণকৰণ"
"क्षीणकारी, क्षीणक","attenuating, ক্ষীণ কৰা"
आकर्षण,আকৰ্ষণ
आकर्षण बल,আকৰ্ষণৰ বল
श्रव्यता,শ্ৰৱণ ক্ষমতা
श्रव्य आवृत्ति-प्रवर्धक,অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ
श्रव्य,শ্ৰৱণযোগ্য
श्रव्यजनित्र,অডিঅ&#39; জেনেৰেটৰ
श्रव्यता आलेख,শ্ৰৱণ ক্ষমতা গ্ৰাফ
श्रवण विज्ञान,শ্ৰৱণ বিজ্ঞান
श्रव्यतामापी,অডিঅ&#39;মিটাৰ
श्रव्य आवृत्ति-दोलक,শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক
ध्वनि सिग्नल,শব্দ সংকেত
दृश्य-श्रव्य,দৃশ্য-শ্ৰাব্য
"ऑडिटोरियम, सभाभवन","অডিটৰিয়াম, অডিটৰিয়াম"
ओज़ए प्रभाव,OZ প্ৰভাৱ
संवर्धन,প্ৰচাৰ
संवर्धक,এনহান্সাৰ
ध्रुवीय ज्योति,মেৰু শিখা
दक्षिण ध्रुवीय ज्योति,দক্ষিণ মেৰু শিখা
उत्तर ध्रुवीय ज्योति,উত্তৰ মেৰু শিখা
स्वचालित सचेतक,স্বয়ংক্ৰিয় সতৰ্কবাণী
स्वतः समांतरित्र,অটো সমান্তৰালকাৰী
"आत्मचालित, स्वचालित, स्वतः","স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়"
"स्वचालन, स्वचालित यंत्र","স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ"
"सहायक, सहकारी, अतिरिक्त","সহায়ক, সমবায়, অতিৰিক্ত"
"अवधाव, ऐवेलांश","অৱদাভা, হিমস্খলন"
"औसत, माध्य","mean, mean"
परिवर्जन,পৰিৱৰণ
अक्षीय,অক্ষীয়
अक्ष,অক্ষ
दिगंश,এজিমুথ
दिगंशीय,এজিমুথ
पश्च,পিছলৈ
"पृष्ठभूमि, पृष्ठभूमिक","পটভূমি, পটভূমি"
"पिच्छद, पश्चगमन","পিছপৰা, পিছপৰা"
प्रतिवर्तन,ঘুৰা
पश्चडोल वोल्टता स्पंदक,বেক ভল্টেজ পালছাৰ
पश्च-पश्च-संबंधन,সম্পৰ্কৰ পিছৰ
पूर्तिकर,ৰিইম্বৰ্চেমেণ্ট
विरोधी वोल्टता,এন্টি ভল্টেজ
पश्चवर्ती प्रकीर्णन,পশ্চাৎ বিক্ষিপ্ততা
अंतराली तरंग,অন্তৰ্স্থলীৰ তৰংগ
कुचालक,ইনচুলেটৰ
पैराशूट सहित कूद पड़ना,পেৰাচুট জাম্প
तपन,উত্তাপন কৰা
"तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
संतोलक,বেলেন্সাৰ
संतुलन,ভাৰসাম্যতা বজাই ৰখা
गोलात चुबक,গ্ল&#39;বুল
"प्राक्षेपिक, प्राक्षेपिकीय","বেলিষ্টিক, বেলিষ্টিক"
"प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर","প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ"
प्रक्षेपास्त्र,মিছাইল
"प्राक्षेपिकी, अस्त्र विज्ञान","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
प्रक्षेप,প্ৰক্ষেপণ
मुक्त प्रक्षेप पथ,মুক্ত ট্ৰেজেক্টৰী
"बैलून, गुब्बारा","বেলুন, বেলুন"
बामर-असातत्य,বালমাৰ বিচ্ছিন্নতা
"पट्ट, पट्टी, बैंड .दल","বেণ্ড, বেণ্ড, বেণ্ড"
धमाका,ফুটা
"व्यूह, पुंज, किनारा, बैंक, तट","array, beam, তীৰ, পাৰ, উপকূল"
"स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा","স্তম্ভ, বাৰ, কব, ব্লক, বাৰ, ৰড, বাৰ, ৮.বেৰ, ৯. ৰেখা, ১০. প্ৰান্ত, ১ ব্লক, ১, বাৰ, ১, ৰেখা, ১, পৰীক্ষা ৰেখা"
बारडीन सिद्धांत,bardeen নীতি
बार्कहाउज़एन प्रभाव,barkhausen প্ৰভাৱ
बार्लो चक्र,barlow চক্ৰ
दंड चुबंक,বাৰ চুম্বক
बार्न,ভঁৰাল
वायुदाब-आलेख,বায়ুৰ চাপৰ গ্ৰাফ
"वायुदाबलेखी, बैरोग्राफ","বেৰ&#39;গ্ৰাফ, বেৰ&#39;গ্ৰাফ"
वायुदाबमापी,বেৰ&#39;মিটাৰ
वायुदाबमिति,বায়ুমণ্ডলীয় চাপ
"कर्षमंडल, बैरोमंडल","ব্ৰহ্মাণ্ড, বেৰ&#39;স্ফিয়াৰ"
दंड लोलक,পেণ্ডুলাম
"रोध, रोधिका, नाभिकीय रोधिका","বাধা, পাৰমাণৱিক বাধা, পাৰমাণৱিক বাধা"
रोधिका स्तर,বাধাৰ স্তৰ
बरिऑन,barion
गुरुमंडल,গুৰুমণ্ডল
आधार बैंड,বেচ বেণ্ড
"आधारीय, मूल, क्षारीय","মৌলিক, মৌলিক, ক্ষাৰকীয়"
आधारक,ভেঁটি
"गणन, दल रचना","গণনা, দল গঠন"
"कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ","cistern, cistern, হিটাৰ, গৰম কৰা পাত্ৰ, গা ধোৱা"
बैटरी,বেটাৰি
"व्यूह खंड, कक्ष, खाड़ई","এৰে খণ্ড, কক্ষ, উপসাগৰ"
प्रदर्श,প্ৰদৰ্শন
कीबन,কিবান
"मणिका, बीड","মণিকা, বিড"
"दंड, बीम, किरण पुंज, तुर","ৰশ্মি, ৰশ্মি, ৰশ্মি, ট্রাম্প"
"दिक्मान, दिक्कोण","ডিকমন, ডিকন"
"डोल, विस्पंद","ডোলে, ভিস্পেণ্ড"
बैकेरल प्रभाव,becquerel প্ৰভাৱ
"बेलजार, घंटाकार ढकना",ঘণ্টা জাৰ
धौंकनी,bellows
घंटाकार,ঘণ্টা ঘড়ী
"वेदिका, बेंच","বেদিকা, বেঞ্চ"
"मोड, बंक (सं.), मोड़ना (क्रि.)","মোড, বাংক (সম্পা.), বেণ্ড (v.)"
बंकन,বাংকন
"मुड़आ, बंकित","bent, বেঁকা"
बर्नूली-समीकरण,বাৰ্নৌলি-সমীকৰণ
बेसल-फलन,ভিত্তি-ফলন
श्रेष्ठतम आसंजन,শ্ৰেষ্ঠ আঠাযুক্ততা
बीटा (भ्),বিটা (খ)
बीटाट्रॉन,betatron
बेथे निदर्श,bethe মডেল
बिवाट्रॉन,বিভাট্ৰন
B-H वक्र,BH বক্ৰ
द्विकोणीय,দ্বিকোণীয়া
"अभिनति, बायस","bias, পক্ষপাতিত্ব"
द्वि-अक्षीय,দ্বি-অক্ষীয়
बाइक्रोमेट सेल,বাইক্ৰ&#39;মেট কোষ
अभयावतल,অভ্যাৱতল
द्विशंकु ऐन्टेना,ডাবল এন্টেনা
उभयोत्तल,দ্বি উত্তল
"द्वि-क्रिस्टल, द्विक क्रिस्टल","দ্বি-স্ফটিক, দ্বৈত-স্ফটিক"
द्विदिशी माइक्रोफोन,দ্বিমুখী মাইক্ৰ&#39;ফোন
द्वि-उपादानीय निदर्श,দ্বিপদ আৰ্হি
द्विसूत्री,ডাইঅ&#39;ইচিয়াছ
द्विपार्श्विक,দ্বিপাক্ষিক
द्विरैखिक,দ্বিৰেখা
द्वि-अणुक,দ্বি আণৱিক
"द्वि-चर, द्वि-आधारी, द्वयी","দ্বি-চলক, দ্বি-ভিত্তিক, দ্বৈত"
"द्वि-आधारी कोड, द्वि-आधारी कूट","বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড"
युग्मतारा,গেম ষ্টাৰ
द्वि-आधारी पद्धति,বাইনাৰী পদ্ধতি
"द्विकर्णी, द्विपथी",biparietal
बंधन,বান্ধোন
"द्विनेत्री, बाइनाक्युलर","বাইনোকুলাৰ, বাইনোকুলাৰ"
द्विनोड,বাইনাৰী
द्विपद बंटन,দ্বিপদ বিতৰণ
"द्विकेन्द्रीय, द्विकेन्द्रकी, द्विन्यूक्लीय","দ্বিকেন্দ্ৰীয়, দ্বিকেন্দ্ৰীয়, দ্বি-নিউক্লিয়েট"
जैव-गतिकी,জৈৱগতিবিদ্যা
जैव इलेक्ट्रानिकी,বায়&#39; ইলেক্ট্ৰনিক্স
जीव-भौतिकीविज्ञ,জৈৱপদাৰ্থবিজ্ঞানী
जीव-भौतिकी,জৈৱপদাৰ্থ বিজ্ঞান
जैविक उपग्रह,জৈৱিক উপগ্ৰহ
"चलचित्रदर्शी, बायोस्कोप","চিনেমাটোগ্ৰাফাৰ, বায়স্কোপ"
बायो-सावर्ट नियम,বায়&#39;-ছাভাৰ্ট নিয়ম
द्विप्रावस्थिक धारा,দ্বিফেজিক কাৰেণ্ট
द्विध्रुवीय,ডাইপোল
"द्विकप्रिज्म, बाइप्रिज्म","বাইপ্ৰিজম, বাইপ্ৰিজম"
"द्विस्फटिक, बाइक्वार्ट्ज","বাইকোৱাৰ্টছ, বাইকোৱাৰ্ট"
द्विस्थितिक अभिलक्षण,দ্বিপৰ্যায়ৰ আখৰ
द्विस्थितिक बहुकंपित्र,দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ
"द्वयंक* (द्विआधारी अंक), बरमी, अणी, टूक","ড্ৱায়াংক* (বাইনাৰী সংখ্যা), বাৰ্মিজ, অনি, টুক"
"काला, कृष्ण","ক&#39;লা, কৃষ্ণ"
कृष्णिका,ক&#39;লা শৰীৰ
अदृश्य प्रकाश,অদৃশ্য পোহৰ
"तिमिरायन, रेडियो तिमिरायन",timirayan ৰেডিঅ&#39; timirayan
लोपन स्पंद,ইজেকচন পালছ
अंतक बायस,end bias
कृष्ण विकिरण,ক&#39;লা বিকিৰণ
"असंपूर्त, रिक्त","অসম্পূৰ্ণ, খালী"
समाच्छादन,আৱৰণ
लोपन,বাতিল কৰা
"स्फोटन, वात्या, झोंका","বিস্ফোৰণ, বিস্ফোৰণ, ধুমুহা"
"साविका, ब्लीडर, सावी","সবিকা, ব্লিডাৰ, সবি"
"प्रच्छन्न, अंध","ছদ্মবেশত, অন্ধ"
ब्लॉख प्रमेय,ব্লকৰ উপপাদ্য
"अवरोध, अवरोधन, अवरोधी","ব্লক, ব্লক, ব্লক"
"आघात, ब्लो, धमन","blow, blow, আঘাত কৰা"
ब्लू प्रिंट,নীলা প্ৰিন্ট
अस्पष्टता-वृत्त,অস্পষ্টতা বৃত্ত
अस्पष्ट,তৰংগ
"गोलक, गोला, लटकन","বল, গোলক, লকেট"
"पिंड, वस्तु","শৰীৰ, বস্তু"
कायिक धारिता,শাৰীৰিক ক্ষমতা
अंत:केन्द्रित,কেন্দ্ৰীভূত
"पिंड-विकर्ण, अन्त:-विकर्ण","শৰীৰ-তিৰ্যক, শেষ-তিৰ্যক"
"बोगी, अज्ञात संसूचन (रडार)","bogie, অজ্ঞাত ধৰা পেলোৱা (ৰাডাৰ)"
बोर प्रभाव,ব&#39;ৰ ইফেক্ট
बोर मैग्नेटॉन,ব&#39;ৰ মেগনেটন
"क्वथित्र, बॉयलर","বয়লাৰ, বয়লাৰ"
"क्वथन, उबालना","উতলা, উতলা"
बोल्ट्समान समीकरण,বোল্টছমেন সমীকৰণ
बमबार इलेक्ट्रॉन,বোমাৰু ইলেক্ট্ৰন
"अभिघातक ऊर्जा, बमकारी ऊर्जा","আঘাতজনিত শক্তি, বোমা বিস্ফোৰণ শক্তি"
बंधक,বন্ধক
"आबंधक, आबंधी, आबन्धन","বণ্ডেড, বণ্ডেড, বণ্ডেড"
अभिवर्धक,এনহান্সাৰ
बोरॉन,বোৰন
बोस-कण,বস-কণা
बोसॉन,ব&#39;চন
"झंप, उच्छलन","জোকাৰণি, জাম্প"
परिबद्ध,বাধ্যতা
"परिसीमा, सीमा (सं.), सीमांत (वि.)","সীমা, সীমা (সম্পা.), প্ৰান্তীয় (v.)"
बद्ध,বাধ্যতা
"धनु, गज़",ধনু ৰাশিৰ চোতাল
नौकाग्र तरंग,পালতোলা ঢৌ
बॉयल ताप,বয়লাৰ গৰম কৰা
बॉयल-नियम,ল&#39;ৰাৰ আইন
