Tamil,Gujarati
வெப்பநிலையின் இறுதி அளவு*,તાપમાનનું સંપૂર્ણ માપ*
"absolute synchrony, absolute synchrony","સંપૂર્ણ સુમેળ, સંપૂર્ણ સુમેળ"
முழுமையான மன அழுத்தம்,સંપૂર્ણ તણાવ
முழுமையான சமச்சீர்,સંપૂર્ણ સમપ્રમાણતા
முழுமையான இயக்க உடல்,સંપૂર્ણ ગતિ શરીર
முழுமையான அலகு அமைப்பு,સંપૂર્ણ એકમ સિસ્ટમ
முழுமையான வெப்பநிலை,સંપૂર્ણ તાપમાન
முழுமையான நேரம்,ચોક્કસ સમય
முழுமையான அலகுகள்,સંપૂર્ણ એકમો
துல்லியமான மதிப்பு,સંપૂર્ણ મૂલ્ય
முழு எண் கால்குலேட்டர்,પૂર્ણાંક કેલ્ક્યુલેટર
முழுமையான வேகம்,સંપૂર્ણ વેગ
முழுமையான பாகுத்தன்மை,સંપૂર્ણ સ્નિગ્ધતા
முழுமையான எடை,સંપૂર્ણ વજન
முழுமையான பூஜ்ஜியம்*,સંપૂર્ણ શૂન્ય*
பூஜ்ஜியத்தின் முழுமையான வகுப்பான்,શૂન્યનો સંપૂર્ણ વિભાજક
உறிஞ்சி,શોષી લેવું
உறிஞ்சுதல் குறியீடு*,શોષણ સૂચકાંક*
உறிஞ்சப்பட்ட ஆற்றல்,શોષિત ઊર્જા
"உறிஞ்சும், உறிஞ்சும்","શોષક, શોષક"
உறிஞ்சும் ஊடகம்*,શોષક માધ્યમ*
உறிஞ்சும் திறன்,શોષણ ક્ષમતા
உறிஞ்சுதல்,શોષણ
உறிஞ்சும் அளவி*,શોષણમાપક*
உறிஞ்சும் அளவீடு*,શોષણમેટ્રી*
உறிஞ்சுதல்,શોષણ
உறிஞ்சுதல் - இசைக்குழு*,શોષણ - બેન્ડ*
உறிஞ்சுதல் சுற்று,શોષણ સર્કિટ
உறிஞ்சுதல் குணகம்,શોષણ ગુણાંક
உறிஞ்சுதல் நெடுவரிசை,શોષણ કૉલમ
உறிஞ்சுதல் மாறிலி,સતત શોષણ
உறிஞ்சுதல் தொடர்ச்சி,શોષણ સાતત્ય
உறிஞ்சுதல் மண்டலம்,શોષણ ઝોન
உறிஞ்சுதல் மின்னோட்டம்,શોષણ વર્તમાન
உறிஞ்சுதல் வளைவு*,શોષણ વક્ર*
உறிஞ்சுதல் முறிவு,શોષણ અસ્થિભંગ
உறிஞ்சுதல் மைய,શોષણ કોર
உறிஞ்சுதல் காரணி,શોષણ પરિબળ
உறிஞ்சுதல் வடிகட்டி,શોષણ ફિલ્ટર
உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*,શોષણ જ્યોત ફોટોમેટ્રી*
உறிஞ்சும் ஹைக்ரோமீட்டர்,શોષણ હાઇગ્રોમીટર
உறிஞ்சுதல் அடுக்கு,શોષણ ઘાતાંક
உறிஞ்சுதல் விளிம்பு,શોષણ સીમાંત
உறிஞ்சுதல் வரி,શોષણ રેખા
உறிஞ்சுதல் இழப்பு,શોષણ નુકશાન
உறிஞ்சுதல் பண்பேற்றம்,શોષણ મોડ્યુલેશન
ஒளி உறிஞ்சுதல்,પ્રકાશ શોષણ
கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்,રેડિયેશન ઊર્જાનું શોષણ
உறிஞ்சுதல் உச்சம்,શોષણની ટોચ
உறிஞ்சுதல் ஒளி அளவீடு,શોષણ ફોટોમેટ્રી
உறிஞ்சுதல் விகிதம்,શોષણ ગુણોત્તર
உறிஞ்சுதல் வரம்பு*,શોષણ શ્રેણી*
உறிஞ்சும் நிறமாலை ஒளி அளவீடு*,શોષણ સ્પેક્ટ્રમ ફોટોમેટ્રી*
உறிஞ்சுதல் ஸ்பெக்ட்ரம்*,શોષણ સ્પેક્ટ્રમ*
"உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்","શોષણ નળી, શોષણ નળી"
உறிஞ்சும் ஹைக்ரோமீட்டர்,શોષણ હાઇગ્રોમીટર
உறிஞ்சக்கூடிய*,શોષક*
உறிஞ்சும் ஆவியாக்கி,શોષક બાષ્પીભવક
உறிஞ்சுதல் சட்டம்*,શોષણ કાયદો*
உறிஞ்சுதல் ஊடகம்,શોષણ માધ્યમ
"உறிஞ்சும் திறன், உறிஞ்சுதல்*","શોષક ક્ષમતા, શોષણ*"
உறிஞ்சுதல்*,શોષણ*
ஸ்டூடியோ அலங்காரம்,સ્ટુડિયો સરંજામ
பன்மடங்கு விகிதம்,ગુણાકાર ગુણોત્તર
கைவிடு,અવગણના
பற்றி,વિશે
முடுக்கி,વેગ આપો
முடுக்கம்-நிறுத்த தூரம்,પ્રવેગક-સ્ટોપ અંતર
விரைந்தார்,ઉતાવળ કરી
விரைவான நேர விளைவு சோதனை,ઝડપી સમય અસર પરીક્ષણ
விரைவான ஓட்டம்,ઝડપી પ્રવાહ
விரைவான வேகம்,ઝડપી ગતિ
விரைவான உடல்,ઝડપી શરીર
முடுக்கி எடை,પ્રવેગક તોલનાર
முடுக்கி மின்முனை*,પ્રવેગક ઇલેક્ટ્રોડ*
முடுக்கி நேரம்*,પ્રવેગક સમય*
முடுக்கி கட்டம்,પ્રવેગક તબક્કો
முடுக்கி விகிதம்,પ્રવેગક દર
முடுக்கி மின்னழுத்தம்*,એક્સિલરેટર વોલ્ટેજ*
முடுக்கம்,પ્રવેગ
துரிதப்படுத்தப்பட்ட எரிப்பு,ત્વરિત કમ્બશન
முடுக்கம் குணகம்,પ્રવેગક ગુણાંક
முடுக்கம் கூறு,પ્રવેગક ઘટક
புவியீர்ப்பு காரணமாக முடுக்கம்,ગુરુત્વાકર્ષણને કારણે પ્રવેગક
முடுக்கம் காரணி,પ્રવેગક પરિબળ
துரிதப்படுத்தப்பட்ட கட்டணம்,ઝડપી ચાર્જ
ஈர்ப்பு முடுக்கம்,ગુરુત્વાકર્ષણ પ્રવેગક
முடுக்கம் சாத்தியம்,પ્રવેગક સંભવિત
முடுக்கம் சட்டம்,પ્રવેગક કાયદો
முடுக்கம் செயல்முறை,પ્રવેગક પ્રક્રિયા
முடுக்கம் மண்டலம்,પ્રવેગક ક્ષેત્ર
முடுக்கம் முறை,પ્રવેગક પદ્ધતિ
"முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை","પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા"
முடுக்கம் திசையன்,પ્રવેગક વેક્ટર
முடுக்கம்-மின்னழுத்தம்,પ્રવેગક-વોલ્ટેજ
முடுக்கம் அலை,પ્રવેગક તરંગ
முடுக்கி,પ્રવેગક
"முடுக்கி, முடுக்கி*","પ્રવેગક, પ્રવેગક*"
முடுக்கி சமன்பாடு,પ્રવેગક સમીકરણ
முடுக்கி*,એક્સિલરેટર*
முடுக்கமானி,એક્સેલરોમીટર
முடுக்கமானி பொருத்தம்,એક્સેલરોમીટર મેચિંગ
முன் அழுத்தம் கொடுப்பவர்,prestresser
சரியான எழுத்துக்கள்,માન્ય અક્ષરો
ஏற்றுக்கொள்ளும் கோணம்,સ્વીકૃતિ કોણ
ஏற்றுக்கொள்ளும் விவரக்குறிப்பு,સ્વીકૃતિ સ્પષ્ટીકરણ
ஏற்றுக்கொள்ளக்கூடிய சோதனை,સ્વીકાર્ય પરીક્ષણ
"ஏற்பவர்*, ஏற்பவர்","સ્વીકારનાર*, સ્વીકારનાર"
ஏற்பி அணு,રીસેપ્ટર અણુ
ஏற்பி பிணைப்பு,રીસેપ્ટર બોન્ડ
பெறுதல் சுற்று,રીસીવર સર્કિટ
ஏற்பி நிலை,રીસેપ્ટર સ્તર
நன்கொடையாளர் மூலக்கூறு,દાતા પરમાણુ
ஏற்பி சொத்து,રીસેપ્ટર મિલકત
ஏற்பி சொத்து நிலை,રીસેપ્ટર મિલકત સ્તર
முடுக்கி குழாய்,પ્રવેગક નળી
"அணுகல், காத்திருப்பு, அணுகல்","પ્રવેશ, રાહ, પ્રવેશ"
புஜை அணுகவும்,ભુજ એક્સેસ
அணுகல் அமைப்பு,ઍક્સેસ સિસ્ટમ
அணுகல் நேரம்,ઍક્સેસ સમય
அணுகல்,ઉપલ્બધતા
"கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்","વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ"
கூடுதல் கட்டுப்பாடுகள்,વધારાના પ્રતિબંધો
தற்செயல்,સંયોગ
தற்செயலான திருத்தம்,આકસ્મિક કરેક્શન
தற்செயலான உயிர் உருவாக்கம்,આકસ્મિક બાયોજેનેસિસ
தற்செயலான திசைதிருப்பல்,આકસ્મિક ડાયવર્ઝન
பார்வையாளர் பிழை,મુલાકાતી ભૂલ
"திடீர் நிறுத்தம், திடீர் கவ்வி","અચાનક સ્ટોપ, એકાએક સ્ટોપ"
தற்செயலான பரிமாற்றம்,આકસ્મિક ટ્રાન્સમિશન
சீரற்ற மாறுபாடு,રેન્ડમ ભિન્નતા
சரிசெய்தல்,ગોઠવણ
அமைந்துள்ளது,સ્થિત
திரட்டப்பட்ட பிழை,સંચિત ભૂલ
"திரட்சி, குவிப்பு","સંચય, સંચય"
ஆற்றல் சேமிப்பு,ઊર્જા સંગ્રહ
திரட்டி*,સંચયક*
துல்லியம்,ચોકસાઈ
யதார்த்தம்,વાસ્તવિકતા
உண்மையான கருவி கவனிப்பு,વાસ્તવિક સાધન અવલોકન
துல்லியமான வரம்பு குறிப்பான்,ચોક્કસ શ્રેણી માર્કર
துல்லியமான ஸ்கேனிங்,ચોકસાઇ સ્કેનીંગ
பயிற்சி,પ્રેક્ટિસ
முடுக்கி செல்*,એક્સિલરેટર સેલ*
நிறமற்ற லென்ஸ்*,વર્ણહીન લેન્સ*
நிறமற்ற*,વર્ણહીન*
நிறமற்ற பகுப்பாய்வி,વર્ણહીન વિશ્લેષક
அதிர்வெண் நடுநிலை ஆண்டெனா,આવર્તન તટસ્થ એન્ટેના
நிறமற்ற வடிவம்,વર્ણહીન આકાર
நிறமற்ற விளிம்பு,વર્ણહીન ફ્રિન્જ
நிறமற்ற லென்ஸ்*,વર્ણહીન લેન્સ*
நிறமற்ற புள்ளி பாதை,વર્ણહીન બિંદુ પાથ
நிறமற்ற லென்ஸ்,વર્ણહીન લેન્સ
வண்ணப் பட்டகம்,વર્ણહીન પ્રિઝમ
வண்ணமயமான தொலைநோக்கி,વર્ણહીન ટેલિસ્કોપ
நிறமற்ற தன்மை*,વર્ણહીનતા*
நிறமாற்றம்*,વર્ણહીનકરણ*
நிறமற்ற தன்மை*,વર્ણહીનતા*
"மீள், பயனற்ற, பயனற்ற","સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન"
"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்","એકોર્ન નળી, બંજુ નળી"
மினியேச்சர் வால்வு,લઘુચિત્ર વાલ્વ
அகோஃபோனி,ઇકોફોની
ஒலியியல்,એકોસ્ટિક
ஒலி உறிஞ்சுதல்,એકોસ્ટિક શોષકતા
ஒலியியல் குறைப்பு குணகம்,એકોસ્ટિક એટેન્યુએશન ગુણાંક
ஒலிக் குறைப்பு,એકોસ્ટિક એટેન્યુએશન
ஒலி திருடன் அலாரம்,એકોસ્ટિક ચોર એલાર્મ
ஒலியியல் கொள்ளளவு,એકોસ્ટિક ક્ષમતા
கேட்கும் மையம்,સુનાવણી કેન્દ્ર
ஒலியியல் விளக்கம்,એકોસ્ટિક સમજૂતી
ஒலி உறை,એકોસ્ટિક કવર
ஒலி பதில்,એકોસ્ટિક પ્રતિભાવ
ஒலியியல் கூறு,એકોસ્ટિક ઘટક
ஒலி கடத்துத்திறன்,એકોસ્ટિક વાહકતા
ஒலி தணித்தல்,એકોસ્ટિક ભીનાશ
ஒலி சிதறல்,એકોસ્ટિક વિક્ષેપ
ஒலி ஹேக்கர்,સાઉન્ડ હેકર
ஒலி ஆற்றல்*,ધ્વનિ ઊર્જા*
ஒலி ஆற்றல் சமன்பாடு,એકોસ્ટિક ઊર્જા સમીકરણ
ஒலி சமன்பாடு,એકોસ્ટિક સમીકરણ
ஒலி மறுசீரமைப்பு,એકોસ્ટિક પુનઃસ્થાપન
கிளாட்னி வடிவங்கள்,ક્લેડની આકાર
ஒலி வடிகட்டி,એકોસ્ટિક ફિલ્ટર
ஒலி ஜெனரேட்டர்,અવાજ જનરેટર
ஒலி தட்டு,એકોસ્ટિક જાળી
ஒலி மின்மறுப்பு*,એકોસ્ટિક અવબાધ*
ஒலி மந்தநிலை,એકોસ્ટિક જડતા
ஒலி தீவிரம்,એકોસ્ટિક તીવ્રતા
ஒலி குறுக்கீடு மீட்டர்,એકોસ્ટિક હસ્તક્ષેપ મીટર
ஒலி குறுக்கீடு கண்டறிதல்,એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર
ஒலி லென்ஸ்,એકોસ્ટિક લેન્સ
ஒலி வரி,ધ્વનિ રેખા
ஒலி நிறை,એકોસ્ટિક માસ
ஒலி பொருள்,એકોસ્ટિક સામગ્રી
ஒலியியல் என்பது இலவச பாதை,એકોસ્ટિક અર્થ મુક્ત માર્ગ
ஒலி முறை,એકોસ્ટિક મોડ
ஒலி சத்தம்,એકોસ્ટિક અવાજ
ஒலி ஓம்*,એકોસ્ટિક ઓહ્મ*
"ஒலியியல் குழு, ஒலி பலகை","એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ"
ஒலி நிலை மாறிலி,એકોસ્ટિક તબક્કો સ્થિર
ஒலி ரிசீவர்,એકોસ્ટિક રીસીવર
ஒலி அழுத்தம்,એકોસ્ટિક દબાણ
ஒலியின் சமச்சீர் விதி,ધ્વનિનો સપ્રમાણતાનો નિયમ
ஒலி பரிமாற்றம்,એકોસ્ટિક ટ્રાન્સમિશન
ஒலியியல் பண்புகள்,એકોસ્ટિક ગુણધર્મો
ஒலி நாற்புறம்,એકોસ્ટિક ક્વાડ્રુપોલ
ஒலி கதிர்வீச்சு உறுப்பு,એકોસ્ટિક રેડિયેશન તત્વ
ஒலி கதிர்வீச்சு,એકોસ્ટિક રેડિયેશન
ஒலி எதிர்ப்பு,સાઉન્ડપ્રૂફ
ஒலி ரேடியோமீட்டர்,એકોસ્ટિક રેડિયોમીટર
ஒலி அதிர்ச்சி,એકોસ્ટિક પ્રતિભાવ
ஒலி பரஸ்பர தேற்றம்,એકોસ્ટિક પારસ્પરિકતા પ્રમેય
ஒலி குறைப்பு காரணி,એકોસ્ટિક ઘટાડો પરિબળ
ஒலி பிரதிபலிப்பு குணகம்,એકોસ્ટિક પરાવર્તન ગુણાંક
ஒலி ஒளிவிலகல்,એકોસ્ટિક રીફ્રેક્શન
ஒலி எதிர்ப்பு,એકોસ્ટિક પ્રતિકાર
ஒலி பதில்,એકોસ્ટિક પ્રતિભાવ
ஒலி சிதறல்,એકોસ્ટિક સ્કેટરિંગ
கேட்கும் புள்ளி,સુનાવણી બિંદુ
ஒலி விறைப்பு,એકોસ્ટિક કઠોરતા
ஒலி அமைப்பு,એકોસ્ટિક સિસ્ટમ
ஒலி வெப்பமானி,એકોસ્ટિક થર્મોમીટર
ஒலி வேகம்,એકોસ્ટિક વેગ
ஒலி அலை,ધ્વનિ તરંગ
ஒலியியல்,એકોસ્ટિક
ஒலி உறிஞ்சுதல் குணகம்,ધ્વનિ શોષણ ગુણાંક
ஒலி உறிஞ்சுதல் கூறு,ધ્વનિ શોષણ ઘટક
ஒலி சுற்று,એકોસ્ટિક સર્કિટ
ஒலி பதில்,એકોસ્ટિક પ્રતિભાવ
ஒலி தாமதக் கோடு,એકોસ્ટિક વિલંબ રેખા
ஒலி சிதைவு,એકોસ્ટિક વિકૃતિ
ஒலி ஒலியியல்,એકોસ્ટિક એકોસ્ટિક્સ
ஒலி வடிகட்டி,એકોસ્ટિક ફિલ્ટર
ஒலி மின்மறுப்பு*,એકોસ્ટિક અવબાધ*
ஃபோனோகிராஃப்,ફોનોગ્રાફ
ஒலி ஓம்*,એકોસ્ટિક ઓહ્મ*
ஒலி மாறிலி,એકોસ્ટિક સતત
ஒலி ஃபோனான்,એકોસ્ટિક ફોનોન
ஒலி பரிமாற்ற மாறிலி,એકોસ્ટિક ટ્રાન્સમિશન સતત
ஒலி மாற்று குணகம்,ધ્વનિ રૂપાંતર ગુણાંક
ஒலி எதிர்ப்பு,એકોસ્ટિક પ્રતિકાર
ஒலி விறைப்பு,એકોસ્ટિક કઠોરતા
ஒலி அலகு,ધ્વનિ એકમ
ஒலி எதிர்ப்பு,સાઉન્ડપ્રૂફ
ஒலி பக்கக் கோடு,એકોસ્ટિક સાઇડ લાઇન
"ஒலியியல், ஒலியியல்","ધ્વનિશાસ્ત્ર, ધ્વનિશાસ્ત્ર"
ஒலி மீட்டர்,સાઉન્ડ મીટર
ஒலி அழுத்தம்,ધ્વનિ દબાણ
கையகப்படுத்தல் ரேடார்,સંપાદન રડાર
ஒளிச்சேர்க்கை கதிர்வீச்சு,પ્રકાશસંશ્લેષણ રેડિયેશન
ஆக்டினியம் உமிழ்வு,એક્ટિનિયમ ઉત્સર્જન
ஆக்டினோ-யுரேனியம்,એક્ટિનો-યુરેનિયમ
ஆக்டினோ-யுரேனியம் தொடர்,એક્ટિનો-યુરેનિયમ શ્રેણી
கதிரியக்க மின்சாரம்,રેડિયોઇલેક્ટ્રિક
"ஆக்டினோமீட்டர், ஃபோட்டோமிக்ரோமீட்டர்","એક્ટિનોમીટર, ફોટોમિક્રોમીટર"
"செயல், செயல்","ક્રિયા, ખત"
செயல் மற்றும் எதிர்வினை,ક્રિયા અને પ્રતિક્રિયા
செயல் மாறிலி,ક્રિયા સતત
செல்வாக்கு மண்டலம்,પ્રભાવ ક્ષેત્ર
"செயல்படுத்தப்பட்டது, செயல்படுத்தப்பட்டது","સક્રિય, સક્રિય"
செயலில் பரவல்,સક્રિય પ્રસરણ
"செயல்படுத்தப்பட்ட ஃபைபர், செயல்படுத்தப்பட்ட ஃபைபர்","સક્રિય ફાઇબર, સક્રિય ફાઇબર"
செயல்படுத்தும் விளைவு,સક્રિયકરણ અસર
செயல்படுத்தும் விளைவு,સક્રિયકરણ અસર
செயல்படுத்தும் பகுப்பாய்வு,સક્રિયકરણ વિશ્લેષણ
செயல்பாட்டு மையம்,પ્રવૃત્તિ કેન્દ્ર
செயல்படுத்தும் சோதனையாளர்,સક્રિયકરણ પરીક્ષક
செயல்படுத்தும் ஆற்றல்,સક્રિયકરણ ઊર્જા
செயல்படுத்தும் என்ட்ரோபி,સક્રિયકરણ એન્ટ્રોપી
செயல்படுத்தல் அதிக மின்னழுத்தம்,સક્રિયકરણ ઓવરવોલ્ટેજ
செயல்படுத்தும் விகிதம்,સક્રિયકરણ દર
"செயல்படுத்துபவர், செயல்படுத்துபவர்","એક્ટિવેટર, એક્ટિવેટર"
செயல்படுத்தும் அணு,એક્ટિવેટર અણુ
முடுக்கி,પ્રવેગક
செயலில் உறிஞ்சுதல்,સક્રિય શોષણ
செயலில் வான்வழி,સક્રિય હવાઈ
கதிர்வீச்சு ஆபத்து மண்டலம்,રેડિયેશન ડેન્જર ઝોન
செயலில் உள்ள சாதனம்,સક્રિય ઉપકરણ
செயலில் இலக்கு,સક્રિય લક્ષ્યીકરણ
செயலில் உள்ள ஹைட்ரஜன்*,સક્રિય હાઇડ્રોજન*
செயலில் கண்ணி,સક્રિય મેશ
செயலில் வரி செயலில் வரி,સક્રિય રેખા સક્રિય રેખા
செயலில் வளையம்,સક્રિય લૂપ
செயலில் உள்ள குறியீடு*,સક્રિય કોડ*
செயலில் உள்ள பொருட்கள்,સક્રિય ઘટકો
செயலில் உள்ள மூலக்கூறு,સક્રિય પરમાણુ
செயலில் கண்ணி,સક્રિય મેશ
செயலில் மறுஉருவாக்கம்,સક્રિય પુનઃશોષણ
செயலில் உள்ள பகுதி,સક્રિય વિસ્તાર
செயலில் கட்டுப்பாடு,સક્રિય નિયમન
செயலில் உள்ள செயற்கைக்கோள்,સક્રિય ઉપગ્રહ
செயலில் பிளவுபட்ட சூரிய சுடர்,સક્રિય વિખંડન સૌર જ્યોત
செயலில் நுண்ணூட்டச்சத்துக்கள்,સક્રિય સૂક્ષ્મ પોષકતત્ત્વો
செயலில் கண்காணிப்பு அமைப்பு,સક્રિય ટ્રેકિંગ સિસ્ટમ
செயலில் மின்மாற்றி,સક્રિય ટ્રાન્સડ્યુસર
செயலில் உட்கொள்ளல்,સક્રિય સેવન
செயல்பாட்டு குணகம்*,પ્રવૃત્તિ ગુણાંક*
செயல்பாட்டுக் குறியீடு,પ્રવૃત્તિ સૂચકાંક
செயல்பாட்டு விகிதம்,પ્રવૃત્તિ ગુણોત્તર
செயல்பாட்டு திசையன்,પ્રવૃત્તિ વેક્ટર
உண்மையான மானிட்டர்,વાસ્તવિક મોનિટર
உண்மையான மன அழுத்தம்,વાસ્તવિક તણાવ
தூண்டுதல்,ટ્રિગર કરવા માટે
தொடங்குபவர்,પ્રવર્તક
தொடங்குபவர்,પ્રવર્તક
தீவிரமானி,એક્યુટીમીટર
கேட்கும் கூர்மை,સુનાવણીની તીવ્રતા
