Malayalam,Gujarati
1. മുഞ്ഞ 2. മാഹു 3. ചേപ,1. એફિડ 2. મહુ 3. ચેપા
മുകളിലെ മുകുളം,ટોચની કળી
പീക്ക് ഫലപ്രാപ്തി,ટોચની અસરકારકતા
തേനീച്ച വളർത്തൽ,મધમાખી ઉછેર
അലൈംഗികത,અજાતીયતા
അപ്പോപ്റ്റോസിസ്,એપોપ્ટોસિસ
അനുബന്ധങ്ങൾ,પરિશિષ્ટ
വിശപ്പ്,ભૂખ લગાડનાર
അപേക്ഷിച്ചു,લાગુ
ജല കള,જળચર નીંદણ
1. മരം 2. വൃക്ഷ നിവാസി,1. વૃક્ષ 2. વૃક્ષ નિવાસી
ശാഖകൾ,શાખાઓ
പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ,પ્રોટોબોટનિકલ રેકોર્ડ્સ
സോൺ നമ്പർ,ઝોન નંબર
1. ഏരിയ 2. ഏരിയ,1. વિસ્તાર 2. વિસ્તાર
വരണ്ട ആവാസവ്യവസ്ഥ,શુષ્ક ઇકોસિસ્ટમ
കോട്ടിലിഡൺ,કોટિલેડોન
സൗരഭ്,સૌરભ
ആരോമാറ്റിക് പ്ലാന്റ്,સુગંધિત છોડ
സുഗന്ധമുള്ള അരി,સુગંધિત ચોખા
ഇക്ഷു പുഷ്പൻ,ઇક્ષુ પુષ્પન
അസെപ്റ്റിക്,એસેપ્ટિક
1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്,1. એસેપ્ટિક 2. એસેપ્ટિક
അലൈംഗിക പുനരുൽപാദനം,અજાતીય પ્રજનન
വലിപ്പം,કદ
ആസ്തി,સંપત્તિ
1. സ്വാംശീകരണം 2. സ്വാംശീകരണം,1. એસિમિલેશન 2. એસિમિલેશન
1. അസോസിയേഷൻ 2. അസോസിയേഷൻ,1. એસોસિએશન 2. એસોસિએશન
1. കോളം 2. ആസ്ട്രിംഗ്സി,1. કૉલમ 2. અસ્પષ્ટતા
ഹെറ്ററോസൈഗോസിറ്റി,હેટરોઝાયગોસિટી
1. പൂർവ്വികൻ 2. അടവിസം,1. પૂર્વજ 2. એટાવિઝમ
കണം,કણ
1. സ്ഥിരീകരണം 2. വൈകല്യം,1. પુષ્ટિ 2. ક્ષતિ
സ്വയം ജോടിയാക്കൽ,સ્વ જોડી
ഓട്ടോലിസിസ്,ઓટોલિસિસ
1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം,1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન
സ്വയം മൾട്ടിപ്ലക്സ്,સ્વ મલ્ટિપ્લેક્સ્ડ
ഓക്സിൻ,ઓક્સિન
1. ഷൂക്ക് 2. പൂവൻ,1. હચમચી 2. દેડકો
ശിക്ഷാ വൈറസ്,દંડ વાયરસ
1. ബാസിലസ് 2. ബാസിലസ്,1. બેસિલસ 2. બેસિલસ
1. ബാക്ടീരിയ 2. ബാക്ടീരിയ,1. બેક્ટેરિયા 2. બેક્ટેરિયા
ബാക്ടീരിയൽ വിഷം,બેક્ટેરિયલ ઝેર
ബാഗാസ്,બગાસ
ബാലൻസ് ഷീറ്റ്,સરવૈયા
സമീകൃത വളം ഉപയോഗം,સંતુલિત ખાતરનો ઉપયોગ
ബാർ ഗ്രാഫ്,બાર ગ્રાફ
കുര,છાલ
1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ,1. બેરોમીટર 2. બેરોમીટર
1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം,1. બઝર 2. જડ 3. ઉજ્જડ
1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്,1. આધાર 2. આધાર 3. કપંગ
1. താല 2. തടം,1. તાલા 2. બેસિન
തലബിസാരി,તલાબીસરી
1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ,1. બેસિસ્ટર્નમ 2. રુટ ધારક
ഗൾഫ് മൺസൂൺ,ગલ્ફ ચોમાસું
ഫലം പ്ലാന്റ്,ફળનો છોડ
കിടക്ക,પથારી
കിടക്ക പ്ലാന്റ്,બેડ પ્લાન્ટ
കിടക്കവിരി,પથારી
ബീറ്റ്റൂട്ട് മോളാസസ്,બીટ દાળ
തുരുത്തി,બેલો
1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം,1. પટ્ટી 2. ભૂપ્રદેશ
ലാഭ-ചെലവ് വിശകലനം,નફો-ખર્ચ વિશ્લેષણ
അഭിലാഷം (സാമ്പിൾ),મહત્વાકાંક્ષી (સેમ્પલિંગ)
ദ്വിവത്സര സസ്യങ്ങൾ,દ્વિવાર્ષિક છોડ
ദ്വിപദം,દ્વિપદી
ബയോഫാക്ടർ,બાયોફેક્ટર
ജൈവ കാലാവസ്ഥ,જૈવિક આબોહવા
ജൈവ ഊർജ്ജം,જૈવ ઊર્જા
ജന്തു പരിസ്ഥിതി,પ્રાણીસૃષ્ટિ ઇકોલોજી
1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ,1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર
ജൈവമണ്ഡലം,બાયોસ્ફિયર
ബയോട്ടിക്,જૈવિક
ജന്തുജാലങ്ങൾ,પ્રાણીસૃષ્ટિ
ദിവിലിംഗി,ડિવિલિંગી
ധവാലൻ,ધવલન
1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം,1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ
മിശ്രണം,મિશ્રણ
1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം),1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ)
1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ,1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો
നീല വിപ്ലവം,વાદળી ક્રાંતિ
പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ,પ્લાનર હીટિંગ ચેમ્બર
പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ,પ્લાનર હીટિંગ ટેકનોલોજી
തവിട്,થૂલું
ശാഖകൾ,શાખાઓ
1. തടി 2. ഉപശാഖ,1. ટ્વિગ 2. સબબ્રાન્ચ
ഇനം,જાતિ
പുനരുൽപാദനം,પ્રજનન
ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ,પ્રારંભિક અંકુરણ સારવાર
1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം,1. બચ્ચા 2. ઇંડા 3. ગર્ભ
വളർന്നുവരുന്ന,ઉભરતા
ബജറ്റ്,બજેટ
1.ആംഫോട്ടറിക് 2. ബഫർ,1.એમ્ફોટેરિક 2. બફર
മധുരക്കിഴങ്ങ്,શક્કરિયા
ബണ്ട് (രോഗം),બંટ (રોગ)
1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം,1. આડપેદાશ 2. આડપેદાશ
c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്,c ભેજ સ્પષ્ટીકરણ વળાંક
എണ്ണ പിണ്ണാക്ക്,તેલ કેક
1. നാരങ്ങ 2. കാൽസ്യം,1. ચૂનો 2. કેલ્શિયમ
calcion,કેલ્સિયન
ഫോസ്ഫേറ്റ് നീക്കം,ફોસ્ફેટ દૂર કરવું
1. കിനാറ്റ 2. കാലാറ്റ,1. કિનાટા 2. કેલાટા
1.കല്ലസ് 2. കിരണം,1.કેલસ 2. કિરણ
1. വിദളങ്ങൾ 2. കാളിക്സ്,1. સેપલ્સ 2. કેલિક્સ
പുറത്തെ അവസാനം,બહારનો છેડો
എധ,એધા
കാൻസർ (ബാക്ടീരിയ രോഗം),કર્કશ (બેક્ટેરિયલ રોગ)
കാനിംഗ്,કેનિંગ
ആകാശം,આકાશ
ധനകാര്യം,ફાઇનાન્સ
പരാഗണം (അത്തിപ്പഴം),પરાગનયન (અંજીરનું)
1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ,1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ
കാർബണൈസ്ഡ്,કાર્બનયુક્ત
കാർബണൻ,કાર્બનન
കാർപേസ്,કારાપેસ
വള,બંગડી
1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി),1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ)
കാറ്റബോളിസം,અપચય
പ്രേരണ,પ્રેરિત
1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ,1. કેટરપિલર 2. કેટરપિલર
സി ഡി. എൻ. എ. സമാഹാരം,c ડી. એન. a સંગ્રહ
പരിധി,શ્રેણી
1. സെൽ 2. സെൽ,1. સેલ 2. સેલ
സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം,કેન્દ્રીય ફ્રન્ટ સિસ્ટમ
1. പോയിന്റ് 2. ഫോക്കസ്,1. બિંદુ 2. ફોકસ
അപകേന്ദ്രീകരണം,સેન્ટ્રીફ્યુગેશન
സെൻട്രിഫ്യൂജ്,સેન્ટ્રીફ્યુજ
നക്ഷത്ര കേന്ദ്രം,સ્ટાર સેન્ટર
എപ്പിജെനെറ്റിക്,એપિજેનેટિક
കേന്ദ്രരാജ,કેન્દ્રજા
തറി,લૂમ
1. ധാന്യം 2. സീരിയൽ,1. અનાજ 2. સીરીયલ
1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ,1. પ્રમાણપત્ર 2. પ્રમાણપત્ર
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,પ્રમાણિત બીજ
1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര,1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર
1. നിഭാഗ് 2. കൈലജ,1. નિભાગ 2. કૈલાજા
കൈമോഗ്രഫി,કીમોગ્રાફી
1. കിയാസ്മ 2. തിരക്കിലാണ്,1. કિયાઝમા 2. વ્યસ્ત
supercooling മണിക്കൂർ,સુપરકૂલિંગ કલાકો
മഞ്ഞ് കേടുപാടുകൾ,હિમ નુકસાન
1. വിചിരോതകി 2. ചിമേര,1. વિચિરોતકી 2. ચિમેરા
പച്ച കഞ്ഞി,લીલો પોર્રીજ
1. ഇലകൾ 2. പച്ച,1. પર્ણસમૂહ 2. લીલો
സയനോസിസ്,સાયનોસિસ
ജൈവ വിതരണ ശാസ്ത്രം,જૈવિક વિતરણ વિજ્ઞાન
1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ,1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો
ക്രോമാറ്റിൻ,ક્રોમેટિન
ക്രോമാറ്റോഗ്രാഫി,ક્રોમેટોગ્રાફી
ക്രോമാറ്റിലേഷൻ,ક્રોમેટિનલેશન
ഏട്രിയൽ പോയിന്റ്,ધમની બિંદુ
ക്രോമാറ്റോജെനിസിസ്,ક્રોમેટોજેનેસિસ
1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ,1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન
1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ,1. રંગસૂત્રો 2. રંગસૂત્રો
1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട,1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત
സിട്രേഞ്ച്,સાઇટ્રેન્જ
ശരത്കാല ഉത്സവം,પાનખર તહેવાર
വർഗ്ഗീകരണം,વર્ગીકરણ
1. കളിമണ്ണ് 2. കളിമണ്ണ്,1. માટી 2. માટી
1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം,1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ
സ്ഥിരമായ പരാഗണം,સતત પરાગનયન
ക്രൂസിഫറസ് ഫലം,ક્રુસિફેરસ ફળ
കാലാവസ്ഥ,વાતાવરણ
കാലാവസ്ഥാ ശാസ്ത്രം,આબોહવાશાસ્ત્ર
കത്രിക,કાતર
പിണ്ഡം (കളിമണ്ണ്),ગઠ્ઠો (માટી)
ക്ലോൺ,ક્લોન
1.മേഘങ്ങൾ 2.മേഘങ്ങൾ,1.વાદળો 2.વાદળો
കൂട്ടം,ઝુંડ
കുല,ટોળું
1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ,1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી
1. കവർ 2. ലെതറെറ്റ്,1. કવર 2. ચામડું
കോയ,કોયા
1. കോഎൻസൈം 2. കോ-എൻസൈം,1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ
കെട്ടുറപ്പ്,સંયોગ
1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്,1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ
മുളങ്കൂർ ചോല,મુલંકુર ચોલા
,
കൊളോയിഡ് (മണ്ണ്),કોલોઇડ (માટી)
1.നിര 2.കൊലുമെല്ല,1.કૉલમ 2.કોલ્યુમેલા
1. പെനാൽറ്റി 2. കോളം 3. കോളം,1. દંડ 2. કૉલમ 3. કૉલમ
കൂട്ടായ്മ,કોમ્યુનિયન
കൊമേഴ്സ്യൽ ബാങ്ക്,કોમર્શિયલ બેંક
1. ചരക്ക് 2. ചരക്ക്,1. કોમોડિટી 2. મર્ચેન્ડાઇઝ
സമൂഹം,સમુદાય
സങ്കോചം (മണ്ണിന്റെ),કોમ્પેક્શન (માટીનું)
1. അനുയോജ്യത 2. അനുയോജ്യത,1. સુસંગતતા 2. સુસંગતતા
അനുയോജ്യത,સુસંગતતા
1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം,1. વળતર 2. વળતર
മത്സരപരമായ ഇടപെടൽ,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
സപ്ലിമെന്റ് വിള,પૂરક પાક
1. സംയുക്തം 2. സങ്കീർണ്ണമായ,1.સંયુક્ત 2.જટિલ
ഘടകഭാഗം,ઘટક
രചന,રચના
കമ്പോസ്റ്റ്,ખાતર
കൂട്ടുപലിശ,સંયોજન વ્યાજ
കണക്കുകൂട്ടൽ,ગણતરી
1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ,1. કોમ્પ્યુટર 2. કોમ્પ્યુટર
1. ഏകാഗ്രത 2. ഏകാഗ്രത,1. એકાગ્રતા 2. એકાગ્રતા
1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ,1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર
ചാലകത,વાહકતા
1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ,1. રૂપરેખાંકન 2. રૂપરેખા
1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത,1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા
1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ,1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન
സംയോജനം,જોડાણ
1. അഡിറ്റീവ് 2. കണക്റ്റീവ്,1. એડિટિવ 2. કનેક્ટિવ
സംരക്ഷണം,રક્ષણ
ഏകീകരണം,એકીકરણ
1. ചേരുവ 2. ചേരുവകൾ,1. ઘટક 2. ઘટકો
ഉപഭോക്താവ്,ઉપભોક્તા
ഉപഭോഗം,વપરાશ
മലിനീകരണം,દૂષણ
കോണ്ടൂർ നടീൽ,સમોચ્ચ વાવેતર
കോണ്ടൂർ ലൈൻ,સમોચ્ચ રેખા
1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി,1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ
നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം,નિયંત્રિત વાતાવરણીય સંગ્રહ
സഹകരണ ബാങ്ക്,સહકારી બેંક
സഹകരണ സംഘം അംഗം,સહકારી મંડળીના સભ્ય
ഗുൽമാവാൻ,ગુલમાવન
സമചതുര,ક્યુબ્ડ
1. ദൽപുഞ്ച് 2. കൊറോള,1. દાલપુંજ 2. કોરોલા
1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്,1. કોર્ટેક્સ 2. કોર્ટેક્સ
ചെലവ്,ખર્ચ
കോട്ടിലിഡൺ,કોટિલેડોન
ക്രെഡിറ്റ് കമ്മിറ്റി,ક્રેડિટ કમિટી
1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്,1. ધિરાણ 2. ક્રેડિટ
1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ,1. શાહુકાર 2. લેણદાર
1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം,1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર
പിൻവലിക്കൽ,પાછું ખેંચવું
പ്രശ്നം,સમસ્યા
പരീക്ഷ,પરીક્ષણ
വിമർശനാത്മകം,જટિલ
വിള ഇൻഷുറൻസ്,પાક વીમો
വിള വായ്പ,પાક લોન
1. വിള 2. വിള,1. પાક 2. પાક
കൃഷി പ്രദേശം,ખેતી વિસ્તાર
ക്രോസ് പൊരുത്തമില്ലാത്ത,ક્રોસ અસંગત
1. കിരീടം 2. പിനാക്കിൾ (സസ്യം),1. તાજ 2. શિખર (છોડ)
മൃദുവായ കണങ്ങൾ,નરમ કણો
പുറംതോട്,પોપડો
1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം,1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ
അരിവാൾ (പഴം),કાપણી (ફળ)
പേന,પેન
കൃഷി ഇനം,કલ્ટીવાર વિવિધ
1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി,1. ટ્રેક્શન 2. ખેતી 3. ખેતી
1. കർഷകൻ 2. കൃഷിക്കാരൻ,1. ખેડૂત 2. ખેડૂત
