Odiya,Marathi
କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ,क्रियाकलाप प्रमाण
ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା),वास्तविक पत्ता (= परिपूर्ण पत्ता)
ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍),वास्तविक कोड (= परिपूर्ण कोड)
ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |,वास्तविक डेटा हस्तांतरण दर
ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |,वास्तविक दशांश बिंदू
ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ),वास्तविक सूचना (= प्रभावी सूचना)
ପ୍ରକୃତ ଚାବି |,वास्तविक की
ପ୍ରକୃତ ସମୟ,वास्तविक वेळ
ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ,वास्तविक कामाची वेळ
କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ,अ‍ॅक्ट्युएटिंग सिग्नल
ଅନୁକେତ,अनुकूलता
ଆଡାପ୍ଟର,अ‍ॅडॉप्टर
ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |,अ‍ॅडॉप्टिव्ह चॅनेल वाटप
ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,अनुकूली एकत्रीकरण
ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |,अ‍ॅडॉप्टिव्ह ट्रान्सव्हर्सल इक्वेलायझर
ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |,जोडलेली प्रविष्टी
ଯୋଡି,परिशिष्ट
ଆଡର୍,अ‍ॅडर
ଆଡର୍ ସବଟ୍ରାକ୍ଟର |,अ‍ॅडडर सबट्रॅक्टर
ଫାଇଲ୍ ଯୋଡନ୍ତୁ,फाईल जोडा
ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର),अतिरिक्त वर्ण (= विशेष वर्ण)
ଯୋଗ ରେକର୍ଡ |,व्यतिरिक्त रेकॉर्डर
ଯୋଗ ଉପକରଣ,व्यतिरिक्त सारणी
ଯୋଗୀ ଗୁଣ,अ‍ॅडिटिव्ह विशेषता
ମୋଡ୍ ଯୋଡନ୍ତୁ,मोड जोडा
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,ऑपरेशन जोडा
ଠିକଣା,पत्ता
ଠିକଣା ମାପ ମାପ |,पत्तेपणाचा उपाय
ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |,पत्ते करण्यायोग्य क्षैतिज स्थिती
ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |,पत्ता योग्य बिंदू
ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |,पत्ता योग्य स्थिती
ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |,पत्ते करण्यायोग्य नोंदणी
ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ,पत्ता योग्य स्टोरेज
ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |,पत्ता योग्य अनुलंब स्थिती
ଠିକଣା ବସ୍,अ‍ॅड्रेस बस
ଠିକଣା କୋଡ୍,पत्ता कोड
ଠିକଣା ତୁଳସୀତି,पत्ता तुलनात्मक
ଠିକଣା ଗଣନା,पत्ता गणना
ସ୍ଥିର ଠିକଣା,पत्ता स्थिर
ଠିକଣା କନଭର୍ସନ୍ |,पत्ता रूपांतरण
ଠିକଣା ତଥ୍ୟ,पत्ता डेटा
ଠିକଣା ମେମୋରୀ |,संबोधित मेमरी
ଠିକଣା ପ୍ରଭାବଶାଳୀ |,पत्ता प्रभावी
ଠିକଣା କ୍ଷେତ୍ର,पत्ता फील्ड
ଠିକଣା ଫର୍ମାଟ୍,पत्ता स्वरूप
ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |,पत्ता विनामूल्य कार्यक्रम
ଠିକଣା,पत्ता
"ଠିକଣା
 ବର୍ଣ୍ଣ","पत्ता
 वर्ण"
ବାଧା ଠିକଣା,व्यत्यय संबोधित करणे
ଲୁପ୍ ଠିକଣା,पळवाट पळवाट
ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା,आभासी मेमरी संबोधित करणे
ଠିକଣା ଅନ୍ତରାପଳୀ,पत्ता इंटरलॅकिंग
ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |,पत्ता नसलेली सूचना स्वरूप
ଠିକଣା ରେଖା,पत्ता ओळ
ଠିକଣା ମ୍ୟାପିଙ୍ଗ,पत्ता मॅपिंग
ଠିକଣା ଚିହ୍ନ,पत्ता चिन्ह
ଠିକଣା ପରିବର୍ତ୍ତନ,पत्ता बदल
ଠିକଣା ଅଂଶ,पत्ता भाग
ଠିକଣା ସୂଚକ,पत्ता पॉईंटर
ଠିକଣା ରେଜିଷ୍ଟର |,पत्ता नोंदणी
ଠିକଣା ସଙ୍କେତ,पत्ता सिग्नल
ଠିକଣା ଆକାର,पत्ता आकार
ଠିକଣା ସ୍ଥାନ,पत्ता जागा
ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |,पत्ता जागा अभिज्ञापक
ଠିକଣା ଷ୍ଟପ୍,पत्ता थांबा
ଠିକଣା ଚିହ୍ନ,पत्ता ट्रेस
ଠିକଣା ଟ୍ରାକ୍,पत्ता ट्रॅक
ଠିକଣା ଅନୁବାଦ,पत्ता अनुवाद
ଠିକଣା ଅନୁବାଦକ,पत्ता अनुवादक
ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |,अ‍ॅड-सबस्ट्रॅक्ट वेळ
ସମୟ ଯୋଡନ୍ତୁ |,वेळ जोडा
ସଂଲଗ୍ନ,समीप
ସଂଲଗ୍ନ structure ାଞ୍ଚା |,जवळची रचना
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |,समीप चॅनेल
ସଂଲଗ୍ନ ଡୋମେନ୍ |,समीप डोमेन
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,समीप मॅट्रिक्स
ସଂଲଗ୍ନ ନୋଡ୍ |,समीप नोड
ସଂଲଗ୍ନ ସୁବିରା |,समीप सुबेरिया
Adjone (ସିଷ୍ଟମ୍),संक्षिप्त रुप (सिस्टम)
ଆଡଜଷ୍ଟ କରନ୍ତୁ |,समायोजित करा
ନିୟନ୍ତ୍ରିତ ପରିମାଣ,समायोज्य मर्यादा
ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |,मजकूर मोड समायोजित करा
ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,प्रशासकीय डेटा प्रक्रिया
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,प्रशासकीय ऑपरेशन
ପ୍ରଶାସନିକ ଅପରେଟର |,प्रशासकीय ऑपरेटर
ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |,प्रशासकीय ऑपरेटर स्टेशन
ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |,प्रशासकीय समर्थन प्रणाली
ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |,प्रगत संप्रेषण सेवा
ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |,प्रगत माहिती प्रणाली
ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |,प्रगत ऑप्टिकल कॅरेक्टर रीडर
ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |,प्रगत वैज्ञानिक संगणक
ବାୟୁ,हवाई
ସମୁଦାୟ,एकूण
ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |,एकूण अभिव्यक्ती
ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |,लक्ष्य वर्तुळ
ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ),लक्ष्य फील्ड (= लक्ष्य चिन्ह)
ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ,लक्ष्य प्रतीक
ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,एअरबोर्न संगणक प्रणाली
ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |,बीजगणित ईगेनव्हल्यू समस्या
"ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ","बीजगणित
 एकत्रीकरण"
ବଗିଳିନିକ୍ ଭାଷା |,बीजगणित भाषा
ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |,बीजगणित हाताळणी
Algebric ମନିପୁଲେସନ୍ ଭାଷା |,बीजगणित मॅनिपुलेशन भाषा
ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |,बीजगणित ओरिएंटेड भाषा
ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |,बीजगणित शिफ्ट
ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |,बीजगणित साइन कन्व्हेन्शन
ଆଲଗୋଲ୍ |,अल्गोल
ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |,अल्गोल वैशिष्ट्य
Algol ପ୍ରୋଗ୍ରାମିଂ |,अल्गोल प्रोग्रामिंग
ଆଲଗୋରିଦମ,अल्गोरिदम
ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |,अल्गोरिदम असोसिएटिव्ह भाषा
ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |,अल्गोरिदम वर्गीकरण
ଆଲଗୋରିଦମ ଜଟିଳତା |,अल्गोरिदम जटिलता
ଆଲଗୋରିଦମ ଗଣନା |,अल्गोरिदम संगणन
ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |,अल्गोरिदम विश्लेषण
ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |,अल्गोरिदम दृष्टिकोन
ଆଲଗୋରିଥମିକ୍ ଭାଷା |,अल्गोरिदम भाषा
ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |,अल्गोरिदम नित्यक्रम
ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |,अल्गोरिदम सिद्धांत
ଛଦ୍ମନାମ,उर्फ
ଛଦ୍ମନାମ,अलियासिंग
ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ),उर्फ नाव (= वैकल्पिक नाव)
ପରିଚାଳିତ,संरेखन
ବଣ୍ଟନ କରନ୍ତୁ |,वाटप
ଆବଣ୍ଟନ ସଂରଚନା |,वाटप रचना
ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |,सर्व हेतू संगणक
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,वर्णमाला वर्ण
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |,वर्णमाला वर्ण सेट
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |,अल्फाबेटिक कॅरेक्टर सबसेट
ବର୍ଣ୍ଣମାଳା କୋଡ୍,वर्णमाला कोड
ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |,वर्णमाला शिफ्ट
ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |,वर्णमाला स्ट्रिंग
ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ,वर्णमाला शब्द
ବର୍ଣ୍ଣମାଳା,वर्णमाला
ଆଲଫେମେଟ୍ରିକ୍ସ,अल्फेजोमेट्रिक्स
ଆଲଫାମ୍,अल्फामेरिक
ଆଲଫାମାସିକ୍ |,अल्फामोसॅक
ବର୍ଣ୍ଣମାଳା,अल्फान्यूमेरिक
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |,अल्फान्यूमरिकल कीबोर्ड डिव्हाइस
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |,अल्फान्यूमेरिक कॅरेक्टर सेट
ବର୍ଣ୍ଣମାଳା କୋଡ୍,अल्फान्यूमेरिक कोड
ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |,अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट
ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |,अल्फान्यूमेरिक डेटा
ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |,अल्फान्यूमेरिक डिस्प्ले डिव्हाइस
ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |,अल्फान्यूमेरिक संपादित वर्ण
ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର,अल्फान्यूमेरिक फील्ड
ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ,अल्फान्यूमेरिक सूचना
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |,अल्फान्यूमेरिक कीबोर्ड
ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |,अल्फान्यूमेरिक क्रमवारी
ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |,अल्फान्यूमेरिक स्टोरेज
ବିକୃତ ସ୍ମୃତି,बदलण्यायोग्य मेमरी
ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |,बदल स्विच
ପରିବର୍ତ୍ତନ,बदल
ପରିବର୍ତ୍ତନ ମୋଡ୍,बदल मोड
ଅନ୍ୟ ପୁନରୁଦ୍ଧାର,वैकल्पिक पुनर्प्राप्ती
ବିକଳ୍ପ ମାର୍ଗ,वैकल्पिक मार्ग
ଅନ୍ୟ ଧାତାଳ,वैकल्पिक मार्ग
ବିକଳ୍ପ ଟ୍ରାକ୍,वैकल्पिक ट्रॅक
ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍),अल्टरनेशन (= किंवा ऑपरेशन)
ବିକଳ୍ପ ଗୁଣ,वैकल्पिक गुणधर्म
ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍),वैकल्पिक नकार (= नाही आणि ऑपरेशन)
ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |,अस्पष्टता त्रुटी
ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |,संदिग्ध संदर्भ
ଆନାଗଲଗ୍ |,एनालॉग
ଆନାଗଲ୍ ଆଡର୍ |,एनालॉग अ‍ॅडडर
ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |,एनालॉग चॅनेल
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,एनालॉग संगणक
ଆନାଗଲ୍ କନଭର୍ଟର |,एनालॉग कन्व्हर्टर
ଆନାଗଲ୍ ଡାଟା |,एनालॉग डेटा
ଆନାଗଲ୍ ଡିଭାଇଡର୍ |,एनालॉग विभाजक
ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |,अ‍ॅनालॉग सुविधा टर्मिनल
"ଆନାଗଲ୍ ଫଙ୍କସନ୍ |
 ଜେନେରେଟର","एनालॉग फंक्शन
 जनरेटर"
ଆନାଗଲ୍ ଏକୀକରଣ |,एनालॉग एकत्रीकरण
ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |,एनालॉग गुणक
ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |,एनालॉग प्रोग्रामिंग
ଆନାଗଲ୍ ସ୍କେଲିଂ |,एनालॉग स्केलिंग
ଆନାଗଲ୍ ସିଗନାଲ୍ |,एनालॉग सिग्नल
ଆନାଗଲ୍ ସିମୁଲେସନ୍,एनालॉग सिम्युलेशन
ଆନାଗଲ୍ ସୁଇଚ୍ |,एनालॉग स्विच
ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |,एनालॉग सिस्टम
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 Convercer","डिजिटल टू डिजिटल
 कन्व्हर्टर"
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 ଏନକୋଡର୍ |","डिजिटल टू डिजिटल
 एन्कोडर"
ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |,एनालॉग ट्रान्समिशन
ଆନାଗଲ୍ ପ୍ରକାର |,एनालॉग प्रकार
ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର,विश्लेषण ब्लॉक
ବିଶ୍ଳେଷଣ ମୋଡ୍ |,विश्लेषण मोड
ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |,विश्लेषणात्मक इंजिन
ପ ancest ତୃକ କାର୍ଯ୍ୟ |,वडिलोपार्जित कार्य
ଆନୁଷଙ୍ଗିକ ଉପକରଣ |,सहायक उपकरणे
ଏବଂ,आणि
ଏବଂ ସର୍କିଟ |,आणि सर्किट
ଏବଂ ଉପାଦାନ |,आणि घटक
ଏବଂ ଫାଟକ,आणि गेट
ଏବଂ ମାସ୍କିଂ |,आणि मुखवटा
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |,आणि ऑपरेशन नाही (= अपवर्जन)
ଏବଂ ଅପରେସନ୍ |,आणि ऑपरेशन
ଆନେକ୍ସ ମେମୋରୀ |,अनुबंध मेमरी
ଟିପ୍ପଣୀ,भाष्य
ଆନୁଷରାତ,अ‍ॅन्युन्सिएटर
ଉତ୍ତର ଦିଅ,उत्तर परत
ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |,उत्तर विलंब
ସମୟର ଉତ୍ତର ଦେବା,उत्तर वेळ
ଉତ୍ତର ପ୍ରଦୀପ,उत्तर दिवा
ଉତ୍ତର ତାଲିକା,उत्तर यादी
କେବଳ ଉତ୍ତର ଦିଅ,फक्त उत्तर द्या
ପ୍ରତୀକ୍ଷା ମୋଡ୍ |,अपेक्षित मोड
ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |,अपेक्षित बफरिंग
ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ,अपेक्षित वाहून नेणे
ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |,अपेक्षित पेजिंग
ଆଣ୍ଟିକୋସିସିସିସିସିସିସିଡିସନ୍ ଅପରେସନ୍ |,अँटीकोइन्सिडन्स ऑपरेशन
ଆଣ୍ଟିକିନସିଡିସିଡିସେଡିସିଡି ଉପାଦାନ |,अँटीकोइन्सींट घटक
Ampegoiedent ଆଣ୍ଟେନା |,अ‍ॅपरिओडिक ten न्टीना
ଆପେଚର କାର୍ଡ |,छिद्र कार्ड
ଆପେଚର କୋଡ୍ |,छिद्र कोड
ଆପେଚର ସମୟ |,छिद्र वेळ
ଅନୁକ୍ରମଣିକା,परिशिष्ट
ଅନୁକ୍ରମଣିକା କାର୍ଯ୍ୟ |,परिशिष्ट कार्य
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,अनुप्रयोग विकसक
ପ୍ରୟୋଗ ସ୍ତର,अनुप्रयोग स्तर
ପ୍ରୟୋଗୀ ଆଧାରିତ ଭାଷା |,अनुप्रयोग देणारं भाषा
ପ୍ରୟୋଗ ପ୍ୟାକେଜ୍,अनुप्रयोग पॅकेज
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମ,अनुप्रयोग कार्यक्रम
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ |,अनुप्रयोग प्रोग्रामिंग
ପ୍ରୟୋଗ ଆବଶ୍ୟକ ଭାଷା |,अर्ज आवश्यक भाषा
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,अनुप्रयोग सॉफ्टवेअर
ଆପ୍ଲିକ୍,अ‍ॅप्लिक
ଆନୁମାନିକ ସିଦ୍ଧାନ୍ତ |,अंदाजे सिद्धांत
ଇଚ୍ଛାଧୀନ ପ୍ରବେଶ |,अनियंत्रित प्रवेश
ଇଚ୍ଛାଧୀନ କ୍ରମ କମ୍ପ୍ୟୁଟର |,अनियंत्रित अनुक्रम संगणक
ଆର୍ବିଟ୍ରେସନ୍,लवाद
ସ୍ଥାପତ୍ୟ,आर्किटेक्चर
ଅଭିପାକ୍ଷେତ୍ର,संग्रहण
