Odiya,Marathi
ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକର ଯୋଗ |,जटिल संख्यांची बेरीज
କାର୍ଯ୍ୟଗୁଡ଼ିକର ଯୋଗ,कार्ये जोडणे
ମାଟ୍ରିକ୍ସର ଯୋଗ,मॅट्रिक्स जोडणे
ବହୁଭାଷୀ ଯୋଗ |,बहुपदी जोडणे
ସମ୍ଭାବ୍ୟତାର ଯୋଗ |,संभाव्यता जोडणे
ଭେକ୍ଟର ଯୋଗ,वेक्टर जोडणे
ଯୋଗ ତତ୍ତ୍ୱ,अतिरिक्त प्रमेय
ଯୋଗୀ ଗୋଷ୍ଠୀ |,मिश्रित गट
ଯୋଗୀ ଓଲଟା |,additive inverse
ଯୋଗୀ ସମ୍ପତ୍ତି |,अतिरिक्त गुणधर्म
ଯୋଗୀତା |,जोड
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,संलग्नता मॅट्रिक्स
ସଂଲଗ୍ନ,समीप
ସଂଲଗ୍ନ କୋଣ,समीप कोन
ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |,समीप शिरोबिंदू
ସଂଲଗ୍ନ,संलग्न
ସଂଲଗ୍ନ,शेजारील
ନିର୍ଣ୍ଣୟକାରୀ,संलग्न निर्धारक
ଭିନ୍ନ ଭିନ୍ନ ସମୀକରଣ,संलग्न विभेदक समीकरण
ସମୀକରଣ,संलग्न समीकरण
ମ୍ୟାଟ୍ରିକ୍ସ ଯୋଡନ୍ତୁ |,संलग्न मॅट्रिक्स
ମାଟ୍ରିକ୍ସର ଯୋଗ,मॅट्रिक्सचा संलग्न
ମ୍ୟାଟ୍ରିକ୍ସ ଆଡୁଗେଟ୍ କରନ୍ତୁ |,मॅट्रिक्स समायोजित करा
ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ,स्वीकार्य निर्णय कार्य
ଗ୍ରହଣୀୟ ଅନୁମାନ,स्वीकार्य गृहीतक
ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |,वायुगतिकीय शक्ती
ଏରୋଡାଇନାମିକ୍ସ |,वायुगतिकी
ଆଫାଇନ୍ ଜ୍ୟାମିତି |,affine भूमिती
ଆଫାଇନ୍ ମ୍ୟାପିଙ୍ଗ୍ |,affine मॅपिंग
ଆଫାଇନ୍ ଟ୍ରାନ୍ସଫର୍ମେସନ୍ |,affine परिवर्तन
ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |,एकत्रित व्हेरिएबल्स
ବୀଜ ବିବେଚନା,बीजगणित
ବୀଜ ବର୍ଣ୍ଣିତ ଭାବରେ ବନ୍ଦ |,बीजगणितानुसार बंद
ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |,बीजगणितीय समीकरण
ବୀଜ ବର୍ଣ୍ଣନା,बीजगणितीय अभिव्यक्ती
ବୀଜ ବର୍ଣ୍ଣିତ ଫର୍ମ |,बीजगणितीय फॉर्म
ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ,बीजगणितीय कार्य
ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |,बीजगणितीय भूमिती
ବୀଜ ବର୍ଣ୍ଣିତ ଗୁଣ |,बीजगणितीय गुणाकार
ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |,बीजगणित प्रणाली
ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |,सर्व-पूर्णांक समस्या
ବଣ୍ଟନ ସମସ୍ୟା,वाटप समस्या
ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |,वर्णक्रमानुसार नोटेशन
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,वर्णमाला वर्ण
ବିକଳ୍ପ କୋଣ,पर्यायी कोन
ବିକଳ୍ପ ଫର୍ମ |,पर्यायी फॉर्म
ବିକଳ୍ପ ଗୋଷ୍ଠୀ,पर्यायी गट
ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |,पर्यायी मॅट्रिक्स
ବିକଳ୍ପ କ୍ରମ |,पर्यायी मालिका
ବିକଳ୍ପ ଅନୁମାନ,पर्यायी गृहीतक
ବିକଳ୍ପ ଅପ୍ଟିମା |,पर्यायी ऑप्टिमा
ବିକଳ୍ପ ଫଳାଫଳ |,पर्यायी परिणाम
ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |,अॅनालॉग-टू-डिजिटल कनवर्टर
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,अॅनालॉग संगणक
ବିଶ୍ଳେଷଣ |,विश्लेषण
କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |,सहप्रसरणाचे विश्लेषण
ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,गणना डेटाचे विश्लेषण
ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |,भिन्नतेचे विश्लेषण
ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |,विश्लेषणात्मक भूमिती
ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ,विश्लेषणात्मक कार्य
କୋଣ,कोन
ଯୋଗାଯୋଗ କୋଣ,संपर्क कोन
ବିଘ୍ନର କୋଣ |,विक्षेपण कोन
ଉଦାସୀନତାର କୋଣ,उदासीनता कोन
ବିଘ୍ନର କୋଣ |,विचलन कोन
ବିଭାଜନର କୋଣ |,विवर्तन कोन
ଉଚ୍ଚତାର କୋଣ,उंचीचा कोन
ଘଟଣାର କୋଣ,घटनेचा कोन
ପ୍ରୋଜେକ୍ଟର କୋଣ,प्रक्षेपण कोन
ପ୍ରତିଫଳନ କୋଣ,परावर्तन कोन
ପ୍ରତିଫଳନ କୋଣ,अपवर्तन कोन
ଘୂର୍ଣ୍ଣନ କୋଣ,रोटेशनचा कोन
ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |,एकूण परावर्तनाचा कोन
କୋଣାର୍କ ତ୍ୱରଣ |,कोनीय प्रवेग
କୋଣାର୍କ ଗତି |,कोणीय गती
କୋଣାର୍କ ଗତି,कोनीय गती
କୋଣାର୍କ ବେଗ |,कोनीय गती
annulus,वलय
ଉତ୍ତର ଦିଅ,उत्तर
ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |,विरोधी व्युत्पन्न
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,विषमताविरोधी कार्य
ପ୍ରଯୁଜ୍ୟ |,लागू
ପ୍ରୟୋଗ,अर्ज
ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,लागू डायनॅमिक प्रोग्रामिंग
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,लागू भूमिती
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,लागू गणित
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,लागू आकडेवारी
ପାଖାପାଖି,अंदाजे
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,अंदाजे सतत कार्य
ଆନୁମାନିକ ପଦ୍ଧତି |,अंदाजे पद्धत
ଆନୁମାନିକ ସମାଧାନ,अंदाजे उपाय
ଆନୁମାନିକ ସମସ୍ୟା,अंदाजे समस्या
ଆନୁମାନିକ ସମ୍ପତ୍ତି,अंदाजे मालमत्ता
ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |,योग्यता चाचणी बॅटरी
ଅର୍ଗାନ୍ ଚିତ୍ର |,आर्गंड आकृती
ମନଇଚ୍ଛା ମନୋନୀତ |,अनियंत्रितपणे निवडले
ଇଚ୍ଛାଧୀନ |,अनियंत्रित
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,अनियंत्रित स्थिरांक
ଇଚ୍ଛାଧୀନ ଉପାଦାନ |,अनियंत्रित घटक
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,अनियंत्रित बिंदू
ଆର୍କେମିଡିଆନ୍ ନିୟମ |,आर्किमेडियन कायदा
ଆର୍କିମିଡିସ୍ ନୀତି |,आर्किमिडीज तत्त्व
ଆର୍କ ଲମ୍ବ |,चाप लांबी
ବୃତ୍ତର ଆର୍କ |,वर्तुळाचा चाप
ଆର୍କ ସାଇନ ବଣ୍ଟନ |,आर्क साइन वितरण
ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ,चाप साइन परिवर्तन
କ୍ଷେତ୍ର,क्षेत्र
ଆରେଲ୍ ଟେକ୍ସଚର୍ |,क्षेत्रीय पोत
ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି,जटिल संख्येचा युक्तिवाद
ଗାଣିତିକ ଅର୍ଥ |,अंकगणित सरासरी
ଗାଣିତିକ କାର୍ଯ୍ୟ,अंकगणित ऑपरेशन
ଗାଣିତିକ ଏକକ,अंकगणित एकक
ବ୍ୟବସ୍ଥା,व्यवस्था
ଆରେ,रचना
କୃତ୍ରିମ ଉପଗ୍ରହ |,कृत्रिम उपग्रह
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,कृत्रिम व्हेरिएबल
ଆରୋହଣ,चढणे
ଆରୋହଣ,चढत्या
ତୀବ୍ରତାର କ୍ରମ,परिमाणाचा चढता क्रम
ଆରୋହଣ କ୍ରମ |,चढत्या मालिका
ଏକତ୍ରକାରୀ ଭାଷା |,असेंबलर भाषा
ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା,असाइनमेंट समस्या
ସହଯୋଗୀ ନିୟମ |,सहयोगी कायदा
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,ऑपरेटर्सचा सहयोगी कायदा
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,सहयोगी ऑपरेशन
ସହଯୋଗୀତା |,सहवास
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,सरासरी गृहीत धरले
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,गृहीत संभाव्यता वितरण
ଅନୁମାନ,गृहीतक
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,ज्योतिष
ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର,अंतराळवीर अभियंता
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,खगोलशास्त्रज्ञ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,खगोलशास्त्रीय घड्याळ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,खगोलशास्त्र
ଅସୀମିତ ବକ୍ର,असममित वक्र
ଅସୀମତା |,विषमता
asymptote,लक्षणे
ଅସ୍ମିପଟୋଟିକ୍ |,लक्षणे नसलेला
ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |,असिम्प्टोटिकली कार्यक्षम अंदाजकर्ता
ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |,asymptotically निष्पक्ष अंदाजकर्ता
ଅସ୍ମିତିକ ଆଚରଣ |,लक्षणे नसलेले वर्तन
ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,एसिम्प्टोटिक वितरण कार्य
ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |,एसिम्प्टोटिक विस्तार
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,वातावरणाचा दाब
ଅନିୟମିତତାରେ |,यादृच्छिकपणे
ଗୁଣ,विशेषता
ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା,गुणधर्म नमुना प्रक्रिया
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,संवर्धित मॅट्रिक्स
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,स्वयंसंबंध गुणांक
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,स्वयंसंबंध कार्य
ଅଟୋକୋଭାରିଆନ୍ସ |,autocovariance
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,स्वयंचलित संगणक
ଆତ୍ମସମ୍ମାନ,ऑटोरिग्रेशन
ସହାୟକ ସମୀକରଣ,सहाय्यक समीकरण
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର),सरासरी नमुना क्रमांक वक्र (ASN वक्र)
axiom,स्वयंसिद्ध
ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |,स्वयंसिद्ध दृष्टीकोन
ସମ୍ଭାବ୍ୟତାର axiom |,संभाव्यतेचे स्वयंसिद्ध
ଅକ୍ଷ,अक्ष
ଅବସିସା ର ଅକ୍ଷ |,abscissa चा अक्ष
ପୃଥିବୀର ଅକ୍ଷ,पृथ्वीचा अक्ष
ବିପ୍ଳବର ଅକ୍ଷ,क्रांतीची अक्ष
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,रोटेशनचा अक्ष
ସ୍ପିନ୍ ର ଅକ୍ଷ |,फिरकीचा अक्ष
ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ,परत प्रतिस्थापन
ପଛୁଆ ପାର୍ଥକ୍ୟ |,मागास फरक
ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |,बॅकवर्ड-इंटरपोलेशन सूत्र
ସନ୍ତୁଳନ,शिल्लक
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,संतुलित डिझाइन
ତୂଳନା ପତ୍ର,ताळेबंद
ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |,बॅलिस्टिक क्षेपणास्त्र
ବାଲିଷ୍ଟିକ୍,बॅलिस्टिक्स
ଦଣ୍ଡିକା,बार
ଆଧାର,पाया
ମୂଳ କୋଣ,बेस कोन
ଲୋଗାରିଦମର ଆଧାର |,लॉगरिदमचा आधार
ମ basic ଳିକ,मूलभूत
ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |,मूलभूत व्यवहार्य उपाय
ମ basic ଳିକ ସମାଧାନ |,मूलभूत उपाय
ମ basic ଳିକ ଭେରିଏବଲ୍ |,मूलभूत चल
ଆଧାର,आधार
ଆଧାର ଉପାଦାନ |,आधार घटक
ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |,आधार मॅट्रिक्स
ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,वेक्टर स्पेसचा आधार
ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |,सबस्पेसचा आधार
ବାଏସିଆନ୍ ଆକଳନ |,बायसियन अंदाज
ବାଇସ୍ ନିୟମ |,बायसचा कायदा
ବାଇସ୍ ଥିଓରେମ୍ |,बायसचे प्रमेय
ବର୍ନୁଲି ବଣ୍ଟନ |,बर्नौली वितरण
ବର୍ନୁଲି ସଂଖ୍ୟା |,बर्नौली क्रमांक
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,बर्नौली संभाव्यता कार्य
ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |,बर्नौलीचे समीकरण
ବେରୀ କାର୍ଯ୍ୟ,बेरी फंक्शन
ସର୍ବୋତ୍ତମ ଫିଟ୍ |,सर्वोत्तम फिट
ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |,सर्वोत्तम - फिट लाइन
ସର୍ବୋତ୍ତମ ସମାଧାନ |,सर्वोत्तम उपाय
ସର୍ବୋତ୍ତମ ରଣନୀତି |,सर्वोत्तम धोरणे
ବିଟା ବଣ୍ଟନ |,बीटा वितरण
ପକ୍ଷପାତ,पक्षपात
ପକ୍ଷପାତ ଅନୁମାନ |,पक्षपाती अंदाज
ବିହାରମୋନିକ୍ ସମୀକରଣ |,बिहारमोनिक समीकरण
bijection,द्विभाजन
ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର,द्विभाषिक नकाशा
ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |,द्विजात्मक मॅपिंग
ବିଲିନାର୍ ଫର୍ମ |,द्विरेखीय फॉर्म
ବିଲିନାର୍ ଫଙ୍କସନ୍,द्विरेखीय कार्य
ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |,द्विरेखीय हर्मिटियन फॉर्म
ବାଇନାରୀ,बायनरी
ବାଇନାରୀ କୋଡ୍ |,बायनरी कोड
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,बायनरी कोडेड दशांश
ବାଇନାରୀ କୋଡିଂ |,बायनरी कोडिंग
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,बायनरी संगणक
ବାଇନାରୀ ଅଙ୍କ,बायनरी अंक
ବାଇନାରୀ ଅପରେସନ୍ |,बायनरी ऑपरेशन
ବାଇନାରୀ ସିଷ୍ଟମ୍ |,बायनरी प्रणाली
ବାଇନାରୀ ଭେରିଏବଲ୍ |,बायनरी व्हेरिएबल
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,द्विपदी गुणांक
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,द्विपदी वितरण
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,द्विपद समीकरण
ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |,द्विपदी विस्तार
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,द्विपदी अभिव्यक्ती
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,द्विपदी यादृच्छिक चल
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,द्विपद प्रमेय
ବିଭାଜନ,दुभाजक
ବିଭାଜନ ପଦ୍ଧତି |,दुभाजक पद्धत
bisector,दुभाजक
ଦ୍ୱିପାକ୍ଷିକ |,द्विसेरियल
ବିଟ୍,बिट
ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,द्विपदी द्विपद वितरण
ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,द्विवैरिएट सहसंबंध गुणांक
ବିଭାରିଏଟ୍ ବଣ୍ଟନ |,द्विभिन्न वितरण
ସାଧାରଣ ବଣ୍ଟନ,द्विवैरिएट सामान्य वितरण
ବିଭେକ୍ଟର୍ |,bivector
ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |,बोल्ट्झमन समीकरण
ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |,बुलियन बीजगणित
ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,बोस - आईन्स्टाईन आकडेवारी
ସୀମା ଅବସ୍ଥା,सीमा स्थिती
ସୀମା ସ୍ତର |,सीमा स्तर
ସୀମା ରେଖା |,सीमारेषा
ସୀମା ମୂଲ୍ୟ,सीमा मूल्य
ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |,सीमा मूल्य समस्या
ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ,बंधनकारक कार्य
ସୀମିତ ମାଟ୍ରିକ୍ସ |,सीमाबद्ध मॅट्रिक्स
ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |,सीमाबद्ध प्रदेश
ସୀମାବଦ୍ଧ ସେଟ୍ |,बांधलेला संच
ବ୍ରାଉନିଆନ୍ ଗତି |,ब्राउनियन गती
ଗଣନା କର,गणना करा
ଗଣନା,गणना करत आहे
ଗଣନା ଯନ୍ତ୍ର,गणना मशीन
ଗଣନା,गणना
ଗଣନା ପ୍ରଣାଳୀ,गणना प्रक्रिया
କାଲକୁଲେଟର,कॅल्क्युलेटर
ଗଣନା,कॅल्क्युलस
ପରିବର୍ତ୍ତନର ଗଣନା,भिन्नतेची गणना
କ୍ୟାଲୋରୀ,कॅलरी
ବାତିଲ ନିୟମ,रद्द करण्याचा कायदा
କାନୋନିକାଲ୍ ସମୀକରଣ |,प्रामाणिक समीकरण
କାନୋନିକାଲ୍ ଫର୍ମ |,प्रामाणिक स्वरूप
କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,कॅनोनिकल मॅट्रिक्स
କ୍ୟାଣ୍ଟର ସେଟ୍ |,कॅंटर सेट
କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |,कॅंटरचा तिरंगी संच
କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |,सक्षम वाहतूक समस्या
କ୍ଷମତା,क्षमता
କ୍ୟାପିଲାରୀ ଫୋର୍ସ |,केशिका शक्ती
କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା,मुख्य क्रमांक
କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |,कार्टेशियन अक्ष
କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |,कार्टेशियन समन्वय
କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,कार्टेशियन उत्पादन
ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,संचांचे कार्टेशियन उत्पादन
କେସ୍ ଷ୍ଟଡି |,केस स्टडी
ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ,आपत्तीजनक चढउतार
କ୍ୟାଟେନାରୀ |,कॅटेनरी
କାଚି ବଣ୍ଟନ |,कॉची वितरण
କାଚି ସୂତ୍ର |,कॉची सूत्र
କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |,कैची गौरसाट प्रमेय
କାଚି ରିମାନ୍ ଅବସ୍ଥା |,Cauchy Riemann अटी
କାଚି କ୍ରମ |,कॉची क्रम
କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |,कैची अभिन्न
କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |,कॉची मुख्य मूल्य
କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |,कॉची अवशेष प्रमेय
କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |,केली हॅमिल्टन प्रमेय
ସ୍ୱର୍ଗୀୟ ଶରୀର |,आकाशीय शरीर
ସ୍ୱର୍ଗୀୟ ମାପ,आकाशीय मापन
ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ,खगोलीय यांत्रिकी
ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |,खगोलीय वस्तू
କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |,सेल वारंवारता
ଜନଗଣନା,जनगणना
ସେଣ୍ଟିଲ୍ |,सेंटाइल
ସେଣ୍ଟିମିଟର |,सेंटीमीटर
ସେଣ୍ଟିମିଟର ଗ୍ରାମ୍ ଦ୍ୱିତୀୟ ସିଷ୍ଟମ୍ |,सेंटीमीटर ग्रॅम दुसरी प्रणाली
କେନ୍ଦ୍ରୀୟ |,मध्यवर्ती
କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ,मध्य अक्ष
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ |,मध्यवर्ती फरक
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସୂତ୍ର |,केंद्रीय फरक सूत्र
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସାରଣୀ |,मध्यवर्ती फरक सारणी
କେନ୍ଦ୍ରୀୟ ସୀମା ଥିଓରେମ୍ |,केंद्रीय मर्यादा प्रमेय
କେନ୍ଦ୍ରୀୟ ମୁହୂର୍ତ୍ତ |,मध्यवर्ती क्षण
କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ଏକକ (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
କେନ୍ଦ୍ରୀୟ ପ୍ରବୃତ୍ତି |,केंद्रीय प्रवृत्ती
କେନ୍ଦ୍ର,केंद्र
ମାଧ୍ୟାକର୍ଷଣ କେନ୍ଦ୍ର |,गुरुत्वाकर्षण केंद्र
ଗୋଷ୍ଠୀର କେନ୍ଦ୍ର |,गटाचे केंद्र
ଜନତା କେନ୍ଦ୍ର |,वस्तुमानाचे केंद्र
ସମୃଦ୍ଧତାର କେନ୍ଦ୍ର |,सममितीचे केंद्र
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଫୋର୍ସ |,केंद्रापसारक शक्ती
ସେଣ୍ଟ୍ରିପେଟାଲ୍ ଫୋର୍ସ |,केंद्राभिमुख शक्ती
ସେଣ୍ଟ୍ରଏଡ୍,मध्यवर्ती
ନିଶ୍ଚିତତା,निश्चितता
cgs ସିଷ୍ଟମ୍ |,cgs प्रणाली
cgs ଏକକ,cgs युनिट
ଭିନ୍ନତାର ଶୃଙ୍ଖଳା ନିୟମ |,भिन्नतेचा साखळी नियम
ସୁଯୋଗ କାରଣ,संधी कारणे
