Tamil,Marathi
அல்காரிதம்,अल्गोरिदम
அல்காரிதம் பகுப்பாய்வு,अल्गोरिदम विश्लेषण
அல்காரிதம் திறன்,अल्गोरिदम कार्यक्षमता
மாற்றுப்பெயர்,उर्फ
சீரமைப்பு,संरेखन
ஒதுக்கீடு,वाटप
அகரவரிசை,वर्णमाला
எண்ணெழுத்து,अल्फान्यूमेरिक
எண்ணெழுத்து விசைப்பலகை,अल्फान्यूमेरिक की बोर्ड
ஆல்பா-சோதனை,अल्फा-चाचणी
ஆல்பா பதிப்பு,अल्फा आवृत्ती
alt விசை,alt की
அல்டாவிஸ்டா,altavista
தெளிவின்மை,अस्पष्टता
தெளிவற்ற இலக்கணம்,अस्पष्ट व्याकरण
அமெரிக்க தேசிய தரநிலை நிறுவனம் (ANSI),अमेरिकन राष्ट्रीय मानक संस्था (ANSI)
தகவல் பரிமாற்றத்திற்கான அமெரிக்க தரநிலை குறியீடு (ASCII),अमेरिकन स्टँडर्ड कोड फॉर इन्फॉर्मेशन इंटरचेंज (ASCII)
அனலாக்,अॅनालॉग
அனலாக் கணினி,अॅनालॉग संगणक
அனலாக் சாதனம்,अॅनालॉग डिव्हाइस
அனலாக் மோடம்,अॅनालॉग मॉडेम
அனலாக் டு டிஜிட்டல் மாற்றி (ADC),अॅनालॉग ते डिजिटल कनव्हर्टर (ADC)
மற்றும்,आणि
மற்றும் சுற்று,आणि सर्किट
மற்றும் வாயில்,आणि गेट
மற்றும் செயல்பாடு அல்ல (விலக்கு),आणि ऑपरेशन नाही (अपवर्जन)
இயங்குபடம்,अॅनिमेशन
சிறுகுறிப்பு,भाष्य
ஒழுங்கின்மை,विसंगती
முன்னோடி,पूर्ववर्ती
முன்கூட்டிய பேஜிங்,आगाऊ पेजिंग
எதிர்ப்பு சமச்சீர்,विरोधी सममित
வைரஸ் தடுப்பு நிரல்,अँटीव्हायरस प्रोग्राम
ஆப்லெட்,ऍपलेट
பயன்பாட்டு டெவலப்பர்,अनुप्रयोग विकासक
பயன்பாட்டு நிரலாக்கம்,अनुप्रयोग प्रोग्रामिंग
பயன்பாட்டு நிரலாக்க இடைமுகம் (API),ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)
பயன்பாட்டு மென்பொருள்,अनुप्रयोग सॉफ्टवेअर
பயன்பாட்டு மொழி,उपयोजक भाषा
தோராயக் கோட்பாடு,अंदाजे सिद्धांत
கட்டிடக்கலை,आर्किटेक्चर
பகுதி பரிமாற்றம்,क्षेत्र हस्तांतरण
வாதம்,युक्तिवाद
எண்கணித மற்றும் தர்க்க அலகு,अंकगणित आणि तर्कशास्त्र एकक
எண்கணித சரிபார்ப்பு,अंकगणित तपासणी
எண்கணித மாறிலி,अंकगणित स्थिरांक
எண்கணித தரவு,अंकगणित डेटा
எண்கணித அறிவுரை,अंकगणित सूचना
எண்கணிதம் மற்றும் தருக்க அலகு (ALU),अंकगणित आणि तर्कशास्त्र एकक (ALU)
அர்பானெட்,अर्पानेट
வரிசை,रचना
வரிசை கேச்,अॅरे कॅशे
வரிசை கணினி,अॅरे संगणक
வரிசை உறுப்பு,अॅरे घटक
வரிசை பெயர்,अॅरे नाव
வரிசை செயலி,अॅरे प्रोसेसर
அம்புக்குறி விசைகள்,बाण दर्शक बटणे
உச்சரிப்பு,उच्चार
உச்சரிப்பு புள்ளி,उच्चार बिंदू
செயற்கை சுருக்கம்,कृत्रिम कॉम्पॅक्शन
செயற்கை கட்டுப்பாடு,कृत्रिम नियंत्रण
செயற்கை நுண்ணறிவு,कृत्रिम बुद्धिमत्ता
ஏறுபவர்,चढणारा
ஏறும் வகை,चढत्या क्रमवारी
ASCII betical order,ASCII बेटिकल ऑर्डर
ASCII கட்டுப்பாட்டு எழுத்து,ASCII नियंत्रण वर्ण
ASCII கோப்பு,ASCII फाइल
ASCII எழுத்துரு,ASCII फॉन्ट
ASCII பரிமாற்றம்,ASCII हस्तांतरण
விகிதம்,प्रसर गुणोत्तर
ASPI,एएसपीआय
ASR டைமர்,ASR टाइमर
கூடி,एकत्र करणे
அசெம்பிளர்,असेंबलर
சட்டசபை,विधानसभा
சட்டசபை மொழி,विधानसभा भाषा
வலியுறுத்தல்,प्रतिपादन
பணி நியமனம்,असाइनमेंट
சங்கம்,संघटना
துணை முகவரி,सहयोगी पत्ता
துணை நினைவகம்,सहयोगी स्मृती
ஆஸ்டிரிக்,asteric
சமச்சீரற்ற,असममित
ஒத்திசைவற்ற,असिंक्रोनस
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,असिंक्रोनस हस्तांतरण
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),एसिंक्रोनस ट्रान्सफर मोड (एटीएम)
அணு,अणू
இணைக்கப்பட்ட ஆவணம்,संलग्न दस्तऐवज
இணைக்கப்பட்டுள்ள கோப்பு,संलग्न फाइल
இணைப்பு,संलग्नक
பண்பு,विशेषता
ஆடியோ,ऑडिओ
தணிக்கை நிரலாக்கம்,ऑडिट प्रोग्रामिंग
தணிக்கை சோதனை,तपासणीचे सूत्र
பெருக்குதல்,वाढ
அங்கீகார நெறிமுறை,प्रमाणीकरण प्रोटोकॉल
ஆசிரியர் அமைப்பு,ऑथरिंग सिस्टम
அங்கீகாரம்,अधिकृतता
தானியங்கு சுருக்கம்,स्वयं गोषवारा
தானாக துவக்குதல்,ऑटोबूटिंग
ஆட்டோகேட்,ऑटोकॅड
ஆட்டோலாக் ஆன்,ऑटोलॉग चालू
தானியங்கி,स्वयंचलित
தானியங்கு கோட்பாடு,ऑटोमेटा सिद्धांत
தானியங்கி கணினி,स्वयंचलित संगणन
தானியங்கி தரவு செயலாக்கம்,स्वयंचलित डेटा प्रक्रिया
தானியங்கி பிழை திருத்தம்,स्वयंचलित त्रुटी सुधारणा
தானியங்கி செயல்பாடு,स्वयंचलित कार्य
தானியங்கி அட்டவணைப்படுத்தல்,स्वयंचलित अनुक्रमणिका
தானியங்கி நூலக அழைப்பு,स्वयंचलित लायब्ररी कॉल
தானியங்கி நிரலாக்க,स्वयंचलित प्रोग्रामिंग
தானியங்கி மீட்பு திட்டம்,स्वयंचलित पुनर्प्राप्ती कार्यक्रम
தானியங்கி வழக்கம்,स्वयंचलित दिनचर्या
தானியங்கி கணினி மீட்பு,स्वयंचलित प्रणाली पुनर्प्राप्ती
தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM),स्वयंचलित टेलर मशीन (एटीएम)
தானியங்கி,ऑटोमेशन
தானியங்கி,ऑटो प्ले
தானாக சேமிக்கவும்,स्वयं जतन करा
துணை,सहाय्यक
துணை நினைவகம்,सहाय्यक मेमरी
துணை சேமிப்பு,सहायक स्टोरेज
கிடைக்கும் பட்டியல்,उपलब्ध यादी
கிடைக்கும் நேரம்,उपलब्ध वेळ
சராசரி,सरासरी
awk (மொழி),awk (भाषा)
பின்தளம்,बॅकएंड
பின்தள செயலி,बॅकएंड प्रोसेसर
பின்முகத்தை அகற்றுதல்,बॅकफेस काढणे
பின்னணி செயலாக்கம்,पार्श्वभूमी प्रक्रिया
பேக்கிங் கடை,बॅकिंग स्टोअर
பின் இணைப்பு,बॅकपॅचिंग
பின்வெளி,बॅकस्पेस
பின்வாங்குதல்,बॅकट्रॅकिंग
காப்புப்பிரதி,बॅकअप
காப்பு நினைவகம்,बॅकअप मेमरी
பின்னோக்கி பிழை மீட்பு,मागास त्रुटी पुनर्प्राप्ती
இருப்புநிலை,ताळेबंद
இசைக்குழு,बँड
பட்டை அகலம்,बँड रुंदी
வங்கியாளர் வழிமுறை,बँकरचा अल्गोरिदम
பார் குறியீடு,बार कोड
பட்டை குறி படிப்பான் வருடி,बार कोड स्कॅनर
சட்ட வரைபடம்,बार आलेख
அடிப்படை முகவரி,मूळ पत्ता
அடிப்படை இசைக்குழு,बेस बँड
அடிப்படை எண்,आधार क्रमांक
அடிப்படை அட்டவணை,बेस टेबल
அடிப்படை,बेसिक
அடிப்படை கட்டுப்பாடு,मूलभूत नियंत्रण
அடிப்படை உள்ளீடு,मूलभूत इनपुट
அடிப்படை அறிவுறுத்தல்,मूलभूत सूचना
அடிப்படை வெளியீடு,मूलभूत आउटपुट
அடிப்படை படி,मूलभूत पायरी
தொகுதி,तुकडी
தொகுதி கோப்பு,बॅच फाइल
தொகுதி நிலை,बॅच स्थिती
தொகுதி செயலாக்கம்,बॅच प्रक्रिया
தொகுதி அமைப்பு,बॅच सिस्टम
பாட்,बॉड
பாட் விகிதம்,बॉड दर
உத்திரம்,तुळई
அளவுகோல்,बेंचमार्क
இருதரப்பு தொடர்பு,द्विदिश संप्रेषण
இருதரப்பு இணைப்பு,द्विदिश दुवा
பைனரி குறியீடு,बायनरी कोड
பைனரி இலக்கம்,बायनरी अंक
பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்),बायनरी इनपुट आउटपुट सिस्टम (BIOS)
பைனரி எண்,बायनरी संख्या
பைனரி ஆபரேட்டர்,बायनरी ऑपरेटर
பைனரி உறவு,बायनरी संबंध
பைனரி தேடல்,बायनरी शोध
பைனரி தேடல் மரம் (BST),बायनरी सर्च ट्री (BST)
பைனரி பரிமாற்றம்,बायनरी हस्तांतरण
பைனரி மரம்,बायनरी झाड
இருமுனை நினைவகம்,द्विध्रुवीय मेमरी
பிறப்பு இறப்பு மாதிரி,जन्म मृत्यू मॉडेल
பிறப்பு இறப்பு செயல்முறை,जन्म मृत्यू प्रक्रिया
பிட்,बिट
சிறிய தவறு,थोडा दोष
பிட் வரைபடம்,बिट नकाशा
பிட் மேப் பிக்சல் (BMP),बिट मॅप पिक्सेल (BMP)
பிட் மேட்ரிக்ஸ்,बिट मॅट्रिक्स
பிட் முறை,बिट नमुना
பிட் நிலை,बिट स्थिती
பிட் விகிதம்,बिट दर
கருப்பு பெட்டி சோதனை,ब्लॅक बॉक्स चाचणी
கண் சிமிட்டுதல்,लुकलुकणे
தொகுதி,ब्लॉक
தொகுதி தற்காலிக சேமிப்பு,ब्लॉक कॅशे
தடுப்பு சோதனை,ब्लॉक चेक
தொகுதி நகல்,ब्लॉक कॉपी
தொகுதி வரைபடம்,ब्लॉक आकृती
பிணையத்தைத் தடுக்கிறது,ब्लॉकिंग नेटवर्क
பலகை,बोर्ड
புத்தககுறி,पुस्तक चिन्ह
பூலியன் இயற்கணிதம்,बुलियन बीजगणित
பூலியன் உறவு,बुलियन संबंध
துவக்க பகிர்வு,बूट विभाजन
பூட் ஸ்ட்ராப்பிங்,बूट strapping
பூட்-ஸ்ட்ராப் ஏற்றி,बूट-स्ट्रॅप लोडर
பாலம்,पूल
பிராட்பேண்ட் நெட்வொர்க்கிங்,ब्रॉडबँड नेटवर्किंग
ஒளிபரப்பு,प्रसारण
ஒலிபரப்பு வானொலி,रेडिओ प्रसारित करा
உலவ,ब्राउझ करा
உலாவி,ब्राउझर
பி-மரம்,बी-वृक्ष
குமிழி நினைவகம்,बबल मेमरी
குமிழி வகை,बबल क्रमवारी
வாளி,बादली
நண்பர் அமைப்பு,मित्र प्रणाली
பட்ஜெட் பயனுள்ள கட்டுப்பாடு,बजेट प्रभावी नियंत्रण
தாங்கல்,बफर
பிழை,किडा
பேருந்து,बस
பைட்,बाइट
பைட் குறியீடு,बाइट कोड
c,c
C++,C++
தற்காலிக சேமிப்பு,कॅशे
கேச் தாங்கல்,कॅशे बफर
கேச் நினைவகம்,कॅशे मेमरी
கணக்கீடு,गणना
கால்குலேட்டர்,कॅल्क्युलेटर
கால்குலேட்டர் சிப்,कॅल्क्युलेटर चिप
அழைப்பு,कॉल
பெயரால் அழைக்கவும்,नावाने कॉल करा
குறிப்பு மூலம் அழைப்பு,संदर्भानुसार कॉल करा
மதிப்பு மூலம் அழைப்பு,मूल्यानुसार कॉल करा
மாறிகள் மூலம் அழைப்பு,व्हेरिएबल्सद्वारे कॉल करा
அழைப்பு வாயில்,कॉल गेट
ரத்து செய்,रद्द करा
ரத்து பொத்தான்,रद्द करा बटण
நியமனம்,प्रामाणिक
நியமன வடிவம்,प्रामाणिक स्वरूप
திறன்,क्षमता
திறன் பட்டியல்,क्षमता यादी
திறன்,क्षमता
தொப்பி பூட்டு விசை,कॅप्स लॉक की
அட்டை,कार्ड
கார்டு ரீடர்,कार्ड रीडर
கார்டினாலிட்டி,मुख्यत्वे
கேரியர்,वाहक
கேரியர் பேண்ட்,वाहक बँड
கேரியர் சுமை,वाहक लोड
கேரியர் சிக்னல்,वाहक सिग्नल
கேரியர் அலை,वाहक लहर
சுமந்து செல்,वाहून नेणे
இலக்கத்தை எடுத்துச் செல்லுங்கள்,कॅरी अंक
கொடியை ஏந்தி,ध्वज घेऊन जा
கெட்டி வட்டு,काडतूस डिस्क
அருவி,कॅस्केड
வழக்கு,केस
கத்தோட் கதிர் குழாய் (CRT),कॅथोड रे ट्यूब (सीआरटी)
கேத்தோடு கதிர் குழாய் (CRT),कॅथोड रे ट्यूब (सीआरटी)
CD ROM வட்டு இயக்கி,CD ROM डिस्क ड्राइव्ह
செல்,सेल
செல் அனிமேஷன்,सेल अॅनिमेशन
கை பேசி,भ्रमणध्वनी
மைய நினைவகம்,केंद्रीय स्मृती
மத்திய செயலாக்க அலகு (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
மையப்படுத்தப்பட்ட அமைப்பு,केंद्रीकृत प्रणाली
சான்றளிக்கப்பட்ட நாடா,प्रमाणित टेप
சங்கிலி,साखळी
சங்கிலி தரவு,साखळी डेटा
சங்கிலி இணைப்பு,साखळी दुवा
சங்கிலியிடுதல்,चेनिंग
சேனல்,चॅनल
சேனல் பிஸியான தொனி,चॅनेल व्यस्त टोन
சேனல் திறன்,चॅनेल क्षमता
சேனல் கட்டுப்படுத்தி,चॅनेल नियंत्रक
சேனல் பிழை,चॅनेल त्रुटी
சேனல் நிரல்,चॅनेल कार्यक्रम
சேனல் நம்பகத்தன்மை,चॅनेल विश्वसनीयता
சேனல் தொகுப்பு,चॅनेल सेट
பாத்திரம்,वर्ण
எழுத்து குறியீடு,वर्ण कोड
எழுத்து திறவுகோல்,वर्ण की
பாத்திர வாசகர்,वर्ण वाचक
எழுத்து அளவு,वर्ण आकार
விளக்கப்படம்,तक्ता
சேஸ்பீடம்,चेसिस
சோதனை பிட்,बिट तपासा
எண்ணை சரிபார்க்க,चेक अंक
காசோலை தொகை,बेरीज तपासा
சரிபார்ப்பு வார்த்தை,शब्द तपासा
சிப்,चिप
சிப் தொகுப்பு,चिप संच
தேர்வு,निवडा
வர்ண ரீதியாக,रंगीत
மறைக்குறியீடு,सिफर
சுற்று,सर्किट
வட்ட பட்டியல்,परिपत्रक यादी
சிரஸ்,सायरस
மேற்கோள்,उद्धरण
வர்க்கம்,वर्ग
வர்க்க மாறி,वर्ग व्हेरिएबल
வகைப்பாடு,वर्गीकरण
தெளிவானது,स्पष्ट
தெளிவான பகுதி,स्पष्ट क्षेत्र
தெளிவான சேனல்,साफ चॅनेल
கிளிக் செய்யவும்,क्लिक करा
வாடிக்கையாளர்,ग्राहक
கிளையன்ட் சர்வர்,क्लायंट सर्व्हर
கிளையன்ட் ஸ்டப்,क्लायंट स्टब
சிறு படம்,क्लिप आर्ट
கிளிப் ஆர்ட் நூலகம்,क्लिप आर्ट लायब्ररी
கிளிப் போர்டு,क्लिप बोर्ड
கிளிப்பர்,क्लिपर
கிளிப்பர் சிப்,क्लिपर चिप
குழு,गट
கடிகாரம்,घड्याळ
கடிகார சுழற்சி,घड्याळ चक्र
கடிகார அதிர்வெண்,घड्याळ वारंवारता
கடிகார வன்பொருள்,घड्याळ हार्डवेअर
கடிகார துடிப்பு,घड्याळाची नाडी
கடிகார வேகம்,घड्याळाचा वेग
கடிகார ஒத்திசைவு,घड्याळ सिंक्रोनाइझेशन
கடிகார டிக்,घड्याळाची टिक
குளோன்,क्लोन
நெருக்கமான,बंद
க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி),क्लोज सर्किट टीव्ही (सीसीटीव्ही)
மூடல்,बंद
கிளவுட் கம்ப்யூட்டிங்,क्लाउड संगणन
கொத்து,क्लस्टर
பூசிய அட்டை,लेपित कार्ड
பூசிய காகித,लेपित कागद
கோஆக்சியல்,समाक्षीय
கோஆக்சியல் கேபிள்,समाक्षीय केबल
கோடாசில்,कोडासिल
குறியீடு,कोड
குறியீடு உற்பத்தியாளர்,कोड जनरेटर
குறியீடு பக்கம்,कोड पृष्ठ
குறியீட்டு வார்த்தை,कोड शब्द
குறியீட்டாளர்,कोडर
குறியீட்டு சோதனை,कोडिंग तपासणी
குறியீட்டு வடிவம்,कोडिंग फॉर्म
குறியீட்டு தாள்,कोडिंग शीट
குணகம்,गुणांक
இணக்கத்தைப்,सुसंगतता
குளிர் துவக்க,थंड बूट
குளிர் ஆரம்பம்,थंड सुरुवात
இணைந்து,सहयोग
சரிவு,कोसळणे
இணை,कोलेट
கோலேட் டேப்,कोलेट टेप
மோதல்,टक्कर
பெருங்குடல்,कोलन
நிறம் (நிறம்),रंग (रंग)
வண்ண செறிவு,रंग संपृक्तता
வண்ண அட்டவணை,रंग टेबल
நெடுவரிசை,स्तंभ
சேர்க்கை,संयोजन
சேர்க்கை பெட்டி,कॉम्बो बॉक्स
கட்டளை,आज्ञा
கட்டளை பொத்தான்,कमांड बटण
கட்டளை பட்டியல்,आदेश यादी
கருத்து,टिप्पणी
அர்ப்பணிப்பு,वचनबद्धता
பண்டம்,वस्तू
பொதுவான வணிகம் சார்ந்த மொழி (கோபோல்),कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल)
பொதுவான பிழை,सामान्य त्रुटी
பொது மொழி,सामान्य भाषा
பொதுவான வழக்கம்,सामान्य दिनचर्या
தொடர்பு,संवाद
தொடர்பு வரி,संप्रेषण लाइन
தொடர்பு முறை,संप्रेषण मोड
தொடர்பு நெட்வொர்க்,संप्रेषण नेटवर्क
தொடர்பு அளவுரு,संप्रेषण पॅरामीटर
தொடர்பு அமைப்பு,संप्रेषण प्रणाली
சுருக்கம்,कॉम्पॅक्शन
தளபதி,साथीदार
இணைத்தல்,companding
நிறுவனத்தின் நெட்வொர்க்,कंपनी नेटवर्क
ஒப்பீட்டு சோதனை,तुलना चाचणी
பொருந்தக்கூடிய தன்மை,सुसंगतता
இணக்கமான,सुसंगत
தொகுத்தல்,संकलन
தொகுத்து செல்ல,संकलित करा आणि जा
தொகுப்பி,संकलक
தொகுக்கும் மொழி,कंपाइलर भाषा
நிரப்பு,पूरक
நிரப்பு-பத்து,दहावर पूरक
பூர்த்தி செய்பவர்,पूरक
முழு சுமந்து,पूर्ण वाहून
சிக்கலான,जटिल
சிக்கலான எண்,जटिल संख्या
கூறு,घटक
கூறு பொருள் மாதிரி (COM),घटक ऑब्जेक्ट मॉडेल (COM)
கூட்டு,संमिश्र
கலவை,रचना
கணக்கீட்டு,संगणकीय
கணினி,संगणक
கணினி மையம்,संगणक केंद्र
கணினி நிபுணர்,संगणक तज्ञ
கணினி வரைகலை,संगणक ग्राफिक्स
கணினி அறிவுறுத்தல்,संगणक सूचना
கணினி மொழி,संगणक भाषा
கணினி வலையமைப்பு,संगणक नेटवर्क
கணினி அறிவியல்,संगणक शास्त्र
கணினி பாதுகாப்பு,संगणक सुरक्षा
கணினி உருவகப்படுத்துதல்,संगणक सिम्युलेटन
கணினி நிபுணர்,संगणक तज्ञ
கணினிமயமாக்கல்,संगणकीकरण
கணினி நிபுணர்,संगणकतज्ज्ञ
கணினிமயமாக்கு,संगणकीकरण
கம்ப்யூட்டிங்,संगणन
கருத்து,संकल्पना
ஒத்திசைவு,एकरूपता
ஒரே நேரத்தில்,समवर्ती
நிலை மாறி,कंडिशन व्हेरिएबल
நிபந்தனை ஆபரேட்டர்,सशर्त ऑपरेटर
நிபந்தனை அறிக்கை,सशर्त विधान
நடத்துனர்,कंडक्टर
மாநாடு,कॉन्फरन्सिंग
இரகசியத்தன்மை,गोपनीयता
கட்டமைப்பு,कॉन्फिगरेशन
நெரிசல்,गर्दी
இணைப்பு,संयोग
இணைப்பு வேகம்,गती कनेक्ट करा
இணைப்பு,कनेक्शन
இணைப்பு குறைவான தொடர்பு,कनेक्शन कमी संप्रेषण
இணைப்பு வெளியீடு,कनेक्शन प्रकाशन
இணைப்பு,कनेक्टिव्हिटी
இணைப்பான்,कनेक्टर
தொடர்ச்சியாக,सलग
அதன் விளைவாக,परिणामी
பணியகம்,कन्सोल
ஒருங்கிணைப்பு,एकत्रीकरण
நிலையான,स्थिर
நிலையான அறிவுறுத்தல்,सतत सूचना
கட்டுப்பாடு,मर्यादा
கட்டமைப்பாளர்,बांधकाम करणारा
கொள்கலன்,कंटेनर
உள்ளடக்கம்,सामग्री
சூழல்,संदर्भ
சூழல் இலவச இலக்கணம் (CFG),संदर्भ मुक्त व्याकरण (CFG)
சூழல் சுவிட்ச்,संदर्भ स्विच
தற்செயல்,आकस्मिकता
சுருக்கம்,आकुंचन
மாறுபாடு,कॉन्ट्रास्ट
கட்டுப்பாடு,नियंत्रण
கட்டுப்பாட்டு பகுதி,नियंत्रण क्षेत्र
கட்டுப்பாட்டு பிட்,नियंत्रण बिट
கட்டுப்பாட்டு பேருந்து,नियंत्रण बस
கட்டுப்பாட்டு அட்டை,नियंत्रण कार्ड
கட்டுப்பாட்டு சுற்று,नियंत्रण सर्किट
கட்டுப்பாட்டு சுழற்சி,नियंत्रण चक्र
கட்டுப்பாட்டு பொறியியல்,नियंत्रण अभियांत्रिकी
கட்டுப்பாட்டு விசை,नियंत्रण की
கட்டுப்பாட்டு தர்க்கம்,नियंत्रण तर्क
கட்டுப்பாட்டு வளையம்,नियंत्रण लूप
கட்டுப்பாட்டு குறி,नियंत्रण चिन्ह
கட்டுப்பாட்டு செயல்பாடு,नियंत्रण ऑपरेशन
கட்டுப்பாட்டு குழு,नियंत्रण पॅनेल
கட்டுப்பாட்டு சமிக்ஞை,नियंत्रण सिग्नल
கட்டுப்பாட்டு சுவிட்ச்,नियंत्रण स्विच
கட்டுப்பாட்டு நாடா,नियंत्रण टेप
கட்டுப்பாட்டு முனையம்,नियंत्रण टर्मिनल
கட்டுப்பாட்டு அலகு (CU),कंट्रोल युनिट (CU)
ஒன்றிணைதல்,अभिसरण
உரையாடல்,संभाषण
உரையாடல் நேரப் பகிர்வு,संवादात्मक वेळ सामायिकरण
மாற்றம்,रूपांतरण
மாற்றி,कनवर्टर
குக் தேற்றம்,कुकचे प्रमेय
இணை செயலி,सह-प्रोसेसर
நகல்,कॉपी
பதிப்புரிமை,कॉपीराइट
தண்டு,दोरखंड
கம்பியில்லா தொலைபேசி,कॉर्डलेस टेलिफोन
தொடர்ச்சி,परिणाम
திருத்தம்,दुरुस्ती
சிதைக்கப்பட்டது,भ्रष्ट
எண்ணிக்கை,मोजणे
கவுண்டர்,काउंटर
நாட்டின் குறியீடு,राष्ट्र संकेतांक
இணை மாறுபாடு,सहप्रसरण
கவரேஜ்,कव्हरेज
விபத்து,आपटी
முக்கியமான பாதை,गंभीर मार्ग
முக்கியமான பாதை முறை (CPM),गंभीर मार्ग पद्धत (CPM)
குறுக்கு சோதனை,फेर पडताळणी
குறுக்கு கம்பைலர்,क्रॉस कंपाइलर
