Tamil,Marathi
பிசின் ஆற்றல்,चिकट ऊर्जा
அடியாபட்,adiabat
அடியாபாடிக்,adiabatic
வெப்ப காப்பு,उष्णता इन्सुलेट
இணைப்பு,संलग्नक
அனுசரிப்பு,बदलानुकारी
ஊடுருவல்,प्रवेश
உறிஞ்சுதல்,शोषण
முன்னோக்கி,पुढे
முற்போக்கானது,प्रगतीशील
"ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)","आकाशी, वायु (वि.), हवाई (सं.)"
ஆண்டெனா ஸ்ட்ரீம்,अँटेना प्रवाह
வான்வழி ஆய்வு,हवाई सर्वेक्षण
காற்று வேகம்,हवेचा वेग
ஏரோடைனமிக் குணகம்,वायुगतिकीय गुणांक
காற்றியக்கவியல்,वायुगतिकीय
காற்றியக்கவியல்,वायुगतिकी
வானூர்தி,वैमानिक
ஏரோநாட்டிக்ஸ்,वैमानिक
காற்று துடிப்பு,हवेची नाडी
"வளிமண்டலம், வாயுக்கோளம்","वातावरण, वायूमंडल"
கவனம் அமைப்பு,फोकस सिस्टम
மீண்டும் பற்றவைப்பு,परत प्रज्वलन
பின் ஒளி,परत प्रकाश
அதிர்ச்சி,आघात
"வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது","वय, वय, वय, युग (सं.), वेळेवर परिणाम करणे (व्हेर.), वेळ, काळाने प्रभावित होणे"
நேரம் பாதிக்கப்பட்டது,वेळ प्रभावित
"முதுமை, முதுமை","वृद्धत्व, वृद्धत्व"
நேர விளைவு,वेळेचा प्रभाव
நேர விளைவு சோதனை,वेळ प्रभाव चाचणी
புவியீர்ப்பு இல்லாதது,गुरुत्वाकर्षणरहित
நல்லிணக்கம்,समेट
"வான்வழி ரேடார், வான்வழி ரேடார்","हवाई रडार, हवाई रडार"
"வான் இலக்கு, வான் இலக்கு","हवाई लक्ष्य, हवाई लक्ष्य"
காற்று சுவாசக் கருவி,हवा श्वसन यंत्र
ஏர் கண்டிஷனிங்,वातानुकुलीत
காற்று எதிர்ப்பு மின்மாற்றி,विंडप्रूफ ट्रान्सफॉर्मर
விமானம்,विमान
சீரமைப்பு,संरेखन
சீரமைப்பு பிழை,संरेखन त्रुटी
நேரடி சுற்று,थेट सर्किट
முழு கண்ணாடி குழாய்,पूर्ण काचेची ट्यूब
முழு உலோக குழாய்,संपूर्ण धातूची नळी
சரி செய்ய,निराकरण
"மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)","मिश्रातु (सं.), मिश्रत्व (क्र.)"
மிஷ்ரத்வான்,मिश्रत्व
எங்கும் நிறைந்த ஊடகம்,सर्वव्यापी माध्यम
ஆம்னி ஆண்டெனா,सर्व अँटेना
பஞ்சாங்கம்,पंचांग
ஆல்பா,अल्फा
ஆல்பா-செயல்பாடு,अल्फा क्रियाकलाप
எண்ணெழுத்து,अल्फान्यूमेरिक
ஆல்பா கதிர்,अल्फा किरण
மாற்றம்,बदला
"மாற்று, மாற்று","पर्यायी, पर्यायी"
மின்மாற்றி,अल्टरनेटर
உயரமானி,अल्टिमीटर
உயரமானி,अल्टिमीटर
அல்டிமெட்ரி,altimetry
"உயரம், உயரம், உயரம், உயரம்","उंची, उंची, उंची, उंची"
எண்கணித ரீசனிங் யூனிட் (ALU),अंकगणित तर्क युनिट (ALU)
அமுத விதி,amaget नियम
சூழல்,वातावरण
அமிக்ரான்,amicron
அம்மீட்டர்,ammeter
ஆம்பியர்,अँपिअर
ஆம்பியர்-சட்டம்,अँपिअर-लॉ
நீர்வீழ்ச்சி அயனி,उभयचर आयन
பெருக்கம்,प्रवर्धन
பெருக்கி,अॅम्प्लीफायर
"கோணம், பரிமாணம்","कोन, परिमाण"
அ. எம்.யு. (அணு நிறை அலகு),a एम. यू. (अणु वस्तुमान एकक)
இணக்கமான,सुसंगत
ஒப்புமை,साधर्म्य
ஆய்வாளர்,विश्लेषक
பகுப்பாய்வு,विश्लेषण
பகுப்பாய்வு,विश्लेषणात्मक
புள்ளி அல்லாத,नॉन पॉइंट
முரண்பாடான,विसंगत
மற்றும் கதவு,आणि दरवाजा
ஒலி அல்லாத,गैर-ध्वनी
ஒழுங்கற்ற நெகிழ்ச்சி,विसंगत लवचिकता
நீரற்ற,निर्जल
கோணம்,कोन
angstrom அலகு,अँग्स्ट्रोम युनिट
கோணல்,टोकदार
நீடிப்பான் வெர்னியர்,protractor vernier
சர்ச்சைக்குரிய,विवादास्पद
மரியாதையற்ற,अनादर
வண்ணமயமான காந்தமாக்கல்,अक्रोमॅटिक चुंबकीकरण
மந்தமான,सुस्त
அயனி,anion
சமச்சீரற்ற,असममित
ஐசோட்ரோபிக்,समस्थानिक
ஐசோட்ரோபிசம்,isotropism
நீக்குதல்,हटवणे
சதிகாரர்கள்,कटकारस्थान
நேர்மின்முனை,एनोड
அனோடைசேஷன்,anodization
சீரற்ற,विसंगत
ஒளியியல் அமைப்பு,ऑप्टिकल प्रणाली
ஆண்டெனா,अँटेना
ஆன்டிபெரியன்,अँटीबेरियन
பிணைப்பு எதிர்ப்பு சொத்து,अँटी-बॉन्डिंग गुणधर्म
எதிர் பத்திரம்,काउंटर बाँड
தலைகீழ் சக்தி,उलट शक्ती
காந்தவியல்,डायमॅग्नेटिक
காந்தப் பொருள்,डायमॅग्नेटिक सामग्री
அழற்சி எதிர்ப்பு,विरोधी दाहक
ஈர்ப்பு எதிர்ப்பு,गुरुत्वाकर्षण
ஆன்டிலாம்டா துகள்,antilamda कण
அலெப்டன்,ऍलेलेप्टन
காந்தவியல்,डायमॅग्नेटिक
எதிர்ப்பொருள்,प्रतिपदार्थ
எதிர்ப்பு ஏவுகணை,क्षेपणास्त्र विरोधी
எதிர்நியூட்ரான்,अँटीन्यूट्रॉन
துடிக்கும்,pulsating
எதிர் அணுக்கரு,अँटीन्यूक्लिओन
எதிர் துகள்,प्रतिकण
ஆன்டிபுரோட்டான்,अँटीप्रोटॉन
எதிர் பிரதிபலிப்பு,परावर्तक
சமச்சீரற்ற,विषमताविरोधी
மீண்டும் நிகழாதது,आवर्ती नाही
காலமற்ற தன்மை,अनाक्रोनिझम
துளையிடப்பட்ட ஸ்கேனிங் வட்டு,छिद्रित स्कॅनिंग डिस्क
துவாரக்,द्वारक
"மேல், மேல், முன்","वर, वर, समोर"
"சூரியன் உயர், அதிக சூரியன்","उच्च सूर्य, उच्च सूर्य"
அக்கறையற்ற சரிகை,उदासीन लेस
பரிதாபமற்றது,गैर-दयनीय
இயலாமை,अपंगत्व नसणे
மிகவும் வண்ணமயமான,अतिशय वर्णवर्धक
"நிலம்-உயர்ந்த, உச்சநிலை","जमीन-उंच, apogee"
"துருவமற்ற, சுற்றளவு","nonpolar, circumpolar"
பார்ப்பனியம்,parapolarity
சாதனம்,साधन
"மெய்நிகர், காட்சி","आभासी, दृश्य"
தெரியும் சூரியன்,दृश्यमान सूर्य
காட்சி நேரம்,दृश्य वेळ
வெளிப்படும் தோற்றம்,उदयोन्मुख देखावा
விண்ணப்பம்,अर्ज
பொருந்தக்கூடிய தன்மை,लागू
விண்ணப்பித்தார்,लागू
கவனிக்கத்தக்கது,निरीक्षण करण्यायोग्य
அணுகுமுறை,दृष्टीकोन
"அருகில், தோராயமாக","जवळ, अंदाजे"
தோராயம்,अंदाजे
நீராவி அழுத்தம்,बाष्प दाब
தன்னார்வ,ऐच्छिक
"வில் உலை, வில் உலை","चाप भट्टी, चाप भट्टी"
ஆர்க்கிமிடிஸ் சட்டம்,आर्किमिडीजचा कायदा
கட்டிடக்கலை ஒலியியல்,आर्किटेक्चरल ध्वनीशास्त्र
பரிதி விளக்கு,चाप दिवा
வில்-ஸ்பெக்ட்ரம்,आर्क-स्पेक्ट्रम
"பகுதி, பகுதி","क्षेत्र, क्षेत्र"
"பிராந்திய, பிராந்திய","प्रादेशिक, प्रादेशिक"
"கை, கை, கிளை","हात, हात, शाखा"
அமெச்சூர்,हौशी
"வரிசை, வரிசை","अॅरे, अॅरे"
பெறுபவர்,प्राप्तकर्ता
உச்சரிப்பு தெளிவு,उच्चार स्पष्टता
செயற்கை,सिंथेटिक
செயற்கை மாற்றம்,कृत्रिम संक्रमण
ஏறுமுகம்,चढत्या
ஏற்றம்,आरोहण
ஏறும்,चढणे
அகோலி,अगोली
திரட்டுதல்,एकत्रीकरण
தொகுப்பு,संच
"கூட்டுதல், கூட்டுதல்","एकत्र करणे, एकत्र करणे"
"அசெம்பிளிங், அசெம்பிள், அசெம்பிள்","एकत्र करणे, एकत्र करणे, एकत्र करणे"
துல்லியமான மதிப்பீடு,अचूक अंदाज
குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்,निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये
"தொடர்புடைய, துணை, இணைந்த","संबंधित, सहयोगी, संयुग्मित"
உயிர் ஒலி,स्वराचा उच्चार
தானியங்கி மல்டிவிபிரேட்டர்,स्वयंचलित मल्टीव्हायब्रेटर
ஆஸ்தெனிக்,अस्थेनिक
"மதுவிலக்கு, astigmatism","संयम, दृष्टिवैषम्य"
விண்வெளி பயண மின்னணுவியல்,अंतराळ प्रवास इलेक्ट्रॉनिक्स
வானியற்பியல்,खगोल भौतिकशास्त्र
விண்வெளி,अंतराळवीर
வானியலாளர்,खगोलशास्त्रज्ञ
விண்ணுலகம்,आकाशीय
வானியல்,खगोलशास्त्र
வானியற்பியல்,खगोल भौतिकशास्त्र
சமச்சீரற்ற,असममित
அறிகுறியற்ற,लक्षणे नसलेला
மோசமாக்கும்,त्रासदायक
ஒத்திசைவற்ற,असिंक्रोनस
"வளிமண்டலம், வளிமண்டலம்","वातावरण, वातावरण"
வளிமண்டலம்,वातावरणीय
காற்று கொந்தளிப்பு,वारा अशांतता
அணுக்கரு,आण्विक
அணு,अणू
அணுசக்தி,आण्विकता
அணுக்கரு நிறை,आण्विक वस्तुमान
அணு எண்,अणुक्रमांक
"அணு உலை, அணுக் குவியல்","आण्विक अणुभट्टी, आण्विक ढीग"
அணு,अणू
துகள்,कण
துகள்,कण
"தணிவு, தணிவு","क्षीणता, क्षीणता"
"தணித்தல், தணித்தல்","कमी करणे, कमी करणे"
வசீகரம்,मोहिनी
ஈர்ப்பு சக்தி,आकर्षण शक्ती
கேட்கக்கூடிய தன்மை,ऐकण्याची क्षमता
ஒலி அதிர்வெண் பெருக்கி,ऑडिओ वारंवारता अॅम्प्लिफायर
கேட்கக்கூடிய,ऐकण्यायोग्य
ஆடியோ ஜெனரேட்டர்,ऑडिओ जनरेटर
கேட்கக்கூடிய வரைபடம்,श्रवणक्षमता आलेख
கேட்கும் அறிவியல்,श्रवण विज्ञान
ஒலிமானி,ऑडिओमीटर
கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்,ऐकण्यायोग्य वारंवारता ऑसिलेटर
ஒலி சமிக்ஞை,ध्वनी सिग्नल
ஒலி-ஒளி காட்சி,दृकश्राव्य
"ஆடிட்டோரியம், ஆடிட்டோரியம்","सभागृह, सभागृह"
OZ விளைவு,ओझेड प्रभाव
பதவி உயர்வு,जाहिरात
மேம்படுத்துபவர்,वर्धक
துருவ சுடர்,ध्रुवीय ज्योत
தென் துருவ சுடர்,दक्षिण ध्रुवीय ज्वाला
வட துருவ சுடர்,उत्तर ध्रुवीय ज्योत
தானியங்கி எச்சரிக்கை,स्वयंचलित सूचना
தானாக இணையாக,स्वयं समांतर
"தானியங்கி, தானியங்கி, தானியங்கி","स्वयंचलित, स्वयंचलित, स्वयंचलित"
"ஆட்டோமேஷன், ஆட்டோமேஷன்","ऑटोमेशन, ऑटोमेशन"
"உதவியாளர், கூட்டுறவு, கூடுதல்","सहाय्यक, सहकारी, अतिरिक्त"
"அவடவா, அவலாஞ்சி","आडवा, हिमस्खलन"
"சராசரி, சராசரி","अर्थ, क्षुद्र"
பரிவாரன்,परिवार
அச்சு,अक्षीय
அச்சு,अक्ष
அஜிமுத்,दिगंश
அஜிமுத்,दिगंश
மீண்டும்,परत
"பின்னணி, பின்னணி","पार्श्वभूमी, पार्श्वभूमी"
"பின்தங்கிய, பின்தங்கிய","मागासलेला, मागासलेला"
திருப்புமுனை,टर्नअराउंड
பின் மின்னழுத்த துடிப்பு,बॅक व्होल्टेज पल्सर
பிந்தைய உறவு,पोस्ट-रिलेशनशिप
கொடுக்கப்படுவதுடன்,प्रतिपूर्ती
எதிர்ப்பு மின்னழுத்தம்,अँटी व्होल्टेज
பின்புற சிதறல்,पोस्टरियर स्कॅटरिंग
இடைநிலை அலை,इंटरस्टिशियल लाट
இன்சுலேட்டர்,इन्सुलेटर
பாராசூட் ஜம்ப்,हवाई छत्री वापरून घेतलेली उडी
வெப்பமூட்டும்,गरम करणे
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
சமநிலைப்படுத்துபவர்,बॅलन्सर
சமநிலை,शिल्लक
உருண்டை,गोलाकार
"பாலிஸ்டிக், பாலிஸ்டிக்","बॅलिस्टिक, बॅलिस्टिक"
"ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்","प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर"
ஏவுகணை,क्षेपणास्त्र
"பந்துவீச்சு, ஆயுதம்","बॅलिस्टिक्स, शस्त्रे"
கணிப்பு,प्रक्षेपण
இலவச பாதை,मुक्त मार्ग
"பலூன், பலூன்","फुगा, फुगा"
பால்மர் இடைநிறுத்தம்,balmer खंडितता
"இசைக்குழு, இசைக்குழு, இசைக்குழு","बँड, बँड, बँड"
குண்டு வெடிப்பு,स्फोट
"வரிசை, கற்றை, கரை, கரை, கடற்கரை","अॅरे, बीम, किनारा, किनारा, किनारा"
"நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு","स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा"
பார்டீன் கொள்கை,bardeen तत्त्व
barkhausen விளைவு,barkhausen प्रभाव
பார்லோ சுழற்சி,बारलो सायकल
பட்டை காந்தம்,बार चुंबक
கொட்டகை,धान्याचे कोठार
காற்று அழுத்த வரைபடம்,हवेचा दाब आलेख
"barograph, barograph","बॅरोग्राफ, बॅरोग्राफ"
காற்றழுத்தமானி,बॅरोमीटर
வளிமண்டல அழுத்தம்,वातावरणाचा दाब
"அண்டம், காற்றழுத்தம்","कॉसमॉस, बॅरोमोस्फियर"
ஊசல்,पेंडुलम पेंडुलम
"தடை, அணு, அணு தடை","अडथळा, आण्विक, आण्विक अडथळा"
தடை நிலை,अडथळा पातळी
பேரியன்,बेरियन
குருமண்டலம்,गुरुमंडळ
அடிப்படை இசைக்குழு,बेस बँड
"அடிப்படை, அடிப்படை, கார","मूलभूत, मूलभूत, अल्कधर्मी"
அடித்தளம்,पाया
"கணக்கெடுப்பு, குழு உருவாக்கம்","गणना, संघ निर्मिती"
"தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்","टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ"
மின்கலம்,बॅटरी
"வரிசை பிரிவு, அறை, விரிகுடா","अॅरे सेगमेंट, चेंबर, बे"
கண்காட்சி,प्रदर्शन
கிபான்,किबान
"மாணிக்கா, பீட்","माणिका, बीड"
"பீம், பீம், பீம், டிரம்ப்","तुळई, तुळई, तुळई, ट्रम्प"
"டிக்மன், டிக்கான்","डिकमन, डिकॉन"
"டோல், விஸ்பாண்ட்","dole, vispand"
பெக்கரல் விளைவு,बेकरेल प्रभाव
மணி ஜாடி,बेल जार
பெல்லோஸ்,घुंगरू
மணி கடிகாரம்,घंटा घड्याळ
"வேதிகா, பெஞ்ச்","वेदिका, खंडपीठ"
"முறை, பங்க் (எட்.), வளைவு (வி.)","मोड, बंक (सं.), वाकणे (v.)"
வங்கியாளர்,बँकन
"வளைந்த, வளைந்த","वाकलेला, वाकलेला"
பெர்னோலி-சமன்பாடு,बर्नौली-समीकरण
அடிப்படை-செயல்பாடு,बेसल-फंक्शन
சிறந்த ஒட்டுதல்,सर्वोत्तम आसंजन
பீட்டா (பி),बीटा (ब)
பீட்டாட்ரான்,betatron
bethe மாதிரி,bethe मॉडेल
bivatron,बायव्हट्रॉन
BH வளைவு,BH वक्र
இருகோணமானது,द्विभुज
"சார்பு, சார்பு","पक्षपात, पक्षपात"
இரு-அச்சு,द्वि-अक्षीय
பைக்ரோமேட் செல்,बिक्रोमेट सेल
அப்யவடல்,अभ्यवताल
இரட்டை ஆண்டெனா,दुहेरी अँटेना
பைன்வெக்ஸ்,द्विउत्तल
"இரு-படிகம், இரட்டை-படிகம்","द्वि-क्रिस्टल, दुहेरी-क्रिस्टल"
இருதரப்பு ஒலிவாங்கி,द्विदिश मायक्रोफोन
இருவகை மாதிரி,द्विपदी मॉडेल
டையோசியஸ்,डायओशियस
இருதரப்பு,द्विपक्षीय
இருமுனை,द्विरेखीय
இரு மூலக்கூறு,द्विमोलेक्युलर
"இரு-மாறி, இரு-அடிப்படை, இரட்டை","द्वि-चर, द्वि-आधार, दुहेरी"
"பைனரி குறியீடு, பைனரி குறியீடு","बायनरी कोड, बायनरी कोड"
விளையாட்டு நட்சத்திரம்,गेम स्टार
பைனரி முறை,बायनरी पद्धत
இரட்டை பக்க,दुहेरी बाजू असलेला
பத்திரம்,बंध
"தொலைநோக்கி, தொலைநோக்கி","द्विनेत्री, द्विनेत्री"
பைனரி,बायनरी
இருவகைப் பரவல்,द्विपदी वितरण
"இருமைய, இருமைய, இரு அணுக்கரு","द्विकेंद्रीय, द्विकेंद्री, द्विकेंद्रित"
உயிரியக்கவியல்,जैवगतिकी
உயிர் மின்னணுவியல்,बायो इलेक्ट्रॉनिक्स
உயிர் இயற்பியலாளர்,बायोफिजिस्ट
உயிர் இயற்பியல்,बायोफिजिक्स
உயிரியல் செயற்கைக்கோள்,जैविक उपग्रह
"ஒளிப்பதிவாளர், பயாஸ்கோப்","सिनेमॅटोग्राफर, बायोस्कोप"
பயோ-சாவர்ட் விதி,जैव-सावर्त नियम
இருமுனை மின்னோட்டம்,biphasic प्रवाह
இருமுனை,द्विध्रुव
"இருபிரிசம், இருபிரிசம்","biprism, biprism"
"biquartz, biquartz","biquartz, biquartz"
இருமுனை பாத்திரம்,biphasic वर्ण
இரண்டு-நிலை மல்டிவிபிரேட்டர்,दोन-स्टेज मल्टीव्हायब्रेटर
"ட்வயங்க்* (பைனரி எண்), பர்மிஸ், அனி, துக்","द्वयंक* (बायनरी अंक), बर्मीज, अनी, तुक"
"கருப்பு, கிருஷ்ணா","काळा, कृष्णा"
கருப்பு உடல்,काळे शरीर
கண்ணுக்கு தெரியாத ஒளி,अदृश्य प्रकाश
திமிராயன் வானொலி திமிராயன்,timirayan रेडिओ timirayan
வெளியேற்ற துடிப்பு,इजेक्शन नाडी
முடிவு சார்பு,पूर्वाग्रह समाप्त करा
கருப்பு கதிர்வீச்சு,काळा विकिरण
"முடிக்கப்படாத, வெற்று","अपूर्ण, रिक्त"
கவர்,कव्हर
ரத்து,रद्द करणे
"வெடிப்பு, வெடிப்பு, புயல்","स्फोट, स्फोट, वाफा"
"savika, bleeder, savi","savika, bleeder, savi"
"மாறுவேடமிட்டு, குருடர்","वेशात, आंधळा"
ப்ளாச்சின் தேற்றம்,ब्लोचचे प्रमेय
"தொகுதி, தொகுதி, தொகுதி","अवरोधित करणे, अवरोधित करणे, अडथळा आणणे"
"அடி, அடி, அடி","फुंकणे, फुंकणे, फुंकणे"
நீல அச்சு,ब्लू प्रिंट
தெளிவின்மை வட்டம்,अस्पष्टता वर्तुळ
தெளிவற்ற,अस्पष्ट
"பந்து, கோளம், பதக்கம்","बॉल, गोलाकार, लटकन"
"உடல், பொருள்","शरीर, वस्तू"
உடல் திறன்,शारीरिक क्षमता
மையம் கொண்டது,केंद्रीत
"உடல்-மூலைவிட்ட, இறுதி-மூலைவிட்ட","शरीर-कर्ण, अंत-कर्ण"
"போகி, தெரியாத கண்டறிதல் (ரேடார்)","बोगी, अज्ञात शोध (रडार)"
துளை விளைவு,बोअर इफेक्ट
துளை காந்தம்,बोर मॅग्नेटन
"கொதிகலன், கொதிகலன்","बॉयलर, बॉयलर"
"கொதிக்கும், கொதிக்கும்","उकळणे, उकळणे"
போல்ட்ஸ்மேன் சமன்பாடு,बोल्ट्समन समीकरण
குண்டுவீச்சு எலக்ட்ரான்,बॉम्बर इलेक्ट्रॉन
"அதிர்ச்சிகரமான ஆற்றல், குண்டுவீச்சு ஆற்றல்","क्लेशकारक ऊर्जा, बॉम्बस्फोट ऊर्जा"
அடமானம்,गहाण
"பிணைக்கப்பட்ட, பிணைக்கப்பட்ட, பிணைக்கப்பட்ட","बंधलेले, बंधलेले, बंधलेले"
மேம்படுத்துபவர்,वर्धक
பழுப்பம்,बोरॉन
போஸ்-துகள்,बोस-कण
போஸான்,बोसॉन
"முட்டாள், குதி","धक्का, उडी"
கட்டுப்பட்டது,बद्ध
"வரம்பு, வரம்பு (பதிப்பு), விளிம்பு (வி.)","मर्यादा, मर्यादा (सं.), सीमांत (वि.)"
பிணைக்கப்பட்ட,बद्ध
தனுசு முற்றம்,धनु राशीचे अंगण
பாய்மர அலை,नौकानयन लाट
கொதிகலன் வெப்பமூட்டும்,बॉयलर गरम करणे
பாயின் சட்டம்,बॉयलचा कायदा
கொதிகலன் வெப்பமூட்டும்,बॉयलर गरम करणे
அடைப்பு-வகுப்பு,कंस-वर्ग
பை விதி,पिशवी नियम
பின்னிப் பிணைந்த கம்பி,गुंफलेली तार
பிரேக் வகுப்பு,ब्रेक वर्ग
பிரமா அமுக்கி,ब्रामा कंप्रेसर
கிளைகள்,शाखा
"துணிச்சலான லட்டு, துணிச்சலான லட்டு","धाडसी जाळी, धाडसी जाळी"
"பித்தளை பிரேசிங், பித்தளை சாலிடரிங்",ब्रास ब्रॅझिंग
துண்டித்தல்,विच्छेदन
இணைப்பு உடைப்பு,ब्रेक कनेक्टर
"எலும்பு முறிவு டையோடு, ஜீனர் டையோடு","फ्रॅक्चर डायोड, जेनर डायोड"
எலும்பு முறிவு,फ्रॅक्चर
"ப்ரீடர் ரியாக்டர், ப்ரீடர் நியூக்ளியர் ஃபர்னஸ், பிரீடர் ஃபர்னஸ்","ब्रीडर रिएक्टर, ब्रीडर न्यूक्लियर फर्नेस, ब्रीडर फर्नेस"
இனப்பெருக்கம்,पुनरुत्पादन
"retardant கதிர்வீச்சு, brastralung","retardant विकिरण, brastralung"
brewster-angle,brewster-कोन
ப்ரூஸ்டர் குளிர்சாதன பெட்டி,ब्रुस्टर फ्रीज
பாலம்,पूल
பாலம் பிணைப்பு,ब्रिज बाँड
"பிரகாசமான, பளபளப்பான, திகைப்பூட்டும்","तेजस्वी, तेजस्वी, चमकदार"
ஒளிரும்,प्रकाशक
பிரகாசம்,तेज
"தியுதி, பிரபா","द्युती, प्रभा"
பிருலுவான் பகுதி,ब्रिलुवान क्षेत्र
பிரிட்டிஷ் நிலையான மெழுகுவர்த்தி,ब्रिटिश मानक मेणबत्ती
உடையக்கூடிய,ठिसूळ
உடையக்கூடிய தன்மை,ठिसूळपणा
ஒளிபரப்பு,प्रसारण
விரிவான,तपशीलवार
பிற்போக்கு,प्रतिगामी
ப்ரோக்லி சூத்திரம்,ब्रोगली फॉर्म्युला
துண்டு துண்டாக,खंडित
பிரவுனி இயக்கம்,ब्राउनी मोशन
"குச்சி, புருஷ், குர்ச், குல்ம்","कुची, बुरुश, कुर्च, गुल्म"
"குமிழி, குமிழி (பதிப்பு), முணுமுணுப்பு (வி.)","बबल, बबल (सं.), बडबड (v.)"
உமிழும்,उत्तेजित होणे
