Kannada,Hindi
ಹೊಂದಾಣಿಕೆ ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,समायोजी बैंड विस्तार
ನುಗ್ಗುವಿಕೆ,प्रवेश्यता
ಏರಿಯಲ್,एरियल
ಪೆಪ್ ಆವರ್ತನ,स्फूर्ति आवृत्ति
ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ,वातानुकूलक
ಜೋಡಣೆ,संरेखन
ಅಲ್ಗಾರಿದಮ್,आल्गोरिदम
ಎಲ್ಲಾ ಪಾಸ್ ಫಿಲ್ಟರ್,समस्त पारक फिल्टर
ಮಿಶ್ರಲೋಹ ಜಂಕ್ಷನ್,मिश्रधातु संधि
ಕ್ಷೀಣತೆ,क्षीणन
ಪರ್ಯಾಯ ಪ್ರವಾಹ,प्रत्यावर्ती धारा
ಹೊರಗಿನ ತಾಪಮಾನ,परिवेश ताप
ಬೈಪೋಲಾರ್,उभयध्रुवीय
ವರ್ಧನೆ,प्रवर्धन
ಆಂಪ್ಲಿಫಯರ್,प्रवर्धक
ಆಂಪ್ಲಿಫಯರ್ ದಕ್ಷತೆ,प्रवर्धक दक्षता
ಆಯಾಮಗಳು,आयाम
ವೈಶಾಲ್ಯ ಕ್ಷೀಣತೆ,आयाम क्षीणन
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ AM ಆಂದೋಲಕ,आयाम मॉडुलित ए.एम. दोलित्र
ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಶನ್,आयाम मॉडुलन
ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಟರ್,आयाम मॉडुलक
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,एंगस्ट्रॉम इकाई
ಅನಲಾಗ್ ಸರ್ಕ್ಯೂಟ್,अनुरूप परिपथ
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,अनुरूप कंप्यूटर
ಅನಲಾಗ್ ಫಿಲ್ಟರ್,अनुरूप फिल्टर
ಅನಲಾಗ್ ಮಲ್ಟಿಮೀಟರ್,अनुरूप बहुमापी
ಅನಲಾಗ್ ಸ್ವಿಚ್,अनुरूप स्विच
ಮತ್ತು ಗೇಟ್,AND गेट
ಕೋನೀಯ ಆವರ್ತನ,कोणीय आवृत्ति
"ಅಯಾನ್, ಅಯಾನ್","ऋणायन, एनॉयन"
ಅನೆಲಿಂಗ್ ತಾಪಮಾನ,अनीलन तापमान
ಆನೋಡ್,ऐनोड
ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್,ऐनोड प्रवर्धक
ಅನೋಡೈನ್,ऐनोडी करण
ಆಂಟೆನಾ,ऐन्टेना
ಆಂಟೆನಾ ಘಟಕ,ऐन्टेना घटक
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ ಲೇಪನ,परावर्तन रोधी लेपन
ಪ್ರತಿಲೋಜಿನ್ ಆಂಪ್ಲಿಫಯರ್,प्रतिलघुगुणक प्रवर्धक
ಆಂಟಿರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್,प्रतिअनुनादी परिपथ
ದ್ವಾರಕ ಕಾಲ,द्वारक काल
ವರ್ಚುವಲ್ ಶಕ್ತಿ,आभासीय शक्ति
ತಂತಿ ಸಂಪರ್ಕ,तार संयोजन
ಅಂದಾಜು ವೋಲ್ಟೇಜ್ ಲಾಭ,सन्निकट वोल्टता लब्धि
ಆರ್ಮ್ಸ್ಟ್ರಾಂಗ್ ಮಾಡ್ಯುಲೇಟರ್,आर्मस्ट्रांग माडुलक
ಆಂಟೆನಾ ರಚನೆ,ऐन्टेना-व्यूह
"ಗಾತ್ರ ಅನುಪಾತ, ಆಕಾರ ಅನುಪಾತ","आकार अनुपात, अभिमुखता अनुपात"
ತೇಲುವ ಸರ್ಕ್ಯೂಟ್ (ಉಚಿತ ಆಪರೇಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್),अस्थायी परिपथ (मुक्तचालित परिपथ)
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,स्वचालित बहुकंपित्र
ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,अस्थायी बहुकंपित्र
ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್,असममित संधि
ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,अतुल्यकाली गणक
ಪರಮಾಣು,परमाणु
ಪರಮಾಣು ಸಂಖ್ಯೆ,परमाणु संख्या
ಪರಮಾಣು ರಚನೆ,परमाणु संरचना
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,श्रव्य प्रवर्धक
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,श्रव्य प्रवर्धक
ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್,श्रव्य कैसेट
ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್,श्रव्य परिपथ
ಶ್ರವ್ಯ ಆವರ್ತನ,श्रव्य आवृत्ति
ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ,स्वत: वोल्टता नियंत्रण
ಹಿಮಕುಸಿತ,एवलांश
ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್,औसत संसूचक
ಅಕ್ಷೀಯ ಮೋಡ್,अक्षीय विधा
ಅಕ್ಷೀಯ ಅನುಪಾತ,अक्षीय अनुपात
ಆಂಟೆನಾ,ऐन्टेना
ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್,पश्च विद्युत वाहक बल
ಹಿಂಭಾಗದ ಪ್ರದೇಶ,पश्च क्षेत्र
ಮತ್ತೆ ಚದುರುವಿಕೆ,पश्च प्रकीर्णन
ಹಿನ್ನೆಲೆ ಶುಲ್ಕ,पृष्ठभूमि आवेश
ಅಡ್ಡ ಶಬ್ದ,पार्श्व रव
ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ,पश्चगमन
ಹಿಂಭಾಗದ ವಿಕಿರಣ,पश्चपालि विकिरण
ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್,बैकवार्ड डायोड/पश्च डायोड
ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ,पश्चगामी तरंग दोलक
"ಅಡಚಣೆ, ಅಡಚಣೆ","बाधिका, व्यारोध"
ಅಡಚಣೆ,बाधिका
ಸಮತೋಲಿತ ಸೇತುವೆ,संतुलित सेतु
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,संतुलित विमॉडुलक
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,संतुलित मॉडुलक
ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್,संतुलित परिपथ
ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್,संतुलित ढाल संसूचक
ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ,धारा स्थिरक प्रतिरोध
ಬೋಲೋಮೀಟರ್,बोलोमीटर
ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ,बोलोमीटर सेतु
ಬಲೂನ್,बलून
ಬನಾನಾ ಜ್ಯಾಕ್,बनाना जैक
ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್,बनाना प्लग
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್","बैंड, पट्टी"
ಬ್ಯಾಂಡ್ ಚಾಲಕ,बैंड चालक
ಬ್ಯಾಂಡ್ ಶಕ್ತಿ,बैंड ऊर्जा
ಬ್ಯಾಂಡ್ ಅಂತರ,बैंड अंतराल
ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್,बैडपारक प्रवर्धक
ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್,बैंड पारक फिल्टर
ಬಾಡ್ ದರ ಜನರೇಟರ್,बॉड दर जनित्र
ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್,बैंडफैलाव
ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್,बैंड रोधक
ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್,बैंड विरामक फिल्टर
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,बैंड विस्तार
ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್,बैंड वर्जक फिल्टर
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್,बैंड विस्तार विक्षेपण गुणक
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ,बैंड विस्तार दूरी गुणक
"ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್","पुंज संधारित्र, बैंक संधारित्र"
"ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್","बारकर कूट, बारकर कोड"
barravaugen ಮಾನದಂಡ,बार्रवाउजेन कसौटी
ನ್ಯಾಯವಾದಿ,बैरेटर
ತಡೆಗೋಡೆ,रोध
ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್,रोध संधारित्र
ತಡೆ ಶಕ್ತಿ,रोधिका उर्जा
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,रोधी वोल्टता
ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ,बार्टलेट विंडो
"ಬೇಸ್, ಬೇಸ್","आधार, बेस"
ಬೇಸ್ ಬ್ಯಾಂಡ್,आधार बैंड
ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ,आधार बैंड संचरण
ಮೂಲ ಶುಲ್ಕ,आधार आवेश
ಮೂಲ ಪ್ರಸ್ತುತ,आधार धारा
ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ,आधार धारा स्रोत
ಬೇಸ್ ಕತ್ತರಿಸುವುದು,आधार कर्तन
ಆಧಾರ್ ಮದನ್,आधार मादन
ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್,आधार उत्सर्जक संभरण
ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್,आधार उत्सर्जक संधि
ಬೇಸ್ ಇಂಜೆಕ್ಷನ್,आधार अंतःक्षेपण
ನೆಲದ ರೇಖೆ,आधार रेखा
ಮೂಲ ಪ್ರತಿರೋಧ,आधार प्रतिरोध
ಮೂಲ ಮೂಲ,आधार स्रोत
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,आधार विस्तारण प्रतिरोध
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,आधार विस्तारण प्रतिरोध
ಬೇಸ್ ದಪ್ಪ,आधार मोटाई
ಮೂಲ ಪ್ರವೇಶ,आधार अभिगमन
"ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್","आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन"
ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ,आधार संग्राहक संधि
ವಾಸನೆ,बास
ಬಾಸ್ ಆವರ್ತನ,बास आवृत्ति
ಬ್ಯಾಟರಿ,बैटरी
ಬಾಡ್,बॉड
ಬೌಡ್ ದರ,बॉड रेट
ಬಾಡ್ ದರ ಜನರೇಟರ್,बॉड दर जनित्र
ಬೋಡೋ ಕೋಡ್,बोदो कोड
"ಸಂಕೇತ, ದಾರಿದೀಪ","संकेत देना, बीकन"
"ಮಾಣಿಕ, ಬೀಡು","मणिका, बीड"
ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್,मणिक संधारित्र
ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ,मणिकातापी प्रतिरोधक
"ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ","किरणपुंज ऐन्टेना, बीम ऐन्टेना"
ಕಿರಣ ಶೋಧಕ,किरणपुंज खोजी
ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ,किरणपुंज शक्ति नली
ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು,किरणपुंज स्विचन नलिका
ಕಿರಣದ ವಿಸ್ತರಣೆ,किरणपुंज विस्तार
ಬೀಟ್ ಆವರ್ತನ,विस्पंद आवृत्ति
ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ,विस्पन्द-आवृत्ति दोलक
ನಾಡಿ ಆಂದೋಲಕ,विस्पंद दोलक
ಗಂಟೆ,बेल
ಬಾಗುವ ನಷ್ಟ,बंकन हानि
ಬೆಸೆಲ್ ಫಿಲ್ಟರ್,बेसेल फिल्टर
ಬೀಟಾ,बीटा
b-h ಕರ್ವ್,बी-एच वक्र
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","अभिनति, बायस"
ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ,बायस धारा
ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ,बायस-प्रतिरोधक
ಡಬಲ್ ಆಂಟೆನಾ,द्विशंकु ऐन्टेना
ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ,द्विदिशी लोड धारा
ದ್ವಿಮುಖ ಆಂಟೆನಾ,द्विदैशिक ऐन्टेना
ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್,द्विदैशिक प्रकाश उत्सर्जक डायोड
ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್,द्विदिक् थाइरिस्टर
ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ,द्वि FET तकनीक
ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,द्विसूत्री ट्रांसफार्मर
ಡಬಲ್ ಸಮ್ಮಿಳನ,द्विसूत्री आआवलन
ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್,द्विपार्श्विक परिपथ
ಅವಳಿ,द्विआधारी
ಬೈನರಿ ಮೊತ್ತ,द्विआधारी योग
ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್,द्विआधारी परिपथ
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,द्वि-आधारी कोडित दशमलव
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,द्वि-आधारी कोडित दशमलव प्रणाली
ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್,द्विआधारी द्विपरिवर्तक संधारित्र
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,द्विआधारी गणक
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,द्विआधारी गणित्र
ಬೈನರಿ ಡಿಕೋಡರ್,द्विआधारी कूट वाचक
ಬೈನರಿ ಏಣಿ,द्विआधारी सीढ़ी
ಬೈನರಿ ಪಾಥೋಮೀಟರ್,द्विआधारी पथमापी
ದ್ವಿಮಾನ ಸ್ಥಿತಿ,द्विआधारी अवस्था
ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್,द्विआधारी-दशमिक विकोडक
ಬೈನರಿ ಲೋಡ್,द्विआधारी भार
ಬೈನರಿ ಪದಗಳು,द्विआधारी शब्द
ಬೈಪೋಲಾರ್,द्विध्रुवी
ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್,द्विध्रुवी संधारित्र
ಬೈಪೋಲಾರ್ ಸಾಧನ,द्विध्रुवी युक्ति
ಬೈಪೋಲಾರ್ ಮೂಲ,द्विध्रुवी स्रोत
ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,द्विध्रुवी ट्राजिस्टर
ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,द्विध्रुवी संधि ट्रांजिस्टर
ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್,द्विघाती फिल्टर
ಎರಡು ಸ್ಥಾನ,द्विस्थितिक
ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,द्विस्थितिक बहुकंपित्र
ದ್ವಿಮುಖ ರಿಲೇ,द्विस्थितिक रिले
ದ್ವಿಮುಖ ಸ್ಥಿತಿ,द्विस्थितिक अवस्था
ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ,द्विस्थितिक ट्रिगर
ಬಿಟ್ ದೋಷ,बिट त्रुटि
ಬಿಟ್ ದೋಷ ದರ,बिट त्रुटि दर
ಬಿಟ್ ದೋಷ,बिट त्रुटि
ಬಿಟ್ಕಲ್ ದೋಷ,बिटकाल त्रुटि
ಕುರುಡು ಪೆಟ್ಟಿಗೆ,अंध पेटी
ಮಂದಗೊಳಿಸಿದ ನಾಡಿ,समाच्छादी स्पंद
ಸ್ರವಿಸುವವನು,स्रावक
ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ,स्रावी प्रतिरोधक
ಕುರುಡುತನ,अंधगति
ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ,खंड आरेख
ತಡೆಯುವ ಪ್ರತಿರೋಧ,अवरूद्ध प्रतिबाधा
ತುಣುಕು ವರ್ಗಾವಣೆ,खंडक स्थानांतरण
ತಡೆಹಿಡಿಯಿರಿ,अवरोधन
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,अवरोधी संधारित्र
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,अवरोधी संधारित्र
ತಡೆಯುವ ಆಂದೋಲಕ,अवरोधी दोलक
ತಡೆಯುವ ಆಂದೋಲಕ,अवरोधी दोलक
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,अवरोधी वोल्टता
ಊದುವವನು,ब्लोवर
ಬೋಡ್ ರೇಖಾಚಿತ್ರ,बोडे आरेख
ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ,वोल्ट्जमान संबंध
ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ,वोल्ट्जमान स्थिंराक
ಕರಾರುಪತ್ರ,बंध
ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್,आबद्ध विकृति प्रमापी
ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್,स्वोत्थानी प्रवर्धक
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,बूलीय बीजगणित
ಬೂಲಿಯನ್ ಸಮೀಕರಣ,बूलीय समीकरण
ಬೂಟ್ ಸ್ಟ್ರಾಪನ್,"बूट स्ट्रैपन, स्वोत्थान"
ಬೂತ್ ಅಲ್ಗಾರಿದಮ್,बूथ्स आल्गोरिदम
ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್,बूटस्ट्रैप प्रसर्प परिपथ
ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ,बॉसकर्ट्स नियम
ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್,बोस-चौधरी होकिनहाम (बी.सी.एच) कोड
"ಜಂಪ್, ಜಂಪ್","झंप, उछाल"
ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್,परिबद्ध इलेक्ट्रॉन
ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ,ब्रैग परावर्तक
ಹೆಣೆದುಕೊಂಡ ತಂತಿ,गुंफित तार
ಶಾಖೆ,शाखा
ಕವಲೊಡೆಯುತ್ತಿದೆ,शाखन
ಪ್ರಯೋಗ ಮಂಡಳಿ,प्रयोग पट्ट
ವಿರಾಮ ವಲಯ,भंजन क्षेत्र
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,भंजन वोल्टता
ಸ್ಥಗಿತ ಡಯೋಡ್,भंजन डायोड
ಮುರಿತದ ಸ್ಥಿರೀಕರಣ,भंजन संनिर्धारण
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,भंजन वोल्टता
ಸೇತುವೆ,सेतु
ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್,सेतु दिष्टकारी
ವಿಶಾಲ ಬ್ಯಾಂಡ್,विस्तृत बैंड
ಪ್ರಸಾರ ಬ್ಯಾಂಡ್,प्रसारण बैंड
ಆಸ್ಟ್ರಲ್ ಅರೇ,निरक्षीय व्यूह
ಪ್ರಸಾರ,प्रसारण
ಪ್ರಸಾರ ಆಂಟೆನಾ,प्रसारण ऐन्टेना
ಪ್ರಸಾರ ರಿಸೀವರ್,प्रसारण ग्राही
ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್,आवृत्ति प्रसारण अभिग्राही
ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್,प्रसारण प्रेषित्र
ಬೂಸ್ಟರ್ ಆಂಟೆನಾ,बूस्टर ऐन्टेना
ಬಸ್ ಆಂಟೆನಾ,बूस ऐन्टेना
ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್,ब्रश विसर्जन
ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್,बुदबूदु AND गेट
ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್,बुदबूदु OR गेट
ಬಬ್ಲಿ ನೆನಪು,बुदबूदु स्मृति
ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್,प्रतिकारी वोल्टता
ಬಫರ್,बफर
ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್,बफर प्रवर्धक
ಬಫರ್ ಸರ್ಕ್ಯೂಟ್,बफर परिपथ
ಬಫರ್ ಆಪರೇಟರ್,बफर परिचालक
ಬಫರ್ ರಿಜಿಸ್ಟರ್,बफर पंजी
ಬಲ್ಬ್,बल्व
ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ,समष्टि प्रभाव
ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ,समष्टि अर्धचालक युक्ति
ಗುಂಪನ್ನು,गुच्छक
ಮುಳುಗಿದ ವಿನಿಮಯ,निमज्जित विनिमय
ಮುಳುಗಿದ ಪದರ,निमज्जित परत
ಮುಳುಗಿದ ಸಂಪರ್ಕ,निमज्जित संपर्क
ಬ್ಲಾಸ್ಟ್ ಆಂಪ್ಲಿಫಯರ್,प्रस्फोट प्रवर्धक
ಬ್ಲಾಸ್ಟ್ ಕವರ್,प्रस्फोटी समाच्छादी
ಸ್ಫೋಟದ ಗುಂಡಿನ,प्रस्फोट फायरन
ಸ್ಫೋಟ ಬಾಗಿಲು ಆಂಪ್ಲಿಫೈಯರ್,प्रस्फोटी द्वार प्रवर्धक
ಬರ್ಸ್ಟ್ ಮೋಡ್,प्रस्फोटी विधा
ಸ್ಫೋಟ ವಿಭಜಕ,प्रस्फोटी पृथक्कारक
ಸ್ಫೋಟ ಸಂಕೇತ,प्रस्फोटी संकेत
ಬರ್ಸ್ಟ್ ದೋಷ ಸರಿಪಡಿಸುವ ಕೋಡ್,प्रस्फोट त्रुटि संशोधक कोड
ಸಾಕು,बस
ಬಸ್ ಬಾರ್,बस बार
ಬಸ್ ಸಂಘಟನೆ,बस संगठन
ಬಸ್ ಗುಣಮಟ್ಟ,बस मानक
ಕೇವಲ ಕ್ಷಣಿಕ,बस क्षणिक
ಬೆಣ್ಣೆ ಮೌಲ್ಯದ ಫಿಲ್ಟರ್,बटर वर्थ फिल्टर
bnc ತಂತಿ,बीएनसी तार
BNC ಜಾಯಿಂಟರ್,बीएनसी जोड़क
ದಾರಿಯಲ್ಲಿ,"उपपथ, उपमार्ग"
ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್,उपमार्गी संधारित्र
ಬೈಟ್,बाइट
ವಿ ಬ್ಯಾಂಡ್,V बैंड
ಸಿ ಬ್ಯಾಂಡ್ ಆಂಟೆನಾ,C बैंड ऐन्टेना
ತಂತಿ,तार
ತಂತಿ ರೂಟಿಂಗ್,तार मार्ग निर्धारण
ಟೆಲಿಗ್ರಾಫ್ ದೂರದರ್ಶನ,तार टेलिविजन
ಸಂಗ್ರಹ ಮೆಮೊರಿ,कैश स्मृति
ಸಿಸಿಮ್ ಫ್ರೀಕ್ವೆನ್ಸಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್,सिसिमय आवृत्ति मानक
ಕ್ಯಾಲ್ಕುಲೇಟರ್,परिकलित्र
ಮಾಪನಾಂಕ ನಿರ್ಣಯ,अंशशोधन
ಕರೆ ವಿಳಾಸ,कॉल ऐड्रेस
ಕಾಲ್ಪಿಟ್ ಆಂದೋಲಕ,कॉलपिट दोलित्र
ಕ್ಯಾಮ್ ಕಾರ್ಡರ್ಗಳು,कैम कोर्डर
