Tamil,Gujarati
அட்வான்ஸ் பிசினஸ் அப்ளிகேஷன் புரோகிராமிங் (ஏபிஏபி),એડવાન્સ બિઝનેસ એપ્લિકેશન પ્રોગ્રામિંગ (ABAP)
மேம்பட்ட தரவு,અદ્યતન ડેટા
மேம்பட்ட தகவல் அமைப்பு,અદ્યતન માહિતી સિસ્ટમ
மேம்பட்ட தொழில்நுட்பம் (AT),અદ્યતન ટેકનોલોજી (AT)
முகவர்,એજન્ટ
திரட்டுதல்,એકત્રીકરણ
வான்வழி கணினி அமைப்பு,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
அல்டஸ் பக்க தயாரிப்பாளர்,aldus પૃષ્ઠ નિર્માતા
எச்சரிக்கை பெட்டி,ચેતવણી બોક્સ
அல்கோல்,algol
அல்காரிதம்,અલ્ગોરિધમ
அல்காரிதம் பகுப்பாய்வு,અલ્ગોરિધમ વિશ્લેષણ
அல்காரிதம் திறன்,અલ્ગોરિધમ કાર્યક્ષમતા
மாற்றுப்பெயர்,ઉપનામ
சீரமைப்பு,ગોઠવણી
ஒதுக்கீடு,ફાળવણી
அகரவரிசை,આલ્ફાબેટીક
எண்ணெழுத்து,આલ્ફાન્યૂમેરિક
எண்ணெழுத்து விசைப்பலகை,આલ્ફાન્યૂમેરિક કી બોર્ડ
ஆல்பா-சோதனை,આલ્ફા-પરીક્ષણ
ஆல்பா பதிப்பு,આલ્ફા-સંસ્કરણ
alt விசை,alt કી
அல்டாவிஸ்டா,અલ્ટાવિસ્ટા
தெளிவின்மை,અસ્પષ્ટતા
தெளிவற்ற இலக்கணம்,અસ્પષ્ટ વ્યાકરણ
அமெரிக்க தேசிய தரநிலை நிறுவனம் (ANSI),અમેરિકન નેશનલ સ્ટાન્ડર્ડ ઇન્સ્ટિટ્યૂટ (ANSI)
தகவல் பரிமாற்றத்திற்கான அமெரிக்க தரநிலை குறியீடு (ASCII),અમેરિકન સ્ટાન્ડર્ડ કોડ ફોર ઇન્ફોર્મેશન ઇન્ટરચેન્જ (ASCII)
அனலாக்,એનાલોગ
அனலாக் கணினி,એનાલોગ કમ્પ્યુટર
அனலாக் சாதனம்,એનાલોગ ઉપકરણ
அனலாக் மோடம்,એનાલોગ મોડેમ
அனலாக் டு டிஜிட்டல் மாற்றி (ADC),એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC)
மற்றும்,અને
மற்றும் சுற்று,અને સર્કિટ
மற்றும் வாயில்,અને દરવાજો
மற்றும் செயல்பாடு அல்ல (விலக்கு),અને ઓપરેશન નહીં (બાકાત)
இயங்குபடம்,એનિમેશન
சிறுகுறிப்பு,ટીકા
ஒழுங்கின்மை,વિસંગતતા
முன்னோடி,પૂર્વવર્તી
முன்கூட்டிய பேஜிங்,આગોતરી પેજીંગ
எதிர்ப்பு சமச்சீர்,વિરોધી સપ્રમાણ
வைரஸ் தடுப்பு நிரல்,એન્ટિવાયરસ પ્રોગ્રામ
ஆப்லெட்,એપ્લેટ
பயன்பாட்டு டெவலப்பர்,એપ્લિકેશન ડેવલપર
பயன்பாட்டு நிரலாக்கம்,એપ્લિકેશન પ્રોગ્રામિંગ
பயன்பாட்டு நிரலாக்க இடைமுகம் (API),એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)
பயன்பாட்டு மென்பொருள்,એપ્લિકેશન સોફ્ટવેર
பயன்பாட்டு மொழி,લાગુ પડતી ભાષા
தோராயக் கோட்பாடு,અંદાજ સિદ્ધાંત
கட்டிடக்கலை,સ્થાપત્ય
பகுதி பரிமாற்றம்,વિસ્તાર ટ્રાન્સફર
வாதம்,દલીલ
எண்கணித மற்றும் தர்க்க அலகு,અંકિત અને તર્ક એકમ
எண்கணித சரிபார்ப்பு,અંકિત તપાસ
எண்கணித மாறிலி,અંકિત સ્થિરાંક
எண்கணித தரவு,અંકિત માહિતી
எண்கணித அறிவுரை,અંકગણિત સૂચના
எண்கணிதம் மற்றும் தருக்க அலகு (ALU),અંકગણિત અને તર્ક એકમ (ALU)
அர்பானெட்,અર્પાનેટ
வரிசை,એરે
வரிசை கேச்,એરે કેશ
வரிசை கணினி,એરે કમ્પ્યુટર
வரிசை உறுப்பு,એરે તત્વ
வரிசை பெயர்,એરે નામ
வரிசை செயலி,એરે પ્રોસેસર
அம்புக்குறி விசைகள்,તીર કીઓ
உச்சரிப்பு,ઉચ્ચારણ
உச்சரிப்பு புள்ளி,ઉચ્ચારણ બિંદુ
செயற்கை சுருக்கம்,કૃત્રિમ કોમ્પેક્શન
செயற்கை கட்டுப்பாடு,કૃત્રિમ નિયંત્રણ
செயற்கை நுண்ணறிவு,કૃત્રિમ બુદ્ધિ
ஏறுபவர்,ચડતા
ஏறும் வகை,ચડતા સૉર્ટ
ASCII betical order,ASCII બેટીકલ ઓર્ડર
ASCII கட்டுப்பாட்டு எழுத்து,ASCII નિયંત્રણ પાત્ર
ASCII கோப்பு,ASCII ફાઇલ
ASCII எழுத்துரு,ASCII ફોન્ટ
ASCII பரிமாற்றம்,ASCII ટ્રાન્સફર
விகிதம்,પાસા ગુણોત્તર
ASPI,ASPI
ASR டைமர்,ASR ટાઈમર
கூடி,ભેગા
அசெம்பிளர்,એસેમ્બલર
சட்டசபை,એસેમ્બલી
சட்டசபை மொழி,એસેમ્બલી ભાષા
வலியுறுத்தல்,નિવેદન
பணி நியமனம்,સોંપણી
சங்கம்,સંગઠન
துணை முகவரி,સહયોગી સરનામું
துணை நினைவகம்,સહયોગી મેમરી
ஆஸ்டிரிக்,એસ્ટરીક
சமச்சீரற்ற,અસમપ્રમાણ
ஒத்திசைவற்ற,અસુમેળ
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,અસુમેળ ટ્રાન્સફર
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),અસુમેળ ટ્રાન્સફર મોડ (ATM)
அணு,અણુ
இணைக்கப்பட்ட ஆவணம்,જોડાયેલ દસ્તાવેજ
இணைக்கப்பட்டுள்ள கோப்பு,જોડેલી ફાઈલ
இணைப்பு,જોડાણ
பண்பு,લક્ષણ
ஆடியோ,ઓડિયો
தணிக்கை நிரலாக்கம்,ઓડિટ પ્રોગ્રામિંગ
தணிக்கை சோதனை,વિષ્લેષણ
பெருக்குதல்,વૃદ્ધિ
அங்கீகார நெறிமுறை,પ્રમાણીકરણ પ્રોટોકોલ
ஆசிரியர் அமைப்பு,ઓથરિંગ સિસ્ટમ
அங்கீகாரம்,અધિકૃતતા
தானியங்கு சுருக்கம்,સ્વતઃ અમૂર્ત
தானாக துவக்குதல்,ઓટોબૂટિંગ
ஆட்டோகேட்,ઓટોકેડ
ஆட்டோலாக் ஆன்,ઓટોલોગ ચાલુ
தானியங்கி,ઓટોમેટા
தானியங்கு கோட்பாடு,ઓટોમેટા સિદ્ધાંત
தானியங்கி கணினி,આપોઆપ કમ્પ્યુટિંગ
தானியங்கி தரவு செயலாக்கம்,સ્વચાલિત ડેટા પ્રોસેસિંગ
தானியங்கி பிழை திருத்தம்,આપોઆપ ભૂલ સુધારણા
தானியங்கி செயல்பாடு,સ્વચાલિત કાર્ય
தானியங்கி அட்டவணைப்படுத்தல்,આપોઆપ અનુક્રમણિકા
தானியங்கி நூலக அழைப்பு,સ્વચાલિત પુસ્તકાલય કૉલ
தானியங்கி நிரலாக்க,આપોઆપ પ્રોગ્રામિંગ
தானியங்கி மீட்பு திட்டம்,સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ
தானியங்கி வழக்கம்,આપોઆપ નિયમિત
தானியங்கி கணினி மீட்பு,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM),ઓટોમેટિક ટેલર મશીન (ATM)
தானியங்கி,ઓટોમેશન
தானியங்கி,ઑટોપ્લે
தானாக சேமிக்கவும்,સ્વતઃ સાચવો
துணை,સહાયક
துணை நினைவகம்,સહાયક મેમરી
துணை சேமிப்பு,સહાયક સંગ્રહ
கிடைக்கும் பட்டியல்,ઉપલબ્ધ યાદી
கிடைக்கும் நேரம்,ઉપલબ્ધ સમય
சராசரி,સરેરાશ
awk (மொழி),awk (ભાષા)
பின்தளம்,બેકએન્ડ
பின்தள செயலி,બેકએન્ડ પ્રોસેસર
பின்முகத்தை அகற்றுதல்,બેકફેસ દૂર કરવું
பின்னணி செயலாக்கம்,પૃષ્ઠભૂમિ પ્રક્રિયા
பேக்கிங் கடை,બેકિંગ સ્ટોર
பின் இணைப்பு,બેકપેચિંગ
பின்வெளி,બેકસ્પેસ
பின்வாங்குதல்,બેકટ્રેકિંગ
காப்புப்பிரதி,બેકઅપ
காப்பு நினைவகம்,બેકઅપ મેમરી
பின்னோக்கி பிழை மீட்பு,પછાત ભૂલ પુનઃપ્રાપ્તિ
இருப்புநிலை,સરવૈયા
இசைக்குழு,બેન્ડ
பட்டை அகலம்,બેન્ડ પહોળાઈ
வங்கியாளர் வழிமுறை,બેંકરનું અલ્ગોરિધમ
பார் குறியீடு,બાર કોડ
பட்டை குறி படிப்பான் வருடி,બાર કોડ સ્કેનર
சட்ட வரைபடம்,બાર ગ્રાફ
அடிப்படை முகவரி,આધાર સરનામું
அடிப்படை இசைக்குழு,આધાર બેન્ડ
அடிப்படை எண்,આધાર નંબર
அடிப்படை அட்டவணை,આધાર ટેબલ
அடிப்படை,પાયાની
அடிப்படை கட்டுப்பாடு,મૂળભૂત નિયંત્રણ
அடிப்படை உள்ளீடு,મૂળભૂત ઇનપુટ
அடிப்படை அறிவுறுத்தல்,મૂળભૂત સૂચના
அடிப்படை வெளியீடு,મૂળભૂત આઉટપુટ
அடிப்படை படி,મૂળભૂત પગલું
தொகுதி,બેચ
தொகுதி கோப்பு,બેચ ફાઇલ
தொகுதி நிலை,બેચ સ્થિતિ
தொகுதி செயலாக்கம்,બેચ પ્રક્રિયા
தொகுதி அமைப்பு,બેચ સિસ્ટમ
பாட்,બાઉડ
பாட் விகிதம்,બાઉડ દર
உத்திரம்,બીમ
அளவுகோல்,બેન્ચમાર્ક
இருதரப்பு தொடர்பு,દ્વિદિશ સંચાર
இருதரப்பு இணைப்பு,દ્વિદિશ લિંક
பைனரி குறியீடு,દ્વિસંગી કોડ
பைனரி இலக்கம்,દ્વિસંગી અંક
பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்),બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS)
பைனரி எண்,દ્વિસંગી સંખ્યા
பைனரி ஆபரேட்டர்,બાઈનરી ઓપરેટર
பைனரி உறவு,દ્વિસંગી સંબંધ
பைனரி தேடல்,દ્વિસંગી શોધ
பைனரி தேடல் மரம் (BST),દ્વિસંગી શોધ વૃક્ષ (BST)
பைனரி பரிமாற்றம்,બાઈનરી ટ્રાન્સફર
பைனரி மரம்,દ્વિસંગી વૃક્ષ
இருமுனை நினைவகம்,બાયપોલર મેમરી
பிறப்பு இறப்பு மாதிரி,જન્મ મૃત્યુ મોડેલ
பிறப்பு இறப்பு செயல்முறை,જન્મ મૃત્યુ પ્રક્રિયા
பிட்,બીટ
சிறிய தவறு,થોડી ખામી
பிட் வரைபடம்,બીટ નકશો
பிட் மேப் பிக்சல் (BMP),બીટ મેપ પિક્સેલ (BMP)
பிட் மேட்ரிக்ஸ்,બીટ મેટ્રિક્સ
பிட் முறை,બીટ પેટર્ન
பிட் நிலை,બીટ સ્થિતિ
பிட் விகிதம்,બીટ દર
கருப்பு பெட்டி சோதனை,બ્લેક બોક્સ પરીક્ષણ
கண் சிமிட்டுதல்,ઝબકવું
தொகுதி,બ્લોક
தொகுதி தற்காலிக சேமிப்பு,બ્લોક કેશ
தடுப்பு சோதனை,બ્લોક ચેક
தொகுதி நகல்,બ્લોક નકલ
தொகுதி வரைபடம்,રેખાક્રુતિ
பிணையத்தைத் தடுக்கிறது,બ્લોકીંગ નેટવર્ક
பலகை,પાટીયું
புத்தககுறி,પુસ્તક ચિહ્ન
பூலியன் இயற்கணிதம்,બુલિયન બીજગણિત
பூலியன் உறவு,બુલિયન સંબંધ
துவக்க பகிர்வு,બુટ પાર્ટીશન
பூட் ஸ்ட்ராப்பிங்,બુટ strapping
பூட்-ஸ்ட்ராப் ஏற்றி,બુટ-સ્ટ્રેપ લોડર
பாலம்,પુલ
பிராட்பேண்ட் நெட்வொர்க்கிங்,બ્રોડબેન્ડ નેટવર્કિંગ
ஒளிபரப்பு,પ્રસારણ
ஒலிபரப்பு வானொலி,પ્રસારણ રેડિયો
உலவ,બ્રાઉઝ કરો
உலாவி,બ્રાઉઝર
பி-மரம்,બી-ટ્રી
குமிழி நினைவகம்,બબલ મેમરી
குமிழி வகை,બબલ સૉર્ટ
வாளி,ડોલ
நண்பர் அமைப்பு,મિત્ર સિસ્ટમ
பட்ஜெட் பயனுள்ள கட்டுப்பாடு,બજેટ અસરકારક નિયંત્રણ
தாங்கல்,બફર
பிழை,ભૂલ
பேருந்து,બસ
பைட்,બાઈટ
பைட் குறியீடு,બાઈટ કોડ
c,c
C++,C++
தற்காலிக சேமிப்பு,કેશ
கேச் தாங்கல்,કેશ બફર
கேச் நினைவகம்,કેશ મેમરી
கணக்கீடு,ગણતરી
கால்குலேட்டர்,કેલ્ક્યુલેટર
கால்குலேட்டர் சிப்,કેલ્ક્યુલેટર ચિપ
அழைப்பு,કૉલ
பெயரால் அழைக்கவும்,નામથી બોલાવો
குறிப்பு மூலம் அழைப்பு,સંદર્ભ દ્વારા કૉલ કરો
மதிப்பு மூலம் அழைப்பு,મૂલ્ય દ્વારા કૉલ કરો
மாறிகள் மூலம் அழைப்பு,ચલ દ્વારા કૉલ કરો
அழைப்பு வாயில்,કૉલ ગેટ
ரத்து செய்,રદ કરો
ரத்து பொத்தான்,રદ કરો બટન
நியமனம்,પ્રમાણભૂત
நியமன வடிவம்,પ્રમાણભૂત સ્વરૂપ
திறன்,ક્ષમતા
திறன் பட்டியல்,ક્ષમતા યાદી
திறன்,ક્ષમતા
தொப்பி பூட்டு விசை,કેપ્સ લોક કી
அட்டை,કાર્ડ
கார்டு ரீடர்,કાર્ડ રીડર
கார்டினாலிட்டி,મુખ્યત્વ
கேரியர்,વાહક
கேரியர் பேண்ட்,વાહક બેન્ડ
கேரியர் சுமை,વાહક લોડ
கேரியர் சிக்னல்,વાહક સંકેત
கேரியர் அலை,વાહક તરંગ
சுமந்து செல்,વહન
இலக்கத்தை எடுத்துச் செல்லுங்கள்,વહન અંક
கொடியை ஏந்தி,ધ્વજ વહન કરો
கெட்டி வட்டு,કારતૂસ ડિસ્ક
அருவி,કાસ્કેડ
வழக்கு,કેસ
கத்தோட் கதிர் குழாய் (CRT),કેથોડ રે ટ્યુબ (CRT)
கேத்தோடு கதிர் குழாய் (CRT),કેથોડ રે ટ્યુબ (CRT)
CD ROM வட்டு இயக்கி,CD ROM ડિસ્ક ડ્રાઇવ
செல்,કોષ
செல் அனிமேஷன்,સેલ એનિમેશન
கை பேசி,સેલ્યુલર ફોન
மைய நினைவகம்,કેન્દ્રીય મેમરી
மத்திய செயலாக்க அலகு (CPU),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
மையப்படுத்தப்பட்ட அமைப்பு,કેન્દ્રિય સિસ્ટમ
சான்றளிக்கப்பட்ட நாடா,પ્રમાણિત ટેપ
சங்கிலி,સાંકળ
சங்கிலி தரவு,સાંકળ ડેટા
சங்கிலி இணைப்பு,સાંકળ કડી
சங்கிலியிடுதல்,સાંકળ
சேனல்,ચેનલ
சேனல் பிஸியான தொனி,ચેનલ વ્યસ્ત સ્વર
சேனல் திறன்,ચેનલ ક્ષમતા
சேனல் கட்டுப்படுத்தி,ચેનલ નિયંત્રક
சேனல் பிழை,ચેનલ ભૂલ
சேனல் நிரல்,ચેનલ કાર્યક્રમ
சேனல் நம்பகத்தன்மை,ચેનલ વિશ્વસનીયતા
சேனல் தொகுப்பு,ચેનલ સેટ
பாத்திரம்,પાત્ર
எழுத்து குறியீடு,અક્ષર કોડ
எழுத்து திறவுகோல்,અક્ષર કી
பாத்திர வாசகர்,પાત્ર વાચક
எழுத்து அளவு,અક્ષરનું કદ
விளக்கப்படம்,ચાર્ટ
சேஸ்பீடம்,ચેસિસ
சோதனை பிட்,બીટ તપાસો
எண்ணை சரிபார்க்க,અંક તપાસો
காசோலை தொகை,રકમ તપાસો
சரிபார்ப்பு வார்த்தை,શબ્દ તપાસો
சிப்,ચિપ
சிப் தொகுப்பு,ચિપ સેટ
தேர்வு,પસંદ કરો
வர்ண ரீதியாக,રંગીન રીતે
மறைக்குறியீடு,સાઇફર
சுற்று,સર્કિટ
வட்ட பட்டியல்,પરિપત્ર યાદી
சிரஸ்,સિરસ
மேற்கோள்,અવતરણ
வர்க்கம்,વર્ગ
வர்க்க மாறி,વર્ગ ચલ
வகைப்பாடு,વર્ગીકરણ
தெளிவானது,ચોખ્ખુ
தெளிவான பகுதி,સ્પષ્ટ વિસ્તાર
தெளிவான சேனல்,સ્પષ્ટ ચેનલ
கிளிக் செய்யவும்,ક્લિક કરો
வாடிக்கையாளர்,ગ્રાહક
கிளையன்ட் சர்வர்,ક્લાયંટ સર્વર
கிளையன்ட் ஸ்டப்,ક્લાઈન્ટ સ્ટબ
சிறு படம்,ક્લિપ આર્ટ
கிளிப் ஆர்ட் நூலகம்,ક્લિપ આર્ટ લાઇબ્રેરી
கிளிப் போர்டு,ક્લિપ બોર્ડ
கிளிப்பர்,ક્લિપર
கிளிப்பர் சிப்,ક્લિપર ચિપ
குழு,સમૂહ
கடிகாரம்,ઘડિયાળ
கடிகார சுழற்சி,ઘડિયાળ ચક્ર
கடிகார அதிர்வெண்,ઘડિયાળની આવર્તન
கடிகார வன்பொருள்,ઘડિયાળ હાર્ડવેર
கடிகார துடிப்பு,ઘડિયાળની પલ્સ
கடிகார வேகம்,ઘડિયાળની ઝડપ
கடிகார ஒத்திசைவு,ઘડિયાળ સુમેળ
கடிகார டிக்,ઘડિયાળની ટીક
குளோன்,ક્લોન
நெருக்கமான,બંધ
க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி),ક્લોઝ સર્કિટ ટીવી (CCTV)
மூடல்,બંધ
கிளவுட் கம்ப்யூட்டிங்,ક્લાઉડ કમ્પ્યુટિંગ
கொத்து,ક્લસ્ટર
பூசிய அட்டை,કોટેડ કાર્ડ
பூசிய காகித,કોટેડ કાગળ
கோஆக்சியல்,કોક્સિયલ
கோஆக்சியல் கேபிள்,કો - એક્ષેલ કેબલ
கோடாசில்,કોડાસિલ
குறியீடு,કોડ
குறியீடு உற்பத்தியாளர்,કોડ જનરેટર
குறியீடு பக்கம்,કોડ પેજ
குறியீட்டு வார்த்தை,કોડ શબ્દ
குறியீட்டாளர்,કોડર
குறியீட்டு சோதனை,કોડિંગ તપાસ
குறியீட்டு வடிவம்,કોડિંગ ફોર્મ
குறியீட்டு தாள்,કોડિંગ શીટ
குணகம்,ગુણાંક
இணக்கத்தைப்,સુસંગતતા
குளிர் துவக்க,ઠંડા બૂટ
குளிர் ஆரம்பம்,ઠંડી શરૂઆત
இணைந்து,સહયોગ
சரிவு,પતન
இணை,કોલેટ
கோலேட் டேப்,કોલેટ ટેપ
மோதல்,અથડામણ
பெருங்குடல்,કોલોન
நிறம் (நிறம்),રંગ (રંગ)
வண்ண செறிவு,રંગ સંતૃપ્તિ
வண்ண அட்டவணை,રંગ ટેબલ
நெடுவரிசை,કૉલમ
சேர்க்கை,સંયોજન
சேர்க்கை பெட்டி,કૉમ્બો બૉક્સ
கட்டளை,આદેશ
கட்டளை பொத்தான்,આદેશ બટન
கட்டளை பட்டியல்,આદેશ યાદી
கருத்து,ટિપ્પણી
அர்ப்பணிப்பு,પ્રતિબદ્ધતા
பண்டம்,કોમોડિટી
பொதுவான வணிகம் சார்ந்த மொழி (கோபோல்),કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (કોબોલ)
பொதுவான பிழை,સામાન્ય ભૂલ
பொது மொழி,સામાન્ય ભાષા
பொதுவான வழக்கம்,સામાન્ય દિનચર્યા
தொடர்பு,સંચાર
தொடர்பு வரி,સંચાર લાઇન
தொடர்பு முறை,સંચાર મોડ
தொடர்பு நெட்வொர்க்,સંચાર નેટવર્ક
தொடர்பு அளவுரு,સંચાર પરિમાણ
தொடர்பு அமைப்பு,સંચાર વ્યવસ્થા
சுருக்கம்,કોમ્પેક્શન
தளபதி,કમ્પેન્ડર
இணைத்தல்,સંયોજન
நிறுவனத்தின் நெட்வொர்க்,કંપની નેટવર્ક
ஒப்பீட்டு சோதனை,સરખામણી કસોટી
பொருந்தக்கூடிய தன்மை,સુસંગતતા
இணக்கமான,સુસંગત
தொகுத்தல்,સંકલન
தொகுத்து செல்ல,કમ્પાઇલ કરો અને જાઓ
தொகுப்பி,કમ્પાઇલર
தொகுக்கும் மொழி,કમ્પાઇલર ભાષા
நிரப்பு,પૂરક
நிரப்பு-பத்து,દસ પર પૂરક
பூர்த்தி செய்பவர்,પૂરક
முழு சுமந்து,સંપૂર્ણ વહન
சிக்கலான,જટિલ
சிக்கலான எண்,જટિલ સંખ્યા
கூறு,ઘટક
கூறு பொருள் மாதிரி (COM),કમ્પોનન્ટ ઑબ્જેક્ટ મોડલ (COM)
கூட்டு,સંયુક્ત
கலவை,રચના
கணக்கீட்டு,કોમ્પ્યુટેશનલ
கணினி,કમ્પ્યુટર
கணினி மையம்,કમ્પ્યુટર કેન્દ્ર
கணினி நிபுணர்,કમ્પ્યુટર નિષ્ણાત
கணினி வரைகலை,કમ્પ્યુટર ગ્રાફિક્સ
கணினி அறிவுறுத்தல்,કમ્પ્યુટર સૂચના
கணினி மொழி,કમ્પ્યુટર ભાષા
கணினி வலையமைப்பு,કમ્પ્યુટર નેટવર્ક
கணினி அறிவியல்,કમ્પ્યુટર વિજ્ઞાન
கணினி பாதுகாப்பு,કમ્પ્યુટર સુરક્ષા
கணினி உருவகப்படுத்துதல்,કમ્પ્યુટર સિમ્યુલેટન
கணினி நிபுணர்,કમ્પ્યુટર નિષ્ણાત
கணினிமயமாக்கல்,કોમ્પ્યુટરાઇઝેશન
கணினி நிபுணர்,કમ્પ્યુટરિસ્ટ
கணினிமயமாக்கு,કમ્પ્યુટરાઇઝેશન
கம்ப்யூட்டிங்,કમ્પ્યુટિંગ
கருத்து,ખ્યાલ
ஒத்திசைவு,સંમતિ
ஒரே நேரத்தில்,સમવર્તી
நிலை மாறி,સ્થિતિ ચલ
நிபந்தனை ஆபரேட்டர்,શરતી ઓપરેટર
நிபந்தனை அறிக்கை,શરતી નિવેદન
நடத்துனர்,વાહક
மாநாடு,કોન્ફરન્સિંગ
இரகசியத்தன்மை,ગોપનીયતા
கட்டமைப்பு,રૂપરેખાંકન
நெரிசல்,ભીડ
இணைப்பு,જોડાણમાં
இணைப்பு வேகம்,કનેક્ટ ગતિ
இணைப்பு,જોડાણ
இணைப்பு குறைவான தொடர்பு,કનેક્શન ઓછું સંચાર
இணைப்பு வெளியீடு,જોડાણ પ્રકાશન
இணைப்பு,કનેક્ટિવિટી
இணைப்பான்,કનેક્ટર
தொடர்ச்சியாக,સળંગ
அதன் விளைவாக,પરિણામે
பணியகம்,કન્સોલ
ஒருங்கிணைப்பு,એકીકરણ
நிலையான,સતત
நிலையான அறிவுறுத்தல்,સતત સૂચના
கட்டுப்பாடு,અવરોધ
கட்டமைப்பாளர்,કન્સ્ટ્રક્ટર
கொள்கலன்,કન્ટેનર
