Punjabi,Marathi
ਈਬੇਨਰੀ,एबेनरी
ਈਬੋਨੀ ਪ੍ਰਭਾਵ,इबोनी प्रभाव
ਅਸਧਾਰਨ ਧਰੁਵੀਕਰਨ,असामान्य ध्रुवीकरण
ਅਸਧਾਰਨ ਸੰਚਾਰ,असामान्य प्रसार
ਅਲੌਕਿਕ ਪ੍ਰਤੀਬਿੰਬ,अलौकिक प्रतिबिंब
ਅਸਧਾਰਨ ਅਪਵਰਤਨ*,असामान्य अपवर्तन*
ਅਲੌਕਿਕ ਵਿਰੋਧ,अलौकिक प्रतिकार
ab-om,ab-om
"ਪ੍ਰਬਲਤਾ, ਅਸਫਲਤਾ","प्राबल्य, अपयश"
"ਜੁੜੇ ਹੋਏ, ਆਮ ਤੌਰ &#39;ਤੇ, ਖੜ੍ਹੇ, ਕੱਟੇ ਹੋਏ, ਖੰਡਿਤ","संलग्न, सहसा, उभे, विभक्त, खंडित"
ਅਕਸਰ ਛਾਲ ਮਾਰਦਾ ਹੈ,अनेकदा उडी मारते
ਹੱਥ*,हात*
ਗੁੰਮ ਪ੍ਰਤੀਬਿੰਬ,हरवलेले प्रतिबिंब
ਗੁੰਮ ਸਪੈਕਟ੍ਰਮ,गहाळ स्पेक्ट्रम
"ਪੂਰਨ, ਸੰਪੂਰਨ, ਨਿਰੰਤਰ, ਸੰਪੂਰਨ","निरपेक्ष, निरपेक्ष, स्थिर, परिपूर्ण"
ਪੂਰਨ ਪ੍ਰਵੇਗ,परिपूर्ण प्रवेग
ਪੂਰਨ ਅਸਲੀਅਤ,परिपूर्ण वास्तव
ਪੂਰਾ ਪਤਾ,परिपूर्ण पत्ता
ਭੂ-ਸੰਬੰਧੀ ਉਚਾਈ ਮੀਟਰ,भौगोलिक उच्चांक
ਭੂ-ਵਿਗਿਆਨਕ ਉਚਾਈ,भौगोलिक उंची
ਪੂਰਨ ਐਂਪੀਅਰ,परिपूर्ण अँपिअर
ਪੂਰਨ ਉਬਾਲ ਬਿੰਦੂ,परिपूर्ण उकळत्या बिंदू
ਪੂਰਨ ਪ੍ਰਕਾਸ਼,परिपूर्ण प्रकाश
ਪੂਰਨ ਸਮਰੱਥਾ,परिपूर्ण क्षमता
ਪੂਰਨ ਉਚਾਈ,परिपूर्ण उंची
ਪੂਰਨ ਰੰਗ,परिपूर्ण रंगद्रव्य
"ਪੂਰਨ ਸੰਰਚਨਾ, ਅਸਪਸ਼ਟ ਸੰਰਚਨਾ","परिपूर्ण कॉन्फिगरेशन, अस्पष्ट कॉन्फिगरेशन"
ਪੂਰਨ ਕੂਲੰਬ,परिपूर्ण कूलॉम्ब
ਪੂਰਾ ਹਨੇਰਾ,पूर्ण अंधार
ਪੂਰਨ ਸਮਾਂ-ਸਾਰਣੀ,परिपूर्ण वेळापत्रक
ਸੰਪੂਰਨ ਘਣਤਾ*,परिपूर्ण घनता*
ਪੂਰਨ ਡਰੇਨੇਜ,पूर्ण निचरा
ਸੰਪੂਰਨ EMU (ਇਲੈਕਟਰੋਮੈਗਨੈਟਿਕ ਯੂਨਿਟ),संपूर्ण EMU (विद्युत चुंबकीय एकक)
ਸੰਪੂਰਨ ESU (ਸਥਿਰ ਇਕਾਈ),संपूर्ण ESU (स्थिर एकक)
ਪੂਰਨ ਕੁਸ਼ਲਤਾ,परिपूर्ण कार्यक्षमता
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ,परिपूर्ण इलेक्ट्रोमीटर
ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ,परिपूर्ण वारंवारता परिपूर्ण वारंवारता
ਪੂਰਨ ਨਮੀ,परिपूर्ण आर्द्रता
ਸੰਪੂਰਨ ਘਟਨਾ,परिपूर्ण घटना
ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ,परिपूर्ण अपवर्तक निर्देशांक
ਪੂਰਨ ਅਸਥਿਰਤਾ,पूर्ण अस्थिरता
ਪੂਰਨ ਅਸਥਿਰਤਾ,पूर्ण अस्थिरता
"ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ","परिपूर्ण तीव्रता, परिपूर्ण तीव्रता"
ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ,अस्थेनियाची परिपूर्ण मर्यादा
ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ,परिपूर्ण प्रदीपन खिडकीच्या चौकटीचा खालचा आडवा
ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ,परिपूर्ण प्रकाश वक्र
ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ,परिपूर्ण परिमाण
ਪੂਰਨ ਬੈਰੋਮੀਟਰ,परिपूर्ण बॅरोमीटर
ਪਰਮ ਸਰਵਉੱਚ,सर्वोच्च सर्वोच्च
ਪੂਰਨ ਅਤਿ,पूर्ण टोक
ਸਭ ਤੋਂ ਘੱਟ,परिपूर्ण सर्वात कमी
ਪੂਰਨ ਗਤੀ,परिपूर्ण गती
ਪੂਰਨ ਗਤੀ,परिपूर्ण गती
ਪੂਰਨ ਸੰਗੀਤ,परिपूर्ण संगीत
ਪੂਰਨ ਨਿਰੀਖਣ,परिपूर्ण निरीक्षण
ਪੂਰਨ ਓਮ,परिपूर्ण ओम
ਪੂਰਨ ਸਥਿਤੀ,परिपूर्ण अभिमुखता
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ,परिपूर्ण विद्युत ऋणात्मकता
ਪੂਰਨ ਗੰਭੀਰਤਾ,परिपूर्ण गुरुत्व
ਪੂਰਨ ਦਬਾਅ,परिपूर्ण दबाव
ਪੂਰਨ ਸੰਪਤੀ,परिपूर्ण मालमत्ता
ਪੂਰਨ ਸਕੇਲਰ,परिपूर्ण स्केलर
ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*,तापमानाचे अंतिम प्रमाण*
"ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ","परिपूर्ण समक्रमण, परिपूर्ण समक्रमण"
ਪੂਰਨ ਤਣਾਅ,पूर्ण ताण
ਪੂਰਨ ਸਮਰੂਪਤਾ,परिपूर्ण सममिती
ਪੂਰਨ ਗਤੀ ਸਰੀਰ,परिपूर्ण गती शरीर
ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ,परिपूर्ण एकक प्रणाली
ਪੂਰਨ ਤਾਪਮਾਨ,परिपूर्ण तापमान
ਪੂਰਾ ਸਮਾਂ,परिपूर्ण वेळ
ਪੂਰਨ ਇਕਾਈਆਂ,निरपेक्ष एकके
ਸਹੀ ਮੁੱਲ,परिपूर्ण मूल्य
ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ,पूर्णांक कॅल्क्युलेटर
ਪੂਰਨ ਗਤੀ,परिपूर्ण वेग
ਪੂਰਨ ਲੇਸ,परिपूर्ण चिकटपणा
ਪੂਰਨ ਭਾਰ,परिपूर्ण वजन
ਪੂਰਨ ਜ਼ੀਰੋ*,पूर्ण शून्य*
ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ,शून्याचा पूर्ण विभाजक
ਸੋਖਣਾ,शोषून घेणे
ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*,शोषक निर्देशांक*
ਲੀਨ ਊਰਜਾ,शोषलेली ऊर्जा
"ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ","शोषक, शोषक"
ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*,शोषक माध्यम*
ਸਮਾਈ ਸਮਰੱਥਾ,शोषण क्षमता
ਸਮਾਈ,शोषण
ਸ਼ੋਸ਼ਣ ਮੀਟਰ*,शोषणमापक*
ਸੋਖਣ ਗਣਿਤ*,शोषणमापन*
ਸਮਾਈ,शोषण
ਸਮਾਈ - ਬੈਂਡ*,शोषण - बँड*
ਸਮਾਈ ਸਰਕਟ,शोषण सर्किट
ਸਮਾਈ ਗੁਣਾਂਕ,शोषण गुणांक
ਸਮਾਈ ਕਾਲਮ,शोषण स्तंभ
ਸਮਾਈ ਸਥਿਰ,अवशोषण स्थिर
ਸਮਾਈ ਨਿਰੰਤਰਤਾ,शोषण सातत्य
ਸਮਾਈ ਜ਼ੋਨ,शोषण क्षेत्र
ਸਮਾਈ ਮੌਜੂਦਾ,शोषण प्रवाह
ਸਮਾਈ ਕਰਵ*,शोषण वक्र*
ਸਮਾਈ ਫ੍ਰੈਕਚਰ,शोषण फ्रॅक्चर
ਸਮਾਈ ਕੋਰ,शोषण कोर
ਸਮਾਈ ਕਾਰਕ,शोषण घटक
ਸਮਾਈ ਫਿਲਟਰ,शोषण फिल्टर
ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*,शोषण फ्लेम फोटोमेट्री*
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,शोषण हायग्रोमीटर
ਸਮਾਈ ਘਾਤਕ,शोषण घातांक
ਸਮਾਈ ਮਾਮੂਲੀ,शोषण सीमांत
ਸਮਾਈ ਲਾਈਨ,शोषण रेखा
ਸਮਾਈ ਨੁਕਸਾਨ,शोषण नुकसान
ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ,शोषण मॉड्यूलेशन
ਰੋਸ਼ਨੀ ਸਮਾਈ,प्रकाश शोषण
ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ,रेडिएशन उर्जेचे शोषण
ਸਮਾਈ ਸਿਖਰ,शोषण शिखर
ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ,शोषण फोटोमेट्री
ਸਮਾਈ ਅਨੁਪਾਤ,शोषण प्रमाण
ਸਮਾਈ ਸੀਮਾ*,शोषण श्रेणी*
ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*,शोषण स्पेक्ट्रम फोटोमेट्री*
ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*,शोषण स्पेक्ट्रम*
"ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ","शोषक नळी, शोषक नळी"
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,शोषण हायग्रोमीटर
ਸੋਖਣ ਵਾਲਾ*,शोषक*
ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator,शोषक बाष्पीभवक
ਸਮਾਈ ਕਾਨੂੰਨ*,शोषण कायदा*
ਸਮਾਈ ਮਾਧਿਅਮ,शोषण माध्यम
"ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*","शोषक क्षमता, शोषकता*"
ਸਮਾਈ*,शोषण*
ਸਟੂਡੀਓ ਸਜਾਵਟ,स्टुडिओ सजावट
ਗੁਣਾ ਅਨੁਪਾਤ,गुणोत्तर गुणोत्तर
ਰੱਦ ਕਰਨਾ,उद्धटपणा
ਬਾਰੇ,बद्दल
ਤੇਜ਼ ਕਰੋ,गती वाढवणे
ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ,प्रवेग-थांबा अंतर
ਜਲਦੀ,घाई केली
ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,द्रुत वेळ प्रभाव चाचणी
ਤੇਜ਼ ਵਹਾਅ,जलद प्रवाह
ਤੇਜ਼ ਰਫ਼ਤਾਰ,जलद गती
ਤੇਜ਼ ਸਰੀਰ,द्रुत शरीर
ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ,प्रवेगक तोलणारा
ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*,प्रवेगक इलेक्ट्रोड*
ਐਕਸਲੇਟਰ ਸਮਾਂ*,प्रवेगक वेळ*
ਐਕਸਲੇਟਰ ਪੜਾਅ,प्रवेगक टप्पा
ਐਕਸਲੇਟਰ ਦਰ,प्रवेगक दर
ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*,प्रवेगक व्होल्टेज*
ਪ੍ਰਵੇਗ,प्रवेग
ਤੇਜ਼ ਬਲਨ,प्रवेगक ज्वलन
ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ,प्रवेग गुणांक
ਪ੍ਰਵੇਗ ਭਾਗ,प्रवेग घटक
ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ,गुरुत्वाकर्षणामुळे प्रवेग
ਪ੍ਰਵੇਗ ਕਾਰਕ,प्रवेग घटक
ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ,प्रवेगक शुल्क
ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ,गुरुत्वाकर्षणाचा प्रवेग
ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ,प्रवेग क्षमता
ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ,प्रवेग कायदा
ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ,प्रवेग प्रक्रिया
ਪ੍ਰਵੇਗ ਜ਼ੋਨ,प्रवेग क्षेत्र
ਪ੍ਰਵੇਗ ਵਿਧੀ,प्रवेग पद्धत
"ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ","प्रवेग सहिष्णुता, प्रवेग सहिष्णुता"
ਪ੍ਰਵੇਗ ਵੈਕਟਰ,प्रवेग वेक्टर
ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ,प्रवेग-व्होल्टेज
ਪ੍ਰਵੇਗ ਲਹਿਰ,प्रवेग लहर
ਐਕਸਲੇਟਰ,प्रवेगक
"ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *","प्रवेग, प्रवेगक*"
ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ,प्रवेगक समीकरण
ਐਕਸਲੇਟਰ*,प्रवेगक*
ਐਕਸਲੇਰੋਮੀਟਰ,प्रवेगमापक
ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ,एक्सीलरोमीटर जुळणी
prestresser,prestresser
ਵੈਧ ਅੱਖਰ,वैध वर्ण
ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ,स्वीकृती कोन
ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ,स्वीकृती तपशील
ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ,स्वीकार्य चाचणी
"ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ","स्वीकारणारा*, स्वीकारणारा"
ਰੀਸੈਪਟਰ ਐਟਮ,रिसेप्टर अणू
ਰੀਸੈਪਟਰ ਬਾਂਡ,रिसेप्टर बाँड
ਰਿਸੀਵਰ ਸਰਕਟ,रिसीव्हर सर्किट
ਰੀਸੈਪਟਰ ਪੱਧਰ,रिसेप्टर पातळी
ਦਾਨੀ ਅਣੂ,दाता रेणू
ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ,रिसेप्टर गुणधर्म
ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ,रिसेप्टर गुणधर्म पातळी
ਐਕਸਲੇਟਰ ਹੋਜ਼,प्रवेगक नळी
"ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ","प्रवेश, प्रतीक्षा, प्रवेश"
ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ,भुज प्रवेश
ਪਹੁੰਚ ਸਿਸਟਮ,प्रवेश प्रणाली
ਪਹੁੰਚ ਦਾ ਸਮਾਂ,प्रवेश वेळ
ਪਹੁੰਚਯੋਗਤਾ,प्रवेशयोग्यता
"ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ","अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे"
ਵਾਧੂ ਪਾਬੰਦੀਆਂ,अतिरिक्त निर्बंध
ਇਤਫ਼ਾਕ,संधी योगायोग
ਅਚਾਨਕ ਸੁਧਾਰ,अपघाती सुधारणा
ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ,अपघाती बायोजेनेसिस
ਅਚਾਨਕ ਮੋੜ,अपघाती वळवणे
ਵਿਜ਼ਟਰ ਗਲਤੀ,अभ्यागत त्रुटी
"ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ","अचानक थांबणे, अचानक पकडणे"
ਦੁਰਘਟਨਾ ਸੰਚਾਰ,अपघाती प्रेषण
ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ,यादृच्छिक भिन्नता
ਵਿਵਸਥਾ,समायोजन
ਸਥਿਤੀ ਵਿੱਚ,स्थानबद्ध
ਸੰਚਿਤ ਗਲਤੀ,संचित त्रुटी
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","जमा करणे, जमा करणे"
ਊਰਜਾ ਸਟੋਰੇਜ਼,ऊर्जा साठवण
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*,संचयक*
ਸ਼ੁੱਧਤਾ,अचूकता
ਅਸਲੀਅਤ,वास्तव
ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ,वास्तविक साधन निरीक्षण
ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ,अचूक श्रेणी मार्कर
ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ,अचूक स्कॅनिंग
ਅਭਿਆਸ,सराव
ਐਕਸਲੇਟਰ ਸੈੱਲ*,प्रवेगक सेल*
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,अक्रोमॅटिक लेन्स*
ਅਕ੍ਰੋਮੈਟਿਕ*,अक्रोमॅटिक*
ਅਕ੍ਰੋਮੈਟਿਕ ਵਿਸ਼ਲੇਸ਼ਕ,अॅक्रोमॅटिक विश्लेषक
ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖ antenna,वारंवारता तटस्थ अँटेना
ਅਕ੍ਰੋਮੈਟਿਕ ਸ਼ਕਲ,अक्रोमॅटिक आकार
ਅਕ੍ਰੋਮੈਟਿਕ ਫਰਿੰਜ,अक्रोमॅटिक फ्रिंज
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,अक्रोमॅटिक लेन्स*
ਅਕ੍ਰੋਮੈਟਿਕ ਬਿੰਦੂ ਮਾਰਗ,अक्रोमॅटिक पॉइंट पथ
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ,अॅक्रोमॅटिक लेन्स
ਅਕ੍ਰੋਮੈਟਿਕ ਪ੍ਰਿਜ਼ਮ,अॅक्रोमॅटिक प्रिझम
ਅਕ੍ਰੋਮੈਟਿਕ ਦੂਰਬੀਨ,अॅक्रोमॅटिक टेलिस्कोप
ਰੰਗੀਨਤਾ*,रंगद्रव्य*
ਅਕ੍ਰੋਮੈਟਾਈਜ਼ੇਸ਼ਨ*,अॅक्रोमॅटायझेशन*
ਰੰਗੀਨਤਾ*,अक्रोमॅटिकता*
"ਲਚਕੀਲੇ, ਅਪ੍ਰਤੱਖ, ਲਚਕੀਲੇ","लवचिक, अपवर्तक, अपवर्तक"
"ਐਕੋਰਨ ਹੋਜ਼, ਬੰਜੂ ਹੋਜ਼","एकोर्न नळी, बंजू नळी"
ਛੋਟੇ ਵਾਲਵ,सूक्ष्म झडप
akophony,इकोफोनी
ਧੁਨੀ,ध्वनिक
ਧੁਨੀ ਸਮਾਈ,ध्वनिक शोषकता
ਐਕੋਸਟਿਕ ਐਟੀਨਯੂਏਸ਼ਨ ਗੁਣਾਂਕ,ध्वनिक क्षीणन गुणांक
ਧੁਨੀ ਧਿਆਨ,ध्वनिक क्षीणन
ਧੁਨੀ ਚੋਰ ਅਲਾਰਮ,ध्वनिक चोर अलार्म
ਧੁਨੀ ਸਮਰੱਥਾ,ध्वनिक क्षमता
ਸੁਣਵਾਈ ਕੇਂਦਰ,श्रवण केंद्र
ਧੁਨੀ ਵਿਆਖਿਆ,ध्वनिक स्पष्टीकरण
ਧੁਨੀ ਕਵਰ,ध्वनिक आवरण
ਧੁਨੀ ਜਵਾਬ,ध्वनिक प्रतिसाद
ਧੁਨੀ ਭਾਗ,ध्वनिक घटक
ਧੁਨੀ ਚਾਲਕਤਾ,ध्वनिक चालकता
ਧੁਨੀ ਗਿੱਲਾ,ध्वनिक ओलसर
ਧੁਨੀ ਫੈਲਾਅ,ध्वनिक फैलाव
ਆਵਾਜ਼ ਹੈਕਰ,ध्वनी हॅकर
ਧੁਨੀ ਊਰਜਾ*,ध्वनिक ऊर्जा*
ਧੁਨੀ ਊਰਜਾ ਸਮੀਕਰਨ,ध्वनिक ऊर्जा समीकरण
ਧੁਨੀ ਸਮੀਕਰਨ,ध्वनिक समीकरण
ਧੁਨੀ ਬਹਾਲੀ,ध्वनिक पुनर्स्थापना
cladney ਆਕਾਰ,क्लॅडनी आकार
ਧੁਨੀ ਫਿਲਟਰ,ध्वनिक फिल्टर
ਆਵਾਜ਼ ਜਨਰੇਟਰ,ध्वनी जनरेटर
ਧੁਨੀ ਗਰੇਟਿੰਗ,ध्वनिक जाळी
ਧੁਨੀ ਰੁਕਾਵਟ*,ध्वनिक प्रतिबाधा*
ਧੁਨੀ ਜੜਤਾ,ध्वनिक जडत्व
ਧੁਨੀ ਤੀਬਰਤਾ,ध्वनिक तीव्रता
ਧੁਨੀ ਦਖਲ ਮੀਟਰ,ध्वनिक हस्तक्षेप मीटर
ਧੁਨੀ ਦਖਲ ਖੋਜੀ,ध्वनिक हस्तक्षेप डिटेक्टर
ਧੁਨੀ ਲੈਂਸ,ध्वनिक लेन्स
ਆਵਾਜ਼ ਲਾਈਨ,ध्वनी ओळ
ਧੁਨੀ ਪੁੰਜ,ध्वनिक वस्तुमान
ਧੁਨੀ ਸਮੱਗਰੀ,ध्वनिक साहित्य
ਧੁਨੀ ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ,ध्वनिक अर्थ मुक्त मार्ग
ਧੁਨੀ ਮੋਡ,ध्वनिक मोड
ਧੁਨੀ ਸ਼ੋਰ,ध्वनिक आवाज
ਧੁਨੀ ਓਮ*,ध्वनिक ओम*
"ਐਕੋਸਟਿਕ ਪੈਨਲ, ਐਕੋਸਟਿਕ ਬੋਰਡ","ध्वनिक पॅनेल, ध्वनिक मंडळ"
ਧੁਨੀ ਪੜਾਅ ਸਥਿਰ,ध्वनिक टप्पा स्थिर
ਧੁਨੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,ध्वनिक प्राप्तकर्ता
ਧੁਨੀ ਦਬਾਅ,ध्वनिक दाब
ਆਵਾਜ਼ ਦਾ ਸਮਰੂਪਤਾ ਨਿਯਮ,ध्वनीचा सममिती नियम
ਧੁਨੀ ਸੰਚਾਰ,ध्वनिक प्रसारण
ਧੁਨੀ ਗੁਣ,ध्वनिक गुणधर्म
ਧੁਨੀ ਚਤੁਰਭੁਜ,अकौस्टिक क्वाड्रपोल
ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ ਤੱਤ,ध्वनिक विकिरण घटक
ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ,ध्वनिक विकिरण
ਸਾਊਂਡਪਰੂਫ਼,ध्वनीरोधक
ਧੁਨੀ ਰੇਡੀਓਮੀਟਰ,ध्वनिक रेडिओमीटर
ਧੁਨੀ ਸਦਮਾ,ध्वनिक प्रतिसाद
ਧੁਨੀ ਪਰਸਪਰ ਪ੍ਰਮੇਯ,ध्वनिक परस्पर प्रमेय
ਧੁਨੀ ਘਟਾਉਣ ਕਾਰਕ,ध्वनिक घट घटक
ਧੁਨੀ ਪ੍ਰਤੀਬਿੰਬ ਗੁਣਾਂਕ,ध्वनिक परावर्तन गुणांक
ਧੁਨੀ ਅਪਵਰਤਨ,ध्वनिक अपवर्तन
ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ,ध्वनिक प्रतिकार
ਧੁਨੀ ਜਵਾਬ,ध्वनिक प्रतिसाद
ਐਕੋਸਟਿਕ ਸਕੈਟਰਿੰਗ,ध्वनिक विखुरणे
ਸੁਣਵਾਈ ਬਿੰਦੂ,श्रवण बिंदू
ਧੁਨੀ ਕਠੋਰਤਾ,ध्वनिक कडकपणा
ਧੁਨੀ ਸਿਸਟਮ,ध्वनिक प्रणाली
ਧੁਨੀ ਥਰਮਾਮੀਟਰ,ध्वनिक थर्मामीटर
ਧੁਨੀ ਗਤੀ,ध्वनिक वेग
ਆਵਾਜ਼ ਦੀ ਲਹਿਰ,ध्वनी लहर
ਧੁਨੀ,ध्वनिक
ਆਵਾਜ਼ ਸਮਾਈ ਗੁਣਾਂਕ,ध्वनी शोषण गुणांक
ਧੁਨੀ ਸਮਾਈ ਭਾਗ,ध्वनी शोषण घटक
ਧੁਨੀ ਸਰਕਟ,ध्वनिक सर्किट
ਧੁਨੀ ਜਵਾਬ,ध्वनिक प्रतिसाद
ਧੁਨੀ ਦੇਰੀ ਲਾਈਨ,ध्वनिक विलंब रेखा
