Malayalam,Hindi
നെച്ചെൻ തരം,ऐकीन प्रकार
അച്ചീൻ,ऐकीन
ആൾമെംഡിഡോസ്പോര്പോറിയ,ऐक्लेमाइडोस्पोरी
അമ്ല മഴ,अम्ल वर्षा
അസിഡിറ്റി,अम्लीय
അസിഡിറ്റിക് വാതകം,अम्लीय गैस
അസിഡിറ്റി,अम्लता
അക്കിനാർ സെൽ,गुच्छकोष्ठक कोशिका
അക്കോമോമോമറ്റ്,अगुहिक
അക്കോണിറ്റം,ऐकोनिटम
ആക്രമണാത്മക പുഴു,"एकॉर्न कृमि, बंजुक कृमि"
അക്കോസ്റ്റിക് സോണിംഗ്,"ध्वानिक मंडलन, ध्वानिक जोननिर्माण"
സ്വന്തമാക്കിയ പ്രതീകം,उपार्जित लक्षण
പ്രതിരോധശേഷി നേടി,उपार्जित प्रतिरक्षा
ഏറ്റെടുത്ത ഇമ്മുനോൻറെ കുറവ് സിൻഡ്രോം (എയ്ഡ്സ്),उपार्जित प्रतिरक्षा न्यूनता संलक्षण (एड्स)
അങ്കാരിയ,ऐक्रैनिया
അക്രിക്കൈൻ ഡൈ,एक्रिडीन रंजक
അക്രോസെന്റ്,अग्रकेंद्री
അക്രോമീൻ,अंसकूट
അക്രോരേറ്റൽ സീക്വൻസ്,अग्राभिसारी अनुक्रम
അക്രോപോളൽ ഓർഡർ,अग्राभिसारी क्रम
അക്രോസിൻ,एक्रोसिन
ആക്ടിൻ,ऐक्टिन
ആക്റ്റിൻ പോലുള്ള പ്രോട്ടീൻ,ऐक्टिन-सम प्रोटीन
ആക്ടിനോമോർഫിക്,त्रिज्यासममित
ആക്റ്റിനോമൈസെറ്റുകൾ,एक्टिनोमाइसिटीज
പ്രവർത്തന സാധ്യത,क्रिया विभव
സജീവമാക്കിയ സ്ലഡ്ജ്,सक्रियित आपंक
സജീവമാക്കിയ സ്ലഡ്ജ് ഫ്ലോക്ക്,सक्रियित आपंक फ्लॉक
സജീവമാക്കൽ .ർജ്ജം,सक्रियण ऊर्जा
സജീവമായ ആഗിരണം,सक्रिय अवशोषण
സജീവ പ്രതിരോധശേഷി,सक्रिय प्रतिरक्षा
സജീവ വികിരണം,सक्रिय विकिरण
സജീവ സൈറ്റ്,सक्रिय स्थल
ആധ്രിക്കുക,ऐक्टिविन
അക്യുമിനേറ്റ്,लंबाग्र
ആദാംസിയ,ऐडैम्सिया
പൊരുത്തപ്പെടലി,अनुकूलनशीलता
പൊരുത്തപ്പെടുത്തൽ,अनुकूलन
ലൈറ്റ് ഭരണകൂടത്തിന് അനുയോജ്യമായ പൊരുത്തപ്പെടുത്തൽ,प्रकाश प्रवृत्ति के प्रति अनुकूलन
ജല ദഹനത്തോടുള്ള പൊരുത്തപ്പെടുത്തൽ,जलाभाव के प्रति अनुकूलन
അഡാപ്റ്റീവ് സവിശേഷതകൾ,अनुकूली (अभि) लक्षण
അഡാപ്റ്റീവ് പ്രതിരോധശേഷി,अनुकूली प्रतिरक्षा
അഡാപ്റ്റീവ് വികിരണം,अनुकूली विकिरण
അഡാപ്റ്റീവ് സ്വഭാവം,अनुकूली विशेषक
അഡാക്സിയൽ ഉപരിതലം,अभ्यक्ष पृष्ठ
ആസക്തി നിഴൽ,व्यसनी विकार
ആദൈൈൻ,ऐडेनीन
Adenocortiopin,ऐडिनोकॉर्टिकोट्रॉपिन
ആദിനോഹൈപഫിസിസ്,ऐडेनोहाइपोफाइसिस
Adenosin diphosphate,ऐडेनोसिन डाइफास्फेट
Adenosine deaminase,ऐडेनोसिन डीएमीनेज
അഡെനോസിൻ മോണോഫോസ്ഫേറ്റ്,ऐडेनोसिन मोनोफॉस्फेट
അഡെനോസിൻ ട്രിപ്പ്ഫോസ്ഫേറ്റ് (എടിപി),ऐडेनोसिन ट्राइफॉस्फेट
Adenileat സൈക്ലെസ്,एडेनिलेट साइक्लेज
പശ ശക്തി,आसंजी बल
മുദവയ്ക്കുക,ऐडिपेट
Adipocyte (FALE സെൽ),वसाणु (वसा कोशिका)
അഡിപോസ് ടിഷ്യു,वसा ऊतक
ആരാധന,संलग्न
സമീപ കമ്മ്യൂണിറ്റി,संलग्न समुदाय
അഡ്രീനല്,अधिवृक्क
അഡ്രീനൽ ഗ്രന്ഥി,अधिवृक्क ग्रंथि
അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ (acth),एड्रिनोकॉर्टिकोट्रॉपिक हॉर्मोन
അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ റിലീസ് ചെയ്യുന്നു (acth),एड्रिनोकॉर्टिकोट्रॉपिक निर्मोचक हार्मोन
ദുര്ധി പകര്,अधिशोषक
ദുര്ഗയോധം,अधिशोषण
വിപുലമായ കീടങ്ങൾ,उन्नत कशेरुकी
പ്രയോജനകരമായ മ്യൂട്ടേഷൻ,लाभकारी उत्परिवर्तन
സാഹസികമായ,बाह्य कंचुक
സാഹസിക റൂട്ട്,अपस्थानिक जड़
പ്രതികൂല ഫലം,प्रतिकूल प्रभाव
Aedes,ईडीज
സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം,संवर्ध-वातन
അരേഞ്ചമ,वायूतक
ഏരിയൽ,"वायव (वि.), एरियल (सं.)"
Aierial റൂട്ട്,वायव जड़
ഏരിയൽ ഷൂട്ട്,वायव प्ररोह
എയ്റോബിക് ശ്വസനം,वायु श्वसन
എയ്റോബിക് ശ്വസനം,ऑक्सी श्वसन
സൗന്ദര്യശാസ്ത്രം,सौंदर्यबोध
പകർച്ചവ്വാധം,पुष्पदल विन्यास
പകർച്ചവ്വാധം,ग्रीष्मनिष्क्रियता
അശ്രദ്ധ,अभिवाही
അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി,बंधुता वर्णलेखन
പീഡിപ്പിച്ച അവയവം,ग्रसित अंग
വനനം,वनरोपण
അഗമോസ്പർമി,अनिषेकबीजता
അഗറും,ऐगार
അഗരോസ്,ऐगेरोस
അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്,ऐगेरोस जेल वैद्युतकण संचलन
അഗരോസ് പോളിമർ ജെൽ,एगेरोस बहुलक जेल
അഗാധമായ,एगास्ट
കൂരക്കം,अगेव
പ്രായ വിതരണം,आयु अनुसार वितरण
പ്രായ പിരമിഡ്,आयु पिरैमिड
നിര്മ്മിപ്പ,आश्लेषण
ആകെത്തുകയായുള്ള,पुंज
ഫോളിക്കിളിന്റെ ആകെത്തുക,पुटक पुंज
ഫോളിക്കിളിന്റെ ആകെത്തുക,पुटक समुच्चय
അഗ്രഗേഷൻ,"समुच्चय, समुच्चयन"
ആക്രമശാസ്ത്രം,आक्रामकता
അജിറ്ററ്റർ സിസ്റ്റം,प्रक्षोभक तंत्र
അഗ്നിനാഥ,ऐग्नेथा
അഗൗട്ടി,अगूटी
അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്,ग्रेना-रहित हरितलवक
അഗ്രനനുകാരി,"अकणकीय, रवाहीन"
അഗ്രമായനുലോസിടെ,अकणिकाणु
കൃഷിപ്പണി,"कृषि, खेती"
അഗ്രോഫോറസ്ട്രി,कृषिवानिकी
അഗ്രോബക്രിയം മധ്യസ്ഥത,"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित"
അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്,ऐग्रोबैक्टीरियम टूमिफेसियन्स
കാർഷിക,कृषि-रसायन
കാർഷിക,कृषि रसायनिक
അഗ്രോക്ലിമീയ മേഖല,कृषि-जलवायु अंचल
അഗ്രോണമിക് സ്വഭാവം,सस्यीय विशेषक
അഗ്രോണമി,सस्यविज्ञान
എയ്ഡ്സ്,एड्स
എയർ ബ്ളാഡര്,वायु आशय
എയർകണ്ടീഷണർ,वातानुकूलक
എയർ പാസേജ്,वायु पथ
വായു മലിനീകരണം,वायु प्रदूषण
വ്ലാക്,वायु कोश
വായു ശൂന്യത,वायु धानी
എയർ ശ്വസനം,वायु-श्वसन
അനെയ്ൻ,एलेन
അലറി പേശി,पक्षाकार पेशी
അലാസ്കൻ ബ്ര rown ൺ ബിയർ,अलास्काई भूरा भालू
ആൽബിനോ,वर्णकहीन
ആൽബൂഗോ,ऐल्बूगो
ആൽബമിൻ,ऐल्बूमिन
ആൽബ്യൂമിനസ് വിത്ത്,ऐल्बूमिनी बीज
അൽബുമിനൂറിയ,"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया"
ആൽബനം,"रसकाष्ठ, एल्बर्नम"
അൽകെഡെ,ऐल्सीडी
Aldeheeede,ऐल्डिहाइड
ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം,ऐल्डोस्टेरोन तंत्र
ആൽഡോസ്റ്റെറോൺ,ऐल्डोस्टेरोन
അലോറോൺ ലെയർ,ऐल्यूरॉन परत
അലൂറോപ്ലാസ്റ്റ്,ऐल्यूरोप्लास्ट
പയറുവർഗ്ഗങ്ങൾ,ऐल्फाल्फा
ആൽഗൽ പൂവ്,शैवाल प्रस्फुटन
അൾഗിൻ,ऐल्जिन
അന്യഗ്രഹ ഡിഎൻഎ,विजातीय डी. एन. ए
അന്യഗ്രഹ ജീവികൾ,विदेशी जाति
വിന്യാപകമായ,संरेखण
വിന്യാപകമായ,अनुयोजन
അലിമെന്ററി കനാൽ,आहार नाल
അലിമെന്ററി സിസ്റ്റം,आहार-तंत्र
അലിയാസം,ऐलिस्मेसी
ആൽക്കലോയിഡ്,ऐल्केलॉइड
ആൽക്കലൈൻ,क्षारीय
ആൽക്കപ്റ്റോറിയ,ऐल्कैप्टनमेह
Allantois,अपरापोषिका
അല്ലെൽ ഫ്രീക്വൻസി,विकल्पी आवृत्ति
അല്ലലേ,"विकल्पी, युग्मविकल्पी"
അല്ലോമോർഫിക് ജോഡി,विकल्पी युग्म
അലർജി,"प्रत्यूर्जक, एलर्जन"
ചീങ്കണ്ണി,"नक्र, ऐलिगेटर"
അല്ലിയം സിപ,ऐलियम सीपा
അലോഗാമി,परनिषेचन
അല്ലുഫ്രാഫ്റ്റ്,अपरनिरोप
അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ,विस्थानिक जाति-उद्भवन
Allopolyplogid,अपरबहुगुणित
എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്,अपरस्थली प्रभाव
Allonteric enzyme,अपरस्थली एंजाइम
ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ,अपरस्थलीय संदमक
എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ,अपरस्थली मॉडुलन
ഓസ്റ്റോസ്റ്റർ സൈറ്റ്,अपरस्थलीय स्थान
ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്,अपरस्थली संदमन
അലോട്ട്ട്രലോയിഡ്,अपरचतुर्गुणित
അൽനസ്,ऐलनस
കറ്റാർ,ऐलो
ആക്സോണിനൊപ്പം,ऐक्सॉन की दिशा में
ആൽഫ-ആന്റിട്രിറ്റിപ്സ്,ऐल्फा-ऐंटीट्रीप्सिन
ആൽഫ-ലാക്റ്റൽബുമിൻ,"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन"
ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ,अल्पाइन जलवायवीय परिस्थिति
ആൽപൈൻ മെഡോ,अल्पाइन शाद्वल
ആൽപൈൻ സോൺ,अल्पाइन क्षेत्र
ആൽസ്റ്റോണിയ,ऐल्स्टोनिया
ആദരജോ,आल्टर्नेरिया
ഏകാന്തരക്രമത്തിൽ,एकांतर
തലമുറയുടെ മാറിമാറ്റം,पीढ़ी-एकांतरण
ഉറ്റമകരമായ രോഗം,तुंगता अस्वस्थता
ഉയരം,तुगंता
അൽവിയോളാർ നാളം,कूपिका वाहिनी
അലിറ്റ്സ്,एलाइटीज
അല്ഷിമേഴ്സ് രോഗം,ऐल्जाइमर रोग
അമാക്രീൻ സെൽ,अतंत्रिकाक्षी कोशिका
അമറാന്തം,अमारेंथेसी
അമരന്തസ്,अमारेंथस (चौलाई)
ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത,परिवेश परासरणी सांद्रण
ആംബിസ്റ്റോമ,ऐम्बिस्टोमा
അറുമണ്ടിന്,ऐमाइड
അമിനോ അമ്ലം,ऐमीनो अम्ल
അമിനോ ആസിഡ് സ്വീകാര്യത,ऐमीनो अम्ल-ग्राही
അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്,ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज
അമിപോസിലേഷൻ,ऐमीनोएसिलीयन
അമിറ്റോസിസ്,असूत्री विभाजन
ക്ഷാരവായു,अमोनिया
അമ്മോണിഫിക്കേഷൻ,अमोनीकरण
അമോമോട്ടലിസം,अमोनिया-उत्सर्जन
അമ്നിയോസെന്റസിസ്,उल्बवेधन
Amniocentess സാങ്കേതികത,उल्बवेधन तकनीक
Amniocyte,उल्बकोशिका
Amnion,उल्ब
അമ്നിയോട്ടിക് ദ്രാവകം,उल्ब तरल
അമ്നിയോട്ടിക് മെംബ്രൺ,उल्ब कला
അമ്നിയോട്ടിക് സഞ്ചി,उल्ब कोश
അമീബ,अमीबा
Amoebocyte,"अमीबाणु, अमीबीकोशिका"
Amoeboid,"अमीबाभ, अमीबीय"
Amoeboid lymphocyte,अमीबाभ लसीकाणु
അമോബോഡ് ചലനം,"अमीबीय गति, अमीबाभ गति"
അക്കോറോഫസ്,"रवाहीन, अक्रिस्टलीय"
സംഖ,"मात्रा, परिमाण"
ആംഫെറ്റാമൈൻ,ऐम्फेटैमीन
ആംഫിബിയ,ऐम्फिबिया
ആംഫിബിയൻ,ऐम्फिबियन (प्राणी)
ആംഫിബിയൻ,उभयचर
Amphioxus,एम्फिऑक्सस
ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്,ऐम्फिऑक्सस लेन्सयोलेटस
ഉംഫിപതിക്,उभयसंवेदी
ആംഫിപതിക് ലിപിഡ്,उभयसंवेदी वसा
ആംഫിസാർക്ക,ऐम्फिसार्का
ആമ്പസില്ലിൻ,ऐम्पिसिलिन
അമ്പള്ളു,"तुंबिका, ऐंपुला"
മുള്ളറി ഗ്രന്ഥി,तुंबिका ग्रंथि
ആമിഗ്ഡാൽ,ऐमिग्डल
ആമിഗ്ഡേൽ,वातामक
ആമിഗ്ഡാലിൻ,ऐमिग्डालिन
അമിലേസ്,एमिलेज
അമിലോപ്ലാസ്റ്റ്,मंडलवक
അനാബെന,ऐनाबीना
അനബാസ്,ऐनाबस
അനാബോളിക് പാത,उपचय पथक्रम
അനാബോളിസം,उपचय
അനകാർഡിയേസി,ऐनाकार्डिएसी
വിളമിയ,अरक्तता
അയ്റോബ്,"अवायुजीव, अनॉक्सी जीव"
അനാറോബിക് ഇന്ധനം,अवायवी ईंधन
അനാറോബിക് ശ്വസനം,"अवायु-श्वसन, अनॉक्सीय श्वसन"
അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ,अवायवी आपंक पाचित्र
Anaerobic,"अवायवी, अवायुजीवी"
അനൈമ,एनाइमा
മലദ്വാരം,"गुदीय, गुद"
മലദ്വാരം,पक्षांत
മലദ്വാരം,"गुदीय द्वारक, गुद छिद्र"
അനൽ സെറി,गुदलूम
അനൽ ലൂപ്പ്,पक्षांत पाश
അനൽ ശൈലി,गुदशूक
അനസ്),समवृत्ति
അനസ്),"सदृश, अनुरूप"
അനലോഗി,समवृत्तिता
അനലോഗി,"सादृश्य, अनुरूपता"
വിശകലനം,विश्लेषण
അനാഫേസ്,पश्चावस्था
Anatomic തടസ്സം,शारीरी रोध
ശരീരഘടന,शारीरीय पक्ष
അനാട്ടമിസ്റ്റ്,शारीरज्ञ
ശരീരശാസ്തം,शारीर
പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി,पूर्वज वंशज अनुक्रम
പൂർവ്വിക വംശജർ,पूर्वज वंशक्रम
പൂർവ്വാവസ്ഥ,पूर्वज अनुक्रम
ആൻസിലോസ്റ്റമ,ऐंकिलोस्टोमा
ആൻഡ്രോസിയം,पुमंग
ആൻഡ്രോജൻ,"ऐंड्रोजेन, पुंजन"
വിളമിയ,अरक्तता
അനെമോൺ,अनेमनी
Aneuplogode,असुगुणित
അനിയുപ്ലോയിഡി,असुगुणिता
ആഞ്ചിന,ऐंजाइना
ആൻജിയോഗ്രാം,वाहिकाचित्र
ആഗിരിഗ്രാഫ്,ऐंजिओग्राफ
ആജീദർ,"वाहिकाचित्रण, ऐंजिओग्राफी"
ആൻജിയോപ്ലാസ്റ്റി,"वाहिका-संधान, ऐंजिओप्लास्टी"
അൻജിയോസ്പെർം,आवृतबीजी
ആൻജിയോടെൻസിൻ,ऐंजिओटेन्सिन
ആൻജിയോടെൻസിനോജെൻ,ऐंजिओटेन्सिनोजन
ആംഗ്ലർ മത്സ്യം,वडिश मीन
മുതൽക്കുള,ऐंग्विना
ഉള്ക്കൊണ്ടിൻ,ऐन्गुइस
ജന്തു,प्राणी
ജന്തു,पशु
മൃഗം ചാണകം,पशु शमल
മൃഗസംരക്ഷണം,पशुपालन
അനിമൽ കരിയട്ടിപ്പിംഗ്,प्राणी गुणसूत्रप्ररूपण
ജന്തു ലോകം,प्राणिजगत्
മൃഗങ്ങളുടെ ടിഷ്യു,प्राणि-ऊतक
അദ്ധ്യാപകൻ,ऐनिमेलिया
അനിയോൺ,ऋणायन
അനിസോട്രോപിക് ബാൻഡ്,विषमदैशिक पट्ट
അനെലിലിംഗ്,अनीलन
Anenelid,ऐनेलिड (प्राणी)
അന്നലിഡ,ऐनेलिडा
വാർഷിക മോതിരം,वार्षिक वलय
റദ്ദാക്കിയത്,वलयाकार
ചെറുമാനം,"वलयांश, ऐन्यूल"
അപാകത തരം,असंगत प्ररूप
അനോഫെൽസ്,ऐनोफेलीज
ഉറുമ്പുതീനി,चींटीखोर
വിരുദ്ധ,विरोधी
അന്റാർട്ടിക്ക്,दक्षिण ध्रुवीय
ഏരിയെല്,शृंगिका
ആന്റിന കോംപ്ലക്സ്,ऐन्टेना संकुल
ആന്റിനൽ ഗ്രന്ഥി,शृंगिका ग्रंथि
ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ,अग्र (अधर) घूसर शृंग
ആന്റീരി ഹൈപ്പോഫിസിസ്,अग्र पीयूषिका
മുൻകാല ഇടവേള സൾക്കസ്,अग्र अंतरानिलयी परिखा
അഥേർ,परागकोश
ആന്തർ സംസ്കാരം,पराग संवर्धन
അങ്കാദിയം,पुंधानी
Antresood,पुमणु
ആന്തസംഘങ്ങൾ,ऐन्थोसिरोस
ആന്തസൂറോടോപ്സിഡ,ऐन्थोसिरोटॉप्सिडा
ആന്ത്രാക്സ്,ऐन्थ्रैक्स
ആന്ത്രോപെനിക് വംശനാശം,मानवजनित विलोपन
നരവംശശാസ്ത്രം,मानवविज्ञान
ആൻറി ബാക്ടീരിയൽ,प्रतिजीवाणुक
ആൻറിബയോട്ടിക് പെനിസിലിൻ,प्रतिजैविक पेनिसिलिन
ആൻറിബയോട്ടിക് പ്രതിരോധം,प्रतिजैविक प्रतिरोधी
ആൻറിബയോട്ടിക് (കൾ),प्रतिजैविक
ആന്റിബോഡി,"प्रतिरक्षी, प्रतिपिंड"
ആന്റിബോഡി ദമ്പതികൾ,"प्रतिरक्षी युग्म, प्रतिपिंड युग्म"
ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി,प्रतिरक्षी माध्यित प्रतिरक्षा
Anicoagululant,प्रतिस्कंदक
ആന്റികോഡൻ ലൂപ്പ്,प्रतिप्रकूट पाश (प्रतिकोडॉन पाश)
ആന്റീഡിപ്രസന്റ്,प्रति-अवसादक
ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH),प्रतिमूत्रल हॉर्मोन
ആന്റിജൻ ജീൻ,प्रतिजन जीन
ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്,प्रतिजन-प्रतिरक्षी सम्मिश्र
ആന്റിഗനിക് ഡിറ്റർമിനന്റ്,प्रतिजनी निर्धारक
ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ,प्रतिपोषक कारक
ആന്റിഓക്സിഡന്റ്,प्रतिऑक्सीकारक
ആന്റിപോഡൽ ന്യൂക്ലിയസ്,प्रतिव्यासांत केंद्रक
ആന്റി സെൻസ് ആർഎൻഎ,प्रति-अर्थक आर.एन.ए.
ആൻറിവിറൽ പ്രോട്ടീൻ,प्रतिविषाणुक प्रोटीन
ആധാട്,गह्वर
Anuclate,अकेंद्रकी
ഗുദം,गुदा
ഉത്കണ്ഠ രോഗം,दुश्चिंता विकार
അയോർട്ടിക് കമാനം,महाधमनी चाप
അയോർട്ടിക് ഗാംഗ്ലിയൻ,कर्ण गुच्छिका
അയോർട്ടിക് സെമിലുനാർ വാൽവ്,महाधमनी अर्धचंद्र कपाट
അയോർട്ടിക് വാൽവ്,महाधमनी कपाट
APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്),पश्चावस्था वर्धक संमिश्र
അപ്പോയിലൈക്ക് പൂർവ്വം,कपि-सम पूर्वज
ആഫിഡ്,ऐफिड
അഫ്രോഡൈറ്റ്,ऐफ्रोडाइट
അഗ്ര ആധിപത്യം,शीर्ष प्रभाविता
അപ്ലിക്കേഷൻ പാഡ്,शीर्ष तल्प
അവലി,मधुमक्खीपालन
Apis ഇൻഡിക്ക,ऐपिस इंडिका
എപ്ലാനോസ്പോര്,अचलबीजाणु
അപ്ളീസിയ,ऐप्लीसिया
അപ്പോക്കാർപേ,ऐपोकार्पी
അപ്പോക്കറസ്,वियुक्तांडपी
അപ്പോക്കർബസ് അണ്ഡാശയം,वियुक्तांडपी अंडाशय
അപ്പോക്രൈൻ ഗ്രന്ഥി,अपस्रावी ग्रंथि
അപെൻസൈം,एपोएंजाइम
ശാന്തമായ,असंगजनिक
അപ്പോമിക്സിസ്,असंगजनन
UpoPlasm,ऐपोप्लाज्म
Apopleastic വഴി,सुप्रवाही पथक्रम
അപ്പോപ്ടോസിസ്,एपोप्टोसिस
ഉപകരണങ്ങള്,उपकरण
കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം,उपांगी कंकाल
കീകത്തിന്റെ അനുബന്ധം,अंधनाल की परिशेषिका
ആപ്പിൾ ഒച്ചുകൾ,ऐपल घोंघा
അക്വാകൾച്ചർ,जलकृषि
അക്വാപ്പീര,ऐक्वापॉरिन
ജലവിഷയക്കാരൻ,जलीय ऐम्फिबियन
ജലരീതി,जलीय रूप
ജല ആവാസവ്യവസ്ഥ,जलीय पर्यावास
ജലജീവിങ്ങള്,जलीय जीव
ജലസ്വചന്തി,जलीय पादप
ജലവിശ്വാസം,जलीय श्वसन
ജല ദ്രാവകം,जलीय तरल
ജലീയ ഉന്മൂലനം,"नेत्रोद, ऐक्विअस ह्यूमर"
ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം,जलीय अंतःकोशिका तरल
ജലീയ സാമ്പിള്,जलीय नमूना
ജലീയ പരിഹാരം,जलीय विलयन
അക്വില,एक्विला
അറബിഡോപ്സിസ്,ऐरेबिडॉप्सिस
അരാക്നിഡ,एरेक्निडा
അരാക്നോയിഡ്,एरेक्नॉइड (लूताजालाभ)
അരാനിയസ്,अरेनियस
അർബസവാളികമായ,वृक्षवत्
അർബറോസന്റ് ലൈക്കോപോഡ്,वृक्षवत् लाइकोपॉड
ആർക്കീഫായ,आद्य जीवाणु
ആൾജിഗോണിയം,स्त्रीधानी
ദീപസമൂഹം,द्वीपसमूह
ആർട്ടിക്,"उत्तरध्रुवीय, आर्कटिक"
ആർട്ടിക് ടെർൺ,आर्कटिक टर्न
ആർട്ടിക് തുണ്ട്ര,"उत्तरध्रुवीय टुंड्रा, आर्कटिक टुंड्रा"
Ardea,आर्डिया
ഇറോളാർ ടിഷ്യു,एरियोली ऊतक
ആർഗ്മോൺ (പ്രിക്ലി പോപ്പി),"आर्जिमनी, पीली कंटीली"
ആർഗ്മോൺ മെക്സിക്കന,आर्जिमनी मेक्सिकाना
അർജിനൈൻ,आर्जिनीन
വരണ്ട പ്രദേശം,शुष्क प्रक्षेत्र
അരിസ്റ്റോളോസിയേസി,ऐरिस्टोलोकिएसी
ആയുധ ഭക്ഷണം,भुजाकृत अशन
സൈനികമുറി,सैनिक शलभ (चने की सूंडी)
യുരോഗി,ऐरॉयड
സൗരഭം,ऐरोमा
അറസ്റ്റർ,प्रग्राही
ആർടെമിസിയ,आर्टिमिजिया
ധമനികന്ത്രി,धमनी प्रकुंचनी
ആർട്ടീസിറോട്ടിക്,धमनीकाठिन्यकारी
ആർത്രോപോഡ്,संधिपाद
സന്ധിവാതം,संधिशोथ
ആരോപോഡ,"संधिपाद संघ, आथ्रोपोडा"
ആർട്ടിക്കിൾ തരുണാസ്ഥി,संधायक उपास्थि
കൂട്ടിച്ചേര്ക്കുക,संधिल
ആവിഷ്കരിച്ചു,संधित
കൃത്രിമ പേസ്മേക്കർ,कृत्रिम गतिचालक
കൃത്രിമ തിരഞ്ഞെടുപ്പ്,कृत्रिम वरण
ആർട്ടോകാർപസ് ഹെട്രോഫില്ലസ്,आर्टोकार्पस हेटेरोफिलस (कटहल)
ആസ്ബറ്റോസ് ഫൈബർ,ऐस्बेस्टॉस रेशा
