Malayalam,Gujarati
വിലാസ ഫയൽ,સરનામું ફાઇલ
വിലാസ ഫോർമാറ്റ്,સરનામું ફોર્મેટ
വിലാസ ജനറേറ്റർ,સરનામું જનરેટર
വിലാസ ലൈൻ,એડ્રેસ લાઇન
വിലാസ മാപ്പിംഗ്,સરનામું મેપિંગ
വിലാസ സൂചിക,સરનામું નિર્દેશક
വിലാസ രജിസ്റ്റർ,સરનામું રજીસ્ટર
വിലാസം റെസലൂഷൻ,સરનામું રિઝોલ્યુશન
വിലാസ വിവർത്തനം,સરનામા અનુવાદ
അഭിസംബോധന ചെയ്ത മെമ്മറി,સંબોધિત મેમરી
അഭിസംബോധന,સંબોધન
പര്യാപ്തത മാനദണ്ഡം,પર્યાપ્તતા માપદંડ
അനുബന്ധം,સંલગ્ન
ഭരണകൂടം,વહીવટ
കാര്യനിർവാഹകൻ,સંચાલક
അഡോബ് അക്രോബാറ്റ്,એડોબ એક્રોબેટ
അഡോബ് ഫോട്ടോഷോപ്പ്,એડોબ ફોટોશોપ
അഡ്വാൻസ് ബിസിനസ് ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് (ABAP),એડવાન્સ બિઝનેસ એપ્લિકેશન પ્રોગ્રામિંગ (ABAP)
വിപുലമായ ഡാറ്റ,અદ્યતન ડેટા
വിപുലമായ വിവര സംവിധാനം,અદ્યતન માહિતી સિસ્ટમ
നൂതന സാങ്കേതികവിദ്യ (AT),અદ્યતન ટેકનોલોજી (AT)
ഏജന്റ്,એજન્ટ
സമാഹരണം,એકત્રીકરણ
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
ആൽഡസ് പേജ് മേക്കർ,aldus પૃષ્ઠ નિર્માતા
മുന്നറിയിപ്പ് ബോക്സ്,ચેતવણી બોક્સ
ആൽഗോൾ,algol
അൽഗോരിതം,અલ્ગોરિધમ
അൽഗോരിതം വിശകലനം,અલ્ગોરિધમ વિશ્લેષણ
അൽഗോരിതം കാര്യക്ഷമത,અલ્ગોરિધમ કાર્યક્ષમતા
അപരനാമം,ઉપનામ
വിന്യാസം,ગોઠવણી
വിഹിതം,ફાળવણી
അക്ഷരമാലാക്രമം,આલ્ફાબેટીક
ആൽഫാന്യൂമെറിക്,આલ્ફાન્યૂમેરિક
ആൽഫാന്യൂമെറിക് കീ ബോർഡ്,આલ્ફાન્યૂમેરિક કી બોર્ડ
ആൽഫ-ടെസ്റ്റ്,આલ્ફા-પરીક્ષણ
ആൽഫ പതിപ്പ്,આલ્ફા-સંસ્કરણ
alt കീ,alt કી
അൾട്ടാവിസ്റ്റ,અલ્ટાવિસ્ટા
അവ്യക്തത,અસ્પષ્ટતા
അവ്യക്തമായ വ്യാകരണം,અસ્પષ્ટ વ્યાકરણ
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),અમેરિકન નેશનલ સ્ટાન્ડર્ડ ઇન્સ્ટિટ્યૂટ (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII),અમેરિકન સ્ટાન્ડર્ડ કોડ ફોર ઇન્ફોર્મેશન ઇન્ટરચેન્જ (ASCII)
അനലോഗ്,એનાલોગ
അനലോഗ് കമ്പ്യൂട്ടർ,એનાલોગ કમ્પ્યુટર
അനലോഗ് ഉപകരണം,એનાલોગ ઉપકરણ
അനലോഗ് മോഡം,એનાલોગ મોડેમ
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC),એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC)
ഒപ്പം,અને
കൂടാതെ സർക്യൂട്ട്,અને સર્કિટ
ഒപ്പം ഗേറ്റും,અને દરવાજો
കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ),અને ઓપરેશન નહીં (બાકાત)
ആനിമേഷൻ,એનિમેશન
വ്യാഖ്യാനം,ટીકા
അപാകത,વિસંગતતા
മുൻഗാമി,પૂર્વવર્તી
മുൻകൂർ പേജിംഗ്,આગોતરી પેજીંગ
വിരുദ്ധ സമമിതി,વિરોધી સપ્રમાણ
ആന്റിവൈറസ് പ്രോഗ്രാം,એન્ટિવાયરસ પ્રોગ્રામ
ആപ്ലെറ്റ്,એપ્લેટ
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,એપ્લિકેશન ડેવલપર
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,એપ્લિકેશન પ્રોગ્રામિંગ
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API),એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,એપ્લિકેશન સોફ્ટવેર
ബാധകമായ ഭാഷ,લાગુ પડતી ભાષા
ഏകദേശ സിദ്ധാന്തം,અંદાજ સિદ્ધાંત
വാസ്തുവിദ്യ,સ્થાપત્ય
ഏരിയ കൈമാറ്റം,વિસ્તાર ટ્રાન્સફર
വാദം,દલીલ
"ഗണിത, യുക്തി യൂണിറ്റ്",અંકિત અને તર્ક એકમ
ഗണിത പരിശോധന,અંકિત તપાસ
ഗണിത സ്ഥിരാങ്കം,અંકિત સ્થિરાંક
ഗണിത ഡാറ്റ,અંકિત માહિતી
ഗണിത നിർദ്ദേശം,અંકગણિત સૂચના
ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU),અંકગણિત અને તર્ક એકમ (ALU)
അർപാനെറ്റ്,અર્પાનેટ
അറേ,એરે
അറേ കാഷെ,એરે કેશ
അറേ കമ്പ്യൂട്ടർ,એરે કમ્પ્યુટર
അറേ ഘടകം,એરે તત્વ
അറേ പേര്,એરે નામ
അറേ പ്രോസസർ,એરે પ્રોસેસર
അമ്പടയാള കീകൾ,તીર કીઓ
ഉച്ചാരണം,ઉચ્ચારણ
ആർട്ടിക്കുലേഷൻ പോയിന്റ്,ઉચ્ચારણ બિંદુ
കൃത്രിമ കോംപാക്ഷൻ,કૃત્રિમ કોમ્પેક્શન
കൃത്രിമ നിയന്ത്രണം,કૃત્રિમ નિયંત્રણ
നിർമ്മിത ബുദ്ധി,કૃત્રિમ બુદ્ધિ
ആരോഹണം,ચડતા
ആരോഹണ തരം,ચડતા સૉર્ટ
ASCII ബെറ്റിക്കൽ ഓർഡർ,ASCII બેટીકલ ઓર્ડર
ASCII നിയന്ത്രണ പ്രതീകം,ASCII નિયંત્રણ પાત્ર
ASCII ഫയൽ,ASCII ફાઇલ
ASCII ഫോണ്ട്,ASCII ફોન્ટ
ASCII കൈമാറ്റം,ASCII ટ્રાન્સફર
വീക്ഷണാനുപാതം,પાસા ગુણોત્તર
എ.എസ്.പി.ഐ,ASPI
ASR ടൈമർ,ASR ટાઈમર
കൂട്ടിച്ചേർക്കുക,ભેગા
അസംബ്ലർ,એસેમ્બલર
അസംബ്ലി,એસેમ્બલી
അസംബ്ലി ഭാഷ,એસેમ્બલી ભાષા
അവകാശവാദം,નિવેદન
നിയമനം,સોંપણી
അസോസിയേഷൻ,સંગઠન
അനുബന്ധ വിലാസം,સહયોગી સરનામું
അനുബന്ധ മെമ്മറി,સહયોગી મેમરી
ആസ്റ്ററിക്,એસ્ટરીક
അസമമായ,અસમપ્રમાણ
അസമന്വിത,અસુમેળ
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM)
അസമന്വിത കൈമാറ്റം,અસુમેળ ટ્રાન્સફર
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),અસુમેળ ટ્રાન્સફર મોડ (ATM)
ആറ്റം,અણુ
അറ്റാച്ചുചെയ്ത പ്രമാണം,જોડાયેલ દસ્તાવેજ
അറ്റാച്ചുചെയ്ത ഫയൽ,જોડેલી ફાઈલ
ബന്ധം,જોડાણ
ആട്രിബ്യൂട്ട്,લક્ષણ
ഓഡിയോ,ઓડિયો
ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്,ઓડિટ પ્રોગ્રામિંગ
ഓഡിറ്റ് ട്രയൽ,વિષ્લેષણ
വർദ്ധിപ്പിക്കൽ,વૃદ્ધિ
പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ,પ્રમાણીકરણ પ્રોટોકોલ
എഴുത്ത് സംവിധാനം,ઓથરિંગ સિસ્ટમ
അംഗീകാരം,અધિકૃતતા
യാന്ത്രിക സംഗ്രഹം,સ્વતઃ અમૂર્ત
ഓട്ടോബൂട്ടിംഗ്,ઓટોબૂટિંગ
ഓട്ടോകാഡ്,ઓટોકેડ
ഓട്ടോലോഗ് ഓൺ,ઓટોલોગ ચાલુ
ഓട്ടോമാറ്റ,ઓટોમેટા
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ઓટોમેટા સિદ્ધાંત
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്,આપોઆપ કમ્પ્યુટિંગ
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,સ્વચાલિત ડેટા પ્રોસેસિંગ
യാന്ത്രിക പിശക് തിരുത്തൽ,આપોઆપ ભૂલ સુધારણા
യാന്ത്രിക പ്രവർത്തനം,સ્વચાલિત કાર્ય
ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്,આપોઆપ અનુક્રમણિકા
ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ,સ્વચાલિત પુસ્તકાલય કૉલ
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,આપોઆપ પ્રોગ્રામિંગ
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ
യാന്ത്രിക ദിനചര്യ,આપોઆપ નિયમિત
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം),ઓટોમેટિક ટેલર મશીન (ATM)
ഓട്ടോമേഷൻ,ઓટોમેશન
ഓട്ടോപ്ലേ,ઑટોપ્લે
സ്വയം സംരക്ഷിക്കുക,સ્વતઃ સાચવો
സഹായകമായ,સહાયક
സഹായ മെമ്മറി,સહાયક મેમરી
സഹായ സംഭരണം,સહાયક સંગ્રહ
ലഭ്യമായ പട്ടിക,ઉપલબ્ધ યાદી
ലഭ്യമായ സമയം,ઉપલબ્ધ સમય
ശരാശരി,સરેરાશ
awk (ഭാഷ),awk (ભાષા)
പിൻഭാഗം,બેકએન્ડ
ബാക്കെൻഡ് പ്രോസസർ,બેકએન્ડ પ્રોસેસર
ബാക്ക്ഫേസ് നീക്കം,બેકફેસ દૂર કરવું
പശ്ചാത്തല പ്രോസസ്സിംഗ്,પૃષ્ઠભૂમિ પ્રક્રિયા
ബാക്കിംഗ് സ്റ്റോർ,બેકિંગ સ્ટોર
ബാക്ക്പാച്ചിംഗ്,બેકપેચિંગ
ബാക്ക്സ്പേസ്,બેકસ્પેસ
ബാക്ക്ട്രാക്കിംഗ്,બેકટ્રેકિંગ
ബാക്ക്-അപ്പ്,બેકઅપ
ബാക്കപ്പ് മെമ്മറി,બેકઅપ મેમરી
പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ,પછાત ભૂલ પુનઃપ્રાપ્તિ
ബാലൻസ് ഷീറ്റ്,સરવૈયા
ബാൻഡ്,બેન્ડ
ബാൻഡ് വീതി,બેન્ડ પહોળાઈ
ബാങ്കറുടെ അൽഗോരിതം,બેંકરનું અલ્ગોરિધમ
ബാർ കോഡ്,બાર કોડ
ബാർ കോഡ് സ്കാനർ,બાર કોડ સ્કેનર
ബാർ ഗ്രാഫ്,બાર ગ્રાફ
അടിസ്ഥാന വിലാസം,આધાર સરનામું
അടിസ്ഥാന ബാൻഡ്,આધાર બેન્ડ
അടിസ്ഥാന നമ്പർ,આધાર નંબર
അടിസ്ഥാന പട്ടിക,આધાર ટેબલ
അടിസ്ഥാനം,પાયાની
അടിസ്ഥാന നിയന്ത്രണം,મૂળભૂત નિયંત્રણ
അടിസ്ഥാന ഇൻപുട്ട്,મૂળભૂત ઇનપુટ
അടിസ്ഥാന നിർദ്ദേശം,મૂળભૂત સૂચના
അടിസ്ഥാന ഔട്ട്പുട്ട്,મૂળભૂત આઉટપુટ
അടിസ്ഥാന ഘട്ടം,મૂળભૂત પગલું
ബാച്ച്,બેચ
ബാച്ച് ഫയൽ,બેચ ફાઇલ
ബാച്ച് സ്ഥാനം,બેચ સ્થિતિ
ബാച്ച് പ്രോസസ്സിംഗ്,બેચ પ્રક્રિયા
ബാച്ച് സിസ്റ്റം,બેચ સિસ્ટમ
ബൗഡ്,બાઉડ
ബാഡ് നിരക്ക്,બાઉડ દર
ബീം,બીમ
ബെഞ്ച്മാർക്ക്,બેન્ચમાર્ક
ദ്വിദിശ ആശയവിനിമയം,દ્વિદિશ સંચાર
ദ്വിദിശ ലിങ്ക്,દ્વિદિશ લિંક
ബൈനറി കോഡ്,દ્વિસંગી કોડ
ബൈനറി അക്കം,દ્વિસંગી અંક
ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS),બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS)
ബൈനറി നമ്പർ,દ્વિસંગી સંખ્યા
ബൈനറി ഓപ്പറേറ്റർ,બાઈનરી ઓપરેટર
ബൈനറി ബന്ധം,દ્વિસંગી સંબંધ
ബൈനറി തിരയൽ,દ્વિસંગી શોધ
ബൈനറി സെർച്ച് ട്രീ (BST),દ્વિસંગી શોધ વૃક્ષ (BST)
ബൈനറി കൈമാറ്റം,બાઈનરી ટ્રાન્સફર
ബൈനറി മരം,દ્વિસંગી વૃક્ષ
ബൈപോളാർ മെമ്മറി,બાયપોલર મેમરી
ജനന മരണ മാതൃക,જન્મ મૃત્યુ મોડેલ
ജനന മരണ പ്രക്രിയ,જન્મ મૃત્યુ પ્રક્રિયા
ബിറ്റ്,બીટ
ചെറിയ തെറ്റ്,થોડી ખામી
ബിറ്റ് മാപ്പ്,બીટ નકશો
ബിറ്റ് മാപ്പ് പിക്സൽ (BMP),બીટ મેપ પિક્સેલ (BMP)
ബിറ്റ് മാട്രിക്സ്,બીટ મેટ્રિક્સ
ബിറ്റ് പാറ്റേൺ,બીટ પેટર્ન
ബിറ്റ് സ്ഥാനം,બીટ સ્થિતિ
ബിറ്റ് നിരക്ക്,બીટ દર
ബ്ലാക്ക് ബോക്സ് പരിശോധന,બ્લેક બોક્સ પરીક્ષણ
മിന്നിമറയുന്നു,ઝબકવું
തടയുക,બ્લોક
കാഷെ തടയുക,બ્લોક કેશ
ബ്ലോക്ക് ചെക്ക്,બ્લોક ચેક
ബ്ലോക്ക് കോപ്പി,બ્લોક નકલ
ബ്ലോക്ക് ഡയഗ്രം,રેખાક્રુતિ
തടയൽ ശൃംഖല,બ્લોકીંગ નેટવર્ક
ബോർഡ്,પાટીયું
ബുക്ക് മാർക്ക്,પુસ્તક ચિહ્ન
ബൂലിയൻ ബീജഗണിതം,બુલિયન બીજગણિત
ബൂളിയൻ ബന്ധം,બુલિયન સંબંધ
ബൂട്ട് പാർട്ടീഷൻ,બુટ પાર્ટીશન
ബൂട്ട് സ്ട്രാപ്പിംഗ്,બુટ strapping
ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ,બુટ-સ્ટ્રેપ લોડર
പാലം,પુલ
ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്,બ્રોડબેન્ડ નેટવર્કિંગ
പ്രക്ഷേപണം,પ્રસારણ
പ്രക്ഷേപണം റേഡിയോ,પ્રસારણ રેડિયો
ബ്രൗസ് ചെയ്യുക,બ્રાઉઝ કરો
ബ്രൗസർ,બ્રાઉઝર
ബി-ട്രീ,બી-ટ્રી
ബബിൾ മെമ്മറി,બબલ મેમરી
ബബിൾ അടുക്കുക,બબલ સૉર્ટ
ബക്കറ്റ്,ડોલ
ബഡ്ഡി സിസ്റ്റം,મિત્ર સિસ્ટમ
ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം,બજેટ અસરકારક નિયંત્રણ
ബഫർ,બફર
ബഗ്,ભૂલ
ബസ്,બસ
ബൈറ്റ്,બાઈટ
ബൈറ്റ് കോഡ്,બાઈટ કોડ
സി,c
C++,C++
കാഷെ,કેશ
കാഷെ ബഫർ,કેશ બફર
കാഷെ മെമ്മറി,કેશ મેમરી
കണക്കുകൂട്ടല്,ગણતરી
കാൽക്കുലേറ്റർ,કેલ્ક્યુલેટર
കാൽക്കുലേറ്റർ ചിപ്പ്,કેલ્ક્યુલેટર ચિપ
വിളി,કૉલ
പേര് വിളിക്കുക,નામથી બોલાવો
റഫറൻസ് വഴി വിളിക്കുക,સંદર્ભ દ્વારા કૉલ કરો
മൂല്യമനുസരിച്ച് വിളിക്കുക,મૂલ્ય દ્વારા કૉલ કરો
വേരിയബിളുകൾ വഴി വിളിക്കുക,ચલ દ્વારા કૉલ કરો
കോൾ ഗേറ്റ്,કૉલ ગેટ
റദ്ദാക്കുക,રદ કરો
റദ്ദാക്കുക ബട്ടൺ,રદ કરો બટન
കാനോനിക്കൽ,પ્રમાણભૂત
കാനോനിക്കൽ രൂപം,પ્રમાણભૂત સ્વરૂપ
കഴിവ്,ક્ષમતા
കഴിവ് പട്ടിക,ક્ષમતા યાદી
ശേഷി,ક્ષમતા
ക്യാപ്സ് ലോക്ക് കീ,કેપ્સ લોક કી
കാർഡ്,કાર્ડ
കാർഡ് റീഡർ,કાર્ડ રીડર
കാർഡിനാലിറ്റി,મુખ્યત્વ
വാഹകൻ,વાહક
കാരിയർ ബാൻഡ്,વાહક બેન્ડ
കാരിയർ ലോഡ്,વાહક લોડ
കാരിയർ സിഗ്നൽ,વાહક સંકેત
കാരിയർ തരംഗം,વાહક તરંગ
കൊണ്ടുപോകുക,વહન
അക്കം കൊണ്ടുപോകുക,વહન અંક
പതാക വഹിക്കുക,ધ્વજ વહન કરો
കാട്രിഡ്ജ് ഡിസ്ക്,કારતૂસ ડિસ્ક
കാസ്കേഡ്,કાસ્કેડ
കേസ്,કેસ
കാഥോഡ് റേ ട്യൂബ് (CRT),કેથોડ રે ટ્યુબ (CRT)
കാഥോഡ് റേ ട്യൂബ് (CRT),કેથોડ રે ટ્યુબ (CRT)
സിഡി റോം ഡിസ്ക് ഡ്രൈവ്,CD ROM ડિસ્ક ડ્રાઇવ
സെൽ,કોષ
സെൽ ആനിമേഷൻ,સેલ એનિમેશન
സെല്ലുലാർ ഫോൺ,સેલ્યુલર ફોન
കേന്ദ്ര മെമ്മറി,કેન્દ્રીય મેમરી
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
കേന്ദ്രീകൃത സംവിധാനം,કેન્દ્રિય સિસ્ટમ
സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്,પ્રમાણિત ટેપ
ചങ്ങല,સાંકળ
ചെയിൻ ഡാറ്റ,સાંકળ ડેટા
ചെയിൻ ലിങ്ക്,સાંકળ કડી
ചങ്ങല,સાંકળ
ചാനൽ,ચેનલ
ചാനൽ തിരക്കുള്ള ടോൺ,ચેનલ વ્યસ્ત સ્વર
ചാനൽ ശേഷി,ચેનલ ક્ષમતા
ചാനൽ കൺട്രോളർ,ચેનલ નિયંત્રક
ചാനൽ പിശക്,ચેનલ ભૂલ
ചാനൽ പ്രോഗ്രാം,ચેનલ કાર્યક્રમ
ചാനൽ വിശ്വാസ്യത,ચેનલ વિશ્વસનીયતા
ചാനൽ സെറ്റ്,ચેનલ સેટ
സ്വഭാവം,પાત્ર
പ്രതീക കോഡ്,અક્ષર કોડ
പ്രതീക കീ,અક્ષર કી
സ്വഭാവ വായനക്കാരൻ,પાત્ર વાચક
പ്രതീക വലുപ്പം,અક્ષરનું કદ
ചാർട്ട്,ચાર્ટ
ചേസിസ്,ચેસિસ
ചെക്ക് ബിറ്റ്,બીટ તપાસો
അക്കം പരിശോധിക്കുക,અંક તપાસો
തുക ചെക്ക്,રકમ તપાસો
ചെക്ക് വാക്ക്,શબ્દ તપાસો
ചിപ്പ്,ચિપ
ചിപ്പ് സെറ്റ്,ચિપ સેટ
തിരഞ്ഞെടുക്കുക,પસંદ કરો
വർണ്ണപരമായി,રંગીન રીતે
സൈഫർ,સાઇફર
സർക്യൂട്ട്,સર્કિટ
വൃത്താകൃതിയിലുള്ള പട്ടിക,પરિપત્ર યાદી
സിറസ്,સિરસ
അവലംബം,અવતરણ
ക്ലാസ്,વર્ગ
ക്ലാസ് വേരിയബിൾ,વર્ગ ચલ
വർഗ്ഗീകരണം,વર્ગીકરણ
വ്യക്തമായ,ચોખ્ખુ
തെളിഞ്ഞ പ്രദേശം,સ્પષ્ટ વિસ્તાર
വ്യക്തമായ ചാനൽ,સ્પષ્ટ ચેનલ
ക്ലിക്ക് ചെയ്യുക,ક્લિક કરો
കക്ഷി,ગ્રાહક
ക്ലയന്റ് സെർവർ,ક્લાયંટ સર્વર
ക്ലയന്റ് അപൂർണ്ണം,ક્લાઈન્ટ સ્ટબ
ക്ലിപ്പ് ആർട്ട്,ક્લિપ આર્ટ
ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി,ક્લિપ આર્ટ લાઇબ્રેરી
ക്ലിപ്പ് ബോർഡ്,ક્લિપ બોર્ડ
ക്ലിപ്പർ,ક્લિપર
ക്ലിപ്പർ ചിപ്പ്,ક્લિપર ચિપ
കൂട്ടം,સમૂહ
ക്ലോക്ക്,ઘડિયાળ
ക്ലോക്ക് സൈക്കിൾ,ઘડિયાળ ચક્ર
ക്ലോക്ക് ആവൃത്തി,ઘડિયાળની આવર્તન
ക്ലോക്ക് ഹാർഡ്‌വെയർ,ઘડિયાળ હાર્ડવેર
ക്ലോക്ക് പൾസ്,ઘડિયાળની પલ્સ
ക്ലോക്ക് വേഗത,ઘડિયાળની ઝડપ
ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ,ઘડિયાળ સુમેળ
ക്ലോക്ക് ടിക്ക്,ઘડિયાળની ટીક
ക്ലോൺ,ક્લોન
അടുത്ത്,બંધ
ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി),ક્લોઝ સર્કિટ ટીવી (CCTV)
അടച്ചുപൂട്ടൽ,બંધ
ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്,ક્લાઉડ કમ્પ્યુટિંગ
ക്ലസ്റ്റർ,ક્લસ્ટર
പൂശിയ കാർഡ്,કોટેડ કાર્ડ
പൊതിഞ്ഞ പേപ്പർ,કોટેડ કાગળ
ഏകപക്ഷീയമായ,કોક્સિયલ
ഏകോപന കേബിൾ,કો - એક્ષેલ કેબલ
കോഡാസിൽ,કોડાસિલ
കോഡ്,કોડ
കോഡ് ജനറേറ്റര്,કોડ જનરેટર
കോഡ് പേജ്,કોડ પેજ
കോഡ് വാക്ക്,કોડ શબ્દ
കോഡർ,કોડર
കോഡിംഗ് പരിശോധന,કોડિંગ તપાસ
കോഡിംഗ് ഫോം,કોડિંગ ફોર્મ
കോഡിംഗ് ഷീറ്റ്,કોડિંગ શીટ
ഗുണകം,ગુણાંક
പരസ്പരബന്ധം,સુસંગતતા
തണുത്ത ബൂട്ട്,ઠંડા બૂટ
തണുത്ത തുടക്കം,ઠંડી શરૂઆત
സഹകരണം,સહયોગ
തകർച്ച,પતન
കൊളാറ്റ്,કોલેટ
കൊളേറ്റ് ടേപ്പ്,કોલેટ ટેપ
കൂട്ടിയിടി,અથડામણ
കോളൻ,કોલોન
നിറം (നിറം),રંગ (રંગ)
