Odiya,Gujarati
ପ୍ରବେଶ ଚାର୍ଜ,પ્રવેશ -ખર્ચ
ଶ୍ରେଣୀ ଶ୍ରେଣୀ,પ્રવેશ -વર્ગ
ଡାଟା ବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟକୁ ପ୍ରବେଶ କରନ୍ତୁ |,પ્રવેશ -આધાર વ્યવસ્થાપન
ପ୍ରବେଶ ପରିବେଶ ସେବା,પર્યાવરણ
ଫାଗ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,પ્રવેશ અંતર
ପ୍ରବେଶ ସୂଚକାଙ୍କ,પ્રવેશ -સૂચિ
ଆକ୍ସେସ୍ ଲାଇନ୍ |,પ્રવેશ -રેખા
ମେକାନିଜିମ୍ ଆକ୍ସେସ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,પ્રવેશ -પદ્ધતિ
ପ୍ରବେଶ ପଦ୍ଧତି,પ્રવેશ પદ્ધતિ
ଆକ୍ସେସ୍ ପଦ୍ଧତି ରୁଟିନ୍ |,પ્રવેશ -પદ્ધતિ
ପ୍ରବେଶ ମୋଡ୍,પ્રવેશ -પદ્ધતિ
ଅଧିକାର ପ୍ରବେଶ,પ્રવેશ -હક
ପ୍ରବେଶ ସ୍କାନ,પ્રવેશ -સ્કેન
ସମୟ ପ୍ରବେଶ କରନ୍ତୁ |,પ્રવેશ સમય
ହିସାବ,નામું
ହିସାବ ଆର୍ଥିକ ବ୍ୟବସ୍ଥା,હિસાબ -પદ્ધતિ પદ્ધતિ
ହିସାବ ଯନ୍ତ୍ର,હિસાબ -વ્યવસ્થા
ଖାତା ସଂଖ୍ୟା,ખાતા નંબર
ପୁନର୍ବାର ଜମା କରିବା |,સંચયી પ્રજનનકર્તા
ଆକ୍ୟୁମୁଲେଟର,એકઠા કરનાર
ଆକ୍ୟୁମୁଲେଟର ରେଜିଷ୍ଟର |,સંચિત રજિસ્ટર
ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |,સંચય -પાળી સૂચના
ସଠିକତା,ચોકસાઈ
ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |,ચોકસાઈ નિયંત્રણ
ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |,ચોકસાઈ નિયંત્રણ પદ્ધતિ
Ace ପାଇଲଟ୍ |,પાસાનો પાસાનો પો
ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ,પાત્ર સ્વીકારવું
ଆକାଶବାଣୀ କପତର୍ |,ધ્વનિકર્તા
ଆକାଶବାଣୀ କଣ୍ଟା |,ધ્વનિ -જોડાણ
ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |,ધ્વનિ વિલંબ રેખા
ଆକାଶବାଣୀ ସ୍ମୃତି,ધ્વનિમૂર્તિ
ଆକାଶବାଣୀ ମୋଡେମ୍ |,ધ્વનિ -મોડેમ
ଆକାଶବାଣୀ ସଙ୍କେତ |,ધ્વનિ સંકેત
ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |,ધ્વનિ સંગ્રહ
ଆକ୍ରୋନିମ୍ |,ટૂંકાક્ષર
କାର୍ଯ୍ୟ,ક્રિયા
କ୍ରିୟା ଚକ୍ର,કાર્ય -ચક્ર
କ୍ରିୟା ରେଖା,ક્રિયા -રેખ
କ୍ରିୟା ବାର୍ତ୍ତା,ક્રિયા
କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,કાર્ય -સ્પષ્ટીકરણ
ସକ୍ରିୟକରଣ,સક્રિય
ସକ୍ରିୟ,સક્રિય
ସକ୍ରିୟ ଫାଇଲ,સક્રિય ફાઈલ
ସକ୍ରିୟ ରେଖା,સક્રિય રેખા
ସକ୍ରିୟ ଲିଙ୍କ୍ |,સક્રિય કડી
ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |,સક્રિય માસ્ટર ફાઇલ
ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |,સક્રિય મુખ્ય વસ્તુ
ସକ୍ରିୟ ଉପଗ୍ରହ |,સક્રિય ઉપગ્રહ
ସକ୍ରିୟ ଷ୍ଟେସନ,સક્રિય કેન્દ્ર
ସକ୍ରିୟ ସଂରକ୍ଷଣ,સક્રિય સંગ્રહ
କାର୍ଯ୍ୟକଳାପ,પ્રવૃત્તિ
କାର୍ଯ୍ୟକଳାପ ସ୍ତର,પ્રવૃત્તિ સ્તરે
କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ,પ્રવૃત્તિ લોડિંગ
କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ,પ્રવૃત્તિ ગુણોત્તર
ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା),વાસ્તવિક સરનામું (= સંપૂર્ણ સરનામું)
ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍),વાસ્તવિક કોડ (= સંપૂર્ણ કોડ)
ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |,વાસ્તવિક ડેટા ટ્રાન્સફર રેટ
ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |,વાસ્તવિક દશાંશ બિંદુ
ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ),વાસ્તવિક સૂચના (= અસરકારક સૂચના)
ପ୍ରକୃତ ଚାବି |,ખરેખર ચા
ପ୍ରକୃତ ସମୟ,વાસ્તવિક સમય
ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ,વાસ્તવિક કામનો સમય
କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ,કાર્યકારી સંકેત
ଅନୁକେତ,અનુકૂલનક્ષમતા
ଆଡାପ୍ଟର,અનુકૂલન
ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |,અનુકૂલનશીલ ચેનલ ફાળવણી
ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,અનુકૂલનશીલ એકીકરણ
ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |,અનુકૂલનશીલ બરાબરી
ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |,ઉમેરાયેલ નોંધ
ଯୋଡି,પરિવર્તન
ଆଡର୍,પ્રહાર
ଆଡର୍ ସବଟ୍ରାକ୍ଟର |,ઉપદેશક
ଫାଇଲ୍ ଯୋଡନ୍ତୁ,ફાઇલ ઉમેરો
ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର),વધારાના પાત્ર (= વિશેષ પાત્ર)
ଯୋଗ ରେକର୍ଡ |,વધારાની રેકોર્ડર
ଯୋଗ ଉପକରଣ,વધારાનો કોઠો
ଯୋଗୀ ଗୁଣ,ઉમેરણ લક્ષણ
ମୋଡ୍ ଯୋଡନ୍ତୁ,મોડમાં ઉમેરો
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,કામગીરી ઉમેરો
ଠିକଣା,સંબોધન
ଠିକଣା ମାପ ମାପ |,સરનામા -માપદંડ
ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |,સરનામું આડી સ્થિતિ
ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |,સંબોધન - બિંદુ
ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |,પ્રતિયોગી સ્થિતિ
ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |,સરનામું રજિસ્ટર
ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ,પ્રત્યુત્તરપાત્ર સંગ્રહ
ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |,સરનાક verભી સ્થિતિ
ଠିକଣା ବସ୍,સરનાવ બસ
ଠିକଣା କୋଡ୍,સરનામું
ଠିକଣା ତୁଳସୀତି,સરખામણી કરનાર
ଠିକଣା ଗଣନା,સરનામું
ସ୍ଥିର ଠିକଣା,નિવારણ
ଠିକଣା କନଭର୍ସନ୍ |,ધર્મપરિવર્તન
ଠିକଣା ତଥ୍ୟ,માહિતી
ଠିକଣା ମେମୋରୀ |,સંબોધિત મેમરી
ଠିକଣା ପ୍ରଭାବଶାଳୀ |,સંબોધન અસરકારક
ଠିକଣା କ୍ଷେତ୍ର,સરનાવનું ક્ષેત્ર
ଠିକଣା ଫର୍ମାଟ୍,સરનાકનું બંધારણ
ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |,મફત કાર્યક્રમ
ଠିକଣା,સંબોધન
"ଠିକଣା
 ବର୍ଣ୍ଣ","સંબોધન
 પાત્ર"
ବାଧା ଠିକଣା,સંબોધન
ଲୁପ୍ ଠିକଣା,સંબોધન
ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା,વર્ચુઅલ મેમરીને સંબોધવા
ଠିକଣା ଅନ୍ତରାପଳୀ,સરનામું
ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |,સરનામાંહીન સૂચના બંધારણ
ଠିକଣା ରେଖା,સરનામા
ଠିକଣା ମ୍ୟାପିଙ୍ଗ,સરનામાંનું નકશો
ଠିକଣା ଚିହ୍ନ,સરનાવ
ଠିକଣା ପରିବର୍ତ୍ତନ,સરનામા -ફેરફાર
ଠିକଣା ଅଂଶ,સરનામા ભાગ
ଠିକଣା ସୂଚକ,સરનાક નિર્દેશક
ଠିକଣା ରେଜିଷ୍ଟର |,સરના નોંધણી
ଠିକଣା ସଙ୍କେତ,સરનામે સંકેત
ଠିକଣା ଆକାର,સરનાવનું કદ
ଠିକଣା ସ୍ଥାନ,સરનાવની જગ્યા
ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |,સરનામું સ્થાન ઓળખકર્તા
ଠିକଣା ଷ୍ଟପ୍,સરનાવ બંધ
ଠିକଣା ଚିହ୍ନ,સરનામા
ଠିକଣା ଟ୍ରାକ୍,સરનામા
ଠିକଣା ଅନୁବାଦ,અનુવાદ
ଠିକଣା ଅନୁବାଦକ,અનુવાદક
ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |,સબમટ્રેક્ટ સમય ઉમેરવો
ସମୟ ଯୋଡନ୍ତୁ |,સમય ઉમેરો
ସଂଲଗ୍ନ,સંલગ્નતા
ସଂଲଗ୍ନ structure ାଞ୍ଚା |,સંલગ્ન માળખું
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |,સંલગ્ન માતૃભાષા
ସଂଲଗ୍ନ ଡୋମେନ୍ |,સંલગ્ન ડોમેન
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,સંલગ્ન મેટ્રિક્સ
ସଂଲଗ୍ନ ନୋଡ୍ |,સંલગ્ન નોડ
ସଂଲଗ୍ନ ସୁବିରା |,સંલગ્ન સુબેરિયા
Adjone (ସିଷ୍ଟମ୍),સંવાદિતા (સિસ્ટમ)
ଆଡଜଷ୍ଟ କରନ୍ତୁ |,સમાયોજન કરવું
ନିୟନ୍ତ୍ରିତ ପରିମାଣ,ગોઠવણપાત્ર હદ
ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |,ટેક્સ્ટ મોડને સમાયોજિત કરો
ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,વહીવટી માહિતી પ્રક્રિયા
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,વહીવટી કામગીરી
ପ୍ରଶାସନିକ ଅପରେଟର |,વહીવટી operatorપરેટર
ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |,વહીવટી પ્રચાલક
ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |,વહીવટી સહાયક પદ્ધતિ
ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |,અદ્યતન સંદેશાવ્યવહાર સેવા
ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |,અદ્યતન માહિતી પદ્ધતિ
ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |,અદ્યતન ઓપ્ટિકલ પાત્ર રીડર
ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |,અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર
ବାୟୁ,હવાઈ
ସମୁଦାୟ,સમૂહ
ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |,કુલ અભિવ્યક્તિ
ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |,લક્ષ્યસ્થાન વર્તુળ
ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ),લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક)
ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ,લક્ષ્યસ્થાન પ્રતીક
ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,હવાઈ ​​કમ્પ્યુટર સિસ્ટમ
ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |,બીજગણિત ઇગન્યુલ્યુ સમસ્યા
"ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ","બીજગણિત
 એકીકરણ"
ବଗିଳିନିକ୍ ଭାଷା |,બીજગણિત ભાષા
ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |,બીજગણિત હેરાફેરી
Algebric ମନିପୁଲେସନ୍ ଭାଷା |,બીજગણિત હેરાફેરી ભાષા
ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |,બીજગણિત લક્ષી ભાષા
ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |,બીજગણિત પાળી
ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |,બીજગણિત ચિહ્ન સંમેલન
ଆଲଗୋଲ୍ |,શિરચ્છેદ
ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |,શીલ લક્ષણ
Algol ପ୍ରୋଗ୍ରାମିଂ |,અલ્ગોલ કાર્યક્રમ
ଆଲଗୋରିଦମ,અલ્ગોરિધમનો
ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |,અલ્ગોરિધમનો સહયોગી ભાષા
ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |,અલ્ગોરિધમનો વર્ગીકરણ
ଆଲଗୋରିଦମ ଜଟିଳତା |,અલ્ગોરિધમની જટિલતા
ଆଲଗୋରିଦମ ଗଣନା |,અલ્ગોરિધમની ગણતરી
ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |,અલ્ગોરિધમિક વિશ્લેષણ
ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |,અલ્ગોરિધમિક અભિગમ
ଆଲଗୋରିଥମିକ୍ ଭାଷା |,અલ્ગોરિધએમ ભાષા
ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |,અલ્ગોરિધમનો રૂટિન
ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |,અલ્ગોરિધમનો સિદ્ધાંત
ଛଦ୍ମନାମ,ઉર્ફે
ଛଦ୍ମନାମ,પરવાના
ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ),ઉપનામ નામ (= વૈકલ્પિક નામ)
ପରିଚାଳିତ,ગોઠવણી
ବଣ୍ଟନ କରନ୍ତୁ |,ફાળવવું
ଆବଣ୍ଟନ ସଂରଚନା |,ફાળવણીનું માળખું
ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |,હેતુસર કમ્પ્યુટર
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,વર્ણાનુક્રમ
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |,મૂળાક્ષરોનો પાત્ર સમૂહ
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |,મૂળાક્ષરો
ବର୍ଣ୍ଣମାଳା କୋଡ୍,વર્ણાનુક્રમ
ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |,વર્ણાનુક્રમ
ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |,વર્ણાનુક્રમ
ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ,વર્ણાનુક્રમ
ବର୍ଣ୍ଣମାଳା,મૂળાક્ષરો
ଆଲଫେମେଟ୍ରିକ୍ସ,અલ્ફેજ ome મેટ્રિક્સ
ଆଲଫାମ୍,મૂર્તિમંત
ଆଲଫାମାସିକ୍ |,મરણોત્તર
ବର୍ଣ୍ଣମାଳା,મૂર્તિમંત
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |,આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |,મૂળાક્ષર
ବର୍ଣ୍ଣମାଳା କୋଡ୍,મૂળાક્ષર
ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |,આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ
ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |,મૂળાક્ષરીનો ડેટા
ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |,આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ
ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |,મૂળાક્ષર સંપાદિત પાત્ર
ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର,વર્ણ -ક્ષેત્ર
ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ,વર્ણ -સૂચના
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |,મૂળાક્ષર કીબોર્ડ
ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |,મૂળાક્ષર
ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |,મૂળાક્ષર સંગ્રહ
ବିକୃତ ସ୍ମୃତି,બદલવા યોગ્ય
ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |,ફેરફાર -ફેરૂપ
ପରିବର୍ତ୍ତନ,પરિવર્તનશીલ
ପରିବର୍ତ୍ତନ ମୋଡ୍,ફેરફાર
ଅନ୍ୟ ପୁନରୁଦ୍ଧାର,વૈકલ્પિક પુન recovery પ્રાપ્તિ
ବିକଳ୍ପ ମାର୍ଗ,વૈકલ્પિક માર્ગ
ଅନ୍ୟ ଧାତାଳ,વૈકલ્પિક માર્ગ
ବିକଳ୍ପ ଟ୍ରାକ୍,વૈકલ્પિક પાટા
ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍),ફેરબદલ (= અથવા કામગીરી)
ବିକଳ୍ପ ଗୁଣ,વૈકલ્પિક લક્ષણ
ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍),વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી)
ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |,અસ્પષ્ટ ભૂલ
ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |,અસ્પષ્ટ સંદર્ભ
ଆନାଗଲଗ୍ |,પ્રાચય
ଆନାଗଲ୍ ଆଡର୍ |,એનાશ -ઉપાડનાર
ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |,મનોલોત્ર
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,એનાલોગ કમ્પ્યુટર
ଆନାଗଲ୍ କନଭର୍ଟର |,એનાશ -રૂપાંતર કરનાર
ଆନାଗଲ୍ ଡାଟା |,મનોજ્ analા આંકડા
ଆନାଗଲ୍ ଡିଭାଇଡର୍ |,એનાશ -વિભાજક
ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |,એનાલોગ સુવિધા ટર્મિન
"ଆନାଗଲ୍ ଫଙ୍କସନ୍ |
 ଜେନେରେଟର","મનોલોગ કાર્ય
 જનરેટર"
ଆନାଗଲ୍ ଏକୀକରଣ |,મનોરોગ એકીકરણ
ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |,એનાલ -ગુણાકાર
ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |,એનાશિક કાર્યક્રમ
ଆନାଗଲ୍ ସ୍କେଲିଂ |,એનાલ -સ્તનપાન
ଆନାଗଲ୍ ସିଗନାଲ୍ |,એનાલોગ સંકેત
ଆନାଗଲ୍ ସିମୁଲେସନ୍,એનાશ સિમ્યુલેશન
ଆନାଗଲ୍ ସୁଇଚ୍ |,એનાશ -સ્વીચ
ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |,પ્રાકૃતિક પદ્ધતિ
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 Convercer","ડિજિટલથી એનાલોગ
 એકત્રીકરણ કરનાર"
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 ଏନକୋଡର୍ |","ડિજિટલથી એનાલોગ
 એન્કોડર"
ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |,મનોલોગ પ્રસારણ
ଆନାଗଲ୍ ପ୍ରକାର |,એનોગ પ્રકાર
ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର,વિશ્લેષણ -વિધિ
ବିଶ୍ଳେଷଣ ମୋଡ୍ |,વિશ્લેષણ પદ્ધતિ
ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |,વિશ્લેષણાત્મક
ପ ancest ତୃକ କାର୍ଯ୍ୟ |,પૂર્વજો
ଆନୁଷଙ୍ଗିକ ଉପକରଣ |,આનુષંગિક સાધનસામગ્રી
ଏବଂ,અને
ଏବଂ ସର୍କିଟ |,અને સર્કિટ
ଏବଂ ଉପାଦାନ |,અને
ଏବଂ ଫାଟକ,અને દરવાજો
ଏବଂ ମାସ୍କିଂ |,અને માસ્કિંગ
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |,અને ઓપરેશન નથી (= બાકાત
ଏବଂ ଅପରେସନ୍ |,કામગીરી
ଆନେକ୍ସ ମେମୋରୀ |,જોડાણ મેમરી
ଟିପ୍ପଣୀ,નોંધણી
ଆନୁଷରାତ,જાહેરાત કરનાર
ଉତ୍ତର ଦିଅ,પાછો જવાબ આપો
ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |,જવાબ
ସମୟର ଉତ୍ତର ଦେବା,જવાબદાર સમય
ଉତ୍ତର ପ୍ରଦୀପ,જવાબ દીવો
ଉତ୍ତର ତାଲିକା,જવાબ સૂચિ
କେବଳ ଉତ୍ତର ଦିଅ,માત્ર
ପ୍ରତୀକ୍ଷା ମୋଡ୍ |,અપેક્ષા -મોડ
ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |,આગોતરક બફર
ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ,આગોતરક કેરી
ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |,આગોતરી પેજિંગ
ଆଣ୍ଟିକୋସିସିସିସିସିସିସିଡିସନ୍ ଅପରେସନ୍ |,અસત્ય કામગીરી
ଆଣ୍ଟିକିନସିଡିସିଡିସେଡିସିଡି ଉପାଦାନ |,કૃત્રિમ તત્વ
Ampegoiedent ଆଣ୍ଟେନା |,અતિશય એન્ટેના
ଆପେଚର କାର୍ଡ |,છિદ્ર
ଆପେଚର କୋଡ୍ |,છિદ્ર
ଆପେଚର ସମୟ |,છિદ્રનો સમય
ଅନୁକ୍ରମଣିକା,સંલગ્ન
ଅନୁକ୍ରମଣିକା କାର୍ଯ୍ୟ |,સંલગ્ન કાર્ય
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,અરજી વિકાસકર્તા
ପ୍ରୟୋଗ ସ୍ତର,અરજી -સ્તર
ପ୍ରୟୋଗୀ ଆଧାରିତ ଭାଷା |,અરજીલક્ષી ભાષા
ପ୍ରୟୋଗ ପ୍ୟାକେଜ୍,અરજી
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମ,અરજી કાર્યક્રમ
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ |,અરજી કાર્યક્રમ
