Hindi,Marathi
"1. उन्नत आंकड़ा ,2. उन्नत डाटा",प्रगत डेटा
उन्नत सूचना तंत्र,प्रगत माहिती प्रणाली
उन्नत प्रौद्योगिकी (ए टी),प्रगत तंत्रज्ञान (AT)
कर्मक,एजंट
समुच्चयन,एकत्रीकरण
विमानवाहित कंप्यूटर तंत्र,एअरबोर्न संगणक प्रणाली
एल्डस पेज-मेक,aldus पृष्ठ निर्माता
सचेत पेटी,इशारा बॉक्स
ऐल्गॉल (कंप्यूटर भाषा),अल्गोल
"1.  एल्गोरिथ्म ,2. कलन विधि",अल्गोरिदम
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण",अल्गोरिदम विश्लेषण
एल्गोरिथ्म दक्षता,अल्गोरिदम कार्यक्षमता
"1. एलिआस ,2. उपनाम ,3. उर्फ",उर्फ
संरेखण,संरेखन
"1. आवंटन ,2. नियतन",वाटप
"1.अक्षरात्मक ,2. वर्णानुक्रम",वर्णमाला
अक्षरांकीय,अल्फान्यूमेरिक
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड",अल्फान्यूमेरिक की बोर्ड
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),अल्फा-चाचणी
"1. अल्फा वर्जन ,2. अल्फा रूप",अल्फा आवृत्ती
आल्ट कुंजी,alt की
आल्टाविस्टा,altavista
अनेकार्थकता,अस्पष्टता
संदिग्ध व्याकरण,अस्पष्ट व्याकरण
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),अमेरिकन राष्ट्रीय मानक संस्था (ANSI)
अमेरिकी मानक कट (आस्की),अमेरिकन स्टँडर्ड कोड फॉर इन्फॉर्मेशन इंटरचेंज (ASCII)
"1. अनुरुप ,2. एनालॉग",अॅनालॉग
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर",अॅनालॉग संगणक
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस",अॅनालॉग डिव्हाइस
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम",अॅनालॉग मॉडेम
अनुरुप से अंकीय रुपांतरक,अॅनालॉग ते डिजिटल कनव्हर्टर (ADC)
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),आणि
एंड परिपथ,आणि सर्किट
एंड गेट और द्वार,आणि गेट
एंड नॉट संक्रिया (अपवर्जन),आणि ऑपरेशन नाही (अपवर्जन)
"1. एनीमेशन, 2.  सजीवन",अॅनिमेशन
टिप्पण,भाष्य
असंगता,विसंगती
पूर्ववर्ती,पूर्ववर्ती
प्रत्याशामूलक पृष्ठन,आगाऊ पेजिंग
प्रति-सममित,विरोधी सममित
विषाणुरोधी क्रमादेश,अँटीव्हायरस प्रोग्राम
"1. एपलेट ,2. अनुप्रयोगिका",ऍपलेट
अनुप्रयोग विकासक,अनुप्रयोग विकासक
अनुप्रयोग प्रोग्रामन,अनुप्रयोग प्रोग्रामिंग
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)",ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)
अनुप्रयोग सॉफ्टवेयर,अनुप्रयोग सॉफ्टवेअर
अनुप्रयोगी भाषा,उपयोजक भाषा
सन्निकटण सिद्धांत,अंदाजे सिद्धांत
संरचना,आर्किटेक्चर
क्षेत्र अंतरण,क्षेत्र हस्तांतरण
"1. प्राचर,स्वतंत्रचर, 2. कोणांक",युक्तिवाद
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई",अंकगणित आणि तर्कशास्त्र एकक
अंकगणितीय जांच,अंकगणित तपासणी
अंकगणितीय अचर,अंकगणित स्थिरांक
अंकगणितीय आंकडा,अंकगणित डेटा
अंकगणितीय अनुदेश,अंकगणित सूचना
गणितीय एवं तार्किक इकाई (ए. एल. यू.),अंकगणित आणि तर्कशास्त्र एकक (ALU)
ए आर पी ए नेट (आरपानेट),अर्पानेट
सरणी,रचना
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति",अॅरे कॅशे
सरणी कंप्यूटर,अॅरे संगणक
सरणी अवयव,अॅरे घटक
सरणी नाम,अॅरे नाव
सरणी प्रकर्मक,अॅरे प्रोसेसर
एरो कुंजी,बाण दर्शक बटणे
संधि,उच्चार
संधि बिन्दु,उच्चार बिंदू
कृत्रिम संहनन,कृत्रिम कॉम्पॅक्शन
कृत्रिम नियंत्रण,कृत्रिम नियंत्रण
कृत्रिम बोध,कृत्रिम बुद्धिमत्ता
आरोहक,चढणारा
आरोही छंटाई,चढत्या क्रमवारी
आस्की वर्णक्रम,ASCII बेटिकल ऑर्डर
आस्की नियंत्रण संप्रतीक,ASCII नियंत्रण वर्ण
आस्की संचिका,ASCII फाइल
आस्की फॉन्ट,ASCII फॉन्ट
आस्की अंतरण,ASCII हस्तांतरण
अभिमुखता अनुपात,प्रसर गुणोत्तर
"1. ऐस्पी ,2. ए एस पी आई",एएसपीआय
ए एस आर कालद,ASR टाइमर
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना",एकत्र करणे
"1. कोडांतरक ,2. स्मरांतरक",असेंबलर
"1. कोडांतरण ,2. स्मरांतरण",विधानसभा
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा",विधानसभा भाषा
निश्चयन,प्रतिपादन
"1. निर्दिष्ट कार्य ,2. नियतन",असाइनमेंट
साहचर्य,संघटना
साहचर्य पता,सहयोगी पत्ता
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी",सहयोगी स्मृती
तारक (*का चिन्ह),asteric
असम्मित,असममित
"1. अतुल्यकालिक ,2. अतुल्यकाली",असिंक्रोनस
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
अतुल्यकालिक अंतरण,असिंक्रोनस हस्तांतरण
अतुल्यकालिक अंतरण विधा (ए टी एम),एसिंक्रोनस ट्रान्सफर मोड (एटीएम)
"1. एटम ,2. परमाण",अणू
संलग्न प्रलेख,संलग्न दस्तऐवज
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल",संलग्न फाइल
"1. संलग्नक ,2. संबंद्ध",संलग्नक
"1. गुण ,2. विशेषता",विशेषता
श्रव्य,ऑडिओ
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन",ऑडिट प्रोग्रामिंग
लेखा सत्यापन,तपासणीचे सूत्र
संवर्धन,वाढ
प्रमाणन प्रोटोकॉल,प्रमाणीकरण प्रोटोकॉल
संलेखन पद्धति,ऑथरिंग सिस्टम
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण",अधिकृतता
स्वत: सार,स्वयं गोषवारा
"1. स्वतः बूटिंग ,2. स्व बूटन",ऑटोबूटिंग
ऑटोकैड (एक कंप्यूटर भाषा),ऑटोकॅड
स्वत: लॉग-ऑन,ऑटोलॉग चालू
ऑटोमेटा,स्वयंचलित
आटोमेटा सिद्धांत,ऑटोमेटा सिद्धांत
स्वत: अभिकलन,स्वयंचलित संगणन
स्वत: आंकड़ा प्रक्रमण,स्वयंचलित डेटा प्रक्रिया
स्वत: त्रुटि संशोधन,स्वयंचलित त्रुटी सुधारणा
स्वत: फलन,स्वयंचलित कार्य
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण",स्वयंचलित अनुक्रमणिका
स्वत: संग्रह आह्वान,स्वयंचलित लायब्ररी कॉल
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन",स्वयंचलित प्रोग्रामिंग
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम",स्वयंचलित पुनर्प्राप्ती कार्यक्रम
स्वत: नेमका,स्वयंचलित दिनचर्या
स्वत: सिस्टम पुन: प्राप्ति,स्वयंचलित प्रणाली पुनर्प्राप्ती
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)",स्वयंचलित टेलर मशीन (एटीएम)
स्वचालन,ऑटोमेशन
"1. आटोप्ले ,2. स्वत: चलन",ऑटो प्ले
स्वरक्षण,स्वयं जतन करा
सहायक,सहाय्यक
सहायक स्मृति,सहाय्यक मेमरी
सहायक भंडारण,सहायक स्टोरेज
उपलब्ध लिस्ट,उपलब्ध यादी
उपलब्ध समय,उपलब्ध वेळ
औसत,सरासरी
ए डब्ल्यू के (एक कंप्यूटर समादेश),awk (भाषा)
पश्चांत,बॅकएंड
पश्चांत प्रक्रमक,बॅकएंड प्रोसेसर
पश्च फलन विलोपन,बॅकफेस काढणे
पृष्ठभूमि प्रक्रमण,पार्श्वभूमी प्रक्रिया
सहायक भंडार,बॅकिंग स्टोअर
पश्च पैचीकरण,बॅकपॅचिंग
"1. पश्चीयन ,2. बैकस्पेस",बॅकस्पेस
पश्चपथन,बॅकट्रॅकिंग
"1. बैक-अप ,2. पूर्तिकर",बॅकअप
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी",बॅकअप मेमरी
पश्च त्रुटि सुधार,मागास त्रुटी पुनर्प्राप्ती
(आय-व्यय) तुलन पत्र,ताळेबंद
पट्टी,बँड
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता",बँड रुंदी
बैंकर एल्गोरिथ्म,बँकरचा अल्गोरिदम
"1.बार कूट ,2. बार कोड",बार कोड
बार कोड स्कैनर,बार कोड स्कॅनर
बार ग्राफ,बार आलेख
आधार पता,मूळ पत्ता
आधार बैंड,बेस बँड
आधार संख्या,आधार क्रमांक
आधार सारणी,बेस टेबल
बेसिक (एक कंप्यूटर भाषा),बेसिक
"1. मूल नियंत्रण ,2. आधार नियंत्रण",मूलभूत नियंत्रण
"1. मूल निवेश ,2. आधारी निवेश",मूलभूत इनपुट
आधारभूत अनुदेश,मूलभूत सूचना
आधारी निर्गम,मूलभूत आउटपुट
मूल चरण,मूलभूत पायरी
"1. बैच ,2. समूह ,3. प्रचय",तुकडी
"1. बैच फाइल ,2. बैच संचिका",बॅच फाइल
बैच स्थिति,बॅच स्थिती
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण",बॅच प्रक्रिया
"1. बैच तंत्र ,2. प्रचय तंत्र",बॅच सिस्टम
बॉड,बॉड
बॉड दर,बॉड दर
किरण पुंज,तुळई
"1. निर्देशमानक ,2. बैचमार्क",बेंचमार्क
द्विदिश संचार,द्विदिश संप्रेषण
विदिश कड़ी,द्विदिश दुवा
द्विआधारी कूट,बायनरी कोड
द्विआधारी अंक,बायनरी अंक
द्विआधारी निवेश निर्गम तंत्र (बायोस),बायनरी इनपुट आउटपुट सिस्टम (BIOS)
द्विआधारी संख्या,बायनरी संख्या
द्विआधारी संकारक,बायनरी ऑपरेटर
द्विआधारी संबंध,बायनरी संबंध
द्विआधारी खोज,बायनरी शोध
द्विआधारी अन्वेषण तरु (बी एस टी),बायनरी सर्च ट्री (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण",बायनरी हस्तांतरण
द्विआधारी तरु,बायनरी झाड
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी",द्विध्रुवीय मेमरी
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श",जन्म मृत्यू मॉडेल
जन्म मरण प्रक्रम,जन्म मृत्यू प्रक्रिया
"1. द्वयंक ,2. बिट",बिट
बिट दोष,थोडा दोष
बिट प्रतिचित्र,बिट नकाशा
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)",बिट मॅप पिक्सेल (BMP)
"1. बिट आव्यूह ,2. बिट सारणी",बिट मॅट्रिक्स
बिट प्रतिरूप,बिट नमुना
बिट स्थिति,बिट स्थिती
"1. बिट रेट ,2. बिट दर",बिट दर
अंध पेटी परीक्षण,ब्लॅक बॉक्स चाचणी
टिमटिमाना,लुकलुकणे
ब्लॉक,ब्लॉक
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति",ब्लॉक कॅशे
खंडक जांच,ब्लॉक चेक
खंड प्रतिलिपि,ब्लॉक कॉपी
खंडक आरेख,ब्लॉक आकृती
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम",ब्लॉकिंग नेटवर्क
बोर्ड,बोर्ड
पृष्ठ स्मृति,पुस्तक चिन्ह
बूलीय बीजगणित,बुलियन बीजगणित
बूलीय संबंध,बुलियन संबंध
बूट विभाजन,बूट विभाजन
बूट स्ट्रैपिंग,बूट strapping
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,बूट-स्ट्रॅप लोडर
"1.ब्रिज, 2. सेतु",पूल
ब्राडबैंड नेटवर्क,ब्रॉडबँड नेटवर्किंग
प्रसारण,प्रसारण
प्रसारण रेडियो,रेडिओ प्रसारित करा
(नेट) विचरण,ब्राउझ करा
(नेट) विचरक,ब्राउझर
बी-तरु,बी-वृक्ष
"1.बुदबुद स्मृति, 2.बबल मेमोरी",बबल मेमरी
बुदबुद छंटाी,बबल क्रमवारी
"1.बाल्टी, 2.बकेट",बादली
"1.बंधुता तंत्र, 2.बडी तंत्र",मित्र प्रणाली
बजट प्रभावी नियंत्रण,बजेट प्रभावी नियंत्रण
बफर,बफर
दोष,किडा
बस,बस
"1.अष्ट वयंक,2. बािट (आठ बिट)",बाइट
बािट कोड,बाइट कोड
सी (कंप्यूटर भाषा),c
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)",C++
"1.कैश,2. द्रुतिका,3.द्रुत",कॅशे
"1.कैश बफर, 2.द्रुतस्मृति बफर",कॅशे बफर
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति",कॅशे मेमरी
परिकलन,गणना
"1.कैलकुलेटर, 2.परिकलक",कॅल्क्युलेटर
"1.कैलकुलेटर चिप,2. परिकलक चिप",कॅल्क्युलेटर चिप
आह्वान,कॉल
नाम आह्वान,नावाने कॉल करा
संदर्भ आह्वान,संदर्भानुसार कॉल करा
मान आह्वान,मूल्यानुसार कॉल करा
चर आह्वान,व्हेरिएबल्सद्वारे कॉल करा
आहवान गेट,कॉल गेट
"1.निरस्त करना, 2.रद्द करना",रद्द करा
निरसन बटन,रद्द करा बटण
"1.विहित,2. कैनॉनिकल",प्रामाणिक
विहित रूप,प्रामाणिक स्वरूप
क्षमता,क्षमता
क्षमता सूची,क्षमता यादी
"1.क्षमता,2. धारिता",क्षमता
कैप्स लॉक कुंजी,कॅप्स लॉक की
"1.कार्ड,2. पत्रक",कार्ड
कार्ड पाठक,कार्ड रीडर
प्रमुखता,मुख्यत्वे
वाहक,वाहक
वाहक बैंड,वाहक बँड
वाहक भार,वाहक लोड
वाहक संकेत,वाहक सिग्नल
वाहक तरंग,वाहक लहर
हासिल,वाहून नेणे
हासिल अंक,कॅरी अंक
हासिल ध्वज,ध्वज घेऊन जा
"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका",काडतूस डिस्क
"1.कास्केड, 2.सोपानी",कॅस्केड
केस,केस
कैथोड-रे-टयूब (सी आर टी),कॅथोड रे ट्यूब (सीआरटी)
कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब,कॅथोड रे ट्यूब (सीआरटी)
सी डी रॉम डिस्क ड्रािव,CD ROM डिस्क ड्राइव्ह
सेल,सेल
सेल एनीमेशन,सेल अॅनिमेशन
सेल्युलर फोन,भ्रमणध्वनी
"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी",केंद्रीय स्मृती
केद्रीय प्रक्रमण एकक (सी पी यू),सेंट्रल प्रोसेसिंग युनिट (CPU)
केंद्रीकृत तंत्र,केंद्रीकृत प्रणाली
प्रमाणीकृत टेप,प्रमाणित टेप
श्रृंखला,साखळी
"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री",साखळी डेटा
श्रृंखला कड़ी,साखळी दुवा
श्रृंखलन,चेनिंग
"1.प्रणाल, 2.चैनल",चॅनल
"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन",चॅनेल व्यस्त टोन
"1.प्रणाल क्षमता, 2.चैनल क्षमता",चॅनेल क्षमता
"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक",चॅनेल नियंत्रक
"1.प्रणाल त्रुटि, 2.चैनल त्रुटि",चॅनेल त्रुटी
"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम",चॅनेल कार्यक्रम
"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता",चॅनेल विश्वसनीयता
"1.प्रणाल समुच्चय, 2.चैनल समुच्चय",चॅनेल सेट
संप्रतीक,वर्ण
"1.संप्रतीक कूट,2. संप्रतीक कोड",वर्ण कोड
संप्रतीक कुंजी,वर्ण की
संप्रतीक पाठक,वर्ण वाचक
"1.संप्रतीक सािज, 2.संप्रतीक आमाप",वर्ण आकार
संचित्र,तक्ता
"1.न्याधार, 2.चैसिस",चेसिस
जाँच बिट,बिट तपासा
जाँच अंक,चेक अंक
जाँच योग,बेरीज तपासा
जाँच शब्द,शब्द तपासा
चिप,चिप
चिप सेट,चिप संच
"1.चुनना, 2.चयन",निवडा
वर्णिक रूप से,रंगीत
"1.सािफर,2. शून्य,3. सीफर",सिफर
परिपथ,सर्किट
वर्तुल सूची,परिपत्रक यादी
सायरस,सायरस
उल्लेख,उद्धरण
"1.श्रेणी, 2.वर्ग",वर्ग
वर्ग चर,वर्ग व्हेरिएबल
वर्गीकरण,वर्गीकरण
अपमार्जन,स्पष्ट
अपमार्जित क्षेत्र,स्पष्ट क्षेत्र
"1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल",साफ चॅनेल
दबाना,क्लिक करा
"1.ग्राहक,2. क्लाइट",ग्राहक
"1.ग्राहक परिसेवक, 2.ग्राहक सर्वर",क्लायंट सर्व्हर
ग्राहक स्टब,क्लायंट स्टब
कर्तन कला,क्लिप आर्ट
कर्तन कला पुस्तकालय,क्लिप आर्ट लायब्ररी
क्लिप बोर्ड,क्लिप बोर्ड
क्लिपर,क्लिपर
क्लिपर चिप,क्लिपर चिप
गुट,गट
"1.घड़ी,2. कालद",घड्याळ
कालद चक्र,घड्याळ चक्र
कालद आवृत्ति,घड्याळ वारंवारता
कालद हार्डवेयर,घड्याळ हार्डवेअर
कालद स्पंद,घड्याळाची नाडी
कालद गति,घड्याळाचा वेग
कालद तुल्यकालन,घड्याळ सिंक्रोनाइझेशन
कालद टिक,घड्याळाची टिक
क्लोन,क्लोन
बंद,बंद
संवृत परिपथ टी.वी. (सी.सी.टी.वी.),क्लोज सर्किट टीव्ही (सीसीटीव्ही)
संवरण,बंद
"1.मेघाभिकलन,2.क्लाुड कंप्यूटिंग",क्लाउड संगणन
गुच्छ,क्लस्टर
"1.विलेपित कार्ड,2. विलेपित पत्रक",लेपित कार्ड
लेपित कागज,लेपित कागद
समाक्षीय,समाक्षीय
समाक्ष केबल,समाक्षीय केबल
कोडासिल,कोडासिल
"1.कूट, 2.कोड",कोड
"1.कूट जनक,2. कोड जनक",कोड जनरेटर
कूट पृष्ठ,कोड पृष्ठ
"1.कूट शब्द, 2.कोड शब्द",कोड शब्द
"1.कोडर, 2.कूटक",कोडर
"1.कूट लेखन जाँच, 2. कोडन जाँच",कोडिंग तपासणी
कूट लेखन रूप,कोडिंग फॉर्म
"1.कूटलेखन पत्र, 2. कोडन शीट",कोडिंग शीट
गुणांक,गुणांक
ससंजन,सुसंगतता
"1.शीत बूट, 2.शीत प्रारंभ",थंड बूट
शीत प्रारंभ,थंड सुरुवात
सहयोग,सहयोग
निपात,कोसळणे
"1.परिमिलन, 2.समानुक्रमित करना",कोलेट
"1.समानुक्रमित टेप,2. कालेट टेप",कोलेट टेप
टक्कर,टक्कर
कोलन,कोलन
"1.वर्ण, 2.रंग",रंग (रंग)
रंग संतृप्ति,रंग संपृक्तता
रंग सारणी,रंग टेबल
स्तंभ,स्तंभ
संयोजन,संयोजन
समिश्र पेटी,कॉम्बो बॉक्स
"1.समादेश, 2.कमांड",आज्ञा
समादेश बटन,कमांड बटण
समादेश सूची,आदेश यादी
टिप्पणी,टिप्पणी
"1.वचन बद्धता, 2.प्रतिबद्धता",वचनबद्धता
वस्तु,वस्तू
सामान्य व्यवसाय उन्मुखी भाषा (कोबोल),कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल)
सामान्य त्रुटि,सामान्य त्रुटी
सामान्य भाषा,सामान्य भाषा
"1.सामान्य नेमक,2. सामान्य नित्यक्रम",सामान्य दिनचर्या
संचार,संवाद
संचार रेखा,संप्रेषण लाइन
संचार विधा,संप्रेषण मोड
"1. संचार नेटवर्क, 2. संचार जालक्रम",संप्रेषण नेटवर्क
संचार प्राचल,संप्रेषण पॅरामीटर
संचार तंत्र,संप्रेषण प्रणाली
संहनन,कॉम्पॅक्शन
संपीडप्रसारित्र,साथीदार
संपीडप्रसारण,companding
कंपनी नेटवर्क,कंपनी नेटवर्क
तुलना परीक्षण,तुलना चाचणी
"1.सुसंगति, 2.संगतता",सुसंगतता
सुसंगत,सुसंगत
संकलन,संकलन
संकलन तथा कार्यपालन,संकलित करा आणि जा
"1.संकलक, 2.क्रमादेश अंतरक",संकलक
संकलक भाषा,कंपाइलर भाषा
पूरक,पूरक
दस-पूरक,दहावर पूरक
पूरक,पूरक
"1.संपूर्ण हस्तगत, 2.संपूर्ण हासिल",पूर्ण वाहून
सम्मिश्र,जटिल
सम्मिश्र संख्या,जटिल संख्या
घटक,घटक
कॉम,घटक ऑब्जेक्ट मॉडेल (COM)
संयुक्त,संमिश्र
संयोजन,रचना
"1.अभिकलनीय, 2.अभिकल्पनात्मक",संगणकीय
कंप्यूटर,संगणक
कंप्यूटर केन्द्र,संगणक केंद्र
कंप्यूटर विशेषज्ञ,संगणक तज्ञ
कंप्यूटर ग्राफिक्स,संगणक ग्राफिक्स
कंप्यूटर अनुदेश,संगणक सूचना
"1.कंप्यूटर भाषा, 2.अभिकलक भाषा",संगणक भाषा
"1.कंप्यूटर नेटवर्क, 2.कंप्यूटर जालक्रम",संगणक नेटवर्क
कंप्यूटर विज्ञान,संगणक शास्त्र
कंप्यूटर सुरक्षा,संगणक सुरक्षा
कंप्यूटर अनुकरण,संगणक सिम्युलेटन
कंप्यूटर विशेषज्ञ,संगणक तज्ञ
कंप्यूटरीकरण,संगणकीकरण
कंप्यूटरविद्,संगणकतज्ज्ञ
कंप्यूटरीकरण,संगणकीकरण
"1.अभिकलन,2. कंप्यूटन",संगणन
संकल्पना,संकल्पना
"1.समरूपता, 2.सहसंगता, 3.संगमन",एकरूपता
"संगामी, समरूपी",समवर्ती
प्रतिबंध चर,कंडिशन व्हेरिएबल
प्रतिबंधित संकारक,सशर्त ऑपरेटर
प्रतिबंधित कथन,सशर्त विधान
चालक,कंडक्टर
"1.दूर सम्मेलन, 2.सम्मेलन",कॉन्फरन्सिंग
गोपनीयता,गोपनीयता
"1.संविन्यास, 2.संरूपण",कॉन्फिगरेशन
संकुलन,गर्दी
संयोजन,संयोग
संबंधन गति,गती कनेक्ट करा
संबंधन,कनेक्शन
संबंधन रहित संचार,कनेक्शन कमी संप्रेषण
संबधन मुक्ति,कनेक्शन प्रकाशन
संयोजकता,कनेक्टिव्हिटी
"1.संबंधक, 2.संयोजक",कनेक्टर
क्रमागत,सलग
अनुवर्ती,परिणामी
कन्सोल,कन्सोल
समेकन,एकत्रीकरण
"1.नियतांक,2. स्थिरांक",स्थिर
अचर अनुदेश,सतत सूचना
प्रतिबंधित,मर्यादा
संरचक,बांधकाम करणारा
